unified_serial	source_kind	section	unit_id	page	locus_or_field	source_id	visible_owner	visible_surface	normalized_id	primary_layer	portable_core_value_de	local_expansion_de	component_axes	layer_rule_de	r221_revision
325	PROSE_EVENT	BIOLOGICAL	B4	f83r	F112	E325	Hauptpaar am sichtbaren ungerichteten Bogen	shedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
326	PROSE_EVENT	BIOLOGICAL	B4	f83r	F113	E326	Hauptpaar am sichtbaren ungerichteten Bogen	qokylddy	MC164	LOCAL_WHOLE_CARD	NONE	befestigen; Schluss	Y	gelernte lokale Prosa-Ganzkarte	UNCHANGED
327	PROSE_EVENT	BIOLOGICAL	B4	f83r	F114	E327	Hauptpaar am sichtbaren ungerichteten Bogen	dain	MC059	LOCAL_WHOLE_CARD	NONE	Einlage	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
328	PROSE_EVENT	BIOLOGICAL	B4	f83r	F114	E328	Hauptpaar am sichtbaren ungerichteten Bogen	chedy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
329	PROSE_EVENT	BIOLOGICAL	B4	f83r	F114	E329	Hauptpaar am sichtbaren ungerichteten Bogen	qokeedy	MC082	LOCAL_CARD_WITH_COMMON_AXIS	NONE	lange einwirken; Schluss	OK+DY+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
330	PROSE_EVENT	BIOLOGICAL	B4	f83r	F115	E330	Hauptpaar am sichtbaren ungerichteten Bogen	shckhedy	MC143	PROSE_COMPONENT_CARD	NONE	durchlassen; Schluss	CKHE	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
331	PROSE_EVENT	BIOLOGICAL	B4	f83r	F116	E331	Hauptpaar am sichtbaren ungerichteten Bogen	shckhedy	MC143	PROSE_COMPONENT_CARD	NONE	durchlassen; Schluss	CKHE	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
332	PROSE_EVENT	BIOLOGICAL	B4	f83r	F117	E332	Hauptpaar am sichtbaren ungerichteten Bogen	saiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
333	PROSE_EVENT	BIOLOGICAL	B4	f83r	F117	E333	Hauptpaar am sichtbaren ungerichteten Bogen	cheeky	MC032	LOCAL_CARD_WITH_COMMON_AXIS	NONE	länger bearbeiten	Y+EE+CHK	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
334	PROSE_EVENT	BIOLOGICAL	B4	f83r	F117	E334	Hauptpaar am sichtbaren ungerichteten Bogen	sheey	MC095	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Langhalt	Y+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
335	PROSE_EVENT	BIOLOGICAL	B4	f83r	F117	E335	Hauptpaar am sichtbaren ungerichteten Bogen	qokedy	MC083	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz einwirken; Schluss	OK+DY+E	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
336	PROSE_EVENT	BIOLOGICAL	B4	f83r	F118	E336	Hauptpaar am sichtbaren ungerichteten Bogen	shedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
337	PROSE_EVENT	BIOLOGICAL	B4	f83r	F119	E337	Hauptpaar am sichtbaren ungerichteten Bogen	oldy	MC019	COMMON_PORTABLE_CARD	Schluss	Schluss	OL+DY	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	THREE_OWNER_SIMPLIFICATION
338	PROSE_EVENT	BIOLOGICAL	B4	f83r	F120	E338	linke offene Fransen-/Unterlaufstation	saiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
339	PROSE_EVENT	BIOLOGICAL	B4	f83r	F120	E339	linke offene Fransen-/Unterlaufstation	cheky	MC147	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz wärmen	Y+E+CHK	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
340	PROSE_EVENT	BIOLOGICAL	B4	f83r	F120	E340	linke offene Fransen-/Unterlaufstation	okeeol	MC150	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Langfortsetzung	OK+OL+EE	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
341	PROSE_EVENT	BIOLOGICAL	B4	f83r	F120	E341	linke offene Fransen-/Unterlaufstation	okain	MC017	PROSE_COMPONENT_CARD	NONE	Anteil zugeben	AIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
342	PROSE_EVENT	BIOLOGICAL	B4	f83r	F120	E342	linke offene Fransen-/Unterlaufstation	chdy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
343	PROSE_EVENT	BIOLOGICAL	B4	f83r	F121	E343	linke offene Fransen-/Unterlaufstation	sol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
344	PROSE_EVENT	BIOLOGICAL	B4	f83r	F121	E344	linke offene Fransen-/Unterlaufstation	lkedy	MC124	LOCAL_WHOLE_CARD	NONE	Kurzabzug; Schluss	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
345	PROSE_EVENT	BIOLOGICAL	B4	f83r	F122	E345	linke offene Fransen-/Unterlaufstation	lchedy	MC155	LOCAL_CARD_WITH_COMMON_AXIS	NONE	abführen; Schluss	CHED~CHD+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
346	PROSE_EVENT	BIOLOGICAL	B4	f83r	F123	E346	linke offene Fransen-/Unterlaufstation	qokol	MC024	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Weiter einsetzen	OK+OL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
347	PROSE_EVENT	BIOLOGICAL	B4	f83r	F123	E347	linke offene Fransen-/Unterlaufstation	shedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
348	PROSE_EVENT	BIOLOGICAL	B4	f83r	F124	E348	linke offene Fransen-/Unterlaufstation	or	MC080	COMMON_PORTABLE_CARD	Ansatz	Ansatz	OR	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
349	PROSE_EVENT	BIOLOGICAL	B4	f83r	F124	E349	linke offene Fransen-/Unterlaufstation	chey	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
350	PROSE_EVENT	BIOLOGICAL	B4	f83r	F124	E350	linke offene Fransen-/Unterlaufstation	qockhey	MC165	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Kurzdurchgang	OK+Y+E+CKH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
351	PROSE_EVENT	BIOLOGICAL	B4	f83r	F124	E351	linke offene Fransen-/Unterlaufstation	dairydy	MC091	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Laufschluss	Y+DY+AIR	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
352	PROSE_EVENT	BIOLOGICAL	B4	f83r	F125	E352	linke offene Fransen-/Unterlaufstation	qokain	MC017	PROSE_COMPONENT_CARD	NONE	Anteil zugeben	AIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
353	PROSE_EVENT	BIOLOGICAL	B4	f83r	F125	E353	linke offene Fransen-/Unterlaufstation	shey	MC119	COMMON_PORTABLE_CARD	Ergebnis	Klarlauf	NONE	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	THREE_OWNER_SIMPLIFICATION
354	PROSE_EVENT	BIOLOGICAL	B4	f83r	F125	E354	linke offene Fransen-/Unterlaufstation	kain	MC105	PROSE_COMPONENT_CARD	NONE	Portion	AIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
355	PROSE_EVENT	BIOLOGICAL	B4	f83r	F125	E355	linke offene Fransen-/Unterlaufstation	chckhal	MC022	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zielpassage	AL+CKH	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
356	PROSE_EVENT	BIOLOGICAL	B4	f83r	F126	E356	rechte S-Lauf-/Mehrarmknotenstation	solkey	MC050	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Kurzsammlung	Y+E+SOLK	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
357	PROSE_EVENT	BIOLOGICAL	B4	f83r	F126	E357	rechte S-Lauf-/Mehrarmknotenstation	lchedy	MC155	LOCAL_CARD_WITH_COMMON_AXIS	NONE	abführen; Schluss	CHED~CHD+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
358	PROSE_EVENT	BIOLOGICAL	B4	f83r	F127	E358	rechte S-Lauf-/Mehrarmknotenstation	qolkain	MC097	LOCAL_CARD_WITH_COMMON_AXIS	NONE	weiterer Anteil	OL+AIN	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
359	PROSE_EVENT	BIOLOGICAL	B4	f83r	F127	E359	rechte S-Lauf-/Mehrarmknotenstation	dal	MC154	COMMON_PORTABLE_CARD	dorthin	dorthin	AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
360	PROSE_EVENT	BIOLOGICAL	B4	f83r	F128	E360	rechte S-Lauf-/Mehrarmknotenstation	skar	MC089	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Quellausguss	AR	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
361	PROSE_EVENT	BIOLOGICAL	B4	f83r	F128	E361	rechte S-Lauf-/Mehrarmknotenstation	shedy	MC128	LOCAL_CARD_WITH_COMMON_AXIS	NONE	kurz absetzen; Schluss	DY+E+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
362	PROSE_EVENT	BIOLOGICAL	B5	f83r	F129	E362	linker offener Fransen-Endposten	otchdy	MC067	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Nachtransfer; Schluss	OT+DY+CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
363	PROSE_EVENT	BIOLOGICAL	B5	f83r	F130	E363	linker offener Fransen-Endposten	qokchdy	MC088	LOCAL_CARD_WITH_COMMON_AXIS	NONE	einführen; Schluss	CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
364	PROSE_EVENT	BIOLOGICAL	B5	f83r	F131	E364	linker offener Fransen-Endposten	shedal	MC113	LOCAL_CARD_WITH_COMMON_AXIS	NONE	am Ziel absetzen	AL+SHED	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
365	PROSE_EVENT	BIOLOGICAL	B5	f83r	F132	E365	linker offener Fransen-Endposten	dal	MC154	COMMON_PORTABLE_CARD	dorthin	dorthin	AL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
366	PROSE_EVENT	BIOLOGICAL	B5	f83r	F132	E366	linker offener Fransen-Endposten	cheol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
367	PROSE_EVENT	BIOLOGICAL	B5	f83r	F132	E367	linker offener Fransen-Endposten	lol	MC092	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Weiterabzug	OL+L	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
368	PROSE_EVENT	BIOLOGICAL	B5	f83r	F132	E368	linker offener Fransen-Endposten	chdal	MC001	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Zieltransfer	AL+CHED~CHD	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
369	PROSE_EVENT	BIOLOGICAL	B5	f83r	F132	E369	linker offener Fransen-Endposten	aiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
370	PROSE_EVENT	BIOLOGICAL	B5	f83r	F133	E370	linker offener Fransen-Endposten	sol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
371	PROSE_EVENT	BIOLOGICAL	B5	f83r	F133	E371	linker offener Fransen-Endposten	daiiin	MC172	PROSE_COMPONENT_CARD	NONE	Endstufe	IIN	komponierte Herbal/Bio-Karte ohne derzeit portablen Astro-Ganzwert	UNCHANGED
372	PROSE_EVENT	BIOLOGICAL	B5	f83r	F133	E372	linker offener Fransen-Endposten	chedy	MC074	COMMON_PORTABLE_CARD	überführen	überführen	Y+CHED~CHD	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
373	PROSE_EVENT	BIOLOGICAL	B6	f83r	F134	E373	rechter S-Lauf-/Mehrarm-Endposten	solkeey	MC020	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Langsammlung	Y+EE+SOLK	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
374	PROSE_EVENT	BIOLOGICAL	B6	f83r	F134	E374	rechter S-Lauf-/Mehrarm-Endposten	qekey	MC052	LOCAL_WHOLE_CARD	NONE	kurz bearbeiten	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
375	PROSE_EVENT	BIOLOGICAL	B6	f83r	F134	E375	rechter S-Lauf-/Mehrarm-Endposten	raly	MC046	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Endposten	AL+Y	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
376	PROSE_EVENT	BIOLOGICAL	B6	f83r	F134	E376	rechter S-Lauf-/Mehrarm-Endposten	ol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
377	PROSE_EVENT	BIOLOGICAL	B6	f83r	F135	E377	rechter S-Lauf-/Mehrarm-Endposten	daiin	MC039	COMMON_PORTABLE_CARD	Sollwert	Sollmaß	AIIN	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
378	PROSE_EVENT	BIOLOGICAL	B6	f83r	F135	E378	rechter S-Lauf-/Mehrarm-Endposten	ol	MC153	COMMON_PORTABLE_CARD	weiter	weiter	OL	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
379	PROSE_EVENT	BIOLOGICAL	B6	f83r	F135	E379	rechter S-Lauf-/Mehrarm-Endposten	dain	MC059	LOCAL_WHOLE_CARD	NONE	Einlage	NONE	gelernte lokale Prosa-Ganzkarte	UNCHANGED
380	PROSE_EVENT	BIOLOGICAL	B6	f83r	F135	E380	rechter S-Lauf-/Mehrarm-Endposten	chey	MC123	COMMON_PORTABLE_CARD	dies	dies	Y	exakte Karte mit demselben Kernwert in Herbal, Bio und Astro	UNCHANGED
381	PROSE_EVENT	BIOLOGICAL	B6	f83r	F135	E381	rechter S-Lauf-/Mehrarm-Endposten	ldalor	MC101	LOCAL_CARD_WITH_COMMON_AXIS	NONE	Endziel	AL	lokale Prosakarte, die mindestens eine gemeinsame Achse enthält	UNCHANGED
382	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.1	A001	A1_RIGHT_SECTOR_SLOT_01	ykshy	ASTRO_LOCAL_001	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten; lokaler Namensrest yk/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
383	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.1	A002	A1_RIGHT_SECTOR_SLOT_01	s	ASTRO_LOCAL_002	ASTRO_LOCAL_EXEMPLAR	NONE	A1_RIGHT_SECTOR_SLOT_01: Nebenwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
384	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.1	A003	A1_RIGHT_SECTOR_SLOT_01	aram	ASTRO_LOCAL_003	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest am.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
385	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.2	A004	A1_RIGHT_SECTOR_SLOT_02	ykecho	ASTRO_LOCAL_004	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ykec.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
386	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.2	A005	A1_RIGHT_SECTOR_SLOT_02	ols	ASTRO_LOCAL_005	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
387	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.2	A006	A1_RIGHT_SECTOR_SLOT_02	eesydy	ASTRO_LOCAL_006	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: lange oder volle Diagrammstufe; lokaler Namensrest sydy.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
388	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.3	A007	A1_RIGHT_SECTOR_SLOT_03	ey	ASTRO_LOCAL_007	ASTRO_LOCAL_EXEMPLAR	NONE	A1_RIGHT_SECTOR_SLOT_03: aktueller Auswahlwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
389	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.3	A008	A1_RIGHT_SECTOR_SLOT_03	shs	ASTRO_LOCAL_008	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Position oder Bedingung halten; lokaler Namensrest s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
390	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.3	A009	A1_RIGHT_SECTOR_SLOT_03	okar	ASTRO_LOCAL_009	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
391	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.4	A010	A1_RIGHT_SECTOR_SLOT_04	shekchy	ASTRO_LOCAL_010	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest e/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
392	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.4	A011	A1_RIGHT_SECTOR_SLOT_04	sykos	ASTRO_LOCAL_011	ASTRO_LOCAL_EXEMPLAR	NONE	A1_RIGHT_SECTOR_SLOT_04: sekundäre Grundklasse.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
393	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.5	A012	A1_RIGHT_SECTOR_SLOT_05	ykeody	ASTRO_LOCAL_012	ASTRO_LOCAL_EXEMPLAR	NONE	A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
394	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.5	A013	A1_RIGHT_SECTOR_SLOT_05	okchy	MC103	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_05: diesen Diagrammposten setzen.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
395	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.6	A014	A1_RIGHT_SECTOR_SLOT_06	dchetay	ASTRO_LOCAL_014	ASTRO_LOCAL_EXEMPLAR	NONE	A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
396	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.7	A015	A1_RIGHT_SECTOR_SLOT_07	ykchy	ASTRO_LOCAL_015	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
397	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.7	A016	A1_RIGHT_SECTOR_SLOT_07	kchey	MC122	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: diesen Diagrammplatz kurz bearbeiten.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
398	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.7	A017	A1_RIGHT_SECTOR_SLOT_07	ykchys	ASTRO_LOCAL_017	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ys.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
399	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.8	A018	A1_RIGHT_SECTOR_SLOT_08	chkchdar	ASTRO_LOCAL_018	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
400	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.9	A019	A1_RIGHT_SECTOR_SLOT_09	ykar	ASTRO_LOCAL_019	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
401	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.9	A020	A1_RIGHT_SECTOR_SLOT_09	ykaly	ASTRO_LOCAL_020	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
402	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.10	A021	A1_RIGHT_SECTOR_SLOT_10	lkshy	ASTRO_LOCAL_021	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten; lokaler Namensrest lk/y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
403	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.10	A022	A1_RIGHT_SECTOR_SLOT_10	kchy	MC117	ASTRO_LOCAL_LABEL_WITH_PROSE_HOMOGRAPH	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: diesen Diagrammplatz bearbeiten.	LOCAL_ASTRO_PARSE	lokales Astroetikett mit gleicher Oberfläche wie eine andere Prosakarte	UNCHANGED
404	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.10	A023	A1_RIGHT_SECTOR_SLOT_10	okar	ASTRO_LOCAL_023	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
405	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.11	A024	A1_RIGHT_SECTOR_SLOT_11	chky	ASTRO_LOCAL_024	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren; lokaler Namensrest y.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
406	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.11	A025	A1_RIGHT_SECTOR_SLOT_11	chykchs	ASTRO_LOCAL_025	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest chy/s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
407	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.11	A026	A1_RIGHT_SECTOR_SLOT_11	chy	MC123	COMMON_PORTABLE_SURFACE	dies	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.	LOCAL_ASTRO_PARSE	Astrogruppe, deren ganze Oberfläche eine gemeinsame Kernkarte ist	UNCHANGED
408	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.12	A027	A1_RIGHT_SECTOR_SLOT_12	ykees	ASTRO_LOCAL_027	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe; lokaler Namensrest yk/s.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
409	ASTRO_GROUP	ASTRO	A1	f67r2	f67r2.12	A028	A1_RIGHT_SECTOR_SLOT_12	ykchos	ASTRO_LOCAL_028	ASTRO_LOCAL_EXEMPLAR	NONE	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/os.	LOCAL_ASTRO_PARSE	lokales Astroetikett ohne exakte Prosakarte	UNCHANGED
