case_id	policy	model	edition	block	source_group_id	locus	group_index	raw	role	head_id	head_raw	participant_id	participant_raw	participant_role	status	head_cross_line	head_gap_groups	unknown_head_gap_groups	participant_gap_groups	unknown_participant_gap_groups	audit_gap_basis	intervening_bare_nominals	intervening_copulas	material_mentions_after_flow	immediate_path_id	immediate_path_reading	meaning_confirmed
LOCAL|V|RF1b|f77r.42|G003	LOCAL	V	RF1b	f77r:P3	RF1b|f77r.42|G003	f77r.42	3	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
LOCAL|V|RF1b|f77r.42|G004	LOCAL	V	RF1b	f77r:P3	RF1b|f77r.42|G004	f77r.42	4	qokeedy	CONTINUATION						NO_FLOW_ANTECEDENT	False					head	[]	[]	[]			False
TYPED_BACK|V|RF1b|f77r.38|G002	TYPED_BACK	V	RF1b	f77r:P3	RF1b|f77r.38|G002	f77r.38	2	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
TYPED_BACK|V|RF1b|f77r.42|G001	TYPED_BACK	V	RF1b	f77r:P3	RF1b|f77r.42|G001	f77r.42	1	qokeedy	CONTINUATION	RF1b|f77r.38|G002	shedy				FLOW_NO_ANTECEDENT	True	33	30			head	"[""RF1b|f77r.40|G004""]"	[]	"[""RF1b|f77r.40|G004""]"			False
TYPED_BACK|V|RF1b|f77r.42|G003	TYPED_BACK	V	RF1b	f77r:P3	RF1b|f77r.42|G003	f77r.42	3	qokeedy	CONTINUATION	RF1b|f77r.38|G002	shedy				FLOW_NO_ANTECEDENT	True	35	31			head	"[""RF1b|f77r.40|G004""]"	[]	"[""RF1b|f77r.40|G004""]"			False
TYPED_BACK|V|RF1b|f77r.42|G004	TYPED_BACK	V	RF1b	f77r:P3	RF1b|f77r.42|G004	f77r.42	4	qokeedy	CONTINUATION	RF1b|f77r.38|G002	shedy				FLOW_NO_ANTECEDENT	True	36	31			head	"[""RF1b|f77r.40|G004""]"	[]	"[""RF1b|f77r.40|G004""]"			False
NOMINAL_BACK|V|RF1b|f77r.38|G002	NOMINAL_BACK	V	RF1b	f77r:P3	RF1b|f77r.38|G002	f77r.38	2	shedy	FLOW						NO_ANTECEDENT	False					head	[]	[]	[]			False
NOMINAL_BACK|V|RF1b|f77r.42|G001	NOMINAL_BACK	V	RF1b	f77r:P3	RF1b|f77r.42|G001	f77r.42	1	qokeedy	CONTINUATION	RF1b|f77r.38|G002	shedy				FLOW_NO_ANTECEDENT	True	33	30			head	"[""RF1b|f77r.40|G004""]"	[]	"[""RF1b|f77r.40|G004""]"			False
NOMINAL_BACK|V|RF1b|f77r.42|G003	NOMINAL_BACK	V	RF1b	f77r:P3	RF1b|f77r.42|G003	f77r.42	3	qokeedy	CONTINUATION	RF1b|f77r.38|G002	shedy				FLOW_NO_ANTECEDENT	True	35	31			head	"[""RF1b|f77r.40|G004""]"	[]	"[""RF1b|f77r.40|G004""]"			False
NOMINAL_BACK|V|RF1b|f77r.42|G004	NOMINAL_BACK	V	RF1b	f77r:P3	RF1b|f77r.42|G004	f77r.42	4	qokeedy	CONTINUATION	RF1b|f77r.38|G002	shedy				FLOW_NO_ANTECEDENT	True	36	31			head	"[""RF1b|f77r.40|G004""]"	[]	"[""RF1b|f77r.40|G004""]"			False
