event_id	physical_page	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	edition_source
P912-E1318	f82r	f82r.25	CURRENT_BASE	qockhey	O+CKH+E+Y	AUSFÜHREN · DURCHLASS · KURZ · POSTEN	AUSFÜHREN · DURCHLASS · KURZ · POSTEN	PASS1002
P912-E1319	f82r	f82r.25	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1320	f82r	f82r.25	CURRENT_BASE	lar	L+AR	LEITEN · QUELLE	Bodenablauf	PASS1002
P912-E1321	f82r	f82r.25	CURRENT_BASE	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	HALTEN · LÄNGER · POSTEN	PASS1002
P912-E1322	f82r	f82r.25	CURRENT_BASE	ry	R+Y	MERKEN · POSTEN	MERKEN · POSTEN	PASS1002
P912-E1323	f82r	f82r.26	CURRENT_BASE	tshey	SH+E+Y	HALTEN · KURZ · POSTEN	Spülwasser	PASS1002
P912-E1324	f82r	f82r.26	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1325	f82r	f82r.26	CURRENT_BASE	cheal	AL	ZIEL	ZIELSTATION	PASS1002
P912-E1326	f82r	f82r.26	CURRENT_BASE	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	LEITEN · UMSETZEN · QUELLSTATION	PASS1002
P912-E1327	f82r	f82r.26	CURRENT_BASE	ches	CH+E+S	NEHMEN · KURZ · AUSWÄHLEN	gleichteilen	PASS1002
P912-E1328	f82r	f82r.26	CURRENT_BASE	aiin	AIIN	MASS	STATIONSWERT	PASS1002
P912-E1329	f82r	f82r.26	CURRENT_BASE	oteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	DANACH · LÄNGER · POSTEN	PASS1002
P912-E1330	f82r	f82r.26	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1331	f82r	f82r.26	CURRENT_BASE	okey	OK+E+Y	SETZEN · KURZ · POSTEN	AN STATION SETZEN · KURZ · POSTEN	PASS1002
P912-E1332	f82r	f82r.27	CURRENT_BASE	pchedy	P+CHD+DY	EINSETZEN · UMSETZEN · SCHLUSS	EINSETZEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1333	f82r	f82r.27	CURRENT_BASE	rsheal	R+SH+E+AL	MERKEN · HALTEN · KURZ · ZIEL	Warmwasser	PASS1002
P912-E1334	f82r	f82r.27	CURRENT_BASE	daldy	AL+DY	ZIEL · SCHLUSS	ZIELSTATION · SCHLUSS	PASS1002
P912-E1335	f82r	f82r.27	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1336	f82r	f82r.27	CURRENT_BASE	rshedy	R+SHED+DY	MERKEN · ABSETZEN · SCHLUSS	Waschgang	PASS1002
P912-E1337	f82r	f82r.27	CURRENT_BASE	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	DANACH · LÄNGER · SCHLUSS	PASS1002
P912-E1338	f82r	f82r.27	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1339	f82r	f82r.27	CURRENT_BASE	lochedy	L+O+CHD+DY	LEITEN · AUSFÜHREN · UMSETZEN · SCHLUSS	LEITEN · AUSFÜHREN · UMSETZEN · SCHLUSS	PASS1002
P912-E1340	f82r	f82r.28	CURRENT_BASE	qokoiin	OK+O+IIN	SETZEN · AUSFÜHREN · STUFE	AN STATION SETZEN · AUSFÜHREN · STUFE	PASS1002
P912-E1341	f82r	f82r.28	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1342	f82r	f82r.28	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1343	f82r	f82r.28	CURRENT_BASE	qotaiin	OT+AIIN	DANACH · MASS	DANACH · STATIONSWERT	PASS1002
P912-E1344	f82r	f82r.28	CURRENT_BASE	chcthey	CH+CTH+E+Y	NEHMEN · BEREIT · KURZ · POSTEN	AUS STATION NEHMEN · BEREIT · KURZ · POSTEN	PASS1002
P912-E1345	f82r	f82r.28	CURRENT_BASE	qoteeol	OT+EE+OL	DANACH · LÄNGER · FORTSETZEN	DANACH · LÄNGER · FORTSETZEN	PASS1002
P912-E1346	f82r	f82r.28	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E1347	f82r	f82r.28	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1348	f82r	f82r.28	CURRENT_BASE	oly	OL+Y	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN	PASS1002
P912-E1349	f82r	f82r.29	CURRENT_BASE	d	D_ADDR	TEIL	TEIL	PASS1002
P912-E1350	f82r	f82r.29	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	PASS1002
P912-E1351	f82r	f82r.29	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1352	f82r	f82r.29	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1353	f82r	f82r.29	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1354	f82r	f82r.29	CURRENT_BASE	rchedy	R+CHD+Y	MERKEN · UMSETZEN · POSTEN	MERKEN · UMSETZEN · POSTEN	PASS1002
P912-E1355	f82r	f82r.29	CURRENT_BASE	oky	OK+Y	SETZEN · POSTEN	AN STATION SETZEN · POSTEN	PASS1002
P912-E1356	f82r	f82r.29	CURRENT_BASE	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	PASS1002
P912-E1357	f82r	f82r.29	CURRENT_BASE	qoty	OT+Y	DANACH · POSTEN	DANACH · POSTEN	PASS1002
P912-E1358	f82r	f82r.29	CURRENT_BASE	qoty	OT+Y	DANACH · POSTEN	DANACH · POSTEN	PASS1002
P912-E1359	f82r	f82r.30	CURRENT_BASE	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	DANACH · LÄNGER · POSTEN	PASS1002
P912-E1360	f82r	f82r.30	CURRENT_BASE	raiin	R+AIIN	MERKEN · MASS	MERKEN · STATIONSWERT	PASS1002
P912-E1361	f82r	f82r.30	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	PASS1002
P912-E1362	f82r	f82r.30	CURRENT_BASE	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	DANACH · LÄNGER · POSTEN	PASS1002
P912-E1363	f82r	f82r.30	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1364	f82r	f82r.30	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	PASS1002
P912-E1365	f82r	f82r.30	CURRENT_BASE	lshedy	LSH+E+DY	SPÜLEN · KURZ · SCHLUSS	SPÜLEN · KURZ · SCHLUSS	PASS1002
P912-E1366	f82r	f82r.30	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1367	f82r	f82r.30	CURRENT_BASE	rag	R+A_ADDR+G_LABEL	MERKEN · ORT · PRÜFEN	MERKEN · ORT · PRÜFEN	PASS1002
P912-E1368	f82r	f82r.31	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	PASS1002
P912-E1369	f82r	f82r.31	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E1370	f82r	f82r.31	CURRENT_BASE	rsheedy	R+SH+EE+D_ADDR+Y	MERKEN · HALTEN · LÄNGER · TEIL · POSTEN	MERKEN · HALTEN · LÄNGER · TEIL · POSTEN	PASS1002
P912-E1371	f82r	f82r.31	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1372	f82r	f82r.31	CURRENT_BASE	qoty	OT+Y	DANACH · POSTEN	DANACH · POSTEN	PASS1002
P912-E1373	f82r	f82r.31	CURRENT_BASE	lcheeor	L+CH+EE+OR	LEITEN · NEHMEN · LÄNGER · ANSATZ	LEITEN · AUS STATION NEHMEN · LÄNGER · ANSATZ	PASS1002
P912-E1374	f82r	f82r.31	CURRENT_BASE	qokain	OK+AIN	SETZEN · PORTION	AN STATION SETZEN · PORTION	PASS1002
P912-E1375	f82r	f82r.31	CURRENT_BASE	cheedy	CH+EE+D_ADDR+Y	NEHMEN · LÄNGER · TEIL · POSTEN	AUS STATION NEHMEN · LÄNGER · TEIL · POSTEN	PASS1002
P912-E1376	f82r	f82r.31	CURRENT_BASE	lched	L+CHD	LEITEN · UMSETZEN	LEITEN · UMSETZEN	PASS1002
P912-E1377	f82r	f82r.32	CURRENT_BASE	taiin	T+AIIN	STELLEN · MASS	STELLEN · STATIONSWERT	PASS1002
P912-E1378	f82r	f82r.32	CURRENT_BASE	shedaiin	SHED+AIIN	ABSETZEN · MASS	ABSETZEN · STATIONSWERT	PASS1002
P912-E1379	f82r	f82r.32	CURRENT_BASE	chckhey	CH+CKH+E+Y	NEHMEN · DURCHLASS · KURZ · POSTEN	AUS STATION NEHMEN · DURCHLASS · KURZ · POSTEN	PASS1002
P912-E1380	f82r	f82r.32	CURRENT_BASE	lchey	L+Y	LEITEN · POSTEN	LEITEN · POSTEN	PASS1002
P912-E1381	f82r	f82r.32	CURRENT_BASE	lcheckhy	L+CKH+Y	LEITEN · DURCHLASS · POSTEN	LEITEN · DURCHLASS · POSTEN	PASS1002
P912-E1382	f82r	f82r.32	CURRENT_BASE	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	HALTEN · LÄNGER · POSTEN	PASS1002
P912-E1383	f82r	f82r.32	CURRENT_BASE	lr	L+R	LEITEN · MERKEN	LEITEN · MERKEN	PASS1002
P912-E1384	f82r	f82r.32	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E1385	f82r	f82r.32	CURRENT_BASE	rain	R+AIN	MERKEN · PORTION	MERKEN · PORTION	PASS1002
P912-E1386	f82r	f82r.33	CURRENT_BASE	sain	S+AIN	AUSWÄHLEN · PORTION	AUSWÄHLEN · PORTION	PASS1002
P912-E1387	f82r	f82r.33	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E1388	f82r	f82r.33	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	PASS1002
P912-E1389	f82r	f82r.33	CURRENT_BASE	ey	E+Y	KURZ · POSTEN	KURZ · POSTEN	PASS1002
P912-E1390	f82r	f82r.33	CURRENT_BASE	cheor	CHEO+R	AUSZUG · MERKEN	AUSZUG · MERKEN	PASS1002
P912-E1391	f82r	f82r.33	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E1392	f82r	f82r.34	CURRENT_BASE	okor	OK+OR	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Eintragsklasse.	PASS1002
P912-E1393	f82r	f82r.35	CURRENT_BASE	darol	DA+R+OL	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: zweite Stufe, Zustandsmarke, gleiche Reihe weiter.	PASS1002
P912-E1394	f82r	f82r.36	CURRENT_BASE	okal	OK+AL	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Zielplatz.	PASS1002
P912-E1395	f82r	f82r.37	CURRENT_BASE	okaldy	OK+AL+DY	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Zielplatz, Eintrag schließen.	PASS1002
P912-E1396	f82r	f82r.38	CURRENT_BASE	darary	DA+R+AR+Y	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: zweite Stufe, Zustandsmarke, Quell- oder Bezugsstelle, dieser Platz.	PASS1002
P912-E1397	f82r	f82r.39	CURRENT_BASE	okairady	OK+AIR+A_ADDR+D_ADDR+Y	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, Ringlauf, lokale Adresse, Unterplatz, dieser Platz.	PASS1002
P912-E1398	f82r	f82r.40	CURRENT_BASE	sororl	S+OR+OR+L	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: Klasse wählen, Eintragsklasse, Verbindung.	PASS1002
P912-E1399	f82r	f82r.41	CURRENT_BASE	olkoky	OL+K+OK+Y	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: gleiche Reihe weiter, Wert zuordnen, Platz aktivieren, dieser Platz.	PASS1002
P912-E1400	f82r	f82r.42	CURRENT_BASE	sokoly	S+OK+OL+Y	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: Klasse wählen, Platz aktivieren, gleiche Reihe weiter, dieser Platz.	PASS1002
P912-E1401	f82r	f82r.43	CURRENT_BASE	dolol	D_ADDR+OL+OL	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: Unterplatz, gleiche Reihe weiter.	PASS1002
P912-E1402	f82r	f82r.44	CURRENT_BASE	olaiin	OL+AIIN	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: gleiche Reihe weiter, verzeichneter Sollwert.	PASS1002
P912-E1403	f82r	f82r.45	CURRENT_BASE	okeear	OK+EE+AR	LOKALE ADRESSE KOPIEREN	mehrere lokale Bad- und Leitungsstationen: Platz aktivieren, zweiter Grad, Quell- oder Bezugsstelle.	PASS1002
P912-E1404	f83r	f83r.1	CURRENT_BASE	tchedy	T+CHD+Y	STELLEN · UMSETZEN · POSTEN	STELLEN · UMSETZEN · POSTEN	PASS1002
P912-E1405	f83r	f83r.1	CURRENT_BASE	lpchedy	L+P+CHD+Y	LEITEN · EINSETZEN · UMSETZEN · POSTEN	LEITEN · EINSETZEN · UMSETZEN · POSTEN	PASS1002
P912-E1406	f83r	f83r.1	CURRENT_BASE	opedy	O+P+E+DY	AUSFÜHREN · EINSETZEN · KURZ · SCHLUSS	AUSFÜHREN · EINSETZEN · KURZ · SCHLUSS	PASS1002
P912-E1407	f83r	f83r.1	CURRENT_BASE	chepol	CH+E+P+OL	NEHMEN · KURZ · EINSETZEN · FORTSETZEN	AUS STATION NEHMEN · KURZ · EINSETZEN · FORTSETZEN	PASS1002
P912-E1408	f83r	f83r.1	CURRENT_BASE	pchedar	P+CHD+AR	EINSETZEN · UMSETZEN · QUELLE	EINSETZEN · UMSETZEN · QUELLSTATION	PASS1002
P912-E1409	f83r	f83r.1	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1410	f83r	f83r.1	CURRENT_BASE	qopchedy	CARRIER_Q+O+P+CHD+Y	BEGINN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	BEGINNEN · AUSFÜHREN · EINSETZEN · UMSETZEN · POSTEN	PASS1002
P912-E1411	f83r	f83r.2	CURRENT_BASE	sol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E1412	f83r	f83r.2	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	PASS1002
P912-E1413	f83r	f83r.2	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1414	f83r	f83r.2	CURRENT_BASE	shol	SH+OL	HALTEN · FORTSETZEN	HALTEN · FORTSETZEN	PASS1002
P912-E1415	f83r	f83r.2	CURRENT_BASE	lchs	L+CH+S	LEITEN · NEHMEN · AUSWÄHLEN	LEITEN · AUS STATION NEHMEN · AUSWÄHLEN	PASS1002
P912-E1416	f83r	f83r.2	CURRENT_BASE	shey	SH+E+Y	HALTEN · KURZ · POSTEN	Klarlauf	PASS1002
P912-E1417	f83r	f83r.2	CURRENT_BASE	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	DANACH · LÄNGER · SCHLUSS	PASS1002
P912-E1418	f83r	f83r.2	CURRENT_BASE	rches	R+CH+E+S	MERKEN · NEHMEN · KURZ · AUSWÄHLEN	MERKEN · AUS STATION NEHMEN · KURZ · AUSWÄHLEN	PASS1002
P912-E1419	f83r	f83r.2	CURRENT_BASE	ar	AR	QUELLE	QUELLSTATION	PASS1002
P912-E1420	f83r	f83r.2	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1421	f83r	f83r.2	CURRENT_BASE	dor	D_ADDR+OR	TEIL · ANSATZ	TEIL · ANSATZ	PASS1002
P912-E1422	f83r	f83r.3	CURRENT_BASE	olkeedy	SOLK+EE+DY	AUFFANGEN · LÄNGER · SCHLUSS	AUFFANGEN · LÄNGER · SCHLUSS	PASS1002
P912-E1423	f83r	f83r.3	CURRENT_BASE	qotal	OT+AL	DANACH · ZIEL	DANACH · ZIELSTATION	PASS1002
P912-E1424	f83r	f83r.3	CURRENT_BASE	chkeedy	CHK+EE+DY	BEHANDELN · LÄNGER · SCHLUSS	BEHANDELN · LÄNGER · SCHLUSS	PASS1002
P912-E1425	f83r	f83r.3	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E1426	f83r	f83r.3	CURRENT_BASE	daiin	AIIN	MASS	STATIONSWERT	PASS1002
P912-E1427	f83r	f83r.3	CURRENT_BASE	chey	Y	POSTEN	POSTEN	PASS1002
P912-E1428	f83r	f83r.3	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1429	f83r	f83r.3	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1430	f83r	f83r.3	CURRENT_BASE	qotal	OT+AL	DANACH · ZIEL	DANACH · ZIELSTATION	PASS1002
P912-E1431	f83r	f83r.3	CURRENT_BASE	dar	D_ADDR+AR	TEIL · QUELLE	TEIL · QUELLSTATION	PASS1002
P912-E1432	f83r	f83r.4	CURRENT_BASE	qokshedy	OK+SH+E+DY	SETZEN · HALTEN · KURZ · SCHLUSS	AN STATION SETZEN · HALTEN · KURZ · SCHLUSS	PASS1002
P912-E1433	f83r	f83r.4	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1434	f83r	f83r.4	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	PASS1002
P912-E1435	f83r	f83r.4	CURRENT_BASE	chkedy	CHK+E+D_ADDR+Y	BEHANDELN · KURZ · TEIL · POSTEN	BEHANDELN · KURZ · TEIL · POSTEN	PASS1002
P912-E1436	f83r	f83r.4	CURRENT_BASE	daiin	AIIN	MASS	STATIONSWERT	PASS1002
P912-E1437	f83r	f83r.4	CURRENT_BASE	shetar	SH+E+T+AR	HALTEN · KURZ · STELLEN · QUELLE	HALTEN · KURZ · STELLEN · QUELLSTATION	PASS1002
P912-E1438	f83r	f83r.4	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1439	f83r	f83r.4	CURRENT_BASE	qekaiin	CARRIER_Q+E+K+AIIN	BEGINN · KURZ · GEBEN · MASS	BEGINNEN · KURZ · IN STATION GEBEN · STATIONSWERT	PASS1002
P912-E1440	f83r	f83r.4	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1441	f83r	f83r.5	CURRENT_BASE	deey	D_ADDR+EE+Y	TEIL · LÄNGER · POSTEN	TEIL · LÄNGER · POSTEN	PASS1002
P912-E1442	f83r	f83r.5	CURRENT_BASE	qotaiin	OT+AIIN	DANACH · MASS	DANACH · STATIONSWERT	PASS1002
P912-E1443	f83r	f83r.5	CURRENT_BASE	checkhy	CH+E+CKH+Y	NEHMEN · KURZ · DURCHLASS · POSTEN	AUS STATION NEHMEN · KURZ · DURCHLASS · POSTEN	PASS1002
P912-E1444	f83r	f83r.5	CURRENT_BASE	qoty	OT+Y	DANACH · POSTEN	DANACH · POSTEN	PASS1002
P912-E1445	f83r	f83r.5	CURRENT_BASE	cheg	CH+E+LOCAL_CHAR_G	NEHMEN · KURZ · EINMAL	AUS STATION NEHMEN · KURZ · EINMAL	PASS1002
P912-E1446	f83r	f83r.5	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	PASS1002
P912-E1447	f83r	f83r.5	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	PASS1002
P912-E1448	f83r	f83r.5	CURRENT_BASE	rchedy	R+CHD+Y	MERKEN · UMSETZEN · POSTEN	MERKEN · UMSETZEN · POSTEN	PASS1002
P912-E1449	f83r	f83r.5	CURRENT_BASE	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	DANACH · LÄNGER · SCHLUSS	PASS1002
P912-E1450	f83r	f83r.5	CURRENT_BASE	lo	L+O	LEITEN · AUSFÜHREN	Bodenablauf	PASS1002
P912-E1451	f83r	f83r.6	CURRENT_BASE	schedy	CHD+DY	UMSETZEN · SCHLUSS	UMSETZEN · SCHLUSS	PASS1002
P912-E1452	f83r	f83r.6	CURRENT_BASE	chedchy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1453	f83r	f83r.6	CURRENT_BASE	qokal	OK+AL	SETZEN · ZIEL	AN STATION SETZEN · ZIELSTATION	PASS1002
P912-E1454	f83r	f83r.6	CURRENT_BASE	olchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	FORTSETZEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1455	f83r	f83r.6	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	PASS1002
P912-E1456	f83r	f83r.6	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1457	f83r	f83r.6	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	PASS1002
P912-E1458	f83r	f83r.6	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1459	f83r	f83r.6	CURRENT_BASE	qoky	OK+Y	SETZEN · POSTEN	AN STATION SETZEN · POSTEN	PASS1002
P912-E1460	f83r	f83r.7	CURRENT_BASE	solshed	S+OL+SHED	AUSWÄHLEN · FORTSETZEN · ABSETZEN	AUSWÄHLEN · FORTSETZEN · ABSETZEN	PASS1002
P912-E1461	f83r	f83r.7	CURRENT_BASE	lsheedy	LSH+EE+D_ADDR+Y	SPÜLEN · LÄNGER · TEIL · POSTEN	SPÜLEN · LÄNGER · TEIL · POSTEN	PASS1002
P912-E1462	f83r	f83r.7	CURRENT_BASE	qeeedy	CARRIER_Q+EEE+D_ADDR+Y	BEGINN · VOLL · TEIL · POSTEN	BEGINNEN · VOLL · TEIL · POSTEN	PASS1002
P912-E1463	f83r	f83r.7	CURRENT_BASE	qoky	OK+Y	SETZEN · POSTEN	AN STATION SETZEN · POSTEN	PASS1002
P912-E1464	f83r	f83r.7	CURRENT_BASE	o	O	AUSFÜHREN	AUSFÜHREN	PASS1002
P912-E1465	f83r	f83r.7	CURRENT_BASE	qol	OL	FORTSETZEN	FORTSETZEN	PASS1002
P912-E1466	f83r	f83r.7	CURRENT_BASE	rsheedy	R+SH+EE+D_ADDR+Y	MERKEN · HALTEN · LÄNGER · TEIL · POSTEN	MERKEN · HALTEN · LÄNGER · TEIL · POSTEN	PASS1002
P912-E1467	f83r	f83r.7	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	PASS1002
P912-E1468	f83r	f83r.7	CURRENT_BASE	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	DANACH · LÄNGER · SCHLUSS	PASS1002
P912-E1469	f83r	f83r.7	CURRENT_BASE	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	DANACH · LÄNGER · SCHLUSS	PASS1002
P912-E1470	f83r	f83r.8	CURRENT_BASE	pchedal	P+CHD+AL	EINSETZEN · UMSETZEN · ZIEL	EINSETZEN · UMSETZEN · ZIELSTATION	PASS1002
P912-E1471	f83r	f83r.8	CURRENT_BASE	otedy	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	PASS1002
P912-E1472	f83r	f83r.8	CURRENT_BASE	shecthedchy	SH+E+CTH+CHD+Y	HALTEN · KURZ · BEREIT · UMSETZEN · POSTEN	aufstreichen	PASS1002
P912-E1473	f83r	f83r.8	CURRENT_BASE	qoky	OK+Y	SETZEN · POSTEN	AN STATION SETZEN · POSTEN	PASS1002
P912-E1474	f83r	f83r.8	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	PASS1002
P912-E1475	f83r	f83r.8	CURRENT_BASE	chary	AR+Y	QUELLE · POSTEN	abkühlen	PASS1002
P912-E1476	f83r	f83r.9	CURRENT_BASE	pchor	P+CH+OR	EINSETZEN · NEHMEN · ANSATZ	EINSETZEN · AUS STATION NEHMEN · ANSATZ	PASS1002
P912-E1477	f83r	f83r.9	CURRENT_BASE	checphedy	CH+E+CPH+E+DY	NEHMEN · KURZ · UMLEITEN · KURZ · SCHLUSS	AUS STATION NEHMEN · KURZ · UMLEITEN · KURZ · SCHLUSS	PASS1002
P912-E1478	f83r	f83r.9	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	PASS1002
P912-E1479	f83r	f83r.9	CURRENT_BASE	lsheedy	LSH+EE+D_ADDR+Y	SPÜLEN · LÄNGER · TEIL · POSTEN	SPÜLEN · LÄNGER · TEIL · POSTEN	PASS1002
P912-E1480	f83r	f83r.9	CURRENT_BASE	qokchdy	OK+CHD+DY	SETZEN · UMSETZEN · SCHLUSS	AN STATION SETZEN · UMSETZEN · SCHLUSS	PASS1002
P912-E1481	f83r	f83r.9	CURRENT_BASE	r	R	MERKEN	MERKEN	PASS1002
P912-E1482	f83r	f83r.9	CURRENT_BASE	shedkedy	SHED+K+E+D_ADDR+Y	ABSETZEN · GEBEN · KURZ · TEIL · POSTEN	ABSETZEN · IN STATION GEBEN · KURZ · TEIL · POSTEN	PASS1002
