dictionary_entry_id	surfaces	component_recipe	atomic_pocket_sequence_de	observed_channel	observed_channel_reading_de	events	pages
P912-D0996	qop	CARRIER_Q+O+P	EINTRITT + GANG + EINSATZ	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen	1	f81v
P912-D0303	dairam	D_ADDR+AIR+A_ADDR+AM_ADDR	UNTER + LAUFWEG + ADRESSE + INNEN	WORKSHOP_PROSE	bezeichneter Teil; Flüssigkeits- oder Stationslauf; lokale Arbeitsstelle; Innenstelle	1	f81v
P912-D1352	yshey	Y+SH+E+Y	DIES + HALT + KURZ + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	1	f81v
P912-D0667	oky	OK+Y	START + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; dieser Arbeitsgegenstand	4	f81v,f82r
P912-D0685	olchy	OL+CH+Y	WEITER + AUSWAHL + DIES	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	2	f81v,f82r
P912-D0451	ky	K+Y	ZUORDNUNG + DIES	WORKSHOP_PROSE	Material zugeben; dieser Arbeitsgegenstand	1	f81v
P912-D0387	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	UNTER + HALT + WEITER + DIES + UNTER	WORKSHOP_PROSE	bezeichneter Teil; Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren; dieser Arbeitsgegenstand; bezeichneter Teil	1	f81v
P912-D1363	ytedy	Y+T+E+DY	DIES + EINSTELLUNG + KURZ + ENDE	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Arbeitsgang einstellen; kurz oder direkt; Arbeitsschritt schließen	4	f81v
P912-D0162	chetedy	CH+E+T+E+D_ADDR+Y	AUSWAHL + KURZ + EINSTELLUNG + KURZ + UNTER + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; kurz oder direkt; Arbeitsgang einstellen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	1	f81v
P912-D0478	lkedey	L+K+E+D_ADDR+E+Y	VERBINDUNG + ZUORDNUNG + KURZ + UNTER + KURZ + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Material zugeben; kurz oder direkt; bezeichneter Teil; kurz oder direkt; dieser Arbeitsgegenstand	1	f81v
P912-D1334	ykeshey	Y+K+E+SH+E+Y	DIES + ZUORDNUNG + KURZ + HALT + KURZ + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Arbeitsgegenstand halten; kurz oder direkt; dieser Arbeitsgegenstand	1	f81v
P912-D0349	dchsed	D_ADDR+CH+S+E+D_ADDR	UNTER + AUSWAHL + WAHL + KURZ + UNTER	WORKSHOP_PROSE	bezeichneter Teil; bezeichneten Anteil entnehmen; Arbeitsvariante auswählen; kurz oder direkt; bezeichneter Teil	1	f81v
P912-D1318	ykeday	Y+K+E+DA+Y	DIES + ZUORDNUNG + KURZ + ZWEIT + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; zweite Arbeitsstufe; dieser Arbeitsgegenstand	1	f81v
P912-D1319	ykedy	Y+K+E+DY	DIES + ZUORDNUNG + KURZ + ENDE	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; kurz oder direkt; Arbeitsschritt schließen	1	f81v
P912-D1321	ykeedy	Y+K+EE+D_ADDR+Y	DIES + ZUORDNUNG + LANG + UNTER + DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	1	f81v
P912-D0953	qokeed	OK+EE+D_ADDR	START + LANG + UNTER	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; bezeichneter Teil	1	f81v
P912-D0469	lchpchdy	L+CH+P+CHD+Y	VERBINDUNG + AUSWAHL + EINSATZ + WECHSEL + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f81v
P912-D1142	sheey	SH+EE+Y	HALT + LANG + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; länger oder gehalten; dieser Arbeitsgegenstand	5	f81v,f82r,f83r
P912-D1087	salshcthdy	S+A_ADDR+LSH+CTH+D_ADDR+Y	WAHL + ADRESSE + SPUELEN + BEREIT + UNTER + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f81v
P912-D0930	qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	EINTRITT + GANG + F + WECHSEL + DIES	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; lokales Schreibzeichen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f81v
P912-D0502	ltary	L+T+AR+Y	VERBINDUNG + EINSTELLUNG + QUELLE + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Arbeitsgang einstellen; Entnahmestelle; dieser Arbeitsgegenstand	1	f81v
P912-D0925	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	EINTRITT + GANG + LANG + UNTER + DIES	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	1	f81v
P912-D1052	rshdy	R+SH+D_ADDR+Y	MARKE + HALT + UNTER + DIES	WORKSHOP_PROSE	Zustand kennzeichnen; Arbeitsgegenstand halten; bezeichneter Teil; dieser Arbeitsgegenstand	1	f81v
P912-D0880	pchdy	P+CHD+Y	EINSATZ + WECHSEL + DIES	WORKSHOP_PROSE	Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f81v
P912-D1228	sshkchdy	SH+K+CHD+DY	HALT + ZUORDNUNG + WECHSEL + ENDE	WORKSHOP_PROSE	Arbeitsgegenstand halten; Material zugeben; Arbeitsgut umsetzen; Arbeitsschritt schließen	1	f81v
P912-D0985	qolchedy	OL+CHD+DY	WEITER + WECHSEL + ENDE	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; Arbeitsschritt schließen	2	f81v,f82r
P912-D0257	ckhy	CKH+Y	DURCHLASS + DIES	WORKSHOP_PROSE	durch einen Durchlass führen; dieser Arbeitsgegenstand	1	f81v
P912-D1039	ral	R+AL	MARKE + ZIEL	WORKSHOP_PROSE	Zustand kennzeichnen; Ziel- oder Anschlussstelle	1	f81v
P912-D1207	solkeey	SOLK+EE+Y	SAMMELN + LANG + DIES	WORKSHOP_PROSE	auffangen; länger oder gehalten; dieser Arbeitsgegenstand	2	f81v,f83r
P912-D0352	dedy	D_ADDR+E+DY	UNTER + KURZ + ENDE	WORKSHOP_PROSE	bezeichneter Teil; kurz oder direkt; Arbeitsschritt schließen	1	f81v
P912-D0368	dol	D_ADDR+OL	UNTER + WEITER	WORKSHOP_PROSE	bezeichneter Teil; im selben Arbeitsgang fortfahren	2	f81v,f82r
P912-D0919	qocthey	CARRIER_Q+O+CTH+E+Y	EINTRITT + GANG + BEREIT + KURZ + DIES	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	1	f81v
P912-D0128	chekal	CHK+AL	BEHANDLUNG + ZIEL	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; Ziel- oder Anschlussstelle	1	f81v
P912-D0498	lshety	LSH+E+T+Y	SPUELEN + KURZ + EINSTELLUNG + DIES	WORKSHOP_PROSE	spülen; kurz oder direkt; Arbeitsgang einstellen; dieser Arbeitsgegenstand	1	f81v
P912-D1007	qotain	OT+AIN	NAECHST + EINHEIT	WORKSHOP_PROSE	danach oder nächster Posten; Portion	1	f81v
P912-D0500	lsho	LSH+O	SPUELEN + GANG	WORKSHOP_PROSE	spülen; Arbeitsgang ausführen	1	f81v
P912-D0992	qolky	SOLK+Y	SAMMELN + DIES	WORKSHOP_PROSE	auffangen; dieser Arbeitsgegenstand	1	f81v
P912-D0461	lchedal	L+CHD+AL	VERBINDUNG + WECHSEL + ZIEL	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Arbeitsgut umsetzen; Ziel- oder Anschlussstelle	1	f81v
P912-D0563	oiin	O+IIN	GANG + STUFE	WORKSHOP_PROSE	Arbeitsgang ausführen; Arbeitsstufe	2	f81v
P912-D1081	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	WAHL + ZIEL + AUSWAHL + EINSTELLUNG + KURZ + UNTER + DIES + EINSTELLUNG + QUELLE	WORKSHOP_PROSE	Arbeitsvariante auswählen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; Arbeitsgang einstellen; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand; Arbeitsgang einstellen; Entnahmestelle	1	f81v
P912-D1175	shol	SH+OL	HALT + WEITER	WORKSHOP_PROSE	Arbeitsgegenstand halten; im selben Arbeitsgang fortfahren	3	f81v,f83r
P912-D0907	qetchy	CARRIER_Q+E+T+CH+Y	EINTRITT + KURZ + EINSTELLUNG + AUSWAHL + DIES	WORKSHOP_PROSE	neuen Kartenblock beginnen; kurz oder direkt; Arbeitsgang einstellen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f81v
P912-D1296	ykaiin	Y+K+AIIN	DIES + ZUORDNUNG + SOLLWERT	WORKSHOP_PROSE	dieser Arbeitsgegenstand; Material zugeben; Sollmaß	1	f81v
P912-D0686	olcthdy	OL+CTH+D_ADDR+Y	WEITER + BEREIT + UNTER + DIES	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; bis bereit führen; bezeichneter Teil; dieser Arbeitsgegenstand	1	f81v
P912-D1369	ytey	T+E+Y	EINSTELLUNG + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgang einstellen; kurz oder direkt; dieser Arbeitsgegenstand	1	f81v
P912-D0596	okchedy	OK+CHD+DY	START + WECHSEL + ENDE	WORKSHOP_PROSE	Arbeitsgang ansetzen; Arbeitsgut umsetzen; Arbeitsschritt schließen	1	f81v
P912-D0116	cheedy	CH+EE+D_ADDR+Y	AUSWAHL + LANG + UNTER + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	2	f81v,f82r
P912-D1257	teol	E+OL	KURZ + WEITER	WORKSHOP_PROSE	kurz oder direkt; im selben Arbeitsgang fortfahren	1	f81v
P912-D0338	dchdy	CHD+DY	WECHSEL + ENDE	WORKSHOP_PROSE	Arbeitsgut umsetzen; Arbeitsschritt schließen	1	f81v
P912-D0756	oshedy	O+SHED+Y	GANG + ABSETZEN + DIES	WORKSHOP_PROSE	Arbeitsgang ausführen; absetzen lassen; dieser Arbeitsgegenstand	1	f81v
P912-D1271	y	Y	DIES	WORKSHOP_PROSE	dieser Arbeitsgegenstand	1	f81v
P912-D1111	shchey	SH+Y	HALT + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; dieser Arbeitsgegenstand	1	f81v
P912-D1242	tchd	T+CHD	EINSTELLUNG + WECHSEL	WORKSHOP_PROSE	Arbeitsgang einstellen; Arbeitsgut umsetzen	1	f81v
P912-D0094	checholtar	CH+E+OL+T+AR	AUSWAHL + KURZ + WEITER + EINSTELLUNG + QUELLE	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; kurz oder direkt; im selben Arbeitsgang fortfahren; Arbeitsgang einstellen; Entnahmestelle	1	f81v
P912-D0702	olkeol	OL+K+E+OL	WEITER + ZUORDNUNG + KURZ + WEITER	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Material zugeben; kurz oder direkt; im selben Arbeitsgang fortfahren	1	f81v
P912-D0636	okeol	OK+E+OL	START + KURZ + WEITER	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren	1	f81v
P912-D0385	dsheol	SH+E+OL	HALT + KURZ + WEITER	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; im selben Arbeitsgang fortfahren	1	f81v
P912-D0562	oiiin	O+IIN	GANG + STUFE	WORKSHOP_PROSE	Arbeitsgang ausführen; Arbeitsstufe	1	f81v
P912-D1113	shckhedy	SH+CKH+E+DY	HALT + DURCHLASS + KURZ + ENDE	WORKSHOP_PROSE	Arbeitsgegenstand halten; durch einen Durchlass führen; kurz oder direkt; Arbeitsschritt schließen	3	f81v,f83r
P912-D0760	otain	OT+AIN	NAECHST + EINHEIT	OWNER_ADDRESS_OR_DIAGRAM	nächster Bildplatz; Einheit oder Index	1	f81v
P912-D0695	olkal	OL+K+AL	WEITER + ZUORDNUNG + ZIEL	OWNER_ADDRESS_OR_DIAGRAM	dieselbe Reihe fortführen; Wert zuordnen; Zielplatz	1	f81v
P912-D1004	qosheedy	CARRIER_Q+O+SH+EE+D_ADDR+Y	EINTRITT + GANG + HALT + LANG + UNTER + DIES	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; Arbeitsgegenstand halten; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	1	f82r
P912-D0967	qokeol	OK+E+OL	START + KURZ + WEITER	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; im selben Arbeitsgang fortfahren	1	f82r
P912-D0622	okeeor	OK+EE+OR	START + LANG + EINTRAG	WORKSHOP_PROSE	Arbeitsgang ansetzen; länger oder gehalten; Ansatz oder Zubereitung	1	f82r
P912-D0459	lcheckhy	L+CKH+Y	VERBINDUNG + DURCHLASS + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; durch einen Durchlass führen; dieser Arbeitsgegenstand	2	f82r
P912-D0460	lched	L+CHD	VERBINDUNG + WECHSEL	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Arbeitsgut umsetzen	2	f82r
P912-D0458	lcheckhedy	L+CKH+E+DY	VERBINDUNG + DURCHLASS + KURZ + ENDE	WORKSHOP_PROSE	entlang des Arbeitswegs führen; durch einen Durchlass führen; kurz oder direkt; Arbeitsschritt schließen	1	f82r
P912-D0937	qokaly	OK+AL+Y	START + ZIEL + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; Ziel- oder Anschlussstelle; dieser Arbeitsgegenstand	1	f82r
P912-D1205	solkaiin	SOLK+AIIN	SAMMELN + SOLLWERT	WORKSHOP_PROSE	auffangen; Sollmaß	1	f82r
P912-D0524	octheol	O+CTH+E+OL	GANG + BEREIT + KURZ + WEITER	WORKSHOP_PROSE	Arbeitsgang ausführen; bis bereit führen; kurz oder direkt; im selben Arbeitsgang fortfahren	1	f82r
P912-D0178	chkeey	CHK+EE+Y	BEHANDLUNG + LANG + DIES	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; länger oder gehalten; dieser Arbeitsgegenstand	1	f82r
P912-D0819	oteey	OT+EE+Y	NAECHST + LANG + DIES	WORKSHOP_PROSE	danach oder nächster Posten; länger oder gehalten; dieser Arbeitsgegenstand	2	f82r
P912-D1124	sheckhy	SH+E+CKH+Y	HALT + KURZ + DURCHLASS + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; durch einen Durchlass führen; dieser Arbeitsgegenstand	3	f82r,f83r
P912-D0477	lkchedy	L+K+CHD+Y	VERBINDUNG + ZUORDNUNG + WECHSEL + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Material zugeben; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f82r
P912-D0272	cthol	CTH+OL	BEREIT + WEITER	WORKSHOP_PROSE	bis bereit führen; im selben Arbeitsgang fortfahren	1	f82r
P912-D1129	shedaiin	SHED+AIIN	ABSETZEN + SOLLWERT	WORKSHOP_PROSE	absetzen lassen; Sollmaß	3	f82r,f83r
P912-D1148	sheky	SH+E+K+Y	HALT + KURZ + ZUORDNUNG + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; kurz oder direkt; Material zugeben; dieser Arbeitsgegenstand	1	f82r
P912-D1006	qotaiin	OT+AIIN	NAECHST + SOLLWERT	WORKSHOP_PROSE	danach oder nächster Posten; Sollmaß	3	f82r,f83r
P912-D0106	chedol	CHD+OL	WECHSEL + WEITER	WORKSHOP_PROSE	Arbeitsgut umsetzen; im selben Arbeitsgang fortfahren	1	f82r
P912-D1220	sotaiin	S+OT+AIIN	WAHL + NAECHST + SOLLWERT	WORKSHOP_PROSE	Arbeitsvariante auswählen; danach oder nächster Posten; Sollmaß	1	f82r
P912-D1211	solshedy	OL+SH+E+DY	WEITER + HALT + KURZ + ENDE	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; Arbeitsgegenstand halten; kurz oder direkt; Arbeitsschritt schließen	1	f82r
P912-D0493	ls	OL	WEITER	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren	1	f82r
P912-D0904	qekeey	CARRIER_Q+E+K+EE+Y	EINTRITT + KURZ + ZUORDNUNG + LANG + DIES	WORKSHOP_PROSE	neuen Kartenblock beginnen; kurz oder direkt; Material zugeben; länger oder gehalten; dieser Arbeitsgegenstand	1	f82r
P912-D0468	lcho	L+CH+O	VERBINDUNG + AUSWAHL + GANG	WORKSHOP_PROSE	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; Arbeitsgang ausführen	1	f82r
P912-D1009	qotal	OT+AL	NAECHST + ZIEL	WORKSHOP_PROSE	danach oder nächster Posten; Ziel- oder Anschlussstelle	5	f82r,f83r
P912-D1023	qoteor	OT+E+OR	NAECHST + KURZ + EINTRAG	WORKSHOP_PROSE	danach oder nächster Posten; kurz oder direkt; Ansatz oder Zubereitung	1	f82r
P912-D1229	ssholshecthy	S+SH+O+LSH+E+CTH+Y	WAHL + HALT + GANG + SPUELEN + KURZ + BEREIT + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; Arbeitsgegenstand halten; Arbeitsgang ausführen; spülen; kurz oder direkt; bis bereit führen; dieser Arbeitsgegenstand	1	f82r
P912-D0176	chkedy	CHK+E+D_ADDR+Y	BEHANDLUNG + KURZ + UNTER + DIES	WORKSHOP_PROSE	Arbeitsgegenstand behandeln; kurz oder direkt; bezeichneter Teil; dieser Arbeitsgegenstand	2	f82r,f83r
P912-D1047	rchey	R+CH+E+Y	MARKE + AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	Zustand kennzeichnen; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	1	f82r
P912-D0304	dairchey	D_ADDR+AIR+CH+E+Y	UNTER + LAUFWEG + AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	bezeichneter Teil; Flüssigkeits- oder Stationslauf; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	1	f82r
P912-D0748	oroldair	OR+OL+D_ADDR+AIR	EINTRAG + WEITER + UNTER + LAUFWEG	OWNER_ADDRESS_OR_DIAGRAM	Eintragsklasse; dieselbe Reihe fortführen; Unterplatz; Ringlauf	1	f82r
P912-D0444	kolchdy	K+OL+CHD+Y	ZUORDNUNG + WEITER + WECHSEL + DIES	WORKSHOP_PROSE	Material zugeben; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f82r
P912-D1000	qopol	CARRIER_Q+O+P+OL	EINTRITT + GANG + EINSATZ + WEITER	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; Material einsetzen; im selben Arbeitsgang fortfahren	1	f82r
P912-D1017	qotedor	OT+E+D_ADDR+OR	NAECHST + KURZ + UNTER + EINTRAG	WORKSHOP_PROSE	danach oder nächster Posten; kurz oder direkt; bezeichneter Teil; Ansatz oder Zubereitung	1	f82r
P912-D0225	chopchedy	CH+O+P+CHD+Y	AUSWAHL + GANG + EINSATZ + WECHSEL + DIES	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; Arbeitsgang ausführen; Material einsetzen; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f82r
P912-D0416	kam	K+AM_ADDR	ZUORDNUNG + INNEN	WORKSHOP_PROSE	Material zugeben; Innenstelle	1	f82r
P912-D0921	qodched	CARRIER_Q+O+D_ADDR+CHD	EINTRITT + GANG + UNTER + WECHSEL	WORKSHOP_PROSE	neuen Kartenblock beginnen; Arbeitsgang ausführen; bezeichneter Teil; Arbeitsgut umsetzen	1	f82r
P912-D0709	olqo	OL+CARRIER_Q+O	WEITER + EINTRITT + GANG	WORKSHOP_PROSE	im selben Arbeitsgang fortfahren; neuen Kartenblock beginnen; Arbeitsgang ausführen	1	f82r
P912-D0095	checkho	CH+E+CKH+O	AUSWAHL + KURZ + DURCHLASS + GANG	WORKSHOP_PROSE	bezeichneten Anteil entnehmen; kurz oder direkt; durch einen Durchlass führen; Arbeitsgang ausführen	1	f82r
P912-D0489	lolol	L+OL+OL	VERBINDUNG + WEITER + WEITER	WORKSHOP_PROSE	entlang des Arbeitswegs führen; im selben Arbeitsgang fortfahren; im selben Arbeitsgang fortfahren	1	f82r
P912-D0590	okarchedy	OK+AR+CHD+Y	START + QUELLE + WECHSEL + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; Entnahmestelle; Arbeitsgut umsetzen; dieser Arbeitsgegenstand	1	f82r
P912-D1244	tcheol	T+CHEO+L	EINSTELLUNG + AUSZUG + VERBINDUNG	WORKSHOP_PROSE	Arbeitsgang einstellen; Auszug; entlang des Arbeitswegs führen	1	f82r
P912-D0104	chedar	CHD+AR	WECHSEL + QUELLE	WORKSHOP_PROSE	Arbeitsgut umsetzen; Entnahmestelle	2	f82r
P912-D1201	solarol	S+OL+AR+OL	WAHL + WEITER + QUELLE + WEITER	WORKSHOP_PROSE	Arbeitsvariante auswählen; im selben Arbeitsgang fortfahren; Entnahmestelle; im selben Arbeitsgang fortfahren	1	f82r
P912-D0353	deeedy	D_ADDR+EEE+D_ADDR+Y	UNTER + VOLL + UNTER + DIES	WORKSHOP_PROSE	bezeichneter Teil; vollständig; bezeichneter Teil; dieser Arbeitsgegenstand	1	f82r
P912-D0433	kedy	K+E+DY	ZUORDNUNG + KURZ + ENDE	WORKSHOP_PROSE	Material zugeben; kurz oder direkt; Arbeitsschritt schließen	1	f82r
P912-D0481	lkeedy	L+K+EE+D_ADDR+Y	VERBINDUNG + ZUORDNUNG + LANG + UNTER + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Material zugeben; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	1	f82r
P912-D1034	ra	R+A_ADDR	MARKE + ADRESSE	WORKSHOP_PROSE	Zustand kennzeichnen; lokale Arbeitsstelle	1	f82r
P912-D0320	dam	DA+AM_ADDR	ZWEIT + INNEN	WORKSHOP_PROSE	zweite Arbeitsstufe; Innenstelle	1	f82r
P912-D0958	qokeeey	OK+EEE+Y	START + VOLL + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; vollständig; dieser Arbeitsgegenstand	2	f82r
P912-D0504	lteedy	L+T+EE+D_ADDR+Y	VERBINDUNG + EINSTELLUNG + LANG + UNTER + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Arbeitsgang einstellen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	1	f82r
P912-D1041	ralchey	R+AL+CH+E+Y	MARKE + ZIEL + AUSWAHL + KURZ + DIES	WORKSHOP_PROSE	Zustand kennzeichnen; Ziel- oder Anschlussstelle; bezeichneten Anteil entnehmen; kurz oder direkt; dieser Arbeitsgegenstand	1	f82r
P912-D0893	polched	P+OL+CHD	EINSATZ + WEITER + WECHSEL	WORKSHOP_PROSE	Material einsetzen; im selben Arbeitsgang fortfahren; Arbeitsgut umsetzen	1	f82r
P912-D0046	araiin	AR+AIIN	QUELLE + SOLLWERT	WORKSHOP_PROSE	Entnahmestelle; Sollmaß	1	f82r
P912-D0749	ory	OR+Y	EINTRAG + DIES	WORKSHOP_PROSE	Ansatz oder Zubereitung; dieser Arbeitsgegenstand	1	f82r
P912-D0471	lchy	L+CH+Y	VERBINDUNG + AUSWAHL + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; dieser Arbeitsgegenstand	1	f82r
P912-D0896	posalshy	P+O+S+A_ADDR+LSH+Y	EINSATZ + GANG + WAHL + ADRESSE + SPUELEN + DIES	WORKSHOP_PROSE	Material einsetzen; Arbeitsgang ausführen; Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; dieser Arbeitsgegenstand	1	f82r
P912-D0259	cphal	CPH+AL	GEGENLAUF + ZIEL	WORKSHOP_PROSE	umleiten; Ziel- oder Anschlussstelle	1	f82r
P912-D0435	keeedy	K+EEE+D_ADDR+Y	ZUORDNUNG + VOLL + UNTER + DIES	WORKSHOP_PROSE	Material zugeben; vollständig; bezeichneter Teil; dieser Arbeitsgegenstand	2	f82r
P912-D0146	cheoky	CHEO+K+Y	AUSZUG + ZUORDNUNG + DIES	WORKSHOP_PROSE	Auszug; Material zugeben; dieser Arbeitsgegenstand	1	f82r
P912-D0479	lkedy	L+K+E+DY	VERBINDUNG + ZUORDNUNG + KURZ + ENDE	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Material zugeben; kurz oder direkt; Arbeitsschritt schließen	3	f82r,f83r
P912-D1088	salshey	S+A_ADDR+LSH+E+Y	WAHL + ADRESSE + SPUELEN + KURZ + DIES	WORKSHOP_PROSE	Arbeitsvariante auswählen; lokale Arbeitsstelle; spülen; kurz oder direkt; dieser Arbeitsgegenstand	1	f82r
P912-D0151	cheor	CHEO+R	AUSZUG + MARKE	WORKSHOP_PROSE	Auszug; Zustand kennzeichnen	2	f82r
P912-D1114	shckhey	SH+CKH+E+Y	HALT + DURCHLASS + KURZ + DIES	WORKSHOP_PROSE	Arbeitsgegenstand halten; durch einen Durchlass führen; kurz oder direkt; dieser Arbeitsgegenstand	2	f82r,f83r
P912-D1044	rasy	R+A_ADDR+S+Y	MARKE + ADRESSE + WAHL + DIES	WORKSHOP_PROSE	Zustand kennzeichnen; lokale Arbeitsstelle; Arbeitsvariante auswählen; dieser Arbeitsgegenstand	1	f82r
P912-D0899	qcthey	CTH+E+Y	BEREIT + KURZ + DIES	WORKSHOP_PROSE	bis bereit führen; kurz oder direkt; dieser Arbeitsgegenstand	1	f82r
P912-D0466	lcheey	L+EE+Y	VERBINDUNG + LANG + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; länger oder gehalten; dieser Arbeitsgegenstand	1	f82r
P912-D0956	qokeeedy	OK+EEE+DY	START + VOLL + ENDE	WORKSHOP_PROSE	Arbeitsgang ansetzen; vollständig; Arbeitsschritt schließen	1	f82r
P912-D0454	lar	L+AR	VERBINDUNG + QUELLE	WORKSHOP_PROSE	entlang des Arbeitswegs führen; Entnahmestelle	2	f82r
P912-D0464	lcheedy	L+CH+EE+D_ADDR+Y	VERBINDUNG + AUSWAHL + LANG + UNTER + DIES	WORKSHOP_PROSE	entlang des Arbeitswegs führen; bezeichneten Anteil entnehmen; länger oder gehalten; bezeichneter Teil; dieser Arbeitsgegenstand	1	f82r
P912-D0970	qokeoy	OK+E+O+Y	START + KURZ + GANG + DIES	WORKSHOP_PROSE	Arbeitsgang ansetzen; kurz oder direkt; Arbeitsgang ausführen; dieser Arbeitsgegenstand	1	f82r
P912-D1036	raiin	R+AIIN	MARKE + SOLLWERT	WORKSHOP_PROSE	Zustand kennzeichnen; Sollmaß	3	f82r
