page	locus	section	language	hand	y_occurrences	y_ordinals	context_classes	zl3b_line	v35_token_glosses_de	v36_token_glosses_de	v36_working_translation_de	base_unknown_tokens	v36_unknown_tokens
f14v	f14v.3	H	A	1	1	8	Y_MEDIAL_RIGHT_REFERENCE	ychy dy daiin chcthy yk ykaiin dytchy y ky dy	[ychy:?] | [dy:?] | Grad-/Maßwert III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [yk:?] | [ykaiin:?] | [dytchy:?] | [y:?] | heiß am Anfang des Grades | [dy:?]	[ychy:?] | [dy:?] | Grad-/Maßwert III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [yk:?] | [ykaiin:?] | [dytchy:?] | hierzu: | heiß am Anfang des Grades | [dy:?]	[ychy:?]; [dy:?]; Grad-/Maßwert III; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; [yk:?]; [ykaiin:?]; [dytchy:?]; hierzu: heiß am Anfang des Grades; [dy:?]	7	6
f15r	f15r.9	H	A	1	1	7	Y_EOS_CLOSE	octhain qokaiin chos odaiin cthl s y	[octhain:?] | heiß, Grad III | [chos:?] | Zubereitungsdosis III | [cthl:?] | [s:?] | [y:?]	[octhain:?] | heiß, Grad III | [chos:?] | Zubereitungsdosis III | [cthl:?] | [s:?] | Eintrag abgeschlossen	[octhain:?]; heiß, Grad III; [chos:?]; Zubereitungsdosis III; [cthl:?]; [s:?].	5	4
f15v	f15v.7	H	A	1	1	1	Y_BOS_ENTRY	y choiin sho chy s chy tor ols	[y:?] | trockene Zubereitungsform III | feuchter Ansatz | trocken am Anfang des Grades | [s:?] | trocken am Anfang des Grades | kalte Drogenportion | [ols:?]	Eintrag: | trockene Zubereitungsform III | feuchter Ansatz | trocken am Anfang des Grades | [s:?] | trocken am Anfang des Grades | kalte Drogenportion | [ols:?]	Eintrag: trockene Zubereitungsform III; feuchter Ansatz; trocken am Anfang des Grades; [s:?]; trocken am Anfang des Grades; kalte Drogenportion; [ols:?]	3	2
f16r	f16r.5	H	A	1	1	4	Y_MEDIAL_LEFT_CLOSE	tchor chor chs y kch shocthy opchy ty ky	[tchor:?] | Pflanzen-/Reproduktionsteil | [chs:?] | [y:?] | [kch:?] | feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung | [opchy:?] | kalt am Anfang des Grades | heiß am Anfang des Grades	[tchor:?] | Pflanzen-/Reproduktionsteil | [chs:?] | Eintragsteil abgeschlossen | [kch:?] | feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung | [opchy:?] | kalt am Anfang des Grades | heiß am Anfang des Grades	[tchor:?]; Pflanzen-/Reproduktionsteil; [chs:?]; [kch:?]; feuchte CTH-Drogenzubereitung; im Herbal feuchte Blatt-/Krautzubereitung; [opchy:?]; kalt am Anfang des Grades; heiß am Anfang des Grades	5	4
f16v	f16v.2	H	A	1	1	2	Y_MEDIAL_RIGHT_REFERENCE	ytchor y ky chokchy qokchocthor shory	kalt-trockene Portion dieser Droge | [y:?] | heiß am Anfang des Grades | Trockenansatz: heiß-trockene Grundform | [qokchocthor:?] | [shory:?]	kalt-trockene Portion dieser Droge | hierzu: | heiß am Anfang des Grades | Trockenansatz: heiß-trockene Grundform | [qokchocthor:?] | [shory:?]	kalt-trockene Portion dieser Droge; hierzu: heiß am Anfang des Grades; Trockenansatz: heiß-trockene Grundform; [qokchocthor:?]; [shory:?]	3	2
f16v	f16v.8	H	A	1	1	3	Y_MEDIAL_BIDIRECTIONAL_HINGE	daiin chol y daiin chcthy qot char chor sholo	Grad-/Maßwert III | trocken; nominal trockenes Gut/Material | [y:?] | Grad-/Maßwert III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [qot:?] | [char:?] | Pflanzen-/Reproduktionsteil | [sholo:?]	Grad-/Maßwert III | trocken; nominal trockenes Gut/Material | ; hierzu: | Grad-/Maßwert III | trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut | [qot:?] | [char:?] | Pflanzen-/Reproduktionsteil | [sholo:?]	Grad-/Maßwert III; trocken; nominal trockenes Gut/Material; hierzu: Grad-/Maßwert III; trockene CTH-Materialform; im Herbal trockenes Blatt-/Krautgut; [qot:?]; [char:?]; Pflanzen-/Reproduktionsteil; [sholo:?]	4	3
f17r	f17r.10	H	A	1	1	5	Y_MEDIAL_UNRESOLVED_HINGE	dar chear dcheor sain y mol	abgemessene Fraktion I | trockene Fraktion I | [dcheor:?] | [sain:?] | [y:?] | [mol:?]	abgemessene Fraktion I | trockene Fraktion I | [dcheor:?] | [sain:?] | hierzu: | [mol:?]	abgemessene Fraktion I; trockene Fraktion I; [dcheor:?]; [sain:?]; hierzu: [mol:?]	4	3
f17r	f17r.12	H	A	1	1	2	Y_MEDIAL_LEFT_CLOSE	ychod y chotom	[ychod:?] | [y:?] | [chotom:?]	[ychod:?] | Eintragsteil abgeschlossen | [chotom:?]	[ychod:?]; [chotom:?]	3	2
f18r	f18r.14	H	A	1	1	2	Y_MEDIAL_LEFT_CLOSE	ychekch y kchaiin	[ychekch:?] | [y:?] | [kchaiin:?]	[ychekch:?] | Eintragsteil abgeschlossen | [kchaiin:?]	[ychekch:?]; [kchaiin:?]	3	2
f19r	f19r.2	H	A	1	1	3	Y_MEDIAL_BIDIRECTIONAL_HINGE	dshy chor y tchy chol dytchy chordy daiin dyty cho	[dshy:?] | Pflanzen-/Reproduktionsteil | [y:?] | kalt und trocken am Anfang des Grades | trocken; nominal trockenes Gut/Material | [dytchy:?] | [chordy:?] | Grad-/Maßwert III | [dyty:?] | [cho:?]	[dshy:?] | Pflanzen-/Reproduktionsteil | ; hierzu: | kalt und trocken am Anfang des Grades | trocken; nominal trockenes Gut/Material | [dytchy:?] | [chordy:?] | Grad-/Maßwert III | [dyty:?] | [cho:?]	[dshy:?]; Pflanzen-/Reproduktionsteil; hierzu: kalt und trocken am Anfang des Grades; trocken; nominal trockenes Gut/Material; [dytchy:?]; [chordy:?]; Grad-/Maßwert III; [dyty:?]; [cho:?]	6	5
f19r	f19r.9	H	A	1	1	4	Y_MEDIAL_BIDIRECTIONAL_HINGE	qotchor dy dor y tchy kchy shdaiin	kalt-trockene Drogenportion | [dy:?] | [dor:?] | [y:?] | kalt und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [shdaiin:?]	kalt-trockene Drogenportion | [dy:?] | [dor:?] | ; hierzu: | kalt und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [shdaiin:?]	kalt-trockene Drogenportion; [dy:?]; [dor:?]; hierzu: kalt und trocken am Anfang des Grades; heiß und trocken am Anfang des Grades; [shdaiin:?]	4	3
f19v	f19v.10	H	A	1	1	5	Y_MEDIAL_UNRESOLVED_HINGE	daiin chor daiin qokor y okchan	Grad-/Maßwert III | Pflanzen-/Reproduktionsteil | Menge/Portion III | heiße Drogenportion | [y:?] | [okchan:?]	Grad-/Maßwert III | Pflanzen-/Reproduktionsteil | Menge/Portion III | heiße Drogenportion | hierzu: | [okchan:?]	Grad-/Maßwert III; Pflanzen-/Reproduktionsteil; Menge/Portion III; heiße Drogenportion; hierzu: [okchan:?]	2	1
f20r	f20r.5	H	A	1	1	3	Y_MEDIAL_UNRESOLVED_HINGE	pchocthy chokoaiin y cheeeb opchey shosaiin	[pchocthy:?] | [chokoaiin:?] | [y:?] | [cheeeb:?] | [opchey:?] | [shosaiin:?]	[pchocthy:?] | [chokoaiin:?] | hierzu: | [cheeeb:?] | [opchey:?] | [shosaiin:?]	[pchocthy:?]; [chokoaiin:?]; hierzu: [cheeeb:?]; [opchey:?]; [shosaiin:?]	6	5
f21r	f21r.6	H	A	1	2	2|4	Y_MEDIAL_RIGHT_REFERENCE_MATERIA|Y_MEDIAL_BIDIRECTIONAL_HINGE	dchor y kol y ky chol kol qokeol chol ol qoteeol dady	[dchor:?] | [y:?] | heiß; nominal heißes Gut/Material | [y:?] | heiß am Anfang des Grades | trocken; nominal trockenes Gut/Material | heiß; nominal heißes Gut/Material | [qokeol:?] | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [qoteeol:?] | [dady:?]	[dchor:?] | hierzu: | heiß; nominal heißes Gut/Material | ; hierzu: | heiß am Anfang des Grades | trocken; nominal trockenes Gut/Material | heiß; nominal heißes Gut/Material | [qokeol:?] | trocken; nominal trockenes Gut/Material | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [qoteeol:?] | [dady:?]	[dchor:?]; hierzu: heiß; nominal heißes Gut/Material; hierzu: heiß am Anfang des Grades; trocken; nominal trockenes Gut/Material; heiß; nominal heißes Gut/Material; [qokeol:?]; trocken; nominal trockenes Gut/Material; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [qoteeol:?]; [dady:?]	6	4
f22r	f22r.5	H	A	1	1	9	Y_MEDIAL_UNRESOLVED_HINGE	ol daiin qokchy dar daiin chor oldor oky y choldchy	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | heiß und trocken am Anfang des Grades | abgemessene Fraktion I | Grad-/Maßwert III | Pflanzen-/Reproduktionsteil | [oldor:?] | heißer Ansatz am Anfang des Grades | [y:?] | [choldchy:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Qualitätsgrad III | heiß und trocken am Anfang des Grades | abgemessene Fraktion I | Grad-/Maßwert III | Pflanzen-/Reproduktionsteil | [oldor:?] | heißer Ansatz am Anfang des Grades | hierzu: | [choldchy:?]	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Qualitätsgrad III; heiß und trocken am Anfang des Grades; abgemessene Fraktion I; Grad-/Maßwert III; Pflanzen-/Reproduktionsteil; [oldor:?]; heißer Ansatz am Anfang des Grades; hierzu: [choldchy:?]	3	2
f22r	f22r.6	H	A	1	1	1	Y_BOS_ENTRY	y chokshchy ctheeb	[y:?] | [chokshchy:?] | [ctheeb:?]	Eintrag: | [chokshchy:?] | [ctheeb:?]	Eintrag: [chokshchy:?]; [ctheeb:?]	3	2
f22v	f22v.2	H	A	1	1	2	Y_MEDIAL_BIDIRECTIONAL_HINGE	daiin y kaiin qotchy kchy otchyd dshor ychy	Grad-/Maßwert III | [y:?] | heiß, Grad III | kalt und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [otchyd:?] | [dshor:?] | [ychy:?]	Grad-/Maßwert III | ; hierzu: | heiß, Grad III | kalt und trocken am Anfang des Grades | heiß und trocken am Anfang des Grades | [otchyd:?] | [dshor:?] | [ychy:?]	Grad-/Maßwert III; hierzu: heiß, Grad III; kalt und trocken am Anfang des Grades; heiß und trocken am Anfang des Grades; [otchyd:?]; [dshor:?]; [ychy:?]	4	3
f22v	f22v.5	H	A	1	1	2	Y_MEDIAL_BIDIRECTIONAL_HINGE	dor y kcheor daiin	[dor:?] | [y:?] | [kcheor:?] | Menge/Portion III	[dor:?] | ; hierzu: | [kcheor:?] | Menge/Portion III	[dor:?]; hierzu: [kcheor:?]; Menge/Portion III	3	2
f23r	f23r.1	H	A	1	1	8	Y_MEDIAL_UNRESOLVED_HINGE	pydchdom chy fcholdy oty otchol shy opyaiin y yfchy daiin ololdy dal	[pydchdom:?] | trocken am Anfang des Grades | [fcholdy:?] | kalter Ansatz am Anfang des Grades | kalt-trockener Zubereitungsstoff | feucht am Anfang des Grades | [opyaiin:?] | [y:?] | [yfchy:?] | Grad-/Maßwert III | [ololdy:?] | abgemessene Rohstoffmenge I	[pydchdom:?] | trocken am Anfang des Grades | [fcholdy:?] | kalter Ansatz am Anfang des Grades | kalt-trockener Zubereitungsstoff | feucht am Anfang des Grades | [opyaiin:?] | hierzu: | [yfchy:?] | Grad-/Maßwert III | [ololdy:?] | abgemessene Rohstoffmenge I	[pydchdom:?]; trocken am Anfang des Grades; [fcholdy:?]; kalter Ansatz am Anfang des Grades; kalt-trockener Zubereitungsstoff; feucht am Anfang des Grades; [opyaiin:?]; hierzu: [yfchy:?]; Grad-/Maßwert III; [ololdy:?]; abgemessene Rohstoffmenge I	6	5
f23r	f23r.3	H	A	1	1	3	Y_MEDIAL_BIDIRECTIONAL_HINGE	dchar ykor y kaiin daiin cth g	[dchar:?] | [ykor:?] | [y:?] | heiß, Grad III | Grad-/Maßwert III | [cth:?] | [g:?]	[dchar:?] | [ykor:?] | ; hierzu: | heiß, Grad III | Grad-/Maßwert III | [cth:?] | [g:?]	[dchar:?]; [ykor:?]; hierzu: heiß, Grad III; Grad-/Maßwert III; [cth:?]; [g:?]	5	4
f23r	f23r.6	H	A	1	1	2	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	tshol y kor qokaiin yky dar okol dchey daiidal dam ytcho ldals	[tshol:?] | [y:?] | heiße Drogenportion | heiß, Grad III | [yky:?] | abgemessene Fraktion I | [okol:?] | [dchey:?] | [daiidal:?] | [dam:?] | [ytcho:?] | [ldals:?]	[tshol:?] | hierzu: | heiße Drogenportion | heiß, Grad III | [yky:?] | abgemessene Fraktion I | [okol:?] | [dchey:?] | [daiidal:?] | [dam:?] | [ytcho:?] | [ldals:?]	[tshol:?]; hierzu: heiße Drogenportion; heiß, Grad III; [yky:?]; abgemessene Fraktion I; [okol:?]; [dchey:?]; [daiidal:?]; [dam:?]; [ytcho:?]; [ldals:?]	9	8
f23r	f23r.9	H	A	1	1	9	Y_MEDIAL_UNRESOLVED_HINGE	okol ok shy qokol dy dal dshe qokeees y oly daiin dal	[okol:?] | [ok:?] | feucht am Anfang des Grades | [qokol:?] | [dy:?] | abgemessene Rohstoffmenge I | [dshe:?] | [qokeees:?] | [y:?] | [oly:?] | Grad-/Maßwert III | abgemessene Rohstoffmenge I	[okol:?] | [ok:?] | feucht am Anfang des Grades | [qokol:?] | [dy:?] | abgemessene Rohstoffmenge I | [dshe:?] | [qokeees:?] | hierzu: | [oly:?] | Grad-/Maßwert III | abgemessene Rohstoffmenge I	[okol:?]; [ok:?]; feucht am Anfang des Grades; [qokol:?]; [dy:?]; abgemessene Rohstoffmenge I; [dshe:?]; [qokeees:?]; hierzu: [oly:?]; Grad-/Maßwert III; abgemessene Rohstoffmenge I	8	7
f23v	f23v.11	H	A	1	1	1	Y_BOS_ENTRY	y okaiin doroiin olols oiin ol cheeb ols	[y:?] | heiß, Grad III, im Ansatzrahmen | [doroiin:?] | [olols:?] | Zubereitungsform III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheeb:?] | [ols:?]	Eintrag: | heiß, Grad III, im Ansatzrahmen | [doroiin:?] | [olols:?] | Zubereitungsform III | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | [cheeb:?] | [ols:?]	Eintrag: heiß, Grad III, im Ansatzrahmen; [doroiin:?]; [olols:?]; Zubereitungsform III; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; [cheeb:?]; [ols:?]	5	4
f24r	f24r.1	H	A	1	1	3	Y_MEDIAL_BIDIRECTIONAL_HINGE	por or y chor opchar she cheol daiin or	Pulverportion | Drogenportion | [y:?] | Pflanzen-/Reproduktionsteil | [opchar:?] | feucht, attributiv gebunden | trockener Drogenstoff | Qualitätsgrad III | Drogenportion	Pulverportion | Drogenportion | ; hierzu: | Pflanzen-/Reproduktionsteil | [opchar:?] | feucht, attributiv gebunden | trockener Drogenstoff | Qualitätsgrad III | Drogenportion	Pulverportion; Drogenportion; hierzu: Pflanzen-/Reproduktionsteil; [opchar:?]; feucht, attributiv gebunden; trockener Drogenstoff; Qualitätsgrad III; Drogenportion	2	1
f25r	f25r.1	H	A	1	1	4	Y_MEDIAL_LEFT_CLOSE	fcholdy soshy daiin y shody daiin ocholdy cpholdy sy	[fcholdy:?] | [soshy:?] | Grad-/Maßwert III | [y:?] | [shody:?] | Grad-/Maßwert III | [ocholdy:?] | [cpholdy:?] | Saatgut in Grundform	[fcholdy:?] | [soshy:?] | Grad-/Maßwert III | Eintragsteil abgeschlossen | [shody:?] | Grad-/Maßwert III | [ocholdy:?] | [cpholdy:?] | Saatgut in Grundform	[fcholdy:?]; [soshy:?]; Grad-/Maßwert III; [shody:?]; Grad-/Maßwert III; [ocholdy:?]; [cpholdy:?]; Saatgut in Grundform	6	5
f26r	f26r.3	H	B	2	1	8	Y_MEDIAL_BIDIRECTIONAL_HINGE	oaiin shcthy cthedy oloy ykeedy olchedy dal y sheey s aiin s	Ansatzmenge III | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [cthedy:?] | [oloy:?] | [ykeedy:?] | [olchedy:?] | abgemessene Rohstoffmenge I | [y:?] | feucht am Ende des Grades | [s:?] | Menge III | [s:?]	Ansatzmenge III | feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut | [cthedy:?] | [oloy:?] | [ykeedy:?] | [olchedy:?] | abgemessene Rohstoffmenge I | ; hierzu: | feucht am Ende des Grades | [s:?] | Menge III | [s:?]	Ansatzmenge III; feuchte CTH-Materialform; im Herbal feuchtes Blatt-/Krautgut; [cthedy:?]; [oloy:?]; [ykeedy:?]; [olchedy:?]; abgemessene Rohstoffmenge I; hierzu: feucht am Ende des Grades; [s:?]; Menge III; [s:?]	7	6
f26v	f26v.2	H	B	2	1	6	Y_MEDIAL_LEFT_CLOSE	saraiir chekedy qokedy otedy sar y etedy qokedy or ae alys chedy	[saraiir:?] | [chekedy:?] | heiß in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | Samenfraktion I | [y:?] | [etedy:?] | heiß in der Mitte des Grades, abgeschlossen | Drogenportion | [ae:?] | [alys:?] | trocken in der Mitte des Grades, abgeschlossen	[saraiir:?] | [chekedy:?] | heiß in der Mitte des Grades, abgeschlossen | kalter Ansatz in der Mitte des Grades, abgeschlossen | Samenfraktion I | Eintragsteil abgeschlossen | [etedy:?] | heiß in der Mitte des Grades, abgeschlossen | Drogenportion | [ae:?] | [alys:?] | trocken in der Mitte des Grades, abgeschlossen	[saraiir:?]; [chekedy:?]; heiß in der Mitte des Grades, abgeschlossen; kalter Ansatz in der Mitte des Grades, abgeschlossen; Samenfraktion I; [etedy:?]; heiß in der Mitte des Grades, abgeschlossen; Drogenportion; [ae:?]; [alys:?]; trocken in der Mitte des Grades, abgeschlossen	6	5
f27r	f27r.10	H	A	1	1	4	Y_MEDIAL_BIDIRECTIONAL_HINGE	qotchey shes s y chy tchey dy	kalt und trocken in der Mitte des Grades | [shes:?] | [s:?] | [y:?] | trocken am Anfang des Grades | kalt und trocken in der Mitte des Grades | [dy:?]	kalt und trocken in der Mitte des Grades | [shes:?] | [s:?] | ; hierzu: | trocken am Anfang des Grades | kalt und trocken in der Mitte des Grades | [dy:?]	kalt und trocken in der Mitte des Grades; [shes:?]; [s:?]; hierzu: trocken am Anfang des Grades; kalt und trocken in der Mitte des Grades; [dy:?]	4	3
f27r	f27r.5	H	A	1	1	6	Y_MEDIAL_BIDIRECTIONAL_HINGE	dor chees ctho shy ar y daiin dair	[dor:?] | [chees:?] | [ctho:?] | feucht am Anfang des Grades | Drogenfraktion I | [y:?] | Grad-/Maßwert III | abgemessene Fraktion II	[dor:?] | [chees:?] | [ctho:?] | feucht am Anfang des Grades | Drogenfraktion I | ; hierzu: | Grad-/Maßwert III | abgemessene Fraktion II	[dor:?]; [chees:?]; [ctho:?]; feucht am Anfang des Grades; Drogenfraktion I; hierzu: Grad-/Maßwert III; abgemessene Fraktion II	4	3
f28r	f28r.2	H	A	1	1	4	Y_MEDIAL_LEFT_CLOSE	otchor otchor cthol y ctheol dy dchar chakod dly	kalt-trockene Drogenportion im Ansatz | kalt-trockene Drogenportion im Ansatz | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | [y:?] | [ctheol:?] | [dy:?] | [dchar:?] | [chakod:?] | [dly:?]	kalt-trockene Drogenportion im Ansatz | kalt-trockene Drogenportion im Ansatz | CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge | Eintragsteil abgeschlossen | [ctheol:?] | [dy:?] | [dchar:?] | [chakod:?] | [dly:?]	kalt-trockene Drogenportion im Ansatz; kalt-trockene Drogenportion im Ansatz; CTH-Drogenstoff; im Kräuterbuch Blatt- oder Krautdroge; [ctheol:?]; [dy:?]; [dchar:?]; [chakod:?]; [dly:?]	6	5
f29v	f29v.12	H	A	1	1	4	Y_EOS_CLOSE	qekeochor otchey s y	[qekeochor:?] | kalt-trockener Ansatz in der Mitte des Grades | [s:?] | [y:?]	[qekeochor:?] | kalt-trockener Ansatz in der Mitte des Grades | [s:?] | Eintrag abgeschlossen	[qekeochor:?]; kalt-trockener Ansatz in der Mitte des Grades; [s:?].	3	2
f2r	f2r.3	H	A	1	1	3	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	qotaiin cthey y chor chy ydy chaiin	kalt, Grad III | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | [y:?] | Pflanzen-/Reproduktionsteil | trocken am Anfang des Grades | [ydy:?] | trocken, Grad III	kalt, Grad III | CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I | hierzu: | Pflanzen-/Reproduktionsteil | trocken am Anfang des Grades | [ydy:?] | trocken, Grad III	kalt, Grad III; CTH-Drogenmaterial, Form I; im Herbal Blatt-/Krautdroge, Form I; hierzu: Pflanzen-/Reproduktionsteil; trocken am Anfang des Grades; [ydy:?]; trocken, Grad III	2	1
f30v	f30v.6	H	A	1	1	5	Y_EOS_CLOSE	qokeeor chokol chokeody dair y	[qokeeor:?] | [chokol:?] | [chokeody:?] | abgemessene Fraktion II | [y:?]	[qokeeor:?] | [chokol:?] | [chokeody:?] | abgemessene Fraktion II | Eintrag abgeschlossen	[qokeeor:?]; [chokol:?]; [chokeody:?]; abgemessene Fraktion II.	4	3
f33r	f33r.3	H	B	2	1	2	Y_MEDIAL_UNRESOLVED_HINGE	laiin y cheky qokedy shedy chdal chechdaiin qokchy ody chekeedy ykam	Drogenholz, Typ/Charge III | [y:?] | [cheky:?] | heiß in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | trockene abgemessene Rohstoffmenge I am Gradanfang | [chechdaiin:?] | heiß und trocken am Anfang des Grades | [ody:?] | [chekeedy:?] | [ykam:?]	Drogenholz, Typ/Charge III | hierzu: | [cheky:?] | heiß in der Mitte des Grades, abgeschlossen | feucht in der Mitte des Grades, abgeschlossen | trockene abgemessene Rohstoffmenge I am Gradanfang | [chechdaiin:?] | heiß und trocken am Anfang des Grades | [ody:?] | [chekeedy:?] | [ykam:?]	Drogenholz, Typ/Charge III; hierzu: [cheky:?]; heiß in der Mitte des Grades, abgeschlossen; feucht in der Mitte des Grades, abgeschlossen; trockene abgemessene Rohstoffmenge I am Gradanfang; [chechdaiin:?]; heiß und trocken am Anfang des Grades; [ody:?]; [chekeedy:?]; [ykam:?]	6	5
f34r	f34r.14	H	B	2	1	3	Y_MEDIAL_BIDIRECTIONAL_HINGE	or ar y kar ol al oky chody qokal chedy chcthedy cheky daram	Drogenportion | Drogenfraktion I | [y:?] | heiße Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Rohstoffklasse I | heißer Ansatz am Anfang des Grades | [chody:?] | Rohstoffklasse I, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | [chcthedy:?] | [cheky:?] | [daram:?]	Drogenportion | Drogenfraktion I | ; hierzu: | heiße Drogenfraktion I | Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz | Rohstoffklasse I | heißer Ansatz am Anfang des Grades | [chody:?] | Rohstoffklasse I, heiß am Gradanfang | trocken in der Mitte des Grades, abgeschlossen | [chcthedy:?] | [cheky:?] | [daram:?]	Drogenportion; Drogenfraktion I; hierzu: heiße Drogenfraktion I; Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz; Rohstoffklasse I; heißer Ansatz am Anfang des Grades; [chody:?]; Rohstoffklasse I, heiß am Gradanfang; trocken in der Mitte des Grades, abgeschlossen; [chcthedy:?]; [cheky:?]; [daram:?]	5	4
f35r	f35r.1	H	A	1	1	4	Y_MEDIAL_UNRESOLVED_HINGE	oo r choly y choty char dy	[oo:?] | [r:?] | [choly:?] | [y:?] | [choty:?] | [char:?] | [dy:?]	[oo:?] | [r:?] | [choly:?] | hierzu: | [choty:?] | [char:?] | [dy:?]	[oo:?]; [r:?]; [choly:?]; hierzu: [choty:?]; [char:?]; [dy:?]	7	6
f35v	f35v.19	H	A	1	1	2	Y_MEDIAL_RIGHT_REFERENCE_MATERIA	schokey y keol chol daiin	[schokey:?] | [y:?] | heißer Drogenstoff | trocken; nominal trockenes Gut/Material | Qualitätsgrad III	[schokey:?] | hierzu: | heißer Drogenstoff | trocken; nominal trockenes Gut/Material | Qualitätsgrad III	[schokey:?]; hierzu: heißer Drogenstoff; trocken; nominal trockenes Gut/Material; Qualitätsgrad III	2	1
f36r	f36r.6	H	A	1	1	3	Y_MEDIAL_LEFT_CLOSE	okaiin cthor y kaiiin s dain an dan	heiß, Grad III, im Ansatzrahmen | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | [y:?] | heiß, Grad IV | [s:?] | Grad-/Maßwert II | Menge-/Klassenwert I | Grad-/Maßwert I	heiß, Grad III, im Ansatzrahmen | Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge | Eintragsteil abgeschlossen | heiß, Grad IV | [s:?] | Grad-/Maßwert II | Menge-/Klassenwert I | Grad-/Maßwert I	heiß, Grad III, im Ansatzrahmen; Drogenteil/-portion; im Herbal Portion Blatt-/Krautdroge; heiß, Grad IV; [s:?]; Grad-/Maßwert II; Menge-/Klassenwert I; Grad-/Maßwert I	2	1
