event_serial	event_id	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	surface_display	semantic_segmentation	stable_concrete_nucleus_de	concrete_word_reading_de	contextual_event_reading_de	statement_continuation	previous_semantic_segmentation	previous_stable_concrete_nucleus_de	previous_concrete_word_reading_de	previous_contextual_event_reading_de	paradigm_revision	revision_strength	component_completion_previous_segmentation	component_completion_previous_nucleus_de	component_completion_previous_gloss_de	component_completion_previous_context_de	component_completion_source	component_completion_strength
328	E328	B4	f83r	f83r.27	F114	B4-S005	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE
329	E329	B4	f83r	f83r.27	F114	B4-S005	7d25241b0e56c836372a	qokeedy	OK+EE+DY	E-Grad=SUSTAINED_CONTACT; Zustand=CLOSED	eintauchen oder einweichen und den Schritt abschließen	Eintauchen oder einweichen und den Schritt abschließen	CONTINUES_ACROSS_LINE	okee=baden + dy=Ende	baden + Ende	baden; Ende	Tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
330	E330	B4	f83r	f83r.27	F115	B4-S006	d68bc8de3bcee09db23c	shckhedy	ckhe=durch Tuch seihen + dy=Ende	durch Tuch seihen + Ende	durch Tuch seihen; Ende	Seihe es einmal durch ein Tuch und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
331	E331	B4	f83r	f83r.27	F116	B4-S007	d68bc8de3bcee09db23c	shckhedy	ckhe=durch Tuch seihen + dy=Ende	durch Tuch seihen + Ende	durch Tuch seihen; Ende	Seihe es einmal durch ein Tuch und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
332	E332	B4	f83r	f83r.28	F117	B4-S008	2f1c5e56e8f0ff459065	saiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
333	E333	B4	f83r	f83r.28	F117	B4-S008	2c1a5fd92b9e3c762242	cheeky	CHK_WARMTH_PAIR+E_GRADE_2	gelernte Wärmefamilie; längerer Grad	länger warm halten	Länger warm halten	CONTINUES_ACROSS_LINE	cheeky=vorgeschriebene Zeit	vorgeschriebene Zeit	vorgeschriebene Zeit	Solange es noch warm ist	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	CH+EE+KY	E-Grad=SUSTAINED_SPECIFIED_HOLD; Zustand=OPEN_STATE	längere oder festgelegte Zustands- beziehungsweise Haltestufe	Längere oder festgelegte Zustands- beziehungsweise Haltestufe	HOLD_CORES	SELECTED_PRODUCTIVE_PAIR
334	E334	B4	f83r	f83r.28	F117	B4-S008	92e43836d82f98bf02d3	sheey	sheey=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
335	E335	B4	f83r	f83r.28	F117	B4-S008	7db18b2f0fb7ed0fcfd3	qokedy	OK+E+DY	E-Grad=BRIEF_DIRECT_CONTACT; Zustand=CLOSED	kurz spülen oder benetzen und den Schritt abschließen	Kurz spülen oder benetzen und den Schritt abschließen	CONTINUES_ACROSS_LINE	oke=spülen + dy=Ende	spülen + Ende	spülen; Ende	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen	E_GRADE_PARADIGM	SELECTED_PRODUCTIVE					UNCHANGED	UNCHANGED
336	E336	B4	f83r	f83r.28	F118	B4-S009	bc4f1f5c006c74a4d26d	shedy	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD
337	E337	B4	f83r	f83r.28	F119	B4-S010	1b1ffdd869fb1429ad03	oldy	ol=weiter + dy=Ende	weiter + Ende	weiterführen; Ende	Erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
338	E338	B4	f83r	f83r.35	F120	B4-S011	2f1c5e56e8f0ff459065	saiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
339	E339	B4	f83r	f83r.35	F120	B4-S011	d904bf7b044dd3922781	cheky	CHK_WARMTH_PAIR+E_GRADE_1	gelernte Wärmefamilie; kurzer oder milder Grad	kurz oder mild erwärmen	Kurz oder mild erwärmen	CONTINUES_ACROSS_LINE	cheky=sanfte Wärme	sanfte Wärme	sanfte Wärme	Bei sanfter Wärme	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	CH+E+KY	E-Grad=BRIEF_MILD_HOLD; Zustand=OPEN_STATE	kurze oder milde Zustands- beziehungsweise Haltestufe	Kurze oder milde Zustands- beziehungsweise Haltestufe	HOLD_CORES	SELECTED_PRODUCTIVE_PAIR
340	E340	B4	f83r	f83r.35	F120	B4-S011	daf32e6db9e04413ce7f	okeeol	OK+EE+OL	E-Grad=SUSTAINED_CONTACT; Zustand=CONTINUE_OL	anhaltende Anwendung mit dem Vorigen fortführen	Anhaltende Anwendung mit dem Vorigen fortführen	CONTINUES_ACROSS_LINE	okeeol=breites Gefäß	breites Gefäß	breites Gefäß	Das breite Gefäß	E_GRADE_PARADIGM	SELECTED_DERIVED_PREDICTION					UNCHANGED	UNCHANGED
341	E341	B4	f83r	f83r.35	F120	B4-S011	1645e612504fcef59ced	okain	OK+AIN	OK=in den laufenden Arbeitsgang setzen; abgegrenzte Portion	eine Portion einsetzen oder zugeben	Eine Portion einsetzen oder zugeben	CONTINUES_ACROSS_LINE	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
342	E342	B4	f83r	f83r.35	F120	B4-S011	6f7ff8287eddf4da9fdb	chdy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE
343	E343	B4	f83r	f83r.37	F121	B4-S011	dcda95c81a5460feb191	sol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
344	E344	B4	f83r	f83r.37	F121	B4-S011	b958a512ca6a3559e86e	lkedy	lke=zweimal waschen + dy=Ende	zweimal waschen + Ende	zweimal waschen; Ende	Wasche zweimal und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
345	E345	B4	f83r	f83r.37	F122	B4-S012	de7321bface5628e35d6	lchedy	L+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; umhüllte DY-Abschlusskonstruktion	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CHED_PARADIGM	HIGH_WITHIN_WORKING_MODEL					UNCHANGED	UNCHANGED
346	E346	B4	f83r	f83r.37	F123	B4-S013	232195d6ff2f326322f7	qokol	OK+OL	OK=in den laufenden Arbeitsgang setzen; mit Vorigem fortsetzen	vorigen Arbeitsgang weiterführen	Vorigen Arbeitsgang weiterführen	CONTINUES_ACROSS_LINE	qokol=einlaufen lassen	einlaufen lassen	einlaufen lassen	Lasse die Mischung einlaufen	OK_PARADIGM	CLOSED_RENDERER_PAIR					UNCHANGED	UNCHANGED
347	E347	B4	f83r	f83r.37	F123	B4-S013	bc4f1f5c006c74a4d26d	shedy	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD
348	E348	B4	f83r	f83r.38	F124	B4-S014	7a4bb8136330ee4e6e56	or	or=Zubereitung	Zubereitung	Zubereitung	Den recordlokalen aktiven Posten im Arbeitsgang fortführen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
349	E349	B4	f83r	f83r.38	F124	B4-S014	b921a237be883a820352	chey	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE
350	E350	B4	f83r	f83r.38	F124	B4-S014	ecce30bc8dcc400bf2c8	qockhey	qockhey=über der Stelle	über der Stelle	über der Stelle	Über der örtlich bezeichneten Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
351	E351	B4	f83r	f83r.38	F124	B4-S014	8aedd154964a78e555d6	dairydy	dairy=sofort gebrauchen + dy=Ende	sofort gebrauchen + Ende	sofort gebrauchen; Ende	Gebrauche sie sofort und beende den Schritt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
352	E352	B4	f83r	f83r.39	F125	B4-S015	1645e612504fcef59ced	qokain	OK+AIN	OK=in den laufenden Arbeitsgang setzen; abgegrenzte Portion	eine Portion einsetzen oder zugeben	Eine Portion einsetzen oder zugeben	CONTINUES_ACROSS_LINE	ok=geben + ain=Portion	geben + Portion	Portion geben	Gib einen abgemessenen Anteil in das Gefäß	OK_PARADIGM	CLOSED_STRONG					UNCHANGED	UNCHANGED
353	E353	B4	f83r	f83r.39	F125	B4-S015	b5df9126607030b95175	shey	sh-/ch-=klar + ey=Wasser	klar + Wasser	klare Flüssigkeit	Den örtlichen Prüfzustand der Charge feststellen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
354	E354	B4	f83r	f83r.39	F125	B4-S015	9da1b6ac2c929daea697	kain	ain=Portion	Portion	abgemessener Teil	Ein abgemessener Anteil	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
355	E355	B4	f83r	f83r.39	F125	B4-S015	21ed2873b71e57269c08	chckhal	chckhal=Dauer	Dauer	Dauer	Für die angegebene Dauer	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
356	E356	B4	f83r	f83r.41	F126	B4-S015	42cdc187d5b9ffc60063	solkey	OLK~SOLK_COLLECTION_STATION+GRADE_1	gelernte lokale Sammelstellenfamilie; kurzer Grad	Sammelstelle kurz öffnen oder aktiv halten	Sammelstelle kurz öffnen oder aktiv halten	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	solkey=oberen Lauf öffnen	oberen Lauf öffnen	oberen Lauf öffnen	Öffne danach den oberen Lauf	HOLD_CORES	SELECTED_LOCAL_STATION
357	E357	B4	f83r	f83r.41	F126	B4-S015	de7321bface5628e35d6	lchedy	L+CHED+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; L=ab oder aus; umhüllte DY-Abschlusskonstruktion	abführen; Schluss	Abführen; Schluss	CONTINUES_ACROSS_LINE	lch=ablassen + dy=Ende	ablassen + Ende	Flüssigkeit ablassen; Ende	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen	CHED_PARADIGM	HIGH_WITHIN_WORKING_MODEL					UNCHANGED	UNCHANGED
358	E358	B4	f83r	f83r.41	F127	B4-S016	94df4847b7b16c98394a	qolkain	olkain=unteres Becken	unteres Becken	unteres Becken	Das untere Becken	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
359	E359	B4	f83r	f83r.41	F127	B4-S016	dd0ecaf5e27d81befffc	dal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
360	E360	B4	f83r	f83r.44	F128	B4-S016	883a6708116c342cb10b	skar	ar=aus	aus	warmes Wasser ausgießen	Gieße das erwärmte Wasser ein	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
361	E361	B4	f83r	f83r.44	F128	B4-S016	bc4f1f5c006c74a4d26d	shedy	SH_REST_FAMILY+E_GRADE_1+DY_TERMINAL	gelernte Ruhefamilie; kurzer oder gewöhnlicher Grad; Schluss	kurz oder gewöhnlich ruhen lassen; Schluss	Kurz oder gewöhnlich ruhen lassen; Schluss	CONTINUES_ACROSS_LINE	e=ruhen + dy=Ende	ruhen + Ende	ruhen; Ende	Lasse es bis zur Bereitschaft stehen und beende den Schritt	E_GRADE_PARADIGM	TRANSFER_PROVISIONAL	SH+E+DY	E-Grad=BRIEF_DEFAULT_HOLD; Zustand=CLOSED	kurz oder gewöhnlich halten oder ruhen lassen; Ende	Kurz oder gewöhnlich halten oder ruhen lassen; Ende	HOLD_CORES	SELECTED_GRADED_WHOLE_CARD
362	E362	B5	f83r	f83r.47	F129	B5-S001	601b77449028deed39de	otchdy	OT+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; OT=danach oder nächster; umhüllte DY-Abschlusskonstruktion	danach umsetzen; Schluss	Danach umsetzen; Schluss	CONTINUES_ACROSS_LINE	otch=abziehen + dy=Ende	abziehen + Ende	abziehen; Ende	Ziehe es ab und beende den Schritt	CHED_PARADIGM	MEDIUM					UNCHANGED	UNCHANGED
363	E363	B5	f83r	f83r.47	F130	B5-S002	87411f84689b4f93a303	qokchdy	RENDERER_Q+OK+CHD+TERMINAL_Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; Q ohne Semantik; OK=in Gang setzen oder anwenden; umhüllte DY-Abschlusskonstruktion	Ansatz umsetzen; Schluss	Ansatz umsetzen; Schluss	CONTINUES_ACROSS_LINE	qokch=einmal erhitzen + dy=Ende	einmal erhitzen + Ende	einmal erhitzen; Ende	Erwärme es einmal und beende den Schritt	CHED_PARADIGM	MEDIUM					UNCHANGED	UNCHANGED
364	E364	B5	f83r	f83r.47	F131	B5-S003	abb23e5e6936b4147f76	shedal	shedal=Zeitabschnitt	Zeitabschnitt	Zeitabschnitt	Für einen Zeitabschnitt	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
365	E365	B5	f83r	f83r.48	F132	B5-S003	dd0ecaf5e27d81befffc	dal	al=Stelle	Stelle	an der Stelle	Den aktiven Posten an der örtlich bezeichneten Station führen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
366	E366	B5	f83r	f83r.48	F132	B5-S003	dcda95c81a5460feb191	cheol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
367	E367	B5	f83r	f83r.48	F132	B5-S003	8c97dfde96fbc78e3355	lol	lol=bis warm	bis warm	bis warm	Bis es warm ist	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
368	E368	B5	f83r	f83r.48	F132	B5-S003	00d8ebe3c68294eeac39	chdal	CHD+AL	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; AL=Stelle	an der Stelle umsetzen	An der Stelle umsetzen	CONTINUES_ACROSS_LINE	chdal=weiterrühren	weiterrühren	weiterrühren	Mit der vorigen Mischung	CHED_PARADIGM	MEDIUM_STRUCTURE__LOW_MEANING					UNCHANGED	UNCHANGED
369	E369	B5	f83r	f83r.48	F132	B5-S003	2f1c5e56e8f0ff459065	aiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
370	E370	B5	f83r	f83r.49	F133	B5-S003	dcda95c81a5460feb191	sol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
371	E371	B5	f83r	f83r.49	F133	B5-S003	fcc1deda9e24ec268eb0	daiiin	daiiin=zweite Öffnung	zweite Öffnung	zweite Öffnung	Die zweite Öffnung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
372	E372	B5	f83r	f83r.49	F133	B5-S003	6f7ff8287eddf4da9fdb	chedy	CHD~CHED+Y_REFERENT	CHD~CHED=umsetzen; Y=laufender Posten	den laufenden Posten umsetzen oder durcharbeiten	Den laufenden Posten umsetzen oder durcharbeiten	CONTINUES_ACROSS_LINE	ch(e)d=rühren	rühren	rühren	Rühre, bis alles gleichmäßig vermischt ist	CHED_PARADIGM	HIGH_STRUCTURE__MEDIUM_MEANING	CHD+Y / CHED+Y	CHD~CHED=umsetzen/in einen Arbeitsgang führen; NONE; Y=laufender Ansatz	Ansatz umsetzen oder durcharbeiten	Ansatz umsetzen oder durcharbeiten	Y_CHY	SELECTED_PRODUCTIVE
373	E373	B6	f83r	f83r.52	F134	B6-S001	1bfd786e6b8b63734a59	solkeey	OLK~SOLK_COLLECTION_STATION+GRADE_2	gelernte lokale Sammelstellenfamilie; längerer Grad	Sammelstelle länger offen halten	Sammelstelle länger offen halten	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	solkeey=Beckenstation	Beckenstation	Beckenstation	Richte die bezeichnete Beckenstation ein	HOLD_CORES	SELECTED_LOCAL_STATION
374	E374	B6	f83r	f83r.52	F134	B6-S001	43eb9aa12959b4d5cdc9	qekey	qekey=ungekocht	ungekocht	ungekocht	Ohne Kochen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
375	E375	B6	f83r	f83r.52	F134	B6-S001	3e9c7f217843b588489d	raly	raly=erste Öffnung	erste Öffnung	erste Öffnung	Die erste Öffnung	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
376	E376	B6	f83r	f83r.52	F134	B6-S001	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
377	E377	B6	f83r	f83r.54	F135	B6-S001	2f1c5e56e8f0ff459065	daiin	aiin=Maß	Maß	Maß	Den aktiven Posten nach der örtlichen Vorschrift bemessen	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
378	E378	B6	f83r	f83r.54	F135	B6-S001	dcda95c81a5460feb191	ol	ol=weiter	weiter	mit Vorigem weiter	und mit dem vorigen Ansatz weiter	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
379	E379	B6	f83r	f83r.54	F135	B6-S001	53cd0637c6820ba5e91f	dain	dain=durch Tuch	durch Tuch	durch Tuch	Durch ein Tuch	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
380	E380	B6	f83r	f83r.54	F135	B6-S001	b921a237be883a820352	chey	Y_REFERENT_CARD	Y=aktuell gemeinter Arbeitsposten; dies/es	der laufende Posten; dies oder es	Der laufende Posten; dies oder es	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED	y=Ansatz	Ansatz	Ansatz	Diese aktive Portion	Y_CHY	SELECTED_PRODUCTIVE
381	E381	B6	f83r	f83r.54	F135	B6-S001	97ddca78c9ebcc956d04	ldalor	al=Stelle	Stelle	bezeichnete Stelle	An der bezeichneten Stelle	CONTINUES_ACROSS_LINE					UNCHANGED	UNCHANGED					UNCHANGED	UNCHANGED
