action_ordinal	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	action_slot_id	anchor_event_id	action_root	gdt584_rule_id	written_carrier_count	written_carrier_roots	typing_card_id	reference_scope_card_id	selection_route	source_pointer	source_distance_hosts	skipped_incompatible_source_count	selection_blocker	source_layer	reference_mode	object_class	object_lemma_de	grammatical_gender	determiner_de	rendered_object_np_de	participant_count	participant_lemma_sequence_de	upstream_clause_de	gdt597_completed_clause_de	default_is_replaceable	guard
128	G407-S394	4	f81r	ACTION:G407-E2717@3:CHD	RUNNING:G407-E2717@3	G407-E2717	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
129	G407-S395	3	f81r	ACTION:G407-E2718@3:CHD	RUNNING:G407-E2718@3	G407-E2718	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
130	G407-S396	5	f81r	ACTION:G407-E2723@2:CHD	RUNNING:G407-E2723@2	G407-E2723	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2721@1:CH	2	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle denselben Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
131	G407-S396	10	f81r	ACTION:G407-E2727@1:CHD	RUNNING:G407-E2727@1	G407-E2727	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2727@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
132	G407-S396	18	f81r	ACTION:G407-E2734@1:CHD	RUNNING:G407-E2734@1	G407-E2734	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2734@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
133	G407-S397	1	f81r	ACTION:G407-E2737@2:CHD	RUNNING:G407-E2737@2	G407-E2737	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2737@2:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz an der Stations-Arbeitsstelle	Behandle den Stationsansatz an der Stations-Arbeitsstelle	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
134	G407-S397	7	f81r	ACTION:G407-E2741@3:T	RUNNING:G407-E2741@3	G407-E2741	T	T_BIO_STATION_REGULATE	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2741@3:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Reguliere den Stationsansatz	Reguliere den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
135	G407-S397	16	f81r	ACTION:G407-E2753@1:S	RUNNING:G407-E2753@1	G407-E2753	S	S_BIO_DIVERT	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_FLOW_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
136	G407-S397	18	f81r	ACTION:G407-E2755@2:S	RUNNING:G407-E2755@2	G407-E2755	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q02_RIGHT_SAME_EVENT_DEFINITE	RIGHT_SAME_EVENT_COMPATIBLE_SOURCE	ACTION:G407-E2755@4:S	1	0	LOCAL_RIGHT_DIFFERENT_OBJECT_OUTRANKS_OLDER_LEFT	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Wähle die Einheit auf Grad I aus	Wähle den Stationsansatz auf Grad I aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
137	G407-S397	19	f81r	ACTION:G407-E2755@4:S	RUNNING:G407-E2755@4	G407-E2755	S	S_REST_SELECT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2755@4:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Wähle den Stationsansatz aus	Wähle den Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
138	G407-S397	26	f81r	ACTION:G407-E2760@4:S	RUNNING:G407-E2760@4	G407-E2760	S	S_REST_SELECT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2760@2:SH	1	0	NONE	GDT596_COMPLETED_SH	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
139	G407-S397	30	f81r	ACTION:G407-E2762@3:T	RUNNING:G407-E2762@3	G407-E2762	T	T_BIO_STATION_REGULATE	2	Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2762@3:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsansatz	Reguliere den Stationsansatz	Reguliere den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
140	G407-S397	35	f81r	ACTION:G407-E2765@2:CHD	RUNNING:G407-E2765@2	G407-E2765	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	1	COMPLETED_APPLICATION_BLOCKS_USED_PORTION_REFERENCE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
141	G407-S398	10	f81r	ACTION:G407-E2771@3:S	RUNNING:G407-E2771@3	G407-E2771	S	S_REST_SELECT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2771@3:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Wähle den Stationsansatz aus	Wähle den Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
142	G407-S403	2	f81r	ACTION:G407-E2784@2:T	RUNNING:G407-E2784@2	G407-E2784	T	T_PHYSICAL_GRADE_TEMPER	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Temperiere	Temperiere den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
143	G407-S404	1	f81r	ACTION:G407-E2785@2:CHD	RUNNING:G407-E2785@2	G407-E2785	CHD	CHD_BIO_TREAT	2	Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2785@2:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
144	G407-S404	2	f81r	ACTION:G407-E2786@1:T	RUNNING:G407-E2786@1	G407-E2786	T	T_PHYSICAL_GRADE_TEMPER	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2785@2:CHD	1	0	NONE	GDT589_WRITTEN_TARGET	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	2	Stationsansatz|Stationsansatz	Temperiere auf Grad I	Temperiere denselben Stationsansatz auf Grad I	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
145	G407-S408	2	f81r	ACTION:G407-E2795@1:CHD	RUNNING:G407-E2795@1	G407-E2795	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2795@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
146	G407-S408	4	f81r	ACTION:G407-E2796@3:T	RUNNING:G407-E2796@3	G407-E2796	T	T_BIO_STATION_REGULATE	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2796@3:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Reguliere den Stationsansatz	Reguliere den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
147	G407-S408	7	f81r	ACTION:G407-E2797@3:CHD	RUNNING:G407-E2797@3	G407-E2797	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2796@5:R	2	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle denselben Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
148	G407-S411	1	f81r	ACTION:G407-E2803@1:S	RUNNING:G407-E2803@1	G407-E2803	S	S_REST_SELECT	1	AIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2803@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	PORTION	Anwendungsportion	FEMININE	die	die Anwendungsportion	1	Anwendungsportion	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
149	G407-S413	3	f81r	ACTION:G407-E2808@3:CHD	RUNNING:G407-E2808@3	G407-E2808	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
150	G407-S414	7	f81r	ACTION:G407-E2811@3:CHD	RUNNING:G407-E2811@3	G407-E2811	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2810@1:OK	3	0	NONE	GDT582_WRITTEN_OTHER_ACTION	ANAPHORIC	UNIT	Becken- oder Körpereinheit	FEMININE	dieselbe	dieselbe Becken- oder Körpereinheit	1	Becken- oder Körpereinheit	Behandle den Ansatz	Behandle dieselbe Becken- oder Körpereinheit	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
151	G407-S415	3	f81r	ACTION:G407-E2813@3:S	RUNNING:G407-E2813@3	G407-E2813	S	S_REST_SELECT	4	OR+AIN+Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2813@3:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	4	Stationseinheit|Anwendungsportion|Stationsansatz|Stationsansatz	Wähle die Stationseinheit, die Anwendungsportion und den Stationsansatz aus	Wähle die Stationseinheit, die Anwendungsportion und den Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
152	G407-S415	5	f81r	ACTION:G407-E2815@2:T	RUNNING:G407-E2815@2	G407-E2815	T	T_BIO_STATION_REGULATE	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2815@2:T	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Reguliere den Stationsansatz	Reguliere den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
153	G407-S417	2	f81r	ACTION:G407-E2820@2:CHD	RUNNING:G407-E2820@2	G407-E2820	CHD	CHD_BIO_TREAT	0	NONE	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_RULE_TYPED_DEFAULT	NONE	0	0	NONE	ACTION_RULE_DEFAULT	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Ansatz in Anwendungsform und von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle den Stationsansatz in Anwendungsform und von der Ausgangsstation oder aus dem Ausgangsbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
154	G407-S423	1	f81r	ACTION:G407-E2829@1:CHD	RUNNING:G407-E2829@1	G407-E2829	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2829@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
155	G407-S424	4	f81r	ACTION:G407-E2832@4:CHD	RUNNING:G407-E2832@4	G407-E2832	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2832@4:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
156	G407-S424	6	f81r	ACTION:G407-E2834@1:CHD	RUNNING:G407-E2834@1	G407-E2834	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2834@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
157	G407-S425	14	f81r	ACTION:G407-E2847@1:CHD	RUNNING:G407-E2847@1	G407-E2847	CHD	CHD_BIO_TREAT	2	Y+AIIN	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2847@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsmaß	Behandle den Stationsansatz und das Stationsmaß	Behandle den Stationsansatz und das Stationsmaß	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
158	G407-S425	18	f81r	ACTION:G407-E2852@1:CHD	RUNNING:G407-E2852@1	G407-E2852	CHD	CHD_BIO_TREAT	2	Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2852@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsansatz	Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	Behandle den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
159	G407-S425	25	f81r	ACTION:G407-E2858@1:S	RUNNING:G407-E2858@1	G407-E2858	S	S_BIO_DIVERT	2	Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2858@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	2	Strom|Strom	Leite den Strom in Anwendungsform, auf der Anwendungsstufe und über den Stationskontakt oder die Leitung um	Leite den Strom in Anwendungsform, auf der Anwendungsstufe und über den Stationskontakt oder die Leitung um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
160	G407-S427	2	f81r	ACTION:G407-E2868@1:S	RUNNING:G407-E2868@1	G407-E2868	S	S_BIO_DIVERT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2868@1:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	FLOW	Strom	MASCULINE	den	den Strom	1	Strom	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	Leite den Strom von der Ausgangsstation oder aus dem Ausgangsbecken um	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
161	G407-S428	5	f81r	ACTION:G407-E2874@1:CHD	RUNNING:G407-E2874@1	G407-E2874	CHD	CHD_BIO_TREAT	2	Y+Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2874@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	2	Stationsansatz|Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
162	G407-S428	7	f81r	ACTION:G407-E2876@2:CHD	RUNNING:G407-E2876@2	G407-E2876	CHD	CHD_BIO_TREAT	0	NONE	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	LEFT_COMPATIBLE_TYPED_SOURCE	ACTION:G407-E2874@1:CHD	2	0	NONE	GDT589_WRITTEN_TARGET	ANAPHORIC	STATION	Stationsansatz	MASCULINE	denselben	denselben Stationsansatz	2	Stationsansatz|Stationsansatz	Behandle den Ansatz	Behandle denselben Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
163	G407-S430	2	f81r	ACTION:G407-E2882@2:T	RUNNING:G407-E2882@2	G407-E2882	T	T_BIO_STATION_REGULATE	0	NONE	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	ACTION_INTERNAL_CONDITION_DEFAULT	NONE	0	0	NONE	ACTION_INTERNAL_DEFAULT	DEFINITE	CONDITION	Stationsbedingung	FEMININE	die	die Stationsbedingung	1	Stationsbedingung	Reguliere die Stationsbedingung an der Stations-Arbeitsstelle	Reguliere die Stationsbedingung an der Stations-Arbeitsstelle	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
164	G407-S430	3	f81r	ACTION:G407-E2882@5:S	RUNNING:G407-E2882@5	G407-E2882	S	S_REST_SELECT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2882@5:S	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Wähle den Stationsansatz aus	Wähle den Stationsansatz aus	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
165	G407-S430	5	f81r	ACTION:G407-E2884@1:CHD	RUNNING:G407-E2884@1	G407-E2884	CHD	CHD_BIO_TREAT	1	Y	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	WRITTEN_GDT589_PACKET	ACTION:G407-E2884@1:CHD	0	0	NONE	GDT589_WRITTEN_TARGET	DEFINITE	STATION	Stationsansatz	MASCULINE	den	den Stationsansatz	1	Stationsansatz	Behandle den Stationsansatz	Behandle den Stationsansatz	YES	WRITTEN_FIRST__OT_DY_CUT__COMPATIBLE_TYPED_REFERENCE__ACTION_DEFAULT__NO_NEW_PAGE_ROOT_OR_SEGMENT
