group_serial	source_position_id	page	diagram_id	locus	event_index_within_locus	opaque_local_id	local_namespace	local_image_owner	literal_group_reading_de	practical_almanac_expansion_de	purpose_section	orientation	crosspage_join	prose_card_import
363	ASTRO_A3:G108	f69v	A3	f69v.4	1	A3:G108	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_01	Etikettsegment 1 am lokalen Bildplatz	f69v.4: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
364	ASTRO_A3:G109	f69v	A3	f69v.4	2	A3:G109	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_01	Etikettsegment 2 am lokalen Bildplatz	f69v.4: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
365	ASTRO_A3:G110	f69v	A3	f69v.5	1	A3:G110	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_02	Etikettsegment 1 am lokalen Bildplatz	f69v.5: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
366	ASTRO_A3:G111	f69v	A3	f69v.5	2	A3:G111	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_02	Etikettsegment 2 am lokalen Bildplatz	f69v.5: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
367	ASTRO_A3:G112	f69v	A3	f69v.6	1	A3:G112	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_03	Etikettsegment 1 am lokalen Bildplatz	f69v.6: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
368	ASTRO_A3:G113	f69v	A3	f69v.7	1	A3:G113	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_04	Etikettsegment 1 am lokalen Bildplatz	f69v.7: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
369	ASTRO_A3:G114	f69v	A3	f69v.8	1	A3:G114	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_05	Etikettsegment 1 am lokalen Bildplatz	f69v.8: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
370	ASTRO_A3:G115	f69v	A3	f69v.9	1	A3:G115	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_06	Etikettsegment 1 am lokalen Bildplatz	f69v.9: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
371	ASTRO_A3:G116	f69v	A3	f69v.10	1	A3:G116	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_07	Etikettsegment 1 am lokalen Bildplatz	f69v.10: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
372	ASTRO_A3:G117	f69v	A3	f69v.11	1	A3:G117	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_08	Etikettsegment 1 am lokalen Bildplatz	f69v.11: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
373	ASTRO_A3:G118	f69v	A3	f69v.12	1	A3:G118	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_09	Etikettsegment 1 am lokalen Bildplatz	f69v.12: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
374	ASTRO_A3:G119	f69v	A3	f69v.13	1	A3:G119	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_10	Etikettsegment 1 am lokalen Bildplatz	f69v.13: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
375	ASTRO_A3:G120	f69v	A3	f69v.14	1	A3:G120	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_11	Etikettsegment 1 am lokalen Bildplatz	f69v.14: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
376	ASTRO_A3:G121	f69v	A3	f69v.15	1	A3:G121	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_12	Etikettsegment 1 am lokalen Bildplatz	f69v.15: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
377	ASTRO_A3:G122	f69v	A3	f69v.16	1	A3:G122	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_13	Etikettsegment 1 am lokalen Bildplatz	f69v.16: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
378	ASTRO_A3:G123	f69v	A3	f69v.17	1	A3:G123	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_14	Etikettsegment 1 am lokalen Bildplatz	f69v.17: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
379	ASTRO_A3:G124	f69v	A3	f69v.18	1	A3:G124	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_15	Etikettsegment 1 am lokalen Bildplatz	f69v.18: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
380	ASTRO_A3:G125	f69v	A3	f69v.19	1	A3:G125	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_16	Etikettsegment 1 am lokalen Bildplatz	f69v.19: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
381	ASTRO_A3:G126	f69v	A3	f69v.20	1	A3:G126	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_17	Etikettsegment 1 am lokalen Bildplatz	f69v.20: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
382	ASTRO_A3:G127	f69v	A3	f69v.21	1	A3:G127	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_18	Etikettsegment 1 am lokalen Bildplatz	f69v.21: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
383	ASTRO_A3:G128	f69v	A3	f69v.22	1	A3:G128	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_19	Etikettsegment 1 am lokalen Bildplatz	f69v.22: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
384	ASTRO_A3:G129	f69v	A3	f69v.23	1	A3:G129	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_20	Etikettsegment 1 am lokalen Bildplatz	f69v.23: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
385	ASTRO_A3:G130	f69v	A3	f69v.24	1	A3:G130	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_21	Etikettsegment 1 am lokalen Bildplatz	f69v.24: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
386	ASTRO_A3:G131	f69v	A3	f69v.25	1	A3:G131	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_22	Etikettsegment 1 am lokalen Bildplatz	f69v.25: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
387	ASTRO_A3:G132	f69v	A3	f69v.25	2	A3:G132	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_22	Etikettsegment 2 am lokalen Bildplatz	f69v.25: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
388	ASTRO_A3:G133	f69v	A3	f69v.26	1	A3:G133	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_23	Etikettsegment 1 am lokalen Bildplatz	f69v.26: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
389	ASTRO_A3:G134	f69v	A3	f69v.26	2	A3:G134	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_23	Etikettsegment 2 am lokalen Bildplatz	f69v.26: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
390	ASTRO_A3:G135	f69v	A3	f69v.27	1	A3:G135	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_24	Etikettsegment 1 am lokalen Bildplatz	f69v.27: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
391	ASTRO_A3:G136	f69v	A3	f69v.28	1	A3:G136	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_25	Etikettsegment 1 am lokalen Bildplatz	f69v.28: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
392	ASTRO_A3:G137	f69v	A3	f69v.29	1	A3:G137	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_26	Etikettsegment 1 am lokalen Bildplatz	f69v.29: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
393	ASTRO_A3:G138	f69v	A3	f69v.30	1	A3:G138	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_27	Etikettsegment 1 am lokalen Bildplatz	f69v.30: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
394	ASTRO_A3:G139	f69v	A3	f69v.31	1	A3:G139	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_28	Etikettsegment 1 am lokalen Bildplatz	f69v.31: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
395	ASTRO_A3:G140	f69v	A3	f69v.31	2	A3:G140	F69_LEFT_WHEEL_NS	A3_LEFT_RADIAL_SLOT_28	Etikettsegment 2 am lokalen Bildplatz	f69v.31: lokalen Arbeitstag im 28-Platz-Rad nachschlagen; örtlichen Eintrag aus dem Exemplar lesen.	CELESTIAL_WORK_ALMANAC	NONE_SELECTED	NONE	NONE
