scope	record	at	word	G	M	R	row_status
RECORD	f93r|f93r.1-f93r.32	f93r.25:2	chotar	⟦chotar⟧	⟦chotar⟧	⟦chotar⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.25:3	shody	⟦shody⟧	⟦shody⟧	⟦shody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.26:1	ocheodaiin	⟦ocheodaiin⟧	⟦ocheodaiin⟧	⟦ocheodaiin⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.26:2	tchos	⟦tchos⟧	⟦tchos⟧	⟦tchos⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.26:3	sor	⟦sor⟧	⟦sor⟧	⟦sor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.27:1	qokor	⟦qokor⟧	⟦qokor⟧	⟦qokor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.27:2	cheo	⟦cheo⟧	⟦cheo⟧	⟦cheo⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.27:3	los	⟦los⟧	⟦los⟧	⟦los⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.27:4	ckheody	⟦ckheody⟧	⟦ckheody⟧	⟦ckheody⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.28:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.28:2	odol	⟦odol⟧	⟦odol⟧	⟦odol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.28:3	chodaiin	⟦chodaiin⟧	⟦chodaiin⟧	⟦chodaiin⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.28:4	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.29:1	dain	Kraut: ? im Grad B [Skala offen] [fehlend=quality]	Kraut: Menge B·U [fehlend=]	Masse(Kraut) / Masse(Trockenmaterial) = B [fehlend=]	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.29:2	{ck}cho	⟦{ck}cho⟧	⟦{ck}cho⟧	⟦{ck}cho⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.29:3	ctho	Pflanzenpulver	Pflanzenpulver	Pflanzenpulver	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.29:4	ctho[s:e]g	⟦ctho[s:e]g⟧	⟦ctho[s:e]g⟧	⟦ctho[s:e]g⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.30:1	shodaiin	⟦shodaiin⟧	⟦shodaiin⟧	⟦shodaiin⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.30:2	qokcho	⟦qokcho⟧	⟦qokcho⟧	⟦qokcho⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.30:3	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.31:1	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.31:2	chol	trocken	trocken	trocken	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.31:3	cthol	Trockenmaterial	Trockenmaterial	Trockenmaterial	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.31:4	olchod	⟦olchod⟧	⟦olchod⟧	⟦olchod⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.32:1	dol	⟦dol⟧	⟦dol⟧	⟦dol⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.32:2	chokal	⟦chokal⟧	⟦chokal⟧	⟦chokal⟧	recorded
RECORD	f93r|f93r.1-f93r.32	f93r.32:3	schos	⟦schos⟧	⟦schos⟧	⟦schos⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.47:1	tol	⟦tol⟧	⟦tol⟧	⟦tol⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.47:2	keey	⟦keey⟧	⟦keey⟧	⟦keey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.47:3	ctheey	⟦ctheey⟧	⟦ctheey⟧	⟦ctheey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.48:1	ykeol	⟦ykeol⟧	⟦ykeol⟧	⟦ykeol⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.48:2	okeol	⟦okeol⟧	⟦okeol⟧	⟦okeol⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.48:3	ockhey	⟦ockhey⟧	⟦ockhey⟧	⟦ockhey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.48:4	chol	trocken	trocken	trocken	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.48:5	cheodal	⟦cheodal⟧	⟦cheodal⟧	⟦cheodal⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.48:6	okeo	⟦okeo⟧	⟦okeo⟧	⟦okeo⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.48:7	r	⟦r⟧	⟦r⟧	⟦r⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.48:8	alcheeg	⟦alcheeg⟧	⟦alcheeg⟧	⟦alcheeg⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.48:9	orar	⟦orar⟧	⟦orar⟧	⟦orar⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.49:1	okeeey	⟦okeeey⟧	⟦okeeey⟧	⟦okeeey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.49:2	keey	⟦keey⟧	⟦keey⟧	⟦keey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.49:3	keear	⟦keear⟧	⟦keear⟧	⟦keear⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.49:4	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.49:5	daiin	?: trocken im Grad C [Skala offen] [fehlend=material]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.49:6	okeol	⟦okeol⟧	⟦okeol⟧	⟦okeol⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.49:7	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.49:8	aiin	⟦aiin⟧	⟦aiin⟧	⟦aiin⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.49:9	olaiir	⟦olaiir⟧	⟦olaiir⟧	⟦olaiir⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.49:10	oolsal	⟦oolsal⟧	⟦oolsal⟧	⟦oolsal⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.50:1	qokeeo	⟦qokeeo⟧	⟦qokeeo⟧	⟦qokeeo⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.50:2	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.50:3	qokeey	⟦qokeey⟧	⟦qokeey⟧	⟦qokeey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.50:4	okesy	⟦okesy⟧	⟦okesy⟧	⟦okesy⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.50:5	qokeeo	⟦qokeeo⟧	⟦qokeeo⟧	⟦qokeeo⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.50:6	sar	⟦sar⟧	⟦sar⟧	⟦sar⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.50:7	sheseky	⟦sheseky⟧	⟦sheseky⟧	⟦sheseky⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.50:8	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.50:9	al	⟦al⟧	⟦al⟧	⟦al⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.51:1	yshaiin	⟦yshaiin⟧	⟦yshaiin⟧	⟦yshaiin⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.51:2	{ykh}ey	⟦{ykh}ey⟧	⟦{ykh}ey⟧	⟦{ykh}ey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.51:3	octhey	⟦octhey⟧	⟦octhey⟧	⟦octhey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.51:4	dy	⟦dy⟧	⟦dy⟧	⟦dy⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.51:5	daiin	?: trocken im Grad C [Skala offen] [fehlend=material]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.51:6	okor	⟦okor⟧	⟦okor⟧	⟦okor⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.51:7	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.51:8	sh{cty}sh	⟦sh{cty}sh⟧	⟦sh{cty}sh⟧	⟦sh{cty}sh⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.52:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.52:2	ols	⟦ols⟧	⟦ols⟧	⟦ols⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.52:3	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f99r|f99r.47-f99r.52	f99r.52:4	agairom	⟦agairom⟧	⟦agairom⟧	⟦agairom⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.30:1	pyd[ch:?]y	⟦pyd[ch:?]y⟧	⟦pyd[ch:?]y⟧	⟦pyd[ch:?]y⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.30:2	od[i:e]y	⟦od[i:e]y⟧	⟦od[i:e]y⟧	⟦od[i:e]y⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.30:3	pcheady	⟦pcheady⟧	⟦pcheady⟧	⟦pcheady⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.30:4	qoekeey	⟦qoekeey⟧	⟦qoekeey⟧	⟦qoekeey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.30:5	oteey	⟦oteey⟧	⟦oteey⟧	⟦oteey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.30:6	qokeod	⟦qokeod⟧	⟦qokeod⟧	⟦qokeod⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.30:7	sheey	⟦sheey⟧	⟦sheey⟧	⟦sheey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.30:8	opaiin	⟦opaiin⟧	⟦opaiin⟧	⟦opaiin⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.30:9	deear	⟦deear⟧	⟦deear⟧	⟦deear⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.31:1	oldeey	⟦oldeey⟧	⟦oldeey⟧	⟦oldeey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.31:2	ckhy	⟦ckhy⟧	⟦ckhy⟧	⟦ckhy⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.31:3	sheeody	⟦sheeody⟧	⟦sheeody⟧	⟦sheeody⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.31:4	eeos	⟦eeos⟧	⟦eeos⟧	⟦eeos⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.31:5	sheshe<!corr?>	⟦sheshe<!corr?>⟧	⟦sheshe<!corr?>⟧	⟦sheshe<!corr?>⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.31:6	oeeor	⟦oeeor⟧	⟦oeeor⟧	⟦oeeor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.31:7	ykeear	⟦ykeear⟧	⟦ykeear⟧	⟦ykeear⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.31:8	chekeey	⟦chekeey⟧	⟦chekeey⟧	⟦chekeey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.31:9	ykory	⟦ykory⟧	⟦ykory⟧	⟦ykory⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:1	dar	⟦dar⟧	⟦dar⟧	⟦dar⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:2	cheor	⟦cheor⟧	⟦cheor⟧	⟦cheor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:3	shoar	⟦shoar⟧	⟦shoar⟧	⟦shoar⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:4	okeol	⟦okeol⟧	⟦okeol⟧	⟦okeol⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:5	shoy	⟦shoy⟧	⟦shoy⟧	⟦shoy⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:6	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:7	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:8	oky	⟦oky⟧	⟦oky⟧	⟦oky⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:9	cheeor	⟦cheeor⟧	⟦cheeor⟧	⟦cheeor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:10	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:11	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.32:12	sy	⟦sy⟧	⟦sy⟧	⟦sy⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:1	qokeor	⟦qokeor⟧	⟦qokeor⟧	⟦qokeor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:2	sho	füge hinzu ? [Bezug=]	füge hinzu ? [Bezug=]	füge hinzu ? [Bezug=]	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:3	?keeeos	⟦?keeeos⟧	⟦?keeeos⟧	⟦?keeeos⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:4	cheor	⟦cheor⟧	⟦cheor⟧	⟦cheor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:5	o	⟦o⟧	⟦o⟧	⟦o⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:6	s	⟦s⟧	⟦s⟧	⟦s⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:7	al	⟦al⟧	⟦al⟧	⟦al⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:8	chos	⟦chos⟧	⟦chos⟧	⟦chos⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:9	aiiin	⟦aiiin⟧	⟦aiiin⟧	⟦aiiin⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:10	o	⟦o⟧	⟦o⟧	⟦o⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:11	ky	⟦ky⟧	⟦ky⟧	⟦ky⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.33:12	okaraiin	⟦okaraiin⟧	⟦okaraiin⟧	⟦okaraiin⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.34:1	sorshey	⟦sorshey⟧	⟦sorshey⟧	⟦sorshey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.34:2	okeeor	⟦okeeor⟧	⟦okeeor⟧	⟦okeeor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.34:3	sheockhey	⟦sheockhey⟧	⟦sheockhey⟧	⟦sheockhey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.34:4	qokeos	⟦qokeos⟧	⟦qokeos⟧	⟦qokeos⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.34:5	okchol	⟦okchol⟧	⟦okchol⟧	⟦okchol⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.34:6	ctheor	⟦ctheor⟧	⟦ctheor⟧	⟦ctheor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.34:7	okey	⟦okey⟧	⟦okey⟧	⟦okey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.34:8	sal	⟦sal⟧	⟦sal⟧	⟦sal⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.35:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.35:2	sheol	⟦sheol⟧	⟦sheol⟧	⟦sheol⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.35:3	por	⟦por⟧	⟦por⟧	⟦por⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.35:4	sheeor	⟦sheeor⟧	⟦sheeor⟧	⟦sheeor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.35:5	shekeey	⟦shekeey⟧	⟦shekeey⟧	⟦shekeey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.35:6	qoky	⟦qoky⟧	⟦qoky⟧	⟦qoky⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.35:7	cheo	⟦cheo⟧	⟦cheo⟧	⟦cheo⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.35:8	teody	⟦teody⟧	⟦teody⟧	⟦teody⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.35:9	qokeol	⟦qokeol⟧	⟦qokeol⟧	⟦qokeol⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.35:10	daiin	?: ? im Grad C [Skala offen] [fehlend=material,quality]	?: Menge C·U [fehlend=material]	Masse(?) / Masse(?) = C [fehlend=material,denominator]	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.36:1	okeeor	⟦okeeor⟧	⟦okeeor⟧	⟦okeeor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.36:2	cheey	⟦cheey⟧	⟦cheey⟧	⟦cheey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.36:3	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.36:4	sor	⟦sor⟧	⟦sor⟧	⟦sor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.36:5	eeey	⟦eeey⟧	⟦eeey⟧	⟦eeey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.36:6	okey	⟦okey⟧	⟦okey⟧	⟦okey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.36:7	okey	⟦okey⟧	⟦okey⟧	⟦okey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.36:8	okeey	⟦okeey⟧	⟦okeey⟧	⟦okeey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.36:9	qokeor	⟦qokeor⟧	⟦qokeor⟧	⟦qokeor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.37:1	tchor	⟦tchor⟧	⟦tchor⟧	⟦tchor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.37:2	ar	⟦ar⟧	⟦ar⟧	⟦ar⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.37:3	chey	⟦chey⟧	⟦chey⟧	⟦chey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.37:4	kor	⟦kor⟧	⟦kor⟧	⟦kor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.37:5	or	⟦or⟧	⟦or⟧	⟦or⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.37:6	cthey	Arzneiform A	Arzneiform A	Arzneiform A	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.37:7	qoeeey	⟦qoeeey⟧	⟦qoeeey⟧	⟦qoeeey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.37:8	qokeey	⟦qokeey⟧	⟦qokeey⟧	⟦qokeey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.37:9	okeoroly	⟦okeoroly⟧	⟦okeoroly⟧	⟦okeoroly⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.37:10	sar	⟦sar⟧	⟦sar⟧	⟦sar⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.38:1	dar	⟦dar⟧	⟦dar⟧	⟦dar⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.38:2	cheey	⟦cheey⟧	⟦cheey⟧	⟦cheey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.38:3	ckheey	⟦ckheey⟧	⟦ckheey⟧	⟦ckheey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.38:4	qokeor	⟦qokeor⟧	⟦qokeor⟧	⟦qokeor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.38:5	okey	⟦okey⟧	⟦okey⟧	⟦okey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.38:6	chos	⟦chos⟧	⟦chos⟧	⟦chos⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.38:7	sho	füge hinzu ? [Bezug=]	füge hinzu ? [Bezug=]	füge hinzu ? [Bezug=]	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.38:8	ykeey	⟦ykeey⟧	⟦ykeey⟧	⟦ykeey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.38:9	okeeo	⟦okeeo⟧	⟦okeeo⟧	⟦okeeo⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.38:10	ra[in:i?]	⟦ra[in:i?]⟧	⟦ra[in:i?]⟧	⟦ra[in:i?]⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.39:1	yotaiin	⟦yotaiin⟧	⟦yotaiin⟧	⟦yotaiin⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.39:2	cheor	⟦cheor⟧	⟦cheor⟧	⟦cheor⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.39:3	cheekey	⟦cheekey⟧	⟦cheekey⟧	⟦cheekey⟧	recorded
RECORD	f102v2|f102v2.30-f102v2.39	f102v2.39:4	orain	⟦orain⟧	⟦orain⟧	⟦orain⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:1	porarchy	⟦porarchy⟧	⟦porarchy⟧	⟦porarchy⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:2	orar	⟦orar⟧	⟦orar⟧	⟦orar⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:3	ol	⟦ol⟧	⟦ol⟧	⟦ol⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:4	kaiin	⟦kaiin⟧	⟦kaiin⟧	⟦kaiin⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:5	shedy	⟦shedy⟧	⟦shedy⟧	⟦shedy⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:6	oteedy	⟦oteedy⟧	⟦oteedy⟧	⟦oteedy⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:7	qotor	⟦qotor⟧	⟦qotor⟧	⟦qotor⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:8	qoteedo	⟦qoteedo⟧	⟦qoteedo⟧	⟦qoteedo⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:9	qoteedy	⟦qoteedy⟧	⟦qoteedy⟧	⟦qoteedy⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:10	dair	?: ? im Grad A [Skala offen] [fehlend=material,quality]	?: Menge A·U [fehlend=material]	Masse(?) / Masse(?) = A [fehlend=material,denominator]	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.8:11	ok[ch:ee]daim	⟦ok[ch:ee]daim⟧	⟦ok[ch:ee]daim⟧	⟦ok[ch:ee]daim⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.9:1	ychor	⟦ychor⟧	⟦ychor⟧	⟦ychor⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.9:2	chol	trocken	trocken	trocken	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.9:3	qokain	⟦qokain⟧	⟦qokain⟧	⟦qokain⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.9:4	chocphol	⟦chocphol⟧	⟦chocphol⟧	⟦chocphol⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.9:5	lchedy	⟦lchedy⟧	⟦lchedy⟧	⟦lchedy⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.9:6	qocheo	⟦qocheo⟧	⟦qocheo⟧	⟦qocheo⟧	recorded
RECORD	f106r|f106r.8-f106r.9	f106r.9:7	qokar	⟦qokar⟧	⟦qokar⟧	⟦qokar⟧	recorded
RECORD	f17r.4-f17r.6	f17r.4:1	tcho	Pflanzenmaterial	Pflanzenmaterial	Pflanzenmaterial	recorded
RECORD	f17r.4-f17r.6	f17r.4:2	shol	feucht	feucht	feucht	recorded
RECORD	f17r.4-f17r.6	f17r.4:3	qokol	⟦qokol⟧	⟦qokol⟧	⟦qokol⟧	recorded
RECORD	f17r.4-f17r.6	f17r.4:4	qor	⟦qor⟧	⟦qor⟧	⟦qor⟧	recorded
RECORD	f17r.4-f17r.6	f17r.4:5	olaiin	⟦olaiin⟧	⟦olaiin⟧	⟦olaiin⟧	recorded
RECORD	f17r.4-f17r.6	f17r.4:6	opydg	⟦opydg⟧	⟦opydg⟧	⟦opydg⟧	recorded
RECORD	f17r.4-f17r.6	f17r.4:7	som	⟦som⟧	⟦som⟧	⟦som⟧	recorded
RECORD	f17r.4-f17r.6	f17r.4:8	ypchy	⟦ypchy⟧	⟦ypchy⟧	⟦ypchy⟧	recorded
RECORD	f17r.4-f17r.6	f17r.4:9	ypaim	⟦ypaim⟧	⟦ypaim⟧	⟦ypaim⟧	recorded
RECORD	f17r.4-f17r.6	f17r.5:1	ychekchy	⟦ychekchy⟧	⟦ychekchy⟧	⟦ychekchy⟧	recorded
RECORD	f17r.4-f17r.6	f17r.5:2	cthy	Kraut	Kraut	Kraut	recorded
RECORD	f17r.4-f17r.6	f17r.5:3	chor	Blüten	Blüten	Blüten	recorded
RECORD	f17r.4-f17r.6	f17r.5:4	shor	Früchte	Früchte	Früchte	recorded
RECORD	f17r.4-f17r.6	f17r.5:5	cphor	⟦cphor⟧	⟦cphor⟧	⟦cphor⟧	recorded
RECORD	f17r.4-f17r.6	f17r.5:6	cphaldy	⟦cphaldy⟧	⟦cphaldy⟧	⟦cphaldy⟧	recorded
RECORD	f17r.4-f17r.6	f17r.5:7	dair	Früchte: ? im Grad A [Skala offen] [fehlend=quality]	Früchte: Menge A·U [fehlend=]	Masse(Früchte) / Masse(Blüten) = A [fehlend=]	recorded
