occurrence_ordinal	occurrence_id	occurrence_kind	source_selector	physical_page	register	topology_family	locus	line_number	token_ordinal_in_line	surface	legacy_statement_id	legacy_owner	panel_id	record_id	component_id	context_scope	context_owner_id	semantic_export_credit
1653	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1901	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.70	70	1	osar	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1654	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1902	LOCAL_ADDRESS_OR_LABEL	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.71	71	1	oran	NONE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1655	G407-E0992	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	1	dar	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1656	G407-E0993	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	2	aldaiin	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1657	G407-E0994	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	3	ydaiin	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1658	G407-E0995	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	4	qkoy	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1659	G407-E0996	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	5	ydaiin	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1660	G407-E0997	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	6	qofair	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1661	G407-E0998	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	7	ypair	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1662	G407-E0999	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	8	ykoaiin	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1663	G407-E1000	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	9	ydoly	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1664	G407-E1001	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	10	ytalchos	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1665	G407-E1002	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	11	oly	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1666	G407-E1003	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	12	okey	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1667	G407-E1004	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	1	sshey	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1668	G407-E1005	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	2	sy	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1669	G407-E1006	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	3	shees	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1670	G407-E1007	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	4	qeykeey	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1671	G407-E1008	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	5	ykchey	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1672	G407-E1009	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	6	ykchey	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1673	G407-E1010	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	7	qokeochy	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1674	G407-E1011	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	8	oaiin	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1675	G407-E1012	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	9	okol	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1676	G407-E1013	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	10	ar	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1677	G407-E1014	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	11	olar	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1678	G407-E1015	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	1	yshey	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1679	G407-E1016	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	2	qokeeody	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1680	G407-E1017	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	3	cheos	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1681	G407-E1018	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	4	oeeos	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1682	G407-E1019	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	5	qockhy	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1683	G407-E1020	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	6	chos	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1684	G407-E1021	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	7	aiin	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1685	G407-E1022	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	8	okeeody	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1686	G407-E1023	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	9	qokoaiin	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1687	G407-E1024	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	10	odain	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1688	G407-E1025	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	11	ar	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1689	G407-E1026	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	12	air	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1690	G407-E1027	RUNNING_EVENT	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	13	ay	G407-S051	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F67R2_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1691	G407-E1028	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.1	1	1	shokchy	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1692	G407-E1029	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.1	1	2	chteey	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1693	G407-E1030	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.1	1	3	choteey	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1694	G407-E1031	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.1	1	4	cphol	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1695	G407-E1032	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.1	1	5	cheor	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1696	G407-E1033	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.1	1	6	opcheeol	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1697	G407-E1034	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.1	1	7	otor	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1698	G407-E1035	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.1	1	8	choctheeey	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1699	G407-E1036	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.1	1	9	okchoal	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1700	G407-E1037	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.2	2	1	tochso	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1701	G407-E1038	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.2	2	2	otchl	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1702	G407-E1039	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.2	2	3	qokeeedy	G407-S052	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1703	G407-E1040	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.2	2	4	cheey	G407-S053	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1704	G407-E1041	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.2	2	5	cheeteey	G407-S053	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1705	G407-E1042	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.2	2	6	yteody	G407-S053	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1706	G407-E1043	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.2	2	7	chpor	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1707	G407-E1044	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.2	2	8	cheokorchey	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1708	G407-E1045	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.2	2	9	chod	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1709	G407-E1046	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.3	3	1	ykor	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1710	G407-E1047	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.3	3	2	shey	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1711	G407-E1048	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.3	3	3	qocheey	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1712	G407-E1049	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.3	3	4	chokal	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1713	G407-E1050	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.3	3	5	okeey	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1714	G407-E1051	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.3	3	6	ror	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1715	G407-E1052	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.3	3	7	eckhear	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1716	G407-E1053	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.3	3	8	daram	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1717	G407-E1054	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.4	4	1	dchor	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1718	G407-E1055	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.4	4	2	okaiiin	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1719	G407-E1056	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.5	5	1	yky	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1720	G407-E1057	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.6	6	1	dary	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1721	G407-E1058	RUNNING_EVENT	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.7	7	1	chkchykoly	G407-S054	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1722	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1970	LOCAL_ADDRESS_OR_LABEL	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.8	8	1	okodaly	NONE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1723	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1971	LOCAL_ADDRESS_OR_LABEL	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.9	9	1	odchecthy	NONE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1724	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1972	LOCAL_ADDRESS_OR_LABEL	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.10	10	1	otcheody	NONE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1725	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1973	LOCAL_ADDRESS_OR_LABEL	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.11	11	1	okoaly	NONE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1726	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1974	LOCAL_ADDRESS_OR_LABEL	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.12	12	1	chocfhy	NONE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1727	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1975	LOCAL_ADDRESS_OR_LABEL	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.13	13	1	octhey	NONE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1728	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1976	LOCAL_ADDRESS_OR_LABEL	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.14	14	1	otshey	NONE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1729	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1977	LOCAL_ADDRESS_OR_LABEL	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.15	15	1	otydy	NONE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
1730	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1978	LOCAL_ADDRESS_OR_LABEL	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.16	16	1	okear	NONE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	F68R1_RADIAL_PAGE	ZERO__STRUCTURAL_CROSSWALK_ONLY
