line_ordinal	source_selector	physical_page	register	topology_family	locus	line_number	paragraph_start	paragraph_end	line_kind	token_count	running_event_count	local_card_count	coarse_page_owner_id	legacy_owner_ids	panel_ids	record_ids	component_ids	context_scope	eva_clean	semantic_export_credit
305	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.52	52	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	qotoear	ZERO__STRUCTURAL_CROSSWALK_ONLY
306	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.53	53	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	dchdar	ZERO__STRUCTURAL_CROSSWALK_ONLY
307	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.54	54	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	y saldal	ZERO__STRUCTURAL_CROSSWALK_ONLY
308	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.55	55	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ytodal	ZERO__STRUCTURAL_CROSSWALK_ONLY
309	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.56	56	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	tol daiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
310	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.57	57	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otar dy	ZERO__STRUCTURAL_CROSSWALK_ONLY
311	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.58	58	0	0	LOCAL_LABEL_OR_MARKER	3	0	3	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	cho dal g	ZERO__STRUCTURAL_CROSSWALK_ONLY
312	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.59	59	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ytchodly	ZERO__STRUCTURAL_CROSSWALK_ONLY
313	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.60	60	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	octhys	ZERO__STRUCTURAL_CROSSWALK_ONLY
314	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.61	61	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ytokar	ZERO__STRUCTURAL_CROSSWALK_ONLY
315	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.62	62	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otolor	ZERO__STRUCTURAL_CROSSWALK_ONLY
316	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.63	63	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okodar	ZERO__STRUCTURAL_CROSSWALK_ONLY
317	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.64	64	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	s air	ZERO__STRUCTURAL_CROSSWALK_ONLY
318	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.65	65	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	soear	ZERO__STRUCTURAL_CROSSWALK_ONLY
319	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.66	66	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	cpheey	ZERO__STRUCTURAL_CROSSWALK_ONLY
320	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.67	67	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okodar	ZERO__STRUCTURAL_CROSSWALK_ONLY
321	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.68	68	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oepchod	ZERO__STRUCTURAL_CROSSWALK_ONLY
322	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.69	69	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	s ay	ZERO__STRUCTURAL_CROSSWALK_ONLY
323	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.70	70	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	osar	ZERO__STRUCTURAL_CROSSWALK_ONLY
324	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.71	71	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F67R2_RADIAL_PAGE	zwei lokale Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oran	ZERO__STRUCTURAL_CROSSWALK_ONLY
325	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.72	72	1	0	RUNNING_PROSE	12	12	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dar aldaiin ydaiin qkoy ydaiin qofair ypair ykoaiin ydoly ytalchos oly okey	ZERO__STRUCTURAL_CROSSWALK_ONLY
326	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.73	73	0	0	RUNNING_PROSE	11	11	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	sshey sy shees qeykeey ykchey ykchey qokeochy oaiin okol ar olar	ZERO__STRUCTURAL_CROSSWALK_ONLY
327	f67r2	f67r2	CELESTIAL	RADIAL_ARRAY	f67r2.74	74	0	1	RUNNING_PROSE	13	13	0	F67R2_RADIAL_PAGE	zwei getrennte Himmelsräder und Tabelle	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	yshey qokeeody cheos oeeos qockhy chos aiin okeeody qokoaiin odain ar air ay	ZERO__STRUCTURAL_CROSSWALK_ONLY
328	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.1	1	1	0	RUNNING_PROSE	9	9	0	F68R1_RADIAL_PAGE	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	shokchy chteey choteey cphol cheor opcheeol otor choctheeey okchoal	ZERO__STRUCTURAL_CROSSWALK_ONLY
329	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.2	2	0	0	RUNNING_PROSE	9	9	0	F68R1_RADIAL_PAGE	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	tochso otchl qokeeedy cheey cheeteey yteody chpor cheokorchey chod	ZERO__STRUCTURAL_CROSSWALK_ONLY
330	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.3	3	0	0	RUNNING_PROSE	8	8	0	F68R1_RADIAL_PAGE	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	ykor shey qocheey chokal okeey ror eckhear daram	ZERO__STRUCTURAL_CROSSWALK_ONLY
331	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.4	4	0	1	RUNNING_PROSE	2	2	0	F68R1_RADIAL_PAGE	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dchor okaiiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
332	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.5	5	0	0	RUNNING_PROSE	1	1	0	F68R1_RADIAL_PAGE	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	yky	ZERO__STRUCTURAL_CROSSWALK_ONLY
333	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.6	6	0	0	RUNNING_PROSE	1	1	0	F68R1_RADIAL_PAGE	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	dary	ZERO__STRUCTURAL_CROSSWALK_ONLY
334	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.7	7	0	0	RUNNING_PROSE	1	1	0	F68R1_RADIAL_PAGE	mehrteilige Sternstellentafel	NONE	NONE	NONE	DIRECT_PAGE_CONTEXT_ONLY	chkchykoly	ZERO__STRUCTURAL_CROSSWALK_ONLY
335	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.8	8	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okodaly	ZERO__STRUCTURAL_CROSSWALK_ONLY
336	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.9	9	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	odchecthy	ZERO__STRUCTURAL_CROSSWALK_ONLY
337	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.10	10	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otcheody	ZERO__STRUCTURAL_CROSSWALK_ONLY
338	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.11	11	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okoaly	ZERO__STRUCTURAL_CROSSWALK_ONLY
339	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.12	12	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	chocfhy	ZERO__STRUCTURAL_CROSSWALK_ONLY
340	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.13	13	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	octhey	ZERO__STRUCTURAL_CROSSWALK_ONLY
341	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.14	14	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otshey	ZERO__STRUCTURAL_CROSSWALK_ONLY
342	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.15	15	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otydy	ZERO__STRUCTURAL_CROSSWALK_ONLY
343	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.16	16	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okear	ZERO__STRUCTURAL_CROSSWALK_ONLY
344	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.17	17	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	cphocthy	ZERO__STRUCTURAL_CROSSWALK_ONLY
345	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.18	18	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ytchody	ZERO__STRUCTURAL_CROSSWALK_ONLY
346	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.19	19	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otys	ZERO__STRUCTURAL_CROSSWALK_ONLY
347	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.20	20	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	olor	ZERO__STRUCTURAL_CROSSWALK_ONLY
348	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.21	21	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ockhy	ZERO__STRUCTURAL_CROSSWALK_ONLY
349	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.22	22	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ofcheor	ZERO__STRUCTURAL_CROSSWALK_ONLY
350	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.23	23	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otchdy	ZERO__STRUCTURAL_CROSSWALK_ONLY
351	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.24	24	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otykchs	ZERO__STRUCTURAL_CROSSWALK_ONLY
352	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.25	25	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otol	ZERO__STRUCTURAL_CROSSWALK_ONLY
353	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.26	26	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otor	ZERO__STRUCTURAL_CROSSWALK_ONLY
354	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.27	27	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oiinar	ZERO__STRUCTURAL_CROSSWALK_ONLY
355	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.28	28	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okoldy	ZERO__STRUCTURAL_CROSSWALK_ONLY
356	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.29	29	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ykchdy	ZERO__STRUCTURAL_CROSSWALK_ONLY
357	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.30	30	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oeeody	ZERO__STRUCTURAL_CROSSWALK_ONLY
358	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.31	31	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ocphy	ZERO__STRUCTURAL_CROSSWALK_ONLY
359	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.32	32	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okeeodal	ZERO__STRUCTURAL_CROSSWALK_ONLY
360	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.33	33	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okshor	ZERO__STRUCTURAL_CROSSWALK_ONLY
361	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.34	34	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	osdaiin	ZERO__STRUCTURAL_CROSSWALK_ONLY
362	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.35	35	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otochedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
363	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.36	36	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	dolchedy	ZERO__STRUCTURAL_CROSSWALK_ONLY
364	f68r1	f68r1	CELESTIAL	RADIAL_ARRAY	f68r1.37	37	0	0	LOCAL_LABEL_OR_MARKER	5	0	5	F68R1_RADIAL_PAGE	mehrteiliger Sternatlas mit lokalen Zentren	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oky okchdy okardy qear oygy	ZERO__STRUCTURAL_CROSSWALK_ONLY
365	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.1	1	0	0	LOCAL_LABEL_OR_MARKER	40	0	40	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	ZERO__STRUCTURAL_CROSSWALK_ONLY
366	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.2	2	0	0	LOCAL_LABEL_OR_MARKER	38	0	38	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	ZERO__STRUCTURAL_CROSSWALK_ONLY
367	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.3	3	0	0	LOCAL_LABEL_OR_MARKER	29	0	29	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	ZERO__STRUCTURAL_CROSSWALK_ONLY
368	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.4	4	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okeey sar	ZERO__STRUCTURAL_CROSSWALK_ONLY
369	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.5	5	0	0	LOCAL_LABEL_OR_MARKER	2	0	2	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okeo dy	ZERO__STRUCTURAL_CROSSWALK_ONLY
370	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.6	6	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ochoyk	ZERO__STRUCTURAL_CROSSWALK_ONLY
371	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.7	7	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ykeey	ZERO__STRUCTURAL_CROSSWALK_ONLY
372	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.8	8	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ytory	ZERO__STRUCTURAL_CROSSWALK_ONLY
373	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.9	9	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oeesy	ZERO__STRUCTURAL_CROSSWALK_ONLY
374	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.10	10	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	ytody	ZERO__STRUCTURAL_CROSSWALK_ONLY
375	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.11	11	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okody	ZERO__STRUCTURAL_CROSSWALK_ONLY
376	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.12	12	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	otody	ZERO__STRUCTURAL_CROSSWALK_ONLY
377	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.13	13	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okeal	ZERO__STRUCTURAL_CROSSWALK_ONLY
378	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.14	14	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	okeod	ZERO__STRUCTURAL_CROSSWALK_ONLY
379	f69v	f69v	CELESTIAL	RADIAL_ARRAY	f69v.15	15	0	0	LOCAL_LABEL_OR_MARKER	1	0	1	F69V_RADIAL_PAGE	drei getrennte heterogene Himmelsraeder	NONE	NONE	NONE	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	oteeys	ZERO__STRUCTURAL_CROSSWALK_ONLY
