root	working_value_de	global_running_event_id	global_running_ordinal	physical_page	register	locus	source_statement_id	owner_de	surface	component_recipe	card_ordinal	atom_ordinal_in_card	flat_atom_ordinal	leave_one_page_support_class	other_surface_pages	other_recipe_pages	unsupported_adjacent_pairs	working_core_reading_de	semantic_disposition
SH	HALTEN	G407-E0552	552	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	shor	SH+OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f17r|f77r|f81r|f88v|f89r|f95v	f10r|f11r|f17r|f77r|f81r|f88v|f89r|f95v	NONE	HALTEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0552	552	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	shor	SH+OR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f17r|f77r|f81r|f88v|f89r|f95v	f10r|f11r|f17r|f77r|f81r|f88v|f89r|f95v	NONE	HALTEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0553	553	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	cthaiin	CH+T+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f1r	f10r|f1r	NONE	NEHMEN · EINSTELLEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0553	553	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	cthaiin	CH+T+AIIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f1r	f10r|f1r	NONE	NEHMEN · EINSTELLEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E0553	553	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	cthaiin	CH+T+AIIN	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f1r	f10r|f1r	NONE	NEHMEN · EINSTELLEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0554	554	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	cthol	CH+T+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f56r|f82r|f88r	f1r|f56r|f82r|f88r	NONE	NEHMEN · EINSTELLEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0554	554	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	cthol	CH+T+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f56r|f82r|f88r	f1r|f56r|f82r|f88r	NONE	NEHMEN · EINSTELLEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0554	554	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	cthol	CH+T+OL	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f56r|f82r|f88r	f1r|f56r|f82r|f88r	NONE	NEHMEN · EINSTELLEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
L	VERBINDUNG	G407-E0555	555	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	chlol	L+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r	f72r|f75r|f76r|f77r|f81r|f83r	NONE	VERBINDUNG · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0555	555	f18r	HERBAL	f18r.5	P1009-S020	große abgebildete Blütenpflanze	chlol	L+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f72r	f72r|f75r|f76r|f77r|f81r|f83r	NONE	VERBINDUNG · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0557	557	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	ychy	Y+Y	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f88r|f89r	NONE	POSTEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0557	557	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	ychy	Y+Y	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f88r|f89r	NONE	POSTEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E0558	558	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	kchor	K+CH+OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f88r	f88r	NONE	GEBEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0558	558	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	kchor	K+CH+OR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f88r	f88r	NONE	GEBEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0558	558	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	kchor	K+CH+OR	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f88r	f88r	NONE	GEBEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIR	BAHN	G407-E0559	559	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	dair	D_ADDR+AIR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f17r|f88v|f89r	f10r|f11r|f17r|f88v|f89r	NONE	HIER · BAHN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0560	560	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	ytol	Y+T+OL	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · EINSTELLEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0560	560	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	ytol	Y+T+OL	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · EINSTELLEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0560	560	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	ytol	Y+T+OL	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	POSTEN · EINSTELLEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0561	561	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	chcthy	CH+CH+T+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f24v|f75r|f76r|f77r|f81r|f81v|f95v	f10r|f24v|f75r|f76r|f77r|f81r|f81v|f95v	NONE	NEHMEN · NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0561	561	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	chcthy	CH+CH+T+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f24v|f75r|f76r|f77r|f81r|f81v|f95v	f10r|f24v|f75r|f76r|f77r|f81r|f81v|f95v	NONE	NEHMEN · NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0561	561	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	chcthy	CH+CH+T+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f24v|f75r|f76r|f77r|f81r|f81v|f95v	f10r|f24v|f75r|f76r|f77r|f81r|f81v|f95v	NONE	NEHMEN · NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0561	561	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	chcthy	CH+CH+T+Y	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f24v|f75r|f76r|f77r|f81r|f81v|f95v	f10r|f24v|f75r|f76r|f77r|f81r|f81v|f95v	NONE	NEHMEN · NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0562	562	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	dar	D_ADDR+AR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f13r|f17r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f13r|f17r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	HIER · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0563	563	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	dar	D_ADDR+AR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f13r|f17r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f13r|f17r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	HIER · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E0564	564	f18r	HERBAL	f18r.6	P1009-S020	große abgebildete Blütenpflanze	dal	AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f1r|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0565	565	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	oshor	O+SH+OR	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	AUSFÜHRUNG · HALTEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0565	565	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	oshor	O+SH+OR	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	AUSFÜHRUNG · HALTEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0566	566	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	shaiin	SH+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f1r	f13r|f1r	NONE	HALTEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E0566	566	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	shaiin	SH+AIIN	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f13r|f1r	f13r|f1r	NONE	HALTEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0567	567	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	cthy	CH+T+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f17r|f1r|f56r	f10r|f11r|f17r|f1r|f56r|f75r|f76r|f81r|f83r	NONE	NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0567	567	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	cthy	CH+T+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f17r|f1r|f56r	f10r|f11r|f17r|f1r|f56r|f75r|f76r|f81r|f83r	NONE	NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0567	567	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	cthy	CH+T+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f17r|f1r|f56r	f10r|f11r|f17r|f1r|f56r|f75r|f76r|f81r|f83r	NONE	NEHMEN · EINSTELLEN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0568	568	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	sholdy	SH+OL+D_ADDR+Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f89r	f1r|f89r	NONE	HALTEN · FORTSETZEN · HIER · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0568	568	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	sholdy	SH+OL+D_ADDR+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f89r	f1r|f89r	NONE	HALTEN · FORTSETZEN · HIER · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0568	568	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	sholdy	SH+OL+D_ADDR+Y	1	4	4	EXACT_SURFACE_FROM_OTHER_PAGE	f1r|f89r	f1r|f89r	NONE	HALTEN · FORTSETZEN · HIER · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0569	569	f18r	HERBAL	f18r.7	P1009-S020	große abgebildete Blütenpflanze	doldy	OL+DY	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f13r|f55v|f67r2|f75r|f76r|f81v|f83r|f88r|f89r	NONE	FORTSETZEN · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0570	570	f18r	HERBAL	f18r.7	P1009-S021	große abgebildete Blütenpflanze	doldaiin	OL+AIIN	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f17r|f72r|f75r|f76r|f77r|f81r|f88v|f95v	NONE	FORTSETZEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AIIN	WERT	G407-E0570	570	f18r	HERBAL	f18r.7	P1009-S021	große abgebildete Blütenpflanze	doldaiin	OL+AIIN	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f17r|f72r|f75r|f76r|f77r|f81r|f88v|f95v	NONE	FORTSETZEN · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0571	571	f18r	HERBAL	f18r.8	P1009-S021	große abgebildete Blütenpflanze	qokchor	OK+CH+OR	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f13r|f71v	NONE	SETZEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0571	571	f18r	HERBAL	f18r.8	P1009-S021	große abgebildete Blütenpflanze	qokchor	OK+CH+OR	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f13r|f71v	NONE	SETZEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0571	571	f18r	HERBAL	f18r.8	P1009-S021	große abgebildete Blütenpflanze	qokchor	OK+CH+OR	1	3	3	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f13r|f71v	NONE	SETZEN · NEHMEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0572	572	f18r	HERBAL	f18r.8	P1009-S021	große abgebildete Blütenpflanze	ckhol	CH+K+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f89r	f72r|f88v|f89r	NONE	NEHMEN · GEBEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
K	GEBEN	G407-E0572	572	f18r	HERBAL	f18r.8	P1009-S021	große abgebildete Blütenpflanze	ckhol	CH+K+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f89r	f72r|f88v|f89r	NONE	NEHMEN · GEBEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0572	572	f18r	HERBAL	f18r.8	P1009-S021	große abgebildete Blütenpflanze	ckhol	CH+K+OL	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f72r|f89r	f72r|f88v|f89r	NONE	NEHMEN · GEBEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0573	573	f18r	HERBAL	f18r.8	P1009-S021	große abgebildete Blütenpflanze	olody	OL+O+DY	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	FORTSETZEN · AUSFÜHRUNG · SCHLUSS	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0574	574	f18r	HERBAL	f18r.8	P1009-S022	große abgebildete Blütenpflanze	okal	OK+AL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f95v	f55v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E0574	574	f18r	HERBAL	f18r.8	P1009-S022	große abgebildete Blütenpflanze	okal	OK+AL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f71v|f72r|f75r|f76r|f81r|f81v|f82r|f95v	f55v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0575	575	f18r	HERBAL	f18r.8	P1009-S022	große abgebildete Blütenpflanze	dy	Y	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f24v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f88v|f89r	f10r|f11r|f13r|f17r|f1r|f24v|f55v|f56r|f67r2|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
R	MARKIEREN	G407-E0576	576	f18r	HERBAL	f18r.8	P1009-S022	große abgebildete Blütenpflanze	dary	DA+R+Y	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f68r1|f77r	f55v|f68r1|f77r	NONE	ZWEITE STUFE · MARKIEREN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0576	576	f18r	HERBAL	f18r.8	P1009-S022	große abgebildete Blütenpflanze	dary	DA+R+Y	1	3	3	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f68r1|f77r	f55v|f68r1|f77r	NONE	ZWEITE STUFE · MARKIEREN · POSTEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0577	577	f18r	HERBAL	f18r.9	P1009-S022	große abgebildete Blütenpflanze	chol	OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f13r|f17r|f1r|f24v|f56r|f67r2|f72r|f76r|f77r|f81r|f88r|f89r	f10r|f11r|f13r|f17r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
CH	NEHMEN	G407-E0578	578	f18r	HERBAL	f18r.9	P1009-S022	große abgebildete Blütenpflanze	chcthal	CH+T+AL	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f1r|f83r|f95v	NONE	NEHMEN · EINSTELLEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
T	EINSTELLEN	G407-E0578	578	f18r	HERBAL	f18r.9	P1009-S022	große abgebildete Blütenpflanze	chcthal	CH+T+AL	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f1r|f83r|f95v	NONE	NEHMEN · EINSTELLEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E0578	578	f18r	HERBAL	f18r.9	P1009-S022	große abgebildete Blütenpflanze	chcthal	CH+T+AL	1	3	3	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f1r|f83r|f95v	NONE	NEHMEN · EINSTELLEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0579	579	f18r	HERBAL	f18r.9	P1009-S022	große abgebildete Blütenpflanze	okshal	OK+SH+AL	1	1	1	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	SETZEN · HALTEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0579	579	f18r	HERBAL	f18r.9	P1009-S022	große abgebildete Blütenpflanze	okshal	OK+SH+AL	1	2	2	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	SETZEN · HALTEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E0579	579	f18r	HERBAL	f18r.9	P1009-S022	große abgebildete Blütenpflanze	okshal	OK+SH+AL	1	3	3	ALL_ADJACENT_PACKAGES_FROM_OTHER_PAGES	NONE	NONE	NONE	SETZEN · HALTEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0580	580	f18r	HERBAL	f18r.9	P1009-S022	große abgebildete Blütenpflanze	chykald	OK+AL	1	1	1	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f55v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AL	ZIELORT	G407-E0580	580	f18r	HERBAL	f18r.9	P1009-S022	große abgebildete Blütenpflanze	chykald	OK+AL	1	2	2	EXACT_RECIPE_FROM_OTHER_PAGE	NONE	f55v|f68r1|f71v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f89r|f95v	NONE	SETZEN · ZIELORT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
AR	AUSGANG	G407-E0581	581	f18r	HERBAL	f18r.10	P1009-S022	große abgebildete Blütenpflanze	dar	D_ADDR+AR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f13r|f17r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f13r|f17r|f1r|f24v|f67r2|f71v|f72r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	HIER · AUSGANG	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
SH	HALTEN	G407-E0582	582	f18r	HERBAL	f18r.10	P1009-S022	große abgebildete Blütenpflanze	shor	SH+OR	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f17r|f77r|f81r|f88v|f89r|f95v	f10r|f11r|f17r|f77r|f81r|f88v|f89r|f95v	NONE	HALTEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OR	EINHEIT	G407-E0582	582	f18r	HERBAL	f18r.10	P1009-S022	große abgebildete Blütenpflanze	shor	SH+OR	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r|f11r|f17r|f77r|f81r|f88v|f89r|f95v	f10r|f11r|f17r|f77r|f81r|f88v|f89r|f95v	NONE	HALTEN · EINHEIT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OK	SETZEN	G407-E0583	583	f18r	HERBAL	f18r.10	P1009-S022	große abgebildete Blütenpflanze	qokchol	OK+OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r|f11r|f17r|f1r|f24v|f56r|f67r2|f71v|f77r|f81r|f83r|f88r|f88v|f89r	NONE	SETZEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0583	583	f18r	HERBAL	f18r.10	P1009-S022	große abgebildete Blütenpflanze	qokchol	OK+OL	1	2	2	EXACT_SURFACE_FROM_OTHER_PAGE	f10r	f10r|f11r|f17r|f1r|f24v|f56r|f67r2|f71v|f77r|f81r|f83r|f88r|f88v|f89r	NONE	SETZEN · FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
OL	FORTSETZEN	G407-E0584	584	f18r	HERBAL	f18r.10	P1009-S022	große abgebildete Blütenpflanze	ol	OL	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f55v|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	f10r|f11r|f13r|f17r|f1r|f24v|f55v|f56r|f67r2|f72r|f75r|f76r|f77r|f81r|f81v|f82r|f83r|f88r|f88v|f89r|f95v	NONE	FORTSETZEN	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
Y	POSTEN	G407-E0585	585	f18r	HERBAL	f18r.10	P1009-S022	große abgebildete Blütenpflanze	ydaiin	Y+D_ADDR+AIIN	1	1	1	EXACT_SURFACE_FROM_OTHER_PAGE	f24v|f67r2|f89r	f24v|f67r2|f89r	NONE	POSTEN · HIER · WERT	KEEP_BROAD_DEFAULT__LOCAL_EXPANSION_FROM_OWNER
