global_group_serial	source_kind	register	unit_id	page	local_serial	locus	field_or_address	statement_or_station	exact_identity	surface_display_only	formal_control	mnemonic_or_status	structural_status	iatromedical_content_class	IATROMEDICAL_SIMPLE_BATH_ELECTION	practical_content_class	PRACTICAL_MATERIAL_PROCESS_SCHEDULE	content_preference	content_status	roundtrip_status
298	PROSE_EXACT_CARD	BIO	B3	f83r	298	f83r.20	F103	B3-S030	276a7c2d74d1143446f4	qoky	NONE	ANWENDEN?	UNIQUE_EXACT	BATH	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003;TARGET/STATION=B3:T014] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	PROCESS	genügen, halte	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
299	PROSE_EXACT_CARD	BIO	B3	f83r	299	f83r.20	F103	B3-S030	2f1c5e56e8f0ff459065	saiin	NONE	MASS?	UNIQUE_EXACT	BATH	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I003] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	PROCESS	ihn für	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
300	PROSE_EXACT_CARD	BIO	B3	f83r	300	f83r.22	F104	B3-S030	b154ff779abe5f196c80	schedair	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A011+A012+A022:ziehe die klare Flüssigkeit ab]	PROCESS	die	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
301	PROSE_EXACT_CARD	BIO	B3	f83r	301	f83r.22	F104	B3-S030	4de12cf322dfb76ded1e	otchedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:mische zu gleichen Teilen und beende den Schritt]	PROCESS	nächste gewöhnliche	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
302	PROSE_EXACT_CARD	BIO	B3	f83r	302	f83r.22	F105	B3-S031	7d25241b0e56c836372a	qokeedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	PROCESS	Reinigung bereit.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
303	PROSE_EXACT_CARD	BIO	B3	f83r	303	f83r.22	F106	B3-S032	d784b2abcaf1a3703de2	chedain	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A005+A011+A015+A022:beginne die Spülung]	PROCESS	Zum Schluss	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
304	PROSE_EXACT_CARD	BIO	B3	f83r	304	f83r.22	F106	B3-S032	6f7ff8287eddf4da9fdb	chedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	PROCESS	spüle alle	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
305	PROSE_EXACT_CARD	BIO	B3	f83r	305	f83r.22	F106	B3-S032	1779decef17481ec2853	qotedaiin	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A011+A022:das breite Gefäß]	PROCESS	sichtbaren Auslässe,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
306	PROSE_EXACT_CARD	BIO	B3	f83r	306	f83r.22	F106	B3-S032	54d0e228ca346110af05	otaiin	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A009+A011+A022:für dieselbe Dauer wie zuvor]	PROCESS	öffne die	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
307	PROSE_EXACT_CARD	BIO	B3	f83r	307	f83r.22	F106	B3-S032	c45ebac60774620561e2	otedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Klarheit ziehen und beende den Schritt]	PROCESS	Leitungen zum	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
308	PROSE_EXACT_CARD	BIO	B3	f83r	308	f83r.22	F107	B3-S033	04a3877f0fc81b7597c9	ldy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A022:ziehe es ab und beende den Schritt]	PROCESS	Trocknen, setze	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
309	PROSE_EXACT_CARD	BIO	B3	f83r	309	f83r.24	F108	B3-S034	2c82523794dcb7d2b343	soiiin	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:bis es klar ist]	PROCESS	ACTIVE und	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
310	PROSE_EXACT_CARD	BIO	B3	f83r	310	f83r.24	F108	B3-S034	e0b630cb1b5df5e7105b	checthy	NONE	BEREIT?	UNIQUE_EXACT	BATH	[CARD:BEREIT?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I004] [EXEMPLAR:A004+A011+A022:den örtlichen Prüfzustand der Charge feststellen]	PROCESS	TARGET	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
311	PROSE_EXACT_CARD	BIO	B3	f83r	311	f83r.24	F108	B3-S034	80ebbbbf238eee9f0aef	chety	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:Gleichmäßig bearbeiten]	PROCESS	zurück und	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
312	PROSE_EXACT_CARD	BIO	B3	f83r	312	f83r.24	F108	B3-S034	54d0e228ca346110af05	otaiin	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A009+A011+A022:für dieselbe Dauer wie zuvor]	PROCESS	vermerke verbrauchtes	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
313	PROSE_EXACT_CARD	BIO	B3	f83r	313	f83r.24	F108	B3-S034	7811a7daff25d476e28d	olsaly	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A011+A022:das untere Becken]	PROCESS	Wasser, Tuch	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
314	PROSE_EXACT_CARD	BIO	B3	f83r	314	f83r.24	F108	B3-S034	bc4f1f5c006c74a4d26d	shedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	PROCESS	und Brennstoff.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
315	PROSE_EXACT_CARD	BIO	B4	f83r	315	f83r.25	F109	B4-S001	7d25241b0e56c836372a	qokeedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	PROCESS	Nimm nach	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
316	PROSE_EXACT_CARD	BIO	B4	f83r	316	f83r.25	F110	B4-S002	e2eb77ca9d9e1a8ba29a	qolchey	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A009+A011+A023:fülle danach das Gefäß]	PROCESS	dem warmen	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
317	PROSE_EXACT_CARD	BIO	B4	f83r	317	f83r.25	F110	B4-S002	0275fbf14e07935b0a45	qokeey	NONE	TEMPERIEREN?	UNIQUE_EXACT	BATH	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I001] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	PROCESS	Dienst das gebrauchte	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
318	PROSE_EXACT_CARD	BIO	B4	f83r	318	f83r.25	F110	B4-S002	7db18b2f0fb7ed0fcfd3	qokedy	NONE	SPÜLEN?	UNIQUE_EXACT	BATH	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I001;TARGET/STATION=B4:T001] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A023:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	PROCESS	Filtertuch aus	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
319	PROSE_EXACT_CARD	BIO	B4	f83r	319	f83r.25	F111	B4-S003	6f7ff8287eddf4da9fdb	chedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist]	PROCESS	seinem Rahmen	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
320	PROSE_EXACT_CARD	BIO	B4	f83r	320	f83r.25	F111	B4-S003	90bcf0a9ec0ef56399e6	otal	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A011+A023:zum unteren Ablauf hin]	PROCESS	und halte	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
321	PROSE_EXACT_CARD	BIO	B4	f83r	321	f83r.26	F112	B4-S003	faf321940aed922846a9	otchey	NONE	ANTEIL?	UNIQUE_EXACT	BATH	[CARD:ANTEIL?] [REGISTER:OWNER=B4:O01;ACTIVE_ITEM/PREPARATION=B4:I002;PREVIOUS_ITEM=B4:I001] [EXEMPLAR:A010+A011+A023:einen recordlokalen Anteil auswählen]	PROCESS	den Restposten	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
322	PROSE_EXACT_CARD	BIO	B4	f83r	322	f83r.26	F112	B4-S003	0275fbf14e07935b0a45	qokeey	NONE	TEMPERIEREN?	UNIQUE_EXACT	BATH	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002] [EXEMPLAR:A005+A008+A011+A015+A023:die Charge für den vorgesehenen Gebrauch temperieren]	PROCESS	im Nebengefäß getrennt.	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
323	PROSE_EXACT_CARD	BIO	B4	f83r	323	f83r.26	F112	B4-S003	276a7c2d74d1143446f4	qoky	NONE	ANWENDEN?	UNIQUE_EXACT	BATH	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002;TARGET/STATION=B4:T002] [EXEMPLAR:A001+A004+A005+A006+A010+A011+A015+A023:den gefilterten Waschposten an der äußeren Haut- oder Wundstelle gebrauchen]	PROCESS	Wähle einen	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
324	PROSE_EXACT_CARD	BIO	B4	f83r	324	f83r.26	F112	B4-S003	dcda95c81a5460feb191	tol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	UNIQUE_FORMAL_ONLY	BATH	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I002;PREVIOUS_ITEM=B4:I001] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	PROCESS	kleinen Anteil	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
325	PROSE_EXACT_CARD	BIO	B4	f83r	325	f83r.26	F112	B4-S003	bc4f1f5c006c74a4d26d	shedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	PROCESS	sauberen Warmwassers,	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
326	PROSE_EXACT_CARD	BIO	B4	f83r	326	f83r.26	F113	B4-S004	eb2e4bc143f623ee03ac	qokylddy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A004+A006+A008+A011+A023:lege das warme Tuch auf die äußere Haut- oder Wundstelle und beende den Schritt]	PROCESS	temperiere ihn	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
327	PROSE_EXACT_CARD	BIO	B4	f83r	327	f83r.27	F114	B4-S005	53cd0637c6820ba5e91f	dain	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A011+A023:durch ein Tuch]	PROCESS	und tränke	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
328	PROSE_EXACT_CARD	BIO	B4	f83r	328	f83r.27	F114	B4-S005	6f7ff8287eddf4da9fdb	chedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist]	PROCESS	damit ein grobes	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
329	PROSE_EXACT_CARD	BIO	B4	f83r	329	f83r.27	F114	B4-S005	7d25241b0e56c836372a	qokeedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A006+A008+A011+A015+A023:tauche das Tuch oder die Auflage in die temperierte Flüssigkeit und beende den Schritt]	PROCESS	Arbeitstuch. Wische	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
330	PROSE_EXACT_CARD	BIO	B4	f83r	330	f83r.27	F115	B4-S006	d68bc8de3bcee09db23c	shckhedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	PROCESS	Beckenrand, Sitzbrett	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
331	PROSE_EXACT_CARD	BIO	B4	f83r	331	f83r.27	F116	B4-S007	d68bc8de3bcee09db23c	shckhedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A006+A009+A011+A023:seihe es einmal durch ein Tuch und beende den Schritt]	PROCESS	und sichtbare	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
332	PROSE_EXACT_CARD	BIO	B4	f83r	332	f83r.28	F117	B4-S008	2f1c5e56e8f0ff459065	saiin	NONE	MASS?	UNIQUE_EXACT	BATH	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I004] [EXEMPLAR:A010+A011+A023:den aktiven Posten nach der örtlichen Vorschrift bemessen]	PROCESS	Ablagerungen am	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
333	PROSE_EXACT_CARD	BIO	B4	f83r	333	f83r.28	F117	B4-S008	2c1a5fd92b9e3c762242	cheeky	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A008+A011+A023:solange es noch warm ist]	PROCESS	Zulauf ab; lege	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
334	PROSE_EXACT_CARD	BIO	B4	f83r	334	f83r.28	F117	B4-S008	92e43836d82f98bf02d3	sheey	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A003+A009+A011+A014+A023:die erste Öffnung]	PROCESS	das warme	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
335	PROSE_EXACT_CARD	BIO	B4	f83r	335	f83r.28	F117	B4-S008	7db18b2f0fb7ed0fcfd3	qokedy	NONE	SPÜLEN?	UNIQUE_EXACT	BATH	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I004;TARGET/STATION=B4:T007] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A023:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	PROCESS	Tuch kurz	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
336	PROSE_EXACT_CARD	BIO	B4	f83r	336	f83r.28	F118	B4-S009	bc4f1f5c006c74a4d26d	shedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	PROCESS	auf eine	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
337	PROSE_EXACT_CARD	BIO	B4	f83r	337	f83r.28	F119	B4-S010	1b1ffdd869fb1429ad03	oldy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A007+A008+A011+A015+A023:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	PROCESS	verhärtete Stelle	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
338	PROSE_EXACT_CARD	BIO	B4	f83r	338	f83r.35	F120	B4-S011	2f1c5e56e8f0ff459065	saiin	NONE	MASS?	UNIQUE_EXACT	BATH	[CARD:MASS?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005] [EXEMPLAR:A010+A011+A023:den aktiven Posten nach der örtlichen Vorschrift bemessen]	PROCESS	und löse sie	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
339	PROSE_EXACT_CARD	BIO	B4	f83r	339	f83r.35	F120	B4-S011	d904bf7b044dd3922781	cheky	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A023:bei sanfter Wärme]	PROCESS	ohne scharfes	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
340	PROSE_EXACT_CARD	BIO	B4	f83r	340	f83r.35	F120	B4-S011	daf32e6db9e04413ce7f	okeeol	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A011+A023:das breite Gefäß]	PROCESS	Werkzeug. Führe	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
341	PROSE_EXACT_CARD	BIO	B4	f83r	341	f83r.35	F120	B4-S011	1645e612504fcef59ced	okain	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A002+A010+A011+A023:gib einen abgemessenen Anteil in das Gefäß]	PROCESS	den aktiven	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
342	PROSE_EXACT_CARD	BIO	B4	f83r	342	f83r.35	F120	B4-S011	6f7ff8287eddf4da9fdb	chdy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A013+A023:rühre, bis alles gleichmäßig vermischt ist]	PROCESS	Posten durch	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
343	PROSE_EXACT_CARD	BIO	B4	f83r	343	f83r.37	F121	B4-S011	dcda95c81a5460feb191	sol	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	UNKNOWN_EXEMPLAR	UNIQUE_FORMAL_ONLY	BATH	[FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005;PREVIOUS_ITEM=B4:I004] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	PROCESS	frische Leinwand, spüle	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
344	PROSE_EXACT_CARD	BIO	B4	f83r	344	f83r.37	F121	B4-S011	b958a512ca6a3559e86e	lkedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A023:wasche zweimal und beende den Schritt]	PROCESS	den Arbeitsort	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
345	PROSE_EXACT_CARD	BIO	B4	f83r	345	f83r.37	F122	B4-S012	de7321bface5628e35d6	lchedy	NONE	ABLASSEN?	UNIQUE_EXACT	BATH	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I005;TARGET/STATION=B4:T008] [EXEMPLAR:A001+A002+A003+A011+A013+A023:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	PROCESS	und lasse	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
346	PROSE_EXACT_CARD	BIO	B4	f83r	346	f83r.37	F123	B4-S013	232195d6ff2f326322f7	qokol	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A001+A003+A011+A013+A023:lasse die Mischung einlaufen]	PROCESS	die schmutzige	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
347	PROSE_EXACT_CARD	BIO	B4	f83r	347	f83r.37	F123	B4-S013	bc4f1f5c006c74a4d26d	shedy	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A011+A012+A023:lasse es bis zur Bereitschaft stehen und beende den Schritt]	PROCESS	Fraktion vollständig	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
348	PROSE_EXACT_CARD	BIO	B4	f83r	348	f83r.38	F124	B4-S014	7a4bb8136330ee4e6e56	or	NONE	ANSATZ?	UNIQUE_EXACT	BATH	[CARD:ANSATZ?] [REGISTER:ACTIVE_ITEM/PREPARATION=B4:I006;PREVIOUS_ITEM=B4:I005] [EXEMPLAR:A010+A011+A013+A023:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	PROCESS	ab. Fülle eine	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
349	PROSE_EXACT_CARD	BIO	B4	f83r	349	f83r.38	F124	B4-S014	b921a237be883a820352	chey	NONE	UNKNOWN_EXEMPLAR	UNPARSED_EXEMPLAR	BATH	[REGISTER:OWNER=B4:O01] [EXEMPLAR:A010+A011+A023:Diese aktive Portion]	PROCESS	kleine Schlussportion	COEQUAL	BOTH_RECORD_LOCAL_EXEMPLARS; NOT_CARD_VALUES	PASS_EXACT_PROSE_ID_AND_CONTEXT
