group_serial	page	unit_id	locus	event_index	source_event_serial	astro_local_group_identity	surface_ZL3b	locus_role	inventory_item	formal_value	mnemonic	iatromedical_content_class	IATROMEDICAL_ELECTION	practical_content_class	PRACTICAL_SCHEDULE	content_preference	external_label_status	rotation_start_status	direct_f68_f69_mapping	content_status
130	f67r2	A1	f67r2.54	1	11970	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.54::1::11970	y	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Haus III: Nachricht und kurzer Weg;	SCHEDULE	Wasserqualität und freie Feuerstelle. Am sechsten	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
131	f67r2	A1	f67r2.54	2	11971	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.54::2::11971	saldal	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	Werkstatttag prüfe für die Blattsichtung Materialbestand,	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
132	f67r2	A1	f67r2.55	1	11972	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.55::1::11972	ytodal	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H04	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus IV: Grund und Ausgang; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	Wasserqualität und freie Feuerstelle. Am sechsten	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
133	f67r2	A1	f67r2.56	1	11973	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.56::1::11973	tol	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H05	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Haus V: Kinder und Zeugung; das	SCHEDULE	Werkstatttag prüfe für das Schattentrocknen Materialbestand, Wasserqualität	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
134	f67r2	A1	f67r2.56	2	11974	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.56::2::11974	daiin	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H05	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	und freie Feuerstelle. Am sechsten Werkstatttag	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
135	f67r2	A1	f67r2.57	1	11975	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.57::1::11975	otar	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H06	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Externer Editionswert Haus VI: Krankheit und Leiden; das	SCHEDULE	prüfe für das Zerkleinern Materialbestand, Wasserqualität	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
136	f67r2	A1	f67r2.57	2	11976	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.57::2::11976	dy	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H06	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	und freie Feuerstelle. Am sechsten Werkstatttag	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
137	f67r2	A1	f67r2.58	1	11977	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.58::1::11977	cho	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H07	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/3; KEINE KARTENGLOSSE] Externer Editionswert Haus VII: Arzt	SCHEDULE	prüfe für das Einweichen Materialbestand, Wasserqualität	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
138	f67r2	A1	f67r2.58	2	11978	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.58::2::11978	dal	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H07	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/3; KEINE KARTENGLOSSE] oder Gegenpartei; das Haus rahmt	SCHEDULE	und freie Feuerstelle. Am sechsten Werkstatttag	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
139	f67r2	A1	f67r2.58	3	11979	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.58::3::11979	g	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H07	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/3; KEINE KARTENGLOSSE] die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	prüfe für das Färbebad Materialbestand, Wasserqualität	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
140	f67r2	A1	f67r2.59	1	11980	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.59::1::11980	ytchodly	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H08	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus VIII: Krise und Tod; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	und freie Feuerstelle. Am sechsten Werkstatttag	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
141	f67r2	A1	f67r2.60	1	11981	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.60::1::11981	octhys	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H09	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus IX: Lehre und ferner Weg; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	prüfe für das Duftöl Materialbestand, Wasserqualität	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
142	f67r2	A1	f67r2.61	1	11982	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.61::1::11982	ytokar	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H10	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus X: Behandlung und leitender Meister; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	und freie Feuerstelle. Am sechsten Werkstatttag	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
143	f67r2	A1	f67r2.62	1	11983	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.62::1::11983	otolor	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H11	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus XI: Helfer und Hoffnung; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	prüfe für das Erwärmen Materialbestand, Wasserqualität	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
144	f67r2	A1	f67r2.63	1	11984	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.63::1::11984	okodar	TWELVE_HOUSE_CONTROL_LOCAL_EXEMPLAR	H12	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Externer Editionswert Haus XII: verborgene Gefahr und Einschließung; das Haus rahmt die Frage, nicht die Voynich-Oberfläche.	SCHEDULE	und freie Feuerstelle. Am sechsten Werkstatttag	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_LABEL_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
145	f67r2	A1	f67r2.64	1	11985	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.64::1::11985	s	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Bedingung I: Der Mond sei	SCHEDULE	prüfe für das Filtern Materialbestand, Wasserqualität	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
146	f67r2	A1	f67r2.64	2	11986	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.64::2::11986	air	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C01	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] frei von Saturn; andernfalls verschieben.	SCHEDULE	und freie Feuerstelle. Am sechsten Werkstatttag	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
147	f67r2	A1	f67r2.65	1	11987	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.65::1::11987	soear	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C02	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung II: Der Mond sei frei von Mars; andernfalls nur mild handeln.	SCHEDULE	prüfe für den Badedienst Materialbestand, Wasserqualität	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
148	f67r2	A1	f67r2.66	1	11988	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.66::1::11988	cpheey	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C03	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung III: Der Mond sei nicht von der Sonne verbrannt.	SCHEDULE	und freie Feuerstelle. Am sechsten Werkstatttag	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
149	f67r2	A1	f67r2.67	1	11989	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.67::1::11989	okodar	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C04	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung IV: Der Mond trenne sich vom Übeltäter.	SCHEDULE	prüfe für Reinigung und Vorratsschluss Materialbestand,	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
150	f67r2	A1	f67r2.68	1	11990	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.68::1::11990	oepchod	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C05	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung V: Der Mond wende sich einem Wohltäter zu.	SCHEDULE	Wasserqualität und freie Feuerstelle. Am siebten	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
151	f67r2	A1	f67r2.69	1	11991	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.69::1::11991	s	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C06	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/2; KEINE KARTENGLOSSE] Bedingung VI: Trigon oder Sextil	SCHEDULE	Werkstatttag prüfe für die Wurzelernte Materialbestand,	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
152	f67r2	A1	f67r2.69	2	11992	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.69::2::11992	ay	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C06	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/2; KEINE KARTENGLOSSE] gelten als günstige Verbindung.	SCHEDULE	Wasserqualität und freie Feuerstelle. Am siebten	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
153	f67r2	A1	f67r2.70	1	11993	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.70::1::11993	osar	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C07	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung VII: Tages- oder Nachtzeichen müsse zur Arbeitszeit passen.	SCHEDULE	Werkstatttag prüfe für die Blütenernte Materialbestand,	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
154	f67r2	A1	f67r2.71	1	11994	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.71::1::11994	oran	EIGHT_ELECTION_CONDITION_LOCAL_EXEMPLAR	C08	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/1; KEINE KARTENGLOSSE] Bedingung VIII: Bei unsicherem Stand werde die Maßnahme verschoben.	SCHEDULE	Wasserqualität und freie Feuerstelle. Am siebten	COEQUAL	EXTERNAL_LOCAL_EXEMPLAR_CONDITION_NOT_VOYNICH_READING	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
155	f67r2	A1	f67r2.72	1	11995	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.72::1::11995	dar	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 1/12; KEINE KARTENGLOSSE] Merke: Der Planet	SCHEDULE	Werkstatttag prüfe für die Blattsichtung Materialbestand,	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
156	f67r2	A1	f67r2.72	2	11996	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.72::2::11996	aldaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 2/12; KEINE KARTENGLOSSE] ist der Herr	SCHEDULE	Wasserqualität und freie Feuerstelle. Am siebten	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
157	f67r2	A1	f67r2.72	3	11997	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.72::3::11997	ydaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 3/12; KEINE KARTENGLOSSE] des Tages oder	SCHEDULE	Werkstatttag prüfe für das Schattentrocknen Materialbestand,	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
158	f67r2	A1	f67r2.72	4	11998	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.72::4::11998	qkoy	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 4/12; KEINE KARTENGLOSSE] der Stunde; das	SCHEDULE	Wasserqualität und freie Feuerstelle. Am siebten	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
159	f67r2	A1	f67r2.72	5	11999	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.72::5::11999	ydaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 5/12; KEINE KARTENGLOSSE] Zeichen bezeichnet den	SCHEDULE	Werkstatttag prüfe für das Zerkleinern Materialbestand,	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
160	f67r2	A1	f67r2.72	6	12000	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.72::6::12000	qofair	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 6/12; KEINE KARTENGLOSSE] geschonten Körperbezirk; das	SCHEDULE	Wasserqualität und freie Feuerstelle. Am siebten	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
161	f67r2	A1	f67r2.72	7	12001	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.72::7::12001	ypair	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 7/12; KEINE KARTENGLOSSE] Haus bezeichnet die	SCHEDULE	Werkstatttag prüfe für das Einweichen Materialbestand,	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
162	f67r2	A1	f67r2.72	8	12002	ASTRO_LOCAL_ADDRESS::f67r2::f67r2.72::8::12002	ykoaiin	SELECTOR_INSTRUCTION_LOCAL_SOURCE_TEXT	I72	PAGE_LOCAL_ASTRO_ADDRESS_ONLY; NO_PROSE_FORMAL_IMPORT	NOT_APPLICABLE_ASTRO	ELECTION	[LOKALER EXEMPLARTEXT 8/12; KEINE KARTENGLOSSE] gestellte Frage; der	SCHEDULE	Wasserqualität und freie Feuerstelle. Am siebten	COEQUAL	NONE	EDITORIAL_SOURCE_LOCUS_ORDER; AUTHORIAL_START_AND_DIRECTION_UNPROVEN	NONE	BOTH_PAGE_LOCAL_EXEMPLARS; NO_PORTABLE_CARD_VALUE
