statement_id	record_unit_id	page	statement_ordinal_in_record	constituent_fields	constituent_loci	physical_line_count	internal_cross_line_boundaries	event_count	event_serials	exact_card_sequence	closure_sequence	entry_boundary_class	exit_boundary_class	ordered_template_sequence	parse_status	recognized_event_count	exemplar_only_event_count	record_reset_status	pre_state	owner_active_target_previous_operations	inferred_missing_slots	operation_trace	post_state	backward_from_full_transition_log	backward_from_post_state_only	iatromedical_statement_exemplar	practical_statement_exemplar	domain_selection	complete_source_recovery_without_exemplar	formal_roundtrip	strongest_segmentation_rival	semantic_contract
B3-S007	B3	f83r	7	F077	f83r.6	1	NONE	3	243|244|245	b5fcea1eaed06b2f2291|6f7ff8287eddf4da9fdb|7d25241b0e56c836372a	F077:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	1	2	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T004) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	YES	YES	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F077:M] ; LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 7/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S008	B3	f83r	8	F078	f83r.6	1	NONE	1	246	de7321bface5628e35d6	F078:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	TERMINAL_DRAIN	UNIQUE	1	0	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/RESUME/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T004) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:RESUME(B3:T004;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	YES	YES	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 8/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S009	B3	f83r	9	F079	f83r.6	1	NONE	1	247	276a7c2d74d1143446f4	F079:OPEN	WITHIN_LOCUS_FIELD_BOUNDARY	RESUME_ACTIVE_ITEM	ACTION_APPLY	UNIQUE	1	0	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/RESUME/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T004) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:RESUME(B3:T004;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	YES	YES	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F079]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 9/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S010	B3	f83r	10	F080	f83r.8	1	NONE	2	248|249	ba540da978ea132f6da5|c45ebac60774620561e2	F080:TERMINAL	RESUME_ACTIVE_ITEM	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY/RESUME/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:RESUME(B3:I001) -> TARGET/STATION:CARRY(B3:T004) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	YES	YES	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A009+A011+A022:fülle danach das Gefäß] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Klarheit ziehen und beende den Schritt]	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Charge über das Gefälle umlaufen lassen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=START_NEW_CLAUSE: F080 kann einen unabhängigen Gefäßposten beginnen.; NONMEDICAL=Mehrbeckenlauf ansetzen [Ganzfeldexemplar B3, Feld 10/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S011	B3	f83r	11	F081	f83r.8	1	NONE	4	250|251|252|253	348e81ba084c5acdb32b|276a7c2d74d1143446f4|6f7ff8287eddf4da9fdb|0bdc8b6db811b4e67a63	F081:OPEN	WITHIN_LOCUS_FIELD_BOUNDARY	RESUME_ACTIVE_ITEM	EXEMPLAR_ONLY > ACTION_APPLY > EXEMPLAR_ONLY > EXEMPLAR_ONLY	AMBIGUOUS	1	3	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T004) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T005;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	YES	NO	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A004+A011+A014+A022:wende es an der markierten Stelle an] ; [CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A011+A022:und lasse es abkühlen]	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung] ; ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F081] ; LOCAL_EXEMPLAR[Durchgang beobachten;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Restcharge im Auffanggefäß sammeln;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 11/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S012	B3	f83r	12	F082	f83r.11	1	NONE	2	254|255	7a4bb8136330ee4e6e56|bc4f1f5c006c74a4d26d	F082:TERMINAL	RESUME_ACTIVE_ITEM	WITHIN_LOCUS_FIELD_BOUNDARY	LINK_ACTIVE > EXEMPLAR_ONLY	AMBIGUOUS	1	1	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	CARRY/RESUME/CARRY/CARRY	OWNER	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:RESUME(B3:I001) -> TARGET/STATION:CARRY(B3:T005) -> PREVIOUS_ITEM:CARRY(B3:I002) -> ACTIVE_ITEM/PREPARATION:RESUME_OR_CONFIRM(B3:I001;ANSATZ?)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	YES	YES	[CARD:ANSATZ?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;PREVIOUS_ITEM=B3:I002] [EXEMPLAR:A010+A011+A013+A022:den recordlokalen aktiven Posten im Arbeitsgang fortführen] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F082] ; LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=CONTINUE_SAME_CLAUSE: F082 kann ohne Klauselreset der Schlusssatzteil von F081 sein.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 12/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S013	B3	f83r	13	F083	f83r.11	1	NONE	4	256|257|258|259	b5fcea1eaed06b2f2291|9da1b6ac2c929daea697|6b89d6dd70635bc60fe0|7db18b2f0fb7ed0fcfd3	F083:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	PARAMETER_ASSIGN > EXEMPLAR_ONLY > EXEMPLAR_ONLY > TERMINAL_FLUSH	AMBIGUOUS	2	2	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/INTRODUCE/RESUME	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION | PREVIOUS_ITEM	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T005) -> PREVIOUS_ITEM:CARRY(B3:I002) -> PREVIOUS_ITEM:RESUME(B3:I002;LOCAL_FILLER) -> TARGET/STATION:INTRODUCE(B3:T006;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	YES	NO	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:ein abgemessener Anteil] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A022:unter derselben Einstellung] ; [CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A022:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F083:M] ; LOCAL_EXEMPLAR[Leitung bis zum klaren Lauf spülen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Spülrest getrennt auffangen;keine Kartenbedeutung] ; SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 13/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S014	B3	f83r	14	F084	f83r.11	1	NONE	2	260|261	7d2404c835b10a2c06af|03626ca94cb17800d767	F084:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T006) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T007;LOCAL_UPPER_RUN)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	YES	NO	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A009+A011+A022:öffne danach den oberen Lauf] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A022:wasche einmal und beende den Schritt]	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 14/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S015	B3	f83r	15	F085	f83r.11	1	NONE	1	262	de7321bface5628e35d6	F085:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	TERMINAL_DRAIN	UNIQUE	1	0	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/RESUME/CARRY	OWNER | ACTIVE_ITEM/PREPARATION | TARGET/STATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T007) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:RESUME(B3:T007;TARGET_SENSITIVE_ACTION)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	YES	YES	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 15/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S016	B3	f83r	16	F086|F087	f83r.11|f83r.14	2	B3-LB04	2	263|264	2b7fa918d1b2f5c656e3|07913ef9b1fb773cd325	F086:OPEN > F087:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY > EXEMPLAR_ONLY	UNPARSED	0	2	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T007) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T008;LOCAL_LOWER_OUTLET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	YES	NO	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:schließe den unteren Ablauf] ; [REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A011+A022:lasse es abkühlen und beende den Schritt]	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung] ; LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=NEXT_PARALLEL_CELL: Abkühlen kann eine unabhängige kurze Zelle sein.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 16/38] || durch Stationen führen [Ganzfeldexemplar B3, Feld 17/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S017	B3	f83r	17	F088	f83r.14	1	NONE	1	265	7d25241b0e56c836372a	F088:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	YES	YES	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 18/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S018	B3	f83r	18	F089	f83r.14	1	NONE	1	266	bc4f1f5c006c74a4d26d	F089:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	YES	YES	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=durch Stationen führen [Ganzfeldexemplar B3, Feld 19/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S019	B3	f83r	19	F090	f83r.14	1	NONE	1	267	db167f8e9b53eefb58f8	F090:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	EXEMPLAR_ONLY	UNPARSED	0	1	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/CARRY/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	YES	YES	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A005+A007+A008+A011+A015+A022:erwärme den Bade- oder Waschzusatz sanft und beende den Arbeitsschritt]	LOCAL_EXEMPLAR[unteren Ablauf öffnen;keine Kartenbedeutung]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 20/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
B3-S020	B3	f83r	20	F091	f83r.14	1	NONE	2	268|269	dd0ecaf5e27d81befffc|de7321bface5628e35d6	F091:TERMINAL	WITHIN_LOCUS_FIELD_BOUNDARY	WITHIN_LOCUS_FIELD_BOUNDARY	TARGET_ASSIGN > TERMINAL_DRAIN	UNIQUE	2	0	WITHIN_RECORD_TRANSITION	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T008;PREVIOUS_ITEM=B3:I002	CARRY/CARRY/INTRODUCE/CARRY	OWNER | ACTIVE_ITEM/PREPARATION	OWNER:CARRY(B3:O01) -> ACTIVE_ITEM/PREPARATION:CARRY(B3:I001) -> TARGET/STATION:CARRY(B3:T008) -> PREVIOUS_ITEM:CARRY(B3:I002) -> TARGET/STATION:INTRODUCE(B3:T009;LOCAL_MARKED_TARGET)	OWNER=B3:O01;ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009;PREVIOUS_ITEM=B3:I002	YES	NO	[CARD:ZIEL?] [REGISTER:OWNER=B3:O01;TARGET/STATION=B3:T009] [EXEMPLAR:A003+A010+A011+A013+A014+A022:den aktiven Posten an der örtlich bezeichneten Station führen] ; [CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T009] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	ZIEL?=Arbeitsziel setzen oder bestätigen ; LOCAL_ARGUMENT[Zieladresse=Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3] ; ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	NONE;DUAL_UNRESOLVED	NO	PASS_EXACT_OPAQUE_ID_SEQUENCE	SEGMENTATION=Benachbarte Felder könnten eine größere Exemplarklausel bilden.; NONMEDICAL=absetzen und klären [Ganzfeldexemplar B3, Feld 21/38]	REGISTER_IDS_RECORD_LOCAL;LINE_RESET_NOT_SENTENCE;DUAL_LOCAL_EXEMPLAR_ONLY
