edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt579_mixed_scope_voice_clause_de	relation_resumption_voice_working_clause_de	gdt579_source_roundtrip_de	full_two_slot_expansion_de	resumption_voice_status	assignment_id	resumption_root	written_slot_count	guard	audible_first_action_root	grammar_boundary_status	focus_voice_repair_count	represented_event_focus_count	event_repair_id	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	gdt581_guard	complete_slot_count	content_slot_count	control_slot_count	concrete_slot_trace_de	concrete_working_clause_de	gdt581_exact_roundtrip_de	gdt582_guard	gdt583_target_slot_count	gdt583_target_roots	gdt583_rule_ids	gdt583_refined_slot_trace_de	gdt583_refined_working_clause_de	gdt583_guard
2076	G407-E2076	G407-S248	7	f76r	BIOLOGICAL	unbebilderter Textabschnitt A6	qolchedy	OL+CHD+DY	STATE_CARD	OL+DY	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	1	2	[1:OL=weiter im selben Arbeitsgang|RUNNING:G407-E2076@1|CONTROL:G407-E2076@1:OL] [2:CHD=Behandle|RUNNING:G407-E2076@2|ACTION:G407-E2076@2:CHD] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2076@3|CONTROL:G407-E2076@3:DY]	im Steuerrahmen [CONTROL:G407-E2076@1:OL]: weiter im selben Arbeitsgang; Behandle; im Steuerrahmen [CONTROL:G407-E2076@3:DY]: Arbeitsgang abschließen.	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:OL=weiter im selben Arbeitsgang|RUNNING:G407-E2076@1|CONTROL:G407-E2076@1:OL|GDT582_RETAINED_NON_TARGET] [2:CHD=Behandle|RUNNING:G407-E2076@2|ACTION:G407-E2076@2:CHD|CHD_BIO_TREAT] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2076@3|CONTROL:G407-E2076@3:DY|GDT582_RETAINED_NON_TARGET]	im Steuerrahmen [CONTROL:G407-E2076@1:OL]: weiter im selben Arbeitsgang; Behandle; im Steuerrahmen [CONTROL:G407-E2076@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2087	G407-E2087	G407-S250	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	soin	S+O+IIN	NONSTATE_CARD	NOT_APPLICABLE	Wähle; als Ausführung und auf der bezeichneten Stufe.	Wähle; als Ausführung und auf der bezeichneten Stufe.	Wähle; als Ausführung und auf der bezeichneten Stufe.	Wähle; als Ausführung und auf der bezeichneten Stufe.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	S	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Wähle; als Ausführung und auf der bezeichneten Stufe.	Wähle; als Ausführung und auf der bezeichneten Stufe.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:S=Wähle oder leite um|RUNNING:G407-E2087@1|ACTION:G407-E2087@1:S] [2:O=in Anwendungsform|RUNNING:G407-E2087@2|ACTION:G407-E2087@1:S] [3:IIN=auf der Anwendungsstufe|RUNNING:G407-E2087@3|ACTION:G407-E2087@1:S]	Wähle oder leite um: in Anwendungsform, auf der Anwendungsstufe.	Wähle; als Ausführung und auf der bezeichneten Stufe.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	S	S_REST_SELECT	[1:S=Wähle aus|RUNNING:G407-E2087@1|ACTION:G407-E2087@1:S|S_REST_SELECT] [2:O=in Anwendungsform|RUNNING:G407-E2087@2|ACTION:G407-E2087@1:S|GDT582_RETAINED_NON_TARGET] [3:IIN=auf der Anwendungsstufe|RUNNING:G407-E2087@3|ACTION:G407-E2087@1:S|GDT582_RETAINED_NON_TARGET]	Wähle aus: in Anwendungsform, auf der Anwendungsstufe.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2088	G407-E2088	G407-S250	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	sheey	SH+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten; auf Grad II.	Halte den Stationsposten; auf Grad II.	Halte den Stationsposten; auf Grad II.	Halte den Stationsposten; auf Grad II.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten; auf Grad II.	Halte den Stationsposten; auf Grad II.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Halte oder bade|RUNNING:G407-E2088@1|ACTION:G407-E2088@1:SH] [2:EE=auf Grad II|RUNNING:G407-E2088@2|ACTION:G407-E2088@1:SH] [3:Y=Stationsansatz|RUNNING:G407-E2088@3|ACTION:G407-E2088@1:SH]	Halte oder bade: auf Grad II, Stationsansatz.	Halte den Stationsposten; auf Grad II.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2088@1|ACTION:G407-E2088@1:SH|SH_REST_HOLD] [2:EE=auf Grad II|RUNNING:G407-E2088@2|ACTION:G407-E2088@1:SH|GDT582_RETAINED_NON_TARGET] [3:Y=Stationsansatz|RUNNING:G407-E2088@3|ACTION:G407-E2088@1:SH|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad II, Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2097	G407-E2097	G407-S250	11	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	chdy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Behandle|RUNNING:G407-E2097@1|ACTION:G407-E2097@1:CHD] [2:Y=Stationsansatz|RUNNING:G407-E2097@2|ACTION:G407-E2097@1:CHD]	Behandle: Stationsansatz.	Bearbeite den Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:CHD=Behandle|RUNNING:G407-E2097@1|ACTION:G407-E2097@1:CHD|CHD_BIO_TREAT] [2:Y=Stationsansatz|RUNNING:G407-E2097@2|ACTION:G407-E2097@1:CHD|GDT582_RETAINED_NON_TARGET]	Behandle: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2099	G407-E2099	G407-S250	13	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	ytal	Y+T+AL	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Stationsposten ein; zur Zielstation.	Stelle den Stationsposten ein; zur Zielstation.	Stelle den Stationsposten ein; zur Zielstation.	Stelle den Stationsposten ein; zur Zielstation.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	T	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Stelle den Stationsposten ein; zur Zielstation.	Stelle den Stationsposten ein; zur Zielstation.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:Y=Stationsansatz|RUNNING:G407-E2099@1|ACTION:G407-E2099@2:T] [2:T=Reguliere oder temperiere|RUNNING:G407-E2099@2|ACTION:G407-E2099@2:T] [3:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E2099@3|ACTION:G407-E2099@2:T]	Reguliere oder temperiere: Stationsansatz, zur Zielstation oder ins Zielbecken.	Stelle den Stationsposten ein; zur Zielstation.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	T	T_PHYSICAL_BROAD	[1:Y=Stationsansatz|RUNNING:G407-E2099@1|ACTION:G407-E2099@2:T|GDT582_RETAINED_NON_TARGET] [2:T=Stelle ein oder temperiere|RUNNING:G407-E2099@2|ACTION:G407-E2099@2:T|T_PHYSICAL_BROAD] [3:AL=zur Zielstation oder ins Zielbecken|RUNNING:G407-E2099@3|ACTION:G407-E2099@2:T|GDT582_RETAINED_NON_TARGET]	Stelle ein oder temperiere: Stationsansatz, zur Zielstation oder ins Zielbecken.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2101	G407-E2101	G407-S250	15	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Halte oder bade|RUNNING:G407-E2101@1|ACTION:G407-E2101@1:SH] [2:E=auf Grad I|RUNNING:G407-E2101@2|ACTION:G407-E2101@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2101@3|CONTROL:G407-E2101@3:DY]	Halte oder bade: auf Grad I; im Steuerrahmen [CONTROL:G407-E2101@3:DY]: Arbeitsgang abschließen.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2101@1|ACTION:G407-E2101@1:SH|SH_REST_HOLD] [2:E=auf Grad I|RUNNING:G407-E2101@2|ACTION:G407-E2101@1:SH|GDT582_RETAINED_NON_TARGET] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2101@3|CONTROL:G407-E2101@3:DY|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad I; im Steuerrahmen [CONTROL:G407-E2101@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2102	G407-E2102	G407-S251	1	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Halte oder bade|RUNNING:G407-E2102@1|ACTION:G407-E2102@1:SH] [2:E=auf Grad I|RUNNING:G407-E2102@2|ACTION:G407-E2102@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2102@3|CONTROL:G407-E2102@3:DY]	Halte oder bade: auf Grad I; im Steuerrahmen [CONTROL:G407-E2102@3:DY]: Arbeitsgang abschließen.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2102@1|ACTION:G407-E2102@1:SH|SH_REST_HOLD] [2:E=auf Grad I|RUNNING:G407-E2102@2|ACTION:G407-E2102@1:SH|GDT582_RETAINED_NON_TARGET] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2102@3|CONTROL:G407-E2102@3:DY|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad I; im Steuerrahmen [CONTROL:G407-E2102@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2104	G407-E2104	G407-S252	2	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shedy	SH+E+DY	STATE_CARD	DY	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	2	1	[1:SH=Halte oder bade|RUNNING:G407-E2104@1|ACTION:G407-E2104@1:SH] [2:E=auf Grad I|RUNNING:G407-E2104@2|ACTION:G407-E2104@1:SH] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2104@3|CONTROL:G407-E2104@3:DY]	Halte oder bade: auf Grad I; im Steuerrahmen [CONTROL:G407-E2104@3:DY]: Arbeitsgang abschließen.	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2104@1|ACTION:G407-E2104@1:SH|SH_REST_HOLD] [2:E=auf Grad I|RUNNING:G407-E2104@2|ACTION:G407-E2104@1:SH|GDT582_RETAINED_NON_TARGET] [3:DY=Arbeitsgang abschließen|RUNNING:G407-E2104@3|CONTROL:G407-E2104@3:DY|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad I; im Steuerrahmen [CONTROL:G407-E2104@3:DY]: Arbeitsgang abschließen.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2107	G407-E2107	G407-S253	3	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shey	SH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten; auf Grad I.	Halte den Stationsposten; auf Grad I.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	3	3	0	[1:SH=Halte oder bade|RUNNING:G407-E2107@1|ACTION:G407-E2107@1:SH] [2:E=auf Grad I|RUNNING:G407-E2107@2|ACTION:G407-E2107@1:SH] [3:Y=Stationsansatz|RUNNING:G407-E2107@3|ACTION:G407-E2107@1:SH]	Halte oder bade: auf Grad I, Stationsansatz.	Halte den Stationsposten; auf Grad I.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2107@1|ACTION:G407-E2107@1:SH|SH_REST_HOLD] [2:E=auf Grad I|RUNNING:G407-E2107@2|ACTION:G407-E2107@1:SH|GDT582_RETAINED_NON_TARGET] [3:Y=Stationsansatz|RUNNING:G407-E2107@3|ACTION:G407-E2107@1:SH|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad I, Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2108	G407-E2108	G407-S253	4	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	lshcthy	L+SH+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	5	5	0	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E2108@1|ACTION:G407-E2108@2:SH] [2:SH=Halte oder bade|RUNNING:G407-E2108@2|ACTION:G407-E2108@2:SH] [3:CH=Entnimm oder lass ab|RUNNING:G407-E2108@3|ACTION:G407-E2108@3:CH] [4:T=Reguliere oder temperiere|RUNNING:G407-E2108@4|ACTION:G407-E2108@4:T] [5:Y=Stationsansatz|RUNNING:G407-E2108@5|ACTION:G407-E2108@4:T]	Halte oder bade: über den Stationskontakt oder die Leitung; Entnimm oder lass ab; Reguliere oder temperiere: Stationsansatz.	Halte den Stationsposten, entnimm ihn und stelle ihn ein; über die sichtbare Verbindung.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	2	SH|T	SH_REST_HOLD|T_PHYSICAL_BROAD	[1:L=über den Stationskontakt oder die Leitung|RUNNING:G407-E2108@1|ACTION:G407-E2108@2:SH|GDT582_RETAINED_NON_TARGET] [2:SH=Halte|RUNNING:G407-E2108@2|ACTION:G407-E2108@2:SH|SH_REST_HOLD] [3:CH=Entnimm oder lass ab|RUNNING:G407-E2108@3|ACTION:G407-E2108@3:CH|GDT582_RETAINED_NON_TARGET] [4:T=Stelle ein oder temperiere|RUNNING:G407-E2108@4|ACTION:G407-E2108@4:T|T_PHYSICAL_BROAD] [5:Y=Stationsansatz|RUNNING:G407-E2108@5|ACTION:G407-E2108@4:T|GDT582_RETAINED_NON_TARGET]	Halte: über den Stationskontakt oder die Leitung; Entnimm oder lass ab; Stelle ein oder temperiere: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2116	G407-E2116	G407-S253	12	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	shcthy	SH+CH+T+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:SH=Halte oder bade|RUNNING:G407-E2116@1|ACTION:G407-E2116@1:SH] [2:CH=Entnimm oder lass ab|RUNNING:G407-E2116@2|ACTION:G407-E2116@2:CH] [3:T=Reguliere oder temperiere|RUNNING:G407-E2116@3|ACTION:G407-E2116@3:T] [4:Y=Stationsansatz|RUNNING:G407-E2116@4|ACTION:G407-E2116@3:T]	Halte oder bade; Entnimm oder lass ab; Reguliere oder temperiere: Stationsansatz.	Halte den Stationsposten, entnimm ihn und stelle ihn ein.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	2	SH|T	SH_REST_HOLD|T_PHYSICAL_BROAD	[1:SH=Halte|RUNNING:G407-E2116@1|ACTION:G407-E2116@1:SH|SH_REST_HOLD] [2:CH=Entnimm oder lass ab|RUNNING:G407-E2116@2|ACTION:G407-E2116@2:CH|GDT582_RETAINED_NON_TARGET] [3:T=Stelle ein oder temperiere|RUNNING:G407-E2116@3|ACTION:G407-E2116@3:T|T_PHYSICAL_BROAD] [4:Y=Stationsansatz|RUNNING:G407-E2116@4|ACTION:G407-E2116@3:T|GDT582_RETAINED_NON_TARGET]	Halte; Entnimm oder lass ab; Stelle ein oder temperiere: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2117	G407-E2117	G407-S253	13	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	chedy	CHD+Y	NONSTATE_CARD	NOT_APPLICABLE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	CHD	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Bearbeite den Stationsposten.	Bearbeite den Stationsposten.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	2	2	0	[1:CHD=Behandle|RUNNING:G407-E2117@1|ACTION:G407-E2117@1:CHD] [2:Y=Stationsansatz|RUNNING:G407-E2117@2|ACTION:G407-E2117@1:CHD]	Behandle: Stationsansatz.	Bearbeite den Stationsposten.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	CHD	CHD_BIO_TREAT	[1:CHD=Behandle|RUNNING:G407-E2117@1|ACTION:G407-E2117@1:CHD|CHD_BIO_TREAT] [2:Y=Stationsansatz|RUNNING:G407-E2117@2|ACTION:G407-E2117@1:CHD|GDT582_RETAINED_NON_TARGET]	Behandle: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
2121	G407-E2121	G407-S253	17	f76r	BIOLOGICAL	unbebilderter Textabschnitt A7	sheeky	SH+EE+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Stationsposten und führe ihn zu; auf Grad II.	Halte den Stationsposten und führe ihn zu; auf Grad II.	Halte den Stationsposten und führe ihn zu; auf Grad II.	Halte den Stationsposten und führe ihn zu; auf Grad II.	UNCHANGED_NON_TARGET	NONE	NONE	0	EVENT_ID_KEYED_EDITION__GDT579_SOURCE_ROUNDTRIP_EXACT	SH	UNCHANGED_NO_SELECTED_VOICE_CONFLICT	0	0	NONE	Halte den Stationsposten und führe ihn zu; auf Grad II.	Halte den Stationsposten und führe ihn zu; auf Grad II.	REPAIRED_EVENTS_USE_FOCUS_EXACT_HEAD_BLOCKS__UNCHANGED_EVENTS_RETAIN_GDT580__EXACT_BACKCHANNEL	4	4	0	[1:SH=Halte oder bade|RUNNING:G407-E2121@1|ACTION:G407-E2121@1:SH] [2:EE=auf Grad II|RUNNING:G407-E2121@2|ACTION:G407-E2121@1:SH] [3:K=Führe zu|RUNNING:G407-E2121@3|ACTION:G407-E2121@3:K] [4:Y=Stationsansatz|RUNNING:G407-E2121@4|ACTION:G407-E2121@3:K]	Halte oder bade: auf Grad II; Führe zu: Stationsansatz.	Halte den Stationsposten und führe ihn zu; auf Grad II.	ALL_WRITTEN_RUNNING_SLOTS_RENDERED__GDT581_CLAUSE_RETAINED_EXACT	1	SH	SH_REST_HOLD	[1:SH=Halte|RUNNING:G407-E2121@1|ACTION:G407-E2121@1:SH|SH_REST_HOLD] [2:EE=auf Grad II|RUNNING:G407-E2121@2|ACTION:G407-E2121@1:SH|GDT582_RETAINED_NON_TARGET] [3:K=Führe zu|RUNNING:G407-E2121@3|ACTION:G407-E2121@3:K|GDT582_RETAINED_NON_TARGET] [4:Y=Stationsansatz|RUNNING:G407-E2121@4|ACTION:G407-E2121@3:K|GDT582_RETAINED_NON_TARGET]	Halte: auf Grad II; Führe zu: Stationsansatz.	GDT582_EVENT_AND_ALL_SLOT_HOSTS_RETAINED__TARGET_GLOSSES_ONLY_REFINED
