assignment_ordinal	slot_id	layer	source_event_or_card_id	statement_or_record_id	physical_page	register	owner	surface	slot_position	root	primary_governor_key	direct_governor_tokens	governor_group_tokens	governor_object_scope	same_card_action_inventory	previous_visible_action	next_visible_action	gdt582_broad_default_de	gdt583_rule_id	gdt583_working_default_de	gdt583_concrete_sense_de	gdt583_reading_tier	gdt583_change_status	gdt583_rationale	gdt583_context_signature	gdt583_guard
210	RUNNING:G407-E0630@3	RUNNING_ATOM	G407-E0630	G407-S031	f24v	HERBAL	F24V_WHOLE_PLANT	chcth	3	T	ACTION:G407-E0630@3:T	T	AL|T|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CH|T	CH	NONE	Stelle ein oder temperiere	T_PHYSICAL_BROAD	Stelle ein oder temperiere	Charge oder Arbeitsbedingung einstellen oder temperieren	HONEST_BROAD_FALLBACK	SPECIFIC_GDT582_READING_RETAINED	Charge allein entscheidet weder Wärme, Kälte noch Trocknung	HERBAL::D[T]::G[AL|T|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
211	RUNNING:G407-E0632@1	RUNNING_ATOM	G407-E0632	G407-S031	f24v	HERBAL	F24V_WHOLE_PLANT	sh	1	SH	ACTION:G407-E0632@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder lass ziehen	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	HERBAL::D[SH]::G[SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
212	RUNNING:G407-E0636@4	RUNNING_ATOM	G407-E0636	G407-S031	f24v	HERBAL	F24V_WHOLE_PLANT	dlos	4	S	ACTION:G407-E0636@4:S	D_ADDR|L|O|S	AIIN|D_ADDR|E|L|O|OR|S	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	S	NONE	NONE	Wähle oder trenne ab	S_HP_STRAIN	Seihe ab	Auszug oder abgemessene Flüssigkeit abseihen	REMOTE_OBJECT_SUBREADING	LEXICALLY_REFINED	AIIN im vollständigen GDT581-S-Host	HERBAL::D[D_ADDR|L|O|S]::G[AIIN|D_ADDR|E|L|O|OR|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
213	RUNNING:G407-E0639@1	RUNNING_ATOM	G407-E0639	G407-S031	f24v	HERBAL	F24V_WHOLE_PLANT	tchar	1	T	ACTION:G407-E0639@1:T	T	T	SAME_CARD_DIRECT_HOST	CH|T	NONE	CH	Stelle ein oder temperiere	T_PHYSICAL_BROAD	Stelle ein oder temperiere	Charge oder Arbeitsbedingung einstellen oder temperieren	HONEST_BROAD_FALLBACK	SPECIFIC_GDT582_READING_RETAINED	Charge allein entscheidet weder Wärme, Kälte noch Trocknung	HERBAL::D[T]::G[T]::P[NONE]::N[CH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
214	RUNNING:G407-E0641@1	RUNNING_ATOM	G407-E0641	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	tochol	1	T	ACTION:G407-E0641@1:T	O|T	O|T	SAME_CARD_DIRECT_HOST	CH|T	NONE	CH	Stelle ein oder temperiere	T_HP_FORM_SET	Stelle Form oder Stufe ein	Zubereitungsform oder Verarbeitungsstufe einstellen	DIRECT_HOST_SUBREADING	LEXICALLY_REFINED	Form-, Stufen- oder Durchgangsmarker direkt am T-Kopf	HERBAL::D[O|T]::G[O|T]::P[NONE]::N[CH]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
215	RUNNING:G407-E0643@2	RUNNING_ATOM	G407-E0643	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	arsa	2	S	ACTION:G407-E0643@2:S	A_ADDR|S	A_ADDR|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder trenne ab	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	HERBAL::D[A_ADDR|S]::G[A_ADDR|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
216	RUNNING:G407-E0650@3	RUNNING_ATOM	G407-E0650	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	chcthy	3	T	ACTION:G407-E0650@3:T	T|Y	T|Y	SAME_CARD_DIRECT_HOST	CH|T	CH	NONE	Stelle ein oder temperiere	T_PHYSICAL_BROAD	Stelle ein oder temperiere	Charge oder Arbeitsbedingung einstellen oder temperieren	HONEST_BROAD_FALLBACK	SPECIFIC_GDT582_READING_RETAINED	Charge allein entscheidet weder Wärme, Kälte noch Trocknung	HERBAL::D[T|Y]::G[T|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
217	RUNNING:G407-E0651@1	RUNNING_ATOM	G407-E0651	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	shol	1	SH	ACTION:G407-E0651@1:SH	SH	SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder lass ziehen	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	HERBAL::D[SH]::G[SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
218	RUNNING:G407-E0652@1	RUNNING_ATOM	G407-E0652	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	sain	1	S	ACTION:G407-E0652@1:S	AIN|S	AIN|OR|S|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	S	NONE	NONE	Wähle oder trenne ab	S_HP_SIEVE	Siebe	Portion, Einheit oder Feinform sieben	OBJECT_FORM_SUBREADING	LEXICALLY_REFINED	Portions-, Einheits- oder Feinformsignal im S-Host	HERBAL::D[AIN|S]::G[AIN|OR|S|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
219	RUNNING:G407-E0659@2	RUNNING_ATOM	G407-E0659	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	ctheod	2	T	ACTION:G407-E0659@2:T	D_ADDR|E|O|T	D_ADDR|E|HO|O|T|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CH|T	CH	NONE	Stelle ein oder temperiere	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	GRADE_HOSTED_SUBREADING	LEXICALLY_REFINED	Grad ist direkt von T oder einer auf T endenden Aktionskette gehostet	HERBAL::D[D_ADDR|E|O|T]::G[D_ADDR|E|HO|O|T|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
220	RUNNING:G407-E0666@2	RUNNING_ATOM	G407-E0666	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	ksho	2	SH	ACTION:G407-E0666@2:SH	O|SH	AR|LOCAL_CHAR_F|O|SH	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	K|SH	K	NONE	Halte oder lass ziehen	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	HERBAL::D[O|SH]::G[AR|LOCAL_CHAR_F|O|SH]::P[K]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
221	RUNNING:G407-E0669@1	RUNNING_ATOM	G407-E0669	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	sho	1	SH	ACTION:G407-E0669@1:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder lass ziehen	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	HERBAL::D[O|SH]::G[O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
222	RUNNING:G407-E0677@1	RUNNING_ATOM	G407-E0677	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	sho	1	SH	ACTION:G407-E0677@1:SH	O|SH	AL|O|SH	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	SH	NONE	NONE	Halte oder lass ziehen	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	HERBAL::D[O|SH]::G[AL|O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
223	RUNNING:G407-E0682@1	RUNNING_ATOM	G407-E0682	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	sho	1	SH	ACTION:G407-E0682@1:SH	O|SH	O|SH	SAME_CARD_DIRECT_HOST	SH	NONE	NONE	Halte oder lass ziehen	SH_CH_BRIDGE_HOLD	Halte	das vom Entnehmen übernommene Argument halten	OBSERVED_ARGUMENT_BRIDGE	LEXICALLY_REFINED	GDT507-CH→SH-Brücke mit identischem Argument	HERBAL::D[O|SH]::G[O|SH]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
224	RUNNING:G407-E0683@1	RUNNING_ATOM	G407-E0683	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	sho	1	SH	ACTION:G407-E0683@1:SH	O|SH	O|SH|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	SH	NONE	NONE	Halte oder lass ziehen	SH_HP_SOAK	Weiche ein	Charge oder Portion in Form beziehungsweise auf Stufe einweichen	OBJECT_FORM_SUBREADING	LEXICALLY_REFINED	Materialobjekt und Grad- oder Formsignal teilen den SH-Host	HERBAL::D[O|SH]::G[O|SH|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
225	RUNNING:G407-E0688@2	RUNNING_ATOM	G407-E0688	G407-S032	f24v	HERBAL	F24V_WHOLE_PLANT	ochdy	2	CHD	ACTION:G407-E0688@2:CHD	CHD|O|Y	CHD|O|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Bearbeite oder zerreibe	CHD_HP_DRY_GRIND	Zerreibe	feste Pflanzen- oder Drogencharge zerreiben	OBJECT_STATE_SUBREADING	LEXICALLY_REFINED	Feststoffsignal ohne Flüssigkeitsmaß im vollständigen CHD-Host	HERBAL::D[CHD|O|Y]::G[CHD|O|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
226	RUNNING:G407-E0691@5	RUNNING_ATOM	G407-E0691	G407-S033	f55v	HERBAL	große aromatische Doldenpflanze	kcheedchdy	5	CHD	ACTION:G407-E0691@5:CHD	CHD|D_ADDR|Y	AIN|CHD|D_ADDR|E|O|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CH|CHD|K	CH	NONE	Bearbeite oder zerreibe	CHD_HP_DRY_GRIND	Zerreibe	feste Pflanzen- oder Drogencharge zerreiben	OBJECT_STATE_SUBREADING	LEXICALLY_REFINED	Feststoffsignal ohne Flüssigkeitsmaß im vollständigen CHD-Host	HERBAL::D[CHD|D_ADDR|Y]::G[AIN|CHD|D_ADDR|E|O|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
227	RUNNING:G407-E0697@2	RUNNING_ATOM	G407-E0697	G407-S033	f55v	HERBAL	große aromatische Doldenpflanze	yteey	2	T	ACTION:G407-E0697@2:T	EE|T|Y	EE|T|Y	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein oder temperiere	T_PHYSICAL_GRADE_TEMPER	Temperiere auf den Grad	Charge, Bad oder Ansatz auf die geschriebene Stufe temperieren	GRADE_HOSTED_SUBREADING	LEXICALLY_REFINED	Grad ist direkt von T oder einer auf T endenden Aktionskette gehostet	HERBAL::D[EE|T|Y]::G[EE|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
228	RUNNING:G407-E0701@4	RUNNING_ATOM	G407-E0701	G407-S034	f55v	HERBAL	große aromatische Doldenpflanze	ykeesan	4	S	ACTION:G407-E0701@4:S	AN|S	AN|S	SAME_CARD_DIRECT_HOST	K|S	K	NONE	Wähle oder trenne ab	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	HERBAL::D[AN|S]::G[AN|S]::P[K]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
229	RUNNING:G407-E0707@1	RUNNING_ATOM	G407-E0707	G407-S034	f55v	HERBAL	große aromatische Doldenpflanze	chedy	1	CHD	ACTION:G407-E0707@1:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Bearbeite oder zerreibe	CHD_HP_DRY_GRIND	Zerreibe	feste Pflanzen- oder Drogencharge zerreiben	OBJECT_STATE_SUBREADING	LEXICALLY_REFINED	Feststoffsignal ohne Flüssigkeitsmaß im vollständigen CHD-Host	HERBAL::D[CHD|Y]::G[CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
230	RUNNING:G407-E0708@1	RUNNING_ATOM	G407-E0708	G407-S034	f55v	HERBAL	große aromatische Doldenpflanze	sar	1	S	ACTION:G407-E0708@1:S	AR|S	AIIN|AR|S	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	S	NONE	NONE	Wähle oder trenne ab	S_HP_STRAIN	Seihe ab	Auszug oder abgemessene Flüssigkeit abseihen	REMOTE_OBJECT_SUBREADING	LEXICALLY_REFINED	AIIN im vollständigen GDT581-S-Host	HERBAL::D[AR|S]::G[AIIN|AR|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
231	RUNNING:G407-E0718@2	RUNNING_ATOM	G407-E0718	G407-S034	f55v	HERBAL	große aromatische Doldenpflanze	ochedy	2	CHD	ACTION:G407-E0718@2:CHD	CHD|O|Y	CHD|O|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Bearbeite oder zerreibe	CHD_HP_DRY_GRIND	Zerreibe	feste Pflanzen- oder Drogencharge zerreiben	OBJECT_STATE_SUBREADING	LEXICALLY_REFINED	Feststoffsignal ohne Flüssigkeitsmaß im vollständigen CHD-Host	HERBAL::D[CHD|O|Y]::G[CHD|O|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
232	RUNNING:G407-E0727@1	RUNNING_ATOM	G407-E0727	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	chedy	1	CHD	ACTION:G407-E0727@1:CHD	CHD|Y	AIIN|CHD|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CHD	NONE	NONE	Bearbeite oder zerreibe	CHD_REST_PROCESS	Bearbeite	Arbeitsgut oder Ansatz bearbeiten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein trockener Materialhost oder registereigene Speziallesung	HERBAL::D[CHD|Y]::G[AIIN|CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
233	RUNNING:G407-E0728@1	RUNNING_ATOM	G407-E0728	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	talam	1	T	ACTION:G407-E0728@1:T	AL|AM_ADDR|T	AL|AM_ADDR|T	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein oder temperiere	T_HP_MEASURE_SET	Stelle Maß oder Ort ein	Maß, Anteil, Einheit oder Arbeitsort einstellen	DIRECT_HOST_SUBREADING	LEXICALLY_REFINED	direktes Maß-, Einheits- oder Ortsargument ohne Charge	HERBAL::D[AL|AM_ADDR|T]::G[AL|AM_ADDR|T]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
234	RUNNING:G407-E0734@2	RUNNING_ATOM	G407-E0734	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	okchd	2	CHD	ACTION:G407-E0734@2:CHD	CHD	CHD	SAME_CARD_DIRECT_HOST	CHD|OK	OK	NONE	Bearbeite oder zerreibe	CHD_REST_PROCESS	Bearbeite	Arbeitsgut oder Ansatz bearbeiten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein trockener Materialhost oder registereigene Speziallesung	HERBAL::D[CHD]::G[CHD]::P[OK]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
235	RUNNING:G407-E0736@1	RUNNING_ATOM	G407-E0736	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	sheokey	1	SH	ACTION:G407-E0736@1:SH	E|SH	E|SH	SAME_CARD_DIRECT_HOST	OK|SH	NONE	OK	Halte oder lass ziehen	SH_REST_HOLD	Halte	Zustand oder Argument halten	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Bad-, Auszug- oder Einweichanker	HERBAL::D[E|SH]::G[E|SH]::P[NONE]::N[OK]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
236	RUNNING:G407-E0740@2	RUNNING_ATOM	G407-E0740	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	kchdy	2	CHD	ACTION:G407-E0740@2:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD|K	K	NONE	Bearbeite oder zerreibe	CHD_HP_DRY_GRIND	Zerreibe	feste Pflanzen- oder Drogencharge zerreiben	OBJECT_STATE_SUBREADING	LEXICALLY_REFINED	Feststoffsignal ohne Flüssigkeitsmaß im vollständigen CHD-Host	HERBAL::D[CHD|Y]::G[CHD|Y]::P[K]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
237	RUNNING:G407-E0745@1	RUNNING_ATOM	G407-E0745	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	tar	1	T	ACTION:G407-E0745@1:T	AR|T	AR|T	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein oder temperiere	T_HP_MEASURE_SET	Stelle Maß oder Ort ein	Maß, Anteil, Einheit oder Arbeitsort einstellen	DIRECT_HOST_SUBREADING	LEXICALLY_REFINED	direktes Maß-, Einheits- oder Ortsargument ohne Charge	HERBAL::D[AR|T]::G[AR|T]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
238	RUNNING:G407-E0746@1	RUNNING_ATOM	G407-E0746	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	chedy	1	CHD	ACTION:G407-E0746@1:CHD	CHD|Y	CHD|Y	SAME_CARD_DIRECT_HOST	CHD	NONE	NONE	Bearbeite oder zerreibe	CHD_HP_DRY_GRIND	Zerreibe	feste Pflanzen- oder Drogencharge zerreiben	OBJECT_STATE_SUBREADING	LEXICALLY_REFINED	Feststoffsignal ohne Flüssigkeitsmaß im vollständigen CHD-Host	HERBAL::D[CHD|Y]::G[CHD|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
239	RUNNING:G407-E0753@1	RUNNING_ATOM	G407-E0753	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	talody	1	T	ACTION:G407-E0753@1:T	AL|D_ADDR|O|T|Y	AL|D_ADDR|O|T|Y	SAME_CARD_DIRECT_HOST	T	NONE	NONE	Stelle ein oder temperiere	T_HP_FORM_SET	Stelle Form oder Stufe ein	Zubereitungsform oder Verarbeitungsstufe einstellen	DIRECT_HOST_SUBREADING	LEXICALLY_REFINED	Form-, Stufen- oder Durchgangsmarker direkt am T-Kopf	HERBAL::D[AL|D_ADDR|O|T|Y]::G[AL|D_ADDR|O|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
240	RUNNING:G407-E0768@1	RUNNING_ATOM	G407-E0768	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	s	1	S	ACTION:G407-E0768@1:S	S	AIIN|S	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	S	NONE	NONE	Wähle oder trenne ab	S_HP_STRAIN	Seihe ab	Auszug oder abgemessene Flüssigkeit abseihen	REMOTE_OBJECT_SUBREADING	LEXICALLY_REFINED	AIIN im vollständigen GDT581-S-Host	HERBAL::D[S]::G[AIIN|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
241	RUNNING:G407-E0772@2	RUNNING_ATOM	G407-E0772	G407-S036	f55v	HERBAL	große aromatische Doldenpflanze	ytaiin	2	T	ACTION:G407-E0772@2:T	AIIN|T|Y	AIIN|AR|T|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	T	NONE	NONE	Stelle ein oder temperiere	T_PHYSICAL_BROAD	Stelle ein oder temperiere	Charge oder Arbeitsbedingung einstellen oder temperieren	HONEST_BROAD_FALLBACK	SPECIFIC_GDT582_READING_RETAINED	Charge allein entscheidet weder Wärme, Kälte noch Trocknung	HERBAL::D[AIIN|T|Y]::G[AIIN|AR|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
242	RUNNING:G407-E0784@2	RUNNING_ATOM	G407-E0784	G407-S037	f55v	HERBAL	große aromatische Doldenpflanze	oltchy	2	T	ACTION:G407-E0784@2:T	T|Y	AIIN|AIN|AR|OR|T|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	T	NONE	NONE	Stelle ein oder temperiere	T_PHYSICAL_BROAD	Stelle ein oder temperiere	Charge oder Arbeitsbedingung einstellen oder temperieren	HONEST_BROAD_FALLBACK	SPECIFIC_GDT582_READING_RETAINED	Charge allein entscheidet weder Wärme, Kälte noch Trocknung	HERBAL::D[T|Y]::G[AIIN|AIN|AR|OR|T|Y]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
243	RUNNING:G407-E0792@1	RUNNING_ATOM	G407-E0792	G407-S037	f55v	HERBAL	große aromatische Doldenpflanze	sl	1	S	ACTION:G407-E0792@1:S	L|S	AIIN|AR|L|S	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	S	NONE	NONE	Wähle oder trenne ab	S_HP_STRAIN	Seihe ab	Auszug oder abgemessene Flüssigkeit abseihen	REMOTE_OBJECT_SUBREADING	LEXICALLY_REFINED	AIIN im vollständigen GDT581-S-Host	HERBAL::D[L|S]::G[AIIN|AR|L|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
244	RUNNING:G407-E0799@3	RUNNING_ATOM	G407-E0799	G407-S038	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	chchs	3	S	ACTION:G407-E0799@3:S	S	S|Y	COMPLETE_GDT581_HOST_INCLUDES_REMOTE_ARGUMENT	CH|S	CH	NONE	Wähle oder trenne ab	S_HP_SEPARATE	Trenne ab	Pflanzen- oder Drogencharge abtrennen	OBJECT_SUBREADING	LEXICALLY_REFINED	Charge als sichtbares S-Argument	HERBAL::D[S]::G[S|Y]::P[CH]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
245	RUNNING:G407-E0802@2	RUNNING_ATOM	G407-E0802	G407-S038	f56r	HERBAL	stachelköpfiges Kraut in mehreren Reifestufen	esedy	2	S	ACTION:G407-E0802@2:S	E|S	E|S	SAME_CARD_DIRECT_HOST	S	NONE	NONE	Wähle oder trenne ab	S_REST_SELECT	Wähle aus	Material, Station oder Arbeitsschritt auswählen	HONEST_BROAD_FALLBACK	LEXICALLY_REFINED	kein hinreichender Trenn-, Sieb- oder Umleitungsanker	HERBAL::D[E|S]::G[E|S]::P[NONE]::N[NONE]	EXACT_GDT582_SLOT_AND_PRIMARY_GOVERNOR_RETAINED__REPLACEABLE_WORKING_SENSE__NO_NEW_SEGMENT
