action_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_action_root	inherited_action_value_de	action_source_type	action_source_event_id	source_card_distance	action_scope_frame_id	action_scope_kind	control_action_context_witness	context_voice_working_clause_de	guard
251	G407-E1974	G407-S223	f76r	BIOLOGICAL	qolair	OL+D_ADDR+AIR	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten; an der bezeichneten Stelle; entlang der Stationsbahn.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
252	G407-E1984	G407-S224	f76r	BIOLOGICAL	qotey	OT+E+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad I.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
253	G407-E1985	G407-S224	f76r	BIOLOGICAL	qotain	OT+AIN	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsanteil im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
254	G407-E1991	G407-S224	f76r	BIOLOGICAL	chol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1989	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
255	G407-E2000	G407-S228	f76r	BIOLOGICAL	qolchey	OL+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E1999	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: entnimm den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
256	G407-E2009	G407-S232	f76r	BIOLOGICAL	otedyl	OT+E+DY+L	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationsposten; auf Grad I; über die sichtbare Verbindung; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
257	G407-E2015	G407-S235	f76r	BIOLOGICAL	qolchey	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2014	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
258	G407-E2016	G407-S235	f76r	BIOLOGICAL	qotain	OT+AIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2014	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsanteil im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
259	G407-E2026	G407-S238	f76r	BIOLOGICAL	olain	OL+AIN	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite den Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
260	G407-E2027	G407-S238	f76r	BIOLOGICAL	ot	OT	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
261	G407-E2029	G407-S239	f76r	BIOLOGICAL	qotaly	OT+AL+Y	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationsposten; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
262	G407-E2033	G407-S240	f76r	BIOLOGICAL	oleeed	OL+EEE+D_ADDR	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsanteil; auf Grad III; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
263	G407-E2044	G407-S244	f76r	BIOLOGICAL	olaiin	OL+AIIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte den Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
264	G407-E2048	G407-S245	f76r	BIOLOGICAL	qol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
265	G407-E2053	G407-S246	f76r	BIOLOGICAL	alolor	OL+OR	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2051	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze die Stationseinheit ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
266	G407-E2054	G407-S246	f76r	BIOLOGICAL	olain	OL+AIN	P	EINSETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2051	3	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationsanteil ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
267	G407-E2059	G407-S246	f76r	BIOLOGICAL	qoloin	OL+O+IIN	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2057	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze dieselbe Stationseinheit im Stationsgang an; zur Ausführung; auf der Stufe.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
268	G407-E2067	G407-S247	f76r	BIOLOGICAL	qolal	OL+AL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2065	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationsposten zu; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
269	G407-E2077	G407-S249	f76r	BIOLOGICAL	qolain	OL+AIN	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite den Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
270	G407-E2085	G407-S249	f76r	BIOLOGICAL	oly	OL+Y	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2082	3	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: entnimm den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
271	G407-E2090	G407-S250	f76r	BIOLOGICAL	ol	OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2089	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: entnimm denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
272	G407-E2151	G407-S259	f76r	BIOLOGICAL	lol	L+OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2150	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten; über die sichtbare Verbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
273	G407-E2153	G407-S259	f76r	BIOLOGICAL	ol	OL	R	MARKIEREN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2152	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: markiere denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
274	G407-E2158	G407-S259	f76r	BIOLOGICAL	qoolkal	OL+AL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2157	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
275	G407-E2167	G407-S262	f76r	BIOLOGICAL	oly	OL+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2166	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
276	G407-E2175	G407-S263	f76r	BIOLOGICAL	otar	OT+AR	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2174	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: entnimm denselben Stationsposten; von der Ausgangsstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
277	G407-E2177	G407-S263	f76r	BIOLOGICAL	qol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2176	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
278	G407-E2185	G407-S264	f76r	BIOLOGICAL	chol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2184	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
279	G407-E2188	G407-S264	f76r	BIOLOGICAL	ol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2186	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite dieselbe Stationseinheit.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
280	G407-E2190	G407-S264	f76r	BIOLOGICAL	chol	OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2186	4	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite dieselbe Stationseinheit.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
281	G407-E2194	G407-S264	f76r	BIOLOGICAL	oly	OL+Y	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2191	3	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
282	G407-E2207	G407-S270	f76r	BIOLOGICAL	oty	OT+Y	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
283	G407-E2211	G407-S271	f76r	BIOLOGICAL	qolchey	OL+Y	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2210	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: stelle den Stationsposten ein.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
284	G407-E2221	G407-S272	f76r	BIOLOGICAL	oty	OT+Y	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2220	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
285	G407-E2230	G407-S274	f76r	BIOLOGICAL	otedy	OT+E+DY	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2229	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
286	G407-E2243	G407-S277	f76r	BIOLOGICAL	qolain	OL+AIN	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite den Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
287	G407-E2244	G407-S277	f76r	BIOLOGICAL	qotal	OT+AL	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite denselben Stationsanteil; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
288	G407-E2248	G407-S278	f76r	BIOLOGICAL	otalam	OT+AL+AM_ADDR	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2247	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle denselben Stationsposten ein; zur Zielstation; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
289	G407-E2254	G407-S278	f76r	BIOLOGICAL	chol	OL	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2253	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
290	G407-E2255	G407-S278	f76r	BIOLOGICAL	oly	OL+Y	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2253	2	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
291	G407-E2257	G407-S278	f76r	BIOLOGICAL	lol	L+OL	CH	NEHMEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2256	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: entnimm denselben Stationsposten; über die sichtbare Verbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
292	G407-E2261	G407-S279	f76r	BIOLOGICAL	qoty	OT+Y	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2260	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: führe den Stationsposten zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
293	G407-E2263	G407-S279	f76r	BIOLOGICAL	alol	AL+OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2262	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationsposten zu; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
294	G407-E2265	G407-S279	f76r	BIOLOGICAL	ol	OL	K	GEBEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2264	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe denselben Stationswert zu.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
295	G407-E2267	G407-S280	f76r	BIOLOGICAL	otain	OT+AIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
296	G407-E2287	G407-S284	f76r	BIOLOGICAL	otedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
297	G407-E2293	G407-S287	f76r	BIOLOGICAL	otarain	OT+AIN	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2292	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: bearbeite den Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
298	G407-E2302	G407-S287	f76r	BIOLOGICAL	otedy	OT+E+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2301	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
299	G407-E2303	G407-S288	f76r	BIOLOGICAL	olain	OL+AIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte den Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
300	G407-E2311	G407-S288	f76r	BIOLOGICAL	oteedy	OT+EE+DY	T	EINSTELLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2310	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle denselben Stationsanteil ein; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
301	G407-E2316	G407-S290	f76r	BIOLOGICAL	olaiin	OL+AIIN	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2315	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle den Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
302	G407-E2329	G407-S291	f76r	BIOLOGICAL	dol	D_ADDR+OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2328	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Stationsposten; an der bezeichneten Stelle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
303	G407-E2333	G407-S292	f76r	BIOLOGICAL	otal	OT+AL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2332	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
304	G407-E2345	G407-S295	f76r	BIOLOGICAL	rorol	L+OL+OL	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2344	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung; nochmals weiterführen.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
305	G407-E2354	G407-S301	f76r	BIOLOGICAL	otain	OT+AIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationsanteil.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
306	G407-E2356	G407-S301	f76r	BIOLOGICAL	qol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2355	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle denselben Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
307	G407-E2358	G407-S302	f76r	BIOLOGICAL	ol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
308	G407-E2362	G407-S303	f76r	BIOLOGICAL	qoteedy	OT+EE+DY	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte dieselbe Stationseinheit; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
309	G407-E2369	G407-S305	f76r	BIOLOGICAL	qolaiin	OL+AIIN	CHD	BEARBEITEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2368	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite den Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
310	G407-E2374	G407-S307	f76r	BIOLOGICAL	choly	OL+Y	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite den Stationsposten.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
311	G407-E2388	G407-S309	f76r	BIOLOGICAL	ol	OL	OK	SETZEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2387	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
312	G407-E2394	G407-S311	f77r	BIOLOGICAL	ol	OL	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2393	1	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: wähle.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
313	G407-E2401	G407-S312	f77r	BIOLOGICAL	loly	L+OL+Y	K	GEBEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: führe den Stationsposten zu; über die sichtbare Verbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
314	G407-E2405	G407-S312	f77r	BIOLOGICAL	qotaiin	OT+AIIN	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2404	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
315	G407-E2406	G407-S312	f77r	BIOLOGICAL	qotedy	OT+E+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2404	2	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationswert; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
316	G407-E2412	G407-S313	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	S	WÄHLEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2411	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: wähle denselben Stationsposten; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
317	G407-E2415	G407-S315	f77r	BIOLOGICAL	chol	OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: halte denselben Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
318	G407-E2419	G407-S317	f77r	BIOLOGICAL	oteedy	OT+EE+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
319	G407-E2422	G407-S319	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	T	EINSTELLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: stelle denselben Stationsposten ein; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
320	G407-E2423	G407-S320	f77r	BIOLOGICAL	qodeedy	O+D_ADDR+EE+DY	T	EINSTELLEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S03	BARE	YES	Im laufenden Gang: Stelle denselben Stationsposten ein; zur Ausführung; an der bezeichneten Stelle; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
321	G407-E2430	G407-S322	f77r	BIOLOGICAL	qol	OL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationswert im Stationsgang an.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
322	G407-E2437	G407-S325	f77r	BIOLOGICAL	qolal	OL+AL	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: setze denselben Stationsposten im Stationsgang an; zur Zielstation.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
323	G407-E2442	G407-S325	f77r	BIOLOGICAL	qoteedy	OT+EE+DY	SH	HALTEN	SAME_STATEMENT_VISIBLE_ACTION	G407-E2441	1	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationsanteil; auf Grad II; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
324	G407-E2446	G407-S328	f77r	BIOLOGICAL	qotedy	OT+E+DY	OK	SETZEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; auf Grad I; schließe den Schritt.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
325	G407-E2449	G407-S331	f77r	BIOLOGICAL	qotol	OT+OL	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte denselben Stationswert; weiterführen.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
326	G407-E2456	G407-S333	f77r	BIOLOGICAL	lol	L+OL	CHD	BEARBEITEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S01	WEITER	YES	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
327	G407-E2458	G407-S334	f77r	BIOLOGICAL	qotaiin	OT+AIIN	SH	HALTEN	OWNER_CONTEXT_DEFAULT_ACTION	OWNER_DEFAULT	NOT_APPLICABLE	GDT569-S02	DANACH	YES	Danach im laufenden Gang: halte den Stationswert.	GDT562_ACTION_PROVENANCE_RETAINED__SCOPE_RENDERING_ONLY
