argument_carry_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	inherited_argument_root	explicit_argument_phrase_de	carried_argument_phrase_de	carried_argument_realization_count	control_prior_marker_count	context_voice_working_clause_de	guard
386	G407-E1950	G407-S217	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Setze dieselbe Stationseinheit im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
387	G407-E1956	G407-S218	f76r	BIOLOGICAL	okeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
388	G407-E1972	G407-S221	f76r	BIOLOGICAL	lchedy	L+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
389	G407-E1973	G407-S222	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
390	G407-E1974	G407-S223	f76r	BIOLOGICAL	qolair	OL+D_ADDR+AIR	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten; an der bezeichneten Stelle; entlang der Stationsbahn.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
391	G407-E1976	G407-S223	f76r	BIOLOGICAL	qotes	OT+E+S	Y	den Stationsposten	denselben Stationsposten	1	1	Danach: wähle denselben Stationsposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
392	G407-E1983	G407-S223	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
393	G407-E1991	G407-S224	f76r	BIOLOGICAL	chol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
394	G407-E1993	G407-S224	f76r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
395	G407-E1994	G407-S225	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
396	G407-E2005	G407-S228	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
397	G407-E2006	G407-S229	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
398	G407-E2007	G407-S230	f76r	BIOLOGICAL	lshedy	L+SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; über die sichtbare Verbindung; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
399	G407-E2008	G407-S231	f76r	BIOLOGICAL	qolchedy	OL+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
400	G407-E2009	G407-S232	f76r	BIOLOGICAL	otedyl	OT+E+DY+L	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: bearbeite denselben Stationsposten; auf Grad I; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
401	G407-E2010	G407-S233	f76r	BIOLOGICAL	dshedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
402	G407-E2013	G407-S234	f76r	BIOLOGICAL	lchedy	L+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
403	G407-E2021	G407-S235	f76r	BIOLOGICAL	alchdy	AL+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
404	G407-E2022	G407-S236	f76r	BIOLOGICAL	qokchsdy	OK+CHD+S+DY	Y	den Stationsposten	denselben Stationsposten	3	3	Setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten und wähle denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
405	G407-E2024	G407-S237	f76r	BIOLOGICAL	lchedy	L+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
406	G407-E2027	G407-S238	f76r	BIOLOGICAL	ot	OT	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: bearbeite denselben Stationsanteil.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
407	G407-E2028	G407-S238	f76r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
408	G407-E2032	G407-S239	f76r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
409	G407-E2033	G407-S240	f76r	BIOLOGICAL	oleeed	OL+EEE+D_ADDR	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Weiter im laufenden Gang: halte denselben Stationsanteil; auf Grad III; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
410	G407-E2043	G407-S243	f76r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
411	G407-E2047	G407-S244	f76r	BIOLOGICAL	dalshedy	AL+SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
412	G407-E2048	G407-S245	f76r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
413	G407-E2049	G407-S245	f76r	BIOLOGICAL	sheedy	SH+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
414	G407-E2059	G407-S246	f76r	BIOLOGICAL	qoloin	OL+O+IIN	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Weiter im laufenden Gang: setze dieselbe Stationseinheit im Stationsgang an; zur Ausführung; auf der Stufe.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
415	G407-E2062	G407-S246	f76r	BIOLOGICAL	lchedy	L+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
416	G407-E2067	G407-S247	f76r	BIOLOGICAL	qolal	OL+AL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu; zur Zielstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
417	G407-E2069	G407-S247	f76r	BIOLOGICAL	lchedy	L+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
418	G407-E2076	G407-S248	f76r	BIOLOGICAL	qolchedy	OL+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
419	G407-E2090	G407-S250	f76r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: entnimm denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
420	G407-E2101	G407-S250	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
421	G407-E2102	G407-S251	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
422	G407-E2104	G407-S252	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
423	G407-E2132	G407-S254	f76r	BIOLOGICAL	dalshedy	AL+SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; zur Zielstation; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
424	G407-E2140	G407-S255	f76r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
425	G407-E2143	G407-S257	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
426	G407-E2147	G407-S258	f76r	BIOLOGICAL	pchedy	P+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
427	G407-E2151	G407-S259	f76r	BIOLOGICAL	lol	L+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten; über die sichtbare Verbindung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
428	G407-E2153	G407-S259	f76r	BIOLOGICAL	ol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: markiere denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
429	G407-E2158	G407-S259	f76r	BIOLOGICAL	qoolkal	OL+AL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten; zur Zielstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
430	G407-E2159	G407-S259	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
431	G407-E2160	G407-S260	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
432	G407-E2162	G407-S261	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
433	G407-E2169	G407-S262	f76r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
434	G407-E2173	G407-S263	f76r	BIOLOGICAL	okeolor	OK+E+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: setze denselben Stationsposten im Stationsgang an; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
435	G407-E2175	G407-S263	f76r	BIOLOGICAL	otar	OT+AR	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: entnimm denselben Stationsposten; von der Ausgangsstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
436	G407-E2177	G407-S263	f76r	BIOLOGICAL	qol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
437	G407-E2181	G407-S263	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
438	G407-E2182	G407-S264	f76r	BIOLOGICAL	sheol	SH+E+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: halte denselben Stationsposten; auf Grad I.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
439	G407-E2185	G407-S264	f76r	BIOLOGICAL	chol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
440	G407-E2188	G407-S264	f76r	BIOLOGICAL	ol	OL	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Weiter im laufenden Gang: bearbeite dieselbe Stationseinheit.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
441	G407-E2190	G407-S264	f76r	BIOLOGICAL	chol	OL	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Weiter im laufenden Gang: bearbeite dieselbe Stationseinheit.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
442	G407-E2198	G407-S265	f76r	BIOLOGICAL	olsheol	OL+K+E+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: führe denselben Stationsposten zu; auf Grad I; nochmals weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
443	G407-E2209	G407-S270	f76r	BIOLOGICAL	chpsheedy	CH+P+SH+EE+DY	Y	den Stationsposten	denselben Stationsposten	3	3	Entnimm denselben Stationsposten und setze denselben Stationsposten ein und halte denselben Stationsposten; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
444	G407-E2219	G407-S271	f76r	BIOLOGICAL	olchdy	OL+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
445	G407-E2223	G407-S272	f76r	BIOLOGICAL	lchedy	L+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
446	G407-E2226	G407-S273	f76r	BIOLOGICAL	okedy	OK+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
447	G407-E2230	G407-S274	f76r	BIOLOGICAL	otedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
448	G407-E2236	G407-S275	f76r	BIOLOGICAL	qokchdyl	OK+CHD+DY+L	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten im Stationsgang an und bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
449	G407-E2242	G407-S276	f76r	BIOLOGICAL	lchedy	L+CHD+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Bearbeite denselben Stationsposten; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
450	G407-E2244	G407-S277	f76r	BIOLOGICAL	qotal	OT+AL	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: bearbeite denselben Stationsanteil; zur Zielstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
451	G407-E2245	G407-S277	f76r	BIOLOGICAL	shedy	SH+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Halte denselben Stationsanteil; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
452	G407-E2248	G407-S278	f76r	BIOLOGICAL	otalam	OT+AL+AM_ADDR	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: stelle denselben Stationsposten ein; zur Zielstation; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
453	G407-E2253	G407-S278	f76r	BIOLOGICAL	sheeoldy	SH+EE+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: halte denselben Stationsposten; auf Grad II.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
454	G407-E2254	G407-S278	f76r	BIOLOGICAL	chol	OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
455	G407-E2257	G407-S278	f76r	BIOLOGICAL	lol	L+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: entnimm denselben Stationsposten; über die sichtbare Verbindung.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
456	G407-E2263	G407-S279	f76r	BIOLOGICAL	alol	AL+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: führe denselben Stationsposten zu; zur Zielstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
457	G407-E2265	G407-S279	f76r	BIOLOGICAL	ol	OL	AIIN	den Stationswert	denselben Stationswert	1	1	Weiter im laufenden Gang: führe denselben Stationswert zu.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
458	G407-E2266	G407-S279	f76r	BIOLOGICAL	shedy	SH+E+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Halte denselben Stationswert; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
459	G407-E2272	G407-S281	f76r	BIOLOGICAL	shedy	SH+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
460	G407-E2278	G407-S282	f76r	BIOLOGICAL	okeedy	OK+EE+DY	AIIN	den Stationswert	denselben Stationswert	1	1	Setze denselben Stationswert im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
461	G407-E2286	G407-S283	f76r	BIOLOGICAL	okedy	OK+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
462	G407-E2287	G407-S284	f76r	BIOLOGICAL	otedy	OT+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
463	G407-E2288	G407-S285	f76r	BIOLOGICAL	okedy	OK+E+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Setze denselben Stationsanteil im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
464	G407-E2289	G407-S286	f76r	BIOLOGICAL	lchedy	L+CHD+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Bearbeite denselben Stationsanteil; über die sichtbare Verbindung; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
465	G407-E2302	G407-S287	f76r	BIOLOGICAL	otedy	OT+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
466	G407-E2311	G407-S288	f76r	BIOLOGICAL	oteedy	OT+EE+DY	AIN	den Stationsanteil	denselben Stationsanteil	1	1	Danach im laufenden Gang: stelle denselben Stationsanteil ein; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
467	G407-E2313	G407-S289	f76r	BIOLOGICAL	shedy	SH+E+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
468	G407-E2318	G407-S290	f76r	BIOLOGICAL	shol	SH+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: halte denselben Stationsposten.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
469	G407-E2327	G407-S290	f76r	BIOLOGICAL	pchedy	P+CHD+DY	Y	den Stationsposten	denselben Stationsposten	2	2	Setze denselben Stationsposten ein und bearbeite denselben Stationsposten; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
470	G407-E2329	G407-S291	f76r	BIOLOGICAL	dol	D_ADDR+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: wähle denselben Stationsposten; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
471	G407-E2331	G407-S291	f76r	BIOLOGICAL	olkedy	OL+K+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: führe denselben Stationsposten zu; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
472	G407-E2333	G407-S292	f76r	BIOLOGICAL	otal	OT+AL	AIIN	den Stationswert	denselben Stationswert	1	1	Danach im laufenden Gang: setze denselben Stationswert im Stationsgang an; zur Zielstation.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
473	G407-E2336	G407-S293	f76r	BIOLOGICAL	shedy	SH+E+DY	OR	die Stationseinheit	dieselbe Stationseinheit	1	1	Halte dieselbe Stationseinheit; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
474	G407-E2338	G407-S294	f76r	BIOLOGICAL	keedy	K+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Führe denselben Stationsposten zu; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
475	G407-E2345	G407-S295	f76r	BIOLOGICAL	rorol	L+OL+OL	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter im laufenden Gang: bearbeite denselben Stationsposten; über die sichtbare Verbindung; nochmals weiterführen.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
476	G407-E2346	G407-S295	f76r	BIOLOGICAL	olsheed	OL+SH+EE+D_ADDR	Y	den Stationsposten	denselben Stationsposten	1	1	Weiter: halte denselben Stationsposten; auf Grad II; an der bezeichneten Stelle.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
477	G407-E2347	G407-S296	f76r	BIOLOGICAL	qokedy	OK+E+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
478	G407-E2348	G407-S297	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	Y	den Stationsposten	denselben Stationsposten	1	1	Setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	CONTEXT_ARGUMENT_PROVENANCE_RETAINED__ROOT_UNCHANGED
