surface	card_class	preferred_working_default_de	rival_1_de	rival_2_de	rival_3_de	preferred_mechanism	mechanism_rival_1	mechanism_rival_2	mechanism_rival_3	confidence_0_100_not_probability	confidence_label	confidence_basis	display_scope	lineage_sources	lineage_decision	positive_evidence_de	counterevidence_de	raw_occurrences	raw_page_count	reader_exact_surface	reader_exact_occurrences	reader_exact_page_count	reader_exact_physical_folio_count	fused_and_separated_boundary_family	profile_role_rival	profile_role_selector_usable	replaceable	gdt789_new_renderer_license	portable_ar_component_used	prior_gdt734_reading_id	prior_gdt734_default_de	prior_gdt734_score_not_probability	default_is_translation	confirmed_lexeme	confirmed_plaintext	specific_substance_confirmed	historical_word_credit	phonetic_or_eva_letter_credit	component_export_credit
kaolkar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
kar	EXPLICIT_COMPLETE_WHOLE	heißer Anteil	heiße Teilmenge	Wärmeklasse	gelernter technischer Name	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	50	C0_RECURRENT_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT654|GDT789	COMPLETE_WHOLE_PRIOR_NO_AR_EXPORT	Vollständige Oberfläche: 57 roh, 42 reader-exakt auf 26 Folios. Nicht freigegebene Profilrivale VALUE mit Marge 0.048.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	57	42	1	42	32	26	0	VALUE	0	1	0	0	kar#GLOBAL	heiße Drogenfraktion I	66	0	0	0	0	0	0	0
karar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	23	C0_EXACT_SINGLETON_WHOLE_BOUNDARY_BRIDGE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Zusätzlich getrennte X ar-Grenzbrücke. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	1	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
kchar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	kchar#GLOBAL	heiße Trockenfraktion I	36	0	0	0	0	0	0	0
kcheoakar	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
kchoar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
keear	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	28	C0_RECURRENT_FAMILY_PRIOR	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 4 roh, 3 reader-exakt auf 2 Folios. Nicht freigegebene Profilrivale VALUE mit Marge 0.146.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	4	3	1	3	2	2	0	VALUE	0	1	0	0	keear#GLOBAL	erste Drogenfraktion vollständig erhitzt	56	0	0	0	0	0	0	0
keeyfar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	keeyfar#GLOBAL	vollständig erhitzte erste Blütenfraktion	4	0	0	0	0	0	0	0
keshar	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
kesoar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
kolkar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
kshar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 2 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	2	2	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
kshartar	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
lar	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	33	C0_RECURRENT_FAMILY_PRIOR_BOUNDARY_BRIDGE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 8 roh, 5 reader-exakt auf 5 Folios. Zusätzlich getrennte X ar-Grenzbrücke. Nicht freigegebene Profilrivale PART mit Marge 0.091.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	8	7	1	5	5	5	1	PART	0	1	0	0	lar#GLOBAL	Holzfraktion I	56	0	0	0	0	0	0	0
lchar	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	28	C0_RECURRENT_FAMILY_PRIOR	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 3 roh, 3 reader-exakt auf 3 Folios. Nicht freigegebene Profilrivale AMOUNT mit Marge 0.003.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	3	3	1	3	3	3	0	AMOUNT	0	1	0	0	lchar#GLOBAL	trockene Holzfraktion I	56	0	0	0	0	0	0	0
lcharar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
lchear	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
lfar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
lkar	RECURRENT_WHOLE_FALLBACK	wiederkehrendes Verhältnisfeld	Anteilsposten	Teilmenge	Wert-/Klassenfeld	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	38	C0_RECURRENT_FAMILY_PRIOR	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	RECURRENT_COMPLETE_WHOLE_FAMILY_PRIOR	Vollständige Oberfläche: 31 roh, 29 reader-exakt auf 13 Folios. Nicht freigegebene Profilrivale PART mit Marge 0.059.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	31	21	1	29	19	13	0	PART	0	1	0	0	lkar#1	erhitzter Holzanteil I	30	0	0	0	0	0	0	0
lkarshar	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
lkeeoar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
loar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	loar#GLOBAL	erste Fraktion eines Holzdrogenansatzes	4	0	0	0	0	0	0	0
lokar	EXACT_SINGLETON_FALLBACK	benanntes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	20	C0_EXACT_SINGLETON_WHOLE	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	READER_EXACT_COMPLETE_WHOLE_ONLY	GDT789	EXACT_SINGLETON_COMPLETE_WHOLE_PRIOR	Vollständige Oberfläche: 1 roh, 1 reader-exakt auf 1 Folios. Kein robustes AR/OR-Profilpaar.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	1	1	1	1	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
lotar	RAW_ONLY_FALLBACK	unbestimmtes Verhältnisfeld	Anteilsposten	Teilmenge	gelernter technischer Ganzname	OBSERVED_COMPLETE_WHOLE_NO_PORTABLE_AR_EXPORT	PORTABLE_AR_SHARE_REMAINDER	AR_OR_SHELL_CONTRAST	OPAQUE_LEARNED_WHOLE	10	C0_RAW_READER_WARNING	EDITORIAL_EVIDENCE_WEIGHT_NOT_FORMULA_NOT_PROBABILITY	RAW_READER_WARNING_ONLY	GDT789	RAW_READER_WARNING_ONLY	Rohe vollständige Oberfläche mit 1 Vorkommen; keine reader-exakte Kartenlizenz.	Der AR-Rest schlägt Xor und gelernte Ganzwörter nur 7/31 in der Stützkohorte und 8/31 in der historischen Ausschlusssicht; beide R/N-Stufen liefern null Volltreffer. Der Rollenklassifikator verwechselt Mengen- und Wertköpfe. Die Anzeige ist daher eine ersetzbare Ganzworthypothese, keine ar-Komponente.	1	1	0	0	0	0	0	NA	0	1	0	0	NONE	NONE	NONE	0	0	0	0	0	0	0
