locus_row	diagram_id	page	locus	group_count	group_serials	opaque_local_ids	surface_sequence	complete_visible_label	v71_owner_status	selected_visible_owner	local_namespace	local_owner_kind	silent_argument_default	visible_basis	continuous_local_reading	source_status	confidence	historical_celestial_rival	technical_formal_rival	contradiction	orientation_status	cross_namespace_join	prose_card_import	global_7x12	semantic_ceiling
108	A2	f68r1	f68r1.34	1	248	A2:G058	osdaiin	osdaiin	DIRECT_VISIBLE	A2_STAR_STATION_26	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 26 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_26] setze das vollständige opake Lokaletikett «osdaiin». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
109	A2	f68r1	f68r1.35	1	249	A2:G059	otochedy	otochedy	DIRECT_VISIBLE	A2_STAR_STATION_27	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 27 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_27] setze das vollständige opake Lokaletikett «otochedy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
110	A2	f68r1	f68r1.36	1	250	A2:G060	dolchedy	dolchedy	DIRECT_VISIBLE	A2_STAR_STATION_28	A68_MULTIPANEL_STAR_ATLAS	MULTIPANEL_STAR_LABEL	sichtbarer lokal beschrifteter Sternplatz 28 im f68r1-Atlas	das lokale Label sitzt bei einem einzelnen Stern; zwischen Sternen gibt es keine Kante	Am Besitzer [A2_STAR_STATION_28] setze das vollständige opake Lokaletikett «dolchedy». Setze das vollständige Etikett an genau diesen sichtbaren Sternplatz und schlage seinen Eintrag in dessen lokalem Paneel nach. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
111	A2	f68r1	f68r1.37	5	251|252|253|254|255	A2:G061|A2:G062|A2:G063|A2:G064|A2:G065	oky|okchdy|okardy|qear|oygy	oky okchdy okardy qear oygy	UNRESOLVED	A2_CENTRAL_LEGEND_UNRESOLVED	A68_MULTIPANEL_STAR_ATLAS	SUBPANEL_CENTRAL_LEGEND_UNRESOLVED	lokale Zentrallegende eines f68r1-Teilbildes laut Exemplar	mehrere Gesichtzentren verhindern die alte seitenweite Zentralvererbung	Am Besitzer [A2_CENTRAL_LEGEND_UNRESOLVED] setze das vollständige opake Lokaletikett «oky okchdy okardy qear oygy». Kopiere die Zentrallegende in das gezeigte Teilbild; keine ganze Seite erbt automatisch ihren Wert. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP; OWNER_ASSIGNMENT_REQUIRES_MASTER_EXEMPLAR	LOW	mehrpaneeliger Sternatlas, Konstellationskatalog oder Mondstations-Merktafel	dekorative Stern-/Gesichtspaneele oder ein formaler Kopieratlas ohne bestimmbaren Kataloginhalt	Mehrere Paneele und mindestens fünf Zentren widersprechen einem einzigen ganzen Zentrum-plus-28-Kreis; kein Sternname ist identifiziert.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
112	A3	f69v	f69v.1	40	256|257|258|259|260|261|262|263|264|265|266|267|268|269|270|271|272|273|274|275|276|277|278|279|280|281|282|283|284|285|286|287|288|289|290|291|292|293|294|295	A3:G001|A3:G002|A3:G003|A3:G004|A3:G005|A3:G006|A3:G007|A3:G008|A3:G009|A3:G010|A3:G011|A3:G012|A3:G013|A3:G014|A3:G015|A3:G016|A3:G017|A3:G018|A3:G019|A3:G020|A3:G021|A3:G022|A3:G023|A3:G024|A3:G025|A3:G026|A3:G027|A3:G028|A3:G029|A3:G030|A3:G031|A3:G032|A3:G033|A3:G034|A3:G035|A3:G036|A3:G037|A3:G038|A3:G039|A3:G040	dair|cheyky|otaza|sar|ar|chykar|okoirsh|ar|chetody|okeeos|o|tey|otokeeey|okeeody|okeey|doiir|teeo|y|chey|ot|y|okedy|chsdy|okeod|y|dy|choaiin|okar|okar|chol|chees|yto|odair|oty|oteeo|dar|o|eykeody|dchor|char	dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char	DIRECT_VISIBLE	A3_LEFT_WHEEL_RING_TEXT	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_RING_LEGEND	Ringtext des linken 28-Platz-Rades	jedes Textband umschließt nur sein eigenes Kreisbild; zwischen Rädern fehlt jede Kante	Am Besitzer [A3_LEFT_WHEEL_RING_TEXT] setze das vollständige opake Lokaletikett «dair cheyky otaza sar ar chykar okoirsh ar chetody okeeos o tey otokeeey okeeody okeey doiir teeo y chey ot y okedy chsdy okeod y dy choaiin okar okar chol chees yto odair oty oteeo dar o eykeody dchor char». Kopiere diese Legende vollständig in das Ringband des linken Rades und lies sie nur in diesem Rad zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
113	A3	f69v	f69v.2	38	296|297|298|299|300|301|302|303|304|305|306|307|308|309|310|311|312|313|314|315|316|317|318|319|320|321|322|323|324|325|326|327|328|329|330|331|332|333	A3:G041|A3:G042|A3:G043|A3:G044|A3:G045|A3:G046|A3:G047|A3:G048|A3:G049|A3:G050|A3:G051|A3:G052|A3:G053|A3:G054|A3:G055|A3:G056|A3:G057|A3:G058|A3:G059|A3:G060|A3:G061|A3:G062|A3:G063|A3:G064|A3:G065|A3:G066|A3:G067|A3:G068|A3:G069|A3:G070|A3:G071|A3:G072|A3:G073|A3:G074|A3:G075|A3:G076|A3:G077|A3:G078	yka|chol|ykar|dal|ykady|iokeeor|cheey|choly|ykeeal|cheo|oaram|ockhy|sheey|aiin|y|daiial|cheody|cheal|yetey|chear|y|dy|ykey|ch|y|dy|chol|ykar|ol|y|ykeeody|chey|dal|ody|airchy|choky|ychey|chey	yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey	DIRECT_VISIBLE	A3_MIDDLE_WHEEL_RING_TEXT	A69_MIDDLE_CLOUD_WAVE_WHEEL	MIDDLE_WHEEL_RING_LEGEND	Ringtext des mittleren Wolken-/Wellenrades	jedes Textband umschließt nur sein eigenes Kreisbild; zwischen Rädern fehlt jede Kante	Am Besitzer [A3_MIDDLE_WHEEL_RING_TEXT] setze das vollständige opake Lokaletikett «yka chol ykar dal ykady iokeeor cheey choly ykeeal cheo oaram ockhy sheey aiin y daiial cheody cheal yetey chear y dy ykey ch y dy chol ykar ol y ykeeody chey dal ody airchy choky ychey chey». Kopiere diese Legende vollständig in das mittlere Wolken-/Wellenrad und lies sie nur dort zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	eigenständiges Himmels-, Wetter- oder Zustandsrad	eigenständige formale Ringrubrik oder Kopiervorlage ohne nachweisbare Bedienfunktion	Das mittlere Rad besitzt keinen sichtbaren Schlüssel zum linken 28-Platz-Rad und keine sicher abgetrennten 28 Einträge.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
114	A3	f69v	f69v.3	29	334|335|336|337|338|339|340|341|342|343|344|345|346|347|348|349|350|351|352|353|354|355|356|357|358|359|360|361|362	A3:G079|A3:G080|A3:G081|A3:G082|A3:G083|A3:G084|A3:G085|A3:G086|A3:G087|A3:G088|A3:G089|A3:G090|A3:G091|A3:G092|A3:G093|A3:G094|A3:G095|A3:G096|A3:G097|A3:G098|A3:G099|A3:G100|A3:G101|A3:G102|A3:G103|A3:G104|A3:G105|A3:G106|A3:G107	doair|otaldal|dair|chdy|otoar|ar|chy|qoteor|cho|qotair|chda|oteeal|cheor|ar|air|oteody|ytyd|a|dchy|otoly|okeodal|oteoarar|cheteeser|dair|chey|okody|dal|oteey|oteey	doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey	DIRECT_VISIBLE	A3_RIGHT_WHEEL_RING_TEXT	A69_RIGHT_FACE_RAY_WHEEL	RIGHT_WHEEL_RING_LEGEND	Ringtext des rechten Gesicht-Strahlenrades	jedes Textband umschließt nur sein eigenes Kreisbild; zwischen Rädern fehlt jede Kante	Am Besitzer [A3_RIGHT_WHEEL_RING_TEXT] setze das vollständige opake Lokaletikett «doair otaldal dair chdy otoar ar chy qoteor cho qotair chda oteeal cheor ar air oteody ytyd a dchy otoly okeodal oteoarar cheteeser dair chey okody dal oteey oteey». Kopiere diese Legende vollständig in das Ringband des rechten Rades und lies sie nur in diesem Rad zurück. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	eigenständiges Sonnen-, Planeten- oder Prognostikrad	eigenständige formale Ringrubrik oder Kopiervorlage ohne nachweisbare Bedienfunktion	Das rechte Rad besitzt keinen sichtbaren Schlüssel zu den anderen Rädern und keine sicher abgetrennten 28 Einträge.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
115	A3	f69v	f69v.4	2	363|364	A3:G108|A3:G109	okeey|sar	okeey sar	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_01	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 01 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_01] setze das vollständige opake Lokaletikett «okeey sar». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
116	A3	f69v	f69v.5	2	365|366	A3:G110|A3:G111	okeo|dy	okeo dy	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_02	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 02 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_02] setze das vollständige opake Lokaletikett «okeo dy». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
117	A3	f69v	f69v.6	1	367	A3:G112	ochoyk	ochoyk	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_03	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 03 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_03] setze das vollständige opake Lokaletikett «ochoyk». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
118	A3	f69v	f69v.7	1	368	A3:G113	ykeey	ykeey	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_04	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 04 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_04] setze das vollständige opake Lokaletikett «ykeey». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
119	A3	f69v	f69v.8	1	369	A3:G114	ytory	ytory	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_05	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 05 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_05] setze das vollständige opake Lokaletikett «ytory». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
120	A3	f69v	f69v.9	1	370	A3:G115	oeesy	oeesy	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_06	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 06 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_06] setze das vollständige opake Lokaletikett «oeesy». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
121	A3	f69v	f69v.10	1	371	A3:G116	ytody	ytody	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_07	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 07 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_07] setze das vollständige opake Lokaletikett «ytody». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
122	A3	f69v	f69v.11	1	372	A3:G117	okody	okody	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_08	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 08 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_08] setze das vollständige opake Lokaletikett «okody». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
123	A3	f69v	f69v.12	1	373	A3:G118	otody	otody	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_09	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 09 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_09] setze das vollständige opake Lokaletikett «otody». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
124	A3	f69v	f69v.13	1	374	A3:G119	okeal	okeal	DIRECT_VISIBLE	A3_LEFT_RADIAL_SLOT_10	A69_LEFT_28_PLACE_WHEEL	LEFT_WHEEL_UNORDERED_RADIAL_SLOT_LABEL	lokaler Radialplatz 10 des linken f69v-Rades; Nummer nur editoriale Adresse	ungefähr 28 sichtbare Stäbe teilen die linke Mitte; kein Start und keine Richtung	Am Besitzer [A3_LEFT_RADIAL_SLOT_10] setze das vollständige opake Lokaletikett «okeal». Setze das Etikett an genau diesen radialen Platz des linken Rades und schlage ihn nach Bildlage nach; die Nummer ist nur editoriale Adresse. Das Etikett bleibt eine abschreibbare lokale Identität, keine Wort- oder Kartenbedeutung.	VISIBLE_GROUP_AND_DIRECT_OWNER; FUNCTION_FROM_MASTER_EXEMPLAR	HIGH	örtliches 28-Platz-Inventar für Mondstationen, Wahlen oder Kalendergebrauch ohne bekannte Reihenfolge	ungeordnetes 28-Platz-Arbeitsregister oder bloße Radialbeschriftung	Nur ungefähr 28 lokale Plätze sind sichtbar; Start, Richtung, Rotation, Reihenfolge und Wert bleiben unbelegt.	SOURCE_LOCUS_ADDRESS_ONLY; AUTHORIAL_START_DIRECTION_ROTATION_UNPROVEN	NONE	NONE	NONE	LOCAL_CELESTIAL_OR_FORMAL_OWNER_WITH_EXEMPLAR_VALUE; NO_LEXEME_OR_TRANSLATION
