changed_event_ordinal	event_id	statement_id	physical_page	register	surface	final_context_recipe	sigla_card_ids	source_clause_de	target_clause_de	source_roundtrip_de	guard
178	G407-E0796	G407-S037	f55v	HERBAL	otam	OT+AM_ADDR	GDT576-C03	Danach im laufenden Gang: wähle denselben Arbeitswert; an der bezeichneten Stelle.	Danach im laufenden Gang: wähle denselben Arbeitswert; an der AM-Stelle.	Danach im laufenden Gang: wähle denselben Arbeitswert; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
179	G407-E0884	G407-S040	f56r	HERBAL	chody	CH+O+D_ADDR+Y	GDT576-C01	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	Nimm den Pflanzenposten; als Ausführung; an der D-Stelle.	Nimm den Pflanzenposten; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
180	G407-E0888	G407-S040	f56r	HERBAL	kcharg	K+CH+AR+LOCAL_CHAR_G	GDT576-C09	Gib denselben Pflanzenposten zu und nimm ihn; vom Ausgangsmaterial; mit der lokalen Variante.	Gib denselben Pflanzenposten zu und nimm ihn; vom Ausgangsmaterial; mit der g-Variante.	Gib denselben Pflanzenposten zu und nimm ihn; vom Ausgangsmaterial; mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
181	G407-E0892	G407-S040	f56r	HERBAL	d	D_ADDR	GDT576-C01	Im laufenden Gang nimm denselben Pflanzenposten; an der bezeichneten Stelle.	Im laufenden Gang nimm denselben Pflanzenposten; an der D-Stelle.	Im laufenden Gang nimm denselben Pflanzenposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
182	G407-E0898	G407-S040	f56r	HERBAL	sotodan	S+OT+O+D_ADDR+AN	GDT576-C01	Danach: wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle und in der bezeichneten Klasse.	Danach: wähle denselben Pflanzenposten; als Ausführung; an der D-Stelle und in der bezeichneten Klasse.	Danach: wähle denselben Pflanzenposten; als Ausführung; an der bezeichneten Stelle und in der bezeichneten Klasse.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
183	G407-E0902	G407-S041	f67r2	CELESTIAL	opodchol	O+P+O+D_ADDR+OL	GDT576-C01	Weiter: setze ein; als Ausführung und als Ausführung; an der bezeichneten Stelle.	Weiter: setze ein; als Ausführung und als Ausführung; an der D-Stelle.	Weiter: setze ein; als Ausführung und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
184	G407-E0905	G407-S041	f67r2	CELESTIAL	aldy	AL+D_ADDR+Y	GDT576-C01	Im laufenden Gang wähle den Positionsposten; zur Zielposition; an der bezeichneten Stelle.	Im laufenden Gang wähle den Positionsposten; zur Zielposition; an der D-Stelle.	Im laufenden Gang wähle den Positionsposten; zur Zielposition; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
185	G407-E0907	G407-S041	f67r2	CELESTIAL	doiin	D_ADDR+O+IIN	GDT576-C01	Im laufenden Gang wähle denselben Positionsposten; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung und auf der bezeichneten Stufe; an der D-Stelle.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung und auf der bezeichneten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
186	G407-E0919	G407-S042	f67r2	CELESTIAL	ydchos	Y+D_ADDR+CH+O+S	GDT576-C01	Nimm den Positionsposten auf und wähle ihn; als Ausführung; an der bezeichneten Stelle.	Nimm den Positionsposten auf und wähle ihn; als Ausführung; an der D-Stelle.	Nimm den Positionsposten auf und wähle ihn; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
187	G407-E0922	G407-S042	f67r2	CELESTIAL	amy	AM_ADDR+Y	GDT576-C03	Im laufenden Gang wähle den Positionsposten; an der bezeichneten Stelle.	Im laufenden Gang wähle den Positionsposten; an der AM-Stelle.	Im laufenden Gang wähle den Positionsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
188	G407-E0923	G407-S042	f67r2	CELESTIAL	chocfhy	CH+O+CH+LOCAL_CHAR_F+Y	GDT576-C05	Nimm den Positionsposten auf und nimm ihn auf; als Ausführung; an der bezeichneten Stelle.	Nimm den Positionsposten auf und nimm ihn auf; als Ausführung; bei der f-Kennmarke.	Nimm den Positionsposten auf und nimm ihn auf; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
189	G407-E0926	G407-S042	f67r2	CELESTIAL	am	AM_ADDR	GDT576-C03	Im laufenden Gang wähle denselben Sektoranteil; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Sektoranteil; an der AM-Stelle.	Im laufenden Gang wähle denselben Sektoranteil; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
190	G407-E0931	G407-S043	f67r2	CELESTIAL	ofar	O+LOCAL_CHAR_F+AR	GDT576-C05	Im laufenden Gang markiere denselben Sektoranteil; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang markiere denselben Sektoranteil; von der Ausgangsposition; als Ausführung; bei der f-Kennmarke.	Im laufenden Gang markiere denselben Sektoranteil; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
191	G407-E0933	G407-S043	f67r2	CELESTIAL	ydam	Y+DA+AM_ADDR	GDT576-C03	Im laufenden Gang markiere den Positionsposten; auf der zweiten Stufe; an der bezeichneten Stelle.	Im laufenden Gang markiere den Positionsposten; auf der zweiten Stufe; an der AM-Stelle.	Im laufenden Gang markiere den Positionsposten; auf der zweiten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
192	G407-E0940	G407-S043	f67r2	CELESTIAL	am	AM_ADDR	GDT576-C03	Im laufenden Gang markiere denselben Positionswert; an der bezeichneten Stelle.	Im laufenden Gang markiere denselben Positionswert; an der AM-Stelle.	Im laufenden Gang markiere denselben Positionswert; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
193	G407-E0945	G407-S046	f67r2	CELESTIAL	dosar	D_ADDR+O+S+AR	GDT576-C01	Wähle denselben Positionswert; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	Wähle denselben Positionswert; von der Ausgangsposition; als Ausführung; an der D-Stelle.	Wähle denselben Positionswert; von der Ausgangsposition; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
194	G407-E0949	G407-S046	f67r2	CELESTIAL	dokan	D_ADDR+OK+AN	GDT576-C01	Setze denselben Positionswert; an der bezeichneten Stelle und in der bezeichneten Klasse.	Setze denselben Positionswert; an der D-Stelle und in der bezeichneten Klasse.	Setze denselben Positionswert; an der bezeichneten Stelle und in der bezeichneten Klasse.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
195	G407-E0953	G407-S047	f67r2	CELESTIAL	giin	LOCAL_CHAR_G+IIN	GDT576-C09	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der lokalen Variante.	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der g-Variante.	Im laufenden Gang setze denselben Positionswert; auf der bezeichneten Stufe; mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
196	G407-E0958	G407-S048	f67r2	CELESTIAL	otoldos	OT+OL+D_ADDR+O+S	GDT576-C01	Danach: wähle dieselbe Positionseinheit; an der bezeichneten Stelle; als Ausführung; führe den Gang weiter.	Danach: wähle dieselbe Positionseinheit; an der D-Stelle; als Ausführung; führe den Gang weiter.	Danach: wähle dieselbe Positionseinheit; an der bezeichneten Stelle; als Ausführung; führe den Gang weiter.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
197	G407-E0963	G407-S048	f67r2	CELESTIAL	yteos	Y+T+E+O+S_ADDR	GDT576-C04	Stelle den Positionsposten ein; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Stelle den Positionsposten ein; auf Grad I und als Ausführung; an der S-Stelle.	Stelle den Positionsposten ein; auf Grad I und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
198	G407-E0965	G407-S048	f67r2	CELESTIAL	og	O+G_LABEL	GDT576-C10	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; mit der lokalen Variante.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; beim G-Vermerk.	Im laufenden Gang stelle denselben Positionsposten ein; als Ausführung; mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
199	G407-E0967	G407-S048	f67r2	CELESTIAL	chekody	CH+K+O+D_ADDR+Y	GDT576-C01	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der bezeichneten Stelle.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der D-Stelle.	Nimm den Positionsposten auf und ordne ihn zu; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
200	G407-E0974	G407-S048	f67r2	CELESTIAL	qsg	CARRIER_Q+S+G_LABEL	GDT576-C10	Wähle denselben Positionswert; als neuen Einsatz; mit der lokalen Variante.	Wähle denselben Positionswert; als neuen Einsatz; beim G-Vermerk.	Wähle denselben Positionswert; als neuen Einsatz; mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
201	G407-E0975	G407-S048	f67r2	CELESTIAL	ofydy	O+LOCAL_CHAR_F+Y+DY	GDT576-C05	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; bei der f-Kennmarke; schließe den Schritt.	Im laufenden Gang: Wähle den Positionsposten; als Ausführung; an der bezeichneten Stelle; schließe den Schritt.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
202	G407-E0976	G407-S049	f67r2	CELESTIAL	sheody	SH+E+O+D_ADDR+Y	GDT576-C01	Halte den Positionsposten; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Halte den Positionsposten; auf Grad I und als Ausführung; an der D-Stelle.	Halte den Positionsposten; auf Grad I und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
203	G407-E0978	G407-S049	f67r2	CELESTIAL	ycheody	Y+CH+E+O+D_ADDR+Y	GDT576-C01	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle.	Nimm den äußeren Positionsposten und den inneren Positionsposten auf; auf Grad I und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
204	G407-E0980	G407-S049	f67r2	CELESTIAL	odaiiin	O+DA+LOCAL_CHAR_I+IIN	GDT576-C08	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der lokalen Variante.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der i-Variante.	Im laufenden Gang wähle denselben Positionsposten; als Ausführung, auf der zweiten Stufe und auf der bezeichneten Stufe; mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
205	G407-E0989	G407-S050	f67r2	CELESTIAL	choeea	CH+O+EE+A_ADDR	GDT576-C02	Nimm denselben Positionswert auf; als Ausführung und auf Grad II; an der bezeichneten Stelle.	Nimm denselben Positionswert auf; als Ausführung und auf Grad II; an der A-Stelle.	Nimm denselben Positionswert auf; als Ausführung und auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
206	G407-E0991	G407-S050	f67r2	CELESTIAL	dadaiin	DA+D_ADDR+AIIN	GDT576-C01	Im laufenden Gang wähle den Positionswert; auf der zweiten Stufe; an der bezeichneten Stelle.	Im laufenden Gang wähle den Positionswert; auf der zweiten Stufe; an der D-Stelle.	Im laufenden Gang wähle den Positionswert; auf der zweiten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
207	G407-E0992	G407-S051	f67r2	CELESTIAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang wähle denselben Positionswert; von der Ausgangsposition; an der bezeichneten Stelle.	Im laufenden Gang wähle denselben Positionswert; von der Ausgangsposition; an der D-Stelle.	Im laufenden Gang wähle denselben Positionswert; von der Ausgangsposition; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
208	G407-E0993	G407-S051	f67r2	CELESTIAL	aldaiin	AL+D_ADDR+AIIN	GDT576-C01	Im laufenden Gang wähle den Positionswert; zur Zielposition; an der bezeichneten Stelle.	Im laufenden Gang wähle den Positionswert; zur Zielposition; an der D-Stelle.	Im laufenden Gang wähle den Positionswert; zur Zielposition; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
209	G407-E0994	G407-S051	f67r2	CELESTIAL	ydaiin	Y+D_ADDR+AIIN	GDT576-C01	Im laufenden Gang wähle den Positionsposten und den Positionswert; an der bezeichneten Stelle.	Im laufenden Gang wähle den Positionsposten und den Positionswert; an der D-Stelle.	Im laufenden Gang wähle den Positionsposten und den Positionswert; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
210	G407-E0996	G407-S051	f67r2	CELESTIAL	ydaiin	Y+D_ADDR+AIIN	GDT576-C01	Im laufenden Gang ordne den Positionsposten und den Positionswert zu; an der bezeichneten Stelle.	Im laufenden Gang ordne den Positionsposten und den Positionswert zu; an der D-Stelle.	Im laufenden Gang ordne den Positionsposten und den Positionswert zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
211	G407-E0997	G407-S051	f67r2	CELESTIAL	qofair	CARRIER_Q+O+LOCAL_CHAR_F+AIR	GDT576-C05	Im laufenden Gang ordne denselben Positionswert zu; entlang der Ringbahn; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang ordne denselben Positionswert zu; entlang der Ringbahn; als neuen Einsatz und als Ausführung; bei der f-Kennmarke.	Im laufenden Gang ordne denselben Positionswert zu; entlang der Ringbahn; als neuen Einsatz und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
212	G407-E1000	G407-S051	f67r2	CELESTIAL	ydoly	Y+D_ADDR+OL+Y	GDT576-C01	Weiter im laufenden Gang: ordne die beiden Positionsposten zu; an der bezeichneten Stelle.	Weiter im laufenden Gang: ordne die beiden Positionsposten zu; an der D-Stelle.	Weiter im laufenden Gang: ordne die beiden Positionsposten zu; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
213	G407-E1016	G407-S051	f67r2	CELESTIAL	qokeeody	OK+EE+O+D_ADDR+Y	GDT576-C01	Setze den Positionsposten; auf Grad II und als Ausführung; an der bezeichneten Stelle.	Setze den Positionsposten; auf Grad II und als Ausführung; an der D-Stelle.	Setze den Positionsposten; auf Grad II und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
214	G407-E1022	G407-S051	f67r2	CELESTIAL	okeeody	OK+EE+O+D_ADDR+Y	GDT576-C01	Setze den Positionsposten; auf Grad II und als Ausführung; an der bezeichneten Stelle.	Setze den Positionsposten; auf Grad II und als Ausführung; an der D-Stelle.	Setze den Positionsposten; auf Grad II und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
215	G407-E1024	G407-S051	f67r2	CELESTIAL	odain	O+D_ADDR+AIN	GDT576-C01	Im laufenden Gang setze den Sektoranteil; als Ausführung; an der bezeichneten Stelle.	Im laufenden Gang setze den Sektoranteil; als Ausführung; an der D-Stelle.	Im laufenden Gang setze den Sektoranteil; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
216	G407-E1027	G407-S051	f67r2	CELESTIAL	ay	A_ADDR+Y	GDT576-C02	Im laufenden Gang setze den Positionsposten; an der bezeichneten Stelle.	Im laufenden Gang setze den Positionsposten; an der A-Stelle.	Im laufenden Gang setze den Positionsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
217	G407-E1045	G407-S054	f68r1	CELESTIAL	chod	CH+O+D_ADDR	GDT576-C01	Nimm denselben Positionsposten auf; als Ausführung; an der bezeichneten Stelle.	Nimm denselben Positionsposten auf; als Ausführung; an der D-Stelle.	Nimm denselben Positionsposten auf; als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
218	G407-E1053	G407-S054	f68r1	CELESTIAL	daram	DA+R+A_ADDR+AM_ADDR	GDT576-C02|GDT576-C03	Markiere dieselbe Positionseinheit; auf der zweiten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	Markiere dieselbe Positionseinheit; auf der zweiten Stufe; an der A-Stelle und an der AM-Stelle.	Markiere dieselbe Positionseinheit; auf der zweiten Stufe; an der bezeichneten Stelle und an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
219	G407-E1054	G407-S054	f68r1	CELESTIAL	dchor	D_ADDR+CH+OR	GDT576-C01	Nimm die Positionseinheit auf; an der bezeichneten Stelle.	Nimm die Positionseinheit auf; an der D-Stelle.	Nimm die Positionseinheit auf; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
220	G407-E1055	G407-S054	f68r1	CELESTIAL	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	GDT576-C02|GDT576-C08	Setze dieselbe Positionseinheit; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante.	Setze dieselbe Positionseinheit; auf der bezeichneten Stufe; an der A-Stelle und mit der i-Variante.	Setze dieselbe Positionseinheit; auf der bezeichneten Stufe; an der bezeichneten Stelle und mit der lokalen Variante.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
221	G407-E1061	G407-S055	f71v	CELESTIAL	oteeodaiin	OT+EE+O+D_ADDR+AIIN	GDT576-C01	Danach im laufenden Gang: setze den Positionswert ein; auf Grad II und als Ausführung; an der bezeichneten Stelle.	Danach im laufenden Gang: setze den Positionswert ein; auf Grad II und als Ausführung; an der D-Stelle.	Danach im laufenden Gang: setze den Positionswert ein; auf Grad II und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
222	G407-E1063	G407-S055	f71v	CELESTIAL	ateey	A_ADDR+T+EE+Y	GDT576-C02	Stelle den Positionsposten ein; auf Grad II; an der bezeichneten Stelle.	Stelle den Positionsposten ein; auf Grad II; an der A-Stelle.	Stelle den Positionsposten ein; auf Grad II; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
223	G407-E1076	G407-S055	f71v	CELESTIAL	otcheodal	OT+CH+E+O+D_ADDR+AL	GDT576-C01	Danach: nimm denselben Positionsposten auf; auf Grad I und als Ausführung; an der bezeichneten Stelle; zur Zielposition.	Danach: nimm denselben Positionsposten auf; auf Grad I und als Ausführung; an der D-Stelle; zur Zielposition.	Danach: nimm denselben Positionsposten auf; auf Grad I und als Ausführung; an der bezeichneten Stelle; zur Zielposition.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
224	G407-E1080	G407-S056	f71v	CELESTIAL	okam	OK+AM_ADDR	GDT576-C03	Setze denselben Positionsposten; an der bezeichneten Stelle.	Setze denselben Positionsposten; an der AM-Stelle.	Setze denselben Positionsposten; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
225	G407-E1081	G407-S056	f71v	CELESTIAL	oteodar	OT+E+O+D_ADDR+AR	GDT576-C01	Danach im laufenden Gang: setze denselben Positionsposten; auf Grad I und als Ausführung; an der bezeichneten Stelle; von der Ausgangsposition.	Danach im laufenden Gang: setze denselben Positionsposten; auf Grad I und als Ausführung; an der D-Stelle; von der Ausgangsposition.	Danach im laufenden Gang: setze denselben Positionsposten; auf Grad I und als Ausführung; an der bezeichneten Stelle; von der Ausgangsposition.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
226	G407-E1087	G407-S056	f71v	CELESTIAL	okeodaly	OK+E+O+D_ADDR+AL+Y	GDT576-C01	Setze den Positionsposten; zur Zielposition; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Setze den Positionsposten; zur Zielposition; auf Grad I und als Ausführung; an der D-Stelle.	Setze den Positionsposten; zur Zielposition; auf Grad I und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
227	G407-E1095	G407-S056	f71v	CELESTIAL	okaikaly	OK+A_ADDR+IIN+K+AL+Y	GDT576-C02	Setze den Positionsposten und ordne ihn zu; zur Zielposition; auf der bezeichneten Stufe; an der bezeichneten Stelle.	Setze den Positionsposten und ordne ihn zu; zur Zielposition; auf der bezeichneten Stufe; an der A-Stelle.	Setze den Positionsposten und ordne ihn zu; zur Zielposition; auf der bezeichneten Stufe; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
228	G407-E1097	G407-S057	f71v	CELESTIAL	oteeos	OT+EE+O+S_ADDR	GDT576-C04	Danach im laufenden Gang: nimm auf; auf Grad II und als Ausführung; an der bezeichneten Stelle.	Danach im laufenden Gang: nimm auf; auf Grad II und als Ausführung; an der S-Stelle.	Danach im laufenden Gang: nimm auf; auf Grad II und als Ausführung; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
229	G407-E1103	G407-S057	f71v	CELESTIAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang setze denselben Positionsposten; von der Ausgangsposition; an der bezeichneten Stelle.	Im laufenden Gang setze denselben Positionsposten; von der Ausgangsposition; an der D-Stelle.	Im laufenden Gang setze denselben Positionsposten; von der Ausgangsposition; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
230	G407-E1134	G407-S059	f71v	CELESTIAL	dar	D_ADDR+AR	GDT576-C01	Im laufenden Gang nimm dieselbe Positionseinheit auf; von der Ausgangsposition; an der bezeichneten Stelle.	Im laufenden Gang nimm dieselbe Positionseinheit auf; von der Ausgangsposition; an der D-Stelle.	Im laufenden Gang nimm dieselbe Positionseinheit auf; von der Ausgangsposition; an der bezeichneten Stelle.	GERMAN_VOICE_CHANGE_ONLY__RECIPE_AND_ROOTS_UNCHANGED
