stream_ordinal	event_id	statement_id	physical_page	register	owner_de	surface	component_recipe	intake_tier	state_bank_was_new	active_action_before	active_argument_before	explicit_action_roots	explicit_argument_roots	inherited_action_root	inherited_argument_root	active_action_after	active_argument_after	reader_status	reader_clause_de	baseline_reader_clause_de	order_repair_rule	clause_changed_by_order_repair	state_matches_gdt436	expected_order_safe_clause_de	clause_matches_gdt437	meaning_change
1215	G407-E1215	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	chal	CH+AL	T0_EXACT_OBSERVED	NO	OK	AIIN	CH	NONE	NONE	AIIN	CH	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Nimm den Positionswert [wie zuvor] auf; zur Zielposition.	Nimm den Positionswert [wie zuvor] auf; zur Zielposition.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Nimm den Positionswert [wie zuvor] auf; zur Zielposition.	YES	NO
1216	G407-E1216	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	otaiin	OT+AIIN	T0_EXACT_OBSERVED	NO	CH	AIIN	NONE	AIIN	CH	NONE	CH	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang nimm den Positionswert auf.	Danach im laufenden Gang nimm den Positionswert auf.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang nimm den Positionswert auf.	YES	NO
1217	G407-E1217	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	atchor	A_ADDR+T+CH+OR	T0_EXACT_OBSERVED	NO	CH	AIIN	T|CH	OR	NONE	NONE	CH	OR	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Stelle die Positionseinheit ein und nimm die Positionseinheit auf; an der bezeichneten Stelle.	Stelle die Positionseinheit ein und nimm die Positionseinheit auf; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Stelle die Positionseinheit ein und nimm die Positionseinheit auf; an der bezeichneten Stelle.	YES	NO
1218	G407-E1218	P1009-S056	f72r	CELESTIAL	Tierkreis-Ringgruppe C	chckhy	CH+K+Y	T0_EXACT_OBSERVED	NO	CH	OR	CH|K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Nimm den Positionsposten auf und ordne den Positionsposten zu.	Nimm den Positionsposten auf und ordne den Positionsposten zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Nimm den Positionsposten auf und ordne den Positionsposten zu.	YES	NO
1219	G407-E1219	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	oteos	OT+E+O+S_ADDR	T0_EXACT_OBSERVED	YES	NONE	NONE	NONE	NONE	NONE	NONE	NONE	NONE	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach auf Grad I und als Ausführung; an der bezeichneten Stelle.	Danach auf Grad I und als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach auf Grad I und als Ausführung; an der bezeichneten Stelle.	YES	NO
1220	G407-E1220	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	aiin	AIIN	T0_EXACT_OBSERVED	NO	NONE	NONE	NONE	AIIN	NONE	NONE	NONE	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Bezug: den Positionswert.	Bezug: den Positionswert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Bezug: den Positionswert.	YES	NO
1221	G407-E1221	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	okeo	OK+E+O	T0_EXACT_OBSERVED	NO	NONE	AIIN	OK	NONE	NONE	AIIN	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Positionswert [wie zuvor]; auf Grad I und als Ausführung.	Setze den Positionswert [wie zuvor]; auf Grad I und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Positionswert [wie zuvor]; auf Grad I und als Ausführung.	YES	NO
1222	G407-E1222	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	daiin	AIIN	T0_EXACT_OBSERVED	NO	OK	AIIN	NONE	AIIN	OK	NONE	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang setze den Positionswert.	Im laufenden Gang setze den Positionswert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang setze den Positionswert.	YES	NO
1223	G407-E1223	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	okeey	OK+EE+Y	T0_EXACT_OBSERVED	NO	OK	AIIN	OK	Y	NONE	NONE	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Positionsposten; auf Grad II.	Setze den Positionsposten; auf Grad II.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Positionsposten; auf Grad II.	YES	NO
1224	G407-E1224	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	cheo	CH+E+O	T0_EXACT_OBSERVED	NO	OK	Y	CH	NONE	NONE	Y	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Nimm den Positionsposten [wie zuvor] auf; auf Grad I und als Ausführung.	Nimm den Positionsposten [wie zuvor] auf; auf Grad I und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Nimm den Positionsposten [wie zuvor] auf; auf Grad I und als Ausführung.	YES	NO
1225	G407-E1225	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	keodal	K+E+O+AL	T0_EXACT_OBSERVED	NO	CH	Y	K	NONE	NONE	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition; auf Grad I und als Ausführung.	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition; auf Grad I und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Ordne den Positionsposten [wie zuvor] zu; zur Zielposition; auf Grad I und als Ausführung.	YES	NO
1226	G407-E1226	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	chol	OL	T0_EXACT_OBSERVED	NO	K	Y	NONE	NONE	K	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang ordne den Positionsposten [wie zuvor] zu.	Weiter im laufenden Gang ordne den Positionsposten [wie zuvor] zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang ordne den Positionsposten [wie zuvor] zu.	YES	NO
1227	G407-E1227	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	okeol	OK+E+OL	T0_EXACT_OBSERVED	NO	K	Y	OK	NONE	NONE	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter setze den Positionsposten [wie zuvor]; auf Grad I.	Weiter setze den Positionsposten [wie zuvor]; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter setze den Positionsposten [wie zuvor]; auf Grad I.	YES	NO
1228	G407-E1228	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	oly	OL+Y	T0_EXACT_OBSERVED	NO	OK	Y	NONE	Y	OK	NONE	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang setze den Positionsposten.	Weiter im laufenden Gang setze den Positionsposten.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang setze den Positionsposten.	YES	NO
1229	G407-E1229	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	oteeykeey	OT+E+O+K+EE+Y	T0_EXACT_OBSERVED	NO	OK	Y	K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach ordne den Positionsposten zu; auf Grad I, als Ausführung und auf Grad II.	Danach ordne den Positionsposten zu; auf Grad I, als Ausführung und auf Grad II.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach ordne den Positionsposten zu; auf Grad I, als Ausführung und auf Grad II.	YES	NO
1230	G407-E1230	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	tey	T+E+Y	T0_EXACT_OBSERVED	NO	K	Y	T	Y	NONE	NONE	T	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Stelle den Positionsposten ein; auf Grad I.	Stelle den Positionsposten ein; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Stelle den Positionsposten ein; auf Grad I.	YES	NO
1231	G407-E1231	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	okalaiin	OK+AIIN	T0_EXACT_OBSERVED	NO	T	Y	OK	AIIN	NONE	NONE	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Positionswert.	Setze den Positionswert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Positionswert.	YES	NO
1232	G407-E1232	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	okalchal	OK+CH+AL	T0_EXACT_OBSERVED	NO	OK	AIIN	OK|CH	NONE	NONE	AIIN	CH	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Positionswert [wie zuvor] und nimm den Positionswert [wie zuvor] auf; zur Zielposition.	Setze den Positionswert [wie zuvor] und nimm den Positionswert [wie zuvor] auf; zur Zielposition.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Positionswert [wie zuvor] und nimm den Positionswert [wie zuvor] auf; zur Zielposition.	YES	NO
1233	G407-E1233	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	chey	Y	T0_EXACT_OBSERVED	NO	CH	AIIN	NONE	Y	CH	NONE	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang nimm den Positionsposten auf.	Im laufenden Gang nimm den Positionsposten auf.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang nimm den Positionsposten auf.	YES	NO
1234	G407-E1234	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	al	AL	T0_EXACT_OBSERVED	NO	CH	Y	NONE	NONE	CH	Y	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; zur Zielposition.	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; zur Zielposition.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; zur Zielposition.	YES	NO
1235	G407-E1235	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	o	O	T0_EXACT_OBSERVED	NO	CH	Y	NONE	NONE	CH	Y	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; als Ausführung.	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang nimm den Positionsposten [wie zuvor] auf; als Ausführung.	YES	NO
1236	G407-E1236	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	keey	K+EE+Y	T0_EXACT_OBSERVED	NO	CH	Y	K	Y	NONE	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Ordne den Positionsposten zu; auf Grad II.	Ordne den Positionsposten zu; auf Grad II.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Ordne den Positionsposten zu; auf Grad II.	YES	NO
1237	G407-E1237	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	daiin	AIIN	T0_EXACT_OBSERVED	NO	K	Y	NONE	AIIN	K	NONE	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang ordne den Positionswert zu.	Im laufenden Gang ordne den Positionswert zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang ordne den Positionswert zu.	YES	NO
1238	G407-E1238	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	otar	OT+AR	T0_EXACT_OBSERVED	NO	K	AIIN	NONE	NONE	K	AIIN	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang ordne den Positionswert [wie zuvor] zu; von der Ausgangsposition.	Danach im laufenden Gang ordne den Positionswert [wie zuvor] zu; von der Ausgangsposition.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang ordne den Positionswert [wie zuvor] zu; von der Ausgangsposition.	YES	NO
1239	G407-E1239	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	al	AL	T0_EXACT_OBSERVED	NO	K	AIIN	NONE	NONE	K	AIIN	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang ordne den Positionswert [wie zuvor] zu; zur Zielposition.	Im laufenden Gang ordne den Positionswert [wie zuvor] zu; zur Zielposition.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang ordne den Positionswert [wie zuvor] zu; zur Zielposition.	YES	NO
1240	G407-E1240	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	chotaiin	OT+AIIN	T0_EXACT_OBSERVED	NO	K	AIIN	NONE	AIIN	K	NONE	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang ordne den Positionswert zu.	Danach im laufenden Gang ordne den Positionswert zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang ordne den Positionswert zu.	YES	NO
1241	G407-E1241	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	otchey	OT+Y	T0_EXACT_OBSERVED	NO	K	AIIN	NONE	Y	K	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang ordne den Positionsposten zu.	Danach im laufenden Gang ordne den Positionsposten zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang ordne den Positionsposten zu.	YES	NO
1242	G407-E1242	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	qoeeeo	O+EE+Y	T0_EXACT_OBSERVED	NO	K	Y	NONE	Y	K	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang ordne den Positionsposten zu; als Ausführung und auf Grad II.	Im laufenden Gang ordne den Positionsposten zu; als Ausführung und auf Grad II.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang ordne den Positionsposten zu; als Ausführung und auf Grad II.	YES	NO
1243	G407-E1243	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	s	S	T0_EXACT_OBSERVED	NO	K	Y	S	NONE	NONE	Y	S	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den Positionsposten [wie zuvor].	Wähle den Positionsposten [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den Positionsposten [wie zuvor].	YES	NO
1244	G407-E1244	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	ckhal	CH+K+AL	T0_EXACT_OBSERVED	NO	S	Y	CH|K	NONE	NONE	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Nimm den Positionsposten [wie zuvor] auf und ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	Nimm den Positionsposten [wie zuvor] auf und ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Nimm den Positionsposten [wie zuvor] auf und ordne den Positionsposten [wie zuvor] zu; zur Zielposition.	YES	NO
1245	G407-E1245	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	chekaiin	CH+K+AIIN	T0_EXACT_OBSERVED	NO	K	Y	CH|K	AIIN	NONE	NONE	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Nimm den Positionswert auf und ordne den Positionswert zu.	Nimm den Positionswert auf und ordne den Positionswert zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Nimm den Positionswert auf und ordne den Positionswert zu.	YES	NO
1246	G407-E1246	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	otaiin	OT+AIIN	T0_EXACT_OBSERVED	NO	K	AIIN	NONE	AIIN	K	NONE	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang ordne den Positionswert zu.	Danach im laufenden Gang ordne den Positionswert zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang ordne den Positionswert zu.	YES	NO
1247	G407-E1247	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	chy	Y	T0_EXACT_OBSERVED	NO	K	AIIN	NONE	Y	K	NONE	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang ordne den Positionsposten zu.	Im laufenden Gang ordne den Positionsposten zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang ordne den Positionsposten zu.	YES	NO
1248	G407-E1248	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	d	D_ADDR	T0_EXACT_OBSERVED	NO	K	Y	NONE	NONE	K	Y	K	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang ordne den Positionsposten [wie zuvor] zu; an der bezeichneten Stelle.	Im laufenden Gang ordne den Positionsposten [wie zuvor] zu; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang ordne den Positionsposten [wie zuvor] zu; an der bezeichneten Stelle.	YES	NO
1249	G407-E1249	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	r	R	T0_EXACT_OBSERVED	NO	K	Y	R	NONE	NONE	Y	R	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Markiere den Positionsposten [wie zuvor].	Markiere den Positionsposten [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Markiere den Positionsposten [wie zuvor].	YES	NO
1250	G407-E1250	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	aiin	AIIN	T0_EXACT_OBSERVED	NO	R	Y	NONE	AIIN	R	NONE	R	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang markiere den Positionswert.	Im laufenden Gang markiere den Positionswert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang markiere den Positionswert.	YES	NO
1251	G407-E1251	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	al	AL	T0_EXACT_OBSERVED	NO	R	AIIN	NONE	NONE	R	AIIN	R	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang markiere den Positionswert [wie zuvor]; zur Zielposition.	Im laufenden Gang markiere den Positionswert [wie zuvor]; zur Zielposition.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang markiere den Positionswert [wie zuvor]; zur Zielposition.	YES	NO
1252	G407-E1252	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	y	Y	T0_EXACT_OBSERVED	NO	R	AIIN	NONE	Y	R	NONE	R	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang markiere den Positionsposten.	Im laufenden Gang markiere den Positionsposten.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang markiere den Positionsposten.	YES	NO
1253	G407-E1253	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	o	O	T0_EXACT_OBSERVED	NO	R	Y	NONE	NONE	R	Y	R	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang markiere den Positionsposten [wie zuvor]; als Ausführung.	Im laufenden Gang markiere den Positionsposten [wie zuvor]; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang markiere den Positionsposten [wie zuvor]; als Ausführung.	YES	NO
1254	G407-E1254	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	chekaiin	CH+K+AIIN	T0_EXACT_OBSERVED	NO	R	Y	CH|K	AIIN	NONE	NONE	K	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Nimm den Positionswert auf und ordne den Positionswert zu.	Nimm den Positionswert auf und ordne den Positionswert zu.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Nimm den Positionswert auf und ordne den Positionswert zu.	YES	NO
1255	G407-E1255	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	okedal	OK+AL	T0_EXACT_OBSERVED	NO	K	AIIN	OK	NONE	NONE	AIIN	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Positionswert [wie zuvor]; zur Zielposition.	Setze den Positionswert [wie zuvor]; zur Zielposition.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Positionswert [wie zuvor]; zur Zielposition.	YES	NO
1256	G407-E1256	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	qokeodal	OK+E+O+AL	T0_EXACT_OBSERVED	NO	OK	AIIN	OK	NONE	NONE	AIIN	OK	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Positionswert [wie zuvor]; zur Zielposition; auf Grad I und als Ausführung.	Setze den Positionswert [wie zuvor]; zur Zielposition; auf Grad I und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Positionswert [wie zuvor]; zur Zielposition; auf Grad I und als Ausführung.	YES	NO
1257	G407-E1257	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	saiin	S+AIIN	T0_EXACT_OBSERVED	NO	OK	AIIN	S	AIIN	NONE	NONE	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Wähle den Positionswert.	Wähle den Positionswert.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Wähle den Positionswert.	YES	NO
1258	G407-E1258	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	otois	OT+O	T0_EXACT_OBSERVED	NO	S	AIIN	NONE	NONE	S	AIIN	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach im laufenden Gang wähle den Positionswert [wie zuvor]; als Ausführung.	Danach im laufenden Gang wähle den Positionswert [wie zuvor]; als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach im laufenden Gang wähle den Positionswert [wie zuvor]; als Ausführung.	YES	NO
1259	G407-E1259	P1009-S057	f72r	CELESTIAL	Tierkreis-Ringgruppe D	otees	OT+EE+S	T0_EXACT_OBSERVED	NO	S	AIIN	S	NONE	NONE	AIIN	S	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach wähle den Positionswert [wie zuvor]; auf Grad II.	Danach wähle den Positionswert [wie zuvor]; auf Grad II.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach wähle den Positionswert [wie zuvor]; auf Grad II.	YES	NO
1260	G407-E1260	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	oteey	OT+EE+Y	T0_EXACT_OBSERVED	YES	NONE	NONE	NONE	Y	NONE	NONE	NONE	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Danach Bezug: den Positionsposten; auf Grad II.	Danach Bezug: den Positionsposten; auf Grad II.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Danach Bezug: den Positionsposten; auf Grad II.	YES	NO
1261	G407-E1261	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	tey	T+E+Y	T0_EXACT_OBSERVED	NO	NONE	Y	T	Y	NONE	NONE	T	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Stelle den Positionsposten ein; auf Grad I.	Stelle den Positionsposten ein; auf Grad I.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Stelle den Positionsposten ein; auf Grad I.	YES	NO
1262	G407-E1262	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	teodal	T+E+O+D_ADDR+AL	T0_EXACT_OBSERVED	NO	T	Y	T	NONE	NONE	Y	T	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition; auf Grad I und als Ausführung; an der bezeichneten Stelle.	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition; auf Grad I und als Ausführung; an der bezeichneten Stelle.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Stelle den Positionsposten [wie zuvor] ein; zur Zielposition; auf Grad I und als Ausführung; an der bezeichneten Stelle.	YES	NO
1263	G407-E1263	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	chokaly	OK+AL+Y	T0_EXACT_OBSERVED	NO	T	Y	OK	Y	NONE	NONE	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Setze den Positionsposten; zur Zielposition.	Setze den Positionsposten; zur Zielposition.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Setze den Positionsposten; zur Zielposition.	YES	NO
1264	G407-E1264	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	ol	OL	T0_EXACT_OBSERVED	NO	OK	Y	NONE	NONE	OK	Y	OK	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang setze den Positionsposten [wie zuvor].	Weiter im laufenden Gang setze den Positionsposten [wie zuvor].	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang setze den Positionsposten [wie zuvor].	YES	NO
1265	G407-E1265	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	cheol	CH+E+O+L	T0_EXACT_OBSERVED	NO	OK	Y	CH	NONE	NONE	Y	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Nimm den Positionsposten [wie zuvor] auf; über die Ringverbindung; auf Grad I und als Ausführung.	Nimm den Positionsposten [wie zuvor] auf; über die Ringverbindung; auf Grad I und als Ausführung.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Nimm den Positionsposten [wie zuvor] auf; über die Ringverbindung; auf Grad I und als Ausführung.	YES	NO
1266	G407-E1266	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	ol	OL	T0_EXACT_OBSERVED	NO	CH	Y	NONE	NONE	CH	Y	CH	Y	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Weiter im laufenden Gang nimm den Positionsposten [wie zuvor] auf.	Weiter im laufenden Gang nimm den Positionsposten [wie zuvor] auf.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Weiter im laufenden Gang nimm den Positionsposten [wie zuvor] auf.	YES	NO
1267	G407-E1267	P1009-S058	f72r	CELESTIAL	Tierkreis-Ringgruppe E	aiin	AIIN	T0_EXACT_OBSERVED	NO	CH	Y	NONE	AIIN	CH	NONE	CH	AIIN	READ_FROM_EXACT_RECIPE_AND_LEFT_CONTEXT	Im laufenden Gang nimm den Positionswert auf.	Im laufenden Gang nimm den Positionswert auf.	BASELINE_ORDER_ALREADY_SAFE	NO	YES	Im laufenden Gang nimm den Positionswert auf.	YES	NO
