unified_serial	register	page	unit_or_locus	source_group_identity	visible_identity	owner_or_namespace	construction_or_address	current_short_reading	content_layer	content_unit_id	medical_master_frame	nonmedical_master_frame	formal_reading_changed	surface_changed
164	BIOLOGICAL_PROSE	f81v	B1-S020	E164	cheky	B1_SHARED_TWO_ROW_POOL	C03	Führe aus und beachte Dauer oder Endpunkt: kurz wärmen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
165	BIOLOGICAL_PROSE	f81v	B1-S020	E165	shckhedy	B1_SHARED_TWO_ROW_POOL	C08	Führe die Handlung aus; schließe nur bei Endkarte: seihen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
166	BIOLOGICAL_PROSE	f81v	B1-S021	E166	chal	B1_SHARED_TWO_ROW_POOL	C11	Setze die bezeichnete Zielstelle: dorthin.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B1	Im gemeinsamen zweireihigen Becken werden Portion, Wärme und Zusatz örtlich eingestellt. Der Posten wird gemischt, zum bezeichneten Platz geführt, gewaschen oder gebadet, anschließend gespült, abgesetzt, geseiht und am lokalen Ablauf beendet.	Betreibe das zweireihige Becken mit Maß, Wärme, Zusatz, Umrühren, Spülen, Absetzen, Seihen und örtlichem Ablauf; die Figuren markieren Arbeitsplätze oder Benutzer, nicht Krankheiten.	NO	NO
167	BIOLOGICAL_PROSE	f82r	B2-S001	E167	dchedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C08	Führe die Handlung aus; schließe nur bei Endkarte: Posten überführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
168	BIOLOGICAL_PROSE	f82r	B2-S002	E168	qolchedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C02	Danach oder in demselben Gang: weiterüberführen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
169	BIOLOGICAL_PROSE	f82r	B2-S003	E169	qokain	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C06	Führe es in der angegebenen Portion oder Stufe aus: eine Portion zugeben.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
170	BIOLOGICAL_PROSE	f82r	B2-S003	E170	dy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C12	Nimm diesen Posten wieder auf: dieser Posten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
171	BIOLOGICAL_PROSE	f82r	B2-S003	E171	qokeedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
172	BIOLOGICAL_PROSE	f82r	B2-S004	E172	qokal	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
173	BIOLOGICAL_PROSE	f82r	B2-S004	E173	lcheckhy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C01	Setze die gelernte Fachkarte: Ausgangsdurchlass.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
174	BIOLOGICAL_PROSE	f82r	B2-S004	E174	lched	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C01	Setze die gelernte Fachkarte: abführen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
175	BIOLOGICAL_PROSE	f82r	B2-S004	E175	qokeey	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C03	Führe aus und beachte Dauer oder Endpunkt: länger ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
176	BIOLOGICAL_PROSE	f82r	B2-S004	E176	lcheckhedy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C01	Setze die gelernte Fachkarte: abseihen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
177	BIOLOGICAL_PROSE	f82r	B2-S005	E177	qokaly	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C04	Führe es an der bezeichneten Stelle aus: dies dort ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
178	BIOLOGICAL_PROSE	f82r	B2-S005	E178	solkaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C06	Führe es in der angegebenen Portion oder Stufe aus: bis Sollmass sammeln.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
179	BIOLOGICAL_PROSE	f82r	B2-S005	E179	chckhy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C07	Führe es mit diesem laufenden Posten aus: durchleiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
180	BIOLOGICAL_PROSE	f82r	B2-S005	E180	qokaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
181	BIOLOGICAL_PROSE	f82r	B2-S005	E181	qokaiin	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C06	Führe es in der angegebenen Portion oder Stufe aus: auf Sollmaß einstellen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
182	BIOLOGICAL_PROSE	f82r	B2-S005	E182	octheol	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C02	Danach oder in demselben Gang: bereitgestellten Gang fortsetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
183	BIOLOGICAL_PROSE	f82r	B2-S005	E183	chkeey	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C03	Führe aus und beachte Dauer oder Endpunkt: diesen Posten länger warm halten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
184	BIOLOGICAL_PROSE	f82r	B2-S005	E184	ldy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C01	Setze die gelernte Fachkarte: abziehen; Ende.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
185	BIOLOGICAL_PROSE	f82r	B2-S006	E185	oteey	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C02	Danach oder in demselben Gang: langer Folgeposten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
186	BIOLOGICAL_PROSE	f82r	B2-S006	E186	qokal	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C04	Führe es an der bezeichneten Stelle aus: dort ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
187	BIOLOGICAL_PROSE	f82r	B2-S006	E187	sheckhy	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C03	Führe aus und beachte Dauer oder Endpunkt: kurz durchleiten.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
188	BIOLOGICAL_PROSE	f82r	B2-S006	E188	qoky	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	C07	Führe es mit diesem laufenden Posten aus: aktuellen Posten ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
189	BIOLOGICAL_PROSE	f82r	B2-S007	E189	dshedy	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
190	BIOLOGICAL_PROSE	f82r	B2-S008	E190	sotaiin	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C02	Danach oder in demselben Gang: Folgemaß.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
191	BIOLOGICAL_PROSE	f82r	B2-S008	E191	qokar	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C05	Führe es aus dem Vorrat oder am Ansatz aus: daraus ansetzen.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
192	BIOLOGICAL_PROSE	f82r	B2-S008	E192	shedy	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C03	Führe aus und beachte Dauer oder Endpunkt: kurz absetzen lassen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
193	BIOLOGICAL_PROSE	f82r	B2-S009	E193	solshedy	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	C02	Danach oder in demselben Gang: weiter absetzen; Schluss.	VISIBLE_LOCAL_STATION_PLUS_WORKSHOP_DICTIONARY_PLUS_MASTER_ACTION	B2	Arbeite fünf sichtbare Stationsgruppen nacheinander ab: obere Paarbecken, linkes Mittelgerät, ungelöster Mittelposten, unteres Mehrpersonenbecken und Randplätze. An jeder Station neu bemessen, temperieren, benetzen oder baden, abziehen und schließen; Stoff und Richtung werden beim Stationswechsel nicht mitgenommen.	Bediene Paarbecken, Mittelgerät, unteren Sammelpool und Randplätze jeweils neu: füllen, temperieren, portionsweise gebrauchen, abziehen, nachwaschen und schließen.	NO	NO
