identity_profile_id	surface	side	neighbour_surface	anchor_kind	axis_tags	external_occurrences	physical_folios	target_token_stable_occurrences	neighbour_token_stable_occurrences	pair_sequence_stable_occurrences	pair_sequence_stable_folios	semantic_credit	confirmed_lexeme	component_export_credit
G805-I1345	qokol	R1	olkol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1346	qokol	R1	olshy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1347	qokol	R1	oted	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1348	qokol	R1	oteey	GDT739_EXACT_ACTIVE_CELL	COLD|VALUE|PREPARATION	2	2	2	2	2	2	0	0	0
G805-I1349	qokol	R1	oteodaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1350	qokol	R1	otodar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1351	qokol	R1	otshdy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1352	qokol	R1	qokaiin	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1353	qokol	R1	qokeolo	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1354	qokol	R1	qokol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	2	2	2	2	2	2	0	0	0
G805-I1355	qokol	R1	qor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1356	qokol	R1	rol	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1357	qokol	R1	s	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1358	qokol	R1	shedy	UNMAPPED	NONE	5	5	5	5	4	4	0	0	0
G805-I1359	qokol	R1	sheedy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1360	qokol	R1	sheol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|MATERIAL	1	1	1	0	0	0	0	0	0
G805-I1361	qokol	R1	sheols	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1362	qokol	R1	shodol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1363	qokol	R1	shor	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1364	qokol	R1	shsdy	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1365	qotal	L1	NONE	BOUNDARY	BOUNDARY	1	1	1	0	0	0	0	0	0
G805-I1366	qotal	L1	al	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1367	qotal	L1	alkchdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1368	qotal	L1	ar	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1369	qotal	L1	char	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1370	qotal	L1	checkhy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	DRY|VALUE|PREPARATION	1	1	1	1	1	1	0	0	0
G805-I1371	qotal	L1	checthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1372	qotal	L1	chedy	UNMAPPED	NONE	3	3	2	2	1	1	0	0	0
G805-I1373	qotal	L1	chopchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1374	qotal	L1	chsdy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1375	qotal	L1	daldy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1376	qotal	L1	dy	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1377	qotal	L1	lkedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1378	qotal	L1	lkeey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1379	qotal	L1	lsheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1380	qotal	L1	lshekain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1381	qotal	L1	okaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1382	qotal	L1	okain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1383	qotal	L1	okedy	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1384	qotal	L1	okeedy	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE|PREPARATION|CLOSE	1	1	1	1	1	1	0	0	0
G805-I1385	qotal	L1	olkeedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1386	qotal	L1	oltchey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1387	qotal	L1	opchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1388	qotal	L1	qkaiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1389	qotal	L1	qokaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1390	qotal	L1	qokchy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1391	qotal	L1	qokechy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1392	qotal	L1	qokedy	UNMAPPED	NONE	2	2	1	2	1	1	0	0	0
G805-I1393	qotal	L1	qokeedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1394	qotal	L1	qokey	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I1395	qotal	L1	qolain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1396	qotal	L1	qolkshey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1397	qotal	L1	qotchy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1398	qotal	L1	qotedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1399	qotal	L1	qoteey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1400	qotal	L1	shcthy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1401	qotal	L1	shdchdy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1402	qotal	L1	shedy	UNMAPPED	NONE	2	2	2	1	1	1	0	0	0
G805-I1403	qotal	L1	sheedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1404	qotal	L1	sheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1405	qotal	L1	sheol	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	MOIST|MATERIAL	1	1	1	0	0	0	0	0	0
G805-I1406	qotal	L1	sho	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1407	qotal	L1	shodaiin	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1408	qotal	L1	shol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1409	qotal	L1	sholdy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1410	qotal	L1	todalain	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1411	qotal	L1	y	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1412	qotal	L1	ykaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1413	qotal	L1	ykeeeody	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1414	qotal	L1	yteedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1415	qotal	R1	NONE	BOUNDARY	BOUNDARY	5	5	5	0	0	0	0	0	0
G805-I1416	qotal	R1	chdy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1417	qotal	R1	chedy	UNMAPPED	NONE	5	4	5	3	3	3	0	0	0
G805-I1418	qotal	R1	cheolor	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1419	qotal	R1	cheotain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1420	qotal	R1	chey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1421	qotal	R1	chkeedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1422	qotal	R1	chody	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1423	qotal	R1	chol	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1424	qotal	R1	daiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1425	qotal	R1	dal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1426	qotal	R1	dar	UNMAPPED	NONE	3	3	2	3	2	2	0	0	0
G805-I1427	qotal	R1	dol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1428	qotal	R1	dscheey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1429	qotal	R1	dy	UNMAPPED	NONE	2	2	2	2	2	2	0	0	0
G805-I1430	qotal	R1	dytar	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1431	qotal	R1	kaiin	GDT805_EXPLORATORY_SURFACE_AXIS_PROJECTION	HOT|VALUE	1	1	1	1	1	1	0	0	0
G805-I1432	qotal	R1	lkalol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1433	qotal	R1	okechol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1434	qotal	R1	ol	TARGET_WHOLE	TARGET_WHOLE_NO_SEMANTIC_CREDIT	1	1	1	1	1	1	0	0	0
G805-I1435	qotal	R1	olchedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1436	qotal	R1	oltain	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1437	qotal	R1	otchdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1438	qotal	R1	otdal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1439	qotal	R1	qol	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1440	qotal	R1	qoty	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1441	qotal	R1	r	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1442	qotal	R1	saiin	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1443	qotal	R1	sar	UNMAPPED	NONE	1	1	0	0	0	0	0	0	0
G805-I1444	qotal	R1	shaiin	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1445	qotal	R1	shdy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1446	qotal	R1	sheal	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1447	qotal	R1	shedy	UNMAPPED	NONE	6	4	6	2	2	2	0	0	0
G805-I1448	qotal	R1	shey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1449	qotal	R1	sholkeedy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1450	qotal	R1	sy	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1451	qotal	R1	tshdy	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1452	qotal	R1	ysheey	UNMAPPED	NONE	1	1	1	0	0	0	0	0	0
G805-I1453	qotal	R1	yshey	UNMAPPED	NONE	1	1	1	1	1	1	0	0	0
G805-I1454	sail	L1	qotaiin	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
G805-I1455	sail	R1	chepy	UNMAPPED	NONE	1	1	0	1	0	0	0	0	0
