page	locus	token_ordinal	surface	v62_token_gloss_de	v63_main_token_gloss_de	focus_family	cth_family	renderer_rule_id	renderer_changed	selected_head_de	live_rivals_de	provenance_tier	apparatus_note_de	upstream_source_match	upstream_source_records	upstream_source_experiments	upstream_source_artifacts	upstream_source_glosses_de	productive_initial_head	upstream_card_status
f86v3	f86v3.13	10	qokady	einen gleichen Teil erhitzen	einen gleichen Teil erhitzen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.13	11	cholkain	Trockengut, heiß auf Stufe II	Trockengut, heiß auf Stufe II	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.18	1	pchedaiin	drei Dosen bis Mittelstufe getrocknetes Pulver	drei Dosen bis Mittelstufe getrocknetes Pulver	NONE	0	N026	0	Pulver	Trank|Pille	PRODUCTIVE_INITIAL_HEAD	p wird kurz als Pulver gelesen; potio und pilula bleiben Rivalen.	HEAD_ONLY	0	NONE	NONE	NONE	p	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.18	2	dchedy	fertige abgemessene Trockenportion	fertige abgemessene Trockenportion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.18	3	qokchdy	heiß-trockene Anfangsstufe erreicht	heiß-trockene Anfangsstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.18	4	qopchol	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.18	5	shol	feucht	feucht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	3	GDT635|GDT636|GDT685	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv|experiments/yolo/gdt685_v58_ch_sh_t_ol_ansatz_dispatch/artifacts/SURFACE_STATE_DISPATCH_SUMMARY.tsv	feucht || feucht; nominal feuchtes Gut/Material	NONE	EXPORTED
f86v3	f86v3.18	6	sheody	feucht angesetzte Zubereitung auf Anfangsstufe, abgeschlossen	feucht angesetzte Zubereitung auf Anfangsstufe, abgeschlossen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.18	7	solkam	ein Maß erhitzter Saatgutzubereitung	ein Maß erhitzter Samenzubereitung	NONE	0	N036	1	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen plus erhitzte Zubereitungs-/Maßform.	HEAD_ONLY	0	NONE	NONE	NONE	s	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.19	1	dchey	Eine abgemessene Portion bis zur Mittelstufe trocknen	Eine abgemessene Portion bis zur Mittelstufe trocknen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.19	2	otain	kalt im Zubereitungsrahmen, Grad II	kalter Ansatz, Grad II	RAHMEN	0	N015	1	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Zubereitungsrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.19	3	olkechy	Holzdrogenansatz mäßig erhitzen, trocknen und abschließen	Holzansatz mäßig erhitzen, trocknen und abschließen	NONE	0	N064	1	Holz	Auszug|Flüssigkeit	BOUNDED_L_HEAD	Gebundener Holzansatz.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.19	4	qokam	nimm ein Maß und erhitze es	nimm ein Maß und erhitze es	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.19	5	chol	trocken	trocken	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	3	GDT635|GDT636|GDT685	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv|experiments/yolo/gdt685_v58_ch_sh_t_ol_ansatz_dispatch/artifacts/SURFACE_STATE_DISPATCH_SUMMARY.tsv	trocken || trocken; nominal trockenes Gut/Material	NONE	EXPORTED
f86v3	f86v3.19	6	kchdy	heiß-trockene Anfangsstufe erreicht	heiß-trockene Anfangsstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.19	7	chol	trocken	trocken	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	3	GDT635|GDT636|GDT685	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv|experiments/yolo/gdt685_v58_ch_sh_t_ol_ansatz_dispatch/artifacts/SURFACE_STATE_DISPATCH_SUMMARY.tsv	trocken || trocken; nominal trockenes Gut/Material	NONE	EXPORTED
f86v3	f86v3.19	8	tchdy	kalt-trockene Anfangsstufe erreicht	kalt-trockene Anfangsstufe erreicht	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.19	9	dar	abgemessene Fraktion I	abgemessene Fraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v3	f86v3.19	10	aiindy	drei fertig abgeteilte Teile	drei fertig abgeteilte Teile	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.2	1	losair	zweite Fraktion des Drogenholzpostens	zweite Fraktion des Holzpostens	NONE	0	N051	1	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus zweite Fraktionsform.	HEAD_ONLY	0	NONE	NONE	NONE	l	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.2	2	yteody	Eintrag: fertige kalte Zubereitung	fertige kalte Zubereitung	NONE	0	N025	1	Zubereitung	Eintrag einer kalten Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Eintrag ist ein Rendererlabel und wird nicht als Rezeptnomen vorgelesen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.2	3	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiße Portion	NONE	EXPORTED
f86v5	f86v5.2	4	shy	feucht am Anfang des Grades	feucht am Anfang des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.2	5	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiße Portion	NONE	EXPORTED
f86v5	f86v5.2	6	shor	Blüten-/Fruchtstand; reproduktiver Teil	Blüte	BLUETE	0	N002	1	Blüte	Fruchtstand|Samenstand|reproduktiver Pflanzenteil	LOCAL_LEARNED_WHOLE	shor wird im Haupttext einwertig als Blüte gelesen; die Fruchtlesung bleibt Rivale.	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Blüten-/Fruchtstand; reproduktiver Teil	NONE	EXPORTED
f86v5	f86v5.2	7	qopchol	nimm getrockneten Pulverstoff	nimm getrockneten Pulverstoff	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.2	8	tal	Rohstoffklasse I, kalt am Gradanfang	Rohstoffklasse I, kalt am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.2	9	ol	Grundansatz	Grundansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Eigenschafts-/Zustands-/Materialträger; als nacktes Wort Gut/Ansatz	NONE	EXPORTED
f86v5	f86v5.2	10	ytol	kühle hiervon den Drogenstoff ab	kühle hiervon den Drogenstoff ab	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.2	11	otam	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.2	12	otam	ein Maß kalten Ansatzes	ein Maß kalten Ansatzes	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.24	1	oar	Drogenfraktion I im Ansatz	Drogenfraktion I im Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.24	2	aiin	Menge III	Menge III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Menge III	NONE	EXPORTED
f86v5	f86v5.24	3	ykain	erhitze hiervon auf Stufe II	erhitze hiervon auf Stufe II	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.24	4	okal	Rohstoffklasse I im Ansatz, heiß am Gradanfang	Rohstoffklasse I im Ansatz, heiß am Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.24	5	kchody	fertiger heiß-trockener Ansatz	fertiger heiß-trockener Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.24	6	chckhy	Arzneikompositum: trocken, Gradanfang	Arzneikompositum: trocken, Gradanfang	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.24	7	otaiin	kalt im Zubereitungsrahmen, Grad III	kalter Ansatz, Grad III	RAHMEN	0	N016	1	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Zubereitungsrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.24	8	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Holzfraktion im Ansatz	HOLZBINDUNG	0	N012	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; der Scope-Tag selbst wird nicht vorgelesen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.24	9	otaiin	kalt im Zubereitungsrahmen, Grad III	kalter Ansatz, Grad III	RAHMEN	0	N016	1	Ansatz	Zubereitung	STRUCTURAL_FRAME_WITH_CONTENT	Zubereitungsrahmen ist ein Analysegerüst, kein gesprochenes Nomen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.4	1	ypchesy	hiervon Samenpulver bis zur Mittelstufe trocknen	hiervon Samenpulver bis zur Mittelstufe trocknen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.4	2	oky	heißer Ansatz am Anfang des Grades	heißer Ansatz am Anfang des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.4	3	sheeey	vollständig eingeweichtes Gut der Schlussstufe	vollständig eingeweichtes Gut der Schlussstufe	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.4	4	qoty	kalt am Anfang des Grades	kalt am Anfang des Grades	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	kalt, Grundform	NONE	EXPORTED
f86v5	f86v5.4	5	qotaiin	kalt, Grad III	kalt, Grad III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	kalt, Grad III	NONE	EXPORTED
f86v5	f86v5.4	6	sail	Saatgut, Charge II	Samen, Charge II	NONE	0	N030	1	Samen	Salz|Saft|Arzneispecies	PRODUCTIVE_INITIAL_HEAD	s=semen wird einwertig als Samen gelesen.	HEAD_ONLY	0	NONE	NONE	NONE	s	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.4	7	chepy	Trockenpulver in Grundform	Trockenpulver in Grundform	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.4	8	ltedy	fertig abgekühlte Holzdroge, Mittelstufe	fertig abgekühltes Holz, Mittelstufe	NONE	0	N057	1	Holz	Auszug|Flüssigkeit	PRODUCTIVE_INITIAL_HEAD	l=Holz plus Kälte-/Ergebnisform.	HEAD_ONLY	0	NONE	NONE	NONE	l	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.4	9	dar	abgemessene Fraktion I	abgemessene Fraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.4	10	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Holzfraktion im Ansatz	HOLZBINDUNG	0	N012	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; der Scope-Tag selbst wird nicht vorgelesen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v5	f86v5.4	11	am	Maßeinheit I	Maßeinheit I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.25	1	yteedy	hiervon bis zur Endstufe abkühlen	hiervon bis zur Endstufe abkühlen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.25	2	qokar	heiße Drogenfraktion I	heiße Drogenfraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiße Portion	NONE	EXPORTED
f86v6	f86v6.25	3	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Holzfraktion im Ansatz	HOLZBINDUNG	0	N012	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; der Scope-Tag selbst wird nicht vorgelesen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.25	4	qodar	die erste Ansatzfraktion abmessen	die erste Ansatzfraktion abmessen	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.25	5	ykaiin	erhitze hiervon auf Stufe III	erhitze hiervon auf Stufe III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.25	6	or	Drogenportion	Drogenportion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_SURFACE_ONLY	NONE	EXACT_SURFACE_ONLY	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	Teil-/Nominalträger; genaue Basisbedeutung offen	NONE	EXPORTED
f86v6	f86v6.25	7	okeeeey	Ansatz vollständig bis zur letzten Heizstufe geführt	Ansatz vollständig bis zur letzten Heizstufe geführt	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.25	8	ofchedy	fertig getrockneter Blütenansatz	fertig getrockneter Blütenansatz	BLUETE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.25	9	qokaiin	heiß, Grad III	heiß, Grad III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiß, Grad III	NONE	EXPORTED
f86v6	f86v6.25	10	araram	ein Maß der ersten Drogenfraktion	ein Maß der ersten Drogenfraktion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.31	1	dair	abgemessene Fraktion II	abgemessene Fraktion II	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.31	2	chepy	Trockenpulver in Grundform	Trockenpulver in Grundform	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.31	3	qokaiin	heiß, Grad III	heiß, Grad III	NONE	0	NONE	0	INHERITED	NONE	INHERITED_EXACT_UPSTREAM_GLOSS	NONE	EXACT_GLOSS	2	GDT635|GDT636	experiments/yolo/gdt635_initial_head_same_remainder_swaps/artifacts/WORKING_DICTIONARY_V12.tsv|experiments/yolo/gdt636_residual_four_head_semantics/artifacts/WORKING_DICTIONARY_V13.tsv	heiß, Grad III	NONE	EXPORTED
f86v6	f86v6.31	4	olkar	erste erhitzte Drogenfraktion im Ansatz; Holzbindung offen	erste erhitzte Holzfraktion im Ansatz	HOLZBINDUNG	0	N012	1	Holz	Drogenholz|Holzstoff|Auszug	PROVISIONAL_LOCAL_SCOPE_HEAD	HOLZBINDUNG_OFFEN wird explorativ als getragener Holzkopf konkretisiert; der Scope-Tag selbst wird nicht vorgelesen.	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.31	5	olkchdy	fertige heiß-trockene Drogenportion	fertige heiß-trockene Drogenportion	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.31	6	okar	heiße Drogenfraktion I im Ansatz	heiße Drogenfraktion I im Ansatz	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.31	7	al	Rohstoffklasse I	Rohstoffklasse I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
f86v6	f86v6.31	8	dar	abgemessene Fraktion I	abgemessene Fraktion I	NONE	0	NONE	0	INHERITED	NONE	INHERITED_V62_GLOSS__UPSTREAM_CARD_UNEXPORTED	NONE	NONE	0	NONE	NONE	NONE	NONE	UPSTREAM_CARD_NOT_EXPORTED_IN_GDT690_SCOPE
