locus_reading_id	physical_page	source_page	register	locus	usage_class	visible_owner_de	groups	source_sequence	workshop_flow_de	sentence_boundary_claim
P910-L123	f81v	f81v	BIOLOGICAL	f81v.10	PROSE	gemeinsames Bad- und Beckenfeld	8	polshy ashyteed qop okeedy otedy okshedy qoty dairam	beginne oder besetze die Station; fahre fort; halte den Stationsposten; mit dem aktuellen Posten oder Bezug; an der lokalen Adresse; halte den Stationsposten; mit dem aktuellen Posten oder Bezug; bediene den Abschnitt; im laengeren Grad; an der Teil- oder Unteradresse; fuehre den im Muster bezeichneten Stationsschritt B-W016 aus; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; ueber den Wasser- oder Rohrlauf; an der lokalen Adresse; an der lokalen M-Adresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L124	f81v	f81v	BIOLOGICAL	f81v.11	PROSE	gemeinsames Bad- und Beckenfeld	11	yshey qokeey okeey oky ykeey qoky oky lky olchy ky dsholyd	mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; setze den Posten ein; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; mit dem aktuellen Posten oder Bezug; aktiviere die Station; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Stationsschritt B-W011 aus; fahre fort; nimm den Stationsposten ab; mit dem aktuellen Posten oder Bezug; setze den Posten ein; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; halte den Stationsposten; fahre fort; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse	NONE__PHYSICAL_LOCUS_ONLY
P910-L125	f81v	f81v	BIOLOGICAL	f81v.12	PROSE	gemeinsames Bad- und Beckenfeld	9	qol ol chdy shedy qokedy ytedy chetedy lkedey ytedy	fahre fort; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; fuehre den im Muster bezeichneten Stationsschritt B-W025 aus; nimm den Stationsposten ab; im kurzen Grad; bediene den Abschnitt; im kurzen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Stationsschritt B-W010 aus; fuehre den im Muster bezeichneten Stationsschritt B-W025 aus	NONE__PHYSICAL_LOCUS_ONLY
P910-L126	f81v	f81v	BIOLOGICAL	f81v.13	PROSE	gemeinsames Bad- und Beckenfeld	9	ykeshey dchsed ytedy ytedy dar ykeday qoty ykedy okal	mit dem aktuellen Posten oder Bezug; setze den Posten ein; im kurzen Grad; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; nimm den Stationsposten ab; pruefe die Station; im kurzen Grad; an der Teil- oder Unteradresse; fuehre den im Muster bezeichneten Stationsschritt B-W025 aus; fuehre den im Muster bezeichneten Stationsschritt B-W025 aus; an der Teil- oder Unteradresse; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug; setze den Posten ein; im kurzen Grad; auf der markierten zweiten Stufe; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Stationsschritt B-W024 aus; aktiviere die Station; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L127	f81v	f81v	BIOLOGICAL	f81v.14	PROSE	gemeinsames Bad- und Beckenfeld	8	dshedy ykeedy sheeky daiin okedy qokeed qokedy lchpchdy	halte den Stationsposten; im kurzen Grad; schliesse die Teilfolge; mit dem aktuellen Posten oder Bezug; setze den Posten ein; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; im laengeren Grad; setze den Posten ein; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im laengeren Grad; an der Teil- oder Unteradresse; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; verbinde mit der naechsten Station; nimm den Stationsposten ab; beginne oder besetze die Station; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L128	f81v	f81v	BIOLOGICAL	f81v.15	PROSE	gemeinsames Bad- und Beckenfeld	9	qokal chedy ol sheey salshcthdy qofchedy r chedy ltary	aktiviere die Station; an der Becken- oder Anschlussstelle; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; fahre fort; halte den Stationsposten; im laengeren Grad; mit dem aktuellen Posten oder Bezug; pruefe die Station; an der lokalen Adresse; spuele die Station; pruefe den Stationsstatus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; fuehre den Stationsgang aus; verwende das lokale F-Kennzeichen; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; setze den markierten Zustand; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; bediene den Abschnitt; von der Ausgangsstation; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L129	f81v	f81v	BIOLOGICAL	f81v.16	PROSE	gemeinsames Bad- und Beckenfeld	10	lor shedy qoeedy ol chy rshdy lshedy dar chdy pchdy	verbinde mit der naechsten Station; mit dem Arbeitsansatz; halte ihn an der Station; schliesse die Teilfolge; fuehre den Stationsgang aus; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; fahre fort; mit dem aktuellen Posten oder Bezug; setze den markierten Zustand; halte den Stationsposten; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; spuele die Station; im kurzen Grad; schliesse die Teilfolge; an der Teil- oder Unteradresse; von der Ausgangsstation; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; beginne oder besetze die Station; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L130	f81v	f81v	BIOLOGICAL	f81v.17	PROSE	gemeinsames Bad- und Beckenfeld	9	sshkchdy chedy ol shedy qolchedy qokain ckhy dl ral	halte den Stationsposten; setze den Posten ein; setze den Stationsposten um; schliesse die Teilfolge; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; fahre fort; halte ihn an der Station; schliesse die Teilfolge; fahre fort; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; eine Portion oder Einheit; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den markierten Zustand; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L131	f81v	f81v	BIOLOGICAL	f81v.18	PROSE	gemeinsames Bad- und Beckenfeld	10	qokchdy chey ol cheky ol shedy qokedy qokedy chckhy qoky	aktiviere die Station; setze den Stationsposten um; schliesse die Teilfolge; mit dem aktuellen Posten oder Bezug; fahre fort; behandle den Zustand des Postens; im kurzen Grad; mit dem aktuellen Posten oder Bezug; fahre fort; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; aktiviere die Station; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L132	f81v	f81v	BIOLOGICAL	f81v.19	PROSE	gemeinsames Bad- und Beckenfeld	10	solkeey ol shedy qokar shckhy dedy qokar qokal dol chy	sammle an der Auffangstelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; fahre fort; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; von der Ausgangsstation; halte den Stationsposten; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; fuehre den im Muster bezeichneten Stationsschritt B-W005 aus; aktiviere die Station; von der Ausgangsstation; aktiviere die Station; an der Becken- oder Anschlussstelle; an der Teil- oder Unteradresse; fahre fort; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L133	f81v	f81v	BIOLOGICAL	f81v.20	PROSE	gemeinsames Bad- und Beckenfeld	8	qocthey chekal chedy qokedy lshety qoldy ltedy qotain	fuehre den Stationsgang aus; pruefe den Stationsstatus; im kurzen Grad; mit dem aktuellen Posten oder Bezug; behandle den Zustand des Postens; an der Becken- oder Anschlussstelle; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; spuele die Station; im kurzen Grad; bediene den Abschnitt; mit dem aktuellen Posten oder Bezug; fahre fort; schliesse die Teilfolge; verbinde mit der naechsten Station; bediene den Abschnitt; im kurzen Grad; schliesse die Teilfolge; danach oder an der naechsten Stelle; eine Portion oder Einheit	NONE__PHYSICAL_LOCUS_ONLY
P910-L134	f81v	f81v	BIOLOGICAL	f81v.21	PROSE	gemeinsames Bad- und Beckenfeld	9	lsho qokey lshedy lshedy chedy qolky lchedal qol otar	spuele die Station; fuehre den Stationsgang aus; aktiviere die Station; im kurzen Grad; mit dem aktuellen Posten oder Bezug; spuele die Station; im kurzen Grad; schliesse die Teilfolge; spuele die Station; im kurzen Grad; schliesse die Teilfolge; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; sammle an der Auffangstelle; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Stationsposten um; an der Becken- oder Anschlussstelle; fahre fort; danach oder an der naechsten Stelle; von der Ausgangsstation	NONE__PHYSICAL_LOCUS_ONLY
P910-L135	f81v	f81v	BIOLOGICAL	f81v.22	PROSE	gemeinsames Bad- und Beckenfeld	8	qokal qol oiin cheey dal lchedy chedy salchtedytar	aktiviere die Station; an der Becken- oder Anschlussstelle; fahre fort; fuehre den Stationsgang aus; auf der angegebenen Stufe oder am Index; halte den Stationsposten; im laengeren Grad; mit dem aktuellen Posten oder Bezug; an der Becken- oder Anschlussstelle; verbinde mit der naechsten Station; setze den Stationsposten um; schliesse die Teilfolge; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; pruefe die Station; an der Becken- oder Anschlussstelle; nimm den Stationsposten ab; bediene den Abschnitt; im kurzen Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; bediene den Abschnitt; von der Ausgangsstation	NONE__PHYSICAL_LOCUS_ONLY
P910-L136	f81v	f81v	BIOLOGICAL	f81v.23	PROSE	gemeinsames Bad- und Beckenfeld	9	shol qetchy ykaiin olkain shedy qoky dchedy rol olcthdy	halte den Stationsposten; fahre fort; im kurzen Grad; bediene den Abschnitt; nimm den Stationsposten ab; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; setze den Posten ein; nach vorgeschriebenem Mass; fahre fort; setze den Posten ein; eine Portion oder Einheit; halte ihn an der Station; schliesse die Teilfolge; aktiviere die Station; mit dem aktuellen Posten oder Bezug; an der Teil- oder Unteradresse; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; setze den markierten Zustand; fahre fort; fahre fort; pruefe den Stationsstatus; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L137	f81v	f81v	BIOLOGICAL	f81v.24	PROSE	gemeinsames Bad- und Beckenfeld	10	ytey okchedy qokal okeey qol cheedy sal teol dchdy ly	bediene den Abschnitt; im kurzen Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; an der Becken- oder Anschlussstelle; aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; fahre fort; nimm den Stationsposten ab; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; pruefe die Station; an der Becken- oder Anschlussstelle; im kurzen Grad; fahre fort; setze den Stationsposten um; schliesse die Teilfolge; verbinde mit der naechsten Station; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L138	f81v	f81v	BIOLOGICAL	f81v.25	PROSE	gemeinsames Bad- und Beckenfeld	12	oshedy qotedy shol chedy y shchey ol chey qol chedy tchd oky	fuehre den Stationsgang aus; halte ihn an der Station; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im kurzen Grad; schliesse die Teilfolge; halte den Stationsposten; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; mit dem aktuellen Posten oder Bezug; fahre fort; mit dem aktuellen Posten oder Bezug; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; bediene den Abschnitt; setze den Stationsposten um; aktiviere die Station; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L139	f81v	f81v	BIOLOGICAL	f81v.26	PROSE	gemeinsames Bad- und Beckenfeld	9	ol checholtar oiin okedy dal shey olkeol olkeedy okeol	fahre fort; nimm den Stationsposten ab; im kurzen Grad; fahre fort; bediene den Abschnitt; von der Ausgangsstation; fuehre den Stationsgang aus; auf der angegebenen Stufe oder am Index; aktiviere die Station; im kurzen Grad; schliesse die Teilfolge; an der Becken- oder Anschlussstelle; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug; fahre fort; setze den Posten ein; im kurzen Grad; fahre fort; sammle an der Auffangstelle; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; im kurzen Grad; fahre fort	NONE__PHYSICAL_LOCUS_ONLY
P910-L140	f81v	f81v	BIOLOGICAL	f81v.27	PROSE	gemeinsames Bad- und Beckenfeld	7	dsheol oiiin olkeedy tedy cheky shckhedy chal	halte den Stationsposten; im kurzen Grad; fahre fort; fuehre den Stationsgang aus; auf der angegebenen Stufe oder am Index; sammle an der Auffangstelle; im laengeren Grad; schliesse die Teilfolge; bediene den Abschnitt; im kurzen Grad; schliesse die Teilfolge; behandle den Zustand des Postens; im kurzen Grad; mit dem aktuellen Posten oder Bezug; halte den Stationsposten; fuehre durch die Beckenverbindung; im kurzen Grad; schliesse die Teilfolge; nimm den Stationsposten ab; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
P910-L141	f81v	f81v	BIOLOGICAL	f81v.28	LABEL	gemeinsames Bad- und Beckenfeld	2	otain olkal	lies die gelernte lokale Kennung: Kennung am gemeinsames Bad- und Beckenfeld (f81v.28); lies die gelernte lokale Kennung: Kennung am gemeinsames Bad- und Beckenfeld (f81v.28)	NONE__PHYSICAL_LOCUS_ONLY
P910-L142	f82r	f82r	BIOLOGICAL	f82r.1	PROSE	mehrere lokale Bad- und Leitungsstationen	8	qosheedy qokeol daiin shckhy okeeor cheey daiin shey	fuehre den Stationsgang aus; halte den Stationsposten; im laengeren Grad; an der Teil- oder Unteradresse; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im kurzen Grad; fahre fort; nach vorgeschriebenem Mass; halte den Stationsposten; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; mit dem Arbeitsansatz; halte den Stationsposten; im laengeren Grad; mit dem aktuellen Posten oder Bezug; nach vorgeschriebenem Mass; halte den Stationsposten; im kurzen Grad; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L143	f82r	f82r	BIOLOGICAL	f82r.2	PROSE	mehrere lokale Bad- und Leitungsstationen	8	dchedy qolchedy qokain dy qokeedy qokal lcheckhy lched	an der Teil- oder Unteradresse; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; fahre fort; setze den Stationsposten um; schliesse die Teilfolge; aktiviere die Station; eine Portion oder Einheit; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; an der Becken- oder Anschlussstelle; verbinde mit der naechsten Station; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; setze den Stationsposten um	NONE__PHYSICAL_LOCUS_ONLY
P910-L144	f82r	f82r	BIOLOGICAL	f82r.3	PROSE	mehrere lokale Bad- und Leitungsstationen	6	qokeey lcheckhedy qokaly solkaiin chckhy qokaiin	aktiviere die Station; im laengeren Grad; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; fuehre durch die Beckenverbindung; im kurzen Grad; schliesse die Teilfolge; aktiviere die Station; an der Becken- oder Anschlussstelle; mit dem aktuellen Posten oder Bezug; sammle an der Auffangstelle; nach vorgeschriebenem Mass; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; aktiviere die Station; nach vorgeschriebenem Mass	NONE__PHYSICAL_LOCUS_ONLY
P910-L145	f82r	f82r	BIOLOGICAL	f82r.4	PROSE	mehrere lokale Bad- und Leitungsstationen	8	qokaiin octheol chkeey ldy oteey qokal sheckhy qoky	aktiviere die Station; nach vorgeschriebenem Mass; fuehre den Stationsgang aus; pruefe den Stationsstatus; im kurzen Grad; fahre fort; behandle den Zustand des Postens; im laengeren Grad; mit dem aktuellen Posten oder Bezug; verbinde mit der naechsten Station; schliesse die Teilfolge; danach oder an der naechsten Stelle; im laengeren Grad; mit dem aktuellen Posten oder Bezug; aktiviere die Station; an der Becken- oder Anschlussstelle; halte den Stationsposten; im kurzen Grad; fuehre durch die Beckenverbindung; mit dem aktuellen Posten oder Bezug; aktiviere die Station; mit dem aktuellen Posten oder Bezug	NONE__PHYSICAL_LOCUS_ONLY
P910-L146	f82r	f82r	BIOLOGICAL	f82r.5	PROSE	mehrere lokale Bad- und Leitungsstationen	8	sol lkchedy qokeedy qokal cthol chedy qoteedy qokal	fahre fort; verbinde mit der naechsten Station; setze den Posten ein; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; aktiviere die Station; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; an der Becken- oder Anschlussstelle; pruefe den Stationsstatus; fahre fort; setze den Stationsposten um; mit dem aktuellen Posten oder Bezug; danach oder an der naechsten Stelle; im laengeren Grad; schliesse die Teilfolge; aktiviere die Station; an der Becken- oder Anschlussstelle	NONE__PHYSICAL_LOCUS_ONLY
