locus_order	physical_page	source_page	register	locus	source_kind	events	owner_bound_events	repaired_events	surface_sequence	atomic_sequence_de	continuous_reading_de	physical_line_is_sentence_end
103	f75r	f75r	BIOLOGICAL	f75r.43	P	7	0	0	yshedy · chekar · oldy · qokain · chkar · otar · oldy	DIESER POSTEN · HALTEN · KURZ · SCHLUSS | ZUSTAND BEHANDELN · QUELLSTELLE | FORTSETZEN · SCHLUSS | ANSETZEN · PORTION | ZUSTAND BEHANDELN · QUELLSTELLE | DANACH · QUELLSTELLE | FORTSETZEN · SCHLUSS	diesen Posten; den Posten halten; kurz; den Schritt schließen; den Stationszustand behandeln; von der Quellstelle; fortsetzen; den Schritt schließen; die Station ansetzen; eine Portion; den Stationszustand behandeln; von der Quellstelle; danach; von der Quellstelle; fortsetzen; den Schritt schließen	NO
104	f75r	f75r	BIOLOGICAL	f75r.44	P	12	0	0	dchedy · sain · okedy · qokedy · otedy · okoldy · otar · otam · olaiin · ch · dar · dy	TEILADRESSE · UMSETZEN · DIESER POSTEN | KONTEXT/PROBE · PORTION | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | DANACH · KURZ · SCHLUSS | ANSETZEN · FORTSETZEN · SCHLUSS | DANACH · QUELLSTELLE | DANACH · GEGEN-/INNENFELD | FORTSETZEN · SOLL-MASS | ENTNEHMEN/ABLESEN | TEILADRESSE · QUELLSTELLE | DIESER POSTEN	an der Teiladresse; den Posten umsetzen; diesen Posten; die Station prüfen; eine Portion; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; danach; kurz; den Schritt schließen; die Station ansetzen; fortsetzen; den Schritt schließen; danach; von der Quellstelle; danach; am Gegen-/Innenfeld; fortsetzen; nach Sollmaß; den Posten abnehmen; an der Teiladresse; von der Quellstelle; diesen Posten	NO
105	f75r	f75r	BIOLOGICAL	f75r.45	P	10	0	0	sshedy · shckhy · qokey · okedy · sarol · oty · otedy · qotedy · otedy · okaiin	KONTEXT/PROBE · HALTEN · KURZ · SCHLUSS | HALTEN · DURCHLASS · DIESER POSTEN | ANSETZEN · KURZ · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | KONTEXT/PROBE · QUELLSTELLE · FORTSETZEN | DANACH · DIESER POSTEN | DANACH · KURZ · SCHLUSS | DANACH · KURZ · SCHLUSS | DANACH · KURZ · SCHLUSS | ANSETZEN · SOLL-MASS	die Station prüfen; den Posten halten; kurz; den Schritt schließen; den Posten halten; durch den Durchlass; diesen Posten; die Station ansetzen; kurz; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; die Station prüfen; von der Quellstelle; fortsetzen; danach; diesen Posten; danach; kurz; den Schritt schließen; danach; kurz; den Schritt schließen; danach; kurz; den Schritt schließen; die Station ansetzen; nach Sollmaß	NO
106	f75r	f75r	BIOLOGICAL	f75r.46	P	9	0	0	qokey · qokedy · sheol · qokedy · dain · shedy · otol · chedy · olor	ANSETZEN · KURZ · DIESER POSTEN | ANSETZEN · KURZ · SCHLUSS | HALTEN · KURZ · FORTSETZEN | ANSETZEN · KURZ · SCHLUSS | PORTION | RUHESTUFE · SCHLUSS | DANACH · FORTSETZEN | UMSETZEN · DIESER POSTEN | FORTSETZEN · ANSATZ/EINTRAG	die Station ansetzen; kurz; diesen Posten; die Station ansetzen; kurz; den Schritt schließen; den Posten halten; kurz; fortsetzen; die Station ansetzen; kurz; den Schritt schließen; eine Portion; an der Station halten; den Schritt schließen; danach; fortsetzen; den Posten umsetzen; diesen Posten; fortsetzen; mit dem Arbeitsansatz	NO
107	f75r	f75r	BIOLOGICAL	f75r.47	P	2	2	2	sal · okeedy	KONTEXT/PROBE · ZIELSTELLE | ANSETZEN · LANG · SCHLUSS	Bild-/Musterwert: Kennung der lower pool label 1; Bild-/Musterwert: Kennung der lower pool label 1	NO
108	f75r	f75r	BIOLOGICAL	f75r.48	P	2	2	2	daly · ychey	ZIELSTELLE · DIESER POSTEN | DIESER POSTEN · DIESER POSTEN	Bild-/Musterwert: Kennung der lower pool label 2; Bild-/Musterwert: Kennung der lower pool label 2	NO
109	f75r	f75r	BIOLOGICAL	f75r.49	P	2	2	2	sols · dara	FORTSETZEN · KONTEXT/PROBE | TEILADRESSE · QUELLSTELLE · LOKALE ADRESSE	Bild-/Musterwert: Kennung der lower pool label 3; Bild-/Musterwert: Kennung der lower pool label 3	NO
110	f75r	f75r	BIOLOGICAL	f75r.50	P	1	1	1	ychty	DIESER POSTEN · ENTNEHMEN/ABLESEN · BEARBEITEN/MARKIEREN · DIESER POSTEN	Bild-/Musterwert: Kennung der lower pool label 4	NO
111	f75r	f75r	BIOLOGICAL	f75r.51	P	1	1	1	saino	KONTEXT/PROBE · PORTION · GANG	Bild-/Musterwert: Kennung der lower pool label 5	NO
112	f75r	f75r	BIOLOGICAL	f75r.52	P	1	1	1	saldy	KONTEXT/PROBE · ZIELSTELLE · SCHLUSS	Bild-/Musterwert: Kennung der lower pool label 6	NO
113	f75r	f75r	BIOLOGICAL	f75r.53	P	1	1	1	dainy	PORTION · DIESER POSTEN	Bild-/Musterwert: Kennung der lower pool label 7	NO
114	f81v	f81v	BIOLOGICAL	f81v.1	P	11	0	0	par · shey · keedy · shekal · dal · dar · ol · pchedy · shek · dain · ofalsheky	BEGINNEN/EINSETZEN · QUELLSTELLE | HALTEN · KURZ · DIESER POSTEN | ZUORDNEN/ZUGEBEN · LANG · SCHLUSS | HALTEN · KURZ · ZUORDNEN/ZUGEBEN · ZIELSTELLE | ZIELSTELLE | TEILADRESSE · QUELLSTELLE | FORTSETZEN | BEGINNEN/EINSETZEN · UMSETZEN · SCHLUSS | HALTEN · KURZ · ZUORDNEN/ZUGEBEN | PORTION | GANG · F-KENNZEICHEN · LOKALE ADRESSE · WASCHEN/SPUELEN · KURZ · ZUORDNEN/ZUGEBEN · DIESER POSTEN	die Station beginnen; von der Quellstelle; den Posten halten; kurz; diesen Posten; den Posten einsetzen; länger; den Schritt schließen; den Posten halten; kurz; den Posten einsetzen; zur Zielstelle; zur Zielstelle; an der Teiladresse; von der Quellstelle; fortsetzen; die Station beginnen; den Posten umsetzen; den Schritt schließen; den Posten halten; kurz; den Posten einsetzen; eine Portion; den Stationsgang ausführen; mit lokalem F-Kennzeichen; an der lokalen Adresse; die Station spülen; kurz; den Posten einsetzen; diesen Posten	NO
115	f81v	f81v	BIOLOGICAL	f81v.2	P	12	0	0	qokedy · okaiin · kair · okal · sar · ol · kain · olkain · al · ol · rol · dl	ANSETZEN · KURZ · SCHLUSS | ANSETZEN · SOLL-MASS | ZUORDNEN/ZUGEBEN · LAUF | ANSETZEN · ZIELSTELLE | KONTEXT/PROBE · QUELLSTELLE | FORTSETZEN | ZUORDNEN/ZUGEBEN · PORTION | FORTSETZEN · ZUORDNEN/ZUGEBEN · PORTION | ZIELSTELLE | FORTSETZEN | MARKIERTER ZUSTAND · FORTSETZEN | LEITEN	die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; nach Sollmaß; den Posten einsetzen; entlang des Laufs; die Station ansetzen; zur Zielstelle; die Station prüfen; von der Quellstelle; fortsetzen; den Posten einsetzen; eine Portion; fortsetzen; den Posten einsetzen; eine Portion; zur Zielstelle; fortsetzen; den Zustand markieren; fortsetzen; weiterleiten	NO
116	f81v	f81v	BIOLOGICAL	f81v.3	P	9	0	0	saiin · daiin · olkeedy · okedy · dykain · shek · chdy · dalal · oldy	KONTEXT/PROBE · SOLL-MASS | SOLL-MASS | SAMMELSTELLE · LANG · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | TEILADRESSE · DIESER POSTEN · ZUORDNEN/ZUGEBEN · PORTION | HALTEN · KURZ · ZUORDNEN/ZUGEBEN | UMSETZEN · DIESER POSTEN | ZIELSTELLE · ZIELSTELLE | FORTSETZEN · SCHLUSS	die Station prüfen; nach Sollmaß; nach Sollmaß; an der Auffangstelle sammeln; länger; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; an der Teiladresse; diesen Posten; den Posten einsetzen; eine Portion; den Posten halten; kurz; den Posten einsetzen; den Posten umsetzen; diesen Posten; zur Zielstelle; zur Zielstelle; fortsetzen; den Schritt schließen	NO
117	f81v	f81v	BIOLOGICAL	f81v.4	P	10	0	0	qokaiin · okain · cheeky · dy · ol · kaiin · dain · dy · daiin · chcthy	ANSETZEN · SOLL-MASS | ANSETZEN · PORTION | ZUSTAND BEHANDELN · LANG · DIESER POSTEN | DIESER POSTEN | FORTSETZEN | ZUORDNEN/ZUGEBEN · SOLL-MASS | PORTION | DIESER POSTEN | SOLL-MASS | ENTNEHMEN/ABLESEN · STATUS · DIESER POSTEN	die Station ansetzen; nach Sollmaß; die Station ansetzen; eine Portion; den Stationszustand behandeln; länger; diesen Posten; diesen Posten; fortsetzen; den Posten einsetzen; nach Sollmaß; eine Portion; diesen Posten; nach Sollmaß; den Posten abnehmen; den Stationsstatus prüfen; diesen Posten	NO
118	f81v	f81v	BIOLOGICAL	f81v.5	P	9	0	0	okaiin · daiin · otain · chckhy · okeedy · qoky · kar · daiin · okar	ANSETZEN · SOLL-MASS | SOLL-MASS | DANACH · PORTION | DURCHLASS · DIESER POSTEN | ANSETZEN · LANG · SCHLUSS | ANSETZEN · DIESER POSTEN | ZUORDNEN/ZUGEBEN · QUELLSTELLE | SOLL-MASS | ANSETZEN · QUELLSTELLE	die Station ansetzen; nach Sollmaß; nach Sollmaß; danach; eine Portion; durch den Durchlass; diesen Posten; die Station ansetzen; länger; den Schritt schließen; die Station ansetzen; diesen Posten; den Posten einsetzen; von der Quellstelle; nach Sollmaß; die Station ansetzen; von der Quellstelle	NO
119	f81v	f81v	BIOLOGICAL	f81v.6	P	11	0	1	qokain · okaiin · ol · chedy · cheol · lky · l · s · aiin · okain · daldy	ANSETZEN · PORTION | ANSETZEN · SOLL-MASS | FORTSETZEN | UMSETZEN · DIESER POSTEN | REGISTER-EINTRAG · LEITEN | LEITEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN | LEITEN | KONTEXT/PROBE | SOLL-MASS | ANSETZEN · PORTION | ZIELSTELLE · SCHLUSS	die Station ansetzen; eine Portion; die Station ansetzen; nach Sollmaß; fortsetzen; den Posten umsetzen; diesen Posten; den Arbeitsinhalt verwenden; weiterleiten; weiterleiten; den Posten einsetzen; diesen Posten; weiterleiten; die Station prüfen; nach Sollmaß; die Station ansetzen; eine Portion; zur Zielstelle; den Schritt schließen	NO
120	f81v	f81v	BIOLOGICAL	f81v.7	P	9	0	0	olor · ol · sheckhal · daiin · qokeedal · daiin · chckhy · schedy · qol	FORTSETZEN · ANSATZ/EINTRAG | FORTSETZEN | HALTEN · KURZ · DURCHLASS · ZIELSTELLE | SOLL-MASS | ANSETZEN · LANG · ZIELSTELLE | SOLL-MASS | DURCHLASS · DIESER POSTEN | UMSETZEN · SCHLUSS | FORTSETZEN	fortsetzen; mit dem Arbeitsansatz; fortsetzen; den Posten halten; kurz; durch den Durchlass; zur Zielstelle; nach Sollmaß; die Station ansetzen; länger; zur Zielstelle; nach Sollmaß; durch den Durchlass; diesen Posten; den Posten umsetzen; den Schritt schließen; fortsetzen	NO
121	f81v	f81v	BIOLOGICAL	f81v.8	P	9	0	1	ykol · or · shedy · sheedy · qolkeedy · daiin · dkain · cphedy · oldy	DIESER POSTEN · ZUORDNEN/ZUGEBEN · FORTSETZEN | ANSATZ/EINTRAG | RUHESTUFE · SCHLUSS | HALTEN · LANG · SCHLUSS | SAMMELSTELLE · LANG · TEILADRESSE · DIESER POSTEN | SOLL-MASS | TEILADRESSE · ZUORDNEN/ZUGEBEN · PORTION | GEGEN-/EMPFANGSGANG · KURZ · SCHLUSS | FORTSETZEN · SCHLUSS	diesen Posten; den Posten einsetzen; fortsetzen; mit dem Arbeitsansatz; an der Station halten; den Schritt schließen; den Posten halten; länger; den Schritt schließen; an der Auffangstelle sammeln; länger; an der Teiladresse; diesen Posten; nach Sollmaß; an der Teiladresse; den Posten einsetzen; eine Portion; zum Gegenlauf oder Empfänger zurückführen; kurz; den Schritt schließen; fortsetzen; den Schritt schließen	NO
122	f81v	f81v	BIOLOGICAL	f81v.9	P	8	0	1	yar · olchey · kaiin · okeey · daiin · olor · checkhy · daiidy	DIESER POSTEN · QUELLSTELLE | FORTSETZEN · DIESER POSTEN | ZUORDNEN/ZUGEBEN · SOLL-MASS | ANSETZEN · LANG · DIESER POSTEN | SOLL-MASS | FORTSETZEN · ANSATZ/EINTRAG | ENTNEHMEN/ABLESEN · KURZ · DURCHLASS · DIESER POSTEN | ZWEITE STUFE · STUFE · SCHLUSS	diesen Posten; von der Quellstelle; fortsetzen; diesen Posten; den Posten einsetzen; nach Sollmaß; die Station ansetzen; länger; diesen Posten; nach Sollmaß; fortsetzen; mit dem Arbeitsansatz; den Posten abnehmen; kurz; durch den Durchlass; diesen Posten; auf der zweiten Stufe; auf der Stufe; den Schritt schließen	NO
123	f81v	f81v	BIOLOGICAL	f81v.10	P	8	0	1	polshy · ashyteed · qop · okeedy · otedy · okshedy · qoty · dairam	BEGINNEN/EINSETZEN · FORTSETZEN · HALTEN · DIESER POSTEN | LOKALE ADRESSE · HALTEN · DIESER POSTEN · BEARBEITEN/MARKIEREN · LANG · TEILADRESSE | GANG · BEGINNEN/EINSETZEN | ANSETZEN · LANG · SCHLUSS | DANACH · KURZ · SCHLUSS | ANSETZEN · HALTEN · KURZ · SCHLUSS | DANACH · DIESER POSTEN | TEILADRESSE · LAUF · LOKALE ADRESSE · GEGEN-/INNENFELD	die Station beginnen; fortsetzen; den Posten halten; diesen Posten; an der lokalen Adresse; den Posten halten; diesen Posten; den Abschnitt bedienen; länger; an der Teiladresse; den Stationsgang ausführen; die Station beginnen; die Station ansetzen; länger; den Schritt schließen; danach; kurz; den Schritt schließen; die Station ansetzen; den Posten halten; kurz; den Schritt schließen; danach; diesen Posten; an der Teiladresse; entlang des Laufs; an der lokalen Adresse; am Gegen-/Innenfeld	NO
124	f81v	f81v	BIOLOGICAL	f81v.11	P	11	0	1	yshey · qokeey · okeey · oky · ykeey · qoky · oky · lky · olchy · ky · dsholyd	DIESER POSTEN · HALTEN · KURZ · DIESER POSTEN | ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · LANG · DIESER POSTEN | ANSETZEN · DIESER POSTEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · DIESER POSTEN | ANSETZEN · DIESER POSTEN | ANSETZEN · DIESER POSTEN | LEITEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN | FORTSETZEN · ENTNEHMEN/ABLESEN · DIESER POSTEN | ZUORDNEN/ZUGEBEN · DIESER POSTEN | TEILADRESSE · HALTEN · FORTSETZEN · DIESER POSTEN · TEILADRESSE	diesen Posten; den Posten halten; kurz; diesen Posten; die Station ansetzen; länger; diesen Posten; die Station ansetzen; länger; diesen Posten; die Station ansetzen; diesen Posten; diesen Posten; den Posten einsetzen; länger; diesen Posten; die Station ansetzen; diesen Posten; die Station ansetzen; diesen Posten; weiterleiten; den Posten einsetzen; diesen Posten; fortsetzen; den Posten abnehmen; diesen Posten; den Posten einsetzen; diesen Posten; an der Teiladresse; den Posten halten; fortsetzen; diesen Posten; an der Teiladresse	NO
125	f81v	f81v	BIOLOGICAL	f81v.12	P	9	0	3	qol · ol · chdy · shedy · qokedy · ytedy · chetedy · lkedey · ytedy	FORTSETZEN | FORTSETZEN | UMSETZEN · DIESER POSTEN | RUHESTUFE · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | DIESER POSTEN · BEARBEITEN/MARKIEREN · KURZ · SCHLUSS | ENTNEHMEN/ABLESEN · KURZ · BEARBEITEN/MARKIEREN · KURZ · TEILADRESSE · DIESER POSTEN | LEITEN · ZUORDNEN/ZUGEBEN · KURZ · TEILADRESSE · KURZ · DIESER POSTEN | DIESER POSTEN · BEARBEITEN/MARKIEREN · KURZ · SCHLUSS	fortsetzen; fortsetzen; den Posten umsetzen; diesen Posten; an der Station halten; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; diesen Posten; den Abschnitt bedienen; kurz; den Schritt schließen; den Posten abnehmen; kurz; den Abschnitt bedienen; kurz; an der Teiladresse; diesen Posten; weiterleiten; den Posten einsetzen; kurz; an der Teiladresse; kurz; diesen Posten; diesen Posten; den Abschnitt bedienen; kurz; den Schritt schließen	NO
126	f81v	f81v	BIOLOGICAL	f81v.13	P	9	0	3	ykeshey · dchsed · ytedy · ytedy · dar · ykeday · qoty · ykedy · okal	DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · HALTEN · KURZ · DIESER POSTEN | TEILADRESSE · ENTNEHMEN/ABLESEN · KONTEXT/PROBE · KURZ · TEILADRESSE | DIESER POSTEN · BEARBEITEN/MARKIEREN · KURZ · SCHLUSS | DIESER POSTEN · BEARBEITEN/MARKIEREN · KURZ · SCHLUSS | TEILADRESSE · QUELLSTELLE | DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · ZWEITE STUFE · DIESER POSTEN | DANACH · DIESER POSTEN | DIESER POSTEN · ZUORDNEN/ZUGEBEN · KURZ · SCHLUSS | ANSETZEN · ZIELSTELLE	diesen Posten; den Posten einsetzen; kurz; den Posten halten; kurz; diesen Posten; an der Teiladresse; den Posten abnehmen; die Station prüfen; kurz; an der Teiladresse; diesen Posten; den Abschnitt bedienen; kurz; den Schritt schließen; diesen Posten; den Abschnitt bedienen; kurz; den Schritt schließen; an der Teiladresse; von der Quellstelle; diesen Posten; den Posten einsetzen; kurz; auf der zweiten Stufe; diesen Posten; danach; diesen Posten; diesen Posten; den Posten einsetzen; kurz; den Schritt schließen; die Station ansetzen; zur Zielstelle	NO
127	f81v	f81v	BIOLOGICAL	f81v.14	P	8	0	0	dshedy · ykeedy · sheeky · daiin · okedy · qokeed · qokedy · lchpchdy	HALTEN · KURZ · SCHLUSS | DIESER POSTEN · ZUORDNEN/ZUGEBEN · LANG · TEILADRESSE · DIESER POSTEN | HALTEN · LANG · ZUORDNEN/ZUGEBEN · DIESER POSTEN | SOLL-MASS | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · LANG · TEILADRESSE | ANSETZEN · KURZ · SCHLUSS | LEITEN · ENTNEHMEN/ABLESEN · BEGINNEN/EINSETZEN · UMSETZEN · DIESER POSTEN	den Posten halten; kurz; den Schritt schließen; diesen Posten; den Posten einsetzen; länger; an der Teiladresse; diesen Posten; den Posten halten; länger; den Posten einsetzen; diesen Posten; nach Sollmaß; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; länger; an der Teiladresse; die Station ansetzen; kurz; den Schritt schließen; weiterleiten; den Posten abnehmen; die Station beginnen; den Posten umsetzen; diesen Posten	NO
128	f81v	f81v	BIOLOGICAL	f81v.15	P	9	0	0	qokal · chedy · ol · sheey · salshcthdy · qofchedy · r · chedy · ltary	ANSETZEN · ZIELSTELLE | UMSETZEN · DIESER POSTEN | FORTSETZEN | HALTEN · LANG · DIESER POSTEN | KONTEXT/PROBE · LOKALE ADRESSE · WASCHEN/SPUELEN · STATUS · TEILADRESSE · DIESER POSTEN | GANG · F-KENNZEICHEN · UMSETZEN · DIESER POSTEN | MARKIERTER ZUSTAND | UMSETZEN · DIESER POSTEN | LEITEN · BEARBEITEN/MARKIEREN · QUELLSTELLE · DIESER POSTEN	die Station ansetzen; zur Zielstelle; den Posten umsetzen; diesen Posten; fortsetzen; den Posten halten; länger; diesen Posten; die Station prüfen; an der lokalen Adresse; die Station spülen; den Stationsstatus prüfen; an der Teiladresse; diesen Posten; den Stationsgang ausführen; mit lokalem F-Kennzeichen; den Posten umsetzen; diesen Posten; den Zustand markieren; den Posten umsetzen; diesen Posten; weiterleiten; den Abschnitt bedienen; von der Quellstelle; diesen Posten	NO
129	f81v	f81v	BIOLOGICAL	f81v.16	P	10	0	0	lor · shedy · qoeedy · ol · chy · rshdy · lshedy · dar · chdy · pchdy	LEITEN · ANSATZ/EINTRAG | RUHESTUFE · SCHLUSS | GANG · LANG · TEILADRESSE · DIESER POSTEN | FORTSETZEN | DIESER POSTEN | MARKIERTER ZUSTAND · HALTEN · TEILADRESSE · DIESER POSTEN | WASCHEN/SPUELEN · KURZ · SCHLUSS | TEILADRESSE · QUELLSTELLE | UMSETZEN · DIESER POSTEN | BEGINNEN/EINSETZEN · UMSETZEN · DIESER POSTEN	weiterleiten; mit dem Arbeitsansatz; an der Station halten; den Schritt schließen; den Stationsgang ausführen; länger; an der Teiladresse; diesen Posten; fortsetzen; diesen Posten; den Zustand markieren; den Posten halten; an der Teiladresse; diesen Posten; die Station spülen; kurz; den Schritt schließen; an der Teiladresse; von der Quellstelle; den Posten umsetzen; diesen Posten; die Station beginnen; den Posten umsetzen; diesen Posten	NO
130	f81v	f81v	BIOLOGICAL	f81v.17	P	9	0	0	sshkchdy · chedy · ol · shedy · qolchedy · qokain · ckhy · dl · ral	HALTEN · ZUORDNEN/ZUGEBEN · UMSETZEN · SCHLUSS | UMSETZEN · DIESER POSTEN | FORTSETZEN | RUHESTUFE · SCHLUSS | FORTSETZEN · UMSETZEN · SCHLUSS | ANSETZEN · PORTION | DURCHLASS · DIESER POSTEN | LEITEN | MARKIERTER ZUSTAND · ZIELSTELLE	den Posten halten; den Posten einsetzen; den Posten umsetzen; den Schritt schließen; den Posten umsetzen; diesen Posten; fortsetzen; an der Station halten; den Schritt schließen; fortsetzen; den Posten umsetzen; den Schritt schließen; die Station ansetzen; eine Portion; durch den Durchlass; diesen Posten; weiterleiten; den Zustand markieren; zur Zielstelle	NO
131	f81v	f81v	BIOLOGICAL	f81v.18	P	10	0	0	qokchdy · chey · ol · cheky · ol · shedy · qokedy · qokedy · chckhy · qoky	ANSETZEN · UMSETZEN · SCHLUSS | DIESER POSTEN | FORTSETZEN | ZUSTAND BEHANDELN · KURZ · DIESER POSTEN | FORTSETZEN | RUHESTUFE · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | ANSETZEN · KURZ · SCHLUSS | DURCHLASS · DIESER POSTEN | ANSETZEN · DIESER POSTEN	die Station ansetzen; den Posten umsetzen; den Schritt schließen; diesen Posten; fortsetzen; den Stationszustand behandeln; kurz; diesen Posten; fortsetzen; an der Station halten; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; die Station ansetzen; kurz; den Schritt schließen; durch den Durchlass; diesen Posten; die Station ansetzen; diesen Posten	NO
132	f81v	f81v	BIOLOGICAL	f81v.19	P	10	0	1	solkeey · ol · shedy · qokar · shckhy · dedy · qokar · qokal · dol · chy	SAMMELSTELLE · LANG · DIESER POSTEN | FORTSETZEN | RUHESTUFE · SCHLUSS | ANSETZEN · QUELLSTELLE | HALTEN · DURCHLASS · DIESER POSTEN | TEILADRESSE · KURZ · SCHLUSS | ANSETZEN · QUELLSTELLE | ANSETZEN · ZIELSTELLE | TEILADRESSE · FORTSETZEN | DIESER POSTEN	an der Auffangstelle sammeln; länger; diesen Posten; fortsetzen; an der Station halten; den Schritt schließen; die Station ansetzen; von der Quellstelle; den Posten halten; durch den Durchlass; diesen Posten; an der Teiladresse; kurz; den Schritt schließen; die Station ansetzen; von der Quellstelle; die Station ansetzen; zur Zielstelle; an der Teiladresse; fortsetzen; diesen Posten	NO
