dictionary_entry_id	surface	register	usage_class	component_recipe	meaning_mode	owner_binding_required	events	physical_pages	loci	atomic_default_de	fluent_default_de
P912-D0438	keishy	BIOLOGICAL	PROSE	K+E+SH+Y	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.14	ZUORDNEN/ZUGEBEN · KURZ · HALTEN · DIESER POSTEN	den Posten einsetzen; kurz; den Posten halten; diesen Posten
P912-D0439	keol	HERBAL	PROSE	K+E+OL	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.19	ZUORDNEN/ZUGEBEN · KURZ · FORTSETZEN	Material zugeben; kurz; fortsetzen
P912-D0440	keol	PHARMA	PROSE	K+E+OL	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.8	ZUORDNEN/ZUGEBEN · KURZ · FORTSETZEN	die Zutat zugeben; kurz; fortsetzen
P912-D0441	kesd	BIOLOGICAL	PROSE	K+E+S_ADDR+D_ADDR	REPAIRED_COMPONENT_COMPOSITION	NO	1	f83r	f83r.29	ZUORDNEN/ZUGEBEN · KURZ · S-ADRESSE · TEILADRESSE	den Posten einsetzen; kurz; an der S-Adresse; an der Teiladresse
P912-D0442	koay	PHARMA	PROSE	K+O+A_ADDR+Y	REPAIRED_COMPONENT_COMPOSITION	NO	1	f88r	f88r.18	ZUORDNEN/ZUGEBEN · GANG · LOKALE ADRESSE · DIESER POSTEN	die Zutat zugeben; den Zubereitungsgang ausführen; an der lokalen Adresse; diesen Posten
P912-D0443	kol	BIOLOGICAL	PROSE	K+OL	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.17	ZUORDNEN/ZUGEBEN · FORTSETZEN	den Posten einsetzen; fortsetzen
P912-D0444	kolchdy	BIOLOGICAL	PROSE	K+OL+CHD+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.11	ZUORDNEN/ZUGEBEN · FORTSETZEN · UMSETZEN · DIESER POSTEN	den Posten einsetzen; fortsetzen; den Posten umsetzen; diesen Posten
P912-D0445	koldy	BIOLOGICAL	PROSE	K+OL+DY	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.39	ZUORDNEN/ZUGEBEN · FORTSETZEN · SCHLUSS	den Posten einsetzen; fortsetzen; den Schritt schließen
P912-D0446	kom	HERBAL	PROSE	K+O+M_LOCAL	REPAIRED_COMPONENT_COMPOSITION	NO	1	f10r	f10r.1	ZUORDNEN/ZUGEBEN · GANG · M-KENNZEICHEN	Material zugeben; den Verarbeitungsgang ausführen; mit M-Kennzeichen
P912-D0447	kor	PHARMA	PROSE	K+OR	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.29	ZUORDNEN/ZUGEBEN · ANSATZ/EINTRAG	die Zutat zugeben; mit dem Gefäßansatz
P912-D0448	korchy	HERBAL	PROSE	K+OR+CH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f56r	f56r.2	ZUORDNEN/ZUGEBEN · ANSATZ/EINTRAG · ENTNEHMEN/ABLESEN · DIESER POSTEN	Material zugeben; mit dem Pflanzenansatz; den Pflanzenteil entnehmen; diesen Posten
P912-D0449	kshey	BIOLOGICAL	PROSE	K+SH+E+Y	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.23	ZUORDNEN/ZUGEBEN · HALTEN · KURZ · DIESER POSTEN	den Posten einsetzen; den Posten halten; kurz; diesen Posten
P912-D0450	kshy	HERBAL	PROSE	K+SH+Y	NEW_COMPONENT_COMPOSITION	NO	1	f11r	f11r.2	ZUORDNEN/ZUGEBEN · HALTEN · DIESER POSTEN	Material zugeben; den Ansatz halten; diesen Posten
P912-D0451	ky	BIOLOGICAL	PROSE	K+Y	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.11	ZUORDNEN/ZUGEBEN · DIESER POSTEN	den Posten einsetzen; diesen Posten
P912-D0452	l	BIOLOGICAL	PROSE	L	LEARNED_COMPONENT_RECIPE	NO	6	f75r|f81v|f82r|f83r	f75r.28|f75r.33|f81v.6|f82r.18|f83r.42	LEITEN	weiterleiten
P912-D0453	lal	BIOLOGICAL	PROSE	L+AL	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.10	LEITEN · ZIELSTELLE	weiterleiten; zur Zielstelle
P912-D0454	lar	BIOLOGICAL	PROSE	L+AR	LEARNED_COMPONENT_RECIPE	NO	2	f82r	f82r.23|f82r.25	LEITEN · QUELLSTELLE	weiterleiten; von der Quellstelle
P912-D0455	lch	BIOLOGICAL	PROSE	L+CH	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.16	LEITEN · ENTNEHMEN/ABLESEN	weiterleiten; den Posten abnehmen
P912-D0456	lchcphedy	BIOLOGICAL	PROSE	L+CH+CPH+E+DY	CPH_COMPONENT_COMPOSITION	NO	1	f83r	f83r.13	LEITEN · ENTNEHMEN/ABLESEN · GEGEN-/EMPFANGSGANG · KURZ · SCHLUSS	weiterleiten; den Posten abnehmen; zum Gegenlauf oder Empfänger zurückführen; kurz; den Schritt schließen
P912-D0457	lchdy	BIOLOGICAL	PROSE	L+CHD+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.42	LEITEN · UMSETZEN · DIESER POSTEN	weiterleiten; den Posten umsetzen; diesen Posten
P912-D0458	lcheckhedy	BIOLOGICAL	PROSE	L+CKH+E+DY	LEARNED_COMPONENT_RECIPE	NO	1	f82r	f82r.3	LEITEN · DURCHLASS · KURZ · SCHLUSS	weiterleiten; durch den Durchlass; kurz; den Schritt schließen
P912-D0459	lcheckhy	BIOLOGICAL	PROSE	L+CKH+Y	LEARNED_COMPONENT_RECIPE	NO	2	f82r	f82r.2|f82r.32	LEITEN · DURCHLASS · DIESER POSTEN	weiterleiten; durch den Durchlass; diesen Posten
P912-D0460	lched	BIOLOGICAL	PROSE	L+CHD	LEARNED_COMPONENT_RECIPE	NO	2	f82r	f82r.2|f82r.31	LEITEN · UMSETZEN	weiterleiten; den Posten umsetzen
P912-D0461	lchedal	BIOLOGICAL	PROSE	L+CHD+AL	LEARNED_COMPONENT_RECIPE	NO	1	f81v	f81v.21	LEITEN · UMSETZEN · ZIELSTELLE	weiterleiten; den Posten umsetzen; zur Zielstelle
P912-D0462	lchedar	BIOLOGICAL	PROSE	L+CHD+AR	LEARNED_COMPONENT_RECIPE	NO	1	f82r	f82r.26	LEITEN · UMSETZEN · QUELLSTELLE	weiterleiten; den Posten umsetzen; von der Quellstelle
P912-D0463	lchedy	BIOLOGICAL	PROSE	L+CHD+DY	LEARNED_COMPONENT_RECIPE	NO	20	f75r|f81v|f82r|f83r	f75r.10|f75r.25|f81v.22|f82r.15|f82r.16|f82r.23|f82r.25|f82r.29|f82r.31|f83r.11|f83r.14|f83r.15|f83r.19|f83r.3|f83r.32|f83r.34|f83r.37|f83r.41|f83r.6	LEITEN · UMSETZEN · SCHLUSS	weiterleiten; den Posten umsetzen; den Schritt schließen
P912-D0464	lcheedy	BIOLOGICAL	PROSE	L+CH+EE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.24	LEITEN · ENTNEHMEN/ABLESEN · LANG · TEILADRESSE · DIESER POSTEN	weiterleiten; den Posten abnehmen; länger; an der Teiladresse; diesen Posten
P912-D0465	lcheeor	BIOLOGICAL	PROSE	L+CH+EE+OR	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.31	LEITEN · ENTNEHMEN/ABLESEN · LANG · ANSATZ/EINTRAG	weiterleiten; den Posten abnehmen; länger; mit dem Arbeitsansatz
P912-D0466	lcheey	BIOLOGICAL	PROSE	L+EE+Y	LEARNED_COMPONENT_RECIPE	NO	1	f82r	f82r.23	LEITEN · LANG · DIESER POSTEN	weiterleiten; länger; diesen Posten
P912-D0467	lchey	BIOLOGICAL	PROSE	L+Y	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f82r	f75r.20|f82r.13|f82r.32	LEITEN · DIESER POSTEN	weiterleiten; diesen Posten
P912-D0468	lcho	BIOLOGICAL	PROSE	L+CH+O	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.8	LEITEN · ENTNEHMEN/ABLESEN · GANG	weiterleiten; den Posten abnehmen; den Stationsgang ausführen
P912-D0469	lchpchdy	BIOLOGICAL	PROSE	L+CH+P+CHD+Y	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.14	LEITEN · ENTNEHMEN/ABLESEN · BEGINNEN/EINSETZEN · UMSETZEN · DIESER POSTEN	weiterleiten; den Posten abnehmen; die Station beginnen; den Posten umsetzen; diesen Posten
P912-D0470	lchs	BIOLOGICAL	PROSE	L+CH+S	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.2	LEITEN · ENTNEHMEN/ABLESEN · KONTEXT/PROBE	weiterleiten; den Posten abnehmen; die Station prüfen
P912-D0471	lchy	BIOLOGICAL	PROSE	L+CH+Y	LEARNED_COMPONENT_RECIPE	NO	1	f82r	f82r.19	LEITEN · ENTNEHMEN/ABLESEN · DIESER POSTEN	weiterleiten; den Posten abnehmen; diesen Posten
P912-D0472	ldalor	BIOLOGICAL	PROSE	L+AL+OR	LEARNED_COMPONENT_RECIPE	NO	1	f83r	f83r.54	LEITEN · ZIELSTELLE · ANSATZ/EINTRAG	weiterleiten; zur Zielstelle; mit dem Arbeitsansatz
P912-D0473	ldar	BIOLOGICAL	PROSE	L+DA+R	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.13	LEITEN · ZWEITE STUFE · MARKIERTER ZUSTAND	weiterleiten; auf der zweiten Stufe; den Zustand markieren
P912-D0474	ldy	BIOLOGICAL	PROSE	L+DY	LEARNED_COMPONENT_RECIPE	NO	5	f75r|f82r|f83r	f75r.32|f75r.38|f82r.4|f83r.22|f83r.31	LEITEN · SCHLUSS	weiterleiten; den Schritt schließen
P912-D0475	lkaiin	BIOLOGICAL	PROSE	L+K+AIIN	LEARNED_COMPONENT_RECIPE	NO	2	f75r|f82r	f75r.29|f82r.20	LEITEN · ZUORDNEN/ZUGEBEN · SOLL-MASS	weiterleiten; den Posten einsetzen; nach Sollmaß
P912-D0476	lkamo	BIOLOGICAL	PROSE	L+K+AM_ADDR+O	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.4	LEITEN · ZUORDNEN/ZUGEBEN · GEGEN-/INNENFELD · GANG	weiterleiten; den Posten einsetzen; am Gegen-/Innenfeld; den Stationsgang ausführen
P912-D0477	lkchedy	BIOLOGICAL	PROSE	L+K+CHD+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.5	LEITEN · ZUORDNEN/ZUGEBEN · UMSETZEN · DIESER POSTEN	weiterleiten; den Posten einsetzen; den Posten umsetzen; diesen Posten
P912-D0478	lkedey	BIOLOGICAL	PROSE	L+K+E+D_ADDR+E+Y	REPAIRED_COMPONENT_COMPOSITION	NO	1	f81v	f81v.12	LEITEN · ZUORDNEN/ZUGEBEN · KURZ · TEILADRESSE · KURZ · DIESER POSTEN	weiterleiten; den Posten einsetzen; kurz; an der Teiladresse; kurz; diesen Posten
P912-D0479	lkedy	BIOLOGICAL	PROSE	L+K+E+DY	LEARNED_COMPONENT_RECIPE	NO	3	f82r|f83r	f82r.21|f83r.21|f83r.37	LEITEN · ZUORDNEN/ZUGEBEN · KURZ · SCHLUSS	weiterleiten; den Posten einsetzen; kurz; den Schritt schließen
P912-D0480	lkeed	BIOLOGICAL	PROSE	L+K+EE+D_ADDR	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.17	LEITEN · ZUORDNEN/ZUGEBEN · LANG · TEILADRESSE	weiterleiten; den Posten einsetzen; länger; an der Teiladresse
P912-D0481	lkeedy	BIOLOGICAL	PROSE	L+K+EE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.15	LEITEN · ZUORDNEN/ZUGEBEN · LANG · TEILADRESSE · DIESER POSTEN	weiterleiten; den Posten einsetzen; länger; an der Teiladresse; diesen Posten
P912-D0482	lkeey	BIOLOGICAL	PROSE	L+K+EE+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.24	LEITEN · ZUORDNEN/ZUGEBEN · LANG · DIESER POSTEN	weiterleiten; den Posten einsetzen; länger; diesen Posten
P912-D0483	lkshy	ZODIAC	LABEL	L+K+SH+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.10	LEITEN · ZUORDNEN/ZUGEBEN · HALTEN · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0484	lky	BIOLOGICAL	PROSE	L+K+Y	REPAIRED_COMPONENT_COMPOSITION	NO	2	f81v	f81v.11|f81v.6	LEITEN · ZUORDNEN/ZUGEBEN · DIESER POSTEN	weiterleiten; den Posten einsetzen; diesen Posten
P912-D0485	lo	BIOLOGICAL	PROSE	L+O	LEARNED_COMPONENT_RECIPE	NO	5	f75r|f83r	f75r.20|f75r.29|f75r.9|f83r.11|f83r.5	LEITEN · GANG	weiterleiten; den Stationsgang ausführen
P912-D0486	lochedy	BIOLOGICAL	PROSE	L+O+CHD+DY	LEARNED_COMPONENT_RECIPE	NO	1	f82r	f82r.27	LEITEN · GANG · UMSETZEN · SCHLUSS	weiterleiten; den Stationsgang ausführen; den Posten umsetzen; den Schritt schließen
P912-D0487	lol	BIOLOGICAL	PROSE	L+OL	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f83r	f75r.37|f75r.7|f83r.48	LEITEN · FORTSETZEN	weiterleiten; fortsetzen
P912-D0488	lolchedy	BIOLOGICAL	PROSE	L+OL+CHD+DY	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.28	LEITEN · FORTSETZEN · UMSETZEN · SCHLUSS	weiterleiten; fortsetzen; den Posten umsetzen; den Schritt schließen
P912-D0489	lolol	BIOLOGICAL	PROSE	L+OL+OL	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.12	LEITEN · FORTSETZEN · FORTSETZEN	weiterleiten; fortsetzen; fortsetzen
P912-D0490	lor	BIOLOGICAL	PROSE	L+OR	LEARNED_COMPONENT_RECIPE	NO	3	f75r|f81v	f75r.21|f75r.24|f81v.16	LEITEN · ANSATZ/EINTRAG	weiterleiten; mit dem Arbeitsansatz
P912-D0491	lpchedy	BIOLOGICAL	PROSE	L+P+CHD+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.1	LEITEN · BEGINNEN/EINSETZEN · UMSETZEN · DIESER POSTEN	weiterleiten; die Station beginnen; den Posten umsetzen; diesen Posten
P912-D0492	lr	BIOLOGICAL	PROSE	L+R	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.32	LEITEN · MARKIERTER ZUSTAND	weiterleiten; den Zustand markieren
P912-D0493	ls	BIOLOGICAL	PROSE	OL	LEARNED_COMPONENT_RECIPE	NO	1	f82r	f82r.7	FORTSETZEN	fortsetzen
P912-D0494	lshed	BIOLOGICAL	PROSE	L+SHED	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.25	LEITEN · RUHESTUFE	weiterleiten; an der Station halten
P912-D0495	lshedary	BIOLOGICAL	PROSE	L+SH+E+D_ADDR+AR+Y	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.17	LEITEN · HALTEN · KURZ · TEILADRESSE · QUELLSTELLE · DIESER POSTEN	weiterleiten; den Posten halten; kurz; an der Teiladresse; von der Quellstelle; diesen Posten
P912-D0496	lshedy	BIOLOGICAL	PROSE	LSH+E+DY	LEARNED_COMPONENT_RECIPE	NO	6	f75r|f81v|f82r|f83r	f75r.8|f81v.16|f81v.21|f82r.30|f83r.36	WASCHEN/SPUELEN · KURZ · SCHLUSS	die Station spülen; kurz; den Schritt schließen
P912-D0497	lsheedy	BIOLOGICAL	PROSE	LSH+EE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	2	f83r	f83r.7|f83r.9	WASCHEN/SPUELEN · LANG · TEILADRESSE · DIESER POSTEN	die Station spülen; länger; an der Teiladresse; diesen Posten
P912-D0498	lshety	BIOLOGICAL	PROSE	LSH+E+T+Y	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.20	WASCHEN/SPUELEN · KURZ · BEARBEITEN/MARKIEREN · DIESER POSTEN	die Station spülen; kurz; den Abschnitt bedienen; diesen Posten
P912-D0499	lshey	BIOLOGICAL	PROSE	L+SH+E+Y	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.4	LEITEN · HALTEN · KURZ · DIESER POSTEN	weiterleiten; den Posten halten; kurz; diesen Posten
P912-D0500	lsho	BIOLOGICAL	PROSE	LSH+O	LEARNED_COMPONENT_RECIPE	NO	1	f81v	f81v.21	WASCHEN/SPUELEN · GANG	die Station spülen; den Stationsgang ausführen
P912-D0501	ltain	BIOLOGICAL	PROSE	L+T+AIN	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.3	LEITEN · BEARBEITEN/MARKIEREN · PORTION	weiterleiten; den Abschnitt bedienen; eine Portion
P912-D0502	ltary	BIOLOGICAL	PROSE	L+T+AR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f81v	f81v.15	LEITEN · BEARBEITEN/MARKIEREN · QUELLSTELLE · DIESER POSTEN	weiterleiten; den Abschnitt bedienen; von der Quellstelle; diesen Posten
P912-D0503	ltedy	BIOLOGICAL	PROSE	L+T+E+DY	LEARNED_COMPONENT_RECIPE	NO	2	f75r|f81v	f75r.33|f81v.20	LEITEN · BEARBEITEN/MARKIEREN · KURZ · SCHLUSS	weiterleiten; den Abschnitt bedienen; kurz; den Schritt schließen
P912-D0504	lteedy	BIOLOGICAL	PROSE	L+T+EE+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f82r	f82r.17	LEITEN · BEARBEITEN/MARKIEREN · LANG · TEILADRESSE · DIESER POSTEN	weiterleiten; den Abschnitt bedienen; länger; an der Teiladresse; diesen Posten
P912-D0505	ly	BIOLOGICAL	PROSE	L+Y	LEARNED_COMPONENT_RECIPE	NO	2	f75r|f81v	f75r.2|f81v.24	LEITEN · DIESER POSTEN	weiterleiten; diesen Posten
P912-D0506	o	BIOLOGICAL	PROSE	O	LEARNED_COMPONENT_RECIPE	NO	2	f75r|f83r	f75r.30|f83r.7	GANG	den Stationsgang ausführen
P912-D0507	o	HERBAL	PROSE	O	LEARNED_COMPONENT_RECIPE	NO	2	f10r|f56r	f10r.3|f56r.1	GANG	den Verarbeitungsgang ausführen
P912-D0508	o	ZODIAC	RING_TEXT	O	LEARNED_COMPONENT_RECIPE	NO	4	f69v|f70v	f69v.1|f70v2.1|f70v2.32	GANG	den Ringgang lesen
P912-D0509	oaiin	HERBAL	PROSE	O+AIIN	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.10	GANG · SOLL-MASS	den Verarbeitungsgang ausführen; nach Sollmaß
P912-D0510	oaiin	ZODIAC	PROSE	O+AIIN	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.73	GANG · SOLL-MASS	den Ringgang lesen; nach Sollmaß
P912-D0511	oain	PHARMA	PROSE	O+AIN	NEW_COMPONENT_COMPOSITION	NO	1	f88r	f88r.9	GANG · PORTION	den Zubereitungsgang ausführen; eine Portion
P912-D0512	oalcheg	ZODIAC	LABEL	O+AL+CH+E+G_LABEL	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v1.7	GANG · ZIELSTELLE · ENTNEHMEN/ABLESEN · KURZ · G-KENNZEICHEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0513	oar	ZODIAC	DIAGRAM_TEXT	O+AR	NEW_COMPONENT_COMPOSITION	NO	1	f69v	f69v.31	GANG · QUELLSTELLE	den Ringgang lesen; von der Quellstelle
P912-D0514	oaram	ZODIAC	RING_TEXT	O+AR+AM_ADDR	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.2	GANG · QUELLSTELLE · GEGEN-/INNENFELD	den Ringgang lesen; von der Quellstelle; am Gegen-/Innenfeld
P912-D0515	ochedy	HERBAL	PROSE	O+CHD+Y	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.4	GANG · UMSETZEN · DIESER POSTEN	den Verarbeitungsgang ausführen; das Material umsetzen; diesen Posten
P912-D0516	ochol	ZODIAC	PROSE	O+OL	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.30	GANG · FORTSETZEN	den Ringgang lesen; fortsetzen
P912-D0517	ochoyk	ZODIAC	DIAGRAM_TEXT	O+CH+O+Y+K	NEW_COMPONENT_COMPOSITION	NO	1	f69v	f69v.6	GANG · ENTNEHMEN/ABLESEN · GANG · DIESER POSTEN · ZUORDNEN/ZUGEBEN	den Ringgang lesen; die Kennung ablesen; den Ringgang lesen; diesen Posten; den Wert zuordnen
P912-D0518	ochy	ZODIAC	RING_TEXT	O+Y	LEARNED_COMPONENT_RECIPE	NO	1	f70v	f70v1.1	GANG · DIESER POSTEN	den Ringgang lesen; diesen Posten
P912-D0519	ockhey	BIOLOGICAL	PROSE	O+CKH+E+Y	NEW_COMPONENT_COMPOSITION	NO	1	f83r	f83r.19	GANG · DURCHLASS · KURZ · DIESER POSTEN	den Stationsgang ausführen; durch den Durchlass; kurz; diesen Posten
P912-D0520	ockhy	ZODIAC	LABEL	O+CKH+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f68r1	f68r1.21	GANG · DURCHLASS · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0521	ockhy	ZODIAC	PROSE	O+CKH+Y	LEARNED_COMPONENT_RECIPE	NO	1	f67r2	f67r2.42	GANG · DURCHLASS · DIESER POSTEN	den Ringgang lesen; durch den Durchlass; diesen Posten
P912-D0522	ockhy	ZODIAC	RING_TEXT	O+CKH+Y	LEARNED_COMPONENT_RECIPE	NO	1	f69v	f69v.2	GANG · DURCHLASS · DIESER POSTEN	den Ringgang lesen; durch den Durchlass; diesen Posten
P912-D0523	ocphy	ZODIAC	LABEL	O+CPH+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f68r1	f68r1.31	GANG · GEGEN-/EMPFANGSGANG · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0524	octheol	BIOLOGICAL	PROSE	O+CTH+E+OL	LEARNED_COMPONENT_RECIPE	NO	1	f82r	f82r.4	GANG · STATUS · KURZ · FORTSETZEN	den Stationsgang ausführen; den Stationsstatus prüfen; kurz; fortsetzen
P912-D0525	octhey	ZODIAC	LABEL	O+CTH+E+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f68r1	f68r1.13	GANG · STATUS · KURZ · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0526	octhody	HERBAL	PROSE	O+CTH+O+D_ADDR+Y	NEW_COMPONENT_COMPOSITION	NO	1	f10r	f10r.1	GANG · STATUS · GANG · TEILADRESSE · DIESER POSTEN	den Verarbeitungsgang ausführen; den Zubereitungsstatus prüfen; den Verarbeitungsgang ausführen; an der Teiladresse; diesen Posten
P912-D0527	octhole	ZODIAC	PROSE	O+CTH+OL+E	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.38	GANG · STATUS · FORTSETZEN · KURZ	den Ringgang lesen; den Stellenstatus prüfen; fortsetzen; kurz
P912-D0528	octhys	ZODIAC	LABEL	O+CTH+Y+S	OWNER_BOUND_COMPOUND_LABEL	YES	1	f67r2	f67r2.60	GANG · STATUS · DIESER POSTEN · KONTEXT/PROBE	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0529	odaeiin	ZODIAC	PROSE	O+DA+E+IIN	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.16	GANG · ZWEITE STUFE · KURZ · STUFE	den Ringgang lesen; auf der zweiten Stufe; kurz; auf der Stufe
P912-D0530	odaiiin	ZODIAC	PROSE	O+DA+LOCAL_CHAR_I+IIN	REGISTER_COMPOSITION_WITH_LOCAL_SIGN	NO	1	f67r2	f67r2.45	GANG · ZWEITE STUFE · I-KENNZEICHEN · STUFE	den Ringgang lesen; auf der zweiten Stufe; mit lokalem I-Kennzeichen; auf der Stufe
P912-D0531	odaiin	HERBAL	PROSE	O+D_ADDR+AIIN	NEW_COMPONENT_COMPOSITION	NO	1	f10r	f10r.12	GANG · TEILADRESSE · SOLL-MASS	den Verarbeitungsgang ausführen; an der Teiladresse; nach Sollmaß
P912-D0532	odain	ZODIAC	PROSE	O+D_ADDR+AIN	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.74	GANG · TEILADRESSE · PORTION	den Ringgang lesen; an der Teiladresse; eine Portion
P912-D0533	odair	ZODIAC	RING_TEXT	O+D_ADDR+AIR	NEW_COMPONENT_COMPOSITION	NO	1	f69v	f69v.1	GANG · TEILADRESSE · LAUF	den Ringgang lesen; an der Teiladresse; entlang des Laufs
P912-D0534	odal	ZODIAC	PROSE	O+DA+L	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.33	GANG · ZWEITE STUFE · LEITEN	den Ringgang lesen; auf der zweiten Stufe; weiterleiten
P912-D0535	odar	BIOLOGICAL	PROSE	O+D_ADDR+AR	LEARNED_COMPONENT_RECIPE	NO	1	f75r	f75r.22	GANG · TEILADRESSE · QUELLSTELLE	den Stationsgang ausführen; an der Teiladresse; von der Quellstelle
P912-D0536	odas	ZODIAC	PROSE	O+DA+S	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.32	GANG · ZWEITE STUFE · KONTEXT/PROBE	den Ringgang lesen; auf der zweiten Stufe; die Sternkennung lesen
P912-D0537	odchecthy	ZODIAC	LABEL	O+D_ADDR+CH+E+CTH+Y	OWNER_BOUND_COMPOUND_LABEL	YES	1	f68r1	f68r1.9	GANG · TEILADRESSE · ENTNEHMEN/ABLESEN · KURZ · STATUS · DIESER POSTEN	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0538	odl	HERBAL	PROSE	O+D_ADDR+L	REPAIRED_COMPONENT_COMPOSITION	NO	1	f11r	f11r.6	GANG · TEILADRESSE · LEITEN	den Verarbeitungsgang ausführen; an der Teiladresse; weiterleiten
P912-D0539	ody	HERBAL	PROSE	O+DY	LEARNED_COMPONENT_RECIPE	NO	3	f10r|f55v	f10r.4|f55v.4|f55v.5	GANG · SCHLUSS	den Verarbeitungsgang ausführen; den Schritt schließen
P912-D0540	ody	ZODIAC	LABEL	O+DY	OWNER_BOUND_COMPOUND_LABEL	YES	1	f70v	f70v2.6	GANG · SCHLUSS	sichtbaren Besitzer als Namen/Klasse lesen; Komponenten nur als Klassifikator-Hypothese
P912-D0541	ody	ZODIAC	RING_TEXT	O+DY	LEARNED_COMPONENT_RECIPE	NO	2	f69v|f70v	f69v.2|f70v2.1	GANG · SCHLUSS	den Ringgang lesen; den Schritt schließen
P912-D0542	oear	ZODIAC	PROSE	O+E+AR	NEW_COMPONENT_COMPOSITION	NO	1	f67r2	f67r2.33	GANG · KURZ · QUELLSTELLE	den Ringgang lesen; kurz; von der Quellstelle
P912-D0543	oedain	HERBAL	PROSE	O+E+D_ADDR+AIN	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.1	GANG · KURZ · TEILADRESSE · PORTION	den Verarbeitungsgang ausführen; kurz; an der Teiladresse; eine Portion
P912-D0544	oeeed	HERBAL	PROSE	O+EEE+D_ADDR	NEW_COMPONENT_COMPOSITION	NO	1	f55v	f55v.2	GANG · VOLL · TEILADRESSE	den Verarbeitungsgang ausführen; vollständig; an der Teiladresse
