unified_order	section	page	unit_id	source_id	visible_surface	atomic_or_local_value_de	page_job	complete_workshop_expansion_de
355	PROSE	f83r	B4	E355	chckhal	Zielpassage	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.
356	PROSE	f83r	B4	E356	solkey	Kurzsammlung	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.
357	PROSE	f83r	B4	E357	lchedy	abführen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: Anteil zugeben — Klarauszug — Anteil — Zielpassage — Kurzsammlung — abführen; Schluss.
358	PROSE	f83r	B4	E358	qolkain	weiterer Anteil	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.
359	PROSE	f83r	B4	E359	dal	dorthin	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.
360	PROSE	f83r	B4	E360	skar	Quellausguss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.
361	PROSE	f83r	B4	E361	shedy	kurz absetzen; Schluss	J2+J4	Mit Klarauszug mit Wirkzusatz laden zweimal durch Einlage fuehren teilen und an Ziele bringen: Neuer Schritt: weiterer Anteil — dorthin — Quellausguss — kurz absetzen; Schluss.
362	PROSE	f83r	B5	E362	otchdy	Nachtransfer; Schluss	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Besitzer »linker offener Fransen-Endposten«: Nachtransfer; Schluss.
363	PROSE	f83r	B5	E363	qokchdy	einführen; Schluss	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: einführen; Schluss.
364	PROSE	f83r	B5	E364	shedal	am Ziel absetzen	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.
365	PROSE	f83r	B5	E365	dal	dorthin	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.
366	PROSE	f83r	B5	E366	cheol	weiter	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.
367	PROSE	f83r	B5	E367	lol	Weiterabzug	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.
368	PROSE	f83r	B5	E368	chdal	Zieltransfer	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.
369	PROSE	f83r	B5	E369	aiin	Sollmaß	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.
370	PROSE	f83r	B5	E370	sol	weiter	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.
371	PROSE	f83r	B5	E371	daiiin	Endstufe	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.
372	PROSE	f83r	B5	E372	chedy	überführen	J3	Mit eine verwahrte vorige Mischung abziehen kurz erwaermen bemessen und an zweiter Oeffnung mischen: Neuer Schritt: am Ziel absetzen — dorthin — weiter — Weiterabzug — Zieltransfer — Sollmaß — weiter — Endstufe — überführen.
373	PROSE	f83r	B6	E373	solkeey	Langsammlung	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.
374	PROSE	f83r	B6	E374	qekey	Kurzbearbeitung	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.
375	PROSE	f83r	B6	E375	raly	Endposten	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.
376	PROSE	f83r	B6	E376	ol	weiter	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.
377	PROSE	f83r	B6	E377	daiin	Sollmaß	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.
378	PROSE	f83r	B6	E378	ol	weiter	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.
379	PROSE	f83r	B6	E379	dain	Einlage	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.
380	PROSE	f83r	B6	E380	chey	dies	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.
381	PROSE	f83r	B6	E381	ldalor	Endziel	J4	Mit fertigen Wirkzusatz ohne Kochen durch Tuch geben bemessen und an Zielstelle einsetzen: Besitzer »rechter S-Lauf-/Mehrarm-Endposten«: Langsammlung — Kurzbearbeitung — Endposten — weiter — Sollmaß — weiter — Einlage — dies — Endziel.
382	ASTRO	f67r2	A1	A1:G001	ykshy	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten; lokaler Namensrest yk/y.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten; lokaler Namensrest yk/y.
383	ASTRO	f67r2	A1	A1:G002	s	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_01: Nebenwert.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_01: Nebenwert.
384	ASTRO	f67r2	A1	A1:G003	aram	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest am.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest am.
385	ASTRO	f67r2	A1	A1:G004	ykecho	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ykec.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ykec.
386	ASTRO	f67r2	A1	A1:G005	ols	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_02: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest s.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_02: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest s.
387	ASTRO	f67r2	A1	A1:G006	eesydy	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_02: lange oder volle Diagrammstufe; lokaler Namensrest sydy.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_02: lange oder volle Diagrammstufe; lokaler Namensrest sydy.
388	ASTRO	f67r2	A1	A1:G007	ey	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_03: aktueller Auswahlwert.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_03: aktueller Auswahlwert.
389	ASTRO	f67r2	A1	A1:G008	shs	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Position oder Bedingung halten; lokaler Namensrest s.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Position oder Bedingung halten; lokaler Namensrest s.
390	ASTRO	f67r2	A1	A1:G009	okar	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
391	ASTRO	f67r2	A1	A1:G010	shekchy	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest e/y.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest e/y.
392	ASTRO	f67r2	A1	A1:G011	sykos	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_04: sekundäre Grundklasse.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_04: sekundäre Grundklasse.
393	ASTRO	f67r2	A1	A1:G012	ykeody	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen.
394	ASTRO	f67r2	A1	A1:G013	okchy	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_05: diesen Diagrammposten setzen.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_05: diesen Diagrammposten setzen.
395	ASTRO	f67r2	A1	A1:G014	dchetay	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert.
396	ASTRO	f67r2	A1	A1:G015	ykchy	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/y.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/y.
397	ASTRO	f67r2	A1	A1:G016	kchey	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_07: diesen Diagrammplatz kurz bearbeiten.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_07: diesen Diagrammplatz kurz bearbeiten.
398	ASTRO	f67r2	A1	A1:G017	ykchys	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ys.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ys.
399	ASTRO	f67r2	A1	A1:G018	chkchdar	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.
400	ASTRO	f67r2	A1	A1:G019	ykar	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.
401	ASTRO	f67r2	A1	A1:G020	ykaly	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk/y.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk/y.
402	ASTRO	f67r2	A1	A1:G021	lkshy	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten; lokaler Namensrest lk/y.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten; lokaler Namensrest lk/y.
403	ASTRO	f67r2	A1	A1:G022	kchy	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_10: diesen Diagrammplatz bearbeiten.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_10: diesen Diagrammplatz bearbeiten.
404	ASTRO	f67r2	A1	A1:G023	okar	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.
405	ASTRO	f67r2	A1	A1:G024	chky	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren; lokaler Namensrest y.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren; lokaler Namensrest y.
406	ASTRO	f67r2	A1	A1:G025	chykchs	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest chy/s.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest chy/s.
407	ASTRO	f67r2	A1	A1:G026	chy	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.
408	ASTRO	f67r2	A1	A1:G027	ykees	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe; lokaler Namensrest yk/s.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe; lokaler Namensrest yk/s.
409	ASTRO	f67r2	A1	A1:G028	ykchos	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_12: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/os.	ELIGIBILITY	Bedingungsplatz fuer Sammeln oder Zubereiten: Sektorplatz A1_RIGHT_SECTOR_SLOT_12: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/os.
410	ASTRO	f67r2	A1	A1:G029	opodchol	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opodch.	ELIGIBILITY	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opodch.
411	ASTRO	f67r2	A1	A1:G030	s	Jahres- oder Saisonregel fuer Pflanzenarbeit: A1_RIGHT_RING_BAND_01: Nebenwert.	ELIGIBILITY	Jahres- oder Saisonregel fuer Pflanzenarbeit: A1_RIGHT_RING_BAND_01: Nebenwert.
412	ASTRO	f67r2	A1	A1:G031	ain	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: gezaehlter Teil oder Unterabschnitt.	ELIGIBILITY	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: gezaehlter Teil oder Unterabschnitt.
413	ASTRO	f67r2	A1	A1:G032	aldy	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.	ELIGIBILITY	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.
414	ASTRO	f67r2	A1	A1:G033	soeey	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe; lokaler Namensrest so/y.	ELIGIBILITY	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe; lokaler Namensrest so/y.
415	ASTRO	f67r2	A1	A1:G034	doiin	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: Grad- oder Bedingungsstufe; lokaler Namensrest do.	ELIGIBILITY	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: Grad- oder Bedingungsstufe; lokaler Namensrest do.
416	ASTRO	f67r2	A1	A1:G035	oldy	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.	ELIGIBILITY	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.
417	ASTRO	f67r2	A1	A1:G167	sshey	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.	ELIGIBILITY	Jahres- oder Saisonregel fuer Pflanzenarbeit: Ring- oder Bandstelle A1_RIGHT_OUTER_RING_TEXT: abgelesener oder freigegebener Wert; lokaler Namensrest s.
