contact_id	subject_kind	subject_surface	occurrence_id	source_selector	physical_folio	locus	token_index	side	neighbor_surface	pair_sequence_stable_all_three	assigned_disjoint_channel	channel_axis_tags	channel_macro_tags	global652_mapped	global652_axis_tags	global652_macro_tags	semantic_credit	renderer_license	component_export_credit
G806-C01478	TARGET	ol	GDT800-O3242	f80v	f80v	f80v.29	4	R1	keeol	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|MATERIAL	CARRIER|QUALITY	1	HOT|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C01479	TARGET	ol	GDT800-O3243	f80v	f80v	f80v.31	2	L1	qol	0	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C01480	TARGET	ol	GDT800-O3243	f80v	f80v	f80v.31	2	R1	oiin	0	C3_GDT734_GLOBAL_RESIDUAL	PREPARATION	CARRIER	1	PREPARATION	CARRIER	0	0	0
G806-C01481	TARGET	ol	GDT800-O3244	f80v	f80v	f80v.31	5	L1	olkain	0	C2_GDT739_NARROW_PROJECTED	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01482	TARGET	ol	GDT800-O3244	f80v	f80v	f80v.31	5	R1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01483	TARGET	ol	GDT800-O3249	f80v	f80v	f80v.35	9	L1	okiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01484	TARGET	ol	GDT800-O3249	f80v	f80v	f80v.35	9	R1	kain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01485	TARGET	ol	GDT800-O3250	f80v	f80v	f80v.36	4	L1	sheor	0	C2_GDT739_NARROW_PROJECTED	MOIST|PART|MATERIAL	CARRIER|QUALITY	1	MOIST|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C01486	TARGET	ol	GDT800-O3250	f80v	f80v	f80v.36	4	R1	shey	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01487	TARGET	ol	GDT800-O3254	f80v	f80v	f80v.39	6	L1	ches	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01488	TARGET	ol	GDT800-O3254	f80v	f80v	f80v.39	6	R1	chckhy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	DRY|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01489	TARGET	ol	GDT800-O3256	f80v	f80v	f80v.40	2	L1	qokain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01490	TARGET	ol	GDT800-O3256	f80v	f80v	f80v.40	2	R1	cheeor	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	1	DRY|AMOUNT|MATERIAL	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01491	TARGET	ol	GDT800-O3257	f80v	f80v	f80v.40	7	L1	tchar	0	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|PART|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY	1	COLD|DRY|PART|MATERIAL|PROCESS	CARRIER|PROCESS|QUALITY	0	0	0
G806-C01492	TARGET	ol	GDT800-O3257	f80v	f80v	f80v.40	7	R1	chedy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01493	TARGET	ol	GDT800-O3261	f80v	f80v	f80v.42	2	L1	pol	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01494	TARGET	ol	GDT800-O3261	f80v	f80v	f80v.42	2	R1	aiin	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C01495	TARGET	qokol	GDT800-O3263	f80v	f80v	f80v.42	7	L1	shedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01496	TARGET	qokol	GDT800-O3263	f80v	f80v	f80v.42	7	R1	chdy	0	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01497	TARGET	ol	GDT800-O3267	f80v	f80v	f80v.5	8	L1	qotain	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	COLD|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01498	TARGET	ol	GDT800-O3267	f80v	f80v	f80v.5	8	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01499	TARGET	qokol	GDT800-O3268	f80v	f80v	f80v.7	3	L1	tchey	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|DRY|VALUE	QUALITY|SCALAR	1	COLD|DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01500	TARGET	qokol	GDT800-O3268	f80v	f80v	f80v.7	3	R1	shedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01501	TARGET	ol	GDT800-O3277	f81r	f81r	f81r.12	3	L1	tedy	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	COLD|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C01502	TARGET	ol	GDT800-O3277	f81r	f81r	f81r.12	3	R1	sheedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01503	TARGET	ol	GDT800-O3280	f81r	f81r	f81r.15	2	L1	sain	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01504	TARGET	ol	GDT800-O3280	f81r	f81r	f81r.15	2	R1	cheedy	1	C1_EXACT_LOCAL	DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	DRY|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C01505	TARGET	ol	GDT800-O3282	f81r	f81r	f81r.17	6	L1	qokedy	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01506	TARGET	ol	GDT800-O3282	f81r	f81r	f81r.17	6	R1	ochedar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01507	TARGET	ol	GDT800-O3283	f81r	f81r	f81r.18	3	L1	shedy	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01508	TARGET	ol	GDT800-O3283	f81r	f81r	f81r.18	3	R1	shedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01509	TARGET	qokol	GDT800-O3285	f81r	f81r	f81r.2	4	L1	alched	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01510	TARGET	qokol	GDT800-O3285	f81r	f81r	f81r.2	4	R1	chol	1	C3_GDT734_GLOBAL_RESIDUAL	DRY	QUALITY	1	DRY	QUALITY	0	0	0
G806-C01511	TARGET	ol	GDT800-O3290	f81r	f81r	f81r.22	4	L1	qol	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C01512	TARGET	ol	GDT800-O3290	f81r	f81r	f81r.22	4	R1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01513	TARGET	ol	GDT800-O3291	f81r	f81r	f81r.22	6	L1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01514	TARGET	ol	GDT800-O3291	f81r	f81r	f81r.22	6	R1	chedar	1	C2_GDT739_NARROW_PROJECTED	DRY|VALUE|PART	CARRIER|QUALITY|SCALAR	1	DRY|VALUE|PART	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01515	TARGET	ol	GDT800-O3292	f81r	f81r	f81r.22	8	L1	chedar	1	C2_GDT739_NARROW_PROJECTED	DRY|VALUE|PART	CARRIER|QUALITY|SCALAR	1	DRY|VALUE|PART	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01516	TARGET	ol	GDT800-O3292	f81r	f81r	f81r.22	8	R1	oly	1	C2_GDT739_NARROW_PROJECTED	PROCESS	PROCESS	1	PROCESS	PROCESS	0	0	0
G806-C01517	TARGET	cheol	GDT800-O3293	f81r	f81r	f81r.24	4	L1	shecphy	1	C3_GDT734_GLOBAL_RESIDUAL	VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|SCALAR	1	VALUE|PREPARATION|CLOSE	CARRIER|PROCESS|SCALAR	0	0	0
G806-C01518	TARGET	cheol	GDT800-O3293	f81r	f81r	f81r.24	4	R1	qotaldar	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01519	TARGET	okal	GDT800-O3294	f81r	f81r	f81r.25	6	L1	okair	0	C2_GDT739_NARROW_PROJECTED	HOT|PART|MATERIAL|PREPARATION	CARRIER|QUALITY	1	HOT|PART|MATERIAL|PREPARATION	CARRIER|QUALITY	0	0	0
G806-C01520	TARGET	okal	GDT800-O3294	f81r	f81r	f81r.25	6	R1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01521	TARGET	ol	GDT800-O3298	f81r	f81r	f81r.29	9	L1	olkaiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01522	TARGET	ol	GDT800-O3298	f81r	f81r	f81r.29	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01523	TARGET	ol	GDT800-O3300	f81r	f81r	f81r.3	5	L1	olkal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01524	TARGET	ol	GDT800-O3300	f81r	f81r	f81r.3	5	R1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01525	TARGET	ol	GDT800-O3301	f81r	f81r	f81r.30	6	L1	olkar	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01526	TARGET	ol	GDT800-O3301	f81r	f81r	f81r.30	6	R1	kaiin	0	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01527	TARGET	ol	GDT800-O3303	f81r	f81r	f81r.31	3	L1	shedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01528	TARGET	ol	GDT800-O3303	f81r	f81r	f81r.31	3	R1	lchedy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01529	TARGET	ol	GDT800-O3304	f81r	f81r	f81r.4	3	L1	qokain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01530	TARGET	ol	GDT800-O3304	f81r	f81r	f81r.4	3	R1	ol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01531	TARGET	ol	GDT800-O3305	f81r	f81r	f81r.4	4	L1	ol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01532	TARGET	ol	GDT800-O3305	f81r	f81r	f81r.4	4	R1	chcthy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01533	TARGET	cheol	GDT800-O3307	f81r	f81r	f81r.5	2	L1	qol	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C01534	TARGET	cheol	GDT800-O3307	f81r	f81r	f81r.5	2	R1	okeey	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01535	TARGET	ol	GDT800-O3308	f81r	f81r	f81r.5	4	L1	okeey	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01536	TARGET	ol	GDT800-O3308	f81r	f81r	f81r.5	4	R1	ol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01537	TARGET	ol	GDT800-O3309	f81r	f81r	f81r.5	5	L1	ol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01538	TARGET	ol	GDT800-O3309	f81r	f81r	f81r.5	5	R1	olaiin	0	C2_GDT739_NARROW_PROJECTED	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C01539	TARGET	ol	GDT800-O3310	f81r	f81r	f81r.5	7	L1	olaiin	0	C2_GDT739_NARROW_PROJECTED	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C01540	TARGET	ol	GDT800-O3310	f81r	f81r	f81r.5	7	R1	or	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C01541	TARGET	ol	GDT800-O3311	f81r	f81r	f81r.6	2	L1	sar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01542	TARGET	ol	GDT800-O3311	f81r	f81r	f81r.6	2	R1	eses	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01543	TARGET	ol	GDT800-O3312	f81r	f81r	f81r.6	7	L1	qokeey	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01544	TARGET	ol	GDT800-O3312	f81r	f81r	f81r.6	7	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01545	TARGET	ol	GDT800-O3315	f81v	f81v	f81v.1	7	L1	dar	0	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C01546	TARGET	ol	GDT800-O3315	f81v	f81v	f81v.1	7	R1	pchedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01547	TARGET	ol	GDT800-O3317	f81v	f81v	f81v.12	2	L1	qol	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C01548	TARGET	ol	GDT800-O3317	f81v	f81v	f81v.12	2	R1	chdy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01549	TARGET	okal	GDT800-O3318	f81v	f81v	f81v.13	9	L1	ykedy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01550	TARGET	okal	GDT800-O3318	f81v	f81v	f81v.13	9	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01551	TARGET	ol	GDT800-O3320	f81v	f81v	f81v.15	3	L1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01552	TARGET	ol	GDT800-O3320	f81v	f81v	f81v.15	3	R1	sheey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01553	TARGET	ol	GDT800-O3321	f81v	f81v	f81v.16	4	L1	qoeedy	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT	SCALAR	1	AMOUNT	SCALAR	0	0	0
G806-C01554	TARGET	ol	GDT800-O3321	f81v	f81v	f81v.16	4	R1	chy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01555	TARGET	ol	GDT800-O3322	f81v	f81v	f81v.17	3	L1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01556	TARGET	ol	GDT800-O3322	f81v	f81v	f81v.17	3	R1	shedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01557	TARGET	ol	GDT800-O3325	f81v	f81v	f81v.18	3	L1	chey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01558	TARGET	ol	GDT800-O3325	f81v	f81v	f81v.18	3	R1	cheky	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	1	HOT|DRY|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	0	0	0
G806-C01559	TARGET	ol	GDT800-O3326	f81v	f81v	f81v.18	5	L1	cheky	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|DRY|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	1	HOT|DRY|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	0	0	0
G806-C01560	TARGET	ol	GDT800-O3326	f81v	f81v	f81v.18	5	R1	shedy	1	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01561	TARGET	ol	GDT800-O3327	f81v	f81v	f81v.19	2	L1	solkeey	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01562	TARGET	ol	GDT800-O3327	f81v	f81v	f81v.19	2	R1	shedy	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE	QUALITY|SCALAR	1	MOIST|VALUE	QUALITY|SCALAR	0	0	0
G806-C01563	TARGET	okal	GDT800-O3330	f81v	f81v	f81v.2	4	L1	kair	1	C2_GDT739_NARROW_PROJECTED	HOT|PART|MATERIAL	CARRIER|QUALITY	1	HOT|PART|MATERIAL	CARRIER|QUALITY	0	0	0
G806-C01564	TARGET	okal	GDT800-O3330	f81v	f81v	f81v.2	4	R1	sar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01565	TARGET	ol	GDT800-O3331	f81v	f81v	f81v.2	6	L1	sar	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01566	TARGET	ol	GDT800-O3331	f81v	f81v	f81v.2	6	R1	kain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01567	TARGET	ol	GDT800-O3333	f81v	f81v	f81v.2	10	L1	al	1	C3_GDT734_GLOBAL_RESIDUAL	MATERIAL	CARRIER	1	MATERIAL	CARRIER	0	0	0
G806-C01568	TARGET	ol	GDT800-O3333	f81v	f81v	f81v.2	10	R1	rol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01569	TARGET	ol	GDT800-O3345	f81v	f81v	f81v.25	7	L1	shchey	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01570	TARGET	ol	GDT800-O3345	f81v	f81v	f81v.25	7	R1	chey	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01571	TARGET	ol	GDT800-O3346	f81v	f81v	f81v.26	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01572	TARGET	ol	GDT800-O3346	f81v	f81v	f81v.26	1	R1	checholtar	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01573	TARGET	ol	GDT800-O3352	f81v	f81v	f81v.4	5	L1	dy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01574	TARGET	ol	GDT800-O3352	f81v	f81v	f81v.4	5	R1	kaiin	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01575	TARGET	ol	GDT800-O3353	f81v	f81v	f81v.6	3	L1	okaiin	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	HOT|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01576	TARGET	ol	GDT800-O3353	f81v	f81v	f81v.6	3	R1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01577	TARGET	cheol	GDT800-O3354	f81v	f81v	f81v.6	5	L1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
G806-C01578	TARGET	cheol	GDT800-O3354	f81v	f81v	f81v.6	5	R1	lky	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01579	TARGET	ol	GDT800-O3355	f81v	f81v	f81v.7	2	L1	olor	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01580	TARGET	ol	GDT800-O3355	f81v	f81v	f81v.7	2	R1	sheckhal	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01581	TARGET	qokeol	GDT800-O3356	f82r	f82r	f82r.1	2	L1	qosheedy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01582	TARGET	qokeol	GDT800-O3356	f82r	f82r	f82r.1	2	R1	daiin	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01583	TARGET	okal	GDT800-O3360	f82r	f82r	f82r.12	7	L1	lolol	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01584	TARGET	okal	GDT800-O3360	f82r	f82r	f82r.12	7	R1	okarchedy	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01585	TARGET	ol	GDT800-O3362	f82r	f82r	f82r.16	7	L1	or	0	C3_GDT734_GLOBAL_RESIDUAL	AMOUNT|MATERIAL	CARRIER|SCALAR	1	AMOUNT|MATERIAL	CARRIER|SCALAR	0	0	0
G806-C01586	TARGET	ol	GDT800-O3362	f82r	f82r	f82r.16	7	R1	s	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01587	TARGET	cheol	GDT800-O3371	f82r	f82r	f82r.30	3	L1	raiin	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01588	TARGET	cheol	GDT800-O3371	f82r	f82r	f82r.30	3	R1	qoteey	1	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE	QUALITY|SCALAR	1	COLD|VALUE	QUALITY|SCALAR	0	0	0
G806-C01589	TARGET	cheol	GDT800-O3372	f82r	f82r	f82r.31	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01590	TARGET	cheol	GDT800-O3372	f82r	f82r	f82r.31	1	R1	ol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01591	TARGET	ol	GDT800-O3373	f82r	f82r	f82r.31	2	L1	cheol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01592	TARGET	ol	GDT800-O3373	f82r	f82r	f82r.31	2	R1	rsheedy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01593	TARGET	ol	GDT800-O3374	f82r	f82r	f82r.33	2	L1	sain	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01594	TARGET	ol	GDT800-O3374	f82r	f82r	f82r.33	2	R1	cheol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01595	TARGET	cheol	GDT800-O3375	f82r	f82r	f82r.33	3	L1	ol	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01596	TARGET	cheol	GDT800-O3375	f82r	f82r	f82r.33	3	R1	ey	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01597	TARGET	okal	GDT800-O3377	f82r	f82r	f82r.36	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01598	TARGET	okal	GDT800-O3377	f82r	f82r	f82r.36	1	R1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01599	TARGET	okal	GDT800-O3383	f82r	f82r	f82r.6	6	L1	sheckhy	0	C3_GDT734_GLOBAL_RESIDUAL	MOIST|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	1	MOIST|VALUE|PREPARATION	CARRIER|QUALITY|SCALAR	0	0	0
G806-C01600	TARGET	okal	GDT800-O3383	f82r	f82r	f82r.6	6	R1	sheky	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|MOIST|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	1	HOT|MOIST|VALUE|PROCESS	PROCESS|QUALITY|SCALAR	0	0	0
G806-C01601	TARGET	ol	GDT800-O3393	f82v	f82v	f82v.12	4	L1	dar	1	C3_GDT734_GLOBAL_RESIDUAL	PART	CARRIER	1	PART	CARRIER	0	0	0
G806-C01602	TARGET	ol	GDT800-O3393	f82v	f82v	f82v.12	4	R1	qoky	1	C2_GDT739_NARROW_PROJECTED	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01603	TARGET	cheol	GDT800-O3397	f82v	f82v	f82v.15	5	L1	qokain	0	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01604	TARGET	cheol	GDT800-O3397	f82v	f82v	f82v.15	5	R1	tedy	0	C3_GDT734_GLOBAL_RESIDUAL	COLD|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	1	COLD|VALUE|CLOSE	PROCESS|QUALITY|SCALAR	0	0	0
G806-C01605	TARGET	okal	GDT800-O3399	f82v	f82v	f82v.16	8	L1	qokain	1	C3_GDT734_GLOBAL_RESIDUAL	HOT|VALUE	QUALITY|SCALAR	1	HOT|VALUE	QUALITY|SCALAR	0	0	0
G806-C01606	TARGET	okal	GDT800-O3399	f82v	f82v	f82v.16	8	R1	dy	1	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01607	TARGET	qokol	GDT800-O3402	f82v	f82v	f82v.19	1	L1	NONE	0	NONE	NONE	NONE	0	NONE	NONE	0	0	0
G806-C01608	TARGET	qokol	GDT800-O3402	f82v	f82v	f82v.19	1	R1	chedy	1	C3_GDT734_GLOBAL_RESIDUAL	DRY|VALUE	QUALITY|SCALAR	1	DRY|VALUE	QUALITY|SCALAR	0	0	0
