audit_serial	event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	selection_stratum	surface_examples_archive_only	local_or_page_owner	owner_status	legacy_handle_revealed_after_source_freeze	legacy_support_class	exact_literal_layer_from_selected_edition	legacy_context_expansion	occurrence_consistency_class	occurrence_consistency_reason	exact_source_match_row_id	portable_atomic_reading_after_v77	occurrence_audit_action	strongest_contradiction_from_selected_edition	semantic_ceiling
131	255	B3	f83r	f83r.11	F082	B3-S012	bc4f1f5c006c74a4d26d	TOP10_RECURRENT_NONCONTROL	cheedy|shedy|tedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	HIGH_CONTEXTUAL	all twelve Bio expansions mark readiness plus step ending; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
132	256	B3	f83r	f83r.11	F083	B3-S013	b5fcea1eaed06b2f2291	FROZEN_14_CONTROL	okaiin|qokaiin	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	STANDARDSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	FORMAL_ONLY	standard-slot placement recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
133	259	B3	f83r	f83r.11	F083	B3-S013	7db18b2f0fb7ed0fcfd3	FROZEN_14_CONTROL	qokedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	SPÜLEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	HIGH_CONTEXTUAL	all occurrences receive a rinse expansion in Bio; image and local station supply its arguments	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
134	262	B3	f83r	f83r.11	F085	B3-S015	de7321bface5628e35d6	FROZEN_14_CONTROL	lchedy	B3_LOWER_MARGIN_BASKET_VESSEL_STATION	INHERITED_VISIBLE	ABLASSEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_LOWER_MARGIN_BASKET_VESSEL_STATION] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	HIGH_CONTEXTUAL	Bio expansions consistently drain used liquid, but no exact historical entry anchors the card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
135	265	B3	f83r	f83r.14	F088	B3-S017	7d25241b0e56c836372a	TOP10_RECURRENT_NONCONTROL	qokeedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:7d25241b0e56c836372a] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt.	BROAD_CONTEXTUAL	a terminal construction recurs, but bathing, washing, and cloth immersion are supplied locally	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
136	266	B3	f83r	f83r.14	F089	B3-S018	bc4f1f5c006c74a4d26d	TOP10_RECURRENT_NONCONTROL	cheedy|shedy|tedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	HIGH_CONTEXTUAL	all twelve Bio expansions mark readiness plus step ending; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
137	268	B3	f83r	f83r.14	F091	B3-S020	dd0ecaf5e27d81befffc	FROZEN_14_CONTROL	al|chal|cheal|dal|sal|tal	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	ZIEL?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	BROAD_CONTEXTUAL	a local target/station is repeatedly supplied by context, not by an attested atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
138	269	B3	f83r	f83r.14	F091	B3-S020	de7321bface5628e35d6	FROZEN_14_CONTROL	lchedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	ABLASSEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	HIGH_CONTEXTUAL	Bio expansions consistently drain used liquid, but no exact historical entry anchors the card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
139	270	B3	f83r	f83r.14	F092	B3-S021	b5fcea1eaed06b2f2291	FROZEN_14_CONTROL	okaiin|qokaiin	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	STANDARDSLOT_SETZEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	FORMAL_ONLY	standard-slot placement recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
140	271	B3	f83r	f83r.14	F092	B3-S021	e0b630cb1b5df5e7105b	FROZEN_14_CONTROL	checthy|cthy|shcthy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	BEREIT?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:e0b630cb1b5df5e7105b] > [CARD:BEREIT?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den örtlichen Prüfzustand der Charge feststellen.	MIXED_CONTEXTUAL	flowering time, readiness, and generic test-state expansions are not one invariant atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
141	272	B3	f83r	f83r.14	F092	B3-S021	dd0ecaf5e27d81befffc	FROZEN_14_CONTROL	al|chal|cheal|dal|sal|tal	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	ZIEL?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	BROAD_CONTEXTUAL	a local target/station is repeatedly supplied by context, not by an attested atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
142	273	B3	f83r	f83r.14	F092	B3-S021	b921a237be883a820352	TOP10_RECURRENT_NONCONTROL	chey|chy|dy|shy|sy|y	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Diese aktive Portion.	CONTRADICTORY	eighteen expansions include fraction, oil, heat, stirring, storage, use, honey, and deictic portion	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
143	274	B3	f83r	f83r.15	F093	B3-S021	2f1c5e56e8f0ff459065	FROZEN_14_CONTROL	aiin|chaiin|daiin|saiin|taiin	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASS? + SURFACE_DAIIN_ONLY:VORGABEPARAMETER?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:2f1c5e56e8f0ff459065] > [CARD:MASS?] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	HIGH_FORMAL_MIXED	measure/prescription expansion recurs; only the restricted formal channel survives, not MASS as a word	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
144	277	B3	f83r	f83r.15	F093	B3-S021	b921a237be883a820352	TOP10_RECURRENT_NONCONTROL	chey|chy|dy|shy|sy|y	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:b921a237be883a820352] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Diese aktive Portion.	CONTRADICTORY	eighteen expansions include fraction, oil, heat, stirring, storage, use, honey, and deictic portion	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
145	278	B3	f83r	f83r.15	F093	B3-S021	dd0ecaf5e27d81befffc	FROZEN_14_CONTROL	al|chal|cheal|dal|sal|tal	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	ZIEL?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:dd0ecaf5e27d81befffc] > [CARD:ZIEL?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den aktiven Posten an der örtlich bezeichneten Station führen.	BROAD_CONTEXTUAL	a local target/station is repeatedly supplied by context, not by an attested atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
146	279	B3	f83r	f83r.15	F093	B3-S021	e0b630cb1b5df5e7105b	FROZEN_14_CONTROL	checthy|cthy|shcthy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	BEREIT?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:e0b630cb1b5df5e7105b] > [CARD:BEREIT?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den örtlichen Prüfzustand der Charge feststellen.	MIXED_CONTEXTUAL	flowering time, readiness, and generic test-state expansions are not one invariant atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
147	282	B3	f83r	f83r.15	F095	B3-S023	de7321bface5628e35d6	FROZEN_14_CONTROL	lchedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	ABLASSEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:de7321bface5628e35d6] > [CARD:ABLASSEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen.	HIGH_CONTEXTUAL	Bio expansions consistently drain used liquid, but no exact historical entry anchors the card	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
148	283	B3	f83r	f83r.16	F096	B3-S024	259b2b3b0bf859882e2c	TOP10_RECURRENT_NONCONTROL	dchedy|schedy|tchedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:259b2b3b0bf859882e2c] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Spüle das benutzte Gefäß oder den Lauf einmal aus und beende den Schritt.	HIGH_CONTEXTUAL	all four Bio expansions rinse a used vessel/run and close; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
149	287	B3	f83r	f83r.16	F098	B3-S026	6f7ff8287eddf4da9fdb	TOP10_RECURRENT_NONCONTROL	chdy|chedy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:6f7ff8287eddf4da9fdb] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	Rühre, bis alles gleichmäßig vermischt ist.	CONTRADICTORY	Herbal wringing/settling conflicts with repeated Bio mixing expansions	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
150	288	B3	f83r	f83r.16	F098	B3-S026	1645e612504fcef59ced	TOP10_RECURRENT_NONCONTROL	okain|qokain	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	NONE	UNKNOWN_EXEMPLAR_WHOLE_CARD	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	Gib einen abgemessenen Anteil in das Gefäß.	HIGH_CONTEXTUAL	all seven Bio expansions add a measured share to a vessel; no historical lexical anchor	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
151	289	B3	f83r	f83r.16	F098	B3-S026	e0b630cb1b5df5e7105b	FROZEN_14_CONTROL	checthy|cthy|shcthy	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	BEREIT?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] > [OPAQUE_CARD:e0b630cb1b5df5e7105b] > [CARD:BEREIT?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	Den örtlichen Prüfzustand der Charge feststellen.	MIXED_CONTEXTUAL	flowering time, readiness, and generic test-state expansions are not one invariant atomic value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
152	293	B3	f83r	f83r.20	F101	B3-S028	0275fbf14e07935b0a45	FROZEN_14_CONTROL	okeey|qokeey	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	TEMPERIEREN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	Die Charge für den vorgesehenen Gebrauch temperieren.	HIGH_CONTEXTUAL	all seven Bio occurrences use a tempering expansion; no independent atomic source value	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
153	294	B3	f83r	f83r.20	F101	B3-S028	7db18b2f0fb7ed0fcfd3	FROZEN_14_CONTROL	qokedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SPÜLEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	HIGH_CONTEXTUAL	all occurrences receive a rinse expansion in Bio; image and local station supply its arguments	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
154	295	B3	f83r	f83r.20	F102	B3-S029	dcda95c81a5460feb191	FROZEN_14_CONTROL	cheol|chol|ol|qol|sol|tol	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	AKTIVEN_ARBEITSSTAND_VERKNÜPFEN	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:dcda95c81a5460feb191] > [FORMAL:AKTIVEN_ARBEITSSTAND_VERKNÜPFEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	Den recordlokalen aktiven Posten im Arbeitsgang fortführen.	FORMAL_ONLY	active record-state linkage recurs; it supplies no word value	NONE	FORMAL_LABEL_NOT_WORD	FORMAL_USE_ONLY;DO_NOT_READ_AS_WORD	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
155	297	B3	f83r	f83r.20	F102	B3-S029	7db18b2f0fb7ed0fcfd3	FROZEN_14_CONTROL	qokedy	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	SPÜLEN?	EXACT_WORKING_MNEMONIC	[OWNER:B3_MAIN_ARCH_LINKED_PAIR] > [OPAQUE_CARD:7db18b2f0fb7ed0fcfd3] > [CARD:SPÜLEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION] > [CLOSE]	Die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen.	HIGH_CONTEXTUAL	all occurrences receive a rinse expansion in Bio; image and local station supply its arguments	NONE	EXEMPLAR_VALUE_UNKNOWN	CONTEXT_EXEMPLAR_ONLY;DO_NOT_EXPORT_THIS_SENTENCE_AS_CARD_MEANING	Stoff oder Zubereitung ist nicht sichtbar bestimmt; keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	THIS_ROW_AUDITS_CONTEXTUAL_COHERENCE_ONLY;IT_DOES_NOT_ATTEST_A_WORD_OR_MEANING
