anaphor_ordinal	covered_argument_mention_ordinals	repeat_group_ordinal	event_id	statement_id	physical_page	register	state_status	surface	final_context_recipe	argument_root	argument_scope	source_form_class	pronoun_card_id	mention_ordinal_for_argument	mention_count_for_argument	covered_argument_mention_count	source_start_char	source_end_char	target_start_char	target_end_char	source_argument_phrase_de	pronoun_de	guard
344	344	293	G407-E1435	G407-S083	f75r	BIOLOGICAL	STATE_CARD	ssheol	S+SH+E+OL	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
345	345	294	G407-E1437	G407-S084	f75r	BIOLOGICAL	NONSTATE_CARD	chedykar	CHD+Y+K+AR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	39	57	39	42	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
346	346	295	G407-E1438	G407-S084	f75r	BIOLOGICAL	STATE_CARD	chekeedy	CH+K+EE+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
347	347	296	G407-E1445	G407-S085	f75r	BIOLOGICAL	NONSTATE_CARD	sheeky	SH+EE+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	35	53	35	38	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
348	348	297	G407-E1449	G407-S085	f75r	BIOLOGICAL	NONSTATE_CARD	dackhy	DA+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
349	349	298	G407-E1462	G407-S086	f75r	BIOLOGICAL	NONSTATE_CARD	ckhey	CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
350	350	299	G407-E1469	G407-S087	f75r	BIOLOGICAL	NONSTATE_CARD	pcheykeeor	P+Y+K+EE+OR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	63	81	63	66	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
351	351	300	G407-E1469	G407-S087	f75r	BIOLOGICAL	NONSTATE_CARD	pcheykeeor	P+Y+K+EE+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P16	2	2	1	86	105	71	74	die Stationseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
352	352	301	G407-E1474	G407-S087	f75r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
353	353	301	G407-E1474	G407-S087	f75r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	66	84	51	54	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
354	354	302	G407-E1477	G407-S088	f75r	BIOLOGICAL	STATE_CARD	pchedy	P+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
355	355	303	G407-E1478	G407-S089	f75r	BIOLOGICAL	STATE_CARD	qokshdy	OK+SH+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	60	84	60	63	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
356	356	304	G407-E1489	G407-S091	f75r	BIOLOGICAL	NONSTATE_CARD	dsheckhy	D_ADDR+SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
357	357	304	G407-E1489	G407-S091	f75r	BIOLOGICAL	NONSTATE_CARD	dsheckhy	D_ADDR+SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
358	358	305	G407-E1491	G407-S091	f75r	BIOLOGICAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
359	359	306	G407-E1494	G407-S093	f75r	BIOLOGICAL	STATE_CARD	qokchdy	OK+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	64	88	64	67	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
360	360	307	G407-E1495	G407-S094	f75r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
361	361	307	G407-E1495	G407-S094	f75r	BIOLOGICAL	NONSTATE_CARD	chcthy	CH+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	66	84	51	54	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
362	362	308	G407-E1499	G407-S095	f75r	BIOLOGICAL	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
363	363	308	G407-E1499	G407-S095	f75r	BIOLOGICAL	NONSTATE_CARD	checkhy	CH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	65	83	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
364	364	309	G407-E1508	G407-S096	f75r	BIOLOGICAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
365	365	310	G407-E1522	G407-S101	f75r	BIOLOGICAL	NONSTATE_CARD	chekam	CH+K+AM_ADDR	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P16	2	2	1	43	67	43	46	dieselbe Stationseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
366	366	311	G407-E1523	G407-S101	f75r	BIOLOGICAL	NONSTATE_CARD	ssheckhy	S+SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	4	1	32	50	32	35	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
367	367	311	G407-E1523	G407-S101	f75r	BIOLOGICAL	NONSTATE_CARD	ssheckhy	S+SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	4	1	60	78	45	48	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
368	368	311	G407-E1523	G407-S101	f75r	BIOLOGICAL	NONSTATE_CARD	ssheckhy	S+SH+E+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	4	4	1	89	107	59	62	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
369	369	312	G407-E1534	G407-S102	f75r	BIOLOGICAL	STATE_CARD	pchedy	P+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
370	370	313	G407-E1544	G407-S109	f75r	BIOLOGICAL	NONSTATE_CARD	keishy	K+E+SH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
371	371	314	G407-E1549	G407-S110	f75r	BIOLOGICAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
372	372	315	G407-E1561	G407-S111	f75r	BIOLOGICAL	STATE_CARD	okchdy	OK+CHD+DY	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P16	2	2	1	64	88	64	67	dieselbe Stationseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
373	373	316	G407-E1567	G407-S114	f75r	BIOLOGICAL	NONSTATE_CARD	shokain	SH+OK+AIN	AIN	SINGLE_ARGUMENT	EXPLICIT	GDT573-P15	2	2	1	35	53	35	38	den Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
374	374	317	G407-E1569	G407-S114	f75r	BIOLOGICAL	STATE_CARD	okshedy	OK+SH+E+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	60	84	60	63	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
375	375	318	G407-E1572	G407-S115	f75r	BIOLOGICAL	NONSTATE_CARD	pchedar	P+CHD+AR	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
376	376	319	G407-E1573	G407-S115	f75r	BIOLOGICAL	NONSTATE_CARD	shepchy	SH+E+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	35	53	35	38	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
377	377	320	G407-E1590	G407-S118	f75r	BIOLOGICAL	STATE_CARD	qokshedy	OK+SH+E+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	60	84	60	63	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
378	378	321	G407-E1609	G407-S119	f75r	BIOLOGICAL	NONSTATE_CARD	qckhsy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
379	379	322	G407-E1625	G407-S119	f75r	BIOLOGICAL	NONSTATE_CARD	kshey	K+SH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
380	380	323	G407-E1628	G407-S119	f75r	BIOLOGICAL	NONSTATE_CARD	sshey	S+SH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	35	53	35	38	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
381	381	324	G407-E1630	G407-S119	f75r	BIOLOGICAL	NONSTATE_CARD	chedyqokam	CHD+Y+OK+AM_ADDR	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	39	57	39	42	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
382	382	325	G407-E1635	G407-S119	f75r	BIOLOGICAL	NONSTATE_CARD	checthy	CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	38	56	38	41	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
383	383	326	G407-E1639	G407-S119	f75r	BIOLOGICAL	NONSTATE_CARD	shckhy	SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
384	384	326	G407-E1639	G407-S119	f75r	BIOLOGICAL	NONSTATE_CARD	shckhy	SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
385	385	327	G407-E1654	G407-S122	f75r	BIOLOGICAL	NONSTATE_CARD	pdalshor	P+D_ADDR+AL+SH+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P16	2	2	1	40	59	40	43	die Stationseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
386	386	328	G407-E1655	G407-S122	f75r	BIOLOGICAL	STATE_CARD	shtol	SH+T+OL	OR	SINGLE_ARGUMENT	CARRIED	GDT573-P16	2	2	1	50	74	50	53	dieselbe Stationseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
387	387	329	G407-E1657	G407-S122	f75r	BIOLOGICAL	NONSTATE_CARD	pshar	P+SH+AR	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	45	69	45	48	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
388	388	330	G407-E1665	G407-S125	f75r	BIOLOGICAL	NONSTATE_CARD	tchedy	T+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	44	62	44	47	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
389	389	331	G407-E1666	G407-S125	f75r	BIOLOGICAL	STATE_CARD	pchedy	P+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	49	73	49	52	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
390	390	332	G407-E1670	G407-S126	f75r	BIOLOGICAL	NONSTATE_CARD	shecthy	SH+E+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
391	391	332	G407-E1670	G407-S126	f75r	BIOLOGICAL	NONSTATE_CARD	shecthy	SH+E+CH+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	64	82	49	52	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
392	392	333	G407-E1677	G407-S129	f75r	BIOLOGICAL	NONSTATE_CARD	chkal	CH+K+AL	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P15	2	2	1	43	67	43	46	denselben Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
393	393	334	G407-E1690	G407-S130	f75r	BIOLOGICAL	NONSTATE_CARD	cheeky	CH+K+EE+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
394	394	335	G407-E1693	G407-S130	f75r	BIOLOGICAL	NONSTATE_CARD	cheky	CH+K+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
395	395	336	G407-E1704	G407-S132	f75r	BIOLOGICAL	NONSTATE_CARD	chckhy	CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	37	55	37	40	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
396	396	337	G407-E1711	G407-S135	f75r	BIOLOGICAL	STATE_CARD	polshy	P+OL+SH+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	47	65	47	50	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
397	397	338	G407-E1716	G407-S136	f75r	BIOLOGICAL	STATE_CARD	chsdy	CH+S+DY	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P15	2	2	1	43	67	43	46	denselben Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
398	398	339	G407-E1728	G407-S141	f75r	BIOLOGICAL	STATE_CARD	chcthedy	CH+CH+T+E+DY	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P15	2	2	1	52	76	52	55	denselben Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
399	399	340	G407-E1742	G407-S145	f75r	BIOLOGICAL	NONSTATE_CARD	sheety	SH+EE+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
400	400	341	G407-E1758	G407-S151	f75r	BIOLOGICAL	NONSTATE_CARD	sheety	SH+EE+T+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
401	401	342	G407-E1761	G407-S153	f75r	BIOLOGICAL	STATE_CARD	qokechdy	OK+E+CHD+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	64	88	64	67	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
402	402	343	G407-E1781	G407-S168	f75r	BIOLOGICAL	STATE_CARD	rshedy	R+SH+E+DY	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P15	2	2	1	44	68	44	47	denselben Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
403	403	344	G407-E1782	G407-S169	f75r	BIOLOGICAL	STATE_CARD	sokeedy	S+OK+EE+DY	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P15	2	2	1	41	65	41	44	denselben Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
404	404	345	G407-E1796	G407-S178	f75r	BIOLOGICAL	NONSTATE_CARD	chekar	CH+K+AR	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
405	405	346	G407-E1799	G407-S179	f75r	BIOLOGICAL	NONSTATE_CARD	chkar	CH+K+AR	AIN	SINGLE_ARGUMENT	CARRIED	GDT573-P15	2	2	1	43	67	43	46	denselben Stationsanteil	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
406	406	347	G407-E1814	G407-S184	f75r	BIOLOGICAL	STATE_CARD	sshedy	S+SH+E+DY	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	41	65	41	44	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
407	407	348	G407-E1815	G407-S185	f75r	BIOLOGICAL	NONSTATE_CARD	shckhy	SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	34	52	34	37	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
408	408	348	G407-E1815	G407-S185	f75r	BIOLOGICAL	NONSTATE_CARD	shckhy	SH+CH+K+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	63	81	48	51	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
409	409	349	G407-E1833	G407-S193	f76r	BIOLOGICAL	STATE_CARD	potchokor	P+OT+CH+OK+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P16	2	3	1	50	69	50	53	die Stationseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
410	410	349	G407-E1833	G407-S193	f76r	BIOLOGICAL	STATE_CARD	potchokor	P+OT+CH+OK+OR	OR	SINGLE_ARGUMENT	EXPLICIT	GDT573-P16	3	3	1	80	99	64	67	die Stationseinheit	sie	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
411	411	350	G407-E1834	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	chcfhdy	CH+O+CH+LOCAL_CHAR_F+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	39	57	39	42	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
412	412	351	G407-E1835	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	opshdy	O+P+SH+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	39	57	39	42	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
413	413	352	G407-E1837	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	chcphy	CH+CH+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
414	414	352	G407-E1837	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	chcphy	CH+CH+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	65	83	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
415	415	353	G407-E1838	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	chcphdy	CH+CH+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	3	1	36	54	36	39	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
416	416	353	G407-E1838	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	chcphdy	CH+CH+P+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	3	3	1	65	83	50	53	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
417	417	354	G407-E1839	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	opshey	O+P+SH+E+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	39	57	39	42	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
418	418	355	G407-E1840	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	qofshy	CARRIER_Q+O+P+SH+D_ADDR+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	39	57	39	42	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
419	419	356	G407-E1841	G407-S193	f76r	BIOLOGICAL	NONSTATE_CARD	opchdy	O+P+CHD+Y	Y	SINGLE_ARGUMENT	EXPLICIT	GDT573-P13	2	2	1	43	61	43	46	den Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
420	420	357	G407-E1847	G407-S194	f76r	BIOLOGICAL	NONSTATE_CARD	cthar	CH+T+AR	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	44	68	44	47	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
421	421	358	G407-E1848	G407-S194	f76r	BIOLOGICAL	NONSTATE_CARD	chep	CH+E+P	Y	SINGLE_ARGUMENT	CARRIED	GDT573-P13	2	2	1	43	67	43	46	denselben Stationsposten	ihn	LATER_MENTION_ONLY__FULL_ARGUMENT_FRAGMENT_PRESERVED_IN_EXPANSION_CHANNEL
