projection_ordinal	in_exact_542_join	gdt800_occurrence_id	gdt791_occurrence_ordinal	gdt791_occurrence_id	source_selector	physical_page	locus	token_index	token_count	surface	stem	terminal	distance_from_end	position_class	any_line_final	multi_line_final	single_token_line	occurrence_kind	line_kind	paragraph_start	paragraph_end_line	paragraph_role	paragraph_close	legacy_statement_id	statement_close	record_id	record_close	panel_id	panel_close	topology_family	register	context_scope	structurally_internal	semantic_export_credit
251	0	NONE	2179	G407-E1108	f71v	f71v	f71v.12	13	30	tal	ta	l	17	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S057	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
252	0	NONE	2191	G407-E1120	f71v	f71v	f71v.12	25	30	otal	ota	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S057	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
253	0	NONE	2192	G407-E1121	f71v	f71v	f71v.12	26	30	al	a	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S057	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
254	0	NONE	2195	G407-E1124	f71v	f71v	f71v.12	29	30	okol	oko	l	1	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S058	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
255	0	NONE	2207	G407-E1130	f71v	f71v	f71v.18	5	11	okal	oka	l	6	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S059	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
256	0	NONE	2213	G407-E1136	f71v	f71v	f71v.18	11	11	kal	ka	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S059	1	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
257	0	NONE	2217	G407-E1140	f72r1	f72r	f72r1.1	4	42	cheol	cheo	l	38	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S060	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
258	0	NONE	2219	G407-E1142	f72r1	f72r	f72r1.1	6	42	al	a	l	36	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S061	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
259	0	NONE	2221	G407-E1144	f72r1	f72r	f72r1.1	8	42	chedal	cheda	l	34	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S061	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
260	0	NONE	2224	G407-E1147	f72r1	f72r	f72r1.1	11	42	chol	cho	l	31	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S062	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
261	0	NONE	2232	G407-E1155	f72r1	f72r	f72r1.1	19	42	ydal	yda	l	23	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S063	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
262	0	NONE	2236	G407-E1159	f72r1	f72r	f72r1.1	23	42	shol	sho	l	19	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S063	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
263	0	NONE	2239	G407-E1162	f72r1	f72r	f72r1.1	26	42	kol	ko	l	16	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S063	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
264	0	NONE	2243	G407-E1166	f72r1	f72r	f72r1.1	30	42	otam	ota	m	12	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S063	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
265	0	NONE	2244	G407-E1167	f72r1	f72r	f72r1.1	31	42	otam	ota	m	11	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S063	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
266	0	NONE	2245	G407-E1168	f72r1	f72r	f72r1.1	32	42	chotam	chota	m	10	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S063	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
267	0	NONE	2246	G407-E1169	f72r1	f72r	f72r1.1	33	42	sal	sa	l	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S063	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
268	0	NONE	2261	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0132	f72r1	f72r	f72r1.5	1	1	okalam	okala	m	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
269	0	NONE	2272	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0143	f72r1	f72r	f72r1.11	2	2	sharam	shara	m	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
270	0	NONE	2278	G407-E1184	f72r1	f72r	f72r1.12	6	27	okalal	okala	l	21	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S064	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
271	0	NONE	2289	G407-E1195	f72r1	f72r	f72r1.12	17	27	al	a	l	10	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S065	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
272	0	NONE	2295	G407-E1201	f72r1	f72r	f72r1.12	23	27	chokal	choka	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S065	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
273	0	NONE	2297	G407-E1203	f72r1	f72r	f72r1.12	25	27	al	a	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S065	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
274	0	NONE	2311	G407-E1211	f72r1	f72r	f72r1.18	6	13	chol	cho	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S066	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
275	0	NONE	2315	G407-E1215	f72r1	f72r	f72r1.18	10	13	chal	cha	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S066	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
276	0	NONE	2321	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0192	f72r2	f72r	f72r2.3	1	1	okaram	okara	m	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
277	0	NONE	2331	G407-E1226	f72r2	f72r	f72r2.6	8	41	chol	cho	l	33	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S067	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
278	0	NONE	2332	G407-E1227	f72r2	f72r	f72r2.6	9	41	okeol	okeo	l	32	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S067	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
279	0	NONE	2339	G407-E1234	f72r2	f72r	f72r2.6	16	41	al	a	l	25	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S067	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
280	0	NONE	2344	G407-E1239	f72r2	f72r	f72r2.6	21	41	al	a	l	20	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S067	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
281	0	NONE	2349	G407-E1244	f72r2	f72r	f72r2.6	26	41	ckhal	ckha	l	15	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S067	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
282	0	NONE	2356	G407-E1251	f72r2	f72r	f72r2.6	33	41	al	a	l	8	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S067	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
283	0	NONE	2360	G407-E1255	f72r2	f72r	f72r2.6	37	41	okedal	okeda	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S067	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
284	0	NONE	2367	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0238	f72r2	f72r	f72r2.9	1	1	okal	oka	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
285	0	NONE	2369	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0240	f72r2	f72r	f72r2.11	1	1	okal	oka	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
286	0	NONE	2376	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0247	f72r2	f72r	f72r2.16	1	1	okeal	okea	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
287	0	NONE	2386	G407-E1264	f72r2	f72r	f72r2.22	5	26	ol	o	l	21	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S068	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
288	0	NONE	2387	G407-E1265	f72r2	f72r	f72r2.22	6	26	cheol	cheo	l	20	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S068	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
289	0	NONE	2388	G407-E1266	f72r2	f72r	f72r2.22	7	26	ol	o	l	19	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S068	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
290	0	NONE	2396	G407-E1274	f72r2	f72r	f72r2.22	15	26	dal	da	l	11	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S068	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
291	0	NONE	2400	G407-E1278	f72r2	f72r	f72r2.22	19	26	okal	oka	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S069	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
292	0	NONE	2404	G407-E1282	f72r2	f72r	f72r2.22	23	26	chotal	chota	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S070	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
293	0	NONE	2408	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0279	f72r2	f72r	f72r2.23	1	1	otal	ota	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
294	0	NONE	2410	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0281	f72r2	f72r	f72r2.25	1	1	okam	oka	m	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
295	0	NONE	2414	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0285	f72r2	f72r	f72r2.29	1	1	otam	ota	m	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
296	0	NONE	2437	G407-E1306	f72r3	f72r	f72r3.1	6	47	okeeol	okeeo	l	41	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S072	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
297	0	NONE	2447	G407-E1316	f72r3	f72r	f72r3.1	16	47	sheol	sheo	l	31	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S073	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
298	0	NONE	2448	G407-E1317	f72r3	f72r	f72r3.1	17	47	al	a	l	30	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S073	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
299	0	NONE	2486	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0357	f72r3	f72r	f72r3.7	2	3	al	a	l	1	INTERNAL	0	0	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
300	0	NONE	2514	G407-E1365	f72r3	f72r	f72r3.14	18	41	oral	ora	l	23	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S077	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
301	0	NONE	2524	G407-E1375	f72r3	f72r	f72r3.14	28	41	oteol	oteo	l	13	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S077	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
302	0	NONE	2525	G407-E1376	f72r3	f72r	f72r3.14	29	41	shol	sho	l	12	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S077	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
303	0	NONE	2534	G407-E1385	f72r3	f72r	f72r3.14	38	41	okeeol	okeeo	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S077	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
304	0	NONE	2548	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0419	f72r3	f72r	f72r3.21	2	2	airal	aira	l	0	FINAL	1	1	0	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
305	0	NONE	2561	G407-E1396	f72r3	f72r	f72r3.26	8	27	am	a	m	19	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S079	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
306	0	NONE	2562	G407-E1397	f72r3	f72r	f72r3.26	9	27	sheal	shea	l	18	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S079	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
307	0	NONE	2566	G407-E1401	f72r3	f72r	f72r3.26	13	27	am	a	m	14	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S079	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
308	0	NONE	2569	G407-E1404	f72r3	f72r	f72r3.26	16	27	olol	olo	l	11	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S079	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
309	0	NONE	2571	G407-E1406	f72r3	f72r	f72r3.26	18	27	oteol	oteo	l	9	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S079	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
310	0	NONE	2578	G407-E1413	f72r3	f72r	f72r3.26	25	27	sheol	sheo	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S080	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
311	0	NONE	2581	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0452	f72r3	f72r	f72r3.27	1	1	opalal	opala	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
312	0	NONE	2587	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P1008-E0458	f72r3	f72r	f72r3.32	1	1	aral	ara	l	0	SINGLE	1	0	1	LOCAL_ADDRESS_OR_LABEL	LOCAL_LABEL_OR_MARKER	0	0	MIDDLE	0	NONE	0	NONE	0	NONE	0	RADIAL_ARRAY	CELESTIAL	LEGACY_LOCAL_CARD_WITH_PAGE_CONTEXT	0	ZERO__STRUCTURAL_BOUNDARY_ONLY
313	1	GDT800-O2671	2614	G407-E1441	f75r	f75r	f75r.3	2	9	chal	cha	l	7	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S085	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
314	1	GDT800-O2680	2626	G407-E1453	f75r	f75r	f75r.4	5	10	kal	ka	l	5	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S085	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
315	1	GDT800-O2685	2638	G407-E1465	f75r	f75r	f75r.5	7	10	ol	o	l	3	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S086	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
316	1	GDT800-O2686	2656	G407-E1483	f75r	f75r	f75r.7	7	9	lol	lo	l	2	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S090	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
317	1	GDT800-O2687	2675	G407-E1502	f75r	f75r	f75r.9	9	9	sal	sa	l	0	FINAL	1	1	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S096	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
318	1	GDT800-O2648	2691	G407-E1518	f75r	f75r	f75r.11	6	10	qokal	qoka	l	4	INTERNAL	0	0	0	RUNNING_EVENT	RUNNING_PROSE	0	0	MIDDLE	0	G407-S100	0	NONE	0	NONE	0	POOL_APPARATUS_NETWORK	BIOLOGICAL	DIRECT_PAGE_CONTEXT_ONLY	1	ZERO__STRUCTURAL_BOUNDARY_ONLY
