statement_id	legacy_statement_id	physical_page	register	visible_owner_or_namespace_de	locus_span	locus_count	crosses_physical_line	event_count	surface_sequence	component_sequence	portable_literal_de	fluent_workshop_de	end_mode	boundary_reading_de	reading_source	source_release	event_ids
P1006-S255	P915-C146	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.10|f81v.11|f81v.12	3	YES	17	qoty dairam yshey qokeey okeey oky ykeey qoky oky lky olchy ky dsholyd qol ol chdy shedy	OT+Y | D_ADDR+AIR+A_ADDR+AM_ADDR | Y+SH+E+Y | OK+EE+Y | OK+EE+Y | OK+Y | Y+K+EE+Y | OK+Y | OK+Y | L+K+Y | OL+CH+Y | K+Y | D_ADDR+SH+OL+Y+D_ADDR | OL | OL | CHD+Y | SHED+DY	DANACH · POSTEN | TEIL · LAUF · ORT · INNEN | POSTEN · HALTEN · KURZ · POSTEN | SETZEN · LÄNGER · POSTEN | SETZEN · LÄNGER · POSTEN | SETZEN · POSTEN | POSTEN · GEBEN · LÄNGER · POSTEN | SETZEN · POSTEN | SETZEN · POSTEN | LEITEN · GEBEN · POSTEN | FORTSETZEN · NEHMEN · POSTEN | GEBEN · POSTEN | TEIL · HALTEN · FORTSETZEN · POSTEN · TEIL | FORTSETZEN | FORTSETZEN | UMSETZEN · POSTEN | ABSETZEN · SCHLUSS	Im zweireihigen Bad den Posten in den inneren Beckenlauf geben, länger halten, von Becken zu Becken weiterführen und schließlich absetzen; den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E0952|P912-E0953|P912-E0954|P912-E0955|P912-E0956|P912-E0957|P912-E0958|P912-E0959|P912-E0960|P912-E0961|P912-E0962|P912-E0963|P912-E0964|P912-E0965|P912-E0966|P912-E0967|P912-E0968
P1006-S256	P915-C147	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.12	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0969
P1006-S257	P915-C148	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.12	1	NO	1	ytedy	Y+T+E+DY	POSTEN · STELLEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0970
P1006-S258	P915-C149	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.12	1	NO	3	chetedy lkedey ytedy	CH+E+T+E+D_ADDR+Y | L+K+E+D_ADDR+E+Y | Y+T+E+DY	NEHMEN · KURZ · STELLEN · KURZ · TEIL · POSTEN | LEITEN · GEBEN · KURZ · TEIL · KURZ · POSTEN | POSTEN · STELLEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0971|P912-E0972|P912-E0973
P1006-S259	P915-C150	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.13	1	NO	3	ykeshey dchsed ytedy	Y+K+E+SH+E+Y | D_ADDR+CH+S+E+D_ADDR | Y+T+E+DY	POSTEN · GEBEN · KURZ · HALTEN · KURZ · POSTEN | TEIL · NEHMEN · AUSWÄHLEN · KURZ · TEIL | POSTEN · STELLEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsposten wählen, kurz halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0974|P912-E0975|P912-E0976
P1006-S260	P915-C151	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.13	1	NO	1	ytedy	Y+T+E+DY	POSTEN · STELLEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0977
P1006-S261	P915-C152	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.13	1	NO	4	dar ykeday qoty ykedy	D_ADDR+AR | Y+K+E+DA+Y | OT+Y | Y+K+E+DY	TEIL · QUELLE | POSTEN · GEBEN · KURZ · ZWEIT · POSTEN | DANACH · POSTEN | POSTEN · GEBEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0978|P912-E0979|P912-E0980|P912-E0981
P1006-S262	P915-C153	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.13|f81v.14	2	YES	2	okal dshedy	OK+AL | SH+E+DY	SETZEN · ZIEL | HALTEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0982|P912-E0983
P1006-S263	P915-C154	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.14	1	NO	4	ykeedy sheeky daiin okedy	Y+K+EE+D_ADDR+Y | SH+EE+K+Y | AIIN | OK+E+DY	POSTEN · GEBEN · LÄNGER · TEIL · POSTEN | HALTEN · LÄNGER · GEBEN · POSTEN | MASS | SETZEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0984|P912-E0985|P912-E0986|P912-E0987
P1006-S264	P915-C155	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.14	1	NO	2	qokeed qokedy	OK+EE+D_ADDR | OK+E+DY	SETZEN · LÄNGER · TEIL | SETZEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0988|P912-E0989
P1006-S265	P915-C156	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.14|f81v.15|f81v.16	3	YES	12	lchpchdy qokal chedy ol sheey salshcthdy qofchedy r chedy ltary lor shedy	L+CH+P+CHD+Y | OK+AL | CHD+Y | OL | SH+EE+Y | S+A_ADDR+LSH+CTH+D_ADDR+Y | CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y | R | CHD+Y | L+T+AR+Y | L+OR | SHED+DY	LEITEN · NEHMEN · EINSETZEN · UMSETZEN · POSTEN | SETZEN · ZIEL | UMSETZEN · POSTEN | FORTSETZEN | HALTEN · LÄNGER · POSTEN | AUSWÄHLEN · ORT · SPÜLEN · BEREIT · TEIL · POSTEN | BEGINN · AUSFÜHREN · NEBENWEG · UMSETZEN · POSTEN | MERKEN | UMSETZEN · POSTEN | LEITEN · STELLEN · QUELLE · POSTEN | LEITEN · ANSATZ | ABSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsposten wählen, in die Arbeitsstation geben, länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, die Station spülen, bis zur Gebrauchsbereitschaft führen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E0990|P912-E0991|P912-E0992|P912-E0993|P912-E0994|P912-E0995|P912-E0996|P912-E0997|P912-E0998|P912-E0999|P912-E1000|P912-E1001
P1006-S266	P915-C157	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.16	1	NO	5	qoeedy ol chy rshdy lshedy	CARRIER_Q+O+EE+D_ADDR+Y | OL | Y | R+SH+D_ADDR+Y | LSH+E+DY	BEGINN · AUSFÜHREN · LÄNGER · TEIL · POSTEN | FORTSETZEN | POSTEN | MERKEN · HALTEN · TEIL · POSTEN | SPÜLEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln, die Station spülen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1002|P912-E1003|P912-E1004|P912-E1005|P912-E1006
P1006-S267	P915-C158	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.16|f81v.17	2	YES	4	dar chdy pchdy sshkchdy	D_ADDR+AR | CHD+Y | P+CHD+Y | SH+K+CHD+DY	TEIL · QUELLE | UMSETZEN · POSTEN | EINSETZEN · UMSETZEN · POSTEN | HALTEN · GEBEN · UMSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld in die Arbeitsstation geben und über den sichtbaren Weg zur nächsten Station führen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1007|P912-E1008|P912-E1009|P912-E1010
P1006-S268	P915-C159	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.17	1	NO	3	chedy ol shedy	CHD+Y | OL | SHED+DY	UMSETZEN · POSTEN | FORTSETZEN | ABSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1011|P912-E1012|P912-E1013
P1006-S269	P915-C160	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.17	1	NO	1	qolchedy	OL+CHD+DY	FORTSETZEN · UMSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1014
P1006-S270	P915-C161	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.17|f81v.18	2	YES	5	qokain ckhy dl ral qokchdy	OK+AIN | CKH+Y | L | R+AL | OK+CHD+DY	SETZEN · PORTION | DURCHLASS · POSTEN | LEITEN | MERKEN · ZIEL | SETZEN · UMSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1015|P912-E1016|P912-E1017|P912-E1018|P912-E1019
P1006-S271	P915-C162	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.18	1	NO	5	chey ol cheky ol shedy	Y | OL | CHK+E+Y | OL | SHED+DY	POSTEN | FORTSETZEN | BEHANDELN · KURZ · POSTEN | FORTSETZEN | ABSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1020|P912-E1021|P912-E1022|P912-E1023|P912-E1024
P1006-S272	P915-C163	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.18	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1025
P1006-S273	P915-C164	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.18	1	NO	1	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1026
P1006-S274	P915-C165	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.18|f81v.19	2	YES	5	chckhy qoky solkeey ol shedy	CKH+Y | OK+Y | SOLK+EE+Y | OL | SHED+DY	DURCHLASS · POSTEN | SETZEN · POSTEN | AUFFANGEN · LÄNGER · POSTEN | FORTSETZEN | ABSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld durch den angeschlossenen Durchlass geben, im Empfangsbecken auffangen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1027|P912-E1028|P912-E1029|P912-E1030|P912-E1031
P1006-S275	P915-C166	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.19	1	NO	3	qokar shckhy dedy	OK+AR | SH+CKH+Y | D_ADDR+E+DY	SETZEN · QUELLE | HALTEN · DURCHLASS · POSTEN | TEIL · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1032|P912-E1033|P912-E1034
P1006-S276	P915-C167	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.19|f81v.20	2	YES	8	qokar qokal dol chy qocthey chekal chedy qokedy	OK+AR | OK+AL | D_ADDR+OL | Y | CARRIER_Q+O+CTH+E+Y | CHK+AL | CHD+Y | OK+E+DY	SETZEN · QUELLE | SETZEN · ZIEL | TEIL · FORTSETZEN | POSTEN | BEGINN · AUSFÜHREN · BEREIT · KURZ · POSTEN | BEHANDELN · ZIEL | UMSETZEN · POSTEN | SETZEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1035|P912-E1036|P912-E1037|P912-E1038|P912-E1039|P912-E1040|P912-E1041|P912-E1042
P1006-S277	P915-C168	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.20	1	NO	2	lshety qoldy	LSH+E+T+Y | OL+DY	SPÜLEN · KURZ · STELLEN · POSTEN | FORTSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld die Station spülen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1043|P912-E1044
P1006-S278	P915-C169	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.20	1	NO	1	ltedy	L+T+E+DY	LEITEN · STELLEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1045
P1006-S279	P915-C170	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.20|f81v.21	2	YES	4	qotain lsho qokey lshedy	OT+AIN | LSH+O | OK+E+Y | LSH+E+DY	DANACH · PORTION | SPÜLEN · AUSFÜHREN | SETZEN · KURZ · POSTEN | SPÜLEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld die vorgesehene Füllung einstellen, die Station spülen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1046|P912-E1047|P912-E1048|P912-E1049
P1006-S280	P915-C171	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.21	1	NO	1	lshedy	LSH+E+DY	SPÜLEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld die Station spülen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1050
P1006-S281	P915-C172	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.21|f81v.22	2	YES	11	chedy qolky lchedal qol otar qokal qol oiin cheey dal lchedy	CHD+Y | SOLK+Y | L+CHD+AL | OL | OT+AR | OK+AL | OL | O+IIN | SH+EE+Y | AL | L+CHD+DY	UMSETZEN · POSTEN | AUFFANGEN · POSTEN | LEITEN · UMSETZEN · ZIEL | FORTSETZEN | DANACH · QUELLE | SETZEN · ZIEL | FORTSETZEN | AUSFÜHREN · STUFE | HALTEN · LÄNGER · POSTEN | ZIEL | LEITEN · UMSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1051|P912-E1052|P912-E1053|P912-E1054|P912-E1055|P912-E1056|P912-E1057|P912-E1058|P912-E1059|P912-E1060|P912-E1061
P1006-S282	P915-C173	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.22|f81v.23	2	YES	7	chedy salchtedytar shol qetchy ykaiin olkain shedy	CHD+Y | S+AL+CH+T+E+D_ADDR+Y+T+AR | SH+OL | CARRIER_Q+E+T+CH+Y | Y+K+AIIN | OL+K+AIN | SHED+DY	UMSETZEN · POSTEN | AUSWÄHLEN · ZIEL · NEHMEN · STELLEN · KURZ · TEIL · POSTEN · STELLEN · QUELLE | HALTEN · FORTSETZEN | BEGINN · KURZ · STELLEN · NEHMEN · POSTEN | POSTEN · GEBEN · MASS | FORTSETZEN · GEBEN · PORTION | ABSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsposten wählen, die vorgesehene Füllung einstellen, kurz halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1062|P912-E1063|P912-E1064|P912-E1065|P912-E1066|P912-E1067|P912-E1068
P1006-S283	P915-C174	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.23|f81v.24	2	YES	6	qoky dchedy rol olcthdy ytey okchedy	OK+Y | D_ADDR+CHD+Y | R+OL | OL+CTH+D_ADDR+Y | T+E+Y | OK+CHD+DY	SETZEN · POSTEN | TEIL · UMSETZEN · POSTEN | MERKEN · FORTSETZEN | FORTSETZEN · BEREIT · TEIL · POSTEN | STELLEN · KURZ · POSTEN | SETZEN · UMSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld über den sichtbaren Weg zur nächsten Station führen, bis zur Gebrauchsbereitschaft führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1069|P912-E1070|P912-E1071|P912-E1072|P912-E1073|P912-E1074
P1006-S284	P915-C175	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.24	1	NO	7	qokal okeey qol cheedy sal teol dchdy	OK+AL | OK+EE+Y | OL | CH+EE+D_ADDR+Y | S+AL | E+OL | CHD+DY	SETZEN · ZIEL | SETZEN · LÄNGER · POSTEN | FORTSETZEN | NEHMEN · LÄNGER · TEIL · POSTEN | AUSWÄHLEN · ZIEL | KURZ · FORTSETZEN | UMSETZEN · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsposten wählen, über den sichtbaren Weg zur nächsten Station führen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1075|P912-E1076|P912-E1077|P912-E1078|P912-E1079|P912-E1080|P912-E1081
P1006-S285	P915-C176	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.24|f81v.25	2	YES	3	ly oshedy qotedy	L+Y | O+SHED+Y | OT+E+DY	LEITEN · POSTEN | AUSFÜHREN · ABSETZEN · POSTEN | DANACH · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld absetzen lassen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1082|P912-E1083|P912-E1084
P1006-S286	P915-C177	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.25|f81v.26	2	YES	14	shol chedy y shchey ol chey qol chedy tchd oky ol checholtar oiin okedy	SH+OL | CHD+Y | Y | SH+Y | OL | Y | OL | CHD+Y | T+CHD | OK+Y | OL | CH+E+OL+T+AR | O+IIN | OK+E+DY	HALTEN · FORTSETZEN | UMSETZEN · POSTEN | POSTEN | HALTEN · POSTEN | FORTSETZEN | POSTEN | FORTSETZEN | UMSETZEN · POSTEN | STELLEN · UMSETZEN | SETZEN · POSTEN | FORTSETZEN | NEHMEN · KURZ · FORTSETZEN · STELLEN · QUELLE | AUSFÜHREN · STUFE | SETZEN · KURZ · SCHLUSS	Den aktuellen Posten im selben Becken weiterhalten, zur nächsten Station umsetzen, dort nach eingestellter Stufe behandeln und kurz schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	MANUAL_LONG_CLAUSE_REWRITE	PASS1002	P912-E1085|P912-E1086|P912-E1087|P912-E1088|P912-E1089|P912-E1090|P912-E1091|P912-E1092|P912-E1093|P912-E1094|P912-E1095|P912-E1096|P912-E1097|P912-E1098
P1006-S287	P915-C178	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.26	1	NO	4	dal shey olkeol olkeedy	AL | SH+E+Y | OL+K+E+OL | SOLK+EE+DY	ZIEL | HALTEN · KURZ · POSTEN | FORTSETZEN · GEBEN · KURZ · FORTSETZEN | AUFFANGEN · LÄNGER · SCHLUSS	Im gemeinsamen zweireihigen Badfeld länger halten und behandeln, im Empfangsbecken auffangen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1099|P912-E1100|P912-E1101|P912-E1102
P1006-S288	P915-C179	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.26|f81v.27	2	YES	4	okeol dsheol oiiin olkeedy	OK+E+OL | SH+E+OL | O+IIN | SOLK+EE+DY	SETZEN · KURZ · FORTSETZEN | HALTEN · KURZ · FORTSETZEN | AUSFÜHREN · STUFE | AUFFANGEN · LÄNGER · SCHLUSS	Im gemeinsamen zweireihigen Badfeld im Empfangsbecken auffangen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1103|P912-E1104|P912-E1105|P912-E1106
P1006-S289	P915-C180	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.27	1	NO	1	tedy	T+E+DY	STELLEN · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1107
P1006-S290	P915-C181	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.27	1	NO	2	cheky shckhedy	CHK+E+Y | SH+CKH+E+DY	BEHANDELN · KURZ · POSTEN | HALTEN · DURCHLASS · KURZ · SCHLUSS	Im gemeinsamen zweireihigen Badfeld kurz halten und behandeln, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1108|P912-E1109
P1006-S291	P915-C182	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	f81v.27	1	NO	1	chal	CH+AL	NEHMEN · ZIEL	Im gemeinsamen zweireihigen Badfeld den bezeichneten Stationsgang nach der Vorlage ausführen.	NONPROSE_OWNER_OR_DIAGRAM_BOUNDARY	Der sichtbare Bild- oder Diagrammbesitzer beendet diesen Eintrag.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1110
P1006-S292	P915-C183	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.1|f82r.2	2	YES	10	qosheedy qokeol daiin shckhy okeeor cheey daiin shey dchedy qolchedy	CARRIER_Q+O+SH+EE+D_ADDR+Y | OK+E+OL | AIIN | SH+CKH+Y | OK+EE+OR | SH+EE+Y | AIIN | SH+E+Y | D_ADDR+CHD+Y | OL+CHD+DY	BEGINN · AUSFÜHREN · HALTEN · LÄNGER · TEIL · POSTEN | SETZEN · KURZ · FORTSETZEN | MASS | HALTEN · DURCHLASS · POSTEN | SETZEN · LÄNGER · ANSATZ | HALTEN · LÄNGER · POSTEN | MASS | HALTEN · KURZ · POSTEN | TEIL · UMSETZEN · POSTEN | FORTSETZEN · UMSETZEN · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation länger halten und behandeln, über den sichtbaren Weg zur nächsten Station führen, durch den angeschlossenen Durchlass geben und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1113|P912-E1114|P912-E1115|P912-E1116|P912-E1117|P912-E1118|P912-E1119|P912-E1120|P912-E1121|P912-E1122
P1006-S293	P915-C184	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	f82r.2	1	NO	3	qokain dy qokeedy	OK+AIN | Y | OK+EE+DY	SETZEN · PORTION | POSTEN | SETZEN · LÄNGER · SCHLUSS	An der jeweils gezeigten Bad- oder Leitungsstation die vorgesehene Füllung einstellen und den Teilgang schließen.	LICENSED_DY_CLOSE	Die gelernte Schlusskarte beendet den Teilgang.	COMPACT_OWNER_ACTION_REWRITE	PASS1002	P912-E1123|P912-E1124|P912-E1125
