book_event_ordinal	event_id	physical_page	register	locus	kind	surface	component_recipe	portable_default_de	local_contextual_expansion_de	event_role	statement_id	source_release
1257	P912-E1257	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	l	L	LEITEN	LEITEN	RUNNING_STATEMENT	P1006-S323	PASS1002
1258	P912-E1258	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	s	S	AUSWÄHLEN	AUSWÄHLEN	RUNNING_STATEMENT	P1006-S323	PASS1002
1259	P912-E1259	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	araiin	AR+AIIN	QUELLE · MASS	QUELLSTATION · STATIONSWERT	RUNNING_STATEMENT	P1006-S323	PASS1002
1260	P912-E1260	f82r	BIOLOGICAL	f82r.18	CURRENT_BASE	ory	OR+Y	ANSATZ · POSTEN	ANSATZ · POSTEN	RUNNING_STATEMENT	P1006-S323	PASS1002
1261	P912-E1261	f82r	BIOLOGICAL	f82r.19	CURRENT_BASE	okain	OK+AIN	SETZEN · PORTION	AN STATION SETZEN · PORTION	RUNNING_STATEMENT	P1006-S323	PASS1002
1262	P912-E1262	f82r	BIOLOGICAL	f82r.19	CURRENT_BASE	char	AR	QUELLE	QUELLSTATION	RUNNING_STATEMENT	P1006-S323	PASS1002
1263	P912-E1263	f82r	BIOLOGICAL	f82r.19	CURRENT_BASE	okain	OK+AIN	SETZEN · PORTION	AN STATION SETZEN · PORTION	RUNNING_STATEMENT	P1006-S323	PASS1002
1264	P912-E1264	f82r	BIOLOGICAL	f82r.19	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S323	PASS1002
1265	P912-E1265	f82r	BIOLOGICAL	f82r.19	CURRENT_BASE	lchy	L+CH+Y	LEITEN · NEHMEN · POSTEN	LEITEN · AUS STATION NEHMEN · POSTEN	RUNNING_STATEMENT	P1006-S324	PASS1002
1266	P912-E1266	f82r	BIOLOGICAL	f82r.20	CURRENT_BASE	posalshy	P+O+S+A_ADDR+LSH+Y	EINSETZEN · AUSFÜHREN · AUSWÄHLEN · ORT · SPÜLEN · POSTEN	EINSETZEN · AUSFÜHREN · AUSWÄHLEN · ORT · SPÜLEN · POSTEN	RUNNING_STATEMENT	P1006-S324	PASS1002
1267	P912-E1267	f82r	BIOLOGICAL	f82r.20	CURRENT_BASE	qokedy	OK+E+DY	SETZEN · KURZ · SCHLUSS	AN STATION SETZEN · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S324	PASS1002
1268	P912-E1268	f82r	BIOLOGICAL	f82r.20	CURRENT_BASE	cphal	CPH+AL	UMLEITEN · ZIEL	UMLEITEN · ZIELSTATION	RUNNING_STATEMENT	P1006-S325	PASS1002
1269	P912-E1269	f82r	BIOLOGICAL	f82r.20	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S325	PASS1002
1270	P912-E1270	f82r	BIOLOGICAL	f82r.20	CURRENT_BASE	sheol	SH+E+OL	HALTEN · KURZ · FORTSETZEN	HALTEN · KURZ · FORTSETZEN	RUNNING_STATEMENT	P1006-S326	PASS1002
1271	P912-E1271	f82r	BIOLOGICAL	f82r.20	CURRENT_BASE	keeedy	K+EEE+D_ADDR+Y	GEBEN · VOLL · TEIL · POSTEN	IN STATION GEBEN · VOLL · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S326	PASS1002
1272	P912-E1272	f82r	BIOLOGICAL	f82r.20	CURRENT_BASE	lkaiin	L+K+AIIN	LEITEN · GEBEN · MASS	LEITEN · IN STATION GEBEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S326	PASS1002
1273	P912-E1273	f82r	BIOLOGICAL	f82r.20	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S326	PASS1002
1274	P912-E1274	f82r	BIOLOGICAL	f82r.20	CURRENT_BASE	qoly	OL+Y	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S327	PASS1002
1275	P912-E1275	f82r	BIOLOGICAL	f82r.21	CURRENT_BASE	daiin	AIIN	MASS	STATIONSWERT	RUNNING_STATEMENT	P1006-S327	PASS1002
1276	P912-E1276	f82r	BIOLOGICAL	f82r.21	CURRENT_BASE	cheoky	CHEO+K+Y	AUSZUG · GEBEN · POSTEN	AUSZUG · IN STATION GEBEN · POSTEN	RUNNING_STATEMENT	P1006-S327	PASS1002
1277	P912-E1277	f82r	BIOLOGICAL	f82r.21	CURRENT_BASE	lkedy	L+K+E+DY	LEITEN · GEBEN · KURZ · SCHLUSS	LEITEN · IN STATION GEBEN · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S327	PASS1002
1278	P912-E1278	f82r	BIOLOGICAL	f82r.21	CURRENT_BASE	salshey	S+A_ADDR+LSH+E+Y	AUSWÄHLEN · ORT · SPÜLEN · KURZ · POSTEN	AUSWÄHLEN · ORT · SPÜLEN · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1279	P912-E1279	f82r	BIOLOGICAL	f82r.21	CURRENT_BASE	daiin	AIIN	MASS	STATIONSWERT	RUNNING_STATEMENT	P1006-S328	PASS1002
1280	P912-E1280	f82r	BIOLOGICAL	f82r.21	CURRENT_BASE	chey	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1281	P912-E1281	f82r	BIOLOGICAL	f82r.21	CURRENT_BASE	qol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1282	P912-E1282	f82r	BIOLOGICAL	f82r.21	CURRENT_BASE	chedy	CHD+Y	UMSETZEN · POSTEN	UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1283	P912-E1283	f82r	BIOLOGICAL	f82r.21	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1284	P912-E1284	f82r	BIOLOGICAL	f82r.21	CURRENT_BASE	dal	AL	ZIEL	ZIELSTATION	RUNNING_STATEMENT	P1006-S328	PASS1002
1285	P912-E1285	f82r	BIOLOGICAL	f82r.22	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S328	PASS1002
1286	P912-E1286	f82r	BIOLOGICAL	f82r.22	CURRENT_BASE	cheor	CHEO+R	AUSZUG · MERKEN	AUSZUG · MERKEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1287	P912-E1287	f82r	BIOLOGICAL	f82r.22	CURRENT_BASE	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	HALTEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1288	P912-E1288	f82r	BIOLOGICAL	f82r.22	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S328	PASS1002
1289	P912-E1289	f82r	BIOLOGICAL	f82r.22	CURRENT_BASE	shckhey	SH+CKH+E+Y	HALTEN · DURCHLASS · KURZ · POSTEN	HALTEN · DURCHLASS · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1290	P912-E1290	f82r	BIOLOGICAL	f82r.22	CURRENT_BASE	qol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1291	P912-E1291	f82r	BIOLOGICAL	f82r.22	CURRENT_BASE	keeedy	K+EEE+D_ADDR+Y	GEBEN · VOLL · TEIL · POSTEN	IN STATION GEBEN · VOLL · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1292	P912-E1292	f82r	BIOLOGICAL	f82r.22	CURRENT_BASE	qokeeey	OK+EEE+Y	SETZEN · VOLL · POSTEN	AN STATION SETZEN · VOLL · POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1293	P912-E1293	f82r	BIOLOGICAL	f82r.22	CURRENT_BASE	rasy	R+A_ADDR+S+Y	MERKEN · ORT · AUSWÄHLEN · POSTEN	MERKEN · ORT · AUSWÄHLEN · POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1294	P912-E1294	f82r	BIOLOGICAL	f82r.23	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	RUNNING_STATEMENT	P1006-S328	PASS1002
1295	P912-E1295	f82r	BIOLOGICAL	f82r.23	CURRENT_BASE	qcthey	CTH+E+Y	BEREIT · KURZ · POSTEN	BEREIT · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1296	P912-E1296	f82r	BIOLOGICAL	f82r.23	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1297	P912-E1297	f82r	BIOLOGICAL	f82r.23	CURRENT_BASE	lcheey	L+EE+Y	LEITEN · LÄNGER · POSTEN	Nassstelle	RUNNING_STATEMENT	P1006-S328	PASS1002
1298	P912-E1298	f82r	BIOLOGICAL	f82r.23	CURRENT_BASE	daiin	AIIN	MASS	STATIONSWERT	RUNNING_STATEMENT	P1006-S328	PASS1002
1299	P912-E1299	f82r	BIOLOGICAL	f82r.23	CURRENT_BASE	chey	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S328	PASS1002
1300	P912-E1300	f82r	BIOLOGICAL	f82r.23	CURRENT_BASE	qokeeedy	OK+EEE+DY	SETZEN · VOLL · SCHLUSS	AN STATION SETZEN · VOLL · SCHLUSS	RUNNING_STATEMENT	P1006-S328	PASS1002
1301	P912-E1301	f82r	BIOLOGICAL	f82r.23	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S329	PASS1002
1302	P912-E1302	f82r	BIOLOGICAL	f82r.23	CURRENT_BASE	lar	L+AR	LEITEN · QUELLE	Bodenablauf	RUNNING_STATEMENT	P1006-S330	PASS1002
1303	P912-E1303	f82r	BIOLOGICAL	f82r.24	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S330	PASS1002
1304	P912-E1304	f82r	BIOLOGICAL	f82r.24	CURRENT_BASE	lcheedy	L+CH+EE+D_ADDR+Y	LEITEN · NEHMEN · LÄNGER · TEIL · POSTEN	LEITEN · AUS STATION NEHMEN · LÄNGER · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S331	PASS1002
1305	P912-E1305	f82r	BIOLOGICAL	f82r.24	CURRENT_BASE	qokeoy	OK+E+O+Y	SETZEN · KURZ · AUSFÜHREN · POSTEN	AN STATION SETZEN · KURZ · AUSFÜHREN · POSTEN	RUNNING_STATEMENT	P1006-S331	PASS1002
1306	P912-E1306	f82r	BIOLOGICAL	f82r.24	CURRENT_BASE	sal	S+AL	AUSWÄHLEN · ZIEL	AUSWÄHLEN · ZIELSTATION	RUNNING_STATEMENT	P1006-S331	PASS1002
1307	P912-E1307	f82r	BIOLOGICAL	f82r.24	CURRENT_BASE	raiin	R+AIIN	MERKEN · MASS	MERKEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S331	PASS1002
1308	P912-E1308	f82r	BIOLOGICAL	f82r.24	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S331	PASS1002
1309	P912-E1309	f82r	BIOLOGICAL	f82r.24	CURRENT_BASE	lkeey	L+K+EE+Y	LEITEN · GEBEN · LÄNGER · POSTEN	LEITEN · IN STATION GEBEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S331	PASS1002
1310	P912-E1310	f82r	BIOLOGICAL	f82r.24	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S331	PASS1002
1311	P912-E1311	f82r	BIOLOGICAL	f82r.24	CURRENT_BASE	raiin	R+AIIN	MERKEN · MASS	MERKEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S331	PASS1002
1312	P912-E1312	f82r	BIOLOGICAL	f82r.24	CURRENT_BASE	ydy	Y+DY	POSTEN · SCHLUSS	POSTEN · SCHLUSS	RUNNING_STATEMENT	P1006-S331	PASS1002
1313	P912-E1313	f82r	BIOLOGICAL	f82r.25	CURRENT_BASE	dol	D_ADDR+OL	TEIL · FORTSETZEN	TEIL · FORTSETZEN	RUNNING_STATEMENT	P1006-S332	PASS1002
1314	P912-E1314	f82r	BIOLOGICAL	f82r.25	CURRENT_BASE	qoesedy	CARRIER_Q+O+E+S+E+DY	BEGINN · AUSFÜHREN · KURZ · AUSWÄHLEN · KURZ · SCHLUSS	BEGINNEN · AUSFÜHREN · KURZ · AUSWÄHLEN · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S332	PASS1002
1315	P912-E1315	f82r	BIOLOGICAL	f82r.25	CURRENT_BASE	sheeal	SH+EE+AL	HALTEN · LÄNGER · ZIEL	HALTEN · LÄNGER · ZIELSTATION	RUNNING_STATEMENT	P1006-S333	PASS1002
1316	P912-E1316	f82r	BIOLOGICAL	f82r.25	CURRENT_BASE	sheedy	SH+EE+DY	HALTEN · LÄNGER · SCHLUSS	HALTEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S333	PASS1002
1317	P912-E1317	f82r	BIOLOGICAL	f82r.25	CURRENT_BASE	lshed	L+SHED	LEITEN · ABSETZEN	LEITEN · ABSETZEN	RUNNING_STATEMENT	P1006-S334	PASS1002
1318	P912-E1318	f82r	BIOLOGICAL	f82r.25	CURRENT_BASE	qockhey	O+CKH+E+Y	AUSFÜHREN · DURCHLASS · KURZ · POSTEN	AUSFÜHREN · DURCHLASS · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S334	PASS1002
1319	P912-E1319	f82r	BIOLOGICAL	f82r.25	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S334	PASS1002
1320	P912-E1320	f82r	BIOLOGICAL	f82r.25	CURRENT_BASE	lar	L+AR	LEITEN · QUELLE	Bodenablauf	RUNNING_STATEMENT	P1006-S335	PASS1002
1321	P912-E1321	f82r	BIOLOGICAL	f82r.25	CURRENT_BASE	sheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	HALTEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S335	PASS1002
1322	P912-E1322	f82r	BIOLOGICAL	f82r.25	CURRENT_BASE	ry	R+Y	MERKEN · POSTEN	MERKEN · POSTEN	RUNNING_STATEMENT	P1006-S335	PASS1002
1323	P912-E1323	f82r	BIOLOGICAL	f82r.26	CURRENT_BASE	tshey	SH+E+Y	HALTEN · KURZ · POSTEN	Spülwasser	RUNNING_STATEMENT	P1006-S335	PASS1002
1324	P912-E1324	f82r	BIOLOGICAL	f82r.26	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S335	PASS1002
1325	P912-E1325	f82r	BIOLOGICAL	f82r.26	CURRENT_BASE	cheal	AL	ZIEL	ZIELSTATION	RUNNING_STATEMENT	P1006-S336	PASS1002
1326	P912-E1326	f82r	BIOLOGICAL	f82r.26	CURRENT_BASE	lchedar	L+CHD+AR	LEITEN · UMSETZEN · QUELLE	LEITEN · UMSETZEN · QUELLSTATION	RUNNING_STATEMENT	P1006-S336	PASS1002
1327	P912-E1327	f82r	BIOLOGICAL	f82r.26	CURRENT_BASE	ches	CH+E+S	NEHMEN · KURZ · AUSWÄHLEN	gleichteilen	RUNNING_STATEMENT	P1006-S336	PASS1002
1328	P912-E1328	f82r	BIOLOGICAL	f82r.26	CURRENT_BASE	aiin	AIIN	MASS	STATIONSWERT	RUNNING_STATEMENT	P1006-S336	PASS1002
1329	P912-E1329	f82r	BIOLOGICAL	f82r.26	CURRENT_BASE	oteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	DANACH · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S336	PASS1002
1330	P912-E1330	f82r	BIOLOGICAL	f82r.26	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S336	PASS1002
1331	P912-E1331	f82r	BIOLOGICAL	f82r.26	CURRENT_BASE	okey	OK+E+Y	SETZEN · KURZ · POSTEN	AN STATION SETZEN · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S336	PASS1002
1332	P912-E1332	f82r	BIOLOGICAL	f82r.27	CURRENT_BASE	pchedy	P+CHD+DY	EINSETZEN · UMSETZEN · SCHLUSS	EINSETZEN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S336	PASS1002
1333	P912-E1333	f82r	BIOLOGICAL	f82r.27	CURRENT_BASE	rsheal	R+SH+E+AL	MERKEN · HALTEN · KURZ · ZIEL	Warmwasser	RUNNING_STATEMENT	P1006-S337	PASS1002
1334	P912-E1334	f82r	BIOLOGICAL	f82r.27	CURRENT_BASE	daldy	AL+DY	ZIEL · SCHLUSS	ZIELSTATION · SCHLUSS	RUNNING_STATEMENT	P1006-S337	PASS1002
1335	P912-E1335	f82r	BIOLOGICAL	f82r.27	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S338	PASS1002
1336	P912-E1336	f82r	BIOLOGICAL	f82r.27	CURRENT_BASE	rshedy	R+SHED+DY	MERKEN · ABSETZEN · SCHLUSS	Waschgang	RUNNING_STATEMENT	P1006-S339	PASS1002
1337	P912-E1337	f82r	BIOLOGICAL	f82r.27	CURRENT_BASE	qoteedy	OT+EE+DY	DANACH · LÄNGER · SCHLUSS	DANACH · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S340	PASS1002
1338	P912-E1338	f82r	BIOLOGICAL	f82r.27	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S341	PASS1002
1339	P912-E1339	f82r	BIOLOGICAL	f82r.27	CURRENT_BASE	lochedy	L+O+CHD+DY	LEITEN · AUSFÜHREN · UMSETZEN · SCHLUSS	LEITEN · AUSFÜHREN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S342	PASS1002
1340	P912-E1340	f82r	BIOLOGICAL	f82r.28	CURRENT_BASE	qokoiin	OK+O+IIN	SETZEN · AUSFÜHREN · STUFE	AN STATION SETZEN · AUSFÜHREN · STUFE	RUNNING_STATEMENT	P1006-S343	PASS1002
1341	P912-E1341	f82r	BIOLOGICAL	f82r.28	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S343	PASS1002
1342	P912-E1342	f82r	BIOLOGICAL	f82r.28	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S344	PASS1002
1343	P912-E1343	f82r	BIOLOGICAL	f82r.28	CURRENT_BASE	qotaiin	OT+AIIN	DANACH · MASS	DANACH · STATIONSWERT	RUNNING_STATEMENT	P1006-S345	PASS1002
1344	P912-E1344	f82r	BIOLOGICAL	f82r.28	CURRENT_BASE	chcthey	CH+CTH+E+Y	NEHMEN · BEREIT · KURZ · POSTEN	AUS STATION NEHMEN · BEREIT · KURZ · POSTEN	RUNNING_STATEMENT	P1006-S345	PASS1002
1345	P912-E1345	f82r	BIOLOGICAL	f82r.28	CURRENT_BASE	qoteeol	OT+EE+OL	DANACH · LÄNGER · FORTSETZEN	DANACH · LÄNGER · FORTSETZEN	RUNNING_STATEMENT	P1006-S345	PASS1002
1346	P912-E1346	f82r	BIOLOGICAL	f82r.28	CURRENT_BASE	chey	Y	POSTEN	POSTEN	RUNNING_STATEMENT	P1006-S345	PASS1002
1347	P912-E1347	f82r	BIOLOGICAL	f82r.28	CURRENT_BASE	qokaiin	OK+AIIN	SETZEN · MASS	AN STATION SETZEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S345	PASS1002
1348	P912-E1348	f82r	BIOLOGICAL	f82r.28	CURRENT_BASE	oly	OL+Y	FORTSETZEN · POSTEN	FORTSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S345	PASS1002
1349	P912-E1349	f82r	BIOLOGICAL	f82r.29	CURRENT_BASE	d	D_ADDR	TEIL	TEIL	RUNNING_STATEMENT	P1006-S345	PASS1002
1350	P912-E1350	f82r	BIOLOGICAL	f82r.29	CURRENT_BASE	cheey	SH+EE+Y	HALTEN · LÄNGER · POSTEN	Klarlauf	RUNNING_STATEMENT	P1006-S345	PASS1002
1351	P912-E1351	f82r	BIOLOGICAL	f82r.29	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S345	PASS1002
1352	P912-E1352	f82r	BIOLOGICAL	f82r.29	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S346	PASS1002
1353	P912-E1353	f82r	BIOLOGICAL	f82r.29	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S347	PASS1002
1354	P912-E1354	f82r	BIOLOGICAL	f82r.29	CURRENT_BASE	rchedy	R+CHD+Y	MERKEN · UMSETZEN · POSTEN	MERKEN · UMSETZEN · POSTEN	RUNNING_STATEMENT	P1006-S348	PASS1002
1355	P912-E1355	f82r	BIOLOGICAL	f82r.29	CURRENT_BASE	oky	OK+Y	SETZEN · POSTEN	AN STATION SETZEN · POSTEN	RUNNING_STATEMENT	P1006-S348	PASS1002
1356	P912-E1356	f82r	BIOLOGICAL	f82r.29	CURRENT_BASE	qotedy	OT+E+DY	DANACH · KURZ · SCHLUSS	DANACH · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S348	PASS1002
1357	P912-E1357	f82r	BIOLOGICAL	f82r.29	CURRENT_BASE	qoty	OT+Y	DANACH · POSTEN	DANACH · POSTEN	RUNNING_STATEMENT	P1006-S349	PASS1002
1358	P912-E1358	f82r	BIOLOGICAL	f82r.29	CURRENT_BASE	qoty	OT+Y	DANACH · POSTEN	DANACH · POSTEN	RUNNING_STATEMENT	P1006-S349	PASS1002
1359	P912-E1359	f82r	BIOLOGICAL	f82r.30	CURRENT_BASE	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	DANACH · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S349	PASS1002
1360	P912-E1360	f82r	BIOLOGICAL	f82r.30	CURRENT_BASE	raiin	R+AIIN	MERKEN · MASS	MERKEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S349	PASS1002
1361	P912-E1361	f82r	BIOLOGICAL	f82r.30	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	RUNNING_STATEMENT	P1006-S349	PASS1002
1362	P912-E1362	f82r	BIOLOGICAL	f82r.30	CURRENT_BASE	qoteey	OT+EE+Y	DANACH · LÄNGER · POSTEN	DANACH · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S349	PASS1002
1363	P912-E1363	f82r	BIOLOGICAL	f82r.30	CURRENT_BASE	shedy	SHED+DY	ABSETZEN · SCHLUSS	ABSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S349	PASS1002
1364	P912-E1364	f82r	BIOLOGICAL	f82r.30	CURRENT_BASE	qokeey	OK+EE+Y	SETZEN · LÄNGER · POSTEN	AN STATION SETZEN · LÄNGER · POSTEN	RUNNING_STATEMENT	P1006-S350	PASS1002
1365	P912-E1365	f82r	BIOLOGICAL	f82r.30	CURRENT_BASE	lshedy	LSH+E+DY	SPÜLEN · KURZ · SCHLUSS	SPÜLEN · KURZ · SCHLUSS	RUNNING_STATEMENT	P1006-S350	PASS1002
1366	P912-E1366	f82r	BIOLOGICAL	f82r.30	CURRENT_BASE	qokeedy	OK+EE+DY	SETZEN · LÄNGER · SCHLUSS	AN STATION SETZEN · LÄNGER · SCHLUSS	RUNNING_STATEMENT	P1006-S351	PASS1002
1367	P912-E1367	f82r	BIOLOGICAL	f82r.30	CURRENT_BASE	rag	R+A_ADDR+G_LABEL	MERKEN · ORT · PRÜFEN	MERKEN · ORT · PRÜFEN	RUNNING_STATEMENT	P1006-S352	PASS1002
1368	P912-E1368	f82r	BIOLOGICAL	f82r.31	CURRENT_BASE	cheol	CHEO+L	AUSZUG · LEITEN	AUSZUG · LEITEN	RUNNING_STATEMENT	P1006-S352	PASS1002
1369	P912-E1369	f82r	BIOLOGICAL	f82r.31	CURRENT_BASE	ol	OL	FORTSETZEN	FORTSETZEN	RUNNING_STATEMENT	P1006-S352	PASS1002
1370	P912-E1370	f82r	BIOLOGICAL	f82r.31	CURRENT_BASE	rsheedy	R+SH+EE+D_ADDR+Y	MERKEN · HALTEN · LÄNGER · TEIL · POSTEN	MERKEN · HALTEN · LÄNGER · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S352	PASS1002
1371	P912-E1371	f82r	BIOLOGICAL	f82r.31	CURRENT_BASE	lchedy	L+CHD+DY	LEITEN · UMSETZEN · SCHLUSS	LEITEN · UMSETZEN · SCHLUSS	RUNNING_STATEMENT	P1006-S352	PASS1002
1372	P912-E1372	f82r	BIOLOGICAL	f82r.31	CURRENT_BASE	qoty	OT+Y	DANACH · POSTEN	DANACH · POSTEN	RUNNING_STATEMENT	P1006-S353	PASS1002
1373	P912-E1373	f82r	BIOLOGICAL	f82r.31	CURRENT_BASE	lcheeor	L+CH+EE+OR	LEITEN · NEHMEN · LÄNGER · ANSATZ	LEITEN · AUS STATION NEHMEN · LÄNGER · ANSATZ	RUNNING_STATEMENT	P1006-S353	PASS1002
1374	P912-E1374	f82r	BIOLOGICAL	f82r.31	CURRENT_BASE	qokain	OK+AIN	SETZEN · PORTION	AN STATION SETZEN · PORTION	RUNNING_STATEMENT	P1006-S353	PASS1002
1375	P912-E1375	f82r	BIOLOGICAL	f82r.31	CURRENT_BASE	cheedy	CH+EE+D_ADDR+Y	NEHMEN · LÄNGER · TEIL · POSTEN	AUS STATION NEHMEN · LÄNGER · TEIL · POSTEN	RUNNING_STATEMENT	P1006-S353	PASS1002
1376	P912-E1376	f82r	BIOLOGICAL	f82r.31	CURRENT_BASE	lched	L+CHD	LEITEN · UMSETZEN	LEITEN · UMSETZEN	RUNNING_STATEMENT	P1006-S353	PASS1002
1377	P912-E1377	f82r	BIOLOGICAL	f82r.32	CURRENT_BASE	taiin	T+AIIN	STELLEN · MASS	STELLEN · STATIONSWERT	RUNNING_STATEMENT	P1006-S353	PASS1002
