guard_ordinal	primary_governor_key	source_event_or_card_id	statement_or_record_id	physical_page	gdt584_rule_id	written_root_sequence	complete_host_values_written	body_blockers_present	historical_y_lemma_sequence	portable_y_lemma_sequence	historical_route	portable_exact	clean_bath_body_fork	exploratory_bath_default_de	retained_bath_alternative_de	guard	gdt590_y_lemma_sequence	gdt590_body_station_route	gdt590_changed	gdt590_retained_alternative_de	gdt590_guard
319	ACTION:G407-E3585@3:T	G407-E3585	G407-S593	f83r	T_BIO_STATION_REGULATE	Y+Y	T|Y|AL|Y	AL	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
320	ACTION:G407-E3590@4:T	G407-E3590	G407-S593	f83r	T_BIO_STATION_REGULATE	Y+Y	T|Y|Y	NONE	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
321	ACTION:G407-E3593@3:T	G407-E3593	G407-S593	f83r	T_BIO_STATION_REGULATE	Y	T|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
322	ACTION:G407-E3597@2:CHD	G407-E3597	G407-S596	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
323	ACTION:G407-E3601@1:CHD	G407-E3601	G407-S597	f83r	CHD_BIO_TREAT	AIIN+Y	L|AIIN|CHD|Y	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
324	ACTION:G407-E3603@2:T	G407-E3603	G407-S597	f83r	T_BIO_STATION_REGULATE	Y	T|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
325	ACTION:G407-E3608@2:T	G407-E3608	G407-S597	f83r	T_BIO_STATION_REGULATE	Y+AIIN	Y|T|AIIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
326	ACTION:G407-E3610@4:T	G407-E3610	G407-S597	f83r	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
327	ACTION:G407-E3611@4:SH	G407-E3611	G407-S597	f83r	SH_BIO_BATHE	Y	L|SH|D_ADDR|Y	D_ADDR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
328	ACTION:G407-E3615@3:SH	G407-E3615	G407-S599	f83r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
329	ACTION:G407-E3616@2:SH	G407-E3616	G407-S599	f83r	SH_BIO_BATHE	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
330	ACTION:G407-E3618@1:SH	G407-E3618	G407-S599	f83r	SH_BIO_BATHE	Y	SH|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
331	ACTION:G407-E3619@1:S	G407-E3619	G407-S599	f83r	S_REST_SELECT	Y	S|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
332	ACTION:G407-E3629@1:SH	G407-E3629	G407-S601	f83r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
333	ACTION:G407-E3636@2:T	G407-E3636	G407-S604	f83r	T_PHYSICAL_GRADE_TEMPER	Y	EEE|T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
334	ACTION:G407-E3644@1:CHD	G407-E3644	G407-S607	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
335	ACTION:G407-E3646@2:CHD	G407-E3646	G407-S608	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
336	ACTION:G407-E3654@1:CHD	G407-E3654	G407-S611	f83r	CHD_BIO_TREAT	Y+AIIN+AIIN	CHD|Y|AIIN|AIIN	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
337	ACTION:G407-E3659@2:CHD	G407-E3659	G407-S613	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
338	ACTION:G407-E3664@4:T	G407-E3664	G407-S616	f83r	T_PHYSICAL_GRADE_TEMPER	Y	T|E|D_ADDR|Y	D_ADDR	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
339	ACTION:G407-E3665@4:T	G407-E3665	G407-S616	f83r	T_BIO_STATION_REGULATE	Y+OR	T|Y|OR	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
340	ACTION:G407-E3667@1:CHD	G407-E3667	G407-S616	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
341	ACTION:G407-E3669@2:T	G407-E3669	G407-S616	f83r	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
342	ACTION:G407-E3670@1:T	G407-E3670	G407-S616	f83r	T_BIO_STATION_REGULATE	Y+AIIN+Y	T|Y|AIIN|AL|Y	AL	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
343	ACTION:G407-E3678@1:CHD	G407-E3678	G407-S619	f83r	CHD_BIO_TREAT	Y+Y	CHD|Y|AL|Y	AL	Stationsansatz|Stationsansatz	Stationsansatz|Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz|Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
344	ACTION:G407-E3687@1:CHD	G407-E3687	G407-S621	f83r	CHD_BIO_TREAT	AIN+Y	AIN|CHD|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
345	ACTION:G407-E3693@1:SH	G407-E3693	G407-S624	f83r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
346	ACTION:G407-E3697@3:CHD	G407-E3697	G407-S627	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
347	ACTION:G407-E3698@1:SH	G407-E3698	G407-S627	f83r	SH_BIO_BATHE	Y	SH|EE|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
348	ACTION:G407-E3707@3:CHD	G407-E3707	G407-S631	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
349	ACTION:G407-E3712@2:CHD	G407-E3712	G407-S634	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
350	ACTION:G407-E3729@1:CHD	G407-E3729	G407-S636	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
351	ACTION:G407-E3730@1:S	G407-E3730	G407-S636	f83r	S_REST_SELECT	OR+AIIN+Y	S|OR|AIIN|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
352	ACTION:G407-E3733@1:SH	G407-E3733	G407-S636	f83r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
353	ACTION:G407-E3746@1:SH	G407-E3746	G407-S641	f83r	SH_BIO_BATHE	Y	SH|E|Y	NONE	Körper	Körper	BODY	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Körper	CLEAN_BATH_Y_WITH_OPTIONAL_FILL	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
354	ACTION:G407-E3749@3:CHD	G407-E3749	G407-S641	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
355	ACTION:G407-E3758@3:T	G407-E3758	G407-S643	f83r	T_BIO_STATION_REGULATE	Y	T|D_ADDR|Y|L	D_ADDR|L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
356	ACTION:G407-E3760@1:CHD	G407-E3760	G407-S643	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
357	ACTION:G407-E3761@2:CHD	G407-E3761	G407-S643	f83r	CHD_BIO_TREAT	Y+AIIN	L|CHD|Y|AIIN	L	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
358	ACTION:G407-E3764@1:CHD	G407-E3764	G407-S643	f83r	CHD_BIO_TREAT	Y	CHD|Y|AL	AL	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
359	ACTION:G407-E3779@1:CHD	G407-E3779	G407-S646	f83r	CHD_BIO_TREAT	Y	CHD|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
360	LOCAL_ACTION:P912-E0854@3:T	P912-E0854	NOT_APPLICABLE	f75r	T_BIO_STATION_REGULATE	Y	T|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
361	LOCAL_ACTION:P912-E1732@4:S	P912-E1732	NOT_APPLICABLE	f83r	S_REST_SELECT	Y	S|Y	NONE	Stationsansatz	Stationsansatz	STATION	YES	NO	NOT_APPLICABLE	NOT_APPLICABLE	FULL_HOST_BLOCKERS_RETAINED__CLEAN_BATH_FORK_VISIBLE	Stationsansatz	GDT589_RETAINED	NO	NOT_APPLICABLE	GDT589_GUARD_RETAINED
