universal_group_serial	register	unit_id	page	source_serial	locus	field_or_address	statement_or_station	exact_card_or_local_group_id	formal_value	atomic_or_whole_card_mnemonic	source_order_slot	abbreviation_channel	register_state_before	register_update	register_state_after	selected_parse_status	terminal_status	renderer_instruction	rendered_surface	iatromedical_selected_local_expansion	nonmedical_rival_local_expansion	frozen_anchor_note	nonmedical_source_status	rival_unit_text_digest	rival_fragment_digest	mechanical_identity_token_from_v67	adversarial_roundtrip_status
173	BIO	B2	f82r	173	f82r.2	F048	B2-S004	f329f2051370174e9a38	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	lcheckhy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A003+A009+A011+A014+A021:die zweite Öffnung]	das Sitzbrett.	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	0c34063560f9ebd9ea5d	df724cef80deae97010f	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
174	BIO	B2	f82r	174	f82r.2	F048	B2-S004	ba8142680851f24c9ff2	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	lched	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A002+A011+A013+A021:und gehe zum nächsten Becken weiter]	Bereite aus	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	7d04832497430128a966	f0ffe0e778c3c465a5ef	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
175	BIO	B2	f82r	175	f82r.3	F049	B2-S004	0275fbf14e07935b0a45	OPAQUE_PAYLOAD || NONE	TEMPERIEREN?	ACTION	LICENSED_EXACT_WHOLE_CARD	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	TEMPER(ACTIVE_ITEM/PREPARATION)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_STATEMENT_ACROSS_PHYSICAL_LINE	qokeey	[CARD:TEMPERIEREN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001] [EXEMPLAR:A005+A008+A011+A015+A021:die Charge für den vorgesehenen Gebrauch temperieren]	klarem	FROZEN_V60_MNEMONIC=TEMPERIEREN?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	ca3c31146e37fab9c438	37f5a8b33fbf7a959b98	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
176	BIO	B2	f82r	176	f82r.3	F049	B2-S004	c1db6b0a28d5cbb5d3d2	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T002;PREVIOUS_ITEM=UNSET	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	lcheckhedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A006+A011+A012+A021:seihe es klar und beende den Schritt]	Wasser und	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	ff85dd48b645158c13be	b5aae259f4d45ba946d1	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
177	BIO	B2	f82r	177	f82r.3	F050	B2-S005	4a7a6326ac95a8809302	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	qokaly	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A003+A009+A011+A021:fahre am zweiten Lauf fort]	einer kleinen	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	04a1ced134a55007fb8a	d09e99731d3fd634fd0f	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
178	BIO	B2	f82r	178	f82r.3	F050	B2-S005	2d2e37ccb2dacc53ee5a	OPAQUE_PAYLOAD + <ARG_AIIN> || NONE	UNKNOWN	PARAMETER_ASSIGNMENT	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	solkaiin	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A006+A011+A021:durch ein Tuch]	duftenden Pflanzenportion	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	3e6e082e762aa1b369ab	db0c4346616c1727c281	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
179	BIO	B2	f82r	179	f82r.3	F050	B2-S005	2cc8bb3c2af19607888f	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chckhy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:durch die verbundenen Läufe]	eine	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	a42517945927c258f319	62baa86a1cd5fd507dde	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
180	BIO	B2	f82r	180	f82r.3	F050	B2-S005	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>) || STANDARDSLOT_SETZEN	UNKNOWN	PARAMETER_ASSIGN	LICENSED_FORMAL_SLOT_CARD	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	qokaiin	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	frische Charge,	FROZEN_FORMAL_SLOT=PARAMETER_ASSIGN; NO_LEXICAL_EXPANSION	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	a60b3a3e8cf564d4bffd	26ca94a144c14f8e4381	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
181	BIO	B2	f82r	181	f82r.4	F051	B2-S005	b5fcea1eaed06b2f2291	SET(<ARG_AIIN>) || STANDARDSLOT_SETZEN	UNKNOWN	PARAMETER_ASSIGN	LICENSED_FORMAL_SLOT_CARD	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	FORMAL_STANDARD_SLOT:=OPAQUE_EVENT_VALUE;FOUR_REGISTERS=CARRY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_STATEMENT_ACROSS_PHYSICAL_LINE	qokaiin	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001] [EXEMPLAR:A010+A011+A021:den aktiven Posten nach der örtlichen Vorschrift bemessen]	führe sie	FROZEN_FORMAL_SLOT=PARAMETER_ASSIGN; NO_LEXICAL_EXPANSION	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	ebc35d8a312a64d30450	dde580f0722f9e33e3c4	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
182	BIO	B2	f82r	182	f82r.4	F051	B2-S005	a8f891de626fc00028e9	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	octheol	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:unter derselben Einstellung]	durch	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	1f5c80c33075f597920c	8fa9fb0fd22111388d15	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
183	BIO	B2	f82r	183	f82r.4	F051	B2-S005	f0db6d30cd34f4cb2a4d	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	chkeey	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A002+A011+A021:das breite Gefäß]	Tuch und	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	93a5569fe3c258c8b1e4	24341d5c0699940783e2	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
184	BIO	B2	f82r	184	f82r.4	F051	B2-S005	04a3877f0fc81b7597c9	CLOSE(LINK) || NONE	UNKNOWN	RELATION_LINK	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T003;PREVIOUS_ITEM=B2:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	ldy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A021:ziehe es ab und beende den Schritt]	temperiere sie	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	f77f8cb4267a4e12713e	d7468fb1ae820e132039	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
185	BIO	B2	f82r	185	f82r.4	F052	B2-S006	5d5e0b288cf36864ed9d	FRAME_OT(OPAQUE_PAYLOAD) || NONE	UNKNOWN	RELATION_LINK	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	oteey	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A005+A007+A011+A012+A015+A021:der vorbereitete Bade- oder Waschzusatz]	in	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	582967534d0f909d196b	d61ef624f86d99c97fdd	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
186	BIO	B2	f82r	186	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	SET(<ARG_AL>) || LOKALEN_RELATIONSSLOT_SETZEN	UNKNOWN	TARGET_ASSIGN	LICENSED_FORMAL_SLOT_CARD	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	TARGET/STATION:=FORMAL_RELATION_SLOT(OPAQUE_EVENT_VALUE)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	UNIQUE_FORMAL_ONLY	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	qokal	[FORMAL:LOKALEN_RELATIONSSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:OWNER=B2:O01;TARGET/STATION=B2:T007] [EXEMPLAR:A003+A010+A011+A013+A014+A021:den aktiven Posten an der örtlich bezeichneten Station führen]	einem Nebengefäß.	FROZEN_FORMAL_SLOT=TARGET_ASSIGN; NO_LEXICAL_EXPANSION	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	413f715b4481e3c7dc0f	b3c217a58895017f80fd	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
187	BIO	B2	f82r	187	f82r.4	F052	B2-S006	c1913ec4ff84148da6d3	OPAQUE_PAYLOAD || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	sheckhy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A014+A021:über der örtlich bezeichneten Stelle]	Lasse den	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	35fb0c0620f2fd1ab53d	98e39bd72124bafa06b0	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
188	BIO	B2	f82r	188	f82r.4	F052	B2-S006	276a7c2d74d1143446f4	OPAQUE_PAYLOAD || NONE	ANWENDEN?	ACTION	LICENSED_EXACT_WHOLE_CARD	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T006;PREVIOUS_ITEM=B2:I002	APPLY(ACTIVE_ITEM/PREPARATION,TARGET/STATION)	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	UNIQUE_EXACT	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	qoky	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007] [EXEMPLAR:A001+A004+A005+A011+A014+A015+A021:die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen]	Badgast erst	FROZEN_V60_MNEMONIC=ANWENDEN?; LOCAL_OBJECTS_NOT_INCLUDED	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	3587fa22a7ef7c1bcb83	46daeea63adb58d72e5a	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
189	BIO	B2	f82r	189	f82r.7	F053	B2-S007	cbb42a4fe68068325d6b	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I001;TARGET/STATION=B2:T007;PREVIOUS_ITEM=B2:I002	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	dshedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A001+A011+A021:gib sauberes Wasser hinzu und beende den Schritt]	einsteigen,	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	79ae688aa59e9f1f695e	6ca52c74a9fed60baa02	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
190	BIO	B2	f82r	190	f82r.7	F054	B2-S008	54d0e228ca346110af05	MARK(<ARG_AIIN>) || NONE	UNKNOWN	PARAMETER_ASSIGNMENT	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; START_OR_RESUME_NEXT_SELECTED_STATEMENT	sotaiin	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A009+A011+A021:für dieselbe Dauer wie zuvor]	wenn Füllhöhe	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	5c6f8d848120be0ed0ec	322b95ed99930be7f71b	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
191	BIO	B2	f82r	191	f82r.7	F054	B2-S008	3ae9a121ba0045b913e8	SET(<ARG_AR>) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	UNPARSED_EXEMPLAR	NONCLOSE	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; KEEP_SELECTED_FIELD_NONCLOSE; CONTINUE_WITHIN_SELECTED_FIELD	qokar	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A004+A011+A014+A021:über der örtlich bezeichneten Stelle]	und Wärme	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	a896ae87c98d7ea99317	f430992c6388863e29b4	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
192	BIO	B2	f82r	192	f82r.7	F054	B2-S008	bc4f1f5c006c74a4d26d	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=UNSET;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; CONTINUE_WITHIN_SELECTED_FIELD	shedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A011+A012+A021:lasse es bis zur Bereitschaft stehen und beende den Schritt]	örtlich	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	f9aee98fed2028b7a6c3	6f3c6174cf59f5163f7d	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
193	BIO	B2	f82r	193	f82r.7	F055	B2-S009	daa1347f456415fe8737	CLOSE(OPAQUE_PAYLOAD) || NONE	UNKNOWN	EXEMPLAR_TAIL	RECORD_LOCAL_EXEMPLAR_COPY	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	FOUR_REGISTERS:=SELECTED_V62_CONTEXT;NO_TEMPLATE_SEMANTICS	OWNER=B2:O01;ACTIVE_ITEM/PREPARATION=B2:I003;TARGET/STATION=B2:T008;PREVIOUS_ITEM=B2:I001	UNPARSED_EXEMPLAR	TERMINAL	COPY_WHOLE_SURFACE_WITHOUT_DECOMPOSITION; ATTACH_SELECTED_CLOSE_AND_COMMIT_FIELD; START_OR_RESUME_NEXT_SELECTED_STATEMENT	solshedy	[REGISTER:OWNER=B2:O01] [EXEMPLAR:A008+A011+A021:halte es warm und beende den Schritt]	geprüft sind.	UNKNOWN_OR_EXEMPLAR_ONLY; COPY_EXACT_ID	RECORD_OR_PAGE_LOCAL_EXEMPLAR; NOT_CARD_VALUE	c041261f53b417a2496e	d7aa3e5f3c9e3c459bae	e808ba2089755152e904	PASS_FROZEN_IDENTITY_PLUS_LOCAL_RIVAL_EXEMPLAR
