combined_group_ordinal	unit_id	section_axis	page	source_locus	field_or_local_address	statement_or_locus_unit	opaque_whole_card_or_local_group_key	surface_display_only	fixed_exact_mnemonic	strict_formal_prompt	template_or_diagram_role	terminal_or_local_status	technical_system	complete_local_technical_default	technical_local_noun_source	selected_iatromedical_comparator	medical_local_noun_source	local_comparison_winner	strongest_local_technical_contradiction	compiler_channel_inherited	field_and_reflow_contract	formal_roundtrip	technical_content_status	medical_content_status	identity_contract
242	B3	BIO_PROCESS	f83r	f83r.6	F076	B3-S006	P:28ffbc88b97772a75f1e	olchedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Fluss zur Zielstation führen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A004+A011+A013+A022:stelle die Mischung im bedeckten Auffanggefäß beiseite und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
243	B3	BIO_PROCESS	f83r	f83r.6	F077	B3-S007	P:b5fcea1eaed06b2f2291	qokaiin	UNKNOWN	STANDARDSLOT_SETZEN	PARAMETER_ASSIGN	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F077:M]	V63_FORMAL_NO_SEMANTIC_WORD+LOCAL_APPARATUS_ARGUMENT	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	STRICT_FORMAL_PROMPT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
244	B3	BIO_PROCESS	f83r	f83r.6	F077	B3-S007	P:6f7ff8287eddf4da9fdb	chedy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Zuführung öffnen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
245	B3	BIO_PROCESS	f83r	f83r.6	F077	B3-S007	P:7d25241b0e56c836372a	qokeedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Wasser in das Becken einlassen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
246	B3	BIO_PROCESS	f83r	f83r.6	F078	B3-S008	P:de7321bface5628e35d6	lchedy	ABLASSEN?	NONE	TERMINAL_DRAIN	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
247	B3	BIO_PROCESS	f83r	f83r.6	F079	B3-S009	P:276a7c2d74d1143446f4	qoky	ANWENDEN?	NONE	ACTION_APPLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F079]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T004] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
248	B3	BIO_PROCESS	f83r	f83r.8	F080	B3-S010	P:ba540da978ea132f6da5	pchedal	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[obere Rinne füllen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A002+A009+A011+A022:fülle danach das Gefäß]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
249	B3	BIO_PROCESS	f83r	f83r.8	F080	B3-S010	P:c45ebac60774620561e2	otedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Charge über das Gefälle umlaufen lassen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Klarheit ziehen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
250	B3	BIO_PROCESS	f83r	f83r.8	F081	B3-S011	P:348e81ba084c5acdb32b	shecthedchy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Arbeitsziel an der Station bereitstellen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A004+A011+A014+A022:wende es an der markierten Stelle an]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
251	B3	BIO_PROCESS	f83r	f83r.8	F081	B3-S011	P:276a7c2d74d1143446f4	qoky	ANWENDEN?	NONE	ACTION_APPLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	ANWENDEN?=aktive Charge am gesetzten Arbeitsziel einsetzen ; LOCAL_ARGUMENT[aktive Charge an technischem Stationsziel F081]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ANWENDEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T005] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:die Waschflotte am bezeichneten Körper- oder Beckenbereich gebrauchen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
252	B3	BIO_PROCESS	f83r	f83r.8	F081	B3-S011	P:6f7ff8287eddf4da9fdb	chedy	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Durchgang beobachten;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A013+A022:rühre, bis alles gleichmäßig vermischt ist]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
253	B3	BIO_PROCESS	f83r	f83r.8	F081	B3-S011	P:0bdc8b6db811b4e67a63	chary	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Restcharge im Auffanggefäß sammeln;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A011+A022:und lasse es abkühlen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
254	B3	BIO_PROCESS	f83r	f83r.11	F082	B3-S012	P:7a4bb8136330ee4e6e56	sor	ANSATZ?	NONE	LINK_ACTIVE	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	ANSATZ?=aktiven Arbeitsansatz aufnehmen ; LOCAL_ARGUMENT[aktive Charge/Rücklauf des Feldes F082]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ANSATZ?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;PREVIOUS_ITEM=B3:I002] [EXEMPLAR:A010+A011+A013+A022:den recordlokalen aktiven Posten im Arbeitsgang fortführen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
255	B3	BIO_PROCESS	f83r	f83r.11	F082	B3-S012	P:bc4f1f5c006c74a4d26d	shedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Restcharge zurückführen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A012+A022:lasse es bis zur Bereitschaft stehen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	IATROMEDICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
256	B3	BIO_PROCESS	f83r	f83r.11	F083	B3-S013	P:b5fcea1eaed06b2f2291	qokaiin	UNKNOWN	STANDARDSLOT_SETZEN	PARAMETER_ASSIGN	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	STANDARDSLOT_SETZEN=FORMAL_OPAQUE_SLOT_OPERATION ; LOCAL_ARGUMENT[Mengenbuch=B3:F083:M]	V63_FORMAL_NO_SEMANTIC_WORD+LOCAL_APPARATUS_ARGUMENT	[FORMAL:STANDARDSLOT_SETZEN;KEINE_WORTBEDEUTUNG] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001] [EXEMPLAR:A010+A011+A022:den aktiven Posten nach der örtlichen Vorschrift bemessen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	STRICT_FORMAL_PROMPT	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
257	B3	BIO_PROCESS	f83r	f83r.11	F083	B3-S013	P:9da1b6ac2c929daea697	chkain	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Leitung bis zum klaren Lauf spülen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A010+A011+A022:ein abgemessener Anteil]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
258	B3	BIO_PROCESS	f83r	f83r.11	F083	B3-S013	P:6b89d6dd70635bc60fe0	shcthey	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Spülrest getrennt auffangen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A011+A022:unter derselben Einstellung]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
259	B3	BIO_PROCESS	f83r	f83r.11	F083	B3-S013	P:7db18b2f0fb7ed0fcfd3	qokedy	SPÜLEN?	NONE	TERMINAL_FLUSH	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	SPÜLEN?=aktiven Lauf spülen und abschließen ; LOCAL_ARGUMENT[Leitungsweg von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:SPÜLEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T006] [EXEMPLAR:A001+A003+A004+A005+A011+A014+A015+A022:die bezeichnete Stelle oder den Lauf mit der aktiven Waschflotte spülen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
260	B3	BIO_PROCESS	f83r	f83r.11	F084	B3-S014	P:7d2404c835b10a2c06af	okair	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Filtertuch oder Sieb einsetzen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A009+A011+A022:öffne danach den oberen Lauf]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	APPEND_FIELD>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
261	B3	BIO_PROCESS	f83r	f83r.11	F084	B3-S014	P:03626ca94cb17800d767	sheedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Charge durch den Filter führen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A005+A009+A011+A015+A022:wasche einmal und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
262	B3	BIO_PROCESS	f83r	f83r.11	F085	B3-S015	P:de7321bface5628e35d6	lchedy	ABLASSEN?	NONE	TERMINAL_DRAIN	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	ABLASSEN?=aktive Charge ablassen und abschließen ; LOCAL_ARGUMENT[Unterlauf von Hauptbecken C mit Vorwärmer W3, Leitungen L1-L4, Filter F3, Unterlauf U3 und Rücklauf R3]	V60_EXACT+LOCAL_APPARATUS_ARGUMENT	[CARD:ABLASSEN?] [REGISTER:ACTIVE_ITEM/PREPARATION=B3:I001;TARGET/STATION=B3:T007] [EXEMPLAR:A001+A002+A003+A011+A013+A022:die verbrauchte Flüssigkeit zum Auffang- oder Auslassbereich abführen]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXACT_MNEMONIC	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
263	B3	BIO_PROCESS	f83r	f83r.11	F086	B3-S016	P:2b7fa918d1b2f5c656e3	lo	UNKNOWN	NONE	EXEMPLAR_ONLY	NONCLOSE	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Filter lösen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A003+A011+A022:schließe den unteren Ablauf]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	OPEN_FIELD_CUT>LINE_RESET	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
264	B3	BIO_PROCESS	f83r	f83r.14	F087	B3-S016	P:07913ef9b1fb773cd325	qokchedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Beckenrand und Fugen sichten;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A008+A011+A022:lasse es abkühlen und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TECHNICAL	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
265	B3	BIO_PROCESS	f83r	f83r.14	F088	B3-S017	P:7d25241b0e56c836372a	qokeedy	UNKNOWN	NONE	EXEMPLAR_ONLY	TERMINAL	WATER_OR_BATHHOUSE_APPARATUS	LOCAL_EXEMPLAR[Vorratscharge bereitstellen;keine Kartenbedeutung]	V54_VISIBLE_APPARATUS_OR_V65_LOCAL_EXEMPLAR;NOT_CARD_MEANING	[REGISTER:OWNER=B3:O01] [EXEMPLAR:A001+A002+A004+A005+A011+A014+A015+A022:wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den Schritt]	VISIBLE_APPARATUS+BODY_BATH_PATIENT_LAYER+LOCAL_EXEMPLAR	TIE	Local apparatus nouns and phase operations are not card meanings; visible human figures remain unexplained by a purely impersonal plant.	EXEMPLAR_WHOLE_CARD	CLOSE_AND_COMMIT>SPACE	PASS	LOCAL_NONMEDICAL_EXEMPLAR_NOT_CARD_MEANING	SEPARATE_SELECTED_COMPARATOR_NOT_CARD_MEANING	NO_NEW_CARD;EXACT_PROSE_ID_ATOMIC;ASTRO_PAGE_LOCAL;NO_CROSSPAGE_ID
