global_index	section	page	unit_id	locus	opaque_identity	surface_display_only	rival_complete_local_reading	iatromedical_comparator	shared_formal_layer	semantic_status
412	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.13	A1:G031	ain	Lookup-Anweisungsblock I01 lesen; Fragment 03 als opaken Merker bewahren	for the sick person	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
413	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.13	A1:G032	aldy	Lookup-Anweisungsblock I01 lesen; Fragment 04 als opaken Merker bewahren	at the affected place	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
414	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.14	A1:G033	soeey	Lookup-Anweisungsblock I02 lesen; Fragment 01 als opaken Merker bewahren	in the morning	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
415	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.14	A1:G034	doiin	Lookup-Anweisungsblock I02 lesen; Fragment 02 als opaken Merker bewahren	for the sick person	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
416	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.14	A1:G035	oldy	Lookup-Anweisungsblock I02 lesen; Fragment 03 als opaken Merker bewahren	at the affected place	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
417	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.15	A1:G036	dolchsody	Werk-/Ressourcenreihe R01 wählen; Fragment 01 als opaken Merker bewahren	sevenfold governor 1: Saturn	ROW_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
418	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.16	A1:G037	odaeiin	Lookup-Anweisungsblock I03 lesen; Fragment 01 als opaken Merker bewahren	at the affected place	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
419	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.16	A1:G038	okoes	Lookup-Anweisungsblock I03 lesen; Fragment 02 als opaken Merker bewahren	repeat once	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
420	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.16	A1:G039	oekain	Lookup-Anweisungsblock I03 lesen; Fragment 03 als opaken Merker bewahren	do not overheat	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
421	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.16	A1:G040	y	Lookup-Anweisungsblock I03 lesen; Fragment 04 als opaken Merker bewahren	let it settle	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
422	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.17	A1:G041	otchey	Lookup-Anweisungsblock I04 lesen; Fragment 01 als opaken Merker bewahren	repeat once	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
423	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.17	A1:G042	soraiir	Lookup-Anweisungsblock I04 lesen; Fragment 02 als opaken Merker bewahren	do not overheat	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
424	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.17	A1:G043	dy	Lookup-Anweisungsblock I04 lesen; Fragment 03 als opaken Merker bewahren	let it settle	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
425	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.18	A1:G044	qopchy	Lookup-Anweisungsblock I05 lesen; Fragment 01 als opaken Merker bewahren	do not overheat	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
426	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.18	A1:G045	daiin	Lookup-Anweisungsblock I05 lesen; Fragment 02 als opaken Merker bewahren	let it settle	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
427	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.18	A1:G046	dal	Lookup-Anweisungsblock I05 lesen; Fragment 03 als opaken Merker bewahren	then proceed	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
428	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.19	A1:G047	ydchos	Lookup-Anweisungsblock I06 lesen; Fragment 01 als opaken Merker bewahren	let it settle	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
429	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.19	A1:G048	ain	Lookup-Anweisungsblock I06 lesen; Fragment 02 als opaken Merker bewahren	then proceed	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
430	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.19	A1:G049	ar	Lookup-Anweisungsblock I06 lesen; Fragment 03 als opaken Merker bewahren	the favourable condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
431	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.19	A1:G050	amy	Lookup-Anweisungsblock I06 lesen; Fragment 04 als opaken Merker bewahren	the adverse condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
432	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.20	A1:G051	chocfhy	Lookup-Anweisungsblock I07 lesen; Fragment 01 als opaken Merker bewahren	then proceed	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
433	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.20	A1:G052	saral	Lookup-Anweisungsblock I07 lesen; Fragment 02 als opaken Merker bewahren	the favourable condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
434	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.21	A1:G053	sain	Lookup-Anweisungsblock I08 lesen; Fragment 01 als opaken Merker bewahren	the favourable condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
435	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.21	A1:G054	am	Lookup-Anweisungsblock I08 lesen; Fragment 02 als opaken Merker bewahren	the adverse condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
436	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.21	A1:G055	ar	Lookup-Anweisungsblock I08 lesen; Fragment 03 als opaken Merker bewahren	as written above	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
437	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.22	A1:G056	okal	Werk-/Ressourcenreihe R02 wählen; Fragment 01 als opaken Merker bewahren	sevenfold governor 2: Jupiter	ROW_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
438	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.23	A1:G057	oparchy	Lookup-Anweisungsblock I09 lesen; Fragment 01 als opaken Merker bewahren	as written above	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
439	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.23	A1:G058	salsain	Lookup-Anweisungsblock I09 lesen; Fragment 02 als opaken Merker bewahren	choose	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
440	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.24	A1:G059	sodar	Lookup-Anweisungsblock I10 lesen; Fragment 01 als opaken Merker bewahren	choose	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
441	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.24	A1:G060	ofar	Lookup-Anweisungsblock I10 lesen; Fragment 02 als opaken Merker bewahren	the governing influence	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
442	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.24	A1:G061	ar	Lookup-Anweisungsblock I10 lesen; Fragment 03 als opaken Merker bewahren	for this division	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
443	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.25	A1:G062	ydam	Lookup-Anweisungsblock I11 lesen; Fragment 01 als opaken Merker bewahren	the governing influence	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
444	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.26	A1:G063	yteoor	Lookup-Anweisungsblock I12 lesen; Fragment 01 als opaken Merker bewahren	for this division	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
445	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.26	A1:G064	yto	Lookup-Anweisungsblock I12 lesen; Fragment 02 als opaken Merker bewahren	when the Moon enters	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
446	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.26	A1:G065	ykor	Lookup-Anweisungsblock I12 lesen; Fragment 03 als opaken Merker bewahren	use the indicated remedy	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
447	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.27	A1:G066	okeo	Lookup-Anweisungsblock I13 lesen; Fragment 01 als opaken Merker bewahren	when the Moon enters	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
448	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.27	A1:G067	r	Lookup-Anweisungsblock I13 lesen; Fragment 02 als opaken Merker bewahren	use the indicated remedy	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
449	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.27	A1:G068	aiin	Lookup-Anweisungsblock I13 lesen; Fragment 03 als opaken Merker bewahren	avoid bleeding	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
450	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.27	A1:G069	am	Lookup-Anweisungsblock I13 lesen; Fragment 04 als opaken Merker bewahren	favour washing	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
451	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.28	A1:G070	okain	Werk-/Ressourcenreihe R03 wählen; Fragment 01 als opaken Merker bewahren	sevenfold governor 3: Mars	ROW_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
452	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.28	A1:G071	am	Werk-/Ressourcenreihe R03 wählen; Fragment 02 als opaken Merker bewahren	sevenfold governor 3: Mars	ROW_REDUNDANCY_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
453	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.29	A1:G072	ytody	Lookup-Anweisungsblock I14 lesen; Fragment 01 als opaken Merker bewahren	avoid bleeding	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
454	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.29	A1:G073	saiin	Lookup-Anweisungsblock I14 lesen; Fragment 02 als opaken Merker bewahren	favour washing	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
455	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.30	A1:G074	ochol	Lookup-Anweisungsblock I15 lesen; Fragment 01 als opaken Merker bewahren	favour washing	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
456	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.30	A1:G075	olol	Lookup-Anweisungsblock I15 lesen; Fragment 02 als opaken Merker bewahren	favour purging	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
457	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.31	A1:G076	opcholdy	Werk-/Ressourcenreihe R04 wählen; Fragment 01 als opaken Merker bewahren	sevenfold governor 4: Sun	ROW_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
458	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.32	A1:G077	dosar	Lookup-Anweisungsblock I16 lesen; Fragment 01 als opaken Merker bewahren	apply while warm	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
459	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.32	A1:G078	odas	Lookup-Anweisungsblock I16 lesen; Fragment 02 als opaken Merker bewahren	wait until the next station	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
460	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.32	A1:G079	air	Lookup-Anweisungsblock I16 lesen; Fragment 03 als opaken Merker bewahren	with the usual measure	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
461	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.32	A1:G080	alaiin	Lookup-Anweisungsblock I16 lesen; Fragment 04 als opaken Merker bewahren	under the same governor	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
462	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.33	A1:G081	dokan	Lookup-Anweisungsblock I17 lesen; Fragment 01 als opaken Merker bewahren	wait until the next station	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
463	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.33	A1:G082	oear	Lookup-Anweisungsblock I17 lesen; Fragment 02 als opaken Merker bewahren	with the usual measure	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
464	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.33	A1:G083	odal	Lookup-Anweisungsblock I17 lesen; Fragment 03 als opaken Merker bewahren	under the same governor	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
465	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.34	A1:G084	ofar	Werk-/Ressourcenreihe R05 wählen; Fragment 01 als opaken Merker bewahren	sevenfold governor 5: Venus	ROW_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
466	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.34	A1:G085	oeoldan	Werk-/Ressourcenreihe R05 wählen; Fragment 02 als opaken Merker bewahren	sevenfold governor 5: Venus	ROW_REDUNDANCY_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
467	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.35	A1:G086	chol	Lookup-Anweisungsblock I18 lesen; Fragment 01 als opaken Merker bewahren	under the same governor	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
468	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.35	A1:G087	giin	Lookup-Anweisungsblock I18 lesen; Fragment 02 als opaken Merker bewahren	at night	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
469	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.35	A1:G088	okol	Lookup-Anweisungsblock I18 lesen; Fragment 03 als opaken Merker bewahren	in the morning	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
470	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.36	A1:G089	ytor	Lookup-Anweisungsblock I19 lesen; Fragment 01 als opaken Merker bewahren	at night	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
471	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.36	A1:G090	daiin	Lookup-Anweisungsblock I19 lesen; Fragment 02 als opaken Merker bewahren	in the morning	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
472	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.36	A1:G091	or	Lookup-Anweisungsblock I19 lesen; Fragment 03 als opaken Merker bewahren	for the sick person	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
473	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.37	A1:G092	ytoaiin	Werk-/Ressourcenreihe R06 wählen; Fragment 01 als opaken Merker bewahren	sevenfold governor 6: Mercury	ROW_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
474	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.38	A1:G093	otoldos	Lookup-Anweisungsblock I20 lesen; Fragment 01 als opaken Merker bewahren	for the sick person	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
475	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.38	A1:G094	octhole	Lookup-Anweisungsblock I20 lesen; Fragment 02 als opaken Merker bewahren	at the affected place	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
476	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.39	A1:G095	sor	Lookup-Anweisungsblock I21 lesen; Fragment 01 als opaken Merker bewahren	at the affected place	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
477	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.39	A1:G096	chedaiin	Lookup-Anweisungsblock I21 lesen; Fragment 02 als opaken Merker bewahren	repeat once	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
478	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.39	A1:G097	dy	Lookup-Anweisungsblock I21 lesen; Fragment 03 als opaken Merker bewahren	do not overheat	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
479	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.40	A1:G098	yteos	Lookup-Anweisungsblock I22 lesen; Fragment 01 als opaken Merker bewahren	repeat once	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
480	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.40	A1:G099	oiin	Lookup-Anweisungsblock I22 lesen; Fragment 02 als opaken Merker bewahren	do not overheat	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
481	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.40	A1:G100	og	Lookup-Anweisungsblock I22 lesen; Fragment 03 als opaken Merker bewahren	let it settle	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
482	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.41	A1:G101	ytoeopchey	Lookup-Anweisungsblock I23 lesen; Fragment 01 als opaken Merker bewahren	do not overheat	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
483	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.41	A1:G102	chekody	Lookup-Anweisungsblock I23 lesen; Fragment 02 als opaken Merker bewahren	let it settle	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
484	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.42	A1:G103	sosho	Lookup-Anweisungsblock I24 lesen; Fragment 01 als opaken Merker bewahren	let it settle	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
485	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.42	A1:G104	chos	Lookup-Anweisungsblock I24 lesen; Fragment 02 als opaken Merker bewahren	then proceed	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
486	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.42	A1:G105	ockhy	Lookup-Anweisungsblock I24 lesen; Fragment 03 als opaken Merker bewahren	the favourable condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
487	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.43	A1:G106	daiin	Lookup-Anweisungsblock I25 lesen; Fragment 01 als opaken Merker bewahren	then proceed	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
488	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.43	A1:G107	aiin	Lookup-Anweisungsblock I25 lesen; Fragment 02 als opaken Merker bewahren	the favourable condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
489	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.43	A1:G108	os	Lookup-Anweisungsblock I25 lesen; Fragment 03 als opaken Merker bewahren	the adverse condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
490	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.43	A1:G109	qsg	Lookup-Anweisungsblock I25 lesen; Fragment 04 als opaken Merker bewahren	as written above	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
491	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.44	A1:G110	ofydy	Lookup-Anweisungsblock I26 lesen; Fragment 01 als opaken Merker bewahren	the favourable condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
492	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.44	A1:G111	sheody	Lookup-Anweisungsblock I26 lesen; Fragment 02 als opaken Merker bewahren	the adverse condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
493	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.44	A1:G112	aiin	Lookup-Anweisungsblock I26 lesen; Fragment 03 als opaken Merker bewahren	as written above	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
494	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.45	A1:G113	ycheody	Lookup-Anweisungsblock I27 lesen; Fragment 01 als opaken Merker bewahren	the adverse condition	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
495	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.45	A1:G114	es	Lookup-Anweisungsblock I27 lesen; Fragment 02 als opaken Merker bewahren	as written above	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
496	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.45	A1:G115	odaiiin	Lookup-Anweisungsblock I27 lesen; Fragment 03 als opaken Merker bewahren	choose	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
497	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.46	A1:G116	yekees	Lookup-Anweisungsblock I28 lesen; Fragment 01 als opaken Merker bewahren	as written above	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
498	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.46	A1:G117	oraly	Lookup-Anweisungsblock I28 lesen; Fragment 02 als opaken Merker bewahren	choose	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
499	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.47	A1:G118	yfain	Werk-/Ressourcenreihe R07 wählen; Fragment 01 als opaken Merker bewahren	sevenfold governor 7: Moon	ROW_KEY	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
500	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.48	A1:G119	todaiin	Lookup-Anweisungsblock I29 lesen; Fragment 01 als opaken Merker bewahren	the governing influence	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
501	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.48	A1:G120	dain	Lookup-Anweisungsblock I29 lesen; Fragment 02 als opaken Merker bewahren	for this division	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
502	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.48	A1:G121	dy	Lookup-Anweisungsblock I29 lesen; Fragment 03 als opaken Merker bewahren	when the Moon enters	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
503	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.49	A1:G122	os	Lookup-Anweisungsblock I30 lesen; Fragment 01 als opaken Merker bewahren	for this division	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
504	WORK_CALENDAR_LOOKUP	f67r2	A1	f67r2.49	A1:G123	choer	Lookup-Anweisungsblock I30 lesen; Fragment 02 als opaken Merker bewahren	when the Moon enters	LOOKUP_INSTRUCTION_FRAGMENT	LOCAL_TECHNICAL_EXEMPLAR_NOT_WORD_MEANING
