paragraph	locus	index	raw	status	N	C	T	CT	row_status
f102v2|f102v2.30-f102v2.39	f102v2.36	4	sor	ASSUMED	weiterer Bestandteil	weiterer Bestandteil	weiterer Bestandteil	weiterer Bestandteil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	5	eeey	UNREAD	[ungelesen: eeey]	[ungelesen: eeey]	[ungelesen: eeey]	[ungelesen: eeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	6	okey	ASSUMED	erwärmt	erwärmt	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	7	okey	ASSUMED	erwärmt	erwärmt	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	8	okeey	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	9	qokeor	ASSUMED	erhitze den Auszug	erhitze den Auszug	erhitze den Auszug	erhitze den Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	1	tchor	ASSUMED	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	2	ar	ASSUMED	Teil	Teil	Teil	Teil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	3	chey	ASSUMED	prüfe	prüfe	prüfe	prüfe	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	4	kor	UNREAD	[ungelesen: kor]	[ungelesen: kor]	[ungelesen: kor]	[ungelesen: kor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	5	or	ASSUMED	Anteil	Anteil	Anteil	Anteil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	6	cthey	UNREAD	[ungelesen: cthey]	[ungelesen: cthey]	[ungelesen: cthey]	[ungelesen: cthey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	7	qoeeey	UNREAD	[ungelesen: qoeeey]	[ungelesen: qoeeey]	[ungelesen: qoeeey]	[ungelesen: qoeeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	8	qokeey	ASSUMED	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	9	okeoroly	UNREAD	[ungelesen: okeoroly]	[ungelesen: okeoroly]	[ungelesen: okeoroly]	[ungelesen: okeoroly]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	10	sar	ASSUMED	je Teil	je Teil	je Teil	je Teil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	1	dar	ASSUMED	Teilmenge	Teilmenge	Teilmenge	Teilmenge	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	2	cheey	ASSUMED	zerreibe fein	zerreibe fein	zerreibe fein	zerreibe fein	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	3	ckheey	UNREAD	[ungelesen: ckheey]	[ungelesen: ckheey]	[ungelesen: ckheey]	[ungelesen: ckheey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	4	qokeor	ASSUMED	erhitze den Auszug	erhitze den Auszug	erhitze den Auszug	erhitze den Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	5	okey	ASSUMED	erwärmt	erwärmt	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	6	chos	UNREAD	[ungelesen: chos]	[ungelesen: chos]	[ungelesen: chos]	[ungelesen: chos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	7	sho	ASSUMED	Flüssigkeit	Flüssigkeit	Flüssigkeit	Flüssigkeit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	8	ykeey	ASSUMED	erwärme erneut	erwärme erneut	erwärme erneut	erwärme erneut	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	9	okeeo	UNREAD	[ungelesen: okeeo]	[ungelesen: okeeo]	[ungelesen: okeeo]	[ungelesen: okeeo]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	10	ra[in:i?]	UNREAD	[ungelesen: ra[in:i?]]	[ungelesen: ra[in:i?]]	[ungelesen: ra[in:i?]]	[ungelesen: ra[in:i?]]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	1	yotaiin	UNREAD	[ungelesen: yotaiin]	[ungelesen: yotaiin]	[ungelesen: yotaiin]	[ungelesen: yotaiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	2	cheor	ASSUMED	Auszug	Auszug	Auszug	Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	3	cheekey	UNREAD	[ungelesen: cheekey]	[ungelesen: cheekey]	[ungelesen: cheekey]	[ungelesen: cheekey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	4	orain	UNREAD	[ungelesen: orain]	[ungelesen: orain]	[ungelesen: orain]	[ungelesen: orain]	recorded
f106r|f106r.8-f106r.9	f106r.8	1	porarchy	UNREAD	[ungelesen: porarchy]	[ungelesen: porarchy]	[ungelesen: porarchy]	[ungelesen: porarchy]	recorded
f106r|f106r.8-f106r.9	f106r.8	2	orar	UNREAD	[ungelesen: orar]	[ungelesen: orar]	[ungelesen: orar]	[ungelesen: orar]	recorded
f106r|f106r.8-f106r.9	f106r.8	3	ol	ASSUMED	mit	mit	mit	mit	recorded
f106r|f106r.8-f106r.9	f106r.8	4	kaiin	ASSUMED	Wärmestufe Q	Wärmestufe Q	Wärmestufe Q	Wärmestufe Q	recorded
f106r|f106r.8-f106r.9	f106r.8	5	shedy	UNREAD	[ungelesen: shedy]	[ungelesen: shedy]	[ungelesen: shedy]	[ungelesen: shedy]	recorded
f106r|f106r.8-f106r.9	f106r.8	6	oteedy	ASSUMED	kühle vollständig	kühle vollständig	kühle vollständig	kühle vollständig	recorded
f106r|f106r.8-f106r.9	f106r.8	7	qotor	ASSUMED	kühle ab	kühle ab	kühle ab	kühle ab	recorded
f106r|f106r.8-f106r.9	f106r.8	8	qoteedo	UNREAD	[ungelesen: qoteedo]	[ungelesen: qoteedo]	[ungelesen: qoteedo]	[ungelesen: qoteedo]	recorded
f106r|f106r.8-f106r.9	f106r.8	9	qoteedy	ASSUMED	vollständig abgekühlt	vollständig abgekühlt	vollständig abgekühlt	vollständig abgekühlt	recorded
f106r|f106r.8-f106r.9	f106r.8	10	dair	ASSUMED	Teilmenge R	Teilmenge R	Teilmenge R	Teilmenge R	recorded
f106r|f106r.8-f106r.9	f106r.8	11	ok[ch:ee]daim	UNREAD	[ungelesen: ok[ch:ee]daim]	[ungelesen: ok[ch:ee]daim]	[ungelesen: ok[ch:ee]daim]	[ungelesen: ok[ch:ee]daim]	recorded
f106r|f106r.8-f106r.9	f106r.9	1	ychor	ASSUMED	ferner	ferner	ferner	ferner	recorded
f106r|f106r.8-f106r.9	f106r.9	2	chol	ASSUMED	trocken	trockne	trocken	trockne	recorded
f106r|f106r.8-f106r.9	f106r.9	3	qokain	ASSUMED	erwärmte Dosis P	erwärmte Dosis P	erwärmte Dosis P	erwärmte Dosis P	recorded
f106r|f106r.8-f106r.9	f106r.9	4	chocphol	UNREAD	[ungelesen: chocphol]	[ungelesen: chocphol]	[ungelesen: chocphol]	[ungelesen: chocphol]	recorded
f106r|f106r.8-f106r.9	f106r.9	5	lchedy	UNREAD	[ungelesen: lchedy]	[ungelesen: lchedy]	[ungelesen: lchedy]	[ungelesen: lchedy]	recorded
f106r|f106r.8-f106r.9	f106r.9	6	qocheo	UNREAD	[ungelesen: qocheo]	[ungelesen: qocheo]	[ungelesen: qocheo]	[ungelesen: qocheo]	recorded
f106r|f106r.8-f106r.9	f106r.9	7	qokar	ASSUMED	erwärmter Anteil	erwärmter Anteil	erwärmter Anteil	erwärmter Anteil	recorded
