unified_serial	compiler_mode	page	unit_id	local_address	visible_or_opaque_identity	registered_identity	default_meaning_de	continuous_reading_de	owner_or_namespace
352	COMBINATORIAL_PROSE	f83r	B4	B4-S015	qokain	MC017	eine Portion zugeben	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	B4
353	COMBINATORIAL_PROSE	f83r	B4	B4-S015	shey	MC119	klarer Auszug	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	B4
354	COMBINATORIAL_PROSE	f83r	B4	B4-S015	kain	MC105	eine Portion	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	B4
355	COMBINATORIAL_PROSE	f83r	B4	B4-S015	chckhal	MC022	zur Zielstelle durchleiten	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	B4
356	COMBINATORIAL_PROSE	f83r	B4	B4-S015	solkey	MC050	kurz sammeln	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	B4
357	COMBINATORIAL_PROSE	f83r	B4	B4-S015	lchedy	MC155	abführen; Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine Portion zu, nimm den Klarlauf, leite die Portion zur Zielstelle, sammle kurz, führe ab und schließe.	B4
358	COMBINATORIAL_PROSE	f83r	B4	B4-S016	qolkain	MC097	weitere Portion	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	B4
359	COMBINATORIAL_PROSE	f83r	B4	B4-S016	dal	MC154	dorthin	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	B4
360	COMBINATORIAL_PROSE	f83r	B4	B4-S016	skar	MC089	vom Ausgang ausgießen	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	B4
361	COMBINATORIAL_PROSE	f83r	B4	B4-S016	shedy	MC128	kurz absetzen lassen; Schluss	Am Hauptpaar mit Tuchanwendung und getrennten Dienstläufen: Gib eine weitere Portion dorthin, giesse sie von dort aus, lass absetzen und schließe.	B4
362	COMBINATORIAL_PROSE	f83r	B5	B5-S001	otchdy	MC067	Folgegang vollziehen; Schluss	An der linken figurenlosen Dienststation: Führe die Folgeumsetzung aus und schließe	B5
363	COMBINATORIAL_PROSE	f83r	B5	B5-S002	qokchdy	MC088	Umsetzung ansetzen; Schluss	An der linken figurenlosen Dienststation: Setze um und schließe	B5
364	COMBINATORIAL_PROSE	f83r	B5	B5-S003	shedal	MC113	dort absetzen	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	B5
365	COMBINATORIAL_PROSE	f83r	B5	B5-S003	dal	MC154	dorthin	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	B5
366	COMBINATORIAL_PROSE	f83r	B5	B5-S003	cheol	MC153	fortsetzen	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	B5
367	COMBINATORIAL_PROSE	f83r	B5	B5-S003	lol	MC092	von dort weiterfuehren	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	B5
368	COMBINATORIAL_PROSE	f83r	B5	B5-S003	chdal	MC001	dort umsetzen	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	B5
369	COMBINATORIAL_PROSE	f83r	B5	B5-S003	aiin	MC039	Sollmaß	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	B5
370	COMBINATORIAL_PROSE	f83r	B5	B5-S003	sol	MC153	fortsetzen	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	B5
371	COMBINATORIAL_PROSE	f83r	B5	B5-S003	daiiin	MC172	Öffnungsstufe	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	B5
372	COMBINATORIAL_PROSE	f83r	B5	B5-S003	chedy	MC074	laufenden Posten umsetzen	An der linken figurenlosen Dienststation: Lass dort absetzen, führe dorthin und weiter, führe von dort weiter, setze dort um, stelle das Sollmaß ein und setze weiter um.	B5
373	COMBINATORIAL_PROSE	f83r	B6	B6-S001	solkeey	MC020	länger sammeln	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	B6
374	COMBINATORIAL_PROSE	f83r	B6	B6-S001	qekey	MC052	aktuellen Posten kurz bearbeiten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	B6
375	COMBINATORIAL_PROSE	f83r	B6	B6-S001	raly	MC046	diesen Posten dorthin	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	B6
376	COMBINATORIAL_PROSE	f83r	B6	B6-S001	ol	MC153	fortsetzen	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	B6
377	COMBINATORIAL_PROSE	f83r	B6	B6-S001	daiin	MC039	Sollmaß	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	B6
378	COMBINATORIAL_PROSE	f83r	B6	B6-S001	ol	MC153	fortsetzen	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	B6
379	COMBINATORIAL_PROSE	f83r	B6	B6-S001	dain	MC059	Tuch	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	B6
380	COMBINATORIAL_PROSE	f83r	B6	B6-S001	chey	MC123	dieser Posten	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	B6
381	COMBINATORIAL_PROSE	f83r	B6	B6-S001	ldalor	MC101	Endziel	An der rechten figurenlosen Dienststation: Sammle den rohen Posten länger, führe diesen Posten dorthin, stelle das Sollmaß ein, lege das Tuch ein und führe den Posten zum Endziel.	B6
382	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.1:1	A1:G001	A1:G001	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
383	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.1:2	A1:G002	A1:G002	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
384	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.1:3	A1:G003	A1:G003	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
385	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.2:1	A1:G004	A1:G004	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
386	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.2:2	A1:G005	A1:G005	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
387	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.2:3	A1:G006	A1:G006	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
388	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.3:1	A1:G007	A1:G007	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
389	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.3:2	A1:G008	A1:G008	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
390	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.3:3	A1:G009	A1:G009	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
391	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.4:1	A1:G010	A1:G010	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
392	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.4:2	A1:G011	A1:G011	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
393	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.5:1	A1:G012	A1:G012	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
394	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.5:2	A1:G013	A1:G013	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
395	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.6:1	A1:G014	A1:G014	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
396	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.7:1	A1:G015	A1:G015	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
397	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.7:2	A1:G016	A1:G016	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
398	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.7:3	A1:G017	A1:G017	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
399	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.8:1	A1:G018	A1:G018	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
400	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.9:1	A1:G019	A1:G019	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
401	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.9:2	A1:G020	A1:G020	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
402	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.10:1	A1:G021	A1:G021	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
403	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.10:2	A1:G022	A1:G022	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
404	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.10:3	A1:G023	A1:G023	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
405	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.11:1	A1:G024	A1:G024	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
406	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.11:2	A1:G025	A1:G025	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
407	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.11:3	A1:G026	A1:G026	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
408	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.12:1	A1:G027	A1:G027	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
409	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.12:2	A1:G028	A1:G028	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
410	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.13:1	A1:G029	A1:G029	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
411	LOCAL_ASTRO_NOMENCLATOR	f67r2	A1	f67r2.13:2	A1:G030	A1:G030	örtliches Himmels-, Kalender- oder Wahlzeichen	Linkes oder rechtes Wahlrad getrennt öffnen. Einen Himmelssektor oder Sternort wählen, Bedingungsfeld und Ringrubrik zeigen, das Himmelszeichen kopieren und Kalenderzeichen oder Wahlzeichen nur mit dem Ortsschlüssel dieses Rades lesen. Beim Radwechsel neu beginnen.	A1_RIGHT_WHEEL_ONLY
