edition_event_ordinal	event_id	statement_id	card_ordinal_in_statement	physical_page	register	owner_id	surface	final_context_recipe	state_status	state_marker_sequence	gdt578_attachment_voice_clause_de	mixed_scope_voice_working_clause_de	gdt578_source_roundtrip_de	scope_voice_status	scope_pair_id	scope_route	guard
1016	G407-E1016	G407-S051	25	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	qokeeody	OK+EE+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Positionsposten; auf Grad II und als Ausführung; an der D-Stelle.	Setze den Positionsposten; auf Grad II und als Ausführung; an der D-Stelle.	Setze den Positionsposten; auf Grad II und als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1017	G407-E1017	G407-S051	26	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	cheos	CH+E+O+S	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Positionsposten auf und wähle ihn; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf und wähle ihn; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf und wähle ihn; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1018	G407-E1018	G407-S051	27	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	oeeos	O+EE+O+S	NONSTATE_CARD	NOT_APPLICABLE	Wähle denselben Positionsposten; beim Wählen: als Ausführung; auf Grad II; beim Wählen: erneut als Ausführung.	Wähle denselben Positionsposten; beim Wählen: als Ausführung; auf Grad II; beim Wählen: erneut als Ausführung.	Wähle denselben Positionsposten; beim Wählen: als Ausführung; auf Grad II; beim Wählen: erneut als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1019	G407-E1019	G407-S051	28	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	qockhy	CARRIER_Q+O+CH+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Positionsposten auf und ordne ihn zu; als neuen Einsatz und als Ausführung.	Nimm den Positionsposten auf und ordne ihn zu; als neuen Einsatz und als Ausführung.	Nimm den Positionsposten auf und ordne ihn zu; als neuen Einsatz und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1020	G407-E1020	G407-S051	29	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	chos	CH+O+S	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	Nimm denselben Positionsposten auf und wähle ihn; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1021	G407-E1021	G407-S051	30	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	aiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang wähle den Positionswert.	Im laufenden Gang wähle den Positionswert.	Im laufenden Gang wähle den Positionswert.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1022	G407-E1022	G407-S051	31	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	okeeody	OK+EE+O+D_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Positionsposten; auf Grad II und als Ausführung; an der D-Stelle.	Setze den Positionsposten; auf Grad II und als Ausführung; an der D-Stelle.	Setze den Positionsposten; auf Grad II und als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1023	G407-E1023	G407-S051	32	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	qokoaiin	OK+O+AIIN	NONSTATE_CARD	NOT_APPLICABLE	Setze den Positionswert; als Ausführung.	Setze den Positionswert; als Ausführung.	Setze den Positionswert; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1024	G407-E1024	G407-S051	33	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	odain	O+D_ADDR+AIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Sektoranteil; als Ausführung; an der D-Stelle.	Im laufenden Gang setze den Sektoranteil; als Ausführung; an der D-Stelle.	Im laufenden Gang setze den Sektoranteil; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1025	G407-E1025	G407-S051	34	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ar	AR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze denselben Sektoranteil; von der Ausgangsposition.	Im laufenden Gang setze denselben Sektoranteil; von der Ausgangsposition.	Im laufenden Gang setze denselben Sektoranteil; von der Ausgangsposition.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1026	G407-E1026	G407-S051	35	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	air	AIR	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze denselben Sektoranteil; entlang der Ringbahn.	Im laufenden Gang setze denselben Sektoranteil; entlang der Ringbahn.	Im laufenden Gang setze denselben Sektoranteil; entlang der Ringbahn.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1027	G407-E1027	G407-S051	36	f67r2	CELESTIAL	zwei getrennte Himmelsräder und Tabelle	ay	A_ADDR+Y	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang setze den Positionsposten; an der A-Stelle.	Im laufenden Gang setze den Positionsposten; an der A-Stelle.	Im laufenden Gang setze den Positionsposten; an der A-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1028	G407-E1028	G407-S052	1	f68r1	CELESTIAL	mehrteilige Sternstellentafel	shokchy	SH+OK+CH+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Positionsposten, setze ihn und nimm ihn auf.	Halte den Positionsposten, setze ihn und nimm ihn auf.	Halte den Positionsposten, setze ihn und nimm ihn auf.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1029	G407-E1029	G407-S052	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chteey	CH+T+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Positionsposten auf und stelle ihn ein; auf Grad II.	Nimm den Positionsposten auf und stelle ihn ein; auf Grad II.	Nimm den Positionsposten auf und stelle ihn ein; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1030	G407-E1030	G407-S052	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choteey	CH+OT+EE+Y	STATE_CARD	OT	Danach: nimm den Positionsposten auf; auf Grad II.	Danach: nimm den Positionsposten auf; auf Grad II.	Danach: nimm den Positionsposten auf; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1031	G407-E1031	G407-S052	4	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cphol	CH+P+OL	STATE_CARD	OL	Weiter: nimm denselben Positionsposten auf und setze ihn ein.	Weiter: nimm denselben Positionsposten auf und setze ihn ein.	Weiter: nimm denselben Positionsposten auf und setze ihn ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1032	G407-E1032	G407-S052	5	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheor	CH+E+O+R	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Positionsposten auf und markiere ihn; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf und markiere ihn; auf Grad I und als Ausführung.	Nimm denselben Positionsposten auf und markiere ihn; auf Grad I und als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1033	G407-E1033	G407-S052	6	f68r1	CELESTIAL	mehrteilige Sternstellentafel	opcheeol	O+P+CH+EE+OL	STATE_CARD	OL	Weiter: setze denselben Positionsposten ein und nimm ihn auf; als Ausführung und auf Grad II.	Weiter: setze denselben Positionsposten ein und nimm ihn auf; als Ausführung und auf Grad II.	Weiter: setze denselben Positionsposten ein und nimm ihn auf; als Ausführung und auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1034	G407-E1034	G407-S052	7	f68r1	CELESTIAL	mehrteilige Sternstellentafel	otor	OT+OR	STATE_CARD	OT	Danach im laufenden Gang: nimm die Positionseinheit auf.	Danach im laufenden Gang: nimm die Positionseinheit auf.	Danach im laufenden Gang: nimm die Positionseinheit auf.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1035	G407-E1035	G407-S052	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	choctheeey	CH+O+CH+T+EEE+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Positionsposten auf, nimm ihn auf und stelle ihn ein; als Ausführung und auf Grad III.	Nimm den Positionsposten auf, nimm ihn auf und stelle ihn ein; als Ausführung und auf Grad III.	Nimm den Positionsposten auf, nimm ihn auf und stelle ihn ein; als Ausführung und auf Grad III.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1036	G407-E1036	G407-S052	9	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okchoal	OK+CH+O+AL	NONSTATE_CARD	NOT_APPLICABLE	Setze denselben Positionsposten und nimm ihn auf; zur Zielposition; als Ausführung.	Setze denselben Positionsposten und nimm ihn auf; zur Zielposition; als Ausführung.	Setze denselben Positionsposten und nimm ihn auf; zur Zielposition; als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1037	G407-E1037	G407-S052	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	tochso	T+O+CH+S+O	NONSTATE_CARD	NOT_APPLICABLE	Stelle denselben Positionsposten ein, nimm ihn auf und wähle ihn; beim Einstellen: als Ausführung; beim Wählen: ebenfalls als Ausführung.	Stelle denselben Positionsposten ein, nimm ihn auf und wähle ihn; beim Einstellen: als Ausführung; beim Wählen: ebenfalls als Ausführung.	Stelle denselben Positionsposten ein, nimm ihn auf und wähle ihn; beim Einstellen: als Ausführung; beim Wählen: ebenfalls als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1038	G407-E1038	G407-S052	11	f68r1	CELESTIAL	mehrteilige Sternstellentafel	otchl	OT+CH+L	STATE_CARD	OT	Danach: nimm denselben Positionsposten auf; über die Ringverbindung.	Danach: nimm denselben Positionsposten auf; über die Ringverbindung.	Danach: nimm denselben Positionsposten auf; über die Ringverbindung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1039	G407-E1039	G407-S052	12	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qokeeedy	OK+EEE+DY	STATE_CARD	DY	Setze denselben Positionsposten; auf Grad III; schließe den Schritt.	Setze denselben Positionsposten; auf Grad III; schließe den Schritt.	Setze denselben Positionsposten; auf Grad III; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1040	G407-E1040	G407-S053	1	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheey	SH+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Positionsposten; auf Grad II.	Halte den Positionsposten; auf Grad II.	Halte den Positionsposten; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1041	G407-E1041	G407-S053	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheeteey	CH+EE+T+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Positionsposten auf und stelle ihn ein; beim Aufnehmen: auf Grad II; beim Einstellen: ebenfalls auf Grad II.	Nimm den Positionsposten auf und stelle ihn ein; beim Aufnehmen: auf Grad II; beim Einstellen: ebenfalls auf Grad II.	Nimm den Positionsposten auf und stelle ihn ein; beim Aufnehmen: auf Grad II; beim Einstellen: ebenfalls auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1042	G407-E1042	G407-S053	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yteody	Y+T+E+O+DY	STATE_CARD	DY	Stelle den Positionsposten ein; auf Grad I und als Ausführung; schließe den Schritt.	Stelle den Positionsposten ein; auf Grad I und als Ausführung; schließe den Schritt.	Stelle den Positionsposten ein; auf Grad I und als Ausführung; schließe den Schritt.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1043	G407-E1043	G407-S054	1	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chpor	CH+P+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Positionseinheit auf und setze sie ein.	Nimm die Positionseinheit auf und setze sie ein.	Nimm die Positionseinheit auf und setze sie ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1044	G407-E1044	G407-S054	2	f68r1	CELESTIAL	mehrteilige Sternstellentafel	cheokorchey	CH+E+O+K+OR+CH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Positionseinheit und den Positionsposten auf, ordne sie und ihn zu und nimm sie und ihn auf; beim ersten Aufnehmen: auf Grad I; als Ausführung; beim zweiten Aufnehmen: ebenfalls auf Grad I.	Nimm die Positionseinheit und den Positionsposten auf, ordne sie und ihn zu und nimm sie und ihn auf; beim ersten Aufnehmen: auf Grad I; als Ausführung; beim zweiten Aufnehmen: ebenfalls auf Grad I.	Nimm die Positionseinheit und den Positionsposten auf, ordne sie und ihn zu und nimm sie und ihn auf; beim ersten Aufnehmen: auf Grad I; als Ausführung; beim zweiten Aufnehmen: ebenfalls auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1045	G407-E1045	G407-S054	3	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chod	CH+O+D_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Nimm denselben Positionsposten auf; als Ausführung; an der D-Stelle.	Nimm denselben Positionsposten auf; als Ausführung; an der D-Stelle.	Nimm denselben Positionsposten auf; als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1046	G407-E1046	G407-S054	4	f68r1	CELESTIAL	mehrteilige Sternstellentafel	ykor	Y+K+OR	NONSTATE_CARD	NOT_APPLICABLE	Ordne den Positionsposten und die Positionseinheit zu.	Ordne den Positionsposten und die Positionseinheit zu.	Ordne den Positionsposten und die Positionseinheit zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1047	G407-E1047	G407-S054	5	f68r1	CELESTIAL	mehrteilige Sternstellentafel	shey	SH+E+Y	NONSTATE_CARD	NOT_APPLICABLE	Halte den Positionsposten; auf Grad I.	Halte den Positionsposten; auf Grad I.	Halte den Positionsposten; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1048	G407-E1048	G407-S054	6	f68r1	CELESTIAL	mehrteilige Sternstellentafel	qocheey	CARRIER_Q+O+CH+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Nimm den Positionsposten auf; als neuen Einsatz, als Ausführung und auf Grad II.	Nimm den Positionsposten auf; als neuen Einsatz, als Ausführung und auf Grad II.	Nimm den Positionsposten auf; als neuen Einsatz, als Ausführung und auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1049	G407-E1049	G407-S054	7	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chokal	OK+AL	NONSTATE_CARD	NOT_APPLICABLE	Setze denselben Positionsposten; zur Zielposition.	Setze denselben Positionsposten; zur Zielposition.	Setze denselben Positionsposten; zur Zielposition.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1050	G407-E1050	G407-S054	8	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okeey	OK+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Setze den Positionsposten; auf Grad II.	Setze den Positionsposten; auf Grad II.	Setze den Positionsposten; auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1051	G407-E1051	G407-S054	9	f68r1	CELESTIAL	mehrteilige Sternstellentafel	ror	R+OR	NONSTATE_CARD	NOT_APPLICABLE	Markiere die Positionseinheit.	Markiere die Positionseinheit.	Markiere die Positionseinheit.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1052	G407-E1052	G407-S054	10	f68r1	CELESTIAL	mehrteilige Sternstellentafel	eckhear	E+CH+K+E+AR	NONSTATE_CARD	NOT_APPLICABLE	Nimm dieselbe Positionseinheit auf und ordne sie zu; beim Aufnehmen: auf Grad I; beim Zuordnen: ebenfalls auf Grad I; von der Ausgangsposition.	Nimm dieselbe Positionseinheit auf und ordne sie zu; beim Aufnehmen: auf Grad I; beim Zuordnen: ebenfalls auf Grad I; von der Ausgangsposition.	Nimm dieselbe Positionseinheit auf und ordne sie zu; beim Aufnehmen: auf Grad I; beim Zuordnen: ebenfalls auf Grad I; von der Ausgangsposition.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1053	G407-E1053	G407-S054	11	f68r1	CELESTIAL	mehrteilige Sternstellentafel	daram	DA+R+A_ADDR+AM_ADDR	NONSTATE_CARD	NOT_APPLICABLE	Markiere dieselbe Positionseinheit; auf der zweiten Stufe; an der A-Stelle und an der AM-Stelle.	Markiere dieselbe Positionseinheit; auf der zweiten Stufe; an der A-Stelle und an der AM-Stelle.	Markiere dieselbe Positionseinheit; auf der zweiten Stufe; an der A-Stelle und an der AM-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1054	G407-E1054	G407-S054	12	f68r1	CELESTIAL	mehrteilige Sternstellentafel	dchor	D_ADDR+CH+OR	NONSTATE_CARD	NOT_APPLICABLE	Nimm die Positionseinheit auf; an der D-Stelle.	Nimm die Positionseinheit auf; an der D-Stelle.	Nimm die Positionseinheit auf; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1055	G407-E1055	G407-S054	13	f68r1	CELESTIAL	mehrteilige Sternstellentafel	okaiiin	OK+A_ADDR+LOCAL_CHAR_I+IIN	NONSTATE_CARD	NOT_APPLICABLE	Setze dieselbe Positionseinheit; auf der bezeichneten Stufe; an der A-Stelle und mit der i-Variante.	Setze dieselbe Positionseinheit; auf der bezeichneten Stufe; an der A-Stelle und mit der i-Variante.	Setze dieselbe Positionseinheit; auf der bezeichneten Stufe; an der A-Stelle und mit der i-Variante.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1056	G407-E1056	G407-S054	14	f68r1	CELESTIAL	mehrteilige Sternstellentafel	yky	Y+K+Y	NONSTATE_CARD	NOT_APPLICABLE	Ordne den äußeren Positionsposten und den inneren Positionsposten zu.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu.	Ordne den äußeren Positionsposten und den inneren Positionsposten zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1057	G407-E1057	G407-S054	15	f68r1	CELESTIAL	mehrteilige Sternstellentafel	dary	DA+R+Y	NONSTATE_CARD	NOT_APPLICABLE	Markiere den Positionsposten; auf der zweiten Stufe.	Markiere den Positionsposten; auf der zweiten Stufe.	Markiere den Positionsposten; auf der zweiten Stufe.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1058	G407-E1058	G407-S054	16	f68r1	CELESTIAL	mehrteilige Sternstellentafel	chkchykoly	CH+K+CH+Y+K+OL+Y	STATE_CARD	OL	Weiter: nimm die beiden Positionsposten auf und ordne sie zu und nimm sie auf und ordne sie zu.	Weiter: nimm die beiden Positionsposten auf und ordne sie zu und nimm sie auf und ordne sie zu.	Weiter: nimm die beiden Positionsposten auf und ordne sie zu und nimm sie auf und ordne sie zu.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1059	G407-E1059	G407-S055	1	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	osheo	O+SH+E+O	NONSTATE_CARD	NOT_APPLICABLE	Halte; beim Halten: als Ausführung; auf Grad I; beim Halten: erneut als Ausführung.	Halte; beim Halten: als Ausführung; auf Grad I; beim Halten: erneut als Ausführung.	Halte; beim Halten: als Ausführung; auf Grad I; beim Halten: erneut als Ausführung.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1060	G407-E1060	G407-S055	2	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	parar	P+AR+AR	NONSTATE_CARD	NOT_APPLICABLE	Setze ein; von der Ausgangsposition im äußeren Zweig und von der Ausgangsposition im inneren Zweig.	Setze ein; von der Ausgangsposition im äußeren und im inneren Zweig.	Setze ein; von der Ausgangsposition im äußeren Zweig und von der Ausgangsposition im inneren Zweig.	CHANGED_EVENT_KEYED_SCOPE_CARD	GDT579-P01	ADJACENT_FACTORIZATION	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1061	G407-E1061	G407-S055	3	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteeodaiin	OT+EE+O+D_ADDR+AIIN	STATE_CARD	OT	Danach im laufenden Gang: setze den Positionswert ein; auf Grad II und als Ausführung; an der D-Stelle.	Danach im laufenden Gang: setze den Positionswert ein; auf Grad II und als Ausführung; an der D-Stelle.	Danach im laufenden Gang: setze den Positionswert ein; auf Grad II und als Ausführung; an der D-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1062	G407-E1062	G407-S055	4	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	she	SH+E	NONSTATE_CARD	NOT_APPLICABLE	Halte denselben Positionswert; auf Grad I.	Halte denselben Positionswert; auf Grad I.	Halte denselben Positionswert; auf Grad I.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1063	G407-E1063	G407-S055	5	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	ateey	A_ADDR+T+EE+Y	NONSTATE_CARD	NOT_APPLICABLE	Stelle den Positionsposten ein; auf Grad II; an der A-Stelle.	Stelle den Positionsposten ein; auf Grad II; an der A-Stelle.	Stelle den Positionsposten ein; auf Grad II; an der A-Stelle.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1064	G407-E1064	G407-S055	6	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	daiin	AIIN	NONSTATE_CARD	NOT_APPLICABLE	Im laufenden Gang stelle den Positionswert ein.	Im laufenden Gang stelle den Positionswert ein.	Im laufenden Gang stelle den Positionswert ein.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
1065	G407-E1065	G407-S055	7	f71v	CELESTIAL	erste lokale Figuren-/Sternringgruppe	oteokeey	OT+E+O+K+EE+Y	STATE_CARD	OT	Danach: ordne den Positionsposten zu; auf Grad I, als Ausführung und auf Grad II.	Danach: ordne den Positionsposten zu; auf Grad I, als Ausführung und auf Grad II.	Danach: ordne den Positionsposten zu; auf Grad I, als Ausführung und auf Grad II.	UNCHANGED_NON_SCOPE_EVENT	NONE	NONE	EVENT_ID_KEYED_EDITION__GDT578_SOURCE_ROUNDTRIP_EXACT
