selection_id	source_recipe	mutation_family	neutral_selection_class	neighbor_id	target_recipe	target_is_exact_catalog_key	neutral_execution_decision	neutral_blocked_factor_rules	selection_rule
G454-V00784	CH+K+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N04663	CH+K	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00785	CH+K+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04666	CH+CH+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00786	CH+K+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04667	CH+CHD+OR	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00787	CH+K+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04685	CH+Y+K	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00788	CH+K+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04687	CH+K	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00789	CH+K+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04690	CH+CH+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00790	CH+K+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04691	CH+CHD+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00791	CH+K+Y+D_ADDR+S	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04709	CH+K+D_ADDR+Y+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00792	CH+K+Y+D_ADDR+S	ATOM_DELETION	NEUTRAL_READABLE	G447-N04713	CH+K+D_ADDR+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00793	CH+K+Y+D_ADDR+S	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04718	CH+CH+Y+D_ADDR+S	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00794	CH+K+Y+D_ADDR+S	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04719	CH+CHD+Y+D_ADDR+S	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00795	CH+L	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04745	L+CH	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00796	CH+L	ATOM_DELETION	NEUTRAL_READABLE	G447-N04746	CH	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00797	CH+L	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04748	CH+AIR	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00798	CH+L+CH+P+SH+EE+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04759	CH+CH+L+P+SH+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00799	CH+L+CH+P+SH+EE+Y	ADJACENT_SWAP	NEUTRAL_STOP	G447-N04762	CH+L+CH+SH+P+EE+Y	NO	STOP	PAIR:CH>SH|PAIR:SH>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00800	CH+L+CH+P+SH+EE+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04765	CH+CH+P+SH+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00801	CH+L+CH+P+SH+EE+Y	ATOM_DELETION	NEUTRAL_STOP	G447-N04769	CH+L+CH+SH+EE+Y	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00802	CH+L+CH+P+SH+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04772	CH+AIR+CH+P+SH+EE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00803	CH+L+CH+P+SH+EE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04775	CH+L+CH+CH+SH+EE+Y	NO	STOP	PAIR:CH>SH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00804	CH+LOCAL_CHAR_F+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04812	CH+AIIN+LOCAL_CHAR_F	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00805	CH+LOCAL_CHAR_F+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N04814	CH+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00806	CH+LOCAL_CHAR_F+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04817	CH+LOCAL_CHAR_F+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00807	CH+LOCAL_CHAR_F+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04828	CH+AIN+LOCAL_CHAR_F	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00808	CH+LOCAL_CHAR_F+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N04830	CH+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00809	CH+LOCAL_CHAR_F+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04833	CH+LOCAL_CHAR_F+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00810	CH+LOCAL_CHAR_F+O+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04844	CH+LOCAL_CHAR_F+AIIN+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00811	CH+LOCAL_CHAR_F+O+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N04847	CH+LOCAL_CHAR_F+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00812	CH+LOCAL_CHAR_F+O+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04851	CH+LOCAL_CHAR_F+O+AIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00813	CH+LOCAL_CHAR_F+OL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04862	CH+OL+LOCAL_CHAR_F	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00814	CH+LOCAL_CHAR_F+OL	ATOM_DELETION	NEUTRAL_READABLE	G447-N04864	CH+LOCAL_CHAR_F	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00815	CH+LOCAL_CHAR_F+OL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04867	CH+LOCAL_CHAR_F+OT	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00816	CH+LOCAL_CHAR_F+OL+DY	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04876	CH+LOCAL_CHAR_F+DY+OL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00817	CH+LOCAL_CHAR_F+OL+DY	ATOM_DELETION	NEUTRAL_READABLE	G447-N04879	CH+LOCAL_CHAR_F+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00818	CH+LOCAL_CHAR_F+OL+DY	ATOM_DELETION	NEUTRAL_STOP	G447-N04882	LOCAL_CHAR_F+OL+DY	NO	STOP	CLOSE:NO_ACTIVE_ACTION	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00819	CH+LOCAL_CHAR_F+OL+DY	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04883	CH+LOCAL_CHAR_F+OT+DY	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00820	CH+LOCAL_CHAR_F+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04892	CH+OR+LOCAL_CHAR_F	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00821	CH+LOCAL_CHAR_F+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N04894	CH+LOCAL_CHAR_F	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00822	CH+LOCAL_CHAR_F+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04897	CH+LOCAL_CHAR_F+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00823	CH+LOCAL_CHAR_F+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04908	CH+Y+LOCAL_CHAR_F	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00824	CH+LOCAL_CHAR_F+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04910	CH+LOCAL_CHAR_F	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00825	CH+LOCAL_CHAR_F+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04913	CH+LOCAL_CHAR_F+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00826	CH+O+CH+LOCAL_CHAR_F+E+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04924	CH+CH+O+LOCAL_CHAR_F+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00827	CH+O+CH+LOCAL_CHAR_F+E+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04929	CH+CH+LOCAL_CHAR_F+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00828	CH+O+CH+LOCAL_CHAR_F+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04935	CH+O+CH+LOCAL_CHAR_F+E+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00829	CH+O+CH+LOCAL_CHAR_F+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04956	CH+CH+O+LOCAL_CHAR_F+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00830	CH+O+CH+LOCAL_CHAR_F+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N04960	CH+CH+LOCAL_CHAR_F+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00831	CH+O+CH+LOCAL_CHAR_F+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04965	CH+O+CH+LOCAL_CHAR_F+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00832	CH+O+CH+T+AR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N04984	CH+CH+O+T+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00833	CH+O+CH+T+AR	ATOM_DELETION	NEUTRAL_READABLE	G447-N04988	CH+CH+T+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00834	CH+O+CH+T+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N04993	CH+O+CH+CH+AR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00835	CH+O+CH+T+AR	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N04994	CH+O+CH+CHD+AR	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00836	CH+O+CH+T+E+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05020	CH+CH+O+T+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00837	CH+O+CH+T+E+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N05025	CH+CH+T+E+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00838	CH+O+CH+T+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05031	CH+O+CH+CH+E+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00839	CH+O+CH+T+E+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N05032	CH+O+CH+CHD+E+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00840	CH+O+CH+T+EEE+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05060	CH+CH+O+T+EEE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00841	CH+O+CH+T+EEE+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N05065	CH+CH+T+EEE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00842	CH+O+CH+T+EEE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05071	CH+O+CH+CH+EEE+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00843	CH+O+CH+T+EEE+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N05072	CH+O+CH+CHD+EEE+Y	NO	STOP	FOCUS:CHD<-EEE|PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00844	CH+O+CH+T+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05100	CH+CH+O+T+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00845	CH+O+CH+T+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N05104	CH+CH+T+Y	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00846	CH+O+CH+T+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05109	CH+O+CH+CH+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00847	CH+O+CH+T+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N05110	CH+O+CH+CHD+Y	NO	STOP	PAIR:CH>CHD	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00848	CH+O+D_ADDR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05136	CH+D_ADDR+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00849	CH+O+D_ADDR	ATOM_DELETION	NEUTRAL_READABLE	G447-N05138	CH+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00850	CH+O+D_ADDR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05141	CHD+O+D_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00851	CH+O+D_ADDR+AIIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05149	CH+D_ADDR+O+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00852	CH+O+D_ADDR+AIIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N05152	CH+D_ADDR+AIIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00853	CH+O+D_ADDR+AIIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05156	CH+O+D_ADDR+AIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00854	CH+O+D_ADDR+AIN	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05167	CH+D_ADDR+O+AIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00855	CH+O+D_ADDR+AIN	ATOM_DELETION	NEUTRAL_READABLE	G447-N05170	CH+D_ADDR+AIN	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00856	CH+O+D_ADDR+AIN	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05174	CH+O+D_ADDR+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00857	CH+O+D_ADDR+L	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05185	CH+D_ADDR+O+L	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00858	CH+O+D_ADDR+L	ATOM_DELETION	NEUTRAL_READABLE	G447-N05188	CH+D_ADDR+L	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00859	CH+O+D_ADDR+L	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05192	CH+O+D_ADDR+AIR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00860	CH+O+D_ADDR+OR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05203	CH+D_ADDR+O+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00861	CH+O+D_ADDR+OR	ATOM_DELETION	NEUTRAL_READABLE	G447-N05206	CH+D_ADDR+OR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00862	CH+O+D_ADDR+OR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05210	CH+O+D_ADDR+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00863	CH+O+D_ADDR+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05221	CH+D_ADDR+O+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00864	CH+O+D_ADDR+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N05224	CH+D_ADDR+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00865	CH+O+D_ADDR+Y	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05228	CH+O+D_ADDR+AIIN	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00866	CH+O+E+R	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05239	CH+E+O+R	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00867	CH+O+E+R	ATOM_DELETION	NEUTRAL_READABLE	G447-N05242	CH+E+R	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00868	CH+O+E+R	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05246	CH+O+E+CH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00869	CH+O+EE+A_ADDR	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05264	CH+EE+O+A_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00870	CH+O+EE+A_ADDR	ATOM_DELETION	NEUTRAL_READABLE	G447-N05267	CH+EE+A_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00871	CH+O+EE+A_ADDR	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05271	CH+O+E+A_ADDR	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00872	CH+O+P	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05281	CH+P+O	YES	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00873	CH+O+P	ATOM_DELETION	NEUTRAL_READABLE	G447-N05283	CH+O	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00874	CH+O+P	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05286	CH+O+CH	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00875	CH+O+P+CH+AL	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05302	CH+O+CH+P+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00876	CH+O+P+CH+AL	ATOM_DELETION	NEUTRAL_READABLE	G447-N05306	CH+O+CH+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00877	CH+O+P+CH+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_READABLE	G447-N05311	CH+O+CH+CH+AL	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00878	CH+O+P+CH+AL	SAME_CLASS_SUBSTITUTION	NEUTRAL_STOP	G447-N05312	CH+O+CHD+CH+AL	NO	STOP	PAIR:CHD>CH	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00879	CH+O+P+CHD+Y	ADJACENT_SWAP	NEUTRAL_READABLE	G447-N05339	CH+O+P+Y+CHD	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00880	CH+O+P+CHD+Y	ADJACENT_SWAP	NEUTRAL_STOP	G447-N05338	CH+O+CHD+P+Y	NO	STOP	PAIR:CHD>P	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
G454-V00881	CH+O+P+CHD+Y	ATOM_DELETION	NEUTRAL_READABLE	G447-N05342	CH+O+CHD+Y	NO	READ	NONE	LEXICOGRAPHIC_FIRST_WITHIN_SOURCE_MUTATION_FAMILY_AND_NEUTRAL_CLASS
