visible_action_ordinal	event_id	statement_id	physical_page	register	surface	recipe	written_action_roots	written_action_slot_count	effective_argument_roots	argument_source	rendered_action_chain_de	expanded_action_chain_de	visible_modifier_phrase_de	state_sequence_role	owner_free_microphrase_de	repeat_status	all_action_slots_retained	guard
298	G407-E1993	G407-S224	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
299	G407-E1994	G407-S225	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	AIN	INHERITED_ARGUMENT_CONTEXT	setze den Anteil	setze den Anteil	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Anteil; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
300	G407-E2005	G407-S228	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
301	G407-E2006	G407-S229	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
302	G407-E2007	G407-S230	f76r	BIOLOGICAL	lshedy	L+SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	über die Verbindung; auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; über die Verbindung; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
303	G407-E2008	G407-S231	f76r	BIOLOGICAL	qolchedy	OL+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	NONE	CONTINUE_THEN_CLOSE	Weiter: bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
304	G407-E2010	G407-S233	f76r	BIOLOGICAL	dshedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
305	G407-E2013	G407-S234	f76r	BIOLOGICAL	lchedy	L+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
306	G407-E2021	G407-S235	f76r	BIOLOGICAL	alchdy	AL+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	zum Zielort	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; zum Zielort; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
307	G407-E2022	G407-S236	f76r	BIOLOGICAL	qokchsdy	OK+CHD+S+DY	OK|CHD|S	3	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten und bearbeite den Posten und wähle den Posten	setze den Posten und bearbeite den Posten und wähle den Posten	NONE	CLOSE_CURRENT_OPERATION	Setze den Posten und bearbeite den Posten und wähle den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
308	G407-E2024	G407-S237	f76r	BIOLOGICAL	lchedy	L+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
309	G407-E2028	G407-S238	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
310	G407-E2032	G407-S239	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
311	G407-E2034	G407-S241	f76r	BIOLOGICAL	sheedy	SH+EE+DY	SH	1	NONE	NO_ACTIVE_ARGUMENT	halte	halte	auf Grad II	CLOSE_CURRENT_OPERATION	Halte; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
312	G407-E2035	G407-S242	f76r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	NONE	NO_ACTIVE_ARGUMENT	setze	setze	auf Grad I	CLOSE_CURRENT_OPERATION	Setze; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
313	G407-E2040	G407-S243	f76r	BIOLOGICAL	olchy	OL+CH+Y	CH	1	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten	nimm den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
314	G407-E2043	G407-S243	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
315	G407-E2047	G407-S244	f76r	BIOLOGICAL	dalshedy	AL+SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	zum Zielort; auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; zum Zielort; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
316	G407-E2049	G407-S245	f76r	BIOLOGICAL	sheedy	SH+EE+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
317	G407-E2062	G407-S246	f76r	BIOLOGICAL	lchedy	L+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
318	G407-E2069	G407-S247	f76r	BIOLOGICAL	lchedy	L+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
319	G407-E2076	G407-S248	f76r	BIOLOGICAL	qolchedy	OL+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	NONE	CONTINUE_THEN_CLOSE	Weiter: bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
320	G407-E2101	G407-S250	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
321	G407-E2102	G407-S251	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
322	G407-E2104	G407-S252	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
323	G407-E2115	G407-S253	f76r	BIOLOGICAL	cheolchey	CH+E+OL+CH+E+Y	CH|CH	2	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten und nimm den Posten	nimm den Posten und nimm den Posten	auf Grad I; auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten und nimm den Posten; auf Grad I; auf Grad I.	REPEATED_ROOTS_SEPARATED_AND_RETAINED	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
324	G407-E2123	G407-S253	f76r	BIOLOGICAL	olky	OL+K+Y	K	1	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten	gib den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
325	G407-E2132	G407-S254	f76r	BIOLOGICAL	dalshedy	AL+SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	zum Zielort; auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; zum Zielort; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
326	G407-E2140	G407-S255	f76r	BIOLOGICAL	qokedy	OK+E+DY	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
327	G407-E2143	G407-S257	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
328	G407-E2147	G407-S258	f76r	BIOLOGICAL	pchedy	P+CHD+DY	P|CHD	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten ein und bearbeite den Posten	setze den Posten ein und bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Setze den Posten ein und bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
329	G407-E2159	G407-S259	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
330	G407-E2160	G407-S260	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
331	G407-E2162	G407-S261	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
332	G407-E2163	G407-S262	f76r	BIOLOGICAL	ollchy	OL+L+CH+Y	CH	1	Y	VISIBLE_ARGUMENT_IN_CARD	nimm den Posten	nimm den Posten	über die Verbindung	CONTINUE_CURRENT_OPERATION	Weiter: nimm den Posten; über die Verbindung.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
333	G407-E2169	G407-S262	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
334	G407-E2173	G407-S263	f76r	BIOLOGICAL	okeolor	OK+E+OL	OK	1	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten	setze den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: setze den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
335	G407-E2181	G407-S263	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
336	G407-E2182	G407-S264	f76r	BIOLOGICAL	sheol	SH+E+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
337	G407-E2198	G407-S265	f76r	BIOLOGICAL	olsheol	OL+K+E+OL	K	1	Y	INHERITED_ARGUMENT_CONTEXT	gib den Posten	gib den Posten	auf Grad I	DOUBLE_CONTINUATION_BRIDGE	Weiter: gib den Posten; auf Grad I; nochmals weiterführen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
338	G407-E2201	G407-S266	f76r	BIOLOGICAL	polalchdy	P+OL+AL+CHD+DY	P|CHD	2	NONE	NO_ACTIVE_ARGUMENT	setze ein und bearbeite	setze ein und bearbeite	zum Zielort	CONTINUE_THEN_CLOSE	Weiter: setze ein und bearbeite; zum Zielort; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
339	G407-E2202	G407-S267	f76r	BIOLOGICAL	pshedy	P+SH+E+DY	P|SH	2	NONE	NO_ACTIVE_ARGUMENT	setze ein und halte	setze ein und halte	auf Grad I	CLOSE_CURRENT_OPERATION	Setze ein und halte; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
340	G407-E2203	G407-S268	f76r	BIOLOGICAL	opchedy	O+P+CHD+DY	P|CHD	2	NONE	NO_ACTIVE_ARGUMENT	setze ein und bearbeite	setze ein und bearbeite	zur Ausführung	CLOSE_CURRENT_OPERATION	Setze ein und bearbeite; zur Ausführung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
341	G407-E2205	G407-S269	f76r	BIOLOGICAL	yksheol	SH+E+OL	SH	1	NONE	NO_ACTIVE_ARGUMENT	halte	halte	auf Grad I	CONTINUE_CURRENT_OPERATION	Weiter: halte; auf Grad I.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
342	G407-E2206	G407-S269	f76r	BIOLOGICAL	qokeedy	OK+EE+DY	OK	1	NONE	NO_ACTIVE_ARGUMENT	setze	setze	auf Grad II	CLOSE_CURRENT_OPERATION	Setze; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
343	G407-E2209	G407-S270	f76r	BIOLOGICAL	chpsheedy	CH+P+SH+EE+DY	CH|P|SH	3	Y	INHERITED_ARGUMENT_CONTEXT	nimm den Posten und setze den Posten ein und halte den Posten	nimm den Posten und setze den Posten ein und halte den Posten	auf Grad II	CLOSE_CURRENT_OPERATION	Nimm den Posten und setze den Posten ein und halte den Posten; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
344	G407-E2219	G407-S271	f76r	BIOLOGICAL	olchdy	OL+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	NONE	CONTINUE_THEN_CLOSE	Weiter: bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
345	G407-E2223	G407-S272	f76r	BIOLOGICAL	lchedy	L+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
346	G407-E2226	G407-S273	f76r	BIOLOGICAL	okedy	OK+E+DY	OK	1	AIN	INHERITED_ARGUMENT_CONTEXT	setze den Anteil	setze den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
347	G407-E2236	G407-S275	f76r	BIOLOGICAL	qokchdyl	OK+CHD+DY+L	OK|CHD	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten und bearbeite den Posten	setze den Posten und bearbeite den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Setze den Posten und bearbeite den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
348	G407-E2242	G407-S276	f76r	BIOLOGICAL	lchedy	L+CHD+DY	CHD	1	Y	INHERITED_ARGUMENT_CONTEXT	bearbeite den Posten	bearbeite den Posten	über die Verbindung	CLOSE_CURRENT_OPERATION	Bearbeite den Posten; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
349	G407-E2245	G407-S277	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIN	INHERITED_ARGUMENT_CONTEXT	halte den Anteil	halte den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
350	G407-E2253	G407-S278	f76r	BIOLOGICAL	sheeoldy	SH+EE+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad II	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten; auf Grad II.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
351	G407-E2259	G407-S279	f76r	BIOLOGICAL	poleedaran	P+OL+EE+D_ADDR+AR+AN	P	1	NONE	NO_ACTIVE_ARGUMENT	setze ein	setze ein	auf Grad II; hier; vom Ausgang; als Klasse	CONTINUE_CURRENT_OPERATION	Weiter: setze ein; auf Grad II; hier; vom Ausgang; als Klasse.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
352	G407-E2266	G407-S279	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	AIIN	INHERITED_ARGUMENT_CONTEXT	halte den Wert	halte den Wert	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Wert; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
353	G407-E2270	G407-S280	f76r	BIOLOGICAL	kolpy	K+OL+P+Y	K|P	2	Y	VISIBLE_ARGUMENT_IN_CARD	gib den Posten und setze den Posten ein	gib den Posten und setze den Posten ein	NONE	CONTINUE_CURRENT_OPERATION	Weiter: gib den Posten und setze den Posten ein.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
354	G407-E2272	G407-S281	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	auf Grad I	CLOSE_CURRENT_OPERATION	Halte den Posten; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
355	G407-E2278	G407-S282	f76r	BIOLOGICAL	okeedy	OK+EE+DY	OK	1	AIIN	INHERITED_ARGUMENT_CONTEXT	setze den Wert	setze den Wert	auf Grad II	CLOSE_CURRENT_OPERATION	Setze den Wert; auf Grad II; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
356	G407-E2286	G407-S283	f76r	BIOLOGICAL	okedy	OK+E+DY	OK	1	AIN	INHERITED_ARGUMENT_CONTEXT	setze den Anteil	setze den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
357	G407-E2288	G407-S285	f76r	BIOLOGICAL	okedy	OK+E+DY	OK	1	AIN	INHERITED_ARGUMENT_CONTEXT	setze den Anteil	setze den Anteil	auf Grad I	CLOSE_CURRENT_OPERATION	Setze den Anteil; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
358	G407-E2289	G407-S286	f76r	BIOLOGICAL	lchedy	L+CHD+DY	CHD	1	AIN	INHERITED_ARGUMENT_CONTEXT	bearbeite den Anteil	bearbeite den Anteil	über die Verbindung	CLOSE_CURRENT_OPERATION	Bearbeite den Anteil; über die Verbindung; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
359	G407-E2313	G407-S289	f76r	BIOLOGICAL	shedy	SH+E+DY	SH	1	OR	INHERITED_ARGUMENT_CONTEXT	halte die Einheit	halte die Einheit	auf Grad I	CLOSE_CURRENT_OPERATION	Halte die Einheit; auf Grad I; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
360	G407-E2318	G407-S290	f76r	BIOLOGICAL	shol	SH+OL	SH	1	Y	INHERITED_ARGUMENT_CONTEXT	halte den Posten	halte den Posten	NONE	CONTINUE_CURRENT_OPERATION	Weiter: halte den Posten.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
361	G407-E2327	G407-S290	f76r	BIOLOGICAL	pchedy	P+CHD+DY	P|CHD	2	Y	INHERITED_ARGUMENT_CONTEXT	setze den Posten ein und bearbeite den Posten	setze den Posten ein und bearbeite den Posten	NONE	CLOSE_CURRENT_OPERATION	Setze den Posten ein und bearbeite den Posten; abschließen.	NO_REPEATED_ACTION_ROOT	YES	VISIBLE_ACTION_ORDER_FIXED__CONTEXT_ARGUMENT_NOT_A_WRITTEN_ATOM
