actionless_link_ordinal	event_id	statement_id	physical_page	register	surface	recipe	gdt562_completeness_role	effective_action_root	effective_argument_roots	gdt562_microphrase_de	gdt563_microphrase_de	microphrase_byte_identical	source_link_status
597	G407-E4100	G407-S668	f89r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	S	AIN	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	YES	EXACT_EVENT_JOIN
598	G407-E4115	G407-S669	f89r	PHARMA	darolg	AR+OL	FULL_INHERITED_OPERATION	P	Y	Weiter: setze den Posten ein; vom Ausgang.	Weiter: setze den Posten ein; vom Ausgang.	YES	EXACT_EVENT_JOIN
599	G407-E4123	G407-S670	f89r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
600	G407-E4130	G407-S670	f89r	PHARMA	qotey	OT+E+Y	FULL_INHERITED_OPERATION	S	Y	Danach: wähle den Posten; auf Grad I.	Danach: wähle den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
601	G407-E4140	G407-S670	f89r	PHARMA	dainaldy	D_ADDR+AIN+AL+DY	FULL_INHERITED_OPERATION	CH	AIN	Nimm den Anteil; hier; zum Zielort; abschließen.	Nimm den Anteil; hier; zum Zielort; abschließen.	YES	EXACT_EVENT_JOIN
602	G407-E4167	G407-S672	f89r	PHARMA	otcham	OT+AM_ADDR	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; hier.	Danach: bearbeite den Posten; hier.	YES	EXACT_EVENT_JOIN
603	G407-E4168	G407-S672	f89r	PHARMA	ol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
604	G407-E4177	G407-S672	f89r	PHARMA	qotol	OT+OL	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; weiterführen.	Danach: halte den Posten; weiterführen.	YES	EXACT_EVENT_JOIN
605	G407-E4182	G407-S672	f89r	PHARMA	oteos	OT+E+O+S_ADDR	FULL_INHERITED_OPERATION	CH	AIN	Danach: nimm den Anteil; auf Grad I; zur Ausführung; hier.	Danach: nimm den Anteil; auf Grad I; zur Ausführung; hier.	YES	EXACT_EVENT_JOIN
606	G407-E4214	G407-S675	f89r	PHARMA	choldy	OL+Y	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
607	G407-E4216	G407-S675	f89r	PHARMA	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	S	Y	Weiter: wähle den Posten; hier.	Weiter: wähle den Posten; hier.	YES	EXACT_EVENT_JOIN
608	G407-E4224	G407-S675	f89r	PHARMA	qody	CARRIER_Q+O+DY	FULL_INHERITED_OPERATION	CH	Y	Nimm den Posten; am Beginn; zur Ausführung; abschließen.	Nimm den Posten; am Beginn; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
609	G407-E4232	G407-S677	f89r	PHARMA	yody	Y+O+DY	FULL_INHERITED_OPERATION	CH	Y	Nimm den Posten; zur Ausführung; abschließen.	Nimm den Posten; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
610	G407-E4233	G407-S678	f89r	PHARMA	qoteol	OT+E+OL	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten; auf Grad I; weiterführen.	Danach: nimm den Posten; auf Grad I; weiterführen.	YES	EXACT_EVENT_JOIN
611	G407-E4234	G407-S678	f89r	PHARMA	oldaiin	OL+D_ADDR+AIIN	FULL_INHERITED_OPERATION	CH	AIIN	Weiter: nimm den Wert; hier.	Weiter: nimm den Wert; hier.	YES	EXACT_EVENT_JOIN
612	G407-E4235	G407-S678	f89r	PHARMA	otol	OT+OL	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert; weiterführen.	Danach: nimm den Wert; weiterführen.	YES	EXACT_EVENT_JOIN
613	G407-E4238	G407-S678	f89r	PHARMA	oldaiin	OL+D_ADDR+AIIN	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert; hier.	Weiter: halte den Wert; hier.	YES	EXACT_EVENT_JOIN
614	G407-E4253	G407-S678	f89r	PHARMA	ol	OL	FULL_INHERITED_OPERATION	OK	OR	Weiter: setze die Einheit.	Weiter: setze die Einheit.	YES	EXACT_EVENT_JOIN
615	G407-E4256	G407-S678	f89r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
616	G407-E4258	G407-S678	f89r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	K	AIIN	Weiter: gib den Wert.	Weiter: gib den Wert.	YES	EXACT_EVENT_JOIN
617	G407-E4262	G407-S680	f89r	PHARMA	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	CH	AIIN	Weiter: nimm den Wert; hier.	Weiter: nimm den Wert; hier.	YES	EXACT_EVENT_JOIN
618	G407-E4265	G407-S680	f89r	PHARMA	ol	OL	FULL_INHERITED_OPERATION	S	AIIN	Weiter: wähle den Wert.	Weiter: wähle den Wert.	YES	EXACT_EVENT_JOIN
619	G407-E4293	G407-S681	f89r	PHARMA	kolches	OL+Y	ARGUMENT_REFERENCE_INITIALIZER	NONE	Y	Weiter: Bezug auf den Posten.	Weiter: Bezug auf den Posten.	YES	EXACT_EVENT_JOIN
620	G407-E4303	G407-S682	f89r	PHARMA	oldy	OL+DY	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten; abschließen.	Weiter: setze den Posten; abschließen.	YES	EXACT_EVENT_JOIN
621	G407-E4305	G407-S683	f89r	PHARMA	ytoldy	OL+DY	FULL_INHERITED_OPERATION	SH	Y	Weiter: halte den Posten; abschließen.	Weiter: halte den Posten; abschließen.	YES	EXACT_EVENT_JOIN
622	G407-E4336	G407-S685	f89r	PHARMA	oteos	OT+E+O+S_ADDR	FULL_INHERITED_OPERATION	S	AIIN	Danach: wähle den Wert; auf Grad I; zur Ausführung; hier.	Danach: wähle den Wert; auf Grad I; zur Ausführung; hier.	YES	EXACT_EVENT_JOIN
623	G407-E4346	G407-S685	f89r	PHARMA	chol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
624	G407-E4350	G407-S685	f89r	PHARMA	qol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
625	G407-E4357	G407-S685	f89r	PHARMA	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	R	Y	Weiter: markiere den Posten; hier.	Weiter: markiere den Posten; hier.	YES	EXACT_EVENT_JOIN
626	G407-E4390	G407-S685	f89r	PHARMA	ol	OL	FULL_INHERITED_OPERATION	R	AIN	Weiter: markiere den Anteil.	Weiter: markiere den Anteil.	YES	EXACT_EVENT_JOIN
627	G407-E4393	G407-S685	f89r	PHARMA	ol	OL	FULL_INHERITED_OPERATION	R	AIIN	Weiter: markiere den Wert.	Weiter: markiere den Wert.	YES	EXACT_EVENT_JOIN
628	G407-E4404	G407-S688	f95v	HERBAL	otedy	OT+E+DY	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; auf Grad I; abschließen.	Danach: bearbeite den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
629	G407-E4405	G407-S689	f95v	HERBAL	qotedaiin	OT+E+AIIN	FULL_INHERITED_OPERATION	CHD	AIIN	Danach: bearbeite den Wert; auf Grad I.	Danach: bearbeite den Wert; auf Grad I.	YES	EXACT_EVENT_JOIN
630	G407-E4408	G407-S689	f95v	HERBAL	sol	OL	FULL_INHERITED_OPERATION	S	AIN	Weiter: wähle den Anteil.	Weiter: wähle den Anteil.	YES	EXACT_EVENT_JOIN
631	G407-E4413	G407-S690	f95v	HERBAL	olor	OL+OR	FULL_INHERITED_OPERATION	T	OR	Weiter: stelle die Einheit ein.	Weiter: stelle die Einheit ein.	YES	EXACT_EVENT_JOIN
632	G407-E4416	G407-S690	f95v	HERBAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert.	Danach: nimm den Wert.	YES	EXACT_EVENT_JOIN
633	G407-E4426	G407-S690	f95v	HERBAL	otain	OT+AIN	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil.	Danach: setze den Anteil.	YES	EXACT_EVENT_JOIN
634	G407-E4443	G407-S692	f95v	HERBAL	otalain	OT+AL+AIN	FULL_INHERITED_OPERATION	K	AIN	Danach: gib den Anteil; zum Zielort.	Danach: gib den Anteil; zum Zielort.	YES	EXACT_EVENT_JOIN
635	G407-E4450	G407-S692	f95v	HERBAL	olaiin	OL+AIIN	FULL_INHERITED_OPERATION	SH	AIIN	Weiter: halte den Wert.	Weiter: halte den Wert.	YES	EXACT_EVENT_JOIN
636	G407-E4453	G407-S692	f95v	HERBAL	ldy	L+DY	FULL_INHERITED_OPERATION	OK	AIN	Setze den Anteil; über die Verbindung; abschließen.	Setze den Anteil; über die Verbindung; abschließen.	YES	EXACT_EVENT_JOIN
637	G407-E4458	G407-S693	f95v	HERBAL	otain	OT+AIN	FULL_INHERITED_OPERATION	S	AIN	Danach: wähle den Anteil.	Danach: wähle den Anteil.	YES	EXACT_EVENT_JOIN
638	G407-E4472	G407-S695	f95v	HERBAL	otar	OT+AR	FULL_INHERITED_OPERATION	OK	AIN	Danach: setze den Anteil; vom Ausgang.	Danach: setze den Anteil; vom Ausgang.	YES	EXACT_EVENT_JOIN
639	G407-E4473	G407-S695	f95v	HERBAL	oty	OT+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten.	Danach: setze den Posten.	YES	EXACT_EVENT_JOIN
640	G407-E4475	G407-S696	f95v	HERBAL	otal	OT+AL	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten; zum Zielort.	Danach: setze den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
641	G407-E4492	G407-S698	f95v	HERBAL	oty	OT+Y	FULL_INHERITED_OPERATION	OK	Y	Danach: setze den Posten.	Danach: setze den Posten.	YES	EXACT_EVENT_JOIN
642	G407-E4494	G407-S698	f95v	HERBAL	otaldy	OT+AL+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; zum Zielort; abschließen.	Danach: halte den Posten; zum Zielort; abschließen.	YES	EXACT_EVENT_JOIN
643	G407-E4500	G407-S700	f95v	HERBAL	otal	OT+AL	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; zum Zielort.	Danach: bearbeite den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
644	G407-E4511	G407-S705	f95v	HERBAL	ol	OL	FULL_INHERITED_OPERATION	CHD	Y	Weiter: bearbeite den Posten.	Weiter: bearbeite den Posten.	YES	EXACT_EVENT_JOIN
645	G407-E4520	G407-S705	f95v	HERBAL	otar	OT+AR	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; vom Ausgang.	Danach: stelle den Posten ein; vom Ausgang.	YES	EXACT_EVENT_JOIN
646	G407-E4524	G407-S705	f95v	HERBAL	otardy	OT+AR+DY	FULL_INHERITED_OPERATION	K	AIN	Danach: gib den Anteil; vom Ausgang; abschließen.	Danach: gib den Anteil; vom Ausgang; abschließen.	YES	EXACT_EVENT_JOIN
647	G407-E4535	G407-S709	f95v	HERBAL	ol	OL	FULL_INHERITED_OPERATION	T	AIIN	Weiter: stelle den Wert ein.	Weiter: stelle den Wert ein.	YES	EXACT_EVENT_JOIN
648	G407-E4550	G407-S710	f95v	HERBAL	otain	OT+AIN	FULL_INHERITED_OPERATION	CHD	AIN	Danach: bearbeite den Anteil.	Danach: bearbeite den Anteil.	YES	EXACT_EVENT_JOIN
649	G407-E4559	G407-S713	f95v	HERBAL	otain	OT+AIN	FULL_INHERITED_OPERATION	K	AIN	Danach: gib den Anteil.	Danach: gib den Anteil.	YES	EXACT_EVENT_JOIN
650	G407-E4565	G407-S713	f95v	HERBAL	ody	O+DY	FULL_INHERITED_OPERATION	S	AIIN	Wähle den Wert; zur Ausführung; abschließen.	Wähle den Wert; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
651	G407-E4567	G407-S714	f95v	HERBAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	CHD	AIIN	Danach: bearbeite den Wert.	Danach: bearbeite den Wert.	YES	EXACT_EVENT_JOIN
652	G407-E4575	G407-S714	f95v	HERBAL	otody	OT+O+DY	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert; zur Ausführung; abschließen.	Danach: setze den Wert; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
653	G515-E0004	G515-S002	f4r	HERBAL	ol	OL	OBJECTLESS_INHERITED_OPERATION	SH	NONE	Weiter: halte.	Weiter: halte.	YES	EXACT_EVENT_JOIN
654	G515-E0006	G515-S002	f4r	HERBAL	qotey	OT+E+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I.	Danach: halte den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
655	G515-E0020	G515-S002	f4r	HERBAL	chol	OL	FULL_INHERITED_OPERATION	CH	AIIN	Weiter: nimm den Wert.	Weiter: nimm den Wert.	YES	EXACT_EVENT_JOIN
656	G515-E0023	G515-S002	f4r	HERBAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert.	Danach: nimm den Wert.	YES	EXACT_EVENT_JOIN
657	G515-E0033	G515-S003	f4r	HERBAL	qotchy	OT+Y	FULL_INHERITED_OPERATION	P	Y	Danach: setze den Posten ein.	Danach: setze den Posten ein.	YES	EXACT_EVENT_JOIN
658	G515-E0039	G515-S004	f4r	HERBAL	qotaiin	OT+AIIN	FULL_INHERITED_OPERATION	CH	AIIN	Danach: nimm den Wert.	Danach: nimm den Wert.	YES	EXACT_EVENT_JOIN
659	G515-E0059	G515-S005	f4r	HERBAL	qoty	OT+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten.	Danach: halte den Posten.	YES	EXACT_EVENT_JOIN
660	G515-E0072	G515-S006	f20v	HERBAL	choldy	OL+Y	FULL_INHERITED_OPERATION	P	Y	Weiter: setze den Posten ein.	Weiter: setze den Posten ein.	YES	EXACT_EVENT_JOIN
661	G515-E0078	G515-S007	f20v	HERBAL	chol	OL	FULL_INHERITED_OPERATION	CH	Y	Weiter: nimm den Posten.	Weiter: nimm den Posten.	YES	EXACT_EVENT_JOIN
662	G515-E0081	G515-S007	f20v	HERBAL	otol	OT+OL	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; weiterführen.	Danach: stelle den Posten ein; weiterführen.	YES	EXACT_EVENT_JOIN
663	G515-E0082	G515-S007	f20v	HERBAL	chol	OL	FULL_INHERITED_OPERATION	T	Y	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	YES	EXACT_EVENT_JOIN
664	G515-E0084	G515-S007	f20v	HERBAL	oty	OT+Y	FULL_INHERITED_OPERATION	CH	Y	Danach: nimm den Posten.	Danach: nimm den Posten.	YES	EXACT_EVENT_JOIN
665	G515-E0090	G515-S007	f20v	HERBAL	qoty	OT+Y	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein.	Danach: stelle den Posten ein.	YES	EXACT_EVENT_JOIN
666	G515-E0093	G515-S007	f20v	HERBAL	qotchy	OT+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten.	Danach: halte den Posten.	YES	EXACT_EVENT_JOIN
667	G515-E0100	G515-S008	f20v	HERBAL	folchol	LOCAL_CHAR_F+OL+OL	OBJECTLESS_INHERITED_OPERATION	SH	NONE	Weiter: halte; hier; nochmals weiterführen.	Weiter: halte; hier; nochmals weiterführen.	YES	EXACT_EVENT_JOIN
668	G515-E0101	G515-S008	f20v	HERBAL	otor	OT+OR	FULL_INHERITED_OPERATION	SH	OR	Danach: halte die Einheit.	Danach: halte die Einheit.	YES	EXACT_EVENT_JOIN
669	G515-E0136	G515-S008	f20v	HERBAL	chol	OL	FULL_INHERITED_OPERATION	T	Y	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	YES	EXACT_EVENT_JOIN
670	G515-E0138	G515-S008	f20v	HERBAL	qoty	OT+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten.	Danach: halte den Posten.	YES	EXACT_EVENT_JOIN
671	G515-E0142	G515-S008	f20v	HERBAL	chol	OL	FULL_INHERITED_OPERATION	T	Y	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	YES	EXACT_EVENT_JOIN
672	G515-E0149	G515-S008	f20v	HERBAL	ol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
673	G515-E0175	G515-S010	f31r	HERBAL	qotar	OT+AR	FULL_INHERITED_OPERATION	S	AIIN	Danach: wähle den Wert; vom Ausgang.	Danach: wähle den Wert; vom Ausgang.	YES	EXACT_EVENT_JOIN
674	G515-E0190	G515-S012	f31r	HERBAL	qotedy	OT+E+DY	STANDALONE_GRADED_CLOSE	NONE	NONE	Danach: auf Grad I; abschließen.	Danach: auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
675	G515-E0203	G515-S014	f31r	HERBAL	ldy	L+DY	FULL_INHERITED_OPERATION	CHD	Y	Bearbeite den Posten; über die Verbindung; abschließen.	Bearbeite den Posten; über die Verbindung; abschließen.	YES	EXACT_EVENT_JOIN
676	G515-E0240	G515-S024	f31r	HERBAL	otedy	OT+E+DY	STANDALONE_GRADED_CLOSE	NONE	NONE	Danach: auf Grad I; abschließen.	Danach: auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
677	G515-E0252	G515-S027	f31r	HERBAL	oteor	OT+E+OR	FULL_INHERITED_OPERATION	OK	OR	Danach: setze die Einheit; auf Grad I.	Danach: setze die Einheit; auf Grad I.	YES	EXACT_EVENT_JOIN
678	G515-E0301	G515-S028	f66r	SOURCE_SECTION_T	oteedy	OT+EE+DY	FULL_INHERITED_OPERATION	P	AIIN	Danach: setze den Wert ein; auf Grad II; abschließen.	Danach: setze den Wert ein; auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
679	G515-E0329	G515-S036	f66r	SOURCE_SECTION_T	qotedy	OT+E+DY	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I; abschließen.	Danach: halte den Posten; auf Grad I; abschließen.	YES	EXACT_EVENT_JOIN
680	G515-E0332	G515-S037	f66r	SOURCE_SECTION_T	qotedal	OT+E+AL	FULL_INHERITED_OPERATION	CHD	Y	Danach: bearbeite den Posten; auf Grad I; zum Zielort.	Danach: bearbeite den Posten; auf Grad I; zum Zielort.	YES	EXACT_EVENT_JOIN
681	G515-E0336	G515-S038	f66r	SOURCE_SECTION_T	qotey	OT+E+Y	ARGUMENT_REFERENCE_INITIALIZER	NONE	Y	Danach: Bezug auf den Posten; auf Grad I.	Danach: Bezug auf den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
682	G515-E0359	G515-S042	f66r	SOURCE_SECTION_T	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	P	Y	Weiter: setze den Posten ein; hier.	Weiter: setze den Posten ein; hier.	YES	EXACT_EVENT_JOIN
683	G515-E0391	G515-S043	f66r	SOURCE_SECTION_T	qoty	OT+Y	FULL_INHERITED_OPERATION	P	Y	Danach: setze den Posten ein.	Danach: setze den Posten ein.	YES	EXACT_EVENT_JOIN
684	G515-E0404	G515-S045	f66r	SOURCE_SECTION_T	ol	OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten.	Weiter: gib den Posten.	YES	EXACT_EVENT_JOIN
685	G515-E0406	G515-S046	f66r	SOURCE_SECTION_T	ol	OL	PURE_CONTINUATION	NONE	NONE	Weiter.	Weiter.	YES	EXACT_EVENT_JOIN
686	G515-E0416	G515-S047	f66r	SOURCE_SECTION_T	qotar	OT+AR	FULL_INHERITED_OPERATION	SH	AIIN	Danach: halte den Wert; vom Ausgang.	Danach: halte den Wert; vom Ausgang.	YES	EXACT_EVENT_JOIN
687	G515-E0417	G515-S047	f66r	SOURCE_SECTION_T	otalor	OT+AL+OR	FULL_INHERITED_OPERATION	SH	OR	Danach: halte die Einheit; zum Zielort.	Danach: halte die Einheit; zum Zielort.	YES	EXACT_EVENT_JOIN
688	G515-E0425	G515-S047	f66r	SOURCE_SECTION_T	dairody	D_ADDR+AIR+O+DY	FULL_INHERITED_OPERATION	SH	Y	Halte den Posten; hier; entlang der Bahn; zur Ausführung; abschließen.	Halte den Posten; hier; entlang der Bahn; zur Ausführung; abschließen.	YES	EXACT_EVENT_JOIN
689	G515-E0461	G515-S056	f66r	SOURCE_SECTION_T	ol	OL	OBJECTLESS_INHERITED_OPERATION	S	NONE	Weiter: wähle.	Weiter: wähle.	YES	EXACT_EVENT_JOIN
690	G515-E0465	G515-S056	f66r	SOURCE_SECTION_T	dol	D_ADDR+OL	FULL_INHERITED_OPERATION	S	AIIN	Weiter: wähle den Wert; hier.	Weiter: wähle den Wert; hier.	YES	EXACT_EVENT_JOIN
691	G515-E0475	G515-S056	f66r	SOURCE_SECTION_T	ol	OL	FULL_INHERITED_OPERATION	OK	Y	Weiter: setze den Posten.	Weiter: setze den Posten.	YES	EXACT_EVENT_JOIN
692	G515-E0480	G515-S056	f66r	SOURCE_SECTION_T	oly	OL+Y	FULL_INHERITED_OPERATION	S	Y	Weiter: wähle den Posten.	Weiter: wähle den Posten.	YES	EXACT_EVENT_JOIN
693	G515-E0503	G515-S061	f66r	SOURCE_SECTION_T	oteedy	OT+EE+DY	STANDALONE_GRADED_CLOSE	NONE	NONE	Danach: auf Grad II; abschließen.	Danach: auf Grad II; abschließen.	YES	EXACT_EVENT_JOIN
694	G515-E0506	G515-S063	f66r	SOURCE_SECTION_T	ol	OL	FULL_INHERITED_OPERATION	T	Y	Weiter: stelle den Posten ein.	Weiter: stelle den Posten ein.	YES	EXACT_EVENT_JOIN
695	G515-E0513	G515-S064	f66r	SOURCE_SECTION_T	qoteeod	OT+EE+O+D_ADDR	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad II; zur Ausführung; hier.	Danach: halte den Posten; auf Grad II; zur Ausführung; hier.	YES	EXACT_EVENT_JOIN
696	G515-E0514	G515-S064	f66r	SOURCE_SECTION_T	qotol	OT+OL	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; weiterführen.	Danach: halte den Posten; weiterführen.	YES	EXACT_EVENT_JOIN
697	G515-E0530	G515-S068	f66r	SOURCE_SECTION_T	otam	OT+AM_ADDR	FULL_INHERITED_OPERATION	OK	AIIN	Danach: setze den Wert; hier.	Danach: setze den Wert; hier.	YES	EXACT_EVENT_JOIN
698	G515-E0533	G515-S068	f66r	SOURCE_SECTION_T	oteody	OT+E+O+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I; zur Ausführung.	Danach: halte den Posten; auf Grad I; zur Ausführung.	YES	EXACT_EVENT_JOIN
699	G515-E0535	G515-S068	f66r	SOURCE_SECTION_T	ol	OL	FULL_INHERITED_OPERATION	S	Y	Weiter: wähle den Posten.	Weiter: wähle den Posten.	YES	EXACT_EVENT_JOIN
700	G515-E0538	G515-S068	f66r	SOURCE_SECTION_T	otey	OT+E+Y	FULL_INHERITED_OPERATION	K	Y	Danach: gib den Posten; auf Grad I.	Danach: gib den Posten; auf Grad I.	YES	EXACT_EVENT_JOIN
701	G515-E0542	G515-S068	f66r	SOURCE_SECTION_T	ol	OL	FULL_INHERITED_OPERATION	R	Y	Weiter: markiere den Posten.	Weiter: markiere den Posten.	YES	EXACT_EVENT_JOIN
702	G515-E0550	G515-S069	f66r	SOURCE_SECTION_T	qotal	OT+AL	FULL_INHERITED_OPERATION	T	Y	Danach: stelle den Posten ein; zum Zielort.	Danach: stelle den Posten ein; zum Zielort.	YES	EXACT_EVENT_JOIN
703	G515-E0561	G515-S070	f66r	SOURCE_SECTION_T	ldy	L+DY	FULL_INHERITED_OPERATION	OK	Y	Setze den Posten; über die Verbindung; abschließen.	Setze den Posten; über die Verbindung; abschließen.	YES	EXACT_EVENT_JOIN
704	G515-E0569	G515-S073	f66r	SOURCE_SECTION_T	dalol	AL+OL	FULL_INHERITED_OPERATION	K	Y	Weiter: gib den Posten; zum Zielort.	Weiter: gib den Posten; zum Zielort.	YES	EXACT_EVENT_JOIN
705	G515-E0572	G515-S073	f66r	SOURCE_SECTION_T	oteey	OT+EE+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad II.	Danach: halte den Posten; auf Grad II.	YES	EXACT_EVENT_JOIN
706	G515-E0581	G515-S077	f66r	SOURCE_SECTION_T	qoteoly	OT+E+OL+Y	FULL_INHERITED_OPERATION	SH	Y	Danach: halte den Posten; auf Grad I; weiterführen.	Danach: halte den Posten; auf Grad I; weiterführen.	YES	EXACT_EVENT_JOIN
