recipe_profile_ordinal	recipe	event_count	physical_page_count	surface_count	distinct_microphrase_count	distinct_effective_action_signature_count	distinct_effective_argument_signature_count	resolution_mode_count	resolution_modes	context_variability_band	written_recipe_determines_microphrase	written_all_atom_default_de	most_common_microphrase_de	example_microphrases_de	example_event_ids	scope
312	OT+EE+OL	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad II; weiter	Danach: stelle den Posten ein; auf Grad II; weiterführen.	Danach: stelle den Posten ein; auf Grad II; weiterführen.	G407-E3408	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
313	OT+EE+OR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad II; die Einheit	Danach: nimm die Einheit; auf Grad II.	Danach: nimm die Einheit; auf Grad II.	G407-E1395	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
314	OT+EE+S+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad II; wählen; den Posten	Danach: wähle den Posten; auf Grad II.	Danach: wähle den Posten; auf Grad II.	G407-E2771	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
315	OT+EEE+DY	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad III; abschließen	Danach: gib den Posten; auf Grad III; abschließen.	Danach: gib den Posten; auf Grad III; abschließen.	G407-E2591	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
316	OT+EEE+S_ADDR	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf Grad III; hier	Danach: nimm den Posten; auf Grad III; hier.	Danach: nimm den Posten; auf Grad III; hier.	G407-E1399	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
317	OT+IIN+R	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; auf der Stufe; markieren	Danach: markiere die Einheit; auf der Stufe.	Danach: markiere die Einheit; auf der Stufe.	G407-E0622	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
318	OT+O+AR	1	1	1	1	1	1	1	FORMAL_RELATION_PROLOGUE	ONE_MICROPHRASE	YES	danach; zur Ausführung; vom Ausgang	Danach: zur Ausführung; vom Ausgang.	Danach: zur Ausführung; vom Ausgang.	G407-E1286	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
319	OT+O+CHD+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	danach; zur Ausführung; bearbeiten; abschließen	Danach: bearbeite; zur Ausführung; abschließen.	Danach: bearbeite; zur Ausführung; abschließen.	G407-E1348	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
320	OT+O+S	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; zur Ausführung; wählen	Danach: wähle den Wert; zur Ausführung.	Danach: wähle den Wert; zur Ausführung.	G407-E1163	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
321	OT+OL+D_ADDR+AIIN	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; weiter; hier; den Wert	Danach: gib den Wert; hier; weiterführen.	Danach: gib den Wert; hier; weiterführen.	G407-E0694	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
322	OT+OL+D_ADDR+O+S	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; weiter; hier; zur Ausführung; wählen	Danach: wähle die Einheit; hier; zur Ausführung; weiterführen.	Danach: wähle die Einheit; hier; zur Ausführung; weiterführen.	G407-E0958	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
323	OT+OL+O+D_ADDR+AL	1	1	1	1	1	1	1	INHERITED_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; weiter; zur Ausführung; hier; zum Zielort	Danach: halte die Einheit; zur Ausführung; hier; zum Zielort; weiterführen.	Danach: halte die Einheit; zur Ausführung; hier; zum Zielort; weiterführen.	G407-E0679	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
324	OT+OL+P+CH+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; weiter; einsetzen; nehmen; den Posten	Danach: setze den Posten ein und nimm den Posten; weiterführen.	Danach: setze den Posten ein und nimm den Posten; weiterführen.	G407-E4241	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
325	OT+SH+D_ADDR+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; halten; hier; den Posten	Danach: halte den Posten; hier.	Danach: halte den Posten; hier.	G407-E3616	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
326	OT+SH+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; halten; weiter	Danach: halte die Einheit; weiterführen.	Danach: halte die Einheit; weiterführen.	G407-E0530	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
327	OT+Y+T+CH+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	danach; den Posten; einstellen; nehmen; weiter	Danach: stelle den Posten ein und nimm den Posten; weiterführen.	Danach: stelle den Posten ein und nimm den Posten; weiterführen.	G407-E0229	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
328	P+CH+O+D_ADDR+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einsetzen; nehmen; zur Ausführung; hier; weiter	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung; hier.	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung; hier.	G407-E0219	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
329	P+D_ADDR+R+AIR+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	einsetzen; hier; markieren; entlang der Bahn; abschließen	Setze ein und markiere; hier; entlang der Bahn; abschließen.	Setze ein und markiere; hier; entlang der Bahn; abschließen.	G407-E0521	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
330	P+O+R+A_ADDR+CH+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	einsetzen; zur Ausführung; markieren; hier; nehmen; weiter	Weiter: setze ein und markiere und nimm; zur Ausführung; hier.	Weiter: setze ein und markiere und nimm; zur Ausführung; hier.	G407-E4231	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
331	P+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einsetzen; weiter	Weiter: setze den Posten ein.	Weiter: setze den Posten ein.	G407-E2627	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
332	P+OL+AL+CHD+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	einsetzen; weiter; zum Zielort; bearbeiten; abschließen	Weiter: setze ein und bearbeite; zum Zielort; abschließen.	Weiter: setze ein und bearbeite; zum Zielort; abschließen.	G407-E2201	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
333	P+OL+CH+O+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einsetzen; weiter; nehmen; zur Ausführung; den Posten	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung.	Weiter: setze den Posten ein und nimm den Posten; zur Ausführung.	G407-E2714	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
334	P+OL+CHD	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einsetzen; weiter; bearbeiten	Weiter: setze den Posten ein und bearbeite den Posten.	Weiter: setze den Posten ein und bearbeite den Posten.	G407-E3312	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
335	P+OL+CHD+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	einsetzen; weiter; bearbeiten; abschließen	Weiter: setze ein und bearbeite; abschließen.	Weiter: setze ein und bearbeite; abschließen.	G407-E2808	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
336	P+OL+D_ADDR+AR+A_ADDR+IIN+S	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	einsetzen; weiter; hier; vom Ausgang; hier; auf der Stufe; wählen	Weiter: setze ein und wähle; hier; vom Ausgang; hier; auf der Stufe.	Weiter: setze ein und wähle; hier; vom Ausgang; hier; auf der Stufe.	G407-E2393	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
337	P+OL+D_ADDR+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einsetzen; weiter; hier; den Posten	Weiter: setze den Posten ein; hier.	Weiter: setze den Posten ein; hier.	G407-E3886	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
338	P+OL+EE+D_ADDR+AR+AN	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	einsetzen; weiter; auf Grad II; hier; vom Ausgang; als Klasse	Weiter: setze ein; auf Grad II; hier; vom Ausgang; als Klasse.	Weiter: setze ein; auf Grad II; hier; vom Ausgang; als Klasse.	G407-E2259	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
339	P+OT+CH+OK+OR	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einsetzen; danach; nehmen; setzen; die Einheit	Danach: setze die Einheit ein und nimm die Einheit und setze die Einheit.	Danach: setze die Einheit ein und nimm die Einheit und setze die Einheit.	G407-E1833	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
340	P+SH+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_OBJECTLESS_OPERATION	ONE_MICROPHRASE	YES	einsetzen; halten; auf Grad I; abschließen	Setze ein und halte; auf Grad I; abschließen.	Setze ein und halte; auf Grad I; abschließen.	G407-E2202	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
341	R+OL+OT+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	markieren; weiter; danach; den Posten	Weiter: markiere den Posten; danach nächsten Gang eröffnen.	Weiter: markiere den Posten; danach nächsten Gang eröffnen.	G407-E0034	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
342	R+OT+AIIN	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	markieren; danach; den Wert	Danach: markiere den Wert.	Danach: markiere den Wert.	G515-E0354	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
343	S+AL+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; zum Zielort; abschließen	Wähle den Posten; zum Zielort; abschließen.	Wähle den Posten; zum Zielort; abschließen.	G407-E4056	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
344	S+AR+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; vom Ausgang; weiter	Weiter: wähle den Posten; vom Ausgang.	Weiter: wähle den Posten; vom Ausgang.	G407-E1818	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
345	S+A_ADDR+IIN+S+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; hier; auf der Stufe; wählen; weiter	Weiter: wähle den Posten und wähle den Posten; hier; auf der Stufe.	Weiter: wähle den Posten und wähle den Posten; hier; auf der Stufe.	G407-E2706	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
346	S+K+CHD+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; geben; bearbeiten; abschließen	Wähle den Posten und gib den Posten und bearbeite den Posten; abschließen.	Wähle den Posten und gib den Posten und bearbeite den Posten; abschließen.	G407-E4543	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
347	S+OK+EE+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; setzen; auf Grad II; abschließen	Wähle den Anteil und setze den Anteil; auf Grad II; abschließen.	Wähle den Anteil und setze den Anteil; auf Grad II; abschließen.	G407-E1782	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
348	S+OL+AR+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; weiter; vom Ausgang; weiter	Weiter: wähle den Posten; vom Ausgang; nochmals weiterführen.	Weiter: wähle den Posten; vom Ausgang; nochmals weiterführen.	G407-E3272	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
349	S+OL+CH+K+AL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; weiter; nehmen; geben; zum Zielort	Weiter: wähle den Posten und nimm den Posten und gib den Posten; zum Zielort.	Weiter: wähle den Posten und nimm den Posten und gib den Posten; zum Zielort.	G407-E3784	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
350	S+OL+D_ADDR+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; weiter; hier; den Posten	Weiter: wähle den Posten; hier.	Weiter: wähle den Posten; hier.	G407-E3619	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
351	S+OL+SH+E	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; weiter; halten; auf Grad I	Weiter: wähle den Posten und halte den Posten; auf Grad I.	Weiter: wähle den Posten und halte den Posten; auf Grad I.	G407-E3511	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
352	S+OT+E+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; danach; auf Grad I; weiter	Danach: wähle den Posten; auf Grad I; weiterführen.	Danach: wähle den Posten; auf Grad I; weiterführen.	G407-E3999	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
353	S+OT+O+D_ADDR+AN	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; danach; zur Ausführung; hier; als Klasse	Danach: wähle den Posten; zur Ausführung; hier; als Klasse.	Danach: wähle den Posten; zur Ausführung; hier; als Klasse.	G407-E0898	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
354	S+OT+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; danach; den Posten	Danach: wähle den Posten.	Danach: wähle den Posten.	G407-E0440	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
355	S+SH+E+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	wählen; halten; auf Grad I; weiter	Weiter: wähle den Posten und halte den Posten; auf Grad I.	Weiter: wähle den Posten und halte den Posten; auf Grad I.	G407-E1435	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
356	SH+CH+K+E+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; nehmen; geben; auf Grad I; zur Ausführung; abschließen	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; zur Ausführung; abschließen.	Halte die Einheit und nimm die Einheit und gib die Einheit; auf Grad I; zur Ausführung; abschließen.	G515-E0445	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
357	SH+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; abschließen	Halte die Einheit; abschließen.	Halte die Einheit; abschließen.	G407-E2363	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
358	SH+D_ADDR+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; hier; abschließen	Halte den Posten; hier; abschließen.	Halte den Posten; hier; abschließen.	G515-E0305	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
359	SH+E+AL+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; auf Grad I; zum Zielort; weiter	Weiter: halte den Wert; auf Grad I; zum Zielort.	Weiter: halte den Wert; auf Grad I; zum Zielort.	G407-E2427	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
360	SH+E+K+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; auf Grad I; geben; weiter	Weiter: halte den Posten und gib den Posten; auf Grad I.	Weiter: halte den Posten und gib den Posten; auf Grad I.	G515-E0568	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
361	SH+E+K+Y+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; auf Grad I; geben; den Posten; abschließen	Halte den Posten und gib den Posten; auf Grad I; abschließen.	Halte den Posten und gib den Posten; auf Grad I; abschließen.	G407-E4432	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
362	SH+E+OL+AIIN	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; auf Grad I; weiter; den Wert	Weiter: halte den Wert; auf Grad I.	Weiter: halte den Wert; auf Grad I.	G407-E1186	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
363	SH+E+OL+D_ADDR+LOCAL_CHAR_G	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; auf Grad I; weiter; hier; als Variante	Weiter: halte den Posten; auf Grad I; hier; als Variante.	Weiter: halte den Posten; auf Grad I; hier; als Variante.	G407-E3875	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
364	SH+E+OL+T+E+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; auf Grad I; weiter; einstellen; auf Grad I; den Posten	Weiter: halte den Posten und stelle den Posten ein; auf Grad I; auf Grad I.	Weiter: halte den Posten und stelle den Posten ein; auf Grad I; auf Grad I.	G407-E1152	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
365	SH+E+OL+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; auf Grad I; weiter; den Posten	Weiter: halte den Posten; auf Grad I.	Weiter: halte den Posten; auf Grad I.	G407-E1344	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
366	SH+E+P+CH+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; auf Grad I; einsetzen; nehmen; weiter	Weiter: halte den Posten und setze den Posten ein und nimm den Posten; auf Grad I.	Weiter: halte den Posten und setze den Posten ein und nimm den Posten; auf Grad I.	G407-E1112	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
367	SH+EE+AL+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; auf Grad II; zum Zielort; zur Ausführung; abschließen	Halte den Posten; auf Grad II; zum Zielort; zur Ausführung; abschließen.	Halte den Posten; auf Grad II; zum Zielort; zur Ausführung; abschließen.	G407-E1077	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
368	SH+K+CHD+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; geben; bearbeiten; abschließen	Halte den Posten und gib den Posten und bearbeite den Posten; abschließen.	Halte den Posten und gib den Posten und bearbeite den Posten; abschließen.	G407-E3076	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
369	SH+L+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; über die Verbindung; abschließen	Halte den Posten; über die Verbindung; abschließen.	Halte den Posten; über die Verbindung; abschließen.	G407-E1122	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
370	SH+O+CH+P+E+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; zur Ausführung; nehmen; einsetzen; auf Grad I; abschließen	Halte den Posten und nimm den Posten und setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	Halte den Posten und nimm den Posten und setze den Posten ein; zur Ausführung; auf Grad I; abschließen.	G407-E3612	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
371	SH+O+LOCAL_CHAR_F+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; zur Ausführung; hier; weiter	Weiter: halte den Posten; zur Ausführung; hier.	Weiter: halte den Posten; zur Ausführung; hier.	G515-E0453	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
372	SH+OL+LOCAL_CHAR_F+CH+OR	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; weiter; hier; nehmen; die Einheit	Weiter: halte die Einheit und nimm die Einheit; hier.	Weiter: halte die Einheit und nimm die Einheit; hier.	G407-E3801	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
373	SH+OL+LOCAL_CHAR_F+OR+D_ADDR+AIIN	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; weiter; hier; die Einheit; hier; den Wert	Weiter: halte die Einheit und den Wert; hier; hier.	Weiter: halte die Einheit und den Wert; hier; hier.	G515-E0415	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
374	SH+OT+EE+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; danach; auf Grad II; den Posten	Danach: halte den Posten; auf Grad II.	Danach: halte den Posten; auf Grad II.	G407-E1382	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
375	SH+OT+SH+E+Y	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; danach; halten; auf Grad I; den Posten	Danach: halte den Posten und halte den Posten; auf Grad I.	Danach: halte den Posten und halte den Posten; auf Grad I.	G407-E4562	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
376	SH+T+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; einstellen; weiter	Weiter: halte die Einheit und stelle die Einheit ein.	Weiter: halte die Einheit und stelle die Einheit ein.	G407-E1655	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
377	SH+Y+SH+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	halten; den Posten; halten; weiter	Weiter: halte den Posten und halte den Posten.	Weiter: halte den Posten und halte den Posten.	G515-E0055	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
378	T+CH+O+D_ADDR+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einstellen; nehmen; zur Ausführung; hier; weiter	Weiter: stelle den Posten ein und nimm den Posten; zur Ausführung; hier.	Weiter: stelle den Posten ein und nimm den Posten; zur Ausführung; hier.	G407-E4212	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
379	T+E+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einstellen; auf Grad I; zur Ausführung; abschließen	Stelle den Anteil ein; auf Grad I; zur Ausführung; abschließen.	Stelle den Anteil ein; auf Grad I; zur Ausführung; abschließen.	G407-E0071	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
380	T+EE+O+DY	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einstellen; auf Grad II; zur Ausführung; abschließen	Stelle die Einheit ein; auf Grad II; zur Ausführung; abschließen.	Stelle die Einheit ein; auf Grad II; zur Ausführung; abschließen.	G407-E1191	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
381	T+EE+OL+AIN	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einstellen; auf Grad II; weiter; den Anteil	Weiter: stelle den Anteil ein; auf Grad II.	Weiter: stelle den Anteil ein; auf Grad II.	G407-E2620	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
382	T+O+CH+OL	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einstellen; zur Ausführung; nehmen; weiter	Weiter: stelle die Einheit ein und nimm die Einheit; zur Ausführung.	Weiter: stelle die Einheit ein und nimm die Einheit; zur Ausführung.	G407-E0641	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
383	T+OL+CHD	1	1	1	1	1	1	1	VISIBLE_ACTION_FULL_OPERATION	ONE_MICROPHRASE	YES	einstellen; weiter; bearbeiten	Weiter: stelle den Posten ein und bearbeite den Posten.	Weiter: stelle den Posten ein und bearbeite den Posten.	G407-E2402	EXACT_RECIPE_PROFILE__EVENT_CONTEXT_SELECTS_MICROPHRASE
