unified_serial	dossier_id	case_phase	register	page	locus	semantic_or_operational_input_de	encoder_mode	encoder_rule_id	component_or_nomenclator_formula	selected_surface	renderer_or_address_choice	source_status
U356	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.41	kurz sammeln	PARADIGM_RULE	P33	SOLK_COLLECT+E_SHORT+Y_ITEM	solkey	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U357	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.41	abführen; Schluss	PARADIGM_RULE	P21	L_OUT+CHED_TRANSFER+TERMINAL	lchedy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U358	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.41	weitere Portion	COMPOSE_FROM_COMPONENTS	NONE	OL_CONTINUE+AIN_PORTION	qolkain	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U359	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.41	dorthin	PARADIGM_RULE	P06	AL_TO	dal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U360	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.44	von dort ausgiessen	COMPOSE_FROM_COMPONENTS	NONE	SK_POUR+AR_FROM	skar	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U361	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.44	absetzen; Schluss	PARADIGM_RULE	P25	SHED_SETTLE+GRADE_1+DY_CLOSE	shedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U362	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.47	Folgeumsetzung; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OT_FOLLOW+CHD_TRANSFER+TERMINAL_CLOSE	otchdy	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U363	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.47	umsetzen; Schluss	COMPOSE_FROM_COMPONENTS	NONE	OK+CHD_TRANSFER+CLOSE	qokchdy	POST_COMMIT_Q_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U364	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.47	dort absetzen	COMPOSE_FROM_COMPONENTS	NONE	SHED_SETTLE+AL_TO	shedal	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U365	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.48	dorthin	PARADIGM_RULE	P06	AL_TO	dal	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U366	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.48	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	cheol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U367	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.48	von dort weiterfuehren	COMPOSE_FROM_COMPONENTS	NONE	L_OUT+OL_CONTINUE	lol	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U368	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.48	dort umsetzen	COMPOSE_FROM_COMPONENTS	NONE	CHD_TRANSFER+AL_TO	chdal	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U369	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.48	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	aiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U370	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.49	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	sol	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U371	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.49	Öffnungsstufe	COMPOSE_FROM_COMPONENTS	NONE	DA+IIN_PORT_GRADE	daiiin	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U372	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.49	umsetzen	PARADIGM_RULE	P19	CHD~CHED_TRANSFER+Y_ITEM	chedy	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U373	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.52	länger sammeln	PARADIGM_RULE	P34	SOLK_COLLECT+EE_LONG+Y_ITEM	solkeey	LINE_ENTRY_S_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U374	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.52	roh	COPY_WHOLE_CARD	NONE	MEMORIZED_WHOLE_CARD	qekey	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U375	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.52	diesen Posten dorthin	COMPOSE_FROM_COMPONENTS	NONE	AL_TO+Y_CURRENT	raly	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U376	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.52	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	ol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U377	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.54	Sollmaß	PARADIGM_RULE	P03	AIIN_TARGET_MEASURE	daiin	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U378	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.54	fortsetzen	PARADIGM_RULE	P02	OL_CONTINUE	ol	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U379	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.54	Tuch	COPY_WHOLE_CARD	NONE	DAIN_CLOTH_WHOLE	dain	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U380	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.54	dieser Posten	PARADIGM_RULE	P01	Y_CURRENT_ITEM_CARD	chey	REGISTERED_LOCAL_ALLOGRAPH	OBSERVED_GROUP_REENCODING
U381	D3_STORED_APPLICATION_THREE_WHEELS	HOW	PROSE_WORKSHOP	f83r	f83r.54	Endziel	COMPOSE_FROM_COMPONENTS	NONE	LD_END+AL_TO	ldalor	FIXED_SURFACE	OBSERVED_GROUP_REENCODING
U382	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.1	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Position oder Bedingung halten; lokaler Namensrest yk/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykshy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U383	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.1	A1_RIGHT_SECTOR_SLOT_01: Nebenwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	s	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U384	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.1	Sektorplatz A1_RIGHT_SECTOR_SLOT_01: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest am.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	aram	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U385	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.2	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ykec.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykecho	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U386	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.2	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest s.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ols	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U387	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.2	Sektorplatz A1_RIGHT_SECTOR_SLOT_02: lange oder volle Diagrammstufe; lokaler Namensrest sydy.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	eesydy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U388	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.3	A1_RIGHT_SECTOR_SLOT_03: aktueller Auswahlwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	ey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U389	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.3	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Position oder Bedingung halten; lokaler Namensrest s.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	shs	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U390	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.3	Sektorplatz A1_RIGHT_SECTOR_SLOT_03: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U391	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.4	Sektorplatz A1_RIGHT_SECTOR_SLOT_04: Position oder Bedingung halten + Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest e/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	shekchy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U392	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.4	A1_RIGHT_SECTOR_SLOT_04: sekundäre Grundklasse.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	sykos	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U393	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.5	A1_RIGHT_SECTOR_SLOT_05: Klassenplatz fest eingetragen.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	ykeody	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U394	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.5	Sektorplatz A1_RIGHT_SECTOR_SLOT_05: diesen Diagrammposten setzen.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okchy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U395	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.6	A1_RIGHT_SECTOR_SLOT_06: fester Hauptphasenwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	dchetay	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U396	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.7	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykchy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U397	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.7	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: diesen Diagrammplatz kurz bearbeiten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	kchey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U398	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.7	Sektorplatz A1_RIGHT_SECTOR_SLOT_07: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/ys.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykchys	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U399	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.8	Sektorplatz A1_RIGHT_SECTOR_SLOT_08: Grad oder Diagrammzustand justieren + Wert oder Platzbezug uebertragen + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chkchdar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U400	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.9	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Ausgangssektor, Ursprung oder Bezugswert; lokaler Namensrest yk.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U401	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.9	Sektorplatz A1_RIGHT_SECTOR_SLOT_09: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest yk/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykaly	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U402	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.10	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Position oder Bedingung halten; lokaler Namensrest lk/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	lkshy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U403	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.10	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: diesen Diagrammplatz bearbeiten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	kchy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U404	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.10	Sektorplatz A1_RIGHT_SECTOR_SLOT_10: Diagrammposten setzen oder aktivieren + Ausgangssektor, Ursprung oder Bezugswert.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okar	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U405	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.11	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Grad oder Diagrammzustand justieren; lokaler Namensrest y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chky	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U406	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.11	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest chy/s.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chykchs	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U407	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.11	Sektorplatz A1_RIGHT_SECTOR_SLOT_11: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	chy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U408	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.12	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: lange oder volle Diagrammstufe; lokaler Namensrest yk/s.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykees	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U409	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.12	Sektorplatz A1_RIGHT_SECTOR_SLOT_12: Diagrammplatz berechnen oder bearbeiten; lokaler Namensrest y/os.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ykchos	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U410	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.13	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest opodch.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	opodchol	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U411	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.13	A1_RIGHT_RING_BAND_01: Nebenwert.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	s	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U412	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.13	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: gezaehlter Teil oder Unterabschnitt.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ain	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U413	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.13	Ring- oder Bandstelle A1_RIGHT_RING_BAND_01: Zielsektor, Zielstern oder Zielfeld; lokaler Namensrest dy.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	aldy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U414	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.14	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: lange oder volle Diagrammstufe; lokaler Namensrest so/y.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	soeey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U415	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.14	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: Grad- oder Bedingungsstufe; lokaler Namensrest do.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	doiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U416	D1_ROOT_BATH_RIGHT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.14	Ring- oder Bandstelle A1_RIGHT_RING_BAND_02: fortsetzen und den Eintrag schliessen.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	oldy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U417	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.15	Sternplatz A1_LEFT_LOCAL_FIELD_15: im selben Ring, Band oder Satz fortsetzen; lokaler Namensrest d/chsody.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dolchsody	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U418	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.16	Sternplatz A1_LEFT_LOCAL_FIELD_16: Grad- oder Bedingungsstufe; lokaler Namensrest odae.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	odaeiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U419	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.16	Sternplatz A1_LEFT_LOCAL_FIELD_16: Diagrammposten setzen oder aktivieren; lokaler Namensrest oes.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	okoes	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U420	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.16	Sternplatz A1_LEFT_LOCAL_FIELD_16: gezaehlter Teil oder Unterabschnitt; lokaler Namensrest oek.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	oekain	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U421	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.16	Sternplatz A1_LEFT_LOCAL_FIELD_16: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	y	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U422	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.17	Sternplatz A1_LEFT_LOCAL_FIELD_17: naechster Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	otchey	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U423	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.17	Sternplatz A1_LEFT_LOCAL_FIELD_17: Bedingungs-, Tabellen- oder Wahlansatz; lokaler Namensrest s/aiir.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	soraiir	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U424	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.17	Sternplatz A1_LEFT_LOCAL_FIELD_17: dieser lokale Diagrammposten.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U425	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.18	A1_LEFT_LOCAL_FIELD_18: neuer Paarbezug.	ASTRO_LOCAL_NOMENCLATOR_COPY	A03_LOCAL_VALUE	LOCAL_ASTRO_FAMILY	qopchy	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U426	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.18	Sternplatz A1_LEFT_LOCAL_FIELD_18: Sollwert oder Grad des bezeichneten Himmelsplatzes.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	daiin	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U427	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.18	Sternplatz A1_LEFT_LOCAL_FIELD_18: zum bezeichneten Zielplatz.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	dal	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
U428	D4_FRESH_PLANT_LEFT_WHEEL	WHEN	ASTRO_DIAGRAM	f67r2	f67r2.19	Sternplatz A1_LEFT_LOCAL_FIELD_19: Himmelsobjekt oder Eingangsbedingung; lokaler Namensrest ydc/s.	ASTRO_SHARED_COMPOSITION	A02_SHARED_COMPONENTS	COMMON_22_COMPONENT_BRIDGE	ydchos	COPY_AT_VISIBLE_OWNER_ADDRESS	OBSERVED_GROUP_REENCODING
