paragraph	locus	index	raw	D	H	status	U	R	C	row_status
f99r|f99r.47-f99r.52	f99r.48	1	ykeol	[ungelesen: ykeol]	[ungelesen: ykeol]	UNREAD	[ungelesen: ykeol]	[ungelesen: ykeol]	[ungelesen: ykeol]	recorded
f99r|f99r.47-f99r.52	f99r.48	2	okeol	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f99r|f99r.47-f99r.52	f99r.48	3	ockhey	[ungelesen: ockhey]	[ungelesen: ockhey]	UNREAD	[ungelesen: ockhey]	[ungelesen: ockhey]	[ungelesen: ockhey]	recorded
f99r|f99r.47-f99r.52	f99r.48	4	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f99r|f99r.47-f99r.52	f99r.48	5	cheodal	[ungelesen: cheodal]	[ungelesen: cheodal]	UNREAD	[ungelesen: cheodal]	[ungelesen: cheodal]	[ungelesen: cheodal]	recorded
f99r|f99r.47-f99r.52	f99r.48	6	okeo	[ungelesen: okeo]	[ungelesen: okeo]	UNREAD	[ungelesen: okeo]	[ungelesen: okeo]	[ungelesen: okeo]	recorded
f99r|f99r.47-f99r.52	f99r.48	7	r	darauf	darauf	ASSUMED	darauf	darauf	darauf	recorded
f99r|f99r.47-f99r.52	f99r.48	8	alcheeg	[ungelesen: alcheeg]	[ungelesen: alcheeg]	UNREAD	[ungelesen: alcheeg]	[ungelesen: alcheeg]	[ungelesen: alcheeg]	recorded
f99r|f99r.47-f99r.52	f99r.48	9	orar	[ungelesen: orar]	[ungelesen: orar]	UNREAD	[ungelesen: orar]	[ungelesen: orar]	[ungelesen: orar]	recorded
f99r|f99r.47-f99r.52	f99r.49	1	okeeey	[ungelesen: okeeey]	[ungelesen: okeeey]	UNREAD	[ungelesen: okeeey]	[ungelesen: okeeey]	[ungelesen: okeeey]	recorded
f99r|f99r.47-f99r.52	f99r.49	2	keey	[ungelesen: keey]	[ungelesen: keey]	UNREAD	[ungelesen: keey]	[ungelesen: keey]	[ungelesen: keey]	recorded
f99r|f99r.47-f99r.52	f99r.49	3	keear	[ungelesen: keear]	[ungelesen: keear]	UNREAD	[ungelesen: keear]	[ungelesen: keear]	[ungelesen: keear]	recorded
f99r|f99r.47-f99r.52	f99r.49	4	okeey	erwärme vorsichtig	erwärme vorsichtig	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f99r|f99r.47-f99r.52	f99r.49	5	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f99r|f99r.47-f99r.52	f99r.49	6	okeol	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f99r|f99r.47-f99r.52	f99r.49	7	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f99r|f99r.47-f99r.52	f99r.49	8	aiin	Maßzahl Q	Maßzahl Q	ASSUMED	Maßzahl Q	Maßzahl Q	Maßzahl Q	recorded
f99r|f99r.47-f99r.52	f99r.49	9	olaiir	[ungelesen: olaiir]	[ungelesen: olaiir]	UNREAD	[ungelesen: olaiir]	[ungelesen: olaiir]	[ungelesen: olaiir]	recorded
f99r|f99r.47-f99r.52	f99r.49	10	oolsal	[ungelesen: oolsal]	[ungelesen: oolsal]	UNREAD	[ungelesen: oolsal]	[ungelesen: oolsal]	[ungelesen: oolsal]	recorded
f99r|f99r.47-f99r.52	f99r.50	1	qokeeo	[ungelesen: qokeeo]	[ungelesen: qokeeo]	UNREAD	[ungelesen: qokeeo]	rühre	fahre mit der vorherigen Handlung fort	recorded
f99r|f99r.47-f99r.52	f99r.50	2	okeey	erwärme vorsichtig	erwärme vorsichtig	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f99r|f99r.47-f99r.52	f99r.50	3	qokeey	erhitze anhaltend	erhitze anhaltend	ASSUMED	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	recorded
f99r|f99r.47-f99r.52	f99r.50	4	okesy	[ungelesen: okesy]	[ungelesen: okesy]	UNREAD	[ungelesen: okesy]	[ungelesen: okesy]	[ungelesen: okesy]	recorded
f99r|f99r.47-f99r.52	f99r.50	5	qokeeo	[ungelesen: qokeeo]	[ungelesen: qokeeo]	UNREAD	[ungelesen: qokeeo]	rühre	fahre mit der vorherigen Handlung fort	recorded
f99r|f99r.47-f99r.52	f99r.50	6	sar	je Teil	je Teil	ASSUMED	je Teil	je Teil	je Teil	recorded
f99r|f99r.47-f99r.52	f99r.50	7	sheseky	[ungelesen: sheseky]	[ungelesen: sheseky]	UNREAD	[ungelesen: sheseky]	[ungelesen: sheseky]	[ungelesen: sheseky]	recorded
f99r|f99r.47-f99r.52	f99r.50	8	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f99r|f99r.47-f99r.52	f99r.50	9	al	davon	davon	ASSUMED	davon	davon	davon	recorded
f99r|f99r.47-f99r.52	f99r.51	1	yshaiin	[ungelesen: yshaiin]	[ungelesen: yshaiin]	UNREAD	[ungelesen: yshaiin]	[ungelesen: yshaiin]	[ungelesen: yshaiin]	recorded
f99r|f99r.47-f99r.52	f99r.51	2	{ykh}ey	[ungelesen: {ykh}ey]	[ungelesen: {ykh}ey]	UNREAD	[ungelesen: {ykh}ey]	[ungelesen: {ykh}ey]	[ungelesen: {ykh}ey]	recorded
f99r|f99r.47-f99r.52	f99r.51	3	octhey	[ungelesen: octhey]	[ungelesen: octhey]	UNREAD	[ungelesen: octhey]	[ungelesen: octhey]	[ungelesen: octhey]	recorded
f99r|f99r.47-f99r.52	f99r.51	4	dy	fertig	fertig	ASSUMED	fertig	fertig	fertig	recorded
f99r|f99r.47-f99r.52	f99r.51	5	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f99r|f99r.47-f99r.52	f99r.51	6	okor	[ungelesen: okor]	[ungelesen: okor]	UNREAD	[ungelesen: okor]	[ungelesen: okor]	[ungelesen: okor]	recorded
f99r|f99r.47-f99r.52	f99r.51	7	okeey	erwärme vorsichtig	erwärme vorsichtig	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f99r|f99r.47-f99r.52	f99r.51	8	sh{cty}sh	[ungelesen: sh{cty}sh]	[ungelesen: sh{cty}sh]	UNREAD	[ungelesen: sh{cty}sh]	[ungelesen: sh{cty}sh]	[ungelesen: sh{cty}sh]	recorded
f99r|f99r.47-f99r.52	f99r.52	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f99r|f99r.47-f99r.52	f99r.52	2	ols	Endzubereitung	Endzubereitung	ASSUMED	Endzubereitung	Endzubereitung	Endzubereitung	recorded
f99r|f99r.47-f99r.52	f99r.52	3	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f99r|f99r.47-f99r.52	f99r.52	4	agairom	[ungelesen: agairom]	[ungelesen: agairom]	UNREAD	[ungelesen: agairom]	[ungelesen: agairom]	[ungelesen: agairom]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	1	pyd[ch:?]y	[ungelesen: pyd[ch:?]y]	[ungelesen: pyd[ch:?]y]	UNREAD	[ungelesen: pyd[ch:?]y]	[ungelesen: pyd[ch:?]y]	[ungelesen: pyd[ch:?]y]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	2	od[i:e]y	[ungelesen: od[i:e]y]	[ungelesen: od[i:e]y]	UNREAD	[ungelesen: od[i:e]y]	[ungelesen: od[i:e]y]	[ungelesen: od[i:e]y]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	3	pcheady	[ungelesen: pcheady]	[ungelesen: pcheady]	UNREAD	[ungelesen: pcheady]	[ungelesen: pcheady]	[ungelesen: pcheady]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	4	qoekeey	[ungelesen: qoekeey]	[ungelesen: qoekeey]	UNREAD	[ungelesen: qoekeey]	[ungelesen: qoekeey]	[ungelesen: qoekeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	5	oteey	[ungelesen: oteey]	[ungelesen: oteey]	UNREAD	[ungelesen: oteey]	[ungelesen: oteey]	[ungelesen: oteey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	6	qokeod	[ungelesen: qokeod]	[ungelesen: qokeod]	UNREAD	[ungelesen: qokeod]	[ungelesen: qokeod]	[ungelesen: qokeod]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	7	sheey	benetze	benetze	ASSUMED	benetze	benetze	benetze	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	8	opaiin	[ungelesen: opaiin]	[ungelesen: opaiin]	UNREAD	[ungelesen: opaiin]	[ungelesen: opaiin]	[ungelesen: opaiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.30	9	deear	[ungelesen: deear]	[ungelesen: deear]	UNREAD	[ungelesen: deear]	[ungelesen: deear]	[ungelesen: deear]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	1	oldeey	[ungelesen: oldeey]	[ungelesen: oldeey]	UNREAD	[ungelesen: oldeey]	[ungelesen: oldeey]	[ungelesen: oldeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	2	ckhy	stampfe	stampfe	ASSUMED	stampfe	stampfe	stampfe	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	3	sheeody	[ungelesen: sheeody]	[ungelesen: sheeody]	UNREAD	[ungelesen: sheeody]	[ungelesen: sheeody]	[ungelesen: sheeody]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	4	eeos	[ungelesen: eeos]	[ungelesen: eeos]	UNREAD	[ungelesen: eeos]	[ungelesen: eeos]	[ungelesen: eeos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	5	sheshe<!corr?>	[ungelesen: sheshe<!corr?>]	[ungelesen: sheshe<!corr?>]	UNREAD	[ungelesen: sheshe<!corr?>]	[ungelesen: sheshe<!corr?>]	[ungelesen: sheshe<!corr?>]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	6	oeeor	[ungelesen: oeeor]	[ungelesen: oeeor]	UNREAD	[ungelesen: oeeor]	[ungelesen: oeeor]	[ungelesen: oeeor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	7	ykeear	[ungelesen: ykeear]	[ungelesen: ykeear]	UNREAD	[ungelesen: ykeear]	[ungelesen: ykeear]	[ungelesen: ykeear]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	8	chekeey	[ungelesen: chekeey]	[ungelesen: chekeey]	UNREAD	[ungelesen: chekeey]	[ungelesen: chekeey]	[ungelesen: chekeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.31	9	ykory	[ungelesen: ykory]	[ungelesen: ykory]	UNREAD	[ungelesen: ykory]	[ungelesen: ykory]	[ungelesen: ykory]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	1	dar	Teilmenge	Teilmenge	ASSUMED	Teilmenge	Teilmenge	Teilmenge	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	2	cheor	Auszug	Auszug	ASSUMED	Auszug	Auszug	Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	3	shoar	[ungelesen: shoar]	[ungelesen: shoar]	UNREAD	[ungelesen: shoar]	[ungelesen: shoar]	[ungelesen: shoar]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	4	okeol	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	ASSUMED	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	warme Flüssigkeit [nominale Qualität: Stoffkonstitution]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	5	shoy	[ungelesen: shoy]	[ungelesen: shoy]	UNREAD	[ungelesen: shoy]	[ungelesen: shoy]	[ungelesen: shoy]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	6	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	7	ar	Teil	Teil	ASSUMED	Teil	Teil	Teil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	8	oky	warm	warm	ASSUMED	warm	warm	warm	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	9	cheeor	geklärter Auszug	geklärter Auszug	ASSUMED	geklärter Auszug	geklärter Auszug	geklärter Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	10	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	11	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f102v2|f102v2.30-f102v2.39	f102v2.32	12	sy	abgesetzt	abgesetzt	ASSUMED	abgesetzt	abgesetzt	abgesetzt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	1	qokeor	erhitze den Auszug	erhitze den Auszug	ASSUMED	erhitze den Auszug	erhitze den Auszug	erhitze den Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	2	sho	Flüssigkeit	Flüssigkeit	ASSUMED	Flüssigkeit	Flüssigkeit	Flüssigkeit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	3	?keeeos	[ungelesen: ?keeeos]	[ungelesen: ?keeeos]	UNREAD	[ungelesen: ?keeeos]	[ungelesen: ?keeeos]	[ungelesen: ?keeeos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	4	cheor	Auszug	Auszug	ASSUMED	Auszug	Auszug	Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	5	o	und	und	ASSUMED	und	und	und	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	6	s	jeweils	jeweils	ASSUMED	jeweils	jeweils	jeweils	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	7	al	davon	davon	ASSUMED	davon	davon	davon	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	8	chos	[ungelesen: chos]	[ungelesen: chos]	UNREAD	[ungelesen: chos]	[ungelesen: chos]	[ungelesen: chos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	9	aiiin	[ungelesen: aiiin]	[ungelesen: aiiin]	UNREAD	[ungelesen: aiiin]	[ungelesen: aiiin]	[ungelesen: aiiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	10	o	und	und	ASSUMED	und	und	und	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	11	ky	[ungelesen: ky]	[ungelesen: ky]	UNREAD	[ungelesen: ky]	[ungelesen: ky]	[ungelesen: ky]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.33	12	okaraiin	[ungelesen: okaraiin]	[ungelesen: okaraiin]	UNREAD	[ungelesen: okaraiin]	[ungelesen: okaraiin]	[ungelesen: okaraiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	1	sorshey	[ungelesen: sorshey]	[ungelesen: sorshey]	UNREAD	[ungelesen: sorshey]	[ungelesen: sorshey]	[ungelesen: sorshey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	2	okeeor	[ungelesen: okeeor]	[ungelesen: okeeor]	UNREAD	[ungelesen: okeeor]	[ungelesen: okeeor]	[ungelesen: okeeor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	3	sheockhey	[ungelesen: sheockhey]	[ungelesen: sheockhey]	UNREAD	[ungelesen: sheockhey]	[ungelesen: sheockhey]	[ungelesen: sheockhey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	4	qokeos	[ungelesen: qokeos]	[ungelesen: qokeos]	UNREAD	[ungelesen: qokeos]	[ungelesen: qokeos]	[ungelesen: qokeos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	5	okchol	[ungelesen: okchol]	[ungelesen: okchol]	UNREAD	[ungelesen: okchol]	[ungelesen: okchol]	[ungelesen: okchol]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	6	ctheor	[ungelesen: ctheor]	[ungelesen: ctheor]	UNREAD	[ungelesen: ctheor]	[ungelesen: ctheor]	[ungelesen: ctheor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	7	okey	erwärmt	erwärmt	ASSUMED	erwärmt	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.34	8	sal	[ungelesen: sal]	[ungelesen: sal]	UNREAD	[ungelesen: sal]	[ungelesen: sal]	[ungelesen: sal]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	2	sheol	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	ASSUMED	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	feuchtes Gemenge [nominale Qualität: Stoffkonstitution]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	3	por	Zubereitungsmenge	Zubereitungsmenge	ASSUMED	Zubereitungsmenge	Zubereitungsmenge	Zubereitungsmenge	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	4	sheeor	wässriger Auszug	wässriger Auszug	ASSUMED	wässriger Auszug	wässriger Auszug	wässriger Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	5	shekeey	weiche ein	weiche ein	ASSUMED	weiche ein	weiche ein	weiche ein	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	6	qoky	erwärme mäßig	erwärme mäßig	ASSUMED	erwärme mäßig	erwärme mäßig	erwärme mäßig	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	7	cheo	Zubereitung	Zubereitung	ASSUMED	Zubereitung	Zubereitung	Zubereitung	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	8	teody	abgekühlt	abgekühlt	ASSUMED	abgekühlt	abgekühlt	abgekühlt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	9	qokeol	erhitzte Flüssigkeit	erhitzte Flüssigkeit	ASSUMED	erhitzte Flüssigkeit	erhitzte Flüssigkeit	erhitzte Flüssigkeit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.35	10	daiin	Dosis Q	Dosis Q	ASSUMED	Dosis Q	Dosis Q	Dosis Q	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	1	okeeor	[ungelesen: okeeor]	[ungelesen: okeeor]	UNREAD	[ungelesen: okeeor]	[ungelesen: okeeor]	[ungelesen: okeeor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	2	cheey	zerreibe fein	zerreibe fein	ASSUMED	zerreibe fein	zerreibe fein	zerreibe fein	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	3	okeey	erwärme vorsichtig	erwärme vorsichtig	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	4	sor	weiterer Bestandteil	weiterer Bestandteil	ASSUMED	weiterer Bestandteil	weiterer Bestandteil	weiterer Bestandteil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	5	eeey	[ungelesen: eeey]	[ungelesen: eeey]	UNREAD	[ungelesen: eeey]	[ungelesen: eeey]	[ungelesen: eeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	6	okey	erwärmt	erwärmt	ASSUMED	erwärmt	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	7	okey	erwärmt	erwärmt	ASSUMED	erwärmt	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	8	okeey	erwärme vorsichtig	erwärme vorsichtig	ASSUMED	erwärme vorsichtig	erwärme vorsichtig	erwärme vorsichtig	recorded
f102v2|f102v2.30-f102v2.39	f102v2.36	9	qokeor	erhitze den Auszug	erhitze den Auszug	ASSUMED	erhitze den Auszug	erhitze den Auszug	erhitze den Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	1	tchor	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	ASSUMED	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	verarbeitetes Blütenmaterial	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	2	ar	Teil	Teil	ASSUMED	Teil	Teil	Teil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	3	chey	prüfe	prüfe	ASSUMED	prüfe	prüfe	prüfe	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	4	kor	[ungelesen: kor]	[ungelesen: kor]	UNREAD	[ungelesen: kor]	[ungelesen: kor]	[ungelesen: kor]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	5	or	Anteil	Anteil	ASSUMED	Anteil	Anteil	Anteil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	6	cthey	[ungelesen: cthey]	[ungelesen: cthey]	UNREAD	[ungelesen: cthey]	[ungelesen: cthey]	[ungelesen: cthey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	7	qoeeey	[ungelesen: qoeeey]	[ungelesen: qoeeey]	UNREAD	[ungelesen: qoeeey]	[ungelesen: qoeeey]	[ungelesen: qoeeey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	8	qokeey	erhitze anhaltend	erhitze anhaltend	ASSUMED	erhitze anhaltend	erhitze anhaltend	erhitze anhaltend	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	9	okeoroly	[ungelesen: okeoroly]	[ungelesen: okeoroly]	UNREAD	[ungelesen: okeoroly]	[ungelesen: okeoroly]	[ungelesen: okeoroly]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.37	10	sar	je Teil	je Teil	ASSUMED	je Teil	je Teil	je Teil	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	1	dar	Teilmenge	Teilmenge	ASSUMED	Teilmenge	Teilmenge	Teilmenge	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	2	cheey	zerreibe fein	zerreibe fein	ASSUMED	zerreibe fein	zerreibe fein	zerreibe fein	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	3	ckheey	[ungelesen: ckheey]	[ungelesen: ckheey]	UNREAD	[ungelesen: ckheey]	[ungelesen: ckheey]	[ungelesen: ckheey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	4	qokeor	erhitze den Auszug	erhitze den Auszug	ASSUMED	erhitze den Auszug	erhitze den Auszug	erhitze den Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	5	okey	erwärmt	erwärmt	ASSUMED	erwärmt	erwärmt	erwärmt	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	6	chos	[ungelesen: chos]	[ungelesen: chos]	UNREAD	[ungelesen: chos]	[ungelesen: chos]	[ungelesen: chos]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	7	sho	Flüssigkeit	Flüssigkeit	ASSUMED	Flüssigkeit	Flüssigkeit	Flüssigkeit	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	8	ykeey	erwärme erneut	erwärme erneut	ASSUMED	erwärme erneut	erwärme erneut	erwärme erneut	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	9	okeeo	[ungelesen: okeeo]	[ungelesen: okeeo]	UNREAD	[ungelesen: okeeo]	[ungelesen: okeeo]	[ungelesen: okeeo]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.38	10	ra[in:i?]	[ungelesen: ra[in:i?]]	[ungelesen: ra[in:i?]]	UNREAD	[ungelesen: ra[in:i?]]	[ungelesen: ra[in:i?]]	[ungelesen: ra[in:i?]]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	1	yotaiin	[ungelesen: yotaiin]	[ungelesen: yotaiin]	UNREAD	[ungelesen: yotaiin]	[ungelesen: yotaiin]	[ungelesen: yotaiin]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	2	cheor	Auszug	Auszug	ASSUMED	Auszug	Auszug	Auszug	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	3	cheekey	[ungelesen: cheekey]	[ungelesen: cheekey]	UNREAD	[ungelesen: cheekey]	[ungelesen: cheekey]	[ungelesen: cheekey]	recorded
f102v2|f102v2.30-f102v2.39	f102v2.39	4	orain	[ungelesen: orain]	[ungelesen: orain]	UNREAD	[ungelesen: orain]	[ungelesen: orain]	[ungelesen: orain]	recorded
f106r|f106r.8-f106r.9	f106r.8	1	porarchy	[ungelesen: porarchy]	[ungelesen: porarchy]	UNREAD	[ungelesen: porarchy]	[ungelesen: porarchy]	[ungelesen: porarchy]	recorded
f106r|f106r.8-f106r.9	f106r.8	2	orar	[ungelesen: orar]	[ungelesen: orar]	UNREAD	[ungelesen: orar]	[ungelesen: orar]	[ungelesen: orar]	recorded
f106r|f106r.8-f106r.9	f106r.8	3	ol	mit	mit	ASSUMED	mit	mit	mit	recorded
f106r|f106r.8-f106r.9	f106r.8	4	kaiin	Wärmestufe Q	Wärmestufe Q	ASSUMED	Wärmestufe Q	Wärmestufe Q	Wärmestufe Q	recorded
f106r|f106r.8-f106r.9	f106r.8	5	shedy	[ungelesen: shedy]	[ungelesen: shedy]	UNREAD	[ungelesen: shedy]	[ungelesen: shedy]	[ungelesen: shedy]	recorded
f106r|f106r.8-f106r.9	f106r.8	6	oteedy	kühle vollständig	kühle vollständig	ASSUMED	kühle vollständig	kühle vollständig	kühle vollständig	recorded
f106r|f106r.8-f106r.9	f106r.8	7	qotor	kühle ab	kühle ab	ASSUMED	kühle ab	kühle ab	kühle ab	recorded
f106r|f106r.8-f106r.9	f106r.8	8	qoteedo	[ungelesen: qoteedo]	[ungelesen: qoteedo]	UNREAD	[ungelesen: qoteedo]	[ungelesen: qoteedo]	[ungelesen: qoteedo]	recorded
f106r|f106r.8-f106r.9	f106r.8	9	qoteedy	vollständig abgekühlt	vollständig abgekühlt	ASSUMED	vollständig abgekühlt	vollständig abgekühlt	vollständig abgekühlt	recorded
f106r|f106r.8-f106r.9	f106r.8	10	dair	Teilmenge R	Teilmenge R	ASSUMED	Teilmenge R	Teilmenge R	Teilmenge R	recorded
f106r|f106r.8-f106r.9	f106r.8	11	ok[ch:ee]daim	[ungelesen: ok[ch:ee]daim]	[ungelesen: ok[ch:ee]daim]	UNREAD	[ungelesen: ok[ch:ee]daim]	[ungelesen: ok[ch:ee]daim]	[ungelesen: ok[ch:ee]daim]	recorded
f106r|f106r.8-f106r.9	f106r.9	1	ychor	nimm	nimm	TARGET_HYPOTHESES	nimm	nimm	nimm	recorded
f106r|f106r.8-f106r.9	f106r.9	2	chol	trockne	erhitze	ASSUMED	erhitze	erhitze	erhitze	recorded
f106r|f106r.8-f106r.9	f106r.9	3	qokain	erwärmte Dosis P	erwärmte Dosis P	ASSUMED	erwärmte Dosis P	erwärmte Dosis P	erwärmte Dosis P	recorded
f106r|f106r.8-f106r.9	f106r.9	4	chocphol	[ungelesen: chocphol]	[ungelesen: chocphol]	UNREAD	[ungelesen: chocphol]	[ungelesen: chocphol]	[ungelesen: chocphol]	recorded
