complete_action_ordinal	host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	primary_governor_key	anchor_event_id	action_slot_id	action_root	gdt584_rule_id	completion_layer	written_carrier_count	written_carrier_roots	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt599_complete_clause_de	gdt599_new_completion
320	2860	G407-S321	4	f77r	ACTION:G407-E2427@1:SH	G407-E2427	RUNNING:G407-E2427@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2426@1:SH	Halte den Zustand zur Zielstation oder ins Zielbecken	Halte denselben Stationsansatz zur Zielstation oder ins Zielbecken	YES
321	2863	G407-S321	7	f77r	ACTION:G407-E2428@1:CHD	G407-E2428	RUNNING:G407-E2428@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2426@1:SH	Behandle den Ansatz	Behandle denselben Stationsansatz	NO
322	2864	G407-S321	8	f77r	ACTION:G407-E2429@1:OK	G407-E2429	RUNNING:G407-E2429@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2428@1:CHD	Beschicke oder bereite auf Grad II vor	Beschicke oder bereite denselben Stationsansatz auf Grad II vor	YES
323	2867	G407-S322	2	f77r	ACTION:G407-E2431@1:SH	G407-E2431	RUNNING:G407-E2431@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad II	Halte den Körper im Bad auf Grad II	NO
324	2869	G407-S323	1	f77r	ACTION:G407-E2432@1:SH	G407-E2432	RUNNING:G407-E2432@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:SH:CONDITION	Halte den Zustand	Halte die Stationsbedingung aufrecht	YES
325	2871	G407-S323	3	f77r	ACTION:G407-E2433@1:T	G407-E2433	RUNNING:G407-E2433@1	T	T_PHYSICAL_GRADE_TEMPER	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Temperiere auf Grad I	Temperiere den Stationsansatz auf Grad I	NO
326	2873	G407-S324	1	f77r	ACTION:G407-E2434@1:CHD	G407-E2434	RUNNING:G407-E2434@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2434@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
327	2874	G407-S324	2	f77r	ACTION:G407-E2435@2:SH	G407-E2435	RUNNING:G407-E2435@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2435:RUNNING:G407-E2435@5	Halte den Stationsansatz im Bad auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II, an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	NO
328	2875	G407-S324	3	f77r	ACTION:G407-E2436@1:OK	G407-E2436	RUNNING:G407-E2436@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2435@2:SH	Beschicke oder bereite auf Grad I vor	Beschicke oder bereite denselben Stationsansatz auf Grad I vor	YES
329	2879	G407-S325	3	f77r	ACTION:G407-E2438@1:CHD	G407-E2438	RUNNING:G407-E2438@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2438@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
330	2880	G407-S325	4	f77r	ACTION:G407-E2439@1:S	G407-E2439	RUNNING:G407-E2439@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2438@1:CHD	Wähle die Einheit aus	Wähle denselben Stationsansatz aus	NO
331	2881	G407-S325	5	f77r	ACTION:G407-E2439@2:OK	G407-E2439	RUNNING:G407-E2439@2	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2439@3:CH	Beschicke oder bereite vor	Beschicke oder bereite den Stationsansatz vor	YES
332	2882	G407-S325	6	f77r	ACTION:G407-E2439@3:CH	G407-E2439	RUNNING:G407-E2439@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2439@3:CH	Entnimm oder lass den Stationsansatz auf Grad II ab	Entnimm oder lass den Stationsansatz auf Grad II ab	YES
333	2883	G407-S325	7	f77r	ACTION:G407-E2440@1:S	G407-E2440	RUNNING:G407-E2440@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIN	PORTION	Anwendungsportion	die Anwendungsportion	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2440@1:S	Wähle die Anwendungsportion aus	Wähle die Anwendungsportion aus	NO
334	2884	G407-S325	8	f77r	ACTION:G407-E2441@1:SH	G407-E2441	RUNNING:G407-E2441@1	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	PORTION	Anwendungsportion	dieselbe Anwendungsportion	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2440@1:S	Halte den Zustand	Halte dieselbe Anwendungsportion	YES
335	2890	G407-S326	1	f77r	ACTION:G407-E2443@1:OK	G407-E2443	RUNNING:G407-E2443@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2443@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Bereite eine abgemessene Menge des Stationsansatzes vor	YES
336	2891	G407-S326	2	f77r	ACTION:G407-E2444@1:SH	G407-E2444	RUNNING:G407-E2444@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
337	2893	G407-S330	1	f77r	ACTION:G407-E2448@1:SH	G407-E2448	RUNNING:G407-E2448@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
338	2897	G407-S331	3	f77r	ACTION:G407-E2450@1:SH	G407-E2450	RUNNING:G407-E2450@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
339	2899	G407-S332	1	f77r	ACTION:G407-E2451@1:OK	G407-E2451	RUNNING:G407-E2451@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2451@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Bereite eine abgemessene Menge des Stationsansatzes vor	YES
340	2900	G407-S332	2	f77r	ACTION:G407-E2452@1:SH	G407-E2452	RUNNING:G407-E2452@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T03_BOUND_TYPED_REFERENCE	Q02_RIGHT_OR_TIE_DEFINITE	DEFINITE	RIGHT:G407-E2452:RUNNING:G407-E2452@4	Halte im Bad auf Grad II	Halte den Körper im Bad auf Grad II	NO
341	2901	G407-S332	3	f77r	ACTION:G407-E2452@3:T	G407-E2452	RUNNING:G407-E2452@3	T	T_AFTER_SH_COOL	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2452@3:T	Lass den Stationsansatz anschließend abkühlen	Lass den Körper anschließend abkühlen	NO
342	2902	G407-S332	4	f77r	ACTION:G407-E2453@1:OK	G407-E2453	RUNNING:G407-E2453@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2453@1:OK	Beschicke oder bereite den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle vor	Beschicke oder bereite den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle vor	YES
343	2903	G407-S332	5	f77r	ACTION:G407-E2455@2:CHD	G407-E2455	RUNNING:G407-E2455@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2453@1:OK	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Stationsansatz über den Stationskontakt oder die Leitung	NO
344	2905	G407-S333	1	f77r	ACTION:G407-E2457@1:S	G407-E2457	RUNNING:G407-E2457@1	S	S_BIO_DIVERT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	FLOW	Strom	den Strom	T02_ACTION_INTERNAL_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Leite den Strom über den Stationskontakt oder die Leitung um	Leite den Strom über den Stationskontakt oder die Leitung um	NO
345	2907	G407-S333	3	f77r	ACTION:G407-E2457@2:SH	G407-E2457	RUNNING:G407-E2457@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
346	2910	G407-S334	2	f77r	ACTION:G407-E2459@1:CHD	G407-E2459	RUNNING:G407-E2459@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	2	AIIN+Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2459@1:CHD	Behandle das Stations- oder Badmaß und den Stationsansatz	Behandle das Stationsmaß und den Stationsansatz	NO
347	2911	G407-S334	3	f77r	ACTION:G407-E2460@1:OK	G407-E2460	RUNNING:G407-E2460@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	AIIN	MEASURE	abgemessene Menge	die abgemessene Menge	T02_OWN_AIIN_PARAMETER	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2460@1:OK	Beschicke oder bereite das Stations- oder Badmaß vor	Bereite eine abgemessene Menge desselben Stationsansatzes vor	YES
348	2912	G407-S334	4	f77r	ACTION:G407-E2461@1:SH	G407-E2461	RUNNING:G407-E2461@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	GDT595:G407-E2461:RUNNING:G407-E2459@2	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
349	2915	G407-S335	2	f77r	ACTION:G407-E2462@2:SH	G407-E2462	RUNNING:G407-E2462@2	SH	SH_REST_HOLD	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	CONDITION	Stationsbedingung	die Stationsbedingung	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:SH:CONDITION	Halte den Zustand	Halte die Stationsbedingung aufrecht	YES
350	2918	G407-S340	1	f77r	ACTION:G407-E2468@1:SH	G407-E2468	RUNNING:G407-E2468@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2468:RUNNING:G407-E2469@3	Halte den Stationsansatz im Bad auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Arbeitsstelle; übernimm das Ergebnis als neuen Bad- oder Stationsansatz	NO
351	2919	G407-S340	2	f77r	ACTION:G407-E2470@1:S	G407-E2470	RUNNING:G407-E2470@1	S	S_REST_SELECT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIIN	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2470@1:S	Wähle das Stations- oder Badmaß aus	Wähle das Stationsmaß aus	NO
352	2920	G407-S340	3	f77r	ACTION:G407-E2471@1:SH	G407-E2471	RUNNING:G407-E2471@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	CARRY:G407-E2468	Halte im Bad auf Grad II	Halte denselben Stationsansatz im Bad auf Grad II	NO
353	2921	G407-S340	4	f77r	ACTION:G407-E2471@3:T	G407-E2471	RUNNING:G407-E2471@3	T	T_AFTER_SH_COOL	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2471@3:T	Lass den Stationsansatz anschließend abkühlen	Lass den Körper anschließend abkühlen	NO
354	2922	G407-S340	5	f77r	ACTION:G407-E2472@1:OK	G407-E2472	RUNNING:G407-E2472@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	BODY	Körper	denselben Körper	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2471@3:T	Beschicke oder bereite auf Grad II vor	Bereite denselben Körper auf Grad II vor	YES
355	2926	G407-S341	3	f77r	ACTION:G407-E2475@1:CH	G407-E2475	RUNNING:G407-E2475@1	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	2	AIIN+Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2475@1:CH	Entnimm oder lass das Stations- oder Badmaß und den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab	Entnimm oder lass das Stations- oder Badmaß und den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab	YES
356	2927	G407-S341	4	f77r	ACTION:G407-E2476@2:SH	G407-E2476	RUNNING:G407-E2476@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	2	Y+OR	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2476:RUNNING:G407-E2476@4|RUNNING:G407-E2479@1	Halte den Stationsansatz und die Becken- oder Körpereinheit im Bad auf Grad I und über den Stationskontakt oder die Leitung	Halte den Stationsansatz und die Badeinheit im Bad auf Grad I und über den Stationskontakt oder die Leitung	NO
357	2929	G407-S341	6	f77r	ACTION:G407-E2480@1:SH	G407-E2480	RUNNING:G407-E2480@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:S_ADDR	Halte im Bad auf Grad II und an der Stations-Endstelle	Halte den Stationsansatz im Bad auf Grad II und an der Stations-Endstelle	NO
358	2930	G407-S341	7	f77r	ACTION:G407-E2481@1:SH	G407-E2481	RUNNING:G407-E2481@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T03_BOUND_TYPED_REFERENCE	Q01_LEFT_ANAPHORIC	ANAPHORIC	CARRY:G407-E2480	Halte im Bad auf Grad I	Halte denselben Stationsansatz im Bad auf Grad I	NO
359	2931	G407-S341	8	f77r	ACTION:G407-E2481@3:CH	G407-E2481	RUNNING:G407-E2481@3	CH	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2481@1:SH	Entnimm oder lass ab	Entnimm oder lass denselben Stationsansatz ab	YES
360	2932	G407-S341	9	f77r	ACTION:G407-E2481@4:K	G407-E2481	RUNNING:G407-E2481@4	K	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2481@3:CH	Führe auf Grad I zu	Führe denselben Stationsansatz auf Grad I zu	YES
361	2934	G407-S343	1	f77r	ACTION:G407-E2487@2:SH	G407-E2487	RUNNING:G407-E2487@2	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	2	Y+Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2487:RUNNING:G407-E2486@2|RUNNING:G407-E2487@4	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	Halte den Stationsansatz im Bad auf Grad II und über den Stationskontakt oder die Leitung	NO
362	2935	G407-S343	2	f77r	ACTION:G407-E2488@1:OK	G407-E2488	RUNNING:G407-E2488@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2487@2:SH	Beschicke oder bereite auf Grad II vor	Beschicke oder bereite denselben Stationsansatz auf Grad II vor	YES
363	2937	G407-S345	1	f77r	ACTION:G407-E2490@1:OK	G407-E2490	RUNNING:G407-E2490@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	den Stationsansatz	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:OK:STATION	Beschicke oder bereite von der Ausgangsstation oder aus dem Ausgangsbecken vor	Beschicke oder bereite den Stationsansatz von der Ausgangsstation oder aus dem Ausgangsbecken vor	YES
364	2938	G407-S345	2	f77r	ACTION:G407-E2491@1:OK	G407-E2491	RUNNING:G407-E2491@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	4	Y+AIIN+Y+AIN	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2491@1:OK	Beschicke oder bereite den Stationsansatz, das Stations- oder Badmaß und die Anwendungsportion auf Grad II und über den Stationskontakt oder die Leitung vor	Beschicke oder bereite den Stationsansatz, das Stations- oder Badmaß und die Anwendungsportion auf Grad II und über den Stationskontakt oder die Leitung vor	YES
365	2940	G407-S345	4	f77r	ACTION:G407-E2495@1:SH	G407-E2495	RUNNING:G407-E2495@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T02_BLOCKER_STATION	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	BLOCKER:AL	Halte im Bad auf Grad I und zur Zielstation oder ins Zielbecken	Halte den Stationsansatz im Bad auf Grad I und zur Zielstation oder ins Zielbecken	NO
366	2941	G407-S345	5	f77r	ACTION:G407-E2496@1:OK	G407-E2496	RUNNING:G407-E2496@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	STATION	Stationsansatz	denselben Stationsansatz	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2495@1:SH	Beschicke oder bereite auf Grad II vor	Beschicke oder bereite denselben Stationsansatz auf Grad II vor	YES
367	2945	G407-S346	3	f77r	ACTION:G407-E2498@1:OK	G407-E2498	RUNNING:G407-E2498@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	2	Y+AIN	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2498@1:OK	Beschicke oder bereite den Stationsansatz und die Anwendungsportion vor	Beschicke oder bereite den Stationsansatz und die Anwendungsportion vor	YES
368	2946	G407-S346	4	f77r	ACTION:G407-E2499@1:SH	G407-E2499	RUNNING:G407-E2499@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2499:RUNNING:G407-E2499@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	NO
369	2950	G407-S347	1	f77r	ACTION:G407-E2501@2:CHD	G407-E2501	RUNNING:G407-E2501@2	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	STATION	Stationsansatz	den Stationsansatz	T05_WORKPIECE_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	NONE	Behandle den Ansatz zur Zielstation oder ins Zielbecken	Behandle den Stationsansatz zur Zielstation oder ins Zielbecken	NO
370	2952	G407-S348	1	f77r	ACTION:G407-E2502@1:CHD	G407-E2502	RUNNING:G407-E2502@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIIN	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2502@1:CHD	Behandle das Stations- oder Badmaß	Behandle das Stationsmaß	NO
371	2953	G407-S348	2	f77r	ACTION:G407-E2503@1:SH	G407-E2503	RUNNING:G407-E2503@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	NO
372	2955	G407-S351	1	f77r	ACTION:G407-E2506@1:OK	G407-E2506	RUNNING:G407-E2506@1	OK	GDT582_RETAINED_NON_TARGET	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2506@1:OK	Beschicke oder bereite den Stationsansatz auf Grad II vor	Beschicke oder bereite den Stationsansatz auf Grad II vor	YES
373	2956	G407-S351	2	f77r	ACTION:G407-E2507@1:CHD	G407-E2507	RUNNING:G407-E2507@1	CHD	CHD_BIO_TREAT	GDT597_NONSH_OBJECT_PHRASEBOOK	1	Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2507@1:CHD	Behandle den Stationsansatz	Behandle den Stationsansatz	NO
374	2957	G407-S351	3	f77r	ACTION:G407-E2508@1:SH	G407-E2508	RUNNING:G407-E2508@1	SH	SH_BIO_BATHE	GDT596_SH_OBJECT_PHRASEBOOK	2	AIIN+Y	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2508:RUNNING:G407-E2509@2|RUNNING:G407-E2509@3	Halte das Stations- oder Badmaß und den Stationsansatz im Bad auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken	Halte den Stationsansatz im Bad bei der angegebenen Füllung auf Grad I und von der Ausgangsstation oder aus dem Ausgangsbecken	NO
