host_ordinal_global	statement_id	host_ordinal_in_statement	physical_page	register	owner_id	primary_governor_key	anchor_event_id	action_root	action_slot_id	gdt584_rule_id	paragraph_boundary	integration_status	completion_layer	written_carrier_count	written_carrier_roots	written_carrier_lemmas_de	object_class	object_lemma_de	rendered_object_np_de	typing_card_id	reference_scope_card_id	reference_mode	source_pointer	gdt584_upstream_clause_de	gdt598_integrated_clause_de	clause_changed	guard	gdt599_complete_clause_de	gdt599_clause_changed_from_gdt598	gdt599_completion_status
3087	G407-S376	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2613@3:DY	G407-E2613	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3088	G407-S377	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2614@1:OT	G407-E2614	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beginne danach den nächsten Arbeitsgang	NO	NON_ACTION_RETAINED
3089	G407-S377	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2615@1:CHD	G407-E2615	CHD	RUNNING:G407-E2615@1	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	2	AIN+Y	Anwendungsportion|Stationsansatz	BODY_PART	Körperteil	das Körperteil	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2615@1:CHD	Behandle die Anwendungsportion und den Stationsansatz	Behandle den Körperteil	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle den Körperteil	NO	ALL_ACTIONS_OBJECT_COMPLETE
3090	G407-S377	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2616@3:CH	G407-E2616	CH	RUNNING:G407-E2616@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	PORTION	Probe	die Probe	T08_LOCAL_WORKSHOP_OVERRIDE	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	LOCAL_SAMPLE:BODY_PART	Entnimm oder lass an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab	Entnimm oder lass an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm die Probe am selben Körperteil an der Stations-Arbeitsstelle und über den Stationskontakt oder die Leitung	YES	ALL_ACTIONS_OBJECT_COMPLETE
3091	G407-S377	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2616@2:OL	G407-E2616	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3092	G407-S377	5	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2617@1:OK	G407-E2617	OK	RUNNING:G407-E2617@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	PORTION	Probe	dieselbe Probe	T05_LEFT_COMPATIBLE_STATE	Q01_LEFT_ANAPHORIC	ANAPHORIC	ACTION:G407-E2616@3:CH	Beschicke oder bereite auf Grad II vor	Beschicke oder bereite auf Grad II vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Bereite dieselbe Probe auf Grad II vor	YES	ALL_ACTIONS_OBJECT_COMPLETE
3093	G407-S377	6	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2617@3:DY	G407-E2617	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3094	G407-S378	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2618@1:OK	G407-E2618	OK	RUNNING:G407-E2618@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2618@1:OK	Beschicke oder bereite den Stationsansatz vor	Beschicke oder bereite den Stationsansatz vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
3095	G407-S378	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2618@2:OL	G407-E2618	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3096	G407-S378	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2619@1:OL	G407-E2619	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3097	G407-S378	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2620@1:T	G407-E2620	T	RUNNING:G407-E2620@1	T_PHYSICAL_GRADE_TEMPER	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	2	AIN+Y	Anwendungsportion|Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2620@1:T	Temperiere die Anwendungsportion und den Stationsansatz	Temperiere die Anwendungsportion und den Stationsansatz	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Temperiere die Anwendungsportion und den Stationsansatz	NO	ALL_ACTIONS_OBJECT_COMPLETE
3098	G407-S378	5	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION_CHAIN:G407-E2620:T	G407-E2620	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad II	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	NON_ACTION_RETAINED
3099	G407-S378	6	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2620@3:OL	G407-E2620	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3100	G407-S378	7	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2622@1:OT	G407-E2622	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Beginne danach den nächsten Arbeitsgang	Beginne danach den nächsten Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beginne danach den nächsten Arbeitsgang	NO	NON_ACTION_RETAINED
3101	G407-S378	8	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2622:OT>G<DY	G407-E2622	FRAME	NONE	FRAME_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Verwende für den vorangehenden Arbeitsschritt auf Grad II	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Verwende für den vorangehenden Arbeitsschritt auf Grad II	NO	NON_ACTION_RETAINED
3102	G407-S378	9	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2622@3:DY	G407-E2622	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3103	G407-S379	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2623@1:OK	G407-E2623	OK	RUNNING:G407-E2623@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	AIN	Anwendungsportion	PORTION	Anwendungsportion	die Anwendungsportion	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2623@1:OK	Beschicke oder bereite die Anwendungsportion vor	Beschicke oder bereite die Anwendungsportion vor	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite die Anwendungsportion vor	NO	ALL_ACTIONS_OBJECT_COMPLETE
3104	G407-S379	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2624@1:CH	G407-E2624	CH	RUNNING:G407-E2624@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2624@1:CH	Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab	Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz auf Grad II und an der Stations-Arbeitsstelle ab	NO	ALL_ACTIONS_OBJECT_COMPLETE
3105	G407-S379	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2625@1:SH	G407-E2625	SH	RUNNING:G407-E2625@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	1	Y	Stationsansatz	BODY	Körper	den Körper	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	HOST:G407-E2625:RUNNING:G407-E2625@3	Halte den Stationsansatz im Bad auf Grad II	Halte den Körper im Bad auf Grad II	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad II	NO	ALL_ACTIONS_OBJECT_COMPLETE
3106	G407-S379	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2626@2:CHD	G407-E2626	CHD	RUNNING:G407-E2626@2	CHD_BIO_TREAT	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	0	NONE	NONE	BODY	Körper	denselben Körper	T03_BOUND_COMPATIBLE_REFERENCE	Q01_LEFT_COMPATIBLE_ANAPHORIC	ANAPHORIC	ACTION:G407-E2625@1:SH	Behandle den Ansatz über den Stationskontakt oder die Leitung	Behandle denselben Körper über den Stationskontakt oder die Leitung	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Behandle denselben Körper über den Stationskontakt oder die Leitung	NO	ALL_ACTIONS_OBJECT_COMPLETE
3107	G407-S379	5	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2626@3:DY	G407-E2626	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3108	G407-S380	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2627@1:P	G407-E2627	P	RUNNING:G407-E2627@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	PORTION	Anwendungsportion	die Anwendungsportion	T07_ROOT_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:P:PORTION	Wende an	Wende an	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wende die Anwendungsportion an	YES	ALL_ACTIONS_OBJECT_COMPLETE
3109	G407-S380	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2627@2:OL	G407-E2627	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3110	G407-S380	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2628@1:SH	G407-E2628	SH	RUNNING:G407-E2628@1	SH_BIO_BATHE	NONE	COMPLETED_OBJECT_ACTION	GDT596_SH_OBJECT_PHRASEBOOK	0	NONE	NONE	BODY	Körper	den Körper	T05_BODY_FIRST_DEFAULT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	DEFAULT:BODY	Halte im Bad auf Grad I	Halte den Körper im Bad auf Grad I	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Halte den Körper im Bad auf Grad I	NO	ALL_ACTIONS_OBJECT_COMPLETE
3111	G407-S380	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2628@3:DY	G407-E2628	CONTROL	NONE	CONTROL_READER_REALIZATION	PARAGRAPH_AFTER	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Schließe den Arbeitsgang	Schließe den Arbeitsgang	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Schließe den Arbeitsgang	NO	NON_ACTION_RETAINED
3112	G407-S381	1	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2630@1:OK	G407-E2630	OK	RUNNING:G407-E2630@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	2	Y+AIIN	Stationsansatz|Stations- oder Badmaß	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2630@1:OK	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle vor	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß in Anwendungsform, auf Grad II, als neuer Bad- oder Stationsansatz und an der Stations-Arbeitsstelle vor	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Beschicke oder bereite den Stationsansatz und das Stations- oder Badmaß in Anwendungsform, auf Grad II und an der Stations-Arbeitsstelle vor; übernimm das Ergebnis als neuen Bad- oder Stationsansatz	YES	ALL_ACTIONS_OBJECT_COMPLETE
3113	G407-S381	2	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2631@1:CH	G407-E2631	CH	RUNNING:G407-E2631@1	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2631@3:P	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
3114	G407-S381	3	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2631@2:CH	G407-E2631	CH	RUNNING:G407-E2631@2	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	0	NONE	NONE	STATION	Stationsansatz	den Stationsansatz	T04_RIGHT_SAME_EVENT_WRITTEN	Q02_RIGHT_DEFINITE	DEFINITE	ACTION:G407-E2631@3:P	Entnimm oder lass ab	Entnimm oder lass ab	YES	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Entnimm oder lass den Stationsansatz ab	YES	ALL_ACTIONS_OBJECT_COMPLETE
3115	G407-S381	4	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2631@3:P	G407-E2631	P	RUNNING:G407-E2631@3	GDT582_RETAINED_NON_TARGET	NONE	COMPLETED_OBJECT_ACTION	GDT599_REMAINING_OBJECT_COMPLETION	1	Y	Stationsansatz	STATION	Stationsansatz	den Stationsansatz	T01_OWN_WRITTEN_PARTICIPANT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2631@3:P	Wende den Stationsansatz auf Grad I an	Wende den Stationsansatz auf Grad I an	NO	GDT598_SIX_PAGE_ARTIFACTS_ONLY__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Wende den Stationsansatz auf Grad I an	NO	ALL_ACTIONS_OBJECT_COMPLETE
3116	G407-S381	5	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CONTROL:G407-E2632@1:OL	G407-E2632	CONTROL	NONE	CONTROL_READER_REALIZATION	NONE	NON_ACTION_RETAINED	UPSTREAM_GDT584	0	NONE	NONE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	Fahre im selben Arbeitsgang fort	Fahre im selben Arbeitsgang fort	NO	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Fahre im selben Arbeitsgang fort	NO	NON_ACTION_RETAINED
3117	G407-S381	6	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	ACTION:G407-E2633@2:T	G407-E2633	T	RUNNING:G407-E2633@2	T_BIO_STATION_REGULATE	NONE	COMPLETED_OBJECT_ACTION	GDT597_NONSH_OBJECT_PHRASEBOOK	1	AIIN	Stations- oder Badmaß	MEASURE	Stationsmaß	das Stationsmaß	T01_WRITTEN_TYPED_OBJECT	Q03_LOCAL_OR_DEFAULT_DEFINITE	DEFINITE	ACTION:G407-E2633@2:T	Reguliere das Stations- oder Badmaß über den Stationskontakt oder die Leitung	Reguliere das Stationsmaß über den Stationskontakt oder die Leitung	YES	SIX_FIXED_PAGES__GDT596_PLUS_GDT597_EXACT_PATCH__UPSTREAM_OTHER_HOSTS__NO_NEW_PAGE_ROOT_PARSER_OR_SEGMENT	Reguliere das Stationsmaß über den Stationskontakt oder die Leitung	NO	ALL_ACTIONS_OBJECT_COMPLETE
