bio_field_row	field_id	record_unit_id	page	locus	statement_id	event_count	event_serials	v71_local_owner	owner_status	owner_transition	visible_contact_basis	literal_exact_card_sequence	complete_event_default_sequence	readable_field_text	source_layer_counts	minimum_working_confidence	mean_working_confidence	medical_application_model	bathhouse_operation_model	iconographic_formal_model	strongest_rival	contradiction	global_flow_claim	semantic_ceiling
73	F093	B3	f83r	f83r.15	B3-S021	7	274|275|276|277|278|279|280	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	E274:2f1c5e56e8f0ff459065 > E275:abb23e5e6936b4147f76 > E276:cb57b696b815fdef9cb7 > E277:b921a237be883a820352 > E278:dd0ecaf5e27d81befffc > E279:e0b630cb1b5df5e7105b > E280:2bc2ed2630dbdaaa6b59	E274=Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. | E275=Halte den örtlichen Posten für den im Exemplar bestimmten Zeitabschnitt. | E276=Verwende warmes Wasser für diesen örtlichen Posten. | E277=Verwende nun diese aktive Bade- oder Waschportion. | E278=Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. | E279=Prüfe den örtlich vorgeschriebenen Zustand der Charge. | E280=Behalte den örtlichen Rückstand und beende den Schritt.	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift. Halte den örtlichen Posten für den im Exemplar bestimmten Zeitabschnitt. Verwende warmes Wasser für diesen örtlichen Posten. Verwende nun diese aktive Bade- oder Waschportion. Führe den aktiven Posten an die örtlich bezeichnete Stelle innerhalb derselben Bildstation. Prüfe den örtlich vorgeschriebenen Zustand der Charge. Behalte den örtlichen Rückstand und beende den Schritt.	"{""EXEMPLAR_ONLY"": 3, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 3}"	0.26	0.340	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; MASS? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ZIEL? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; BEREIT? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
74	F094	B3	f83r	f83r.15	B3-S022	1	281	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	E281:4de12cf322dfb76ded1e	E281=Mische die örtlichen Anteile zu gleichen Teilen und beende den Schritt.	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Mische die örtlichen Anteile zu gleichen Teilen und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.26	0.260	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
75	F095	B3	f83r	f83r.15	B3-S023	1	282	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	E282:de7321bface5628e35d6	E282=Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Lasse die verbrauchte Flüssigkeit in den örtlichen Auffang- oder Auslassbereich ab.	"{""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; ABLASSEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
76	F096	B3	f83r	f83r.16	B3-S024	1	283	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	E283:259b2b3b0bf859882e2c	E283=Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Spüle das benutzte Gefäß oder den lokalen Lauf einmal aus und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.24	0.240	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
77	F097	B3	f83r	f83r.16	B3-S025	1	284	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	E284:87411f84689b4f93a303	E284=Erwärme den lokalen Posten einmal und beende den Schritt.	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Erwärme den lokalen Posten einmal und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.26	0.260	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
78	F098	B3	f83r	f83r.16	B3-S026	6	285|286|287|288|289|290	B3_MARGIN_TO_MAIN_GAP_UNRESOLVED	UNRESOLVED	MASTER_EXEMPLAR_OWNER_LOOKUP	zwischen Randstapel und unterer Paarstation besteht keine gezeichnete Kante	E285:342c3f0777337648f4b3 > E286:d72f71baff01cd0a0406 > E287:6f7ff8287eddf4da9fdb > E288:1645e612504fcef59ced > E289:e0b630cb1b5df5e7105b > E290:d788d8d72d41b25a3c71	E285=Richte die bezeichnete lokale Beckenstation ein. | E286=Führe den örtlichen Schritt nach dem Absetzen der Charge aus. | E287=Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. | E288=Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß. | E289=Prüfe den örtlich vorgeschriebenen Zustand der Charge. | E290=Führe den lokalen Lauf fort, bis der im Exemplar bezeichnete Klarzustand erreicht ist.	Am nur durch das Masterexemplar zuweisbaren örtlichen Posten [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED] (örtlicher f83r-Posten laut Exemplar; keine Bildvererbung über die Lücke): Richte die bezeichnete lokale Beckenstation ein. Führe den örtlichen Schritt nach dem Absetzen der Charge aus. Rühre den lokalen Bade- oder Waschposten, bis er gleichmäßig vermischt ist. Gib einen abgemessenen Anteil in das örtlich bezeichnete Gefäß. Prüfe den örtlich vorgeschriebenen Zustand der Charge. Führe den lokalen Lauf fort, bis der im Exemplar bezeichnete Klarzustand erreicht ist.	"{""EXEMPLAR_ONLY"": 5, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1}"	0.24	0.290	nur exemplarisch zuweisbarer Bade-/Waschposten zwischen Rand und Hauptpaar	nur exemplarisch zuweisbarer Übergabe- oder Wartungsposten	unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher	Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen. Ikonographisch/formal an [B3_MARGIN_TO_MAIN_GAP_UNRESOLVED]: unaufgelöster Bildzwischenraum; weder Rand- noch Hauptstation erbt sicher; die exakte Karte kann nur einen lokalen Konstruktionsplatz füllen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; BEREIT? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; selbst der lokale Besitzer ist an dieser Lücke nur exemplarisch entscheidbar; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
79	F099	B3	f83r	f83r.20	B3-S026	1	291	B3_MAIN_ARCH_LINKED_PAIR	DIRECT_VISIBLE	RESET_AT_V71_SCENE_GAP	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	E291:3b70942557b3a40e8030	E291=Lasse die örtliche Flüssigkeit sich setzen und beende den Schritt.	Setze den lokalen Besitzer [B3_MAIN_ARCH_LINKED_PAIR] (untere f83r-Paarstation mit gemeinsamem ungerichtetem Bogen): Lasse die örtliche Flüssigkeit sich setzen und beende den Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.48	0.480	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: Spülwasser zuführen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
80	F100	B3	f83r	f83r.20	B3-S027	1	292	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	E292:ff178343c18e287ce3b7	E292=Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den örtlichen Schritt.	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Lege ein warmes Tuch auf die bezeichnete äußere Stelle und beende den örtlichen Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: Spülwasser zuführen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
81	F101	B3	f83r	f83r.20	B3-S028	2	293|294	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	E293:0275fbf14e07935b0a45 > E294:7db18b2f0fb7ed0fcfd3	E293=Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. | E294=Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Temperiere die Charge für den vorgesehenen örtlichen Gebrauch. Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	"{""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 2}"	0.58	0.600	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: aktive Charge an der Wärmestelle von dieser lokalen Station. Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: Leitungsweg von dieser lokalen Station.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; TEMPERIEREN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; SPÜLEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
82	F102	B3	f83r	f83r.20	B3-S029	3	295|296|297	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	E295:dcda95c81a5460feb191 > E296:9247e38d29c79a0d2fa5 > E297:7db18b2f0fb7ed0fcfd3	E295=Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. | E296=Führe den nächsten örtlichen Schritt nach der ersten Spülung aus. | E297=Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Führe den aktiven Posten ausschließlich innerhalb dieses Records weiter. Führe den nächsten örtlichen Schritt nach der ersten Spülung aus. Spüle die bezeichnete Stelle oder den lokalen Lauf mit der aktiven Waschflotte.	"{""EXEMPLAR_ONLY"": 1, ""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 1, ""KNOWN_FORMAL_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.540	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: aktive Charge/Rücklauf des Feldes F102. Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: Leitung bis zum klaren Lauf spülen. Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: Leitungsweg von dieser lokalen Station.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; AKTIVEN_ARBEITSSTAND_VERKNÜPFEN bleibt eine formale Slotanweisung, keine Übersetzung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; jede Richtung gilt nur innerhalb dieser Station; Pfeil und globaler Seitenfluss fehlen; SPÜLEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
83	F103	B3	f83r	f83r.20	B3-S030	2	298|299	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	E298:276a7c2d74d1143446f4 > E299:2f1c5e56e8f0ff459065	E298=Gebrauche die Waschflotte am bezeichneten Körper- oder Beckenbereich dieser Station. | E299=Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Gebrauche die Waschflotte am bezeichneten Körper- oder Beckenbereich dieser Station. Bemesse den aktiven Bade- oder Waschposten nach der örtlichen Vorschrift.	"{""KNOWN_CARD_WITH_EXEMPLAR_FILL"": 2}"	0.62	0.620	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: aktive Charge an technischem Stationsziel F103. Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: Mengenbuch=B3:F103:M.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; ANWENDEN? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; MASS? bleibt ein unsicherer Ganzkarten-Merksatz, keine Wortbedeutung.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
84	F104	B3	f83r	f83r.22	B3-S030	2	300|301	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	E300:b154ff779abe5f196c80 > E301:4de12cf322dfb76ded1e	E300=Ziehe die klare örtliche Flüssigkeit ab. | E301=Mische die örtlichen Anteile zu gleichen Teilen und beende den Schritt.	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Ziehe die klare örtliche Flüssigkeit ab. Mische die örtlichen Anteile zu gleichen Teilen und beende den Schritt.	"{""EXEMPLAR_ONLY"": 1, ""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: Charge ruhig stehen lassen. Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: klaren Oberlauf abnehmen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur. Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
85	F105	B3	f83r	f83r.22	B3-S031	1	302	B3_MAIN_ARCH_LINKED_PAIR	INHERITED_VISIBLE	CARRY_WITHIN_LOCAL_STATION	breiter blau gefüllter Bogen verbindet die zwei Hauptfiguren tatsächlich	E302:7d25241b0e56c836372a	E302=Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den lokalen Schritt.	An derselben lokalen Station [B3_MAIN_ARCH_LINKED_PAIR]: Wasche oder bade den bezeichneten Körper- oder Beckenbereich und beende den lokalen Schritt.	"{""FORMAL_CLOSURE_MARKER_WITH_EXEMPLAR_FILL"": 1}"	0.42	0.420	sichtbar gekoppeltes Paar lokaler Bade-/Anwendungsstationen unter einem ungerichteten Bogen	gekoppeltes Beckenpaar mit lokalem, aber ungerichtetem Austausch	Regenbogen- oder Himmelsband ohne technische Kopplung	Badehausbetrieb an [B3_MAIN_ARCH_LINKED_PAIR]: Filter lösen.	Stoff, Heilindikation und konkrete Handlung stammen aus dem Masterexemplar, nicht aus der Bildkontur; der Schlussmarker stützt nur den Feldabschluss.	NONE	COMPLETE_LOCAL_FIELD_EXPANSION_NOT_TRANSLATION
