event_serial	record_unit_id	page	locus	field_id	statement_id	joint_tuple_id	local_image_owner	local_owner_label	owner_status	owner_confidence	owner_break_before	exact_literal_card_formal_exemplar_layer	v69_source_status	concrete_german_meaning_in_context	meaning_in_context_confidence	strongest_bathhouse_technical_or_formal_rival	strongest_contradiction	unsupported_nouns	carry_policy	image_geometry_guard	terminal_status	semantic_ceiling
178	B2	f82r	f82r.3	F050	B2-S005	2d2e37ccb2dacc53ee5a	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:2d2e37ccb2dacc53ee5a] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Durch ein Tuch.	0.34	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	Tuch	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
179	B2	f82r	f82r.3	F050	B2-S005	2cc8bb3c2af19607888f	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:2cc8bb3c2af19607888f] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Durch die verbundenen Läufe.	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Lauf|Strom/Flussrichtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
180	B2	f82r	f82r.3	F050	B2-S005	b5fcea1eaed06b2f2291	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
181	B2	f82r	f82r.4	F051	B2-S005	b5fcea1eaed06b2f2291	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:b5fcea1eaed06b2f2291] > [FORMAL:STANDARDSLOT_SETZEN] > [CONTEXT_EXEMPLAR:RECORD_LOCAL_LINK]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den aktiven Posten nach der örtlichen Vorschrift bemessen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Mengenbuch=lokaler Posten; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Posten	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
182	B2	f82r	f82r.4	F051	B2-S005	a8f891de626fc00028e9	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:a8f891de626fc00028e9] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Unter derselben Einstellung.	0.34	Badehaus-technischer Rivale am selben Besitzer: Zuführung öffnen; keine Vererbung über einen Stationswechsel.	die konkrete Handlung ist nur occurrence-gebundener Exemplarwert, keine Kartenbedeutung.	NONE__ACTION_ONLY	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
183	B2	f82r	f82r.4	F051	B2-S005	f0db6d30cd34f4cb2a4d	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:f0db6d30cd34f4cb2a4d] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Das breite Gefäß.	0.34	Badehaus-technischer Rivale am selben Besitzer: Wasser in das Becken einlassen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Gefäß	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
184	B2	f82r	f82r.4	F051	B2-S005	04a3877f0fc81b7597c9	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:04a3877f0fc81b7597c9] > [CONTEXT_EXEMPLAR:LOCAL_ACTION_OR_SOURCE_ARGUMENT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Ziehe es ab und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Füllstand am Randzeichen prüfen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung.	Ablassen/Ablauf	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
185	B2	f82r	f82r.4	F052	B2-S006	5d5e0b288cf36864ed9d	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:5d5e0b288cf36864ed9d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Der vorbereitete Bade- oder Waschzusatz.	0.34	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bade-/Waschzusatz|Waschung/Bad|Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
186	B2	f82r	f82r.4	F052	B2-S006	308e8ea2d5d190c498e8	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:308e8ea2d5d190c498e8] > [FORMAL:LOKALEN_RELATIONSSLOT_SETZEN] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	STRICT_FORMAL_PROMPT_NO_WORD_VALUE	Den aktiven Posten an der örtlich bezeichneten Station führen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Zieladresse=Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Posten|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
187	B2	f82r	f82r.4	F052	B2-S006	c1913ec4ff84148da6d3	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:c1913ec4ff84148da6d3] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Über der örtlich bezeichneten Stelle.	0.34	Badehaus-technischer Rivale am selben Besitzer: Durchgang beobachten; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
188	B2	f82r	f82r.4	F052	B2-S006	276a7c2d74d1143446f4	B2_UPPER_PAIRED_BASINS_AND_CYLINDER	obere Paarbecken-/Zylinderstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_UPPER_PAIRED_BASINS_AND_CYLINDER] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F052; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Badeflüssigkeit|Becken|Waschung/Bad	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
189	B2	f82r	f82r.7	F053	B2-S007	cbb42a4fe68068325d6b	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Geräte-/Inline-Knotenstation	DIRECT_VISIBLE	MEDIUM	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:cbb42a4fe68068325d6b] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Gib sauberes Wasser hinzu und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Leitungszweig wählen; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Wasser	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
190	B2	f82r	f82r.7	F054	B2-S008	54d0e228ca346110af05	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Geräte-/Inline-Knotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:54d0e228ca346110af05] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Für dieselbe Dauer wie zuvor.	0.34	Badehaus-technischer Rivale am selben Besitzer: Filtertuch oder Sieb einsetzen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Dauer	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
191	B2	f82r	f82r.7	F054	B2-S008	3ae9a121ba0045b913e8	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Geräte-/Inline-Knotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:3ae9a121ba0045b913e8] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Über der örtlich bezeichneten Stelle.	0.34	Badehaus-technischer Rivale am selben Besitzer: Charge durch den Filter führen; keine Vererbung über einen Stationswechsel.	die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
192	B2	f82r	f82r.7	F054	B2-S008	bc4f1f5c006c74a4d26d	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Geräte-/Inline-Knotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:bc4f1f5c006c74a4d26d] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Lasse es bis zur Bereitschaft stehen und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Rückstand vom Filter abnehmen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Bereitschaft	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
193	B2	f82r	f82r.7	F055	B2-S009	daa1347f456415fe8737	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Geräte-/Inline-Knotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:daa1347f456415fe8737] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE] > [CLOSE]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Halte es warm und beende den Schritt.	0.40	Badehaus-technischer Rivale am selben Besitzer: Arbeitsziel an der Station bereitstellen; keine Vererbung über einen Stationswechsel.	Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	TERMINAL	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
194	B2	f82r	f82r.7	F056	B2-S010	0275fbf14e07935b0a45	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Geräte-/Inline-Knotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:0275fbf14e07935b0a45] > [CARD:TEMPERIEREN?] > [CONTEXT_EXEMPLAR:LOCAL_CONDITION_OR_STATE]	EXACT_WORKING_MNEMONIC	Die Charge für den vorgesehenen Gebrauch temperieren.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an der Wärmestelle von Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Charge|Wärme/Temperatur	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
195	B2	f82r	f82r.7	F056	B2-S010	276a7c2d74d1143446f4	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Geräte-/Inline-Knotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:276a7c2d74d1143446f4] > [CARD:ANWENDEN?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Die Badeflüssigkeit am bezeichneten Körper- oder Teilbadbereich gebrauchen.	0.46	Badehaus-technischer Rivale am selben Besitzer: aktive Charge an technischem Stationsziel F056; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; eine nackte Figur ist nicht automatisch Patientin oder therapeutisches Ziel; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Badeflüssigkeit|Becken|Waschung/Bad	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
196	B2	f82r	f82r.7	F056	B2-S010	5eff216ba51fbfb21f22	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Geräte-/Inline-Knotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:5eff216ba51fbfb21f22] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Die erste Öffnung.	0.34	Badehaus-technischer Rivale am selben Besitzer: Wärme mit der Handprobe prüfen; keine Vererbung über einen Stationswechsel.	keine Kontur trägt einen Pfeil oder eine Flussrichtung; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Öffnung|erste/zweite Richtung	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
197	B2	f82r	f82r.7	F056	B2-S010	b5df9126607030b95175	B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE	mittlere linke Geräte-/Inline-Knotenstation	INHERITED_VISIBLE	MEDIUM	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_MIDDLE_LEFT_DEVICE_AND_INLINE_NODE] > [OPAQUE_CARD:b5df9126607030b95175] > [CARD:KLAR?] > [CONTEXT_EXEMPLAR:LOCAL_TARGET_OR_STATION]	EXACT_WORKING_MNEMONIC	Den örtlichen Prüfzustand der Charge feststellen.	0.46	Badehaus-technischer Rivale am selben Besitzer: Arbeitsstand der Charge an Teilbecken B mit Zugängen Z1-Z3, Wärmestelle W2, Filter F2 und Auslass A2; keine Vererbung über einen Stationswechsel.	Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht.	Charge|Station	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
198	B2	f82r	f82r.19	F057	B2-S011	1645e612504fcef59ced	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	ungelöste mittlere rechte Linie-/Liegepodeststation	UNRESOLVED	LOW	BREAK_VISIBLE_GAP__RESET_SUBSTANCE_TARGET_DIRECTION	[OWNER:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] > [OPAQUE_CARD:1645e612504fcef59ced] > [CONTEXT_EXEMPLAR:LOCAL_PARAMETER]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Gib einen abgemessenen Anteil in das Gefäß.	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt; die sichtbare Form beweist ihre Gefäß-, Becken- oder Leitungsfunktion nicht; Maß, Dauer, Wärme oder Zustand ist unbebilderter Quellenwert.	Anteil|Gefäß|Maß/Menge	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
199	B2	f82r	f82r.19	F057	B2-S011	4d4559019a961b834aa1	B2_MIDDLE_RIGHT_AMBIGUOUS_STATION	ungelöste mittlere rechte Linie-/Liegepodeststation	UNRESOLVED	LOW	SAME_LOCAL_OWNER__NO_NEW_GEOMETRIC_CLAIM	[OWNER:B2_MIDDLE_RIGHT_AMBIGUOUS_STATION] > [OPAQUE_CARD:4d4559019a961b834aa1] > [CONTEXT_EXEMPLAR:LOCAL_SUBSTANCE_OR_OBJECT]	UNKNOWN_EXEMPLAR_WHOLE_CARD	Daraus, aus demselben Ansatz.	0.18	Formaler Rivale: opaker Exemplar-/Zellwert ohne rekonstruierbare Stationshandlung.	Selbst der lokale Bildbesitzer ist an dieser Lücke unaufgelöst; Stoff oder Zubereitung ist nicht sichtbar bestimmt.	Ansatz	LOCAL_OWNER_ONLY; NEVER_CARRY_SUBSTANCE_TARGET_OR_DIRECTION_ACROSS_OWNER_BREAK	several partly disconnected figure, vessel, cylinder, conduit and lower-pool vignettes	NONCLOSE	OCCURRENCE_BALNEOLOGICAL_EXEMPLAR_NOT_CARD_STEM_SOUND_LANGUAGE_OR_MEDICAL_FACT
