unified_serial	section	page	unit_id	local_id	surface_display_only	read_aloud_de	copy_rule_de	owner_or_namespace	meaning_or_use_de	meaning_layer
275	BIOLOGICAL	f83r	B3	E275	shedal	absetzen · bezeichnete Stelle	schreibe die globale Vorzugsform shedal	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	COMPOSITIONAL_PROSE
276	BIOLOGICAL	f83r	B3	E276	shecthy	halten · kurz · bereit · dieser Posten	schreibe die globale Vorzugsform shecthy	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	COMPOSITIONAL_PROSE
277	BIOLOGICAL	f83r	B3	E277	chey	dieser Posten	schreibe die globale Vorzugsform chey	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	COMPOSITIONAL_PROSE
278	BIOLOGICAL	f83r	B3	E278	tal	bezeichnete Stelle	in der gelernten Formelkadenz FC10 schreibe tal	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	COMPOSITIONAL_PROSE
279	BIOLOGICAL	f83r	B3	E279	shcthy	bereit · dieser Posten	in der gelernten Formelkadenz FC10 schreibe shcthy	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	COMPOSITIONAL_PROSE
280	BIOLOGICAL	f83r	B3	E280	dalchdy	bezeichnete Stelle · umsetzen · Schluss	schreibe die globale Vorzugsform dalchdy	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: setze nach Maß an → ablagern → stehen lassen → umfüllen. Angaben: bereit · dies | Ziel | dies | Maß | dies | Ziel | bereit · dies.	COMPOSITIONAL_PROSE
281	BIOLOGICAL	f83r	B3	E281	qotchedy	danach · umsetzen · Schluss	in der gelernten Formelkadenz FC10 schreibe qotchedy	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.	COMPOSITIONAL_PROSE
282	BIOLOGICAL	f83r	B3	E282	lchedy	führen · umsetzen · Schluss	schreibe die globale Vorzugsform lchedy	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: abführen + überführen.	COMPOSITIONAL_PROSE
283	BIOLOGICAL	f83r	B3	E283	tchedy	umsetzen · Schluss	am Recordmelodieplatz RM07:2 schreibe tchedy	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: führe zur nächsten Station.	COMPOSITIONAL_PROSE
284	BIOLOGICAL	f83r	B3	E284	qokchdy	ansetzen · umsetzen · Schluss	schreibe die globale Vorzugsform qokchdy	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: einsetzen + überführen.	COMPOSITIONAL_PROSE
285	BIOLOGICAL	f83r	B3	E285	cheedar	länger · von dort	schreibe die globale Vorzugsform cheedar	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	COMPOSITIONAL_PROSE
286	BIOLOGICAL	f83r	B3	E286	chldaiin	führen · vorgeschriebenes Maß	schreibe die globale Vorzugsform chldaiin	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	COMPOSITIONAL_PROSE
287	BIOLOGICAL	f83r	B3	E287	chedy	umsetzen · dieser Posten	schreibe die globale Vorzugsform chedy	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	COMPOSITIONAL_PROSE
288	BIOLOGICAL	f83r	B3	E288	qokain	ansetzen · Portion	schreibe die globale Vorzugsform qokain	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	COMPOSITIONAL_PROSE
289	BIOLOGICAL	f83r	B3	E289	checthy	bereit · dieser Posten	schreibe die globale Vorzugsform checthy	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	COMPOSITIONAL_PROSE
290	BIOLOGICAL	f83r	B3	E290	chealror	bezeichnete Stelle · abkühlen · Ansatz	schreibe die globale Vorzugsform chealror	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	COMPOSITIONAL_PROSE
291	BIOLOGICAL	f83r	B3	E291	solkeedy	auffangen · länger · Schluss	am Recordmelodieplatz RM07:3 schreibe solkeedy	unverbundener Zwischenbereich	Bildort: unverbundener Zwischenbereich. Arbeitsfolge: ableiten → umschöpfen → gib einen Teil hinein → abkühlen lassen → auffangen und stehen lassen. Angaben: länger · davon | bereit · dies.	COMPOSITIONAL_PROSE
292	BIOLOGICAL	f83r	B3	E292	qoteedy	danach · länger · Schluss	schreibe die globale Vorzugsform qoteedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze nur die Angaben. Angaben: danach · länger; Schritt schließen.	COMPOSITIONAL_PROSE
293	BIOLOGICAL	f83r	B3	E293	qokeey	ansetzen · länger · dieser Posten	schreibe die globale Vorzugsform qokeey	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: wirken lassen → einwirken lassen.	COMPOSITIONAL_PROSE
294	BIOLOGICAL	f83r	B3	E294	qokedy	ansetzen · kurz · Schluss	schreibe die globale Vorzugsform qokedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: wirken lassen → einwirken lassen.	COMPOSITIONAL_PROSE
295	BIOLOGICAL	f83r	B3	E295	sol	fortsetzen	schreibe die globale Vorzugsform sol	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → einwirken lassen. Angaben: fort.	COMPOSITIONAL_PROSE
296	BIOLOGICAL	f83r	B3	E296	cheeety	vollständig · eintragen · dieser Posten	schreibe die globale Vorzugsform cheeety	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → einwirken lassen. Angaben: fort.	COMPOSITIONAL_PROSE
297	BIOLOGICAL	f83r	B3	E297	qokedy	ansetzen · kurz · Schluss	schreibe die globale Vorzugsform qokedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → einwirken lassen. Angaben: fort.	COMPOSITIONAL_PROSE
298	BIOLOGICAL	f83r	B3	E298	qoky	ansetzen · dieser Posten	schreibe die globale Vorzugsform qoky	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	COMPOSITIONAL_PROSE
299	BIOLOGICAL	f83r	B3	E299	saiin	vorgeschriebenes Maß	am Recordmelodieplatz RM07:3 schreibe saiin	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	COMPOSITIONAL_PROSE
300	BIOLOGICAL	f83r	B3	E300	schedair	umsetzen · laufender Bestand	schreibe die globale Vorzugsform schedair	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	COMPOSITIONAL_PROSE
301	BIOLOGICAL	f83r	B3	E301	otchedy	danach · umsetzen · Schluss	schreibe die globale Vorzugsform otchedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: setze dies ein → durchleiten → führe zur nächsten Station. Angaben: Maß.	COMPOSITIONAL_PROSE
302	BIOLOGICAL	f83r	B3	E302	qokeedy	ansetzen · länger · Schluss	schreibe die globale Vorzugsform qokeedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: einwirken lassen.	COMPOSITIONAL_PROSE
303	BIOLOGICAL	f83r	B3	E303	chedain	umsetzen · Portion	schreibe die globale Vorzugsform chedain	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	COMPOSITIONAL_PROSE
304	BIOLOGICAL	f83r	B3	E304	chedy	umsetzen · dieser Posten	schreibe die globale Vorzugsform chedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	COMPOSITIONAL_PROSE
305	BIOLOGICAL	f83r	B3	E305	qotedaiin	danach · kurz · vorgeschriebenes Maß	schreibe die globale Vorzugsform qotedaiin	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	COMPOSITIONAL_PROSE
306	BIOLOGICAL	f83r	B3	E306	otaiin	danach · vorgeschriebenes Maß	schreibe die globale Vorzugsform otaiin	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	COMPOSITIONAL_PROSE
307	BIOLOGICAL	f83r	B3	E307	otedy	danach · kurz · Schluss	schreibe die globale Vorzugsform otedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abmessen und umsetzen → abmessen und umsetzen. Angaben: danach · kurz · Maß | danach · Maß | danach · kurz; Schritt schließen.	COMPOSITIONAL_PROSE
308	BIOLOGICAL	f83r	B3	E308	ldy	führen · Schluss	schreibe die globale Vorzugsform ldy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: abführen.	COMPOSITIONAL_PROSE
309	BIOLOGICAL	f83r	B3	E309	soiiin	Arbeitsgang · Sollstufe	in der gelernten Formelkadenz FC11 schreibe soiiin	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	COMPOSITIONAL_PROSE
310	BIOLOGICAL	f83r	B3	E310	checthy	bereit · dieser Posten	schreibe die globale Vorzugsform checthy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	COMPOSITIONAL_PROSE
311	BIOLOGICAL	f83r	B3	E311	chety	eintragen · dieser Posten	in der gelernten Formelkadenz FC11 schreibe chety	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	COMPOSITIONAL_PROSE
312	BIOLOGICAL	f83r	B3	E312	otaiin	danach · vorgeschriebenes Maß	schreibe die globale Vorzugsform otaiin	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	COMPOSITIONAL_PROSE
313	BIOLOGICAL	f83r	B3	E313	olsaly	fortsetzen · bezeichnete Stelle · dieser Posten	schreibe die globale Vorzugsform olsaly	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	COMPOSITIONAL_PROSE
314	BIOLOGICAL	f83r	B3	E314	shedy	absetzen · Schluss	schreibe die globale Vorzugsform shedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B3	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B3. Arbeitsfolge: eintragen → ablagern. Angaben: Gang · Sollstufe | bereit · dies | danach · Maß | fort · Ziel · dies.	COMPOSITIONAL_PROSE
315	BIOLOGICAL	f83r	B4	E315	qokeedy	ansetzen · länger · Schluss	schreibe die globale Vorzugsform qokeedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einwirken lassen.	COMPOSITIONAL_PROSE
316	BIOLOGICAL	f83r	B4	E316	qolchey	fortsetzen · dieser Posten	schreibe die globale Vorzugsform qolchey	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: wirken lassen → einwirken lassen. Angaben: fort · dies.	COMPOSITIONAL_PROSE
317	BIOLOGICAL	f83r	B4	E317	qokeey	ansetzen · länger · dieser Posten	schreibe die globale Vorzugsform qokeey	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: wirken lassen → einwirken lassen. Angaben: fort · dies.	COMPOSITIONAL_PROSE
318	BIOLOGICAL	f83r	B4	E318	qokedy	ansetzen · kurz · Schluss	schreibe die globale Vorzugsform qokedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: wirken lassen → einwirken lassen. Angaben: fort · dies.	COMPOSITIONAL_PROSE
319	BIOLOGICAL	f83r	B4	E319	chedy	umsetzen · dieser Posten	schreibe die globale Vorzugsform chedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	COMPOSITIONAL_PROSE
320	BIOLOGICAL	f83r	B4	E320	otal	danach · bezeichnete Stelle	am Recordmelodieplatz RM08:1 schreibe otal	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	COMPOSITIONAL_PROSE
321	BIOLOGICAL	f83r	B4	E321	otchey	danach · dieser Posten	schreibe die globale Vorzugsform otchey	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	COMPOSITIONAL_PROSE
322	BIOLOGICAL	f83r	B4	E322	qokeey	ansetzen · länger · dieser Posten	schreibe die globale Vorzugsform qokeey	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	COMPOSITIONAL_PROSE
323	BIOLOGICAL	f83r	B4	E323	qoky	ansetzen · dieser Posten	schreibe die globale Vorzugsform qoky	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	COMPOSITIONAL_PROSE
324	BIOLOGICAL	f83r	B4	E324	tol	fortsetzen	am Recordmelodieplatz RM08:2 schreibe tol	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	COMPOSITIONAL_PROSE
325	BIOLOGICAL	f83r	B4	E325	shedy	absetzen · Schluss	schreibe die globale Vorzugsform shedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: umschöpfen → anlegen → setze dies ein → absetzen lassen. Angaben: danach · Ziel | danach · dies | fort.	COMPOSITIONAL_PROSE
326	BIOLOGICAL	f83r	B4	E326	qokylddy	ansetzen · dieser Posten · befestigen · Schluss	schreibe die globale Vorzugsform qokylddy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: einsetzen + festbinden.	COMPOSITIONAL_PROSE
327	BIOLOGICAL	f83r	B4	E327	dain	Portion	schreibe die globale Vorzugsform dain	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	COMPOSITIONAL_PROSE
328	BIOLOGICAL	f83r	B4	E328	chedy	umsetzen · dieser Posten	schreibe die globale Vorzugsform chedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	COMPOSITIONAL_PROSE
329	BIOLOGICAL	f83r	B4	E329	qokeedy	ansetzen · länger · Schluss	schreibe die globale Vorzugsform qokeedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: abmessen und umsetzen → einwirken lassen. Angaben: Portion.	COMPOSITIONAL_PROSE
330	BIOLOGICAL	f83r	B4	E330	shckhedy	halten · Durchlass · kurz · Schluss	schreibe die globale Vorzugsform shckhedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	COMPOSITIONAL_PROSE
331	BIOLOGICAL	f83r	B4	E331	shckhedy	halten · Durchlass · kurz · Schluss	schreibe die globale Vorzugsform shckhedy	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: zurückhalten.	COMPOSITIONAL_PROSE
332	BIOLOGICAL	f83r	B4	E332	saiin	vorgeschriebenes Maß	schreibe die globale Vorzugsform saiin	sichtbares Figurenpaar mit gemeinsamem Bogen in B4	Bildort: sichtbares Figurenpaar mit gemeinsamem Bogen in B4. Arbeitsfolge: warm halten → einwirken lassen → einwirken lassen. Angaben: Maß.	COMPOSITIONAL_PROSE
