register_replay_event_id	event_id	held_register	physical_page	statement_id	locus	surface	source_component_recipe	component_recipe	component_atom_count	surface_recipe_correction	all_atoms_on_fixed_sheet	outside_surface_registers	outside_surface_pages	outside_recipe_registers	outside_recipe_pages	register_replay_result
P1025-E0967	P1008-E0260	CELESTIAL	f72r	P1009-S058	f72r2.22	aiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0968	P1008-E0261	CELESTIAL	f72r	P1009-S058	f72r2.22	oteo	OT+O	OT+O	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0969	P1008-E0262	CELESTIAL	f72r	P1009-S058	f72r2.22	daiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0970	P1008-E0263	CELESTIAL	f72r	P1009-S058	f72r2.22	shokal	OK+AL	OK+AL	2	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f75r|f76r|f77r|f81v|f82r|f83r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0971	P1008-E0264	CELESTIAL	f72r	P1009-S058	f72r2.22	otey	OT+E+Y	OT+E+Y	3	UNCHANGED	YES	BIOLOGICAL	f75r|f76r|f77r	BIOLOGICAL|PHARMA	f75r|f76r|f77r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0972	P1008-E0265	CELESTIAL	f72r	P1009-S058	f72r2.22	otaiin	OT+AIIN	OT+AIIN	2	UNCHANGED	YES	BIOLOGICAL	f83r	BIOLOGICAL	f77r|f82r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0973	P1008-E0266	CELESTIAL	f72r	P1009-S058	f72r2.22	otaly	OT+AL+Y	OT+AL+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0974	P1008-E0267	CELESTIAL	f72r	P1009-S058	f72r2.22	dal	AL	AL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f18r|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0975	P1008-E0268	CELESTIAL	f72r	P1009-S058	f72r2.22	okaly	OK+AL	OK+AL	2	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f75r|f76r|f77r|f81v|f82r|f83r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0976	P1008-E0269	CELESTIAL	f72r	P1009-S058	f72r2.22	dalchdy	AL+CHD+DY	AL+CHD+DY	3	UNCHANGED	YES	BIOLOGICAL	f83r	BIOLOGICAL|PHARMA	f76r|f77r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0977	P1008-E0270	CELESTIAL	f72r	P1009-S059	f72r2.22	eteeey	T+EEE+Y	T+EEE+Y	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E0978	P1008-E0271	CELESTIAL	f72r	P1009-S059	f72r2.22	okal	OK+AL	OK+AL	2	UNCHANGED	YES	HERBAL|BIOLOGICAL	f18r|f55v|f75r|f76r|f81v|f82r	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f75r|f76r|f77r|f81v|f82r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0979	P1008-E0272	CELESTIAL	f72r	P1009-S059	f72r2.22	shey	SH+E+Y	SH+E+Y	3	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f11r|f13r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f11r|f13r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0980	P1008-E0273	CELESTIAL	f72r	P1009-S059	f72r2.22	qoteeody	OT+EE+DY	OT+EE+DY	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f76r|f77r|f82r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0981	P1008-E0274	CELESTIAL	f72r	P1009-S060	f72r2.22	sheycthy	SH+E+CH+T+Y	SH+E+CH+T+Y	5	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f76r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0982	P1008-E0275	CELESTIAL	f72r	P1009-S060	f72r2.22	chotal	OT+AL	OT+AL	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f76r|f77r|f82r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0983	P1008-E0276	CELESTIAL	f72r	P1009-S060	f72r2.22	chas	CH+O+S	CH+O+S	3	UNCHANGED	YES	NONE	NONE	HERBAL|PHARMA	f56r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0984	P1008-E0277	CELESTIAL	f72r	P1009-S060	f72r2.22	otoees	OT+EE+Y	OT+EE+Y	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f76r|f77r|f82r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0985	P1008-E0278	CELESTIAL	f72r	P1009-S060	f72r2.22	aiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0986	P1008-E0288	CELESTIAL	f72r	P1009-S061	f72r2.32	otoar	OT+AR	OT+AR	2	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL	f10r|f55v|f75r|f76r|f81v|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0987	P1008-E0289	CELESTIAL	f72r	P1009-S061	f72r2.32	air	AIR	AIR	1	UNCHANGED	YES	PHARMA	f89r	PHARMA	f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0988	P1008-E0290	CELESTIAL	f72r	P1009-S061	f72r2.32	aloy	AL+Y	AL+Y	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f77r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0989	P1008-E0291	CELESTIAL	f72r	P1009-S061	f72r2.32	okaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f17r|f55v|f56r|f75r|f76r|f77r|f81v|f88r	HERBAL|BIOLOGICAL|PHARMA	f17r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0990	P1008-E0292	CELESTIAL	f72r	P1009-S061	f72r2.32	otees	OT+EE+Y	OT+EE+Y	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f76r|f77r|f82r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0991	P1008-E0293	CELESTIAL	f72r	P1009-S061	f72r2.32	chs	CH+O+S	CH+O+S	3	UNCHANGED	YES	NONE	NONE	HERBAL|PHARMA	f56r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0992	P1008-E0294	CELESTIAL	f72r	P1009-S061	f72r2.32	chchs	CH+CH+S	CH+CH+S	3	UNCHANGED	YES	HERBAL	f56r	HERBAL	f56r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0993	P1008-E0295	CELESTIAL	f72r	P1009-S061	f72r2.32	ar	AR	AR	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f76r|f77r|f83r|f88r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f55v|f75r|f76r|f77r|f82r|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0994	P1008-E0296	CELESTIAL	f72r	P1009-S061	f72r2.32	aly	AL+Y	AL+Y	2	UNCHANGED	YES	BIOLOGICAL	f75r	BIOLOGICAL	f75r|f77r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0995	P1008-E0297	CELESTIAL	f72r	P1009-S061	f72r2.32	taly	T+AL	T+AL	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f76r|f77r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E0996	P1008-E0298	CELESTIAL	f72r	P1009-S061	f72r2.32	dar	D_ADDR+AR	D_ADDR+AR	2	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f13r|f17r|f18r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f13r|f17r|f18r|f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0997	P1008-E0299	CELESTIAL	f72r	P1009-S061	f72r2.32	otchey	OT+Y	OT+Y	2	UNCHANGED	YES	HERBAL|BIOLOGICAL	f56r|f83r	HERBAL|BIOLOGICAL	f10r|f11r|f13r|f56r|f75r|f76r|f77r|f81v|f82r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0998	P1008-E0300	CELESTIAL	f72r	P1009-S061	f72r2.32	okaiin	OK+AIIN	OK+AIIN	2	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f17r|f55v|f56r|f75r|f76r|f77r|f81v|f88r	HERBAL|BIOLOGICAL|PHARMA	f17r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E0999	P1008-E0301	CELESTIAL	f72r	P1009-S061	f72r2.32	olaiin	OL+AIIN	OL+AIIN	2	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f17r|f75r|f76r|f77r|f88v	HERBAL|BIOLOGICAL|PHARMA	f17r|f75r|f76r|f77r|f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1000	P1008-E0302	CELESTIAL	f72r	P1009-S061	f72r2.32	y	Y	Y	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f76r|f77r|f81v|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1001	P1008-E0303	CELESTIAL	f72r	P1009-S062	f72r3.1	okeey	OK+EE+Y	OK+EE+Y	3	UNCHANGED	YES	BIOLOGICAL|PHARMA	f75r|f76r|f81v|f89r	HERBAL|BIOLOGICAL|PHARMA	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1002	P1008-E0304	CELESTIAL	f72r	P1009-S062	f72r3.1	chekoy	CH+K+O+D_ADDR+Y	CH+K+O+D_ADDR+Y	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E1003	P1008-E0305	CELESTIAL	f72r	P1009-S062	f72r3.1	oteo	OT+O	OT+O	2	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E1004	P1008-E0306	CELESTIAL	f72r	P1009-S062	f72r3.1	ykeey	Y+K+EE+Y	Y+K+EE+Y	4	UNCHANGED	YES	BIOLOGICAL|PHARMA	f75r|f81v|f82r|f88v	BIOLOGICAL|PHARMA	f75r|f81v|f82r|f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1005	P1008-E0307	CELESTIAL	f72r	P1009-S062	f72r3.1	chedaiin	CHD+AIIN	CHD+AIIN	2	UNCHANGED	YES	BIOLOGICAL	f77r|f83r	BIOLOGICAL	f77r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1006	P1008-E0308	CELESTIAL	f72r	P1009-S062	f72r3.1	okeeol	OK+EE+OL	OK+EE+OL	3	UNCHANGED	YES	BIOLOGICAL|PHARMA	f83r|f89r	BIOLOGICAL|PHARMA	f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1007	P1008-E0309	CELESTIAL	f72r	P1009-S062	f72r3.1	cheeor	CH+EE+OR	CH+EE+OR	3	UNCHANGED	YES	PHARMA	f88r	BIOLOGICAL|PHARMA	f76r|f88r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1008	P1008-E0310	CELESTIAL	f72r	P1009-S062	f72r3.1	chocthar	CH+O+CH+T+AR	CH+O+CH+T+AR	5	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E1009	P1008-E0311	CELESTIAL	f72r	P1009-S062	f72r3.1	ar	AR	AR	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f76r|f77r|f83r|f88r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f55v|f75r|f76r|f77r|f82r|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1010	P1008-E0312	CELESTIAL	f72r	P1009-S062	f72r3.1	oteody	OT+E+O+Y	OT+E+O+Y	4	UNCHANGED	YES	PHARMA	f88v	PHARMA	f88v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1011	P1008-E0313	CELESTIAL	f72r	P1009-S062	f72r3.1	oteedy	OT+EE+DY	OT+EE+DY	3	UNCHANGED	YES	BIOLOGICAL	f75r|f76r|f77r	BIOLOGICAL	f75r|f76r|f77r|f82r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1012	P1008-E0314	CELESTIAL	f72r	P1009-S063	f72r3.1	okeolaiin	OK+E+OL+AIIN	OK+E+OL+AIIN	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E1013	P1008-E0315	CELESTIAL	f72r	P1009-S063	f72r3.1	oteey	OT+EE+Y	OT+EE+Y	3	UNCHANGED	YES	BIOLOGICAL	f76r|f82r	BIOLOGICAL	f75r|f76r|f77r|f82r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1014	P1008-E0316	CELESTIAL	f72r	P1009-S063	f72r3.1	okarar	OK+AL+AR	OK+AL+AR	3	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E1015	P1008-E0317	CELESTIAL	f72r	P1009-S063	f72r3.1	teo	E+OL	E+OL	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|PHARMA	f81v|f88r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1016	P1008-E0318	CELESTIAL	f72r	P1009-S063	f72r3.1	sheol	SH+E+OL	SH+E+OL	3	UNCHANGED	YES	BIOLOGICAL|PHARMA	f75r|f76r|f82r|f83r|f88v|f89r	BIOLOGICAL|PHARMA	f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1017	P1008-E0319	CELESTIAL	f72r	P1009-S063	f72r3.1	al	AL	AL	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f76r|f77r|f81v|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1018	P1008-E0320	CELESTIAL	f72r	P1009-S063	f72r3.1	alaiiin	AL+AIIN	AL+AIIN	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f76r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1019	P1008-E0321	CELESTIAL	f72r	P1009-S063	f72r3.1	okeos	OK+E+O	OK+E+O	3	UNCHANGED	YES	NONE	NONE	PHARMA	f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1020	P1008-E0322	CELESTIAL	f72r	P1009-S063	f72r3.1	alaiin	AL+AIIN	AL+AIIN	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f76r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1021	P1008-E0323	CELESTIAL	f72r	P1009-S063	f72r3.1	okor	OK+OR	OK+OR	2	UNCHANGED	YES	HERBAL|PHARMA	f17r|f89r	HERBAL|PHARMA	f17r|f56r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1022	P1008-E0324	CELESTIAL	f72r	P1009-S063	f72r3.1	o	O	O	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f77r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1023	P1008-E0325	CELESTIAL	f72r	P1009-S063	f72r3.1	keodar	O+D_ADDR+AR	O+D_ADDR+AR	3	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f17r|f75r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1024	P1008-E0326	CELESTIAL	f72r	P1009-S063	f72r3.1	okee	OK+EE+Y	OK+EE+Y	3	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1025	P1008-E0327	CELESTIAL	f72r	P1009-S063	f72r3.1	s	S	S	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f11r|f13r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f11r|f13r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1026	P1008-E0328	CELESTIAL	f72r	P1009-S063	f72r3.1	ar	AR	AR	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f75r|f76r|f77r|f83r|f88r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f55v|f75r|f76r|f77r|f82r|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1027	P1008-E0329	CELESTIAL	f72r	P1009-S063	f72r3.1	aiin	AIIN	AIIN	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f18r|f55v|f56r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1028	P1008-E0330	CELESTIAL	f72r	P1009-S063	f72r3.1	chekackhy	CH+E+CH+K+Y	CH+E+CH+K+Y	5	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|PHARMA	f75r|f76r|f77r|f81v|f83r|f88v	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1029	P1008-E0331	CELESTIAL	f72r	P1009-S063	f72r3.1	chokees	OK+EE+Y	OK+EE+Y	3	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1030	P1008-E0332	CELESTIAL	f72r	P1009-S063	f72r3.1	oteedy	OT+EE+DY	OT+EE+DY	3	UNCHANGED	YES	BIOLOGICAL	f75r|f76r|f77r	BIOLOGICAL	f75r|f76r|f77r|f82r|f83r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1031	P1008-E0333	CELESTIAL	f72r	P1009-S064	f72r3.1	chekar	CH+K+AR	CH+K+AR	3	UNCHANGED	YES	BIOLOGICAL	f75r	BIOLOGICAL	f75r|f76r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1032	P1008-E0334	CELESTIAL	f72r	P1009-S064	f72r3.1	okar	OK+AR	OK+AR	2	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f55v|f56r|f75r|f76r|f81v|f89r	HERBAL|BIOLOGICAL|PHARMA	f55v|f56r|f75r|f76r|f77r|f81v|f82r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1033	P1008-E0335	CELESTIAL	f72r	P1009-S064	f72r3.1	choly	OL+Y	OL+Y	2	UNCHANGED	YES	HERBAL|BIOLOGICAL	f56r|f76r	HERBAL|BIOLOGICAL|PHARMA	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1034	P1008-E0336	CELESTIAL	f72r	P1009-S064	f72r3.1	ches	CH+E+S	CH+E+S	3	UNCHANGED	YES	BIOLOGICAL	f76r|f77r|f82r	BIOLOGICAL	f76r|f77r|f82r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1035	P1008-E0337	CELESTIAL	f72r	P1009-S064	f72r3.1	os	OS	OS	1	UNCHANGED	YES	HERBAL	f10r|f55v	HERBAL	f10r|f55v	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1036	P1008-E0338	CELESTIAL	f72r	P1009-S064	f72r3.1	oiin	O+IIN	O+IIN	2	UNCHANGED	YES	HERBAL|BIOLOGICAL	f13r|f81v	HERBAL|BIOLOGICAL|PHARMA	f13r|f76r|f77r|f81v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1037	P1008-E0339	CELESTIAL	f72r	P1009-S064	f72r3.1	okeeey	OK+EE+Y	OK+EE+Y	3	UNCHANGED	YES	PHARMA	f89r	HERBAL|BIOLOGICAL|PHARMA	f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1038	P1008-E0340	CELESTIAL	f72r	P1009-S064	f72r3.1	cheey	SH+EE+Y	SH+EE+Y	3	UNCHANGED	YES	BIOLOGICAL|PHARMA	f75r|f77r|f81v|f82r|f83r|f88r|f89r	BIOLOGICAL|PHARMA	f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1039	P1008-E0341	CELESTIAL	f72r	P1009-S064	f72r3.1	ches	CH+E+S	CH+E+S	3	UNCHANGED	YES	BIOLOGICAL	f76r|f77r|f82r	BIOLOGICAL	f76r|f77r|f82r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1040	P1008-E0342	CELESTIAL	f72r	P1009-S064	f72r3.1	okeody	OK+E+O+D_ADDR+Y	OK+E+O+D_ADDR+Y	5	UNCHANGED	YES	HERBAL	f55v	HERBAL|PHARMA	f55v|f88r|f88v|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1041	P1008-E0343	CELESTIAL	f72r	P1009-S064	f72r3.1	chealdy	AL+Y	AL+Y	2	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f75r|f77r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1042	P1008-E0344	CELESTIAL	f72r	P1009-S064	f72r3.1	shocthy	SH+CH+T+Y	SH+CH+T+Y	4	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f76r|f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1043	P1008-E0345	CELESTIAL	f72r	P1009-S064	f72r3.1	choteey	CH+OT+EE+Y	CH+OT+EE+Y	4	UNCHANGED	YES	NONE	NONE	NONE	NONE	NEW_REGISTER_RECIPE__KNOWN_ATOMS
P1025-E1044	P1008-E0346	CELESTIAL	f72r	P1009-S064	f72r3.1	sheoly	SH+E+OL	SH+E+OL	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL|PHARMA	f75r|f76r|f81v|f82r|f83r|f88r|f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1045	P1008-E0347	CELESTIAL	f72r	P1009-S064	f72r3.1	eol	OL	OL	1	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f10r|f11r|f13r|f17r|f18r|f55v|f56r|f75r|f76r|f77r|f81v|f82r|f83r|f88r|f88v|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1046	P1008-E0348	CELESTIAL	f72r	P1009-S064	f72r3.1	sheey	SH+EE+Y	SH+EE+Y	3	UNCHANGED	YES	BIOLOGICAL|PHARMA	f76r|f77r|f81v|f82r|f83r|f89r	BIOLOGICAL|PHARMA	f75r|f76r|f77r|f81v|f82r|f83r|f88r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1047	P1008-E0349	CELESTIAL	f72r	P1009-S064	f72r3.1	chorain	OR+AIN	OR+AIN	2	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL	f55v|f76r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1048	P1008-E0368	CELESTIAL	f72r	P1009-S065	f72r3.14	otochedy	OT+CHD+DY	OT+CHD+DY	3	UNCHANGED	YES	NONE	NONE	BIOLOGICAL	f83r	ROOT_RECIPE_FROM_OTHER_REGISTER
P1025-E1049	P1008-E0369	CELESTIAL	f72r	P1009-S066	f72r3.14	otey	OT+E+Y	OT+E+Y	3	UNCHANGED	YES	BIOLOGICAL	f75r|f76r|f77r	BIOLOGICAL|PHARMA	f75r|f76r|f77r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1050	P1008-E0370	CELESTIAL	f72r	P1009-S066	f72r3.14	o	O	O	1	UNCHANGED	YES	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f83r|f89r	HERBAL|BIOLOGICAL|PHARMA	f10r|f17r|f56r|f75r|f76r|f77r|f83r|f89r	EXACT_SURFACE_FROM_OTHER_REGISTER
P1025-E1051	P1008-E0371	CELESTIAL	f72r	P1009-S066	f72r3.14	koey	K+EE+Y	K+EE+Y	3	UNCHANGED	YES	NONE	NONE	HERBAL|BIOLOGICAL|PHARMA	f56r|f76r|f89r	ROOT_RECIPE_FROM_OTHER_REGISTER
