alias_ordinal	alias_id	alias_class	event_id	statement_id	physical_page	register	owner_id	inherited_root	lexical_source_kind	lexical_source_event_id	lexical_source_atom_position	lexical_source_key	source_layer	guard
946	GDT581-I0946	ACTION_ALIAS	G407-E2591	G407-S371	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	K	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
947	GDT581-I0947	ACTION_ALIAS	G407-E2593	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2592	1	G407-E2592@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
948	GDT581-I0948	ACTION_ALIAS	G407-E2595	G407-S372	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	T	SAME_STATEMENT_EVENT	G407-E2594	3	G407-E2594@3:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
949	GDT581-I0949	ACTION_ALIAS	G407-E2611	G407-S375	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD	SAME_STATEMENT_EVENT	G407-E2610	1	G407-E2610@1:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
950	GDT581-I0950	ACTION_ALIAS	G407-E2614	G407-S377	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
951	GDT581-I0951	ACTION_ALIAS	G407-E2619	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	SAME_STATEMENT_EVENT	G407-E2618	1	G407-E2618@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
952	GDT581-I0952	ACTION_ALIAS	G407-E2621	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	T	SAME_STATEMENT_EVENT	G407-E2620	1	G407-E2620@1:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
953	GDT581-I0953	ACTION_ALIAS	G407-E2622	G407-S378	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	T	SAME_STATEMENT_EVENT	G407-E2620	1	G407-E2620@1:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
954	GDT581-I0954	ACTION_ALIAS	G407-E2629	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
955	GDT581-I0955	ACTION_ALIAS	G407-E2632	G407-S381	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	P	SAME_STATEMENT_EVENT	G407-E2631	3	G407-E2631@3:P	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
956	GDT581-I0956	ACTION_ALIAS	G407-E2635	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
957	GDT581-I0957	ACTION_ALIAS	G407-E2636	G407-S382	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
958	GDT581-I0958	ACTION_ALIAS	G407-E2642	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
959	GDT581-I0959	ACTION_ALIAS	G407-E2643	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
960	GDT581-I0960	ACTION_ALIAS	G407-E2644	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
961	GDT581-I0961	ACTION_ALIAS	G407-E2645	G407-S383	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
962	GDT581-I0962	ACTION_ALIAS	G407-E2648	G407-S384	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2647	1	G407-E2647@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
963	GDT581-I0963	ACTION_ALIAS	G407-E2650	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
964	GDT581-I0964	ACTION_ALIAS	G407-E2651	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
965	GDT581-I0965	ACTION_ALIAS	G407-E2653	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2652	1	G407-E2652@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
966	GDT581-I0966	ACTION_ALIAS	G407-E2654	G407-S385	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2652	1	G407-E2652@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
967	GDT581-I0967	ACTION_ALIAS	G407-E2655	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
968	GDT581-I0968	ACTION_ALIAS	G407-E2657	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	R	SAME_STATEMENT_EVENT	G407-E2656	1	G407-E2656@1:R	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
969	GDT581-I0969	ACTION_ALIAS	G407-E2660	G407-S386	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2659	1	G407-E2659@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
970	GDT581-I0970	ACTION_ALIAS	G407-E2662	G407-S387	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	OK	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
971	GDT581-I0971	ACTION_ALIAS	G407-E2667	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2666	1	G407-E2666@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
972	GDT581-I0972	ACTION_ALIAS	G407-E2668	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2666	1	G407-E2666@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
973	GDT581-I0973	ACTION_ALIAS	G407-E2669	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2666	1	G407-E2666@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
974	GDT581-I0974	ACTION_ALIAS	G407-E2671	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2670	1	G407-E2670@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
975	GDT581-I0975	ACTION_ALIAS	G407-E2673	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH	SAME_STATEMENT_EVENT	G407-E2672	1	G407-E2672@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
976	GDT581-I0976	ACTION_ALIAS	G407-E2674	G407-S390	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH	SAME_STATEMENT_EVENT	G407-E2672	1	G407-E2672@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
977	GDT581-I0977	ACTION_ALIAS	G407-E2675	G407-S391	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
978	GDT581-I0978	ACTION_ALIAS	G407-E2679	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CHD	SAME_STATEMENT_EVENT	G407-E2678	4	G407-E2678@4:CHD	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
979	GDT581-I0979	ACTION_ALIAS	G407-E2683	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2682	1	G407-E2682@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
980	GDT581-I0980	ACTION_ALIAS	G407-E2684	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2682	1	G407-E2682@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
981	GDT581-I0981	ACTION_ALIAS	G407-E2688	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH	SAME_STATEMENT_EVENT	G407-E2687	2	G407-E2687@2:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
982	GDT581-I0982	ACTION_ALIAS	G407-E2692	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2691	1	G407-E2691@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
983	GDT581-I0983	ACTION_ALIAS	G407-E2693	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2691	1	G407-E2691@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
984	GDT581-I0984	ACTION_ALIAS	G407-E2695	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	R	SAME_STATEMENT_EVENT	G407-E2694	1	G407-E2694@1:R	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
985	GDT581-I0985	ACTION_ALIAS	G407-E2696	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	R	SAME_STATEMENT_EVENT	G407-E2694	1	G407-E2694@1:R	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
986	GDT581-I0986	ACTION_ALIAS	G407-E2700	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	CH	SAME_STATEMENT_EVENT	G407-E2699	1	G407-E2699@1:CH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
987	GDT581-I0987	ACTION_ALIAS	G407-E2702	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2701	2	G407-E2701@2:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
988	GDT581-I0988	ACTION_ALIAS	G407-E2703	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2701	2	G407-E2701@2:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
989	GDT581-I0989	ACTION_ALIAS	G407-E2705	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	SH	SAME_STATEMENT_EVENT	G407-E2704	2	G407-E2704@2:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
990	GDT581-I0990	ACTION_ALIAS	G407-E2708	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	S	SAME_STATEMENT_EVENT	G407-E2707	1	G407-E2707@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
991	GDT581-I0991	ACTION_ALIAS	G407-E2711	G407-S392	f77r	BIOLOGICAL	Gesamtheit der lokal gezeichneten Koerper-, Becken- und Auslassstationen	R	SAME_STATEMENT_EVENT	G407-E2710	2	G407-E2710@2:R	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
992	GDT581-I0992	ACTION_ALIAS	G407-E2720	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	SH	SAME_STATEMENT_EVENT	G407-E2719	3	G407-E2719@3:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
993	GDT581-I0993	ACTION_ALIAS	G407-E2725	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2724	1	G407-E2724@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
994	GDT581-I0994	ACTION_ALIAS	G407-E2726	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2724	1	G407-E2724@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
995	GDT581-I0995	ACTION_ALIAS	G407-E2729	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2728	1	G407-E2728@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
996	GDT581-I0996	ACTION_ALIAS	G407-E2730	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2728	1	G407-E2728@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
997	GDT581-I0997	ACTION_ALIAS	G407-E2733	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	K	SAME_STATEMENT_EVENT	G407-E2732	2	G407-E2732@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
998	GDT581-I0998	ACTION_ALIAS	G407-E2739	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2738	1	G407-E2738@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
999	GDT581-I0999	ACTION_ALIAS	G407-E2740	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2738	1	G407-E2738@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1000	GDT581-I1000	ACTION_ALIAS	G407-E2743	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	K	SAME_STATEMENT_EVENT	G407-E2742	2	G407-E2742@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1001	GDT581-I1001	ACTION_ALIAS	G407-E2744	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	K	SAME_STATEMENT_EVENT	G407-E2742	2	G407-E2742@2:K	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1002	GDT581-I1002	ACTION_ALIAS	G407-E2747	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2746	1	G407-E2746@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1003	GDT581-I1003	ACTION_ALIAS	G407-E2748	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2746	1	G407-E2746@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1004	GDT581-I1004	ACTION_ALIAS	G407-E2749	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2746	1	G407-E2746@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1005	GDT581-I1005	ACTION_ALIAS	G407-E2750	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2746	1	G407-E2746@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1006	GDT581-I1006	ACTION_ALIAS	G407-E2751	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2746	1	G407-E2746@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1007	GDT581-I1007	ACTION_ALIAS	G407-E2752	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2746	1	G407-E2746@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1008	GDT581-I1008	ACTION_ALIAS	G407-E2754	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	S	SAME_STATEMENT_EVENT	G407-E2753	1	G407-E2753@1:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1009	GDT581-I1009	ACTION_ALIAS	G407-E2756	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	S	SAME_STATEMENT_EVENT	G407-E2755	4	G407-E2755@4:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1010	GDT581-I1010	ACTION_ALIAS	G407-E2759	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2758	1	G407-E2758@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1011	GDT581-I1011	ACTION_ALIAS	G407-E2763	G407-S397	f81r	BIOLOGICAL	F81R_UPPER_POOL	T	SAME_STATEMENT_EVENT	G407-E2762	3	G407-E2762@3:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1012	GDT581-I1012	ACTION_ALIAS	G407-E2767	G407-S398	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2766	1	G407-E2766@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1013	GDT581-I1013	ACTION_ALIAS	G407-E2768	G407-S398	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2766	1	G407-E2766@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1014	GDT581-I1014	ACTION_ALIAS	G407-E2769	G407-S398	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2766	1	G407-E2766@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1015	GDT581-I1015	ACTION_ALIAS	G407-E2770	G407-S398	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2766	1	G407-E2766@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1016	GDT581-I1016	ACTION_ALIAS	G407-E2772	G407-S398	f81r	BIOLOGICAL	F81R_UPPER_POOL	S	SAME_STATEMENT_EVENT	G407-E2771	3	G407-E2771@3:S	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1017	GDT581-I1017	ACTION_ALIAS	G407-E2775	G407-S400	f81r	BIOLOGICAL	F81R_UPPER_POOL	P	SAME_STATEMENT_EVENT	G407-E2774	3	G407-E2774@3:P	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1018	GDT581-I1018	ACTION_ALIAS	G407-E2776	G407-S400	f81r	BIOLOGICAL	F81R_UPPER_POOL	P	SAME_STATEMENT_EVENT	G407-E2774	3	G407-E2774@3:P	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1019	GDT581-I1019	ACTION_ALIAS	G407-E2777	G407-S400	f81r	BIOLOGICAL	F81R_UPPER_POOL	P	SAME_STATEMENT_EVENT	G407-E2774	3	G407-E2774@3:P	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1020	GDT581-I1020	ACTION_ALIAS	G407-E2779	G407-S401	f81r	BIOLOGICAL	F81R_UPPER_POOL	SH	SAME_STATEMENT_EVENT	G407-E2778	1	G407-E2778@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1021	GDT581-I1021	ACTION_ALIAS	G407-E2780	G407-S401	f81r	BIOLOGICAL	F81R_UPPER_POOL	SH	SAME_STATEMENT_EVENT	G407-E2778	1	G407-E2778@1:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1022	GDT581-I1022	ACTION_ALIAS	G407-E2787	G407-S405	f81r	BIOLOGICAL	F81R_UPPER_POOL	T	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:F81R_UPPER_POOL:T	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1023	GDT581-I1023	ACTION_ALIAS	G407-E2790	G407-S406	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2789	1	G407-E2789@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1024	GDT581-I1024	ACTION_ALIAS	G407-E2791	G407-S406	f81r	BIOLOGICAL	F81R_UPPER_POOL	OK	SAME_STATEMENT_EVENT	G407-E2789	1	G407-E2789@1:OK	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1025	GDT581-I1025	ACTION_ALIAS	G407-E2793	G407-S407	f81r	BIOLOGICAL	F81R_UPPER_POOL	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:F81R_UPPER_POOL:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1026	GDT581-I1026	ACTION_ALIAS	G407-E2794	G407-S408	f81r	BIOLOGICAL	F81R_UPPER_POOL	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:F81R_UPPER_POOL:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
1027	GDT581-I1027	ACTION_ALIAS	G407-E2799	G407-S410	f81r	BIOLOGICAL	F81R_UPPER_POOL	SH	OWNER_DEFAULT	OWNER	OWNER	OWNER_DEFAULT:F81R_UPPER_POOL:SH	GDT416	ALIAS_IS_NOT_A_NEW_WRITTEN_OR_DICTIONARY_SLOT
