voice_repair_ordinal	voice_repair_id	focus_host_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	focus_root	focus_family	focus_final_position	focus_machine_link	attachment_geometry	selected_head_link	selected_head_root	effective_grammar_host_kind	effective_grammar_host_key	voice_head_link	audible_first_action_root	audible_first_imperative	selector_trigger_class	voice_repair_class	source_clause_de	event_repair_id	explicit_head_block_de	guard
160	GDT581-V160	G407-A02924	G407-E2723	G407-S396	f81r	BIOLOGICAL	F81R_UPPER_POOL	alched	AL+CHD	AL	RELATION	1	G407-A02924:G407-E2723@1:AL#1	PREVIOUS_CARD_ACTION	G407-E2722@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E2722@2:SH	G407-E2722@2:SH	CHD	bearbeite	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Bearbeite denselben Stationsposten; zur Zielstation.	GDT581-EV138	Bezug auf das vorangehende Halten [G407-E2722@2:SH]: zur Zielstation [G407-A02924:G407-E2723@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
161	GDT581-V161	G407-A02999	G407-E2793	G407-S407	f81r	BIOLOGICAL	F81R_UPPER_POOL	qotedy	OT+E+DY	E	GRADE	2	G407-A02999:G407-E2793@2:E#1	OWNER_ONLY	OWNER:F81R_UPPER_POOL	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2793:OT>G<DY	CONTROL:G407-E2793:OT>G<DY	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad I; schließe den Schritt.	GDT581-EV139	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2793:OT>G<DY]: auf Grad I [G407-A02999:G407-E2793@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
162	GDT581-V162	G407-A03006	G407-E2799	G407-S410	f81r	BIOLOGICAL	F81R_UPPER_POOL	or	OR	OR	ARGUMENT	1	G407-A03006:G407-E2799@1:OR#1	OWNER_ONLY	OWNER:F81R_UPPER_POOL	OWNER	OWNER_CONTEXT	OWNER:F81R_UPPER_POOL	OWNER:F81R_UPPER_POOL	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte die Stationseinheit.	GDT581-EV140	Bezug auf den Besitzerrahmen [OWNER:F81R_UPPER_POOL]: die Stationseinheit [G407-A03006:G407-E2799@1:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
163	GDT581-V163	G407-A03007	G407-E2800	G407-S410	f81r	BIOLOGICAL	F81R_UPPER_POOL	ain	AIN	AIN	ARGUMENT	1	G407-A03007:G407-E2800@1:AIN#1	OWNER_ONLY	OWNER:F81R_UPPER_POOL	OWNER	OWNER_CONTEXT	OWNER:F81R_UPPER_POOL	OWNER:F81R_UPPER_POOL	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsanteil.	GDT581-EV141	Bezug auf den Besitzerrahmen [OWNER:F81R_UPPER_POOL]: den Stationsanteil [G407-A03007:G407-E2800@1:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
164	GDT581-V164	G407-A03008	G407-E2801	G407-S410	f81r	BIOLOGICAL	F81R_UPPER_POOL	arol	AR+OL	AR	RELATION	1	G407-A03008:G407-E2801@1:AR#1	OWNER_ONLY	OWNER:F81R_UPPER_POOL	OWNER	OWNER_CONTEXT	OWNER:F81R_UPPER_POOL	OWNER:F81R_UPPER_POOL	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: halte denselben Stationsanteil; von der Ausgangsstation.	GDT581-EV142	Bezug auf den Besitzerrahmen [OWNER:F81R_UPPER_POOL]: von der Ausgangsstation [G407-A03008:G407-E2801@1:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
165	GDT581-V165	G407-A03009	G407-E2802	G407-S410	f81r	BIOLOGICAL	F81R_UPPER_POOL	oeeedy	O+EEE+DY	EEE	GRADE	2	G407-A03009:G407-E2802@2:EEE#1	OWNER_ONLY	OWNER:F81R_UPPER_POOL	OWNER	OWNER_CONTEXT	OWNER:F81R_UPPER_POOL	OWNER:F81R_UPPER_POOL	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang: Halte denselben Stationsanteil; als Ausführung und auf Grad III; schließe den Schritt.	GDT581-EV143	Bezug auf den Besitzerrahmen [OWNER:F81R_UPPER_POOL]: auf Grad III [G407-A03009:G407-E2802@2:EEE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
166	GDT581-V166	G407-A03014	G407-E2807	G407-S412	f81r	BIOLOGICAL	F81R_UPPER_POOL	otedy	OT+E+DY	E	GRADE	2	G407-A03014:G407-E2807@2:E#1	OWNER_ONLY	OWNER:F81R_UPPER_POOL	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E2807:OT>G<DY	CONTROL:G407-E2807:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	GDT581-EV144	Bezug auf den Steuerungsrahmen [CONTROL:G407-E2807:OT>G<DY]: auf Grad I [G407-A03014:G407-E2807@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
167	GDT581-V167	G407-A03075	G407-E2867	G407-S427	f81r	BIOLOGICAL	F81R_LOWER_POOL	oly	OL+Y	Y	ARGUMENT	2	G407-A03075:G407-E2867@2:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2868@1:S	S	PRIMARY_ACTION	ACTION:G407-E2868@1:S	G407-E2868@1:S	CH	entnimm	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: entnimm den Stationsposten.	GDT581-EV145	Bezug auf das folgende Wählen [G407-E2868@1:S]: den Stationsposten [G407-A03075:G407-E2867@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
168	GDT581-V168	G407-A03078	G407-E2871	G407-S428	f81r	BIOLOGICAL	F81R_LOWER_POOL	otain	OT+AIN	AIN	ARGUMENT	2	G407-A03078:G407-E2871@2:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E2872@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E2872@1:OK	G407-E2872@1:OK	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsanteil.	GDT581-EV146	Bezug auf das folgende Ansetzen [G407-E2872@1:OK]: den Stationsanteil [G407-A03078:G407-E2871@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
169	GDT581-V169	G407-A03105	G407-E2898	G407-S434	f81r	BIOLOGICAL	F81R_LOWER_POOL	shy	Y	Y	ARGUMENT	1	G407-A03105:G407-E2898@1:Y#1	OWNER_ONLY	OWNER:F81R_LOWER_POOL	OWNER	OWNER_CONTEXT	OWNER:F81R_LOWER_POOL	OWNER:F81R_LOWER_POOL	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten.	GDT581-EV147	Bezug auf den Besitzerrahmen [OWNER:F81R_LOWER_POOL]: den Stationsposten [G407-A03105:G407-E2898@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
170	GDT581-V170	G407-A03106	G407-E2899	G407-S434	f81r	BIOLOGICAL	F81R_LOWER_POOL	chey	Y	Y	ARGUMENT	1	G407-A03106:G407-E2899@1:Y#1	OWNER_ONLY	OWNER:F81R_LOWER_POOL	OWNER	OWNER_CONTEXT	OWNER:F81R_LOWER_POOL	OWNER:F81R_LOWER_POOL	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten.	GDT581-EV148	Bezug auf den Besitzerrahmen [OWNER:F81R_LOWER_POOL]: den Stationsposten [G407-A03106:G407-E2899@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
171	GDT581-V171	G407-A03107	G407-E2900	G407-S434	f81r	BIOLOGICAL	F81R_LOWER_POOL	l	L	L	RELATION	1	G407-A03107:G407-E2900@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E2901@1:CH	CH	PRIMARY_ACTION	ACTION:G407-E2901@1:CH	G407-E2901@1:CH	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte denselben Stationsposten; über die sichtbare Verbindung.	GDT581-EV149	Bezug auf das folgende Entnehmen [G407-E2901@1:CH]: über die sichtbare Verbindung [G407-A03107:G407-E2900@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
172	GDT581-V172	G407-A03122	G407-E2918	G407-S439	f81r	BIOLOGICAL	F81R_LOWER_POOL	shy	Y	Y	ARGUMENT	1	G407-A03122:G407-E2918@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E2919@2:K	K	PRIMARY_ACTION	ACTION:G407-E2919@2:K	G407-E2919@2:K	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten.	GDT581-EV150	Bezug auf das folgende Zuführen [G407-E2919@2:K]: den Stationsposten [G407-A03122:G407-E2918@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
173	GDT581-V173	G407-A03150	G407-E2946	G407-S444	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dl	L	L	RELATION	1	G407-A03150:G407-E2946@1:L#1	INHERITED_ACTION	G407-E2942@2:K	K	PRIMARY_ACTION	ACTION:G407-E2942@2:K	G407-E2942@2:K	R	markiere	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang markiere denselben Stationsanteil; über die sichtbare Verbindung.	GDT581-EV151	Bezug auf das fortgeführte Zuführen [G407-E2942@2:K]: über die sichtbare Verbindung [G407-A03150:G407-E2946@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
174	GDT581-V174	G407-A03191	G407-E2986	G407-S449	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olor	OL+OR	OR	ARGUMENT	2	G407-A03191:G407-E2986@2:OR#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	OWNER_CONTEXT	OWNER:gemeinsames zweireihiges Badfeld	OWNER:gemeinsames zweireihiges Badfeld	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: setze die Stationseinheit im Stationsgang an.	GDT581-EV152	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: die Stationseinheit [G407-A03191:G407-E2986@2:OR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
175	GDT581-V175	G407-A03208	G407-E3004	G407-S454	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	yar	Y+AR	Y	ARGUMENT	1	G407-A03208:G407-E3004@1:Y#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	OWNER_CONTEXT	OWNER:gemeinsames zweireihiges Badfeld	OWNER:gemeinsames zweireihiges Badfeld	P	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsposten ein; von der Ausgangsstation.	GDT581-EV153	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: den Stationsposten [G407-A03208:G407-E3004@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
176	GDT581-V176	G407-A03209	G407-E3004	G407-S454	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	yar	Y+AR	AR	RELATION	2	G407-A03209:G407-E3004@2:AR#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	OWNER_CONTEXT	OWNER:gemeinsames zweireihiges Badfeld	OWNER:gemeinsames zweireihiges Badfeld	P	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze den Stationsposten ein; von der Ausgangsstation.	GDT581-EV153	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: von der Ausgangsstation [G407-A03209:G407-E3004@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
177	GDT581-V177	G407-A03210	G407-E3005	G407-S454	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	olchey	OL+Y	Y	ARGUMENT	2	G407-A03210:G407-E3005@2:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E3006@1:K	K	PRIMARY_ACTION	ACTION:G407-E3006@1:K	G407-E3006@1:K	P	setze	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Weiter im laufenden Gang: setze den Stationsposten ein.	GDT581-EV154	Bezug auf das folgende Zuführen [G407-E3006@1:K]: den Stationsposten [G407-A03210:G407-E3005@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
178	GDT581-V178	G407-A03222	G407-E3016	G407-S456	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	otedy	OT+E+DY	E	GRADE	2	G407-A03222:G407-E3016@2:E#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E3016:OT>G<DY	CONTROL:G407-E3016:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	GDT581-EV155	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3016:OT>G<DY]: auf Grad I [G407-A03222:G407-E3016@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
179	GDT581-V179	G407-A03224	G407-E3018	G407-S458	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qoty	OT+Y	Y	ARGUMENT	2	G407-A03224:G407-E3018@2:Y#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	OWNER_CONTEXT	OWNER:gemeinsames zweireihiges Badfeld	OWNER:gemeinsames zweireihiges Badfeld	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: halte den Stationsposten.	GDT581-EV156	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: den Stationsposten [G407-A03224:G407-E3018@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
180	GDT581-V180	G407-A03267	G407-E3044	G407-S464	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dar	D_ADDR+AR	AR	RELATION	2	G407-A03267:G407-E3044@2:AR#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	OWNER_CONTEXT	OWNER:gemeinsames zweireihiges Badfeld	OWNER:gemeinsames zweireihiges Badfeld	T	stelle	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang stelle denselben Stationsposten ein; von der Ausgangsstation; an der D-Stelle.	GDT581-EV157	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: von der Ausgangsstation [G407-A03267:G407-E3044@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
181	GDT581-V181	G407-A03301	G407-E3068	G407-S469	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	EE	GRADE	3	G407-A03301:G407-E3068@3:EE#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	OWNER_CONTEXT	OWNER:gemeinsames zweireihiges Badfeld	OWNER:gemeinsames zweireihiges Badfeld	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der D-Stelle.	GDT581-EV158	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: auf Grad II [G407-A03301:G407-E3068@3:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
182	GDT581-V182	G407-A03302	G407-E3068	G407-S469	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	Y	ARGUMENT	5	G407-A03302:G407-E3068@5:Y#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	OWNER_CONTEXT	OWNER:gemeinsames zweireihiges Badfeld	OWNER:gemeinsames zweireihiges Badfeld	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten; als neuen Einsatz, als Ausführung und auf Grad II; an der D-Stelle.	GDT581-EV158	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: den Stationsposten [G407-A03302:G407-E3068@5:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
183	GDT581-V183	G407-A03303	G407-E3070	G407-S469	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chy	Y	Y	ARGUMENT	1	G407-A03303:G407-E3070@1:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E3071@1:R	R	PRIMARY_ACTION	ACTION:G407-E3071@1:R	G407-E3071@1:R	SH	halte	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte den Stationsposten.	GDT581-EV159	Bezug auf das folgende Markieren [G407-E3071@1:R]: den Stationsposten [G407-A03303:G407-E3070@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
184	GDT581-V184	G407-A03307	G407-E3073	G407-S470	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dar	D_ADDR+AR	AR	RELATION	2	G407-A03307:G407-E3073@2:AR#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	OWNER_CONTEXT	OWNER:gemeinsames zweireihiges Badfeld	OWNER:gemeinsames zweireihiges Badfeld	SH	halte	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang halte denselben Stationsposten; von der Ausgangsstation; an der D-Stelle.	GDT581-EV160	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: von der Ausgangsstation [G407-A03307:G407-E3073@2:AR#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
185	GDT581-V185	G407-A03316	G407-E3086	G407-S474	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	chey	Y	Y	ARGUMENT	1	G407-A03316:G407-E3086@1:Y#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	OWNER_CONTEXT	OWNER:gemeinsames zweireihiges Badfeld	OWNER:gemeinsames zweireihiges Badfeld	CHD	bearbeite	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsposten.	GDT581-EV161	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: den Stationsposten [G407-A03316:G407-E3086@1:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
186	GDT581-V186	G407-A03343	G407-E3112	G407-S482	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qotain	OT+AIN	AIN	ARGUMENT	2	G407-A03343:G407-E3112@2:AIN#1	BOUNDED_NEXT_CARD_ACTION	G407-E3113@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E3113@2:SH	G407-E3113@2:SH	T	stelle	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: stelle den Stationsanteil ein.	GDT581-EV162	Bezug auf das folgende Halten [G407-E3113@2:SH]: den Stationsanteil [G407-A03343:G407-E3112@2:AIN#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
187	GDT581-V187	G407-A03384	G407-E3148	G407-S488	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ly	L+Y	L	RELATION	1	G407-A03384:G407-E3148@1:L#1	BOUNDED_NEXT_CARD_ACTION	G407-E3149@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E3149@2:SH	G407-E3149@2:SH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsposten; über die sichtbare Verbindung.	GDT581-EV163	Bezug auf das folgende Halten [G407-E3149@2:SH]: über die sichtbare Verbindung [G407-A03384:G407-E3148@1:L#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
188	GDT581-V188	G407-A03385	G407-E3148	G407-S488	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ly	L+Y	Y	ARGUMENT	2	G407-A03385:G407-E3148@2:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E3149@2:SH	SH	PRIMARY_ACTION	ACTION:G407-E3149@2:SH	G407-E3149@2:SH	CHD	bearbeite	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang bearbeite den Stationsposten; über die sichtbare Verbindung.	GDT581-EV163	Bezug auf das folgende Halten [G407-E3149@2:SH]: den Stationsposten [G407-A03385:G407-E3148@2:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
189	GDT581-V189	G407-A03398	G407-E3165	G407-S490	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dal	AL	AL	RELATION	1	G407-A03398:G407-E3165@1:AL#1	OWNER_ONLY	OWNER:gemeinsames zweireihiges Badfeld	OWNER	OWNER_CONTEXT	OWNER:gemeinsames zweireihiges Badfeld	OWNER:gemeinsames zweireihiges Badfeld	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; zur Zielstation.	GDT581-EV164	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: zur Zielstation [G407-A03398:G407-E3165@1:AL#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
190	GDT581-V190	G407-A03445	G407-E3203	G407-S499	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	oteey	OT+EE+Y	EE	GRADE	2	G407-A03445:G407-E3203@2:EE#1	BOUNDED_NEXT_CARD_ACTION	G407-E3204@1:OK	OK	CONTROL_ENVELOPE	CONTROL:G407-E3203:OT>G<END	CONTROL:G407-E3203:OT>G<END	K	führe	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: führe den Stationsposten zu; auf Grad II.	GDT581-EV165	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3203:OT>G<END]: auf Grad II [G407-A03445:G407-E3203@2:EE#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
191	GDT581-V191	G407-A03446	G407-E3203	G407-S499	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	oteey	OT+EE+Y	Y	ARGUMENT	3	G407-A03446:G407-E3203@3:Y#1	BOUNDED_NEXT_CARD_ACTION	G407-E3204@1:OK	OK	PRIMARY_ACTION	ACTION:G407-E3204@1:OK	G407-E3204@1:OK	K	führe	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	Danach im laufenden Gang: führe den Stationsposten zu; auf Grad II.	GDT581-EV165	Bezug auf das folgende Ansetzen [G407-E3204@1:OK]: den Stationsposten [G407-A03446:G407-E3203@3:Y#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
192	GDT581-V192	G407-A03521	G407-E3268	G407-S512	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotedy	OT+E+DY	E	GRADE	2	G407-A03521:G407-E3268@2:E#1	OWNER_ONLY	OWNER:mehrere getrennte Bad- und Leitungsstationen	OWNER	CONTROL_ENVELOPE	CONTROL:G407-E3268:OT>G<DY	CONTROL:G407-E3268:OT>G<DY	OK	setze	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	GDT581-EV166	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3268:OT>G<DY]: auf Grad I [G407-A03521:G407-E3268@2:E#1].	FOCUS_SPECIFIC_HEAD_BEATS_EVENT_WIDE_WORDING
