local_card_ordinal	local_card_host_key	source_partition	source_layer	source_event_id	physical_page	register	locus	owner_de	surface	component_recipe	component_count	source_local_role	record_id	record_governor_key	bundle_id	bundle_governor_key	active_local_model	guard
188	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2091	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2091	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	qotair	OT+AIR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
189	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2092	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2092	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	chda	CHD+A_ADDR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
190	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2093	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2093	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	oteeal	OT+EE+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
191	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2094	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2094	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	cheor	CHEO+R	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
192	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2095	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2095	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	ar	AR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
193	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2096	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2096	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	air	AIR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
194	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2097	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2097	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	oteody	OT+E+O+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
195	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2098	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2098	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	ytyd	Y+T+Y+D_LABEL	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
196	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2099	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2099	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	a	A_ADDR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
197	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2100	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2100	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	dchy	D_ADDR+Y	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
198	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2101	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2101	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	otoly	OT+OL+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
199	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2102	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2102	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	okeodal	OK+E+O+AL	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
200	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2103	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2103	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	oteoarar	OT+E+O+AR+AR	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
201	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2104	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2104	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	cheteeser	CH+E+T+EE+S_ADDR+E+R	7	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
202	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2105	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2105	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	dair	D_ADDR+AIR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
203	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2106	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2106	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	chey	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
204	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2107	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2107	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	okody	OK+O+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
205	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2108	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2108	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	dal	AL	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
206	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2109	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2109	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	oteey	OT+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
207	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2110	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2110	f69v	CELESTIAL	f69v.3	drei getrennte heterogene Himmelsraeder	oteey	OT+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
208	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2111	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2111	f69v	CELESTIAL	f69v.4	drei getrennte heterogene Himmelsraeder	okeey	OK+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
209	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2112	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2112	f69v	CELESTIAL	f69v.4	drei getrennte heterogene Himmelsraeder	sar	S+AR	2	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
210	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2113	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2113	f69v	CELESTIAL	f69v.5	drei getrennte heterogene Himmelsraeder	okeo	OK+E+O	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
211	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2114	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2114	f69v	CELESTIAL	f69v.5	drei getrennte heterogene Himmelsraeder	dy	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
212	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2115	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2115	f69v	CELESTIAL	f69v.6	drei getrennte heterogene Himmelsraeder	ochoyk	O+CH+O+Y+K	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
213	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2116	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2116	f69v	CELESTIAL	f69v.7	drei getrennte heterogene Himmelsraeder	ykeey	Y+K+EE+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
214	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2117	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2117	f69v	CELESTIAL	f69v.8	drei getrennte heterogene Himmelsraeder	ytory	Y+T+OR+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
215	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2118	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2118	f69v	CELESTIAL	f69v.9	drei getrennte heterogene Himmelsraeder	oeesy	O+EE+S+Y	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
216	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2119	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2119	f69v	CELESTIAL	f69v.10	drei getrennte heterogene Himmelsraeder	ytody	Y+T+O+DY	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
217	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2120	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2120	f69v	CELESTIAL	f69v.11	drei getrennte heterogene Himmelsraeder	okody	OK+O+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
218	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2121	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2121	f69v	CELESTIAL	f69v.12	drei getrennte heterogene Himmelsraeder	otody	OT+O+DY	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
219	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2122	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2122	f69v	CELESTIAL	f69v.13	drei getrennte heterogene Himmelsraeder	okeal	OK+E+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
220	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2123	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2123	f69v	CELESTIAL	f69v.14	drei getrennte heterogene Himmelsraeder	okeod	OK+E+O+D_ADDR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
221	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2124	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2124	f69v	CELESTIAL	f69v.15	drei getrennte heterogene Himmelsraeder	oteeys	OT+EE+Y+S	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
222	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2125	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2125	f69v	CELESTIAL	f69v.16	drei getrennte heterogene Himmelsraeder	oteol	OT+E+OL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ITINERARY_OR_ADDRESS_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
223	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2126	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2126	f69v	CELESTIAL	f69v.17	drei getrennte heterogene Himmelsraeder	ykeydy	Y+K+E+Y+DY	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
224	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2127	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2127	f69v	CELESTIAL	f69v.18	drei getrennte heterogene Himmelsraeder	okeod	OK+E+O+D_ADDR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
225	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2128	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2128	f69v	CELESTIAL	f69v.19	drei getrennte heterogene Himmelsraeder	saral	S+AR+AL	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
226	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2129	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2129	f69v	CELESTIAL	f69v.20	drei getrennte heterogene Himmelsraeder	saiir	S+AIIN+R	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
227	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2130	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2130	f69v	CELESTIAL	f69v.21	drei getrennte heterogene Himmelsraeder	okolar	OK+OL+AR	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
228	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2131	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2131	f69v	CELESTIAL	f69v.22	drei getrennte heterogene Himmelsraeder	ykeody	Y+K+E+O+DY	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
229	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2132	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2132	f69v	CELESTIAL	f69v.23	drei getrennte heterogene Himmelsraeder	sarydy	S+AR+Y+D_ADDR+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
230	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2133	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2133	f69v	CELESTIAL	f69v.24	drei getrennte heterogene Himmelsraeder	otchy	OT+CH+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
231	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2134	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2134	f69v	CELESTIAL	f69v.25	drei getrennte heterogene Himmelsraeder	okeey	OK+EE+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
232	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2135	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2135	f69v	CELESTIAL	f69v.25	drei getrennte heterogene Himmelsraeder	dy	Y	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	COORDINATE_OR_CATALOGUE_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
233	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2136	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2136	f69v	CELESTIAL	f69v.26	drei getrennte heterogene Himmelsraeder	okey	OK+E+Y	3	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
234	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2137	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2137	f69v	CELESTIAL	f69v.26	drei getrennte heterogene Himmelsraeder	d	D_ADDR	1	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	LOCAL_CLASS_OR_NAME_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
235	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2138	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2138	f69v	CELESTIAL	f69v.27	drei getrennte heterogene Himmelsraeder	okeod	OK+E+O+D_ADDR	4	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
236	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2139	GDT513_REMAINDER_510	ORIGINAL22_LOCAL_ADDRESS	P912-E2139	f69v	CELESTIAL	f69v.28	drei getrennte heterogene Himmelsraeder	okodchy	OK+O+D_ADDR+CH+Y	5	LOCAL_ADDRESS_OR_LABEL	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	NOT_APPLICABLE	ORDERED_INSTRUCTION_CARD	EXACT_CARD_ID__OWNER_AND_LOCUS_REQUIRED__NO_RUNNING_SENTENCE_INHERITANCE
