focus_host_ordinal	focus_host_id	source_layer	source_attachment_id	statement_id	event_id	physical_page	register	owner_id	surface	source_recipe	final_recipe	focus_root	focus_value_de	focus_family	focus_occurrence_rank	focus_source_position	focus_final_position	selector_rule	attachment_geometry	primary_governor_kind	primary_governor_event_id	primary_governor_atom_position	primary_governor_root	primary_governor_occurrence_rank	effective_grammar_host_kind	effective_grammar_host_key	grade_host_mode	grade_carrier_envelope	prose_realization_scope	coordinate_reconciled	lookahead_cards	owner_boundary_crossed	statement_boundary_crossed	guard
259	G407-A00259	GDT407_5051_ATTACHMENT_EDITION	G407-A00259	G407-S009	G407-E0277	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotchor	OT+CH+OR	OT+CH+OR	OR	EINHEIT	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0277	2	CH	1	PRIMARY_ACTION	ACTION:G407-E0277@2:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
260	G407-A00260	GDT407_5051_ATTACHMENT_EDITION	G407-A00260	G407-S009	G407-E0278	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chor	CH+OR	CH+OR	OR	EINHEIT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0278	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0278@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
261	G407-A00261	GDT407_5051_ATTACHMENT_EDITION	G407-A00261	G407-S009	G407-E0281	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cholor	OL+OR	OL+OR	OR	EINHEIT	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0278	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0278@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
262	G407-A00262	GDT407_5051_ATTACHMENT_EDITION	G407-A00262	G407-S009	G407-E0283	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	AIIN	AIIN	WERT	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0278	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0278@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
263	G407-A00263	GDT407_5051_ATTACHMENT_EDITION	G407-A00263	G407-S009	G407-E0284	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	dar	D_ADDR+AR	D_ADDR+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0278	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0278@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
264	G407-A00264	GDT407_5051_ATTACHMENT_EDITION	G407-A00264	G407-S009	G407-E0285	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	oykchor	O+Y+K+CH+OR	O+Y+K+CH+OR	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0285	3	K	1	PRIMARY_ACTION	ACTION:G407-E0285@3:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
265	G407-A00265	GDT407_5051_ATTACHMENT_EDITION	G407-A00265	G407-S009	G407-E0285	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	oykchor	O+Y+K+CH+OR	O+Y+K+CH+OR	OR	EINHEIT	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0285	4	CH	1	PRIMARY_ACTION	ACTION:G407-E0285@4:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
266	G407-A00266	GDT407_5051_ATTACHMENT_EDITION	G407-A00266	G407-S009	G407-E0286	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	shor	SH+OR	SH+OR	OR	EINHEIT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0286	1	SH	1	PRIMARY_ACTION	ACTION:G407-E0286@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
267	G407-A00267	GDT407_5051_ATTACHMENT_EDITION	G407-A00267	G407-S009	G407-E0287	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chor	CH+OR	CH+OR	OR	EINHEIT	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0287	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0287@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
268	G407-A00268	GDT407_5051_ATTACHMENT_EDITION	G407-A00268	G407-S009	G407-E0288	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chy	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0287	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0287@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
269	G407-A00269	GDT407_5051_ATTACHMENT_EDITION	G407-A00269	G407-S009	G407-E0290	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	dy	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0289	1	K	1	PRIMARY_ACTION	ACTION:G407-E0289@1:K	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
270	G407-A00270	GDT407_5051_ATTACHMENT_EDITION	G407-A00270	G407-S009	G407-E0291	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	chodaiin	CH+O+D_ADDR+AIIN	CH+O+D_ADDR+AIIN	AIIN	WERT	ARGUMENT	1	4	4	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0291	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0291@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
271	G407-A00271	GDT407_5051_ATTACHMENT_EDITION	G407-A00271	G407-S009	G407-E0292	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	oqotor	O+OT+OR	O+OT+OR	OR	EINHEIT	ARGUMENT	1	3	3	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0291	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0291@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
272	G407-A00272	GDT407_5051_ATTACHMENT_EDITION	G407-A00272	G407-S009	G407-E0293	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otor	OT+OR	OT+OR	OR	EINHEIT	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0291	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0291@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
273	G407-A00273	GDT407_5051_ATTACHMENT_EDITION	G407-A00273	G407-S009	G407-E0294	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cfhy	CH+LOCAL_CHAR_F+Y	CH+LOCAL_CHAR_F+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0294	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0294@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
274	G407-A00274	GDT407_5051_ATTACHMENT_EDITION	G407-A00274	G407-S009	G407-E0295	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthor	CH+T+OR	CH+T+OR	OR	EINHEIT	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0295	2	T	1	PRIMARY_ACTION	ACTION:G407-E0295@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
275	G407-A00275	GDT407_5051_ATTACHMENT_EDITION	G407-A00275	G407-S009	G407-E0296	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	osain	O+S+AIN	O+S+AIN	AIN	ANTEIL	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0296	2	S	1	PRIMARY_ACTION	ACTION:G407-E0296@2:S	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
276	G407-A00276	GDT407_5051_ATTACHMENT_EDITION	G407-A00276	G407-S009	G407-E0297	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	ytoiin	Y+T+O+IIN	Y+T+O+IIN	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0297	2	T	1	PRIMARY_ACTION	ACTION:G407-E0297@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
277	G407-A00277	GDT407_5051_ATTACHMENT_EDITION	G407-A00277	G407-S009	G407-E0298	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otchoshor	OT+CH+O+SH+OR	OT+CH+O+SH+OR	OR	EINHEIT	ARGUMENT	1	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0298	4	SH	1	PRIMARY_ACTION	ACTION:G407-E0298@4:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
278	G407-A00278	GDT407_5051_ATTACHMENT_EDITION	G407-A00278	G407-S009	G407-E0299	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qoty	OT+Y	OT+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0298	4	SH	1	PRIMARY_ACTION	ACTION:G407-E0298@4:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
279	G407-A00279	GDT407_5051_ATTACHMENT_EDITION	G407-A00279	G407-S009	G407-E0300	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotor	OT+OR	OT+OR	OR	EINHEIT	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0298	4	SH	1	PRIMARY_ACTION	ACTION:G407-E0298@4:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
280	G407-A00280	GDT407_5051_ATTACHMENT_EDITION	G407-A00280	G407-S009	G407-E0301	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	cthyd	CH+T+Y+D_ADDR	CH+T+Y+D_ADDR	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0301	2	T	1	PRIMARY_ACTION	ACTION:G407-E0301@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
281	G407-A00281	GDT407_5051_ATTACHMENT_EDITION	G407-A00281	G407-S009	G407-E0302	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	otar	OT+AR	OT+AR	AR	AUSGANG	RELATION	1	2	2	AL_AR_ORDERED_FALLBACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0301	2	T	1	PRIMARY_ACTION	ACTION:G407-E0301@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
282	G407-A00282	GDT407_5051_ATTACHMENT_EDITION	G407-A00282	G407-S009	G407-E0303	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	odaiin	O+D_ADDR+AIIN	O+D_ADDR+AIIN	AIIN	WERT	ARGUMENT	1	3	3	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0301	2	T	1	PRIMARY_ACTION	ACTION:G407-E0301@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
283	G407-A00283	GDT407_5051_ATTACHMENT_EDITION	G407-A00283	G407-S009	G407-E0304	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	daiin	AIIN	AIIN	AIIN	WERT	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0301	2	T	1	PRIMARY_ACTION	ACTION:G407-E0301@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
284	G407-A00284	GDT407_5051_ATTACHMENT_EDITION	G407-A00284	G407-S009	G407-E0305	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotchy	OT+Y	OT+Y	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0301	2	T	1	PRIMARY_ACTION	ACTION:G407-E0301@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
285	G407-A00285	GDT407_5051_ATTACHMENT_EDITION	G407-A00285	G407-S009	G407-E0306	f10r	HERBAL	zweiknolliges blauköpfiges Heilkraut	qotor	OT+OR	OT+OR	OR	EINHEIT	ARGUMENT	1	2	2	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0301	2	T	1	PRIMARY_ACTION	ACTION:G407-E0301@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
286	G407-A00286	GDT407_5051_ATTACHMENT_EDITION	G407-A00286	G407-S010	G407-E0308	f11r	HERBAL	blühender dreikroniger Sodenstock	schoal	SH+O+AL	SH+O+AL	AL	ZIELORT	RELATION	1	3	3	AL_AR_ORDERED_FALLBACK	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0308	1	SH	1	PRIMARY_ACTION	ACTION:G407-E0308@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
287	G407-A00287	GDT407_5051_ATTACHMENT_EDITION	G407-A00287	G407-S010	G407-E0309	f11r	HERBAL	blühender dreikroniger Sodenstock	cfhy	CH+LOCAL_CHAR_F+Y	CH+LOCAL_CHAR_F+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0309	1	CH	1	PRIMARY_ACTION	ACTION:G407-E0309@1:CH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
288	G407-A00288	GDT407_5051_ATTACHMENT_EDITION	G407-A00288	G407-S010	G407-E0310	f11r	HERBAL	blühender dreikroniger Sodenstock	shfydaiin	SH+Y+AIIN	SH+Y+AIIN	Y	AKTIVER POSTEN	ARGUMENT	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0310	1	SH	1	PRIMARY_ACTION	ACTION:G407-E0310@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
289	G407-A00289	GDT407_5051_ATTACHMENT_EDITION	G407-A00289	G407-S010	G407-E0310	f11r	HERBAL	blühender dreikroniger Sodenstock	shfydaiin	SH+Y+AIIN	SH+Y+AIIN	AIIN	WERT	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0310	1	SH	1	PRIMARY_ACTION	ACTION:G407-E0310@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
290	G407-A00290	GDT407_5051_ATTACHMENT_EDITION	G407-A00290	G407-S010	G407-E0311	f11r	HERBAL	blühender dreikroniger Sodenstock	cphy	CH+P+Y	CH+P+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0311	2	P	1	PRIMARY_ACTION	ACTION:G407-E0311@2:P	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
291	G407-A00291	GDT407_5051_ATTACHMENT_EDITION	G407-A00291	G407-S010	G407-E0312	f11r	HERBAL	blühender dreikroniger Sodenstock	shey	SH+E+Y	SH+E+Y	E	GRAD I	GRADE	1	2	2	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0312	1	SH	1	PRIMARY_ACTION	ACTION:G407-E0312@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
292	G407-A00292	GDT407_5051_ATTACHMENT_EDITION	G407-A00292	G407-S010	G407-E0312	f11r	HERBAL	blühender dreikroniger Sodenstock	shey	SH+E+Y	SH+E+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0312	1	SH	1	PRIMARY_ACTION	ACTION:G407-E0312@1:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
293	G407-A00293	GDT407_5051_ATTACHMENT_EDITION	G407-A00293	G407-S011	G407-E0314	f11r	HERBAL	blühender dreikroniger Sodenstock	shoyty	SH+O+Y+T+Y	SH+O+Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0314	4	T	1	PRIMARY_ACTION	ACTION:G407-E0314@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
294	G407-A00294	GDT407_5051_ATTACHMENT_EDITION	G407-A00294	G407-S011	G407-E0314	f11r	HERBAL	blühender dreikroniger Sodenstock	shoyty	SH+O+Y+T+Y	SH+O+Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	2	5	5	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0314	4	T	1	PRIMARY_ACTION	ACTION:G407-E0314@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
295	G407-A00295	GDT407_5051_ATTACHMENT_EDITION	G407-A00295	G407-S011	G407-E0315	f11r	HERBAL	blühender dreikroniger Sodenstock	socthody	S+O+CH+T+O+D_ADDR+Y	S+O+CH+T+O+D_ADDR+Y	Y	AKTIVER POSTEN	ARGUMENT	1	7	7	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0315	4	T	1	PRIMARY_ACTION	ACTION:G407-E0315@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
296	G407-A00296	GDT407_5051_ATTACHMENT_EDITION	G407-A00296	G407-S011	G407-E0316	f11r	HERBAL	blühender dreikroniger Sodenstock	qodor	CARRIER_Q+O+D_ADDR+OR	CARRIER_Q+O+D_ADDR+OR	OR	EINHEIT	ARGUMENT	1	4	4	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0315	4	T	1	PRIMARY_ACTION	ACTION:G407-E0315@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
297	G407-A00297	GDT407_5051_ATTACHMENT_EDITION	G407-A00297	G407-S011	G407-E0317	f11r	HERBAL	blühender dreikroniger Sodenstock	y	Y	Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	INHERITED_ACTION_STACK	INHERITED_ACTION	ACTION_OCCURRENCE	G407-E0315	4	T	1	PRIMARY_ACTION	ACTION:G407-E0315@4:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
298	G407-A00298	GDT407_5051_ATTACHMENT_EDITION	G407-A00298	G407-S011	G407-E0318	f11r	HERBAL	blühender dreikroniger Sodenstock	kshy	K+SH+Y	K+SH+Y	Y	AKTIVER POSTEN	ARGUMENT	1	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0318	2	SH	1	PRIMARY_ACTION	ACTION:G407-E0318@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
299	G407-A00299	GDT407_5051_ATTACHMENT_EDITION	G407-A00299	G407-S011	G407-E0319	f11r	HERBAL	blühender dreikroniger Sodenstock	daiin	AIIN	AIIN	AIIN	WERT	ARGUMENT	1	1	1	PREVIOUS_CARD_STACK	PREVIOUS_CARD_ACTION	ACTION_OCCURRENCE	G407-E0318	2	SH	1	PRIMARY_ACTION	ACTION:G407-E0318@2:SH	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
300	G407-A00300	GDT407_5051_ATTACHMENT_EDITION	G407-A00300	G407-S011	G407-E0320	f11r	HERBAL	blühender dreikroniger Sodenstock	ytchy	Y+T+Y	Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	1	1	1	NEAREST_HEAD_LEFT_TIE	SAME_CARD_RIGHT_ACTION	ACTION_OCCURRENCE	G407-E0320	2	T	1	PRIMARY_ACTION	ACTION:G407-E0320@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
301	G407-A00301	GDT407_5051_ATTACHMENT_EDITION	G407-A00301	G407-S011	G407-E0320	f11r	HERBAL	blühender dreikroniger Sodenstock	ytchy	Y+T+Y	Y+T+Y	Y	AKTIVER POSTEN	ARGUMENT	2	3	3	NEAREST_HEAD_LEFT_TIE	SAME_CARD_LEFT_ACTION	ACTION_OCCURRENCE	G407-E0320	2	T	1	PRIMARY_ACTION	ACTION:G407-E0320@2:T	NOT_APPLICABLE	NOT_APPLICABLE	PRIMARY_GOVERNOR	NO	0	NO	NO	ONE_FINAL_FOCUS_OCCURRENCE__ONE_PRIMARY_GOVERNOR
