event_repair_ordinal	event_repair_id	event_id	statement_id	physical_page	register	owner_id	surface	final_recipe	audible_first_action_root	selected_repair_focus_count	represented_event_focus_count	represented_non_grade_modifier_count	explicit_focus_head_block_count	explicit_modifier_head_block_count	explicit_head_block_count	bare_local_action_block_count	visible_action_count	selector_trigger_classes	voice_repair_classes	repair_focus_ids	represented_focus_ids	visible_action_links	source_gdt580_clause_de	content_ready_boundary_clause_de	gdt580_exact_roundtrip_de	guard
162	GDT581-EV162	G407-E3112	G407-S482	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	qotain	OT+AIN	T	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03343	G407-A03343	NONE	Danach im laufenden Gang: stelle den Stationsanteil ein.	Bezug auf das folgende Halten [G407-E3113@2:SH]: den Stationsanteil [G407-A03343:G407-E3112@2:AIN#1]. Strukturspur: OT@1→CONTROL:G407-E3112@1:OT.	Danach im laufenden Gang: stelle den Stationsanteil ein.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
163	GDT581-EV163	G407-E3148	G407-S488	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	ly	L+Y	CHD	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03384|G407-A03385	G407-A03384|G407-A03385	NONE	Im laufenden Gang bearbeite den Stationsposten; über die sichtbare Verbindung.	Bezug auf das folgende Halten [G407-E3149@2:SH]: über die sichtbare Verbindung [G407-A03384:G407-E3148@1:L#1]. Bezug auf das folgende Halten [G407-E3149@2:SH]: den Stationsposten [G407-A03385:G407-E3148@2:Y#1].	Im laufenden Gang bearbeite den Stationsposten; über die sichtbare Verbindung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
164	GDT581-EV164	G407-E3165	G407-S490	f81v	BIOLOGICAL	gemeinsames zweireihiges Badfeld	dal	AL	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03398	G407-A03398	NONE	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Bezug auf den Besitzerrahmen [OWNER:gemeinsames zweireihiges Badfeld]: zur Zielstation [G407-A03398:G407-E3165@1:AL#1].	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
165	GDT581-EV165	G407-E3203	G407-S499	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	oteey	OT+EE+Y	K	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK|GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A03445|G407-A03446	G407-A03445|G407-A03446	NONE	Danach im laufenden Gang: führe den Stationsposten zu; auf Grad II.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3203:OT>G<END]: auf Grad II [G407-A03445:G407-E3203@2:EE#1]. Bezug auf das folgende Ansetzen [G407-E3204@1:OK]: den Stationsposten [G407-A03446:G407-E3203@3:Y#1]. Strukturspur: OT@1→CONTROL:G407-E3203@1:OT.	Danach im laufenden Gang: führe den Stationsposten zu; auf Grad II.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
166	GDT581-EV166	G407-E3268	G407-S512	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotedy	OT+E+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A03521	G407-A03521	NONE	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3268:OT>G<DY]: auf Grad I [G407-A03521:G407-E3268@2:E#1]. Strukturspur: OT@1→CONTROL:G407-E3268@1:OT; DY@3→CONTROL:G407-E3268@3:DY.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
167	GDT581-EV167	G407-E3305	G407-S522	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteey	OT+EE+Y	SH	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK|GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A03558|G407-A03559	G407-A03558|G407-A03559	NONE	Danach im laufenden Gang: halte den Stationsposten; auf Grad II.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3305:OT>G<END]: auf Grad II [G407-A03558:G407-E3305@2:EE#1]. Bezug auf das folgende Bearbeiten [G407-E3306@1:CHD]: den Stationsposten [G407-A03559:G407-E3305@3:Y#1]. Strukturspur: OT@1→CONTROL:G407-E3305@1:OT.	Danach im laufenden Gang: halte den Stationsposten; auf Grad II.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
168	GDT581-EV168	G407-E3316	G407-S526	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	dal	AL	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03574	G407-A03574	NONE	Im laufenden Gang halte denselben Stationsanteil; zur Zielstation.	Bezug auf den Besitzerrahmen [OWNER:mehrere getrennte Bad- und Leitungsstationen]: zur Zielstation [G407-A03574:G407-E3316@1:AL#1].	Im laufenden Gang halte denselben Stationsanteil; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
169	GDT581-EV169	G407-E3337	G407-S530	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoly	OL+Y	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03603	G407-A03603	NONE	Weiter im laufenden Gang: halte den Stationsposten.	Bezug auf den Besitzerrahmen [OWNER:mehrere getrennte Bad- und Leitungsstationen]: den Stationsposten [G407-A03603:G407-E3337@2:Y#1]. Strukturspur: OL@1→CONTROL:G407-E3337@1:OL.	Weiter im laufenden Gang: halte den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
170	GDT581-EV170	G407-E3338	G407-S530	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	daiin	AIIN	SH	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03604	G407-A03604	NONE	Im laufenden Gang halte den Stationswert.	Bezug auf das folgende Entnehmen [G407-E3339@1:CH]: den Stationswert [G407-A03604:G407-E3338@1:AIIN#1].	Im laufenden Gang halte den Stationswert.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
171	GDT581-EV171	G407-E3365	G407-S533	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lar	L+AR	CHD	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03643|G407-A03644	G407-A03643|G407-A03644	NONE	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung und von der Ausgangsstation.	Bezug auf das folgende Ansetzen [G407-E3366@1:OK]: über die sichtbare Verbindung [G407-A03643:G407-E3365@1:L#1]. Bezug auf das folgende Ansetzen [G407-E3366@1:OK]: von der Ausgangsstation [G407-A03644:G407-E3365@2:AR#1].	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung und von der Ausgangsstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
172	GDT581-EV172	G407-E3383	G407-S538	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	lar	L+AR	CHD	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03672|G407-A03673	G407-A03672|G407-A03673	NONE	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung und von der Ausgangsstation.	Bezug auf das folgende Halten [G407-E3384@1:SH]: über die sichtbare Verbindung [G407-A03672:G407-E3383@1:L#1]. Bezug auf das folgende Halten [G407-E3384@1:SH]: von der Ausgangsstation [G407-A03673:G407-E3383@2:AR#1].	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung und von der Ausgangsstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
173	GDT581-EV173	G407-E3388	G407-S539	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	cheal	AL	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03680	G407-A03680	NONE	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; zur Zielstation.	Bezug auf den Besitzerrahmen [OWNER:mehrere getrennte Bad- und Leitungsstationen]: zur Zielstation [G407-A03680:G407-E3388@1:AL#1].	Im laufenden Gang setze denselben Stationsposten im Stationsgang an; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
174	GDT581-EV174	G407-E3400	G407-S543	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteedy	OT+EE+DY	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A03695	G407-A03695	NONE	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3400:OT>G<DY]: auf Grad II [G407-A03695:G407-E3400@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E3400@1:OT; DY@3→CONTROL:G407-E3400@3:DY.	Danach im laufenden Gang: halte denselben Stationsposten; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
175	GDT581-EV175	G407-E3406	G407-S548	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qotaiin	OT+AIIN	OK	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03700	G407-A03700	NONE	Danach im laufenden Gang: setze den Stationswert im Stationsgang an.	Bezug auf das folgende Entnehmen [G407-E3407@1:CH]: den Stationswert [G407-A03700:G407-E3406@2:AIIN#1]. Strukturspur: OT@1→CONTROL:G407-E3406@1:OT.	Danach im laufenden Gang: setze den Stationswert im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
176	GDT581-EV176	G407-E3420	G407-S552	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoty	OT+Y	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03715	G407-A03715	NONE	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	Bezug auf den Besitzerrahmen [OWNER:mehrere getrennte Bad- und Leitungsstationen]: den Stationsposten [G407-A03715:G407-E3420@2:Y#1]. Strukturspur: OT@1→CONTROL:G407-E3420@1:OT.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
177	GDT581-EV177	G407-E3421	G407-S552	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoty	OT+Y	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03716	G407-A03716	NONE	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	Bezug auf den Besitzerrahmen [OWNER:mehrere getrennte Bad- und Leitungsstationen]: den Stationsposten [G407-A03716:G407-E3421@2:Y#1]. Strukturspur: OT@1→CONTROL:G407-E3421@1:OT.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
178	GDT581-EV178	G407-E3422	G407-S552	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoteey	OT+EE+Y	OK	2	2	0	2	0	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK|GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A03717|G407-A03718	G407-A03717|G407-A03718	NONE	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3422:OT>G<END]: auf Grad II [G407-A03717:G407-E3422@2:EE#1]. Bezug auf das folgende Markieren [G407-E3423@1:R]: den Stationsposten [G407-A03718:G407-E3422@3:Y#1]. Strukturspur: OT@1→CONTROL:G407-E3422@1:OT.	Danach im laufenden Gang: setze den Stationsposten im Stationsgang an; auf Grad II.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
179	GDT581-EV179	G407-E3435	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	qoty	OT+Y	CHD	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03735	G407-A03735	NONE	Danach im laufenden Gang: bearbeite den Stationsposten.	Bezug auf das folgende Entnehmen [G407-E3436@2:CH]: den Stationsposten [G407-A03735:G407-E3435@2:Y#1]. Strukturspur: OT@1→CONTROL:G407-E3435@1:OT.	Danach im laufenden Gang: bearbeite den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
180	GDT581-EV180	G407-E3454	G407-S556	f82r	BIOLOGICAL	mehrere getrennte Bad- und Leitungsstationen	chey	Y	R	1	1	0	1	0	1	0	0	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03763	G407-A03763	NONE	Im laufenden Gang markiere den Stationsposten.	Bezug auf das vorangehende Entnehmen [G407-E3453@1:CH]: den Stationsposten [G407-A03763:G407-E3454@1:Y#1].	Im laufenden Gang markiere den Stationsposten.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
181	GDT581-EV181	G407-E3474	G407-S561	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qotal	OT+AL	K	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03784	G407-A03784	NONE	Danach im laufenden Gang: führe dieselbe Stationseinheit zu; zur Zielstation.	Bezug auf das folgende Entnehmen [G407-E3475@1:CH]: zur Zielstation [G407-A03784:G407-E3474@2:AL#1]. Strukturspur: OT@1→CONTROL:G407-E3474@1:OT.	Danach im laufenden Gang: führe dieselbe Stationseinheit zu; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
182	GDT581-EV182	G407-E3476	G407-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chey	Y	K	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03786	G407-A03786	NONE	Im laufenden Gang führe den Stationsposten zu.	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: den Stationsposten [G407-A03786:G407-E3476@1:Y#1].	Im laufenden Gang führe den Stationsposten zu.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
183	GDT581-EV183	G407-E3477	G407-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	daiin	AIIN	K	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03787	G407-A03787	NONE	Im laufenden Gang führe den Stationswert zu.	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: den Stationswert [G407-A03787:G407-E3477@1:AIIN#1].	Im laufenden Gang führe den Stationswert zu.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
184	GDT581-EV184	G407-E3478	G407-S562	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chey	Y	K	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03788	G407-A03788	NONE	Im laufenden Gang führe den Stationsposten zu.	Bezug auf das folgende Bearbeiten [G407-E3479@2:CHD]: den Stationsposten [G407-A03788:G407-E3478@1:Y#1].	Im laufenden Gang führe den Stationsposten zu.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
185	GDT581-EV185	G407-E3519	G407-S573	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoteedy	OT+EE+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A03835	G407-A03835	NONE	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3519:OT>G<DY]: auf Grad II [G407-A03835:G407-E3519@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E3519@1:OT; DY@3→CONTROL:G407-E3519@3:DY.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
186	GDT581-EV186	G407-E3520	G407-S574	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qoteedy	OT+EE+DY	OK	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	GRADE_CONTROL_ENVELOPE_BEATS_EVENT_WIDE_ACTION	G407-A03836	G407-A03836	NONE	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3520:OT>G<DY]: auf Grad II [G407-A03836:G407-E3520@2:EE#1]. Strukturspur: OT@1→CONTROL:G407-E3520@1:OT; DY@3→CONTROL:G407-E3520@3:DY.	Danach im laufenden Gang: setze denselben Stationsposten im Stationsgang an; auf Grad II; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
187	GDT581-EV187	G407-E3558	G407-S583	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	lo	L+O	CHD	1	1	1	1	1	2	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03878	G407-A03878	NONE	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung; als Ausführung.	Bezug auf das folgende Entnehmen [G407-E3559@3:CH]: über die sichtbare Verbindung [G407-A03878:G407-E3558@1:L#1]. Bezug auf das folgende Entnehmen [G407-E3559@3:CH]: als Ausführung [RUNNING:G407-E3558@2:O].	Im laufenden Gang bearbeite denselben Stationsposten; über die sichtbare Verbindung; als Ausführung.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
188	GDT581-EV188	G407-E3572	G407-S586	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	altedy	AL+T+E+D_ADDR+Y	T	1	3	1	3	1	4	0	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03895	G407-A03895|G407-A03896|G407-A03897	G407-E3572@2:T	Stelle den Stationsposten ein; zur Zielstation; auf Grad I; an der D-Stelle.	Bezug auf das vorangehende Wählen [G407-E3571@1:S]: zur Zielstation [G407-A03895:G407-E3572@1:AL#1]. Lokales Einstellen [G407-E3572@2:T]: auf Grad I [G407-A03896:G407-E3572@3:E#1]. Lokales Einstellen [G407-E3572@2:T]: an der D-Stelle [RUNNING:G407-E3572@4:D_ADDR]. Lokales Einstellen [G407-E3572@2:T]: den Stationsposten [G407-A03897:G407-E3572@5:Y#1].	Stelle den Stationsposten ein; zur Zielstation; auf Grad I; an der D-Stelle.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
189	GDT581-EV189	G407-E3575	G407-S587	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	qedy	CARRIER_Q+E+DY	OK	1	1	1	1	1	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03900	G407-A03900	NONE	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; als neuen Einsatz und auf Grad I; schließe den Schritt.	Bezug auf den Steuerungsrahmen [CONTROL:G407-E3575:STATE_CARD]: am Beginn [RUNNING:G407-E3575@1:CARRIER_Q]. Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: auf Grad I [G407-A03900:G407-E3575@2:E#1]. Strukturspur: DY@3→CONTROL:G407-E3575@3:DY.	Im laufenden Gang: Setze denselben Stationsposten im Stationsgang an; als neuen Einsatz und auf Grad I; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
190	GDT581-EV190	G407-E3582	G407-S592	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	dal	AL	SH	1	1	0	1	0	1	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03908	G407-A03908	NONE	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: zur Zielstation [G407-A03908:G407-E3582@1:AL#1].	Im laufenden Gang halte denselben Stationsposten; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
191	GDT581-EV191	G407-E3594	G407-S593	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	dalchdy	AL+CHD+DY	CHD	1	1	0	1	0	1	1	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03922	G407-A03922	G407-E3594@2:CHD	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	Bezug auf das vorangehende Einstellen [G407-E3593@3:T]: zur Zielstation [G407-A03922:G407-E3594@1:AL#1]. Lokales Bearbeiten [G407-E3594@2:CHD]. Strukturspur: DY@3→CONTROL:G407-E3594@3:DY.	Bearbeite denselben Stationsposten; zur Zielstation; schließe den Schritt.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
192	GDT581-EV192	G407-E3599	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	cheedar	EE+AR	CHD	2	2	0	2	0	2	0	0	OWNER_CONTENT_AUDIBLE_AS_LOCAL_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03925|G407-A03926	G407-A03925|G407-A03926	NONE	Im laufenden Gang bearbeite denselben Stationsposten; von der Ausgangsstation; auf Grad II.	Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: auf Grad II [G407-A03925:G407-E3599@1:EE#1]. Bezug auf den Besitzerrahmen [OWNER:Variantenatlas lokaler Becken und Anwendungen]: von der Ausgangsstation [G407-A03926:G407-E3599@2:AR#1].	Im laufenden Gang bearbeite denselben Stationsposten; von der Ausgangsstation; auf Grad II.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
193	GDT581-EV193	G407-E3604	G407-S597	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	chealror	AL+R+OR	R	1	2	0	2	0	2	0	1	REMOTE_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03932	G407-A03932|G407-A03933	G407-E3604@2:R	Markiere die Stationseinheit; zur Zielstation.	Bezug auf das vorangehende Einstellen [G407-E3603@2:T]: zur Zielstation [G407-A03932:G407-E3604@1:AL#1]. Lokales Markieren [G407-E3604@2:R]: die Stationseinheit [G407-A03933:G407-E3604@3:OR#1].	Markiere die Stationseinheit; zur Zielstation.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
194	GDT581-EV194	G407-E3613	G407-S598	f83r	BIOLOGICAL	Variantenatlas lokaler Becken und Anwendungen	otor	OT+OR	P	1	1	0	1	0	1	0	0	NEXT_HEAD_ROOT_DIFFERS_FROM_AUDIBLE_ACTION	EXPLICIT_PRIMARY_HEAD_BLOCK	G407-A03950	G407-A03950	NONE	Danach im laufenden Gang: setze die Stationseinheit ein.	Bezug auf das folgende Halten [G407-E3614@1:SH]: die Stationseinheit [G407-A03950:G407-E3613@2:OR#1]. Strukturspur: OT@1→CONTROL:G407-E3613@1:OT.	Danach im laufenden Gang: setze die Stationseinheit ein.	ALL_EVENT_CONTENT_LINKS_ON_EXACT_HEADS__GDT580_BACKCHANNEL_EXACT
