local_component_ordinal	slot_id	source_event_id	local_card_host_key	source_partition	physical_page	register	locus	owner_de	record_governor_key	surface	component_recipe	component_position	component_root	local_component_subtype	boundary_class	fill_status	primary_governor_kind	primary_governor_key	guard
291	LOCAL_COMPONENT:P912-E1993@3	P912-E1993	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1993	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.31	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	ocphy	O+CPH+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1993	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
292	LOCAL_COMPONENT:P912-E1994@1	P912-E1994	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1994	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.32	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okeeodal	OK+EE+O+DA+L	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1994@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
293	LOCAL_COMPONENT:P912-E1994@2	P912-E1994	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1994	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.32	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okeeodal	OK+EE+O+DA+L	2	EE	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1994@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
294	LOCAL_COMPONENT:P912-E1994@3	P912-E1994	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1994	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.32	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okeeodal	OK+EE+O+DA+L	3	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1994@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
295	LOCAL_COMPONENT:P912-E1994@4	P912-E1994	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1994	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.32	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okeeodal	OK+EE+O+DA+L	4	DA	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1994@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
296	LOCAL_COMPONENT:P912-E1994@5	P912-E1994	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1994	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.32	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okeeodal	OK+EE+O+DA+L	5	L	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1994@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
297	LOCAL_COMPONENT:P912-E1995@1	P912-E1995	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1995	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.33	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okshor	OK+SH+OR	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1995@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
298	LOCAL_COMPONENT:P912-E1995@2	P912-E1995	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1995	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.33	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okshor	OK+SH+OR	2	SH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1995@2:SH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
299	LOCAL_COMPONENT:P912-E1995@3	P912-E1995	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1995	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.33	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okshor	OK+SH+OR	3	OR	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1995@2:SH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
300	LOCAL_COMPONENT:P912-E1996@1	P912-E1996	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1996	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.34	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	osdaiin	O+S+D_ADDR+AIIN	1	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1996@2:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
301	LOCAL_COMPONENT:P912-E1996@2	P912-E1996	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1996	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.34	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	osdaiin	O+S+D_ADDR+AIIN	2	S	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1996@2:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
302	LOCAL_COMPONENT:P912-E1996@3	P912-E1996	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1996	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.34	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	osdaiin	O+S+D_ADDR+AIIN	3	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1996@2:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
303	LOCAL_COMPONENT:P912-E1996@4	P912-E1996	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1996	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.34	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	osdaiin	O+S+D_ADDR+AIIN	4	AIIN	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1996@2:S	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
304	LOCAL_COMPONENT:P912-E1997@1	P912-E1997	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1997	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.35	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otochedy	OT+O+CHD+Y	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1997@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
305	LOCAL_COMPONENT:P912-E1997@2	P912-E1997	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1997	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.35	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otochedy	OT+O+CHD+Y	2	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1997@3:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
306	LOCAL_COMPONENT:P912-E1997@3	P912-E1997	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1997	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.35	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otochedy	OT+O+CHD+Y	3	CHD	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1997@3:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
307	LOCAL_COMPONENT:P912-E1997@4	P912-E1997	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1997	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.35	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	otochedy	OT+O+CHD+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1997@3:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
308	LOCAL_COMPONENT:P912-E1998@1	P912-E1998	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1998	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.36	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	dolchedy	D_ADDR+OL+CHD+Y	1	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1998@3:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
309	LOCAL_COMPONENT:P912-E1998@2	P912-E1998	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1998	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.36	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	dolchedy	D_ADDR+OL+CHD+Y	2	OL	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E1998@2:OL	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
310	LOCAL_COMPONENT:P912-E1998@3	P912-E1998	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1998	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.36	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	dolchedy	D_ADDR+OL+CHD+Y	3	CHD	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1998@3:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
311	LOCAL_COMPONENT:P912-E1998@4	P912-E1998	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1998	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.36	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	dolchedy	D_ADDR+OL+CHD+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1998@3:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
312	LOCAL_COMPONENT:P912-E1999@1	P912-E1999	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1999	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oky	OK+Y	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E1999@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
313	LOCAL_COMPONENT:P912-E1999@2	P912-E1999	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E1999	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oky	OK+Y	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E1999@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
314	LOCAL_COMPONENT:P912-E2000@1	P912-E2000	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2000	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okchdy	OK+CHD+DY	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2000@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
315	LOCAL_COMPONENT:P912-E2000@2	P912-E2000	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2000	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okchdy	OK+CHD+DY	2	CHD	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2000@2:CHD	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
316	LOCAL_COMPONENT:P912-E2000@3	P912-E2000	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2000	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okchdy	OK+CHD+DY	3	DY	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2000@3:DY	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
317	LOCAL_COMPONENT:P912-E2001@1	P912-E2001	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2001	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okardy	OK+AR+D_ADDR+Y	1	OK	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2001@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
318	LOCAL_COMPONENT:P912-E2001@2	P912-E2001	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2001	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okardy	OK+AR+D_ADDR+Y	2	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2001@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
319	LOCAL_COMPONENT:P912-E2001@3	P912-E2001	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2001	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okardy	OK+AR+D_ADDR+Y	3	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2001@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
320	LOCAL_COMPONENT:P912-E2001@4	P912-E2001	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2001	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	okardy	OK+AR+D_ADDR+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2001@1:OK	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
321	LOCAL_COMPONENT:P912-E2002@1	P912-E2002	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2002	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	qear	CARRIER_Q+E+AR	1	CARRIER_Q	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2002	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
322	LOCAL_COMPONENT:P912-E2002@2	P912-E2002	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2002	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	qear	CARRIER_Q+E+AR	2	E	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2002	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
323	LOCAL_COMPONENT:P912-E2002@3	P912-E2002	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2002	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	qear	CARRIER_Q+E+AR	3	AR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2002	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
324	LOCAL_COMPONENT:P912-E2003@1	P912-E2003	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2003	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oygy	O+Y+G_LABEL+Y	1	O	FORM_STAGE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2003	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
325	LOCAL_COMPONENT:P912-E2003@2	P912-E2003	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2003	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oygy	O+Y+G_LABEL+Y	2	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2003	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
326	LOCAL_COMPONENT:P912-E2003@3	P912-E2003	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2003	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oygy	O+Y+G_LABEL+Y	3	G_LABEL	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2003	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
327	LOCAL_COMPONENT:P912-E2003@4	P912-E2003	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2003	GDT513_REMAINDER_510	f68r1	CELESTIAL	f68r1.37	mehrteiliger Sternatlas mit lokalen Zentren	NOT_APPLICABLE	oygy	O+Y+G_LABEL+Y	4	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2003	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
328	LOCAL_COMPONENT:P912-E2004@1	P912-E2004	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2004	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	dair	D_ADDR+AIR	1	D_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2004	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
329	LOCAL_COMPONENT:P912-E2004@2	P912-E2004	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2004	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	dair	D_ADDR+AIR	2	AIR	RELATION	LOCAL_RELATION_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2004	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
330	LOCAL_COMPONENT:P912-E2005@1	P912-E2005	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2005	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	cheyky	CH+E+Y+K+Y	1	CH	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2005@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
331	LOCAL_COMPONENT:P912-E2005@2	P912-E2005	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2005	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	cheyky	CH+E+Y+K+Y	2	E	GRADE	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2005@1:CH	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
332	LOCAL_COMPONENT:P912-E2005@3	P912-E2005	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2005	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	cheyky	CH+E+Y+K+Y	3	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2005@4:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
333	LOCAL_COMPONENT:P912-E2005@4	P912-E2005	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2005	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	cheyky	CH+E+Y+K+Y	4	K	ACTION	LOCAL_ACTION_FUNCTION	CONTENT_CARRIER	SELF_ACTION	LOCAL_ACTION:P912-E2005@4:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
334	LOCAL_COMPONENT:P912-E2005@5	P912-E2005	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2005	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	cheyky	CH+E+Y+K+Y	5	Y	OBJECT	LOCAL_OBJECT_FUNCTION	CONTENT_CARRIER	LOCAL_ACTION	LOCAL_ACTION:P912-E2005@4:K	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
335	LOCAL_COMPONENT:P912-E2006@1	P912-E2006	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	1	OT	CONTROL	LOCAL_STATE_CONTROL	CONTROL_HOST_ONLY	LOCAL_CONTROL_OR_CARD	LOCAL_CONTROL:P912-E2006@1:OT	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
336	LOCAL_COMPONENT:P912-E2006@2	P912-E2006	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	2	A_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
337	LOCAL_COMPONENT:P912-E2006@3	P912-E2006	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	3	LOCAL_CHAR_Z	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
338	LOCAL_COMPONENT:P912-E2006@4	P912-E2006	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006	GDT513_REMAINDER_510	f69v	CELESTIAL	f69v.1	drei getrennte heterogene Himmelsraeder	NOT_APPLICABLE	otaza	OT+A_ADDR+LOCAL_CHAR_Z+A_ADDR	4	A_ADDR	SIGLA_CLASS	LOCAL_MODIFIER_FUNCTION	CONTENT_CARRIER	LOCAL_CARD_OR_RECORD	LOCAL_CARD:ORIGINAL22_LOCAL_ADDRESS:P912-E2006	ONE_LOCAL_COMPONENT__ONE_CARD__ONE_PRIMARY_GOVERNOR
