selector_cell_ordinal	selector_cell_id	recipe	portable_route	selector_fields	selector_key	effective_action_signatures	effective_argument_signatures	owner_free_microphrase_de	event_count	event_ids	physical_page_count	physical_pages	register_count	registers	cohort_count	cohorts	resolution_modes	statement_positions	source_layers	cross_page_status	guard
245	GDT564-C0245	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Danach: setze den Posten; zum Zielort.	2	G407-E3240 || G407-E4475	2	f82r || f95v	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
246	GDT564-C0246	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Danach: halte den Posten; zum Zielort.	3	G407-E1120 || G407-E2655 || G407-E2846	3	f71v || f77r || f81r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
247	GDT564-C0247	OT+AL	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=Y	T	Y	Danach: stelle den Posten ein; zum Zielort.	2	G407-E1282 || G515-E0550	2	f66r || f72r	2	CELESTIAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
248	GDT564-C0248	OT+AL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=OK	OK	Y	Danach: setze den Posten; zum Zielort.	1	G407-E1273	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
249	GDT564-C0249	OT+AL+Y	WRITTEN_ARGUMENT__SELECT_ACTION	effective_action_roots	ACTION=SH	SH	Y	Danach: halte den Posten; zum Zielort.	2	G407-E1123 || G407-E2029	2	f71v || f76r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
250	GDT564-C0250	OT+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=Y	CHD	Y	Danach: bearbeite den Posten; hier.	1	G407-E4167	1	f89r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
251	GDT564-C0251	OT+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIIN	OK	AIIN	Danach: setze den Wert; hier.	1	G515-E0530	1	f66r	1	SOURCE_SECTION_T	1	CURRENT4_GDT539	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
252	GDT564-C0252	OT+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIN	OK	AIN	Danach: setze den Anteil; hier.	1	G407-E1809	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
253	GDT564-C0253	OT+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=AIIN	S	AIIN	Danach: wähle den Wert; hier.	3	G407-E0796 || G407-E1166 || G407-E1167	2	f55v || f72r	2	CELESTIAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
254	GDT564-C0254	OT+AM_ADDR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=OR	S	OR	Danach: wähle die Einheit; hier.	1	G407-E3819	1	f88r	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
255	GDT564-C0255	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=Y	CH	Y	Danach: nimm den Posten; vom Ausgang.	3	G407-E1079 || G407-E2175 || G407-E3786	3	f71v || f76r || f83r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
256	GDT564-C0256	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=Y	CHD	Y	Danach: bearbeite den Posten; vom Ausgang.	2	G407-E1430 || G407-E3121	2	f75r || f81v	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
257	GDT564-C0257	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=AIIN	K	AIIN	Danach: gib den Wert; vom Ausgang.	1	G407-E1238	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
258	GDT564-C0258	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=AIN	K	AIN	Danach: gib den Anteil; vom Ausgang.	1	G407-E1800	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
259	GDT564-C0259	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIIN	OK	AIIN	Danach: setze den Wert; vom Ausgang.	1	G407-E0750	1	f55v	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
260	GDT564-C0260	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIN	OK	AIN	Danach: setze den Anteil; vom Ausgang.	3	G407-E1551 || G407-E1808 || G407-E4472	2	f75r || f95v	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL || STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
261	GDT564-C0261	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Danach: setze den Posten; vom Ausgang.	5	G407-E1202 || G407-E1661 || G407-E1737 || G407-E1754 || G407-E2726	3	f72r || f75r || f81r	2	BIOLOGICAL || CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
262	GDT564-C0262	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=AIIN	S	AIIN	Danach: wähle den Wert; vom Ausgang.	1	G515-E0175	1	f31r	1	HERBAL	1	CURRENT4_GDT539	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
263	GDT564-C0263	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=AIIN	SH	AIIN	Danach: halte den Wert; vom Ausgang.	1	G515-E0416	1	f66r	1	SOURCE_SECTION_T	1	CURRENT4_GDT539	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
264	GDT564-C0264	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=AIN	SH	AIN	Danach: halte den Anteil; vom Ausgang.	1	G407-E1718	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
265	GDT564-C0265	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=OR	SH	OR	Danach: halte die Einheit; vom Ausgang.	1	G407-E1504	1	f75r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
266	GDT564-C0266	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=AIIN	T	AIIN	Danach: stelle den Wert ein; vom Ausgang.	1	G407-E0773	1	f55v	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
267	GDT564-C0267	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=OR	T	OR	Danach: stelle die Einheit ein; vom Ausgang.	1	G407-E1192	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
268	GDT564-C0268	OT+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=Y	T	Y	Danach: stelle den Posten ein; vom Ausgang.	2	G407-E0302 || G407-E4520	2	f10r || f95v	1	HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
269	GDT564-C0269	OT+CH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIIN	CH	AIIN	Danach: nimm den Wert; weiterführen.	3	G407-E0411 || G407-E4239 || G515-E0019	3	f13r || f4r || f89r	2	HERBAL || PHARMA	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
270	GDT564-C0270	OT+CH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=AIN	CH	AIN	Danach: nimm den Anteil; weiterführen.	1	G515-E0026	1	f4r	1	HERBAL	1	CURRENT4_GDT539	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
271	GDT564-C0271	OT+CH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=OR	CH	OR	Danach: nimm die Einheit; weiterführen.	1	G407-E0459	1	f17r	1	HERBAL	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
272	GDT564-C0272	OT+CH+OL	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	CH	Y	Danach: nimm den Posten; weiterführen.	6	G407-E0058 || G407-E0255 || G407-E0406 || G407-E0513 || G407-E0689 || G407-E3847	6	f10r || f13r || f17r || f1r || f24v || f88r	3	HERBAL || PHARMA || SOURCE_SECTION_T	1	OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
273	GDT564-C0273	OT+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=NONE	CHD	NONE	Danach: bearbeite; abschließen.	2	G515-E0524 || G515-E0577	1	f66r	1	SOURCE_SECTION_T	1	CURRENT4_GDT539	VISIBLE_ACTION_OBJECTLESS_OPERATION	SINGLETON_STATEMENT	GDT563_VISIBLE_ACTION_RENDERER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
274	GDT564-C0274	OT+CHD+DY	WRITTEN_ACTION__SELECT_ARGUMENT	effective_argument_roots	ARGUMENT=Y	CHD	Y	Danach: bearbeite den Posten; abschließen.	6	G407-E3595 || G407-E3651 || G407-E3708 || G407-E3769 || G407-E4510 || G515-E0551	3	f66r || f83r || f95v	3	BIOLOGICAL || HERBAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	VISIBLE_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT563_VISIBLE_ACTION_RENDERER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
275	GDT564-C0275	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=AIIN	CH	AIIN	Danach: nimm den Wert; auf Grad I; abschließen.	1	G407-E2675	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
276	GDT564-C0276	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=Y	CH	Y	Danach: nimm den Posten; auf Grad I; abschließen.	2	G407-E2535 || G407-E2866	2	f77r || f81r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
277	GDT564-C0277	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=AIIN	CHD	AIIN	Danach: bearbeite den Wert; auf Grad I; abschließen.	1	G407-E3657	1	f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
278	GDT564-C0278	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CHD | ARGUMENT=Y	CHD	Y	Danach: bearbeite den Posten; auf Grad I; abschließen.	3	G407-E3522 || G407-E3660 || G407-E4404	2	f83r || f95v	2	BIOLOGICAL || HERBAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
279	GDT564-C0279	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=Y	K	Y	Danach: gib den Posten; auf Grad I; abschließen.	4	G407-E1863 || G407-E1864 || G407-E2230 || G407-E3257	2	f76r || f82r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
280	GDT564-C0280	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=NONE | ARGUMENT=NONE	NONE	NONE	Danach: auf Grad I; abschließen.	2	G515-E0190 || G515-E0240	1	f31r	1	HERBAL	1	CURRENT4_GDT539	STANDALONE_GRADED_CLOSE	SINGLETON_STATEMENT	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
281	GDT564-C0281	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIIN	OK	AIIN	Danach: setze den Wert; auf Grad I; abschließen.	2	G407-E2446 || G407-E2554	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
282	GDT564-C0282	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=AIN	OK	AIN	Danach: setze den Anteil; auf Grad I; abschließen.	3	G407-E1806 || G407-E2287 || G407-E2662	3	f75r || f76r || f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
283	GDT564-C0283	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Danach: setze den Posten; auf Grad I; abschließen.	7	G407-E2576 || G407-E2577 || G407-E2807 || G407-E3016 || G407-E3268 || G407-E3419 || G407-E3642	5	f77r || f81r || f81v || f82r || f83r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
284	GDT564-C0284	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=P | ARGUMENT=AIN	P	AIN	Danach: setze den Anteil ein; auf Grad I; abschließen.	1	G407-E2777	1	f81r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
285	GDT564-C0285	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=S | ARGUMENT=Y	S	Y	Danach: wähle den Posten; auf Grad I; abschließen.	4	G407-E1820 || G407-E1821 || G407-E1822 || G407-E2772	2	f75r || f81r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
286	GDT564-C0286	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=AIIN	SH	AIIN	Danach: halte den Wert; auf Grad I; abschließen.	1	G407-E2406	1	f77r	1	BIOLOGICAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
287	GDT564-C0287	OT+E+DY	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=Y	SH	Y	Danach: halte den Posten; auf Grad I; abschließen.	6	G407-E2302 || G407-E2500 || G407-E2654 || G407-E2793 || G407-E3150 || G515-E0329	5	f66r || f76r || f77r || f81r || f81v	2	BIOLOGICAL || SOURCE_SECTION_T	2	CURRENT4_GDT539 || OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	SINGLETON_STATEMENT || STATEMENT_FINAL	GDT562_ACTIONLESS_STATE_READER	CROSS_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
288	GDT564-C0288	OT+E+O	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=CH | ARGUMENT=AIIN	CH	AIIN	Danach: nimm den Wert; auf Grad I; zur Ausführung.	1	G407-E1268	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
289	GDT564-C0289	OT+E+O	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=K | ARGUMENT=Y	K	Y	Danach: gib den Posten; auf Grad I; zur Ausführung.	1	G407-E1303	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
290	GDT564-C0290	OT+E+O	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=SH | ARGUMENT=AIN	SH	AIN	Danach: halte den Anteil; auf Grad I; zur Ausführung.	1	G407-E4027	1	f88v	1	PHARMA	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
291	GDT564-C0291	OT+E+O	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=T | ARGUMENT=OR	T	OR	Danach: stelle die Einheit ein; auf Grad I; zur Ausführung.	1	G407-E1190	1	f72r	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
292	GDT564-C0292	OT+E+O+D_ADDR+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=NONE | ARGUMENT=NONE	NONE	NONE	Danach: auf Grad I; zur Ausführung; hier; vom Ausgang.	1	G407-E1179	1	f72r	1	CELESTIAL	1	OLD26_GDT407	FORMAL_RELATION_PROLOGUE	STATEMENT_INITIAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
293	GDT564-C0293	OT+E+O+D_ADDR+AR	OPEN_FRAME__SELECT_ACTION_ARGUMENT	effective_action_roots+effective_argument_roots	ACTION=OK | ARGUMENT=Y	OK	Y	Danach: setze den Posten; auf Grad I; zur Ausführung; hier; vom Ausgang.	1	G407-E1081	1	f71v	1	CELESTIAL	1	OLD26_GDT407	INHERITED_ACTION_FULL_OPERATION	STATEMENT_INTERNAL	GDT562_ACTIONLESS_STATE_READER	ONE_PAGE	OBSERVED_CONTEXT_CELL__PHRASE_UNIQUE_WITHIN_EXACT_RECIPE
