dictionary_entry_id	surfaces	component_recipe	short_component_reading_de	events	physical_pages	registers	channels	default_rule
P912-D0685	olchy	OL+CH+Y	FORTSETZEN + ENTNEHMEN + DIESER POSTEN	2	f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0451	ky	K+Y	ZUGEBEN + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0387	dsholyd	D_ADDR+SH+OL+Y+D_ADDR	TEILSTELLE + HALTEN + FORTSETZEN + DIESER POSTEN + TEILSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1363	ytedy	Y+T+E+DY	DIESER POSTEN + EINSTELLEN + KURZ + SCHLUSS	4	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0162	chetedy	CH+E+T+E+D_ADDR+Y	ENTNEHMEN + KURZ + EINSTELLEN + KURZ + TEILSTELLE + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0478	lkedey	L+K+E+D_ADDR+E+Y	LEITEN + ZUGEBEN + KURZ + TEILSTELLE + KURZ + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1334	ykeshey	Y+K+E+SH+E+Y	DIESER POSTEN + ZUGEBEN + KURZ + HALTEN + KURZ + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0349	dchsed	D_ADDR+CH+S+E+D_ADDR	TEILSTELLE + ENTNEHMEN + WAEHLEN + KURZ + TEILSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1318	ykeday	Y+K+E+DA+Y	DIESER POSTEN + ZUGEBEN + KURZ + ZWEITE STUFE + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1319	ykedy	Y+K+E+DY	DIESER POSTEN + ZUGEBEN + KURZ + SCHLUSS	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1321	ykeedy	Y+K+EE+D_ADDR+Y	DIESER POSTEN + ZUGEBEN + LAENGER + TEILSTELLE + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0953	qokeed	OK+EE+D_ADDR	ANSETZEN + LAENGER + TEILSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0469	lchpchdy	L+CH+P+CHD+Y	LEITEN + ENTNEHMEN + EINSETZEN + UMSETZEN + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1142	sheey	SH+EE+Y	HALTEN + LAENGER + DIESER POSTEN	5	f81v,f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1087	salshcthdy	S+A_ADDR+LSH+CTH+D_ADDR+Y	WAEHLEN + LOKALE ADRESSE + SPUELEN + BEREITSTELLEN + TEILSTELLE + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0930	qofchedy	CARRIER_Q+O+LOCAL_CHAR_F+CHD+Y	Q-EINTRITTSTRAEGER + AUSFUEHREN + F-ZEICHEN + UMSETZEN + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0502	ltary	L+T+AR+Y	LEITEN + EINSTELLEN + ENTNAHMESTELLE + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0925	qoeedy	CARRIER_Q+O+EE+D_ADDR+Y	Q-EINTRITTSTRAEGER + AUSFUEHREN + LAENGER + TEILSTELLE + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1052	rshdy	R+SH+D_ADDR+Y	KENNZEICHNEN + HALTEN + TEILSTELLE + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0880	pchdy	P+CHD+Y	EINSETZEN + UMSETZEN + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1228	sshkchdy	SH+K+CHD+DY	HALTEN + ZUGEBEN + UMSETZEN + SCHLUSS	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0985	qolchedy	OL+CHD+DY	FORTSETZEN + UMSETZEN + SCHLUSS	2	f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0257	ckhy	CKH+Y	DURCHLASS + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1039	ral	R+AL	KENNZEICHNEN + ZIELSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1207	solkeey	SOLK+EE+Y	AUFFANGEN + LAENGER + DIESER POSTEN	2	f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0352	dedy	D_ADDR+E+DY	TEILSTELLE + KURZ + SCHLUSS	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0368	dol	D_ADDR+OL	TEILSTELLE + FORTSETZEN	2	f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0919	qocthey	CARRIER_Q+O+CTH+E+Y	Q-EINTRITTSTRAEGER + AUSFUEHREN + BEREITSTELLEN + KURZ + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0128	chekal	CHK+AL	BEHANDELN + ZIELSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0498	lshety	LSH+E+T+Y	SPUELEN + KURZ + EINSTELLEN + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1007	qotain	OT+AIN	DANACH/NAECHSTER + PORTION	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0500	lsho	LSH+O	SPUELEN + AUSFUEHREN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0992	qolky	SOLK+Y	AUFFANGEN + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0461	lchedal	L+CHD+AL	LEITEN + UMSETZEN + ZIELSTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0563	oiin	O+IIN	AUSFUEHREN + STUFE	2	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1081	salchtedytar	S+AL+CH+T+E+D_ADDR+Y+T+AR	WAEHLEN + ZIELSTELLE + ENTNEHMEN + EINSTELLEN + KURZ + TEILSTELLE + DIESER POSTEN + EINSTELLEN + ENTNAHMESTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1175	shol	SH+OL	HALTEN + FORTSETZEN	3	f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0907	qetchy	CARRIER_Q+E+T+CH+Y	Q-EINTRITTSTRAEGER + KURZ + EINSTELLEN + ENTNEHMEN + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1296	ykaiin	Y+K+AIIN	DIESER POSTEN + ZUGEBEN + SOLLMASS	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0686	olcthdy	OL+CTH+D_ADDR+Y	FORTSETZEN + BEREITSTELLEN + TEILSTELLE + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1369	ytey	T+E+Y	EINSTELLEN + KURZ + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0596	okchedy	OK+CHD+DY	ANSETZEN + UMSETZEN + SCHLUSS	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0116	cheedy	CH+EE+D_ADDR+Y	ENTNEHMEN + LAENGER + TEILSTELLE + DIESER POSTEN	2	f81v,f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1257	teol	E+OL	KURZ + FORTSETZEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0338	dchdy	CHD+DY	UMSETZEN + SCHLUSS	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0756	oshedy	O+SHED+Y	AUSFUEHREN + ABSETZEN + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1271	y	Y	DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1111	shchey	SH+Y	HALTEN + DIESER POSTEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1242	tchd	T+CHD	EINSTELLEN + UMSETZEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0094	checholtar	CH+E+OL+T+AR	ENTNEHMEN + KURZ + FORTSETZEN + EINSTELLEN + ENTNAHMESTELLE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0702	olkeol	OL+K+E+OL	FORTSETZEN + ZUGEBEN + KURZ + FORTSETZEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0636	okeol	OK+E+OL	ANSETZEN + KURZ + FORTSETZEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0385	dsheol	SH+E+OL	HALTEN + KURZ + FORTSETZEN	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0562	oiiin	O+IIN	AUSFUEHREN + STUFE	1	f81v	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1113	shckhedy	SH+CKH+E+DY	HALTEN + DURCHLASS + KURZ + SCHLUSS	3	f81v,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0760	otain	OT+AIN	DANACH/NAECHSTER + PORTION	1	f81v	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0695	olkal	OL+K+AL	FORTSETZEN + ZUGEBEN + ZIELSTELLE	1	f81v	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1004	qosheedy	CARRIER_Q+O+SH+EE+D_ADDR+Y	Q-EINTRITTSTRAEGER + AUSFUEHREN + HALTEN + LAENGER + TEILSTELLE + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0967	qokeol	OK+E+OL	ANSETZEN + KURZ + FORTSETZEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0622	okeeor	OK+EE+OR	ANSETZEN + LAENGER + ANSATZ	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0459	lcheckhy	L+CKH+Y	LEITEN + DURCHLASS + DIESER POSTEN	2	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0460	lched	L+CHD	LEITEN + UMSETZEN	2	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0458	lcheckhedy	L+CKH+E+DY	LEITEN + DURCHLASS + KURZ + SCHLUSS	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0937	qokaly	OK+AL+Y	ANSETZEN + ZIELSTELLE + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1205	solkaiin	SOLK+AIIN	AUFFANGEN + SOLLMASS	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0524	octheol	O+CTH+E+OL	AUSFUEHREN + BEREITSTELLEN + KURZ + FORTSETZEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0178	chkeey	CHK+EE+Y	BEHANDELN + LAENGER + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0819	oteey	OT+EE+Y	DANACH/NAECHSTER + LAENGER + DIESER POSTEN	2	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1124	sheckhy	SH+E+CKH+Y	HALTEN + KURZ + DURCHLASS + DIESER POSTEN	3	f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0477	lkchedy	L+K+CHD+Y	LEITEN + ZUGEBEN + UMSETZEN + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0272	cthol	CTH+OL	BEREITSTELLEN + FORTSETZEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1129	shedaiin	SHED+AIIN	ABSETZEN + SOLLMASS	3	f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1148	sheky	SH+E+K+Y	HALTEN + KURZ + ZUGEBEN + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1006	qotaiin	OT+AIIN	DANACH/NAECHSTER + SOLLMASS	3	f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0106	chedol	CHD+OL	UMSETZEN + FORTSETZEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1220	sotaiin	S+OT+AIIN	WAEHLEN + DANACH/NAECHSTER + SOLLMASS	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1211	solshedy	OL+SH+E+DY	FORTSETZEN + HALTEN + KURZ + SCHLUSS	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0493	ls	OL	FORTSETZEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0904	qekeey	CARRIER_Q+E+K+EE+Y	Q-EINTRITTSTRAEGER + KURZ + ZUGEBEN + LAENGER + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0468	lcho	L+CH+O	LEITEN + ENTNEHMEN + AUSFUEHREN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1009	qotal	OT+AL	DANACH/NAECHSTER + ZIELSTELLE	5	f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1023	qoteor	OT+E+OR	DANACH/NAECHSTER + KURZ + ANSATZ	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1229	ssholshecthy	S+SH+O+LSH+E+CTH+Y	WAEHLEN + HALTEN + AUSFUEHREN + SPUELEN + KURZ + BEREITSTELLEN + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0176	chkedy	CHK+E+D_ADDR+Y	BEHANDELN + KURZ + TEILSTELLE + DIESER POSTEN	2	f82r,f83r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1047	rchey	R+CH+E+Y	KENNZEICHNEN + ENTNEHMEN + KURZ + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0304	dairchey	D_ADDR+AIR+CH+E+Y	TEILSTELLE + LAUF + ENTNEHMEN + KURZ + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0748	oroldair	OR+OL+D_ADDR+AIR	ANSATZ + FORTSETZEN + TEILSTELLE + LAUF	1	f82r	BIOLOGICAL	OWNER_ADDRESS_OR_DIAGRAM	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0444	kolchdy	K+OL+CHD+Y	ZUGEBEN + FORTSETZEN + UMSETZEN + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1000	qopol	CARRIER_Q+O+P+OL	Q-EINTRITTSTRAEGER + AUSFUEHREN + EINSETZEN + FORTSETZEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1017	qotedor	OT+E+D_ADDR+OR	DANACH/NAECHSTER + KURZ + TEILSTELLE + ANSATZ	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0225	chopchedy	CH+O+P+CHD+Y	ENTNEHMEN + AUSFUEHREN + EINSETZEN + UMSETZEN + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0416	kam	K+AM_ADDR	ZUGEBEN + INNENSTELLE	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0921	qodched	CARRIER_Q+O+D_ADDR+CHD	Q-EINTRITTSTRAEGER + AUSFUEHREN + TEILSTELLE + UMSETZEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0709	olqo	OL+CARRIER_Q+O	FORTSETZEN + Q-EINTRITTSTRAEGER + AUSFUEHREN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0095	checkho	CH+E+CKH+O	ENTNEHMEN + KURZ + DURCHLASS + AUSFUEHREN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0489	lolol	L+OL+OL	LEITEN + FORTSETZEN + FORTSETZEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0590	okarchedy	OK+AR+CHD+Y	ANSETZEN + ENTNAHMESTELLE + UMSETZEN + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1244	tcheol	T+CHEO+L	EINSTELLEN + AUSZUG/EINTRAG + LEITEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0104	chedar	CHD+AR	UMSETZEN + ENTNAHMESTELLE	2	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1201	solarol	S+OL+AR+OL	WAEHLEN + FORTSETZEN + ENTNAHMESTELLE + FORTSETZEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0353	deeedy	D_ADDR+EEE+D_ADDR+Y	TEILSTELLE + VOLLSTAENDIG + TEILSTELLE + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0433	kedy	K+E+DY	ZUGEBEN + KURZ + SCHLUSS	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0481	lkeedy	L+K+EE+D_ADDR+Y	LEITEN + ZUGEBEN + LAENGER + TEILSTELLE + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1034	ra	R+A_ADDR	KENNZEICHNEN + LOKALE ADRESSE	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0320	dam	DA+AM_ADDR	ZWEITE STUFE + INNENSTELLE	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0958	qokeeey	OK+EEE+Y	ANSETZEN + VOLLSTAENDIG + DIESER POSTEN	2	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0504	lteedy	L+T+EE+D_ADDR+Y	LEITEN + EINSTELLEN + LAENGER + TEILSTELLE + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D1041	ralchey	R+AL+CH+E+Y	KENNZEICHNEN + ZIELSTELLE + ENTNEHMEN + KURZ + DIESER POSTEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
P912-D0893	polched	P+OL+CHD	EINSETZEN + FORTSETZEN + UMSETZEN	1	f82r	BIOLOGICAL	WORKSHOP_PROSE	COMPOSE_COMPONENTS_THEN_APPLY_PROSE_OR_OWNER_CHANNEL
