page	quire	general_description	illustrations	text_description	tentative_identifications	other_information	source_tags	source_url	tentative_identifications_are_role_evidence
f45r	q06	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (45) in the upper right corner.	Conspicuous root. Three basically identical plants with small triangular leaves in two colours and tiny blue flowers. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: flat-topped root ! β: 'grass'	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs; || There are 11 lines of text in three pargraphs, in clear writing. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f45r	ELV: glycyrrhiza?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f45r	0
f45v	q06	This is a herbal page. For general information about herbal pages see here .	Large and conspicuous root, carefully painted. Three stems with small leaves and small blue flowers. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: two or more leaf clusters/clumps α: flat-topped root	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs; 0 plant labels. || There are 11 lines of text in two or three pargraphs (most probably two), in clear writing, carefully avoiding the plant drawing. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f45v	ELV: teucrium? ThP: contellaria, veronica? camedris, ehrenpreis? beatrum.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS	https://www.voynich.nu/q06/index.html#f45v	0
f46r	q06	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (46) in the upper right corner.	Patch of earth with many roots below and three stems with pairs of flower buds, and leaves that are all to the right of the stems. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx β: 'grass' β: root platform β: all leaves point to one side β: leaves parallel and fused together on one stalk	This page has 15 text items (loci), as follows: 15 lines of standard text in paragraphs; || There are 15 lines of text in four paragraphs in tiny writing, all above the plant drawings. || Currier language: B RZ language: C (page) / Bs (folio) / Bs (bifolio) LFD hand: 2 || Browse interlinear transliteration of f46r	ELV: asclepias? ThP: asclepias roots.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f46r	0
f46v	q06	This is a herbal page. For general information about herbal pages see here .	Root shapped like a heraldic eagle. Four large green leaves, and an array of flower along a spiralling stem. || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: broad many-fingered calyx	This page has 13 text items (loci), as follows: 12 lines of standard text in paragraphs, of which 5 are indented to the right; 1 right-justified word at the end of one line ('title'). || There are 12 lines of text in what looks like a single pararaph, but the last six lines are indented to the right, as if the text was written before the drawing. || Currier language: B RZ language: B (page) / Bs (folio) / Bs (bifolio) LFD hand: 2 || Browse interlinear transliteration of f46v	ThP: boragine, anchusa.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_TITLES	https://www.voynich.nu/q06/index.html#f46v	0
f47r	q06	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (47) in the upper right corner.	Plant with thin stem and two large leaves or groups of leaves. || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: no fruits or flowers α: two or more leaf clusters/clumps	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs; || There are 11 lines of text in two paragraphs, in large writing. || Currier language: A RZ language: A- (page) / A- (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f47r	ThP: indian cucumber?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || There are some imprints of f46v, mostly above the second paragraph of text.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f47r	0
f47v	q06	This is a herbal page. For general information about herbal pages see here .	Plant drawing. Plain roots, large leaves that have been painted rather accurately, and three small ble flowers. || This appears to be the same plant as shown in fragment 205 on f102r2 . || Herbal drawing characterisation (Gheuens/Rapaport): α: stem-root line α: two or more leaf clusters/clumps	This page has 14 text items (loci), as follows: 14 lines of standard text in paragraphs; || There are 14 lines of text in two paragraphs, one at the top of the page and one near the bottom, just above the roots. Both carefully avoid the drawing. || Currier language: A RZ language: A (page) / A- (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f47v	ELV: anchusa? ThP: doronicum? pardalianchus (Holm), Gemswurz.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f47v	0
f48r	q06	This is a herbal page. For general information about herbal pages see here . It has the folio nr. (48) in the upper right corner.	Plant drawing, with only the leaves painted green. Looks unfinished. || This appears to be the same plant as shown in fragment 61 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup' β: leaves parallel and fused together on one stalk	This page has 9 text items (loci), as follows: 9 lines of standard text in paragraphs, of which 1 is centred and 1 is right-justified; || There are 9 lines of text in a single paragraph, above the plant drawing. || Currier language: B RZ language: Bs (page) / B (folio) / B (bifolio) LFD hand: 5 || Browse interlinear transliteration of f48r	ELV: Hyosciamus. ThP: (cyanus?) no!	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f48r	0
f48v	q06	This is a herbal page. For general information about herbal pages see here . Gathering nr. (6t9) in lower right corner.	Two of the same plants crossing at the root. Leaves painted green, and flowers blue and yellow. || This appears to be the same plant as shown in fragment 54 on f89v2 . || Herbal drawing characterisation (Gheuens/Rapaport): β: 'daisy in a cup'	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || There are 11 lines of text in two paragraphs, near the top of the page, carefully avoiding the drawing. || Currier language: B RZ language: B- (page) / B (folio) / B (bifolio) LFD hand: 5 || Browse interlinear transliteration of f48v	ELV: Geum?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q06/index.html#f48v	0
f49r	q07	This is a herbal page. For general information about herbal pages see here . It has the folio nr (49) in the upper right corner.	Plant drawing: bulbous roots, a thin straight stem with two green bushels of leaves, and meandering tendrils with red buds and red and blue flowers. There are two snakes curling among the roots. || This plant shows some similarity with plant fragment #155 on f101r . || Herbal drawing characterisation (Gheuens/Rapaport): α: flower(s) seen from the side α: two or more leaf clusters/clumps	This page has 21 text items (loci), as follows: 21 lines of standard text in paragraphs. || The text is in three paragraphs, in large writing filling most of the page. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f49r	ELV: convolvulus? ThP: tamus communis (Holm), Scammonia.		SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q07/index.html#f49r	0
f49v	q07	This is a herbal page. For general information about herbal pages see here . || There is a sequence of single Voynich characters just to the left of each of the lines, and the numbers 1-5 written to the left of lines 2-6.	A plant with a root like a fungus, a thin long stem, kidney-shaped leaves near the top and a very small blue flower. || Herbal drawing characterisation (Gheuens/Rapaport): α: typical α calyx shape α: stalk connects to leaf centre α: everything is at the top of the stem α: feature interrupts the main stem	This page has 52 text items (loci), as follows: 26 lines of standard text in paragraphs; 26 stand-alone Voynich characters (labels). || The running text appears to be in three paragraphs. Its large writing fills most of the page. Offset to the left of each line is a single character in the Voynich script, mostly aligned accurately with each line. To the left of that, near the top, are the numbers 1 to 5 in a hand similar to the foliation of the MS. || Currier language: A RZ language: A (page) / A (folio) / A (bifolio) LFD hand: 1 || Browse interlinear transliteration of f49v	ELV: Lunaria. ThP: lunaria, cyclamen (Holm), alpenveilchen.	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || Most of the Voynichese characters in the sequence on the left are the common set, but there are a few rare ones as well.	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS;TEXT_LABELS;TEXT_LIST_OR_SEQUENCE	https://www.voynich.nu/q07/index.html#f49v	0
f50r	q07	This is a herbal page. For general information about herbal pages see here . There is a hole in the parchment in the middle of the page. It has the folio nr (50) in the upper right corner.	Plant drawing with leaves painted green around blue centres, and an over-sized flower. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	This page has 10 text items (loci), as follows: 10 lines of standard text in paragraphs. || The text is in a single paragraph, all above the dawing. || Currier language: B RZ language: C (page) / Bs (folio) / C (bifolio) LFD hand: 2 || Browse interlinear transliteration of f50r	ThP: artichoke, species of sunflower?	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager) || The plant leaves are similar to those on f6r .	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q07/index.html#f50r	0
f50v	q07	This is a herbal page. For general information about herbal pages see here . There is a hole in the parchment in the middle of the page.	Plant drawing with unusual root (brown), simple oval leaves, and several blue flowers on a stem that have been merged into a single larger flower. || Herbal drawing characterisation (Gheuens/Rapaport): (none)	This page has 11 text items (loci), as follows: 11 lines of standard text in paragraphs. || The text is in a single paragraph, at the top of the page. || Currier language: B RZ language: B (page) / Bs (folio) / C (bifolio) LFD hand: 2 || Browse interlinear transliteration of f50v	ThP: umbellifera? (O'Neill), (coxcomb?)	>>Link to 2014 scan (Beinecke digital library) || >>Link to 2004 scan (Jason Davies Voyager)	SOURCE_HERBAL_PAGE;TEXT_PARAGRAPHS	https://www.voynich.nu/q07/index.html#f50v	0
